{'短评内容': '酒店环境不错', '短评打分': 5}
{'短评内容': '服务一般，入住时告诉我只有窗户靠楼道的房子了，我说等有退房的给我调一间窗户不靠楼道的房子，前台服务员也答应了，可一天内我提醒了他们三次，第二天我要求调房时却告诉我房子又都出去了，根本没给我留，无奈只好退房到别处去住了。', '短评打分': 1}
{'短评内容': '五六年前的住宿感觉，去肿瘤医院办事方便！', '短评打分': 5}
{'短评内容': '挺好的，有机会下次还住。', '短评打分': 3}
{'短评内容': '房间很小只能放下一个床，插头只有两个。总之一般', '短评打分': 3}
{'短评内容': '物美价廉!性价比很高!!!!!!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '已经多次预订，感觉酒店的服务较以前还有一些改进，还好', '短评打分': 5}
{'短评内容': '帮朋友预定的，这里离我在北京的住所很近，其实周边有很多选择，之所以经常选择这里，是因为它有一个小院，可以停车，接送朋友很方便', '短评打分': 5}
{'短评内容': '服务挺好！环境挺干净！就是洗澡的水有点小！', '短评打分': 5}
{'短评内容': '酒店服务很好 前台的小伙子很热情 入住很舒心', '短评打分': 5}
{'短评内容': '房间比想象的大一些， 也很干净， 就是没椅子，奇怪， 隔音嘛，唉', '短评打分': 5}
{'短评内容': '条件还可以,不是太好找,看图上离医院很近,但是走过去还是不太可能,需要打车滴,呵呵', '短评打分': 5}
{'短评内容': '还不错，可以停车。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '比较便宜，主要是距离要去的地方比较近，！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境可以，无早餐较为不便。', '短评打分': 3}
{'短评内容': '网线不好', '短评打分': 3}
{'短评内容': '酒店电视的插头有点接触不时，网也上不去，不过很干净，也不算难找，整体感觉还不错', '短评打分': 5}
{'短评内容': '有点冷', '短评打分': 3}
{'短评内容': '挺好的，服务态度也好！就是位置稍微偏点，刚装修完，看着挺干净的！', '短评打分': 5}
{'短评内容': '挺干净的，服务态度好！就是位置稍微偏点，但是附近就是方庄饮食一条街，吃饭还挺方便的！', '短评打分': 5}
{'短评内容': '觉得速8越来越温馨了！', '短评打分': 3}
{'短评内容': '很一般,服务和硬件都应提高。尤其是内设与图片不太符，房间太旧了。', '短评打分': 1}
{'短评内容': '还好，态度不错，距离肿瘤医院比较近，就是不太好找', '短评打分': 5}
{'短评内容': '环境舒适安静价钱合适要是房间能配个吹风机就好了！', '短评打分': 3}
{'短评内容': '服务很周到，这次订房有些晚了，临时才定的，到了酒店后已经可以入住，还给免费升级成套房，真的很好', '短评打分': 5}
{'短评内容': '很好，很喜欢这里，服务员态度超级好，很热情', '短评打分': 5}
{'短评内容': '前台服务员太度非常好，尽量解决客人所需，但房间太差', '短评打分': 3}
{'短评内容': '酒店还可以就是打车不方便', '短评打分': 3}
{'短评内容': '服务员在隔壁房间打扫的时候总是抱怨房客这个那个问题，声音很吵不说，听得我们心里面也不是很舒服', '短评打分': 1}
{'短评内容': '房间太小了，电视节目太少，空调不能用，厕所门也不太好用，感觉脏脏的，就是离得近了些。', '短评打分': 1}
{'短评内容': '很方便,下次还会选择这里!!!!!!!!', '短评打分': 5}
{'短评内容': '卫生比较干净，服务态度比较好。以后我会向其他人介绍的。哈哈。好地方', '短评打分': 5}
{'短评内容': '很好，前台服务很周到热情，下载还会选择这里', '短评打分': 5}
{'短评内容': '卫生一般', '短评打分': 3}
{'短评内容': '酒店位置比较偏，周边环境属于相对烦乱嘈杂的地方。但是吃饭还是挺方便的。店内服务不错，环境一般，室内环境能打70分吧。总的来说还可以，如果在附近办事，推荐入驻。', '短评打分': 5}
{'短评内容': '挺好的。', '短评打分': 3}
{'短评内容': '总体感觉不错 ,我觉得我会向他人推荐.很好很好', '短评打分': 5}
{'短评内容': '交通方便，价格实惠，饭店附近比较多，总体不错。', '短评打分': 5}
{'短评内容': '周围坏境很差，卫生条件也很差，房间配件也不到位，房间面积很小，洗澡热水也不充足我都怀疑不是《速8》', '短评打分': 1}
{'短评内容': '酒店环境不错，免费停车，挺满意。', '短评打分': 3}
{'短评内容': '酒店非常不好，内外部环境不好，房间小，空气都是霉味，床单也不干净', '短评打分': 3}
{'短评内容': '服务及环境都相当好,直得推薦分享給出差及外出旅行的人!', '短评打分': 5}
{'短评内容': '除了位置偏些 整体环境还可以 床比较舒服 但服务打扫卫生不那么积极 三天就给了我一双拖鞋 晚上还有发的按摩女的名片 ', '短评打分': 5}
{'短评内容': '遇到团队了，太吵了，别的还不错，值得推荐的酒店', '短评打分': 5}
{'短评内容': '价格还不错。稍微有一点不当街。卫生状况还可以。', '短评打分': 5}
{'短评内容': '周边街道环境有点脏，不过吃饭的地方挺多的，有单独的院子，车位充足，订的大床房，但给我调换成一个有客厅的套间了，窗户开在楼道里，有点不爽，但总体还不错。', '短评打分': 5}
{'短评内容': '山寨速8吧？！', '短评打分': 3}
{'短评内容': '虽然外边不怎么样，可里面是新装修的，很干净。最重要的是离方庄机场大巴非常近，也就一百多米。这也是我们选择这间酒店的原因。', '短评打分': 5}
{'短评内容': '酒店很干净，是家性价比很高的酒店，服务也很周到，周围有美食街，小吃，不远处还有家乐福，地理位置很好。', '短评打分': 5}
{'短评内容': '周边有些乱，但是吃喝购物都很方便，有单独的院子，下次还会选择！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '房间很大，还是比较安静的，没有电梯，条件一般，交通也不太方便，刚开始过来不太好找，在比较背的巷道里。自己住够了。再来北京还住这里。', '短评打分': 5}
{'短评内容': '首先，服务态度很好，对于我预定的房间价格也很好，房间的环境也很干净，因为我的房间时有窗的，所以很亮堂；位置有点不好找，出租车司机不知道饮马井在哪！！\n\n', '短评打分': 5}
{'短评内容': '比较不错，位置比较偏一点。。。。打车去景点都要三十多块基本。。。不给力啊，但是楼下的小吃很多啊，如果你没有洁癖，比较喜欢北京的小吃，可以选择在这里入住。', '短评打分': 5}
{'短评内容': '空间大，环境清幽，周边饮食丰富，购物便利，交通便利', '短评打分': 5}
{'短评内容': '位置比较偏僻，而且不好找，附近环境比较乱，感觉不怎么好', '短评打分': 1}
{'短评内容': '虽然房间比上次住的要小，价格也高了30元钱，但还是比较舒适，方便的！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '性价比比较高，就是地理位置比较偏，打车不是很方便！', '短评打分': 5}
{'短评内容': '8月7日入住后停电竟然无应急措施，前台服务员面对顾客的意见，提出顾客未告知姓名，故不提供服务者的身份，还拒绝提供北京投诉电话及经理出面解决，服务态度粗暴、不文明，解决纠纷方法简单，服务不专业。', '短评打分': 1}
{'短评内容': '位置比较好找 房间比较小 而且里面的物件没有别的速8多 不知道是怎么个标准 ', '短评打分': 1}
{'短评内容': '房间还不错，就是酒店周边环境比较乱，而且不太好找。', '短评打分': 5}
{'短评内容': '干净，卫生，附近吃饭很方便，就是没有电梯，服务员太少，床也有点小', '短评打分': 5}
{'短评内容': '还行 我住的没窗不太好 其他还不错 离机场大巴近.', '短评打分': 5}
{'短评内容': '周边环境有些乱，但酒店有单独的院子，停车方便，房间干净，设施比较齐全，安静，价格合理，感觉不错', '短评打分': 5}
{'短评内容': '酒店干净、安静，环境挺好，服务也很周到。下次还会住哦', '短评打分': 5}
{'短评内容': '房间还可以，物有所值，就是有点偏，不过坐机场大巴还是很方便！', '短评打分': 3}
{'短评内容': '环境，卫生都不错', '短评打分': 3}
{'短评内容': '步行5分钟可以到机场大巴方庄站点，还是很方便的', '短评打分': 5}
{'短评内容': '最近连续订这家酒店，没到旺季，房间都给免费升级，比预定的宽敞许多，还不错。', '短评打分': 5}
{'短评内容': 'nice..and later will be close to metro line..', '短评打分': 5}
{'短评内容': '酒店还不错。挺干净的。交通也还可以。', '短评打分': 3}
{'短评内容': '交通方便，价位合理。自己开车的话离二环三环都很近', '短评打分': 5}
{'短评内容': '卫生不如以前了，下雨连电视都没信号，希望下次入住能有改善。', '短评打分': 1}
{'短评内容': '酒店很差', '短评打分': 3}
{'短评内容': '替朋友预定的，我也经常住速8，应该算是经济型快捷酒店比较适中的，还可以吧。朋友到别处两天回北京还是选择要住这里，一方面因为离我近，另外也因为住着还不错。', '短评打分': 5}
{'短评内容': '替朋友预定的，我也经常住速8，应该算是经济型快捷酒店比较适中的，还可以吧。', '短评打分': 5}
{'短评内容': ' 有院子和车位。热水挺好但压力一般，马桶冲水后偶尔不回弹起来。无洗澡脱鞋。隔墙比如家厚一点点。但隔壁的电视声也很容易听到。总体满意。', '短评打分': 3}
{'短评内容': '这个酒店住了三次了，但这次感觉最不好，入住时发现卫生间的垃圾未清理，且没有香皀。下雨了电视没有信号。哎！！！！', '短评打分': 1}
{'短评内容': '酒店里没有浴帽，不怎么方便，洗漱用品可以自带，但一次性的浴帽建议还是提供一下。', '短评打分': 5}
{'短评内容': '性价比蛮高的，下次来北京一定也住这里.交通很便利。', '短评打分': 5}
{'短评内容': '价格很便宜，性价比挺高的，而且住在这里很便利的。', '短评打分': 5}
{'短评内容': '环境有点不好。卫生差。', '短评打分': 3}
{'短评内容': ' 不满意，可是没有选择余地不满意，可是没有选择余地不满意，可是没有选择余地不满意，可是没有选择余地', '短评打分': 1}
{'短评内容': '性价比不如重庆的速8，房间内无衣架，无拖鞋，需要申请才能拿到。太不靠谱了。\n周边环境很不好，感觉像菜市场，杂乱', '短评打分': 1}
{'短评内容': '屋内装修简单，吹风机都没有。。。但是很好的是有免费停车场。毛巾很旧，黑黑的', '短评打分': 5}
{'短评内容': '各方面条件都还可以 房间也干净 就是没有电梯 我7-8个客人都是提着东西爬的三楼 还有点陡', '短评打分': 1}
{'短评内容': '服务挺好，房间太小，没有电梯，但是周围小吃挺方便的，交通还可以。', '短评打分': 5}
{'短评内容': '这次房间还行~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '环境个方面都不错~~到北京一直都住在这里！！！', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '交通很方便，房间也比较干净，附近吃饭的地方比较多，推荐。', '短评打分': 5}
{'短评内容': '性价比高，就是离公交站略远，行李多的不推荐', '短评打分': 5}
{'短评内容': '酒店服务态度很好，附近周边餐饮交通配套齐全。很适合出差旅游入住！', '短评打分': 5}
{'短评内容': '服务不错，就是房间太小', '短评打分': 3}
{'短评内容': '没窗', '短评打分': 3}
{'短评内容': '酒店没有别的网友评的那么差。我感觉还好，也许是我不挑剔的原因吧。', '短评打分': 5}
{'短评内容': '周围环境太乱，复杂，离地铁站走路要30分钟，不算很近。旁边有物美超市和水果超市，晚上周边有很多小吃摊。不过一开始一度怀疑自己是不是在北京~~~房间不大，不算干净，没有电梯。很吵，不隔音。', '短评打分': 1}
{'短评内容': ' 没电脑用期它还行地点不好找好多司机找不到', '短评打分': 3}
{'短评内容': '房间一般', '短评打分': 3}
{'短评内容': '位置比较好，环境干净，卫生，有车位，服务态度比较好。', '短评打分': 5}
{'短评内容': '位置还是有点偏，住在里面很不放心的感觉；手机落在前台的一个茶几上，10分钟后再下来找时就没了。。。。。卫生情况一般偏下，但性价比还可以，在北京算便宜的了', '短评打分': 1}
{'短评内容': '房间不错,很宽敞.性价比还行', '短评打分': 3}
{'短评内容': '好长时间之前替朋友订的，还没点评吗，呵呵。这家店周边环境脏乱差点，但也算方便，有院子能停车，附近吃饭的地方很多，门口就是物美超市，坐公交车出行离车站稍远了一点，但在北京走这么几步路真不算什么。', '短评打分': 5}
{'短评内容': '总体还算干净，主要是离住在旁边小区的家人近。否则住在这里交通不是很方便。', '短评打分': 5}
{'短评内容': '偏僻，安静！房间干净整洁！周边地方有些乱！', '短评打分': 5}
{'短评内容': '住过几次了，基本满意，首都这个价位的宾馆不多了，交通也比较方便', '短评打分': 5}
{'短评内容': '总体不错，大床房较小，如不是情侣建议住标间', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': ',酒店环境不错，态度也可以。好', '短评打分': 5}
{'短评内容': '位置比较偏 很难找 其他还好 服务 内部环境都很好', '短评打分': 3}
{'短评内容': '很好~.....................................................', '短评打分': 5}
{'短评内容': '帮朋友订的 说还不错 就是位置偏了点。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店內沒電梯，酒店外周邊環境複雜！整體感覺較差！', '短评打分': 5}
{'短评内容': '感觉还是不错的，就是房间有点小。而且离我目标地方有点远。服务还是挺好的，还可以帮忙定车。', '短评打分': 3}
{'短评内容': '还是挺不错的，就是小了点。而且离我的上课地点还是有点远，得打的。呵呵', '短评打分': 5}
{'短评内容': '+昨天已住，房间有味。', '短评打分': 5}
{'短评内容': '  一般', '短评打分': 5}
{'短评内容': '位置虽在方庄但还是有点偏，坐机场大巴的人适合，离得不远的。\r\n房间小环境还可，相对干净。\r\n不过绝对要住有窗户的房间，没有窗户的房间空气不流通一进去有味。。。\r\n', '短评打分': 5}
{'短评内容': '服务不错，位置可以改善！', '短评打分': 3}
{'短评内容': '1\\速8综合管理到位\r\n2\\该店周围环境较差\r\n3\\交通不是很方便\r\n4\\该店餐厅挺好，经济实惠', '短评打分': 5}
{'短评内容': '总体来说还是不错的，服务太多不错。但是我加住没得在优惠就觉得失望了点。', '短评打分': 5}
{'短评内容': '方便实惠！', '短评打分': 5}
{'短评内容': '没有电梯，地点偏僻，不好找，坐车和地铁都不方便', '短评打分': 3}
{'短评内容': '酒店地理位置总体还可以，但周边环境较差。总体卫生比较干净，但室内卫生还有死角，如公共卫生的楼道等处不够干净。', '短评打分': 5}
{'短评内容': '住了几次了，这个价格在北京感觉很实惠，地点也算方便，推荐', '短评打分': 5}
{'短评内容': '位置不错，楼下都是小吃还有一个网吧。不过服务一般，每天似乎没有更新床单。就是铺整齐了一下。', '短评打分': 5}
{'短评内容': '..房间有点小.....价格算实惠....出差的好选择', '短评打分': 5}
{'短评内容': '各方面都一般', '短评打分': 1}
{'短评内容': '因为离以前住过的小区很近，所以选择住这里，但是条件真是很差，还有一些人塞提供特殊服务的小卡片，是住过的最差的快捷', '短评打分': 1}
{'短评内容': '环境一般，价格还好', '短评打分': 5}
{'短评内容': '酒店服务和卫生都还过得去，就是房间内的设施实在是太烂了，卫生间也很小。', '短评打分': 5}
{'短评内容': '就是位置比较偏,周围环境比较差,有点象城郊结合部', '短评打分': 5}
{'短评内容': '离机场大巴方庄站——贵友大厦还是挺远的，搞得推着箱子在太阳下暴晒了好久，而且宾馆没有电梯，我提着箱子，顿时就惊呆了。不过服务员的素质还行。', '短评打分': 1}
{'短评内容': '房间很小。隔音不太好。有大批旅行团入住的时候，晚上很晚还很嘈杂，早上4点多去看升旗的旅行团又要大呼小叫很久。睡不好。\r\n地理位置按说应该不错。遗憾的是此处是三个行政区交界的地方，有些杂乱。\r\n吃饭还算方便。', '短评打分': 1}
{'短评内容': '得挑好房间  大部分房间不好住，不是没窗户，就是很暗，得好好挑啊', '短评打分': 5}
{'短评内容': '周围环境有点乱，酒店没有电梯，房间格局有点怪，没有写字台。唯一好处离机场大巴和方庄美食街比较近。', '短评打分': 1}
{'短评内容': '1.酒店隔音非常差劲.晚上隔壁屋子的人的呼噜声都传的过来.让人崩溃.\r\n2.热水阀灵敏度太高了.稍微调整下.水温不是冷的冻水就是热的烫人.\r\n3.前台服务挺好的.住店期间女朋友鼻子流血.我因在外边赶不回去.前台人员得知后反应挺迅速的.\r\n4.流鼻血造成了床单的污渍.就一滴血.收费30大元....有点黑.这种污渍很容易洗干净的.\r\n5.洗手间只有一块香皂盒两个牙刷.这是速8的标配吗?', '短评打分': 1}
{'短评内容': '3.21-22，住了2天。房间：8305。\r\n1、首先上楼没电梯，提着行李很不方便。\r\n2、8305的房间宽带水晶头有问题，插上后显示无连接。后换至8303调试，插上后显示有本地连接，但是受限制，无法访问网络。虽然2个热情的小伙子帮我调试了1个小时仍然无法访问网络，但还是要先谢谢他们俩。\r\n3、隔音效果太差，过道里人在讲话，好像就在房间里讲话一样。', '短评打分': 1}
{'短评内容': '酒店就是位置不太好，不是特别方便，不过服务不错，设施条件也还可以，所以还是可以考虑的。', '短评打分': 3}
{'短评内容': '安静，舒适！无电话骚扰！不错！', '短评打分': 5}
{'短评内容': '不是中央空调，太冷', '短评打分': 1}
{'短评内容': '房间里面的味道挺大的而且空调声音特别响晚上都睡不着觉,服务也很一般,位置还是挺好找的,性价比还不错.我感觉还是很一般的酒店我想我下次是不会去了.', '短评打分': 3}
{'短评内容': '性价比很好，就是周边环境还有待改善', '短评打分': 5}
{'短评内容': '酒店的房间比较大，也比较安静，离要办事的地方也比较近，服务做得比较到位，不过进去酒店的门口的环境比较糟糕，一路上都是菜场，既脏又乱。', '短评打分': 5}
{'短评内容': '酒店的位置环境都比较一般，上次是去那边办事，卫生服务也还好，价格算是比较偏高的，如果不是去那边办事建议不要推荐入住。', '短评打分': 3}
{'短评内容': '差劲，和速8的实际不符，可能进错店了，卫生，隔音，环境差', '短评打分': 5}
{'短评内容': '位置比较便捷，虽然周围人不少，但里面还比较安静，设施服务也可以。', '短评打分': 5}
{'短评内容': '去肿瘤医院很方便，呵呵', '短评打分': 5}
{'短评内容': '我很喜欢这家酒店,房间的卫生打扫的很干净,设施也比较齐全住着很舒适,而且服务也比较热情,下次再来我还会选择这家酒店.', '短评打分': 3}
{'短评内容': '典型的快捷酒店，位置大体不错，就是具体地点相对偏僻，门口环境依然改观不大但店内条件基本满意。', '短评打分': 5}
{'短评内容': '地方找不到。太差啦外面很乱晚上又吵', '短评打分': 1}
{'短评内容': '在这里住了4天，每天都是在电话催过前台以后才有客服前来打扫房间，最夸张的一天会宾馆近晚上5点，累的想进门就倒下睡一觉的时候，一开门发现卫生都没打扫过，一肚子火！\r\n不过环境价格都还算挺好，考虑到电话催过以后就有人来打扫，也还算满意吧，呵呵', '短评打分': 5}
{'短评内容': '交通不方便，不太好找，周边的环境太吵杂了，酒店本身环境一般，整体感觉不理想', '短评打分': 1}
{'短评内容': '经济实惠，性价比高，而且交通比较的便利，就是当时在网站预定说是送早餐，最后有说不送，感觉这点不好', '短评打分': 5}
{'短评内容': '酒店的交通很方便，周边很繁华，公交车很多，而且酒店的服务也很不错', '短评打分': 5}
{'短评内容': '我是3月份入住该酒店的，去的时候因为特价房满房了，前台就免费为我升级到其他房间了，因为是带着孩子去肿瘤医院看病的，当时推荐这个酒店的时候我浏览了一下该酒店的网评觉得不是很好，开始一直在犹豫，最后因为此酒店的性价比还是可以接受的就选择入住了这家酒店，去了之后让我感觉跟网上评论的完全不同，帮我升级的房间设备、设施都不错，房间还蛮大的，也很安静，因为带着孩子拿东西不方便，服务员每次看到都会帮我们拎，而且', '短评打分': 3}
{'短评内容': '总的感觉一般，首先是跟同价位的其他酒店比房间非常小，来来回回都要磕碰，我住的是大床房。还有就是设施也一般，热水器是独立的，洗澡不能洗太久。另外坏的东西也太多，我刚住进去准备休息了结果发现热水器和空调都是坏的，都不能用，叫服务员好久才来，后来调换房间忙活到很晚，影响休息。最气愤的是可能酒店接了一个外地旅行团，早上四五点就开始吵吵闹闹，走廊里吵得不能想象，根本睡不着。我住过的宾馆很多，这次是印象比较不', '短评打分': 1}
{'短评内容': '环境不错，室内的格局很人性化，值得推荐！！', '短评打分': 5}
{'短评内容': '大门不是对着马路的，不是太好找，但离贵友大厦很近，交通还行', '短评打分': 5}
{'短评内容': '酒店的环境卫生都挺好的,硬件舒适度也很不错,价格也很优惠.很干净的酒店位置出行也挺方便的.', '短评打分': 5}
{'短评内容': '入住很不满意,地方比较偏,房间也不好,旧楼了,房间设施都比较陈旧了.', '短评打分': 1}
{'短评内容': '酒店非常不错，首先价格实惠，在这个价格来说他的服务环境，房间布局装修，配套的设施硬件都很不错，位置也不错，很方便。', '短评打分': 5}
{'短评内容': '各方面感觉一般，附近地段也就这样了，价格还算不错', '短评打分': 1}
{'短评内容': '酒店地理位置很好，二环和三环之间，附近还有美食街，方便。在一个大院里，有免费停车场，还安静。房间有点小，不过挺温馨的。\r\n', '短评打分': 5}
{'短评内容': '酒店性价比还是挺高的，服务特别周到，房间也满干净的', '短评打分': 5}
{'短评内容': '出行交通不是很方便,服务卫生硬件设施都很不错,价格挺优惠的.', '短评打分': 5}
{'短评内容': '整体不错，服务到位，值得住下。', '短评打分': 5}
{'短评内容': '酒店的位置比较偏,环境不太好,周围小店很多,人比较杂,人员服务太度也不是很好,卫生和设施一般,但价格很便宜', '短评打分': 1}
{'短评内容': '酒店房间比较小，也不太好找，别的还可以也比较干净，价格有点高', '短评打分': 1}
{'短评内容': '这家酒店干净卫生，而且服务很周到，值得推荐。', '短评打分': 5}
{'短评内容': '酒店位置不好找,部分房间手机没信息,房间设施很多都不能用,周围环境不是很好', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '感觉很好,不愧是省政府的接待酒店.虽然年份有点长,设备有点老.下次来客人还会介绍他们入住.', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '房间气味太重，卫生较差，服务员等服务态度较好', '短评打分': 3}
{'短评内容': '价格合理,房间很干净,也很舒适,最重要的免费宽带,像我们这种自助旅游的人是最合适的了&lt;br /&gt;\n它们这的服务也很好我们是第一次来北京,地形不熟前台服务员送给我免费地图 耐心的给我们指路这点有好多酒店都做不到(它们都会让我们去网上查或让我们自己买地图让我们自己查)&lt;br /&gt;\n我是和我70岁的老妈一块去的,客房服务员主动去搀扶我妈,我觉的很贴心&lt;br /&gt;\n下次', '短评打分': 5}
{'短评内容': '当初是看着速8的牌子去的，可太令人失望了。没有手机信号，房间小的吓死人，在1楼，窗子还是对着过道的。&lt;br /&gt;\n赫赫，以后不敢来这里了。', '短评打分': 3}
{'短评内容': '酒店位置很偏，手机信号几乎没有，房间不隔音', '短评打分': 3}
{'短评内容': '离网吧近,一楼有烟味', '短评打分': 5}
{'短评内容': '1 手机无信号。&lt;br /&gt;\n2 水盆漏水。&lt;br /&gt;\n3 空调狂响。&lt;br /&gt;\n4 水压低，无法洗澡。&lt;br /&gt;\n5 房间太小，碰头。&lt;br /&gt;\n6 门口是农贸市场，臭气冲天。', '短评打分': 3}
{'短评内容': '当初是看着速8的牌子去的，可太令人失望了。竟然换了4个房间，第一个房间手机没有信号，解释是方庄轻轨施工影响信号（牵强的有点可笑）；第二个房间，脱光衣服要洗澡，发现竟然没有水；第三个房间，网络不通；第四个房间，空调不热（不得不在被窝里蜷缩了一晚），对速8太失望了，以后绝对不住速8。', '短评打分': 1}
