{'短评内容': '服务非常满意', '短评打分': 5}
{'短评内容': '不错的酒店 挺好的不错的酒店 挺好的不错的酒店 挺好的不错的酒店 挺好的', '短评打分': 5}
{'短评内容': '地点地段离开我要去的地方都挺近的，卫生也不错', '短评打分': 5}
{'短评内容': '很干净，房间也挺大，住着很舒服啊！~推荐', '短评打分': 5}
{'短评内容': '还不错的酒店，客房不错，只是餐饮区的装修略微显陈旧。', '短评打分': 5}
{'短评内容': '唉   住的次数太多了   只有一点不满意   烟味！！！！    无烟房能不能做成真的无烟房呢？？？', '短评打分': 5}
{'短评内容': '总体来说还不错   在这个地区算是性价比比较高的酒店  但是  唯一让人不满意的就是  无烟房烟味巨大！！！   我这对烟味过敏的人    进去根本喘不了气吖   跟酒店说 也就是是给做个无烟处理    开开窗户  喷喷清新剂   没什么意义   \n\n是无烟房不就应该整理成无烟房么    每次提意见酒店都说  我们标注着无烟房  可是客人不管我们也没办法    这种借口貌似不像是个星级酒店应该有的', '短评打分': 5}
{'短评内容': '北京大雨澳斯特酒店是我喜欢住的酒店，卫生、服务都相当好，只是周围买东西不大方便，对我来说无所谓，我基本上睡觉而已。', '短评打分': 5}
{'短评内容': '总体来说还不错，环境好，挺干净。定的299的特价房，就是稍小一点，其他都好。推荐！', '短评打分': 5}
{'短评内容': '房间干净，设施比较新。唯一感觉不太好的是隔音效果不够好', '短评打分': 5}
{'短评内容': '还可以 去首都机场很方便，去市内旅游也还可以', '短评打分': 5}
{'短评内容': '一直入住此酒店，性价比高，非常干净，很满意', '短评打分': 5}
{'短评内容': '离宜家不远，性价比还是不错的，房间还做了免费升级，下次来宜家还可以住在这', '短评打分': 5}
{'短评内容': '  房間乾淨，性價比高。', '短评打分': 3}
{'短评内容': '酒店还可以挺干净利', '短评打分': 3}
{'短评内容': '房间不大，干净，热水空调不错，服务员不多，没看见四星标志，价格能便宜些就好了！\n', '短评打分': 3}
{'短评内容': '一般，没有特色。不过呢，环境挺安静。没有什么有特别的，无论服务还是位置，都挺一般的', '短评打分': 1}
{'短评内容': '房间有点小', '短评打分': 3}
{'短评内容': ', 这个价位的酒店中算很不错，如果能定到特价房的话，性价比更高。', '短评打分': 3}
{'短评内容': '该酒店各方面都不错！性价比很好！', '短评打分': 3}
{'短评内容': ' 房间设备可以, 工作人员态度好。', '短评打分': 3}
{'短评内容': '酒店设施良好，卫生干净！', '短评打分': 3}
{'短评内容': '地点，位置，还有他的酒店的管理都还不错。', '短评打分': 5}
{'短评内容': '酒店很好很新', '短评打分': 3}
{'短评内容': '房价再低一点就好了，还有早餐也有些贵了，不知能否降一点呢！', '短评打分': 5}
{'短评内容': '住下就不想走，只是特价房时有时无让人很郁闷！', '短评打分': 5}
{'短评内容': '硬件很好，尤其是床和热水让人感觉很舒服！', '短评打分': 5}
{'短评内容': '环境不错，安静，交通便利，卫生条件不错！', '短评打分': 3}
{'短评内容': '酒店位置很好，停车也方便，就是房间有点小，服务也不错', '短评打分': 5}
{'短评内容': '酒店很好，服务很热情。', '短评打分': 3}
{'短评内容': '性价比不错，在北京不多。 缺点是大厅还允许抽烟，看到一个部队的人在那里吸烟，一看就是一个腐败分子，跟流氓一样，简直影响酒店形象。', '短评打分': 5}
{'短评内容': '酒店环境不错 性价比很高 交通也方便 对得起这个价格', '短评打分': 5}
{'短评内容': '酒店环境挺好的，设施也不错，附近办事方便', '短评打分': 5}
{'短评内容': '打车不是很方便，其他的都还可， 外国人入住时候不能用美元或外币当押金。。', '短评打分': 5}
{'短评内容': '环境很好，服务周到，价格小贵', '短评打分': 3}
{'短评内容': '总体来说不错的。总体来说不错的。总体来说不错的。总体来说不错的。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '环境不错，交通便捷，价格也很合理。总之下次还会推荐给我的朋友。', '短评打分': 5}
{'短评内容': '价格还可以，离机场还近些', '短评打分': 3}
{'短评内容': '还行，交通及地点都还可以的\n。。，。，！！！', '短评打分': 5}
{'短评内容': '停车方便，酒店比较新，干净。感觉不错。房间也比较大', '短评打分': 5}
{'短评内容': '环境卫生，宽敞，地理位置好,交通方便……', '短评打分': 5}
{'短评内容': '地理位置比较优越，条件不错，价位合理，而且环境很好', '短评打分': 5}
{'短评内容': '酒店不错，超值!', '短评打分': 3}
{'短评内容': '酒店干净整洁明亮，服务意识强。位于京顺路旁，不是很方便。但步行1-3公里是繁华商业区', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '地点还可以，周边也有很多饭店。房间很舒服，床也大', '短评打分': 5}
{'短评内容': '比较干净，服务一般，不包早餐，到机场很近 方便', '短评打分': 5}
{'短评内容': '房间干净 热水好 离机场近', '短评打分': 3}
{'短评内容': '房间有点小。', '短评打分': 3}
{'短评内容': '总体还行. 房间有些小, 隔音不太好. 电话及餐厅服务最好明码标价.', '短评打分': 5}
{'短评内容': '尚可', '短评打分': 3}
{'短评内容': '住这家酒店去机场很方便，门口公交车站线路很多', '短评打分': 1}
{'短评内容': '北京大雨澳斯特酒店硬件不错，洗澡水温度很好，还给免费升级房间，就是没特价房了心里不是太舒服 \n', '短评打分': 5}
{'短评内容': '硬件不错，洗澡水温度很好，还给免费升级房间，就是没特价房了心里不是太舒服', '短评打分': 5}
{'短评内容': '酒店整体来说还算可以吧，因为去望京医院看病住这里', '短评打分': 5}
{'短评内容': '总的来讲还行，离机场近，服务态度卫生条件还行，就是不含早餐啊！ \n', '短评打分': 5}
{'短评内容': '总的来讲还是很不错，离机场也近，服务态度端正，卫生条件也好，就是不含早餐啊！！', '短评打分': 5}
{'短评内容': '去机场交通比较方便，客房比较新，服务一般，值得推荐。', '短评打分': 5}
{'短评内容': '酒店比较新，设施比较全，所在位置也很好找，工作人员服务很周到，有机会还会入住。', '短评打分': 3}
{'短评内容': '老实说 一般般吧 性价比还凑合 不过出门什么的都比较方便', '短评打分': 1}
{'短评内容': '酒店的地理位置还不错，离开我要去的地方很近，房间的淋浴不错', '短评打分': 5}
{'短评内容': '交通方便，就在京顺路的旁边，要出去打车的话也方便，酒店的房间还行。', '短评打分': 5}
{'短评内容': '很干净  很温馨~~  超喜欢~  ....................', '短评打分': 5}
{'短评内容': '酒店不错，就是地点有些尴尬，周边商场少，机场的出租车不爱去。', '短评打分': 5}
{'短评内容': '特价还是比较超值的，酒店房间比较干净，打扫也比较认真。', '短评打分': 5}
{'短评内容': ' 再次入住。感觉还不错。附近施工，稍晚有点吵', '短评打分': 3}
{'短评内容': '特价房还是很值的，但自助餐菜样太少了，丰富一些就好了。', '短评打分': 5}
{'短评内容': 'Although small, but nice and warm.', '短评打分': 5}
{'短评内容': '我到人济大厦办事，就在旁边，所以选择了这家酒店，真的是很近。', '短评打分': 5}
{'短评内容': '酒店很干净 而且性价比高～很满意', '短评打分': 3}
{'短评内容': ' 很干净温馨！停车位多，方便。', '短评打分': 3}
{'短评内容': ' 再一次入住。过节有点冷清，但服务没减档次，赞。', '短评打分': 3}
{'短评内容': ' 第n次住啦，还是不错。不过这次房间有点小。', '短评打分': 3}
{'短评内容': '非常好,卫生条件很好,就是周围吃饭的地方略少,服务一流', '短评打分': 5}
{'短评内容': '如果你主要的地方是望京，选这家酒店比较合适。', '短评打分': 5}
{'短评内容': '入住了好几次,介绍朋友也去住过,一致认为不错.', '短评打分': 5}
{'短评内容': 'The Hotel is pretty new and service is good.', '短评打分': 5}
{'短评内容': '酒店位置还好。前面就是机场高速。不过附近没什么好玩的地方。对来北京出差的人比较合适。', '短评打分': 5}
{'短评内容': ' 酒店还不错，服务也行～', '短评打分': 3}
{'短评内容': '如果能订到特价房，是非常合算的。其实所谓特价房，就是个标准间，他们拿来做促销用的。性价比非常合适。交通方便，房间设施完备。', '短评打分': 5}
{'短评内容': '不错喔喔，离家挺近，服务和设施都挺好！！下次还来。\n', '短评打分': 5}
{'短评内容': '一般，没设么特别给朋友推荐这家酒店，一般水平吧', '短评打分': 1}
{'短评内容': '不错，值得推荐，服务不错，装修和和环境都值得推荐。', '短评打分': 5}
{'短评内容': '环境和服务都不错，值得推荐，而且距离机场比较近。', '短评打分': 5}
{'短评内容': '不错呀，望京地区性能价格比非常好的一个酒店了，很干净。', '短评打分': 5}
{'短评内容': '北京大雨澳斯特酒店性价比好，离公司也很近，就是早餐很一般，周围没有超市不太方便', '短评打分': 5}
{'短评内容': '不错，自助午餐丰富，早餐倒是一般。\n交通便利，纯粹的商务出行还好，周围都是大公司哦~', '短评打分': 5}
{'短评内容': '不错，就是进房间味道不太好，可能冬天通风不好', '短评打分': 5}
{'短评内容': '服务很好、早餐也丰盛力荐', '短评打分': 3}
{'短评内容': '特价房免费升级，宽敞干净，性价比高，很喜欢。有机会还会入住，会向朋友们推荐。', '短评打分': 5}
{'短评内容': '性价比不错的一家酒店，唯一遗憾的就是附近没有超市，还好离望京的中心也不远。', '短评打分': 5}
{'短评内容': '北京大雨澳斯特酒店酒店环境好服务好，挺干净的，就是早餐简单了些', '短评打分': 5}
{'短评内容': '性价比挺高的酒店，清洁，明亮，服务好。到酒店时低价房已满，免费升级高级房', '短评打分': 5}
{'短评内容': '酒店的服务很好，硬件更好，由其是浴巾很柔软，还配了擦脸和擦手的毛巾各两块，浴室大小适中，洗澡水很热，住的是特价房，有点小，但还是够用。唯一不好的是冰箱里的消费的饮料没有价目表（房间的明处没见），喝了一听可乐，结账时付了20拾元，20拾元在现今社会不算多，买不了什么东西，但是20元的一听可乐，在这个星级的酒店里可是少见。酒店里的夜总或酒吧会这个价格差不多。本人对这点觉得不太舒服。', '短评打分': 5}
{'短评内容': '总体很不错，性价比很高，只是房间里面没有浴袍，卫生间较小', '短评打分': 5}
{'短评内容': '酒店去机场很方便，酒店环境很温馨，很安静，早餐味道我喜欢，虽然花样少', '短评打分': 5}
{'短评内容': '酒店环境好服务好，中午自助餐也很方便，离地铁打车也很近', '短评打分': 5}
{'短评内容': '酒店楼层不高共五六层，酒店环境很温馨，很安静，早餐味道我喜欢，虽然花样少', '短评打分': 5}
{'短评内容': '酒店位置很好找，也很方便，离宜家很近，酒店房间环境很好，温度恒温，', '短评打分': 5}
{'短评内容': '很好很干净。下次还要给朋友订这个地方，价钱也不错呢', '短评打分': 5}
{'短评内容': '酒店位置距离机场比较近，但是要坐地铁就要走路了；性价比还不错。', '短评打分': 5}
{'短评内容': ' 很干净。还不错。', '短评打分': 3}
{'短评内容': '环境可以，卫士可以，服务可以，价格可以。总之，可以住！！！！\n', '短评打分': 5}
{'短评内容': ' 好', '短评打分': 3}
{'短评内容': '酒店干净,服务有礼貌,大家可以去享受享受...', '短评打分': 5}
{'短评内容': '非常干净，早点也不错。但去机场不方便，因为离机场太近，出租车都不愿意拉。', '短评打分': 5}
{'短评内容': '挺好的，适合在附近办事出差的，交通方便。自助餐挺好的\r\n', '短评打分': 5}
{'短评内容': '酒店各方面条件都不错，性价比不错，下次还会入住。', '短评打分': 5}
{'短评内容': '酒店很干净舒适，就是酒店外有施工！', '短评打分': 5}
{'短评内容': '给公司客户定的，反映还不错。就是交通不好走啊，望京路口禁止左转弯。', '短评打分': 5}
{'短评内容': '挺不错的  多次入住了  完全是为了拿分写的  ', '短评打分': 3}
{'短评内容': '很不错   滴嘛  在望京地区应该算是性价比最好的一家店了  ', '短评打分': 5}
{'短评内容': '，环境不错，服务态度不错', '短评打分': 5}
{'短评内容': '交通便利，服务周到，性价比高.值得入住。', '短评打分': 5}
{'短评内容': '这是望京这一代性价比最好的酒店了    环境  卫生 整体情况都还不错   早餐没吃  所以没法评价   ', '短评打分': 5}
{'短评内容': '  房间很干净，就是附近有工地在施工，上午有点吵', '短评打分': 5}
{'短评内容': '不错的酒店，值得入住,就是地处的位置交通不太方便，但是比起旁边的人济万怡酒店，这家的性价比要高出很多。', '短评打分': 5}
{'短评内容': '可以哈，还免费升级房间了。房间还是多干净的。', '短评打分': 5}
{'短评内容': '酒店服务很好，因为到酒店时间很晚，酒店给免费升级了房间。服务生会主动帮助叫出租车。很好，下次还会选择大雨酒店', '短评打分': 3}
{'短评内容': '+到机场很方便,大床房空间宽敞.', '短评打分': 5}
{'短评内容': '服务及设施都不错。位置稍偏。不过对我这样的旅客位置无所谓。所以还是只得推荐', '短评打分': 5}
{'短评内容': '客房整洁,服务好', '短评打分': 5}
{'短评内容': '酒店感觉很好，干净温馨', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '+不错,价位在北京也比较合理', '短评打分': 5}
{'短评内容': '早餐品种太少，太简单。 门童和门口服务生的服务很到位，楼层服务员看到客人不会主动打招呼。设施较新。', '短评打分': 3}
{'短评内容': '早餐品种太少，太简单。 门童和门口服务生的服务很到位，楼层服务员看到客人不会主动打招呼。设施较新。', '短评打分': 5}
{'短评内容': '靠马路，有点吵', '短评打分': 3}
{'短评内容': '好几次住这个酒店了，就冲着性价比的。', '短评打分': 5}
{'短评内容': '就价格而言，很干净，也很舒适。卫生设施很好。', '短评打分': 5}
{'短评内容': '距离机场近，很方便。\r\n环境和服务也很好。\r\n推荐。', '短评打分': 5}
{'短评内容': '吵', '短评打分': 1}
{'短评内容': '自助餐厅不太理想，卫生不是太好 ', '短评打分': 5}
{'短评内容': '床太软，靠马路晚上轻轨的声音有点吵', '短评打分': 1}
{'短评内容': '这次的价格还合理。有的时候价格过高性价比不好。', '短评打分': 3}
{'短评内容': '这次的价格还合理。有的时候价格过高性价比不好。', '短评打分': 5}
{'短评内容': '一家不错的酒店', '短评打分': 5}
{'短评内容': '特价房 房价还是很值得的 但是早餐50就显得东西太少了 其他还不错', '短评打分': 5}
{'短评内容': '酒店比较新，服务态度不错。楼下有吃饭的地方，比较方便。', '短评打分': 5}
{'短评内容': '性价比很高', '短评打分': 3}
{'短评内容': '居然没装机顶盒，能收到的台屈指可数，而且电视很小。另外，空调声太大了，晚上无法入睡。', '短评打分': 1}
{'短评内容': '舒适', '短评打分': 5}
{'短评内容': '总体良好，服务不错。', '短评打分': 3}
{'短评内容': '特价房也只能特价了，洗澡间太小不方便！！！', '短评打分': 3}
{'短评内容': '洗手间太小，其他还好', '短评打分': 3}
{'短评内容': '总得来说还是挺不错的，床也挺舒服的。就是50元的早餐太贵了，没什么东西。', '短评打分': 5}
{'短评内容': '除了洗澡间太小，其他都还不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '总体不错，设施齐全，服务优质。', '短评打分': 3}
{'短评内容': '总体不错，设施齐全，服务优质。', '短评打分': 5}
{'短评内容': '服务很好', '短评打分': 3}
{'短评内容': '酒店各项服务都很好，位置也很好。', '短评打分': 5}
{'短评内容': '酒店前面的路是单行道,交通不是很方便。', '短评打分': 5}
{'短评内容': '服务很好，交通方便', '短评打分': 5}
{'短评内容': '在望京地区很不错的酒店', '短评打分': 5}
{'短评内容': '除了交通位置有点偏僻，其他还不错，床很舒服。浴室的条件也不错，以这样的价格来说，性价比很高。', '短评打分': 5}
{'短评内容': '很不错的酒店,性价比很好,大厅旁边的自助餐虽然有点小贵,但做的不错.', '短评打分': 5}
{'短评内容': '服务好。', '短评打分': 5}
{'短评内容': '总体感觉这家酒店没什么特别的地方，房间只是一般般，而且靠马路，开窗的话有点吵。隔音设施不是最好，特别是走廊的地方，可以清楚的听到有人走过，开关门的声音。客房服务员整理房间的时候，不会帮我把未叠好的衣服整理好； 没有浴缸，有点小不爽。\r\n但是位置还算好，离丽都很近，就是周边吃的东西少了点，小不方便。\r\n早餐真的没什么好吃的，50元很不值得；建议以后不要吃酒店里的了；可以出去吃。\r\n反正下次，我尽量不', '短评打分': 1}
{'短评内容': '物有所值，在望京这个价位的酒店很不错了，', '短评打分': 5}
{'短评内容': '物美价廉', '短评打分': 5}
{'短评内容': '怪异的名字，不过环境位置不错，性价比比较高啊!', '短评打分': 5}
{'短评内容': '很好的酒店，相比同等价位的其它酒店性价比很高。', '短评打分': 5}
{'短评内容': '这个酒店的名字虽然有点怪怪，不过其实蛮不错的，四星级的标准，经济型酒店的价格，值得入住，以后去北京还会去住的。', '短评打分': 5}
{'短评内容': '不过环境优雅，卫生部错', '短评打分': 5}
{'短评内容': '隔音不太好，其他还行', '短评打分': 5}
{'短评内容': '不错的酒店，性价比很合适。', '短评打分': 5}
{'短评内容': '这家酒店还不错！', '短评打分': 5}
{'短评内容': '附近打车不方便,房间的卫生和设施还是比较不错的,性价比还是挺高的一家酒店.', '短评打分': 3}
{'短评内容': '酒店挺不错的,而且位置很方便,房间里面也很干净,整洁,就是面积有些小,尤其是卫生间比较小,不过整体住着还是比较舒适的,价格也合适.', '短评打分': 3}
