{'短评内容': '感觉不行。。。不值', '短评打分': 4}
{'短评内容': '房间太小，还没商务酒店的大，有点失望，不过值得一提的早餐很不错！', '短评打分': 5}
{'短评内容': '异味太重，空调形同虚设，换了两次房，还是一样，不得已依赖酒店小台扇陪俺到天明。这酒店，不想骂人。强烈反对入住。', '短评打分': 1}
{'短评内容': '装修旧了点', '短评打分': 3}
{'短评内容': '水压太高了，浴缸还不能储水，早餐不错，整体来说还行。', '短评打分': 3}
{'短评内容': '位置不错，就是房间太小，还有设备太旧。服务态度很不错。', '短评打分': 5}
{'短评内容': '酒店环境很好，也很干净，早餐味道也还不错，出门不远就是春熙路，下次还会住。', '短评打分': 5}
{'短评内容': '对得起优惠价格，交通略为不便，清净！', '短评打分': 3}
{'短评内容': '房间设施相关这个价格只能说一般，性价比应该再高一些，酒店大堂还算不错。', '短评打分': 5}
{'短评内容': '酒店的地理位置很好，吃饭很方便，环境也让人很舒适，但房间比较陈旧，空调不是很好。不过性价比还是不错的，所以下次还会入住的。', '短评打分': 5}
{'短评内容': '环境很好,很安静,早餐很丰富,位置好找,房间稍小,但设施齐全,够用', '短评打分': 3}
{'短评内容': '离春熙路比较近的酒店里面\n性价比比较高\n在里面用餐，量大价格合适\n设施还算不错', '短评打分': 5}
{'短评内容': '早餐挺好的', '短评打分': 3}
{'短评内容': '环境可以，值得推荐', '短评打分': 3}
{'短评内容': '整体不错。还很满意。', '短评打分': 3}
{'短评内容': '服务不错，比较好找，以后继续住这个', '短评打分': 3}
{'短评内容': '很安静的酒店，很方便的，位置也很好，外地来的也找得到哦。', '短评打分': 5}
{'短评内容': '位置很好 环境优雅 虽然内装稍显旧 但酒店大堂很气派，呵呵。只是建议酒店，电视应该全换液晶了', '短评打分': 5}
{'短评内容': '说实话酒店一般，不推荐温馨房，但也有好的，看运气拉。', '短评打分': 5}
{'短评内容': '很好的服务。方便快捷，商务酒店下次还会再选。', '短评打分': 5}
{'短评内容': '硬件和服务质量比以前差了，特别是早餐，品种和质量完全变样了，居然出现了没菜的情况。房间里的设备也破旧不堪，绝对没有夸张，桌子都快散架了，电视信号也不好，卫生间的墙角已经烂了，房卡开不了门，取不了电，需要用力拍一下取电的地方才行，总之，这个酒店和前几年比完全是天壤之别。', '短评打分': 1}
{'短评内容': '酒店位置不错，环境优雅，比较安静，但房间偏小，没有想象中大，我住的5层，可能8-10层还要好一些！', '短评打分': 5}
{'短评内容': '房间小，大堂装修不错，房间装修就旧了些。', '短评打分': 3}
{'短评内容': '地理位置非常优惠，出门去哪儿都很方便。房间3-4星级，设施有待提高。', '短评打分': 5}
{'短评内容': '房间较小但方便', '短评打分': 3}
{'短评内容': '补充一点，酒店有点难找，出门打的有点不太方便。', '短评打分': 5}
{'短评内容': '环境很安静，设施看上去也还不错。早餐很丰富，对中式早餐来说算是好的了。温馨间有点小，一上网就把过道堵上了。前台工号198的杨姓男服务员是要点名投诉的，思路混乱、工作能力差。', '短评打分': 5}
{'短评内容': '在府南河畔，离市中心很近，但是没有市中心的喧嚣和嘈杂。房间较小，但是很干净，大厅的服务员很热情。', '短评打分': 5}
{'短评内容': '在府南河畔，离市中心很近，但是没有市中心的喧嚣和嘈杂。房间较小，但是很干净，大厅的服务员很热情。', '短评打分': 5}
{'短评内容': '差,服务很糟糕,停车收费,而且是重复收费,住店期间是车出去一次就要收十块,黑,空调不好,房间很小,网上预定的价格比直接去前台定还要贵,很有上当受骗的感觉,最好莫去了,', '短评打分': 1}
{'短评内容': '邻河位置不错  温馨房性价比高  液晶电视太小了', '短评打分': 3}
{'短评内容': '还不错 就是有点难找 还好朋友以前住过这里 设施有点旧了', '短评打分': 5}
{'短评内容': '总的来说，还比较不错，床单被套也挺干净的，河边上喝茶的、附近吃的地方也比较多，挺热闹的一个地方，离总府路、春熙路都比较近，走路的话可能也就二十分钟左右。早餐嘛，还可以，个人感觉哈。唯一不足的就是停车，既然都给了停车票，还要让我出10元，这钱倒不多，就是觉得闹心的，停车能免费就最好了。', '短评打分': 5}
{'短评内容': '还不错，酒店的环境很好，设施很全，会向朋友推荐', '短评打分': 5}
{'短评内容': '整洁 安静 舒适还可以看到府南河', '短评打分': 3}
{'短评内容': '酒店中央空调坏了 对于这样的情况应该是停业整顿之类的 没能达到入住的状态就在出租 热的要命  前台接待人员服务态度也不好 要风扇就爱搭不理的 什么玩意儿...再也不会去了', '短评打分': 1}
{'短评内容': '天府河畔这酒店不好，交通不方便，的士大多不知道这酒店，房间里破旧，和宣传图片差异大，服务态度很不好，住两天至今没找人帮我处理宽带上网的问题。总之性价比太低！！', '短评打分': 3}
{'短评内容': '酒店附近主干道修路，找了半天才找到，早餐一般，打车不好打，最好提前预约。', '短评打分': 1}
{'短评内容': '早餐不错,房间也不错,下次还是想去的,值得推荐的...', '短评打分': 5}
{'短评内容': '房间小 墙上有许多污渍 地毯超级脏 带有一滩一滩的泼水状 冷气不足 晚上很热 窗户通风不好 进房间有股异味', '短评打分': 3}
{'短评内容': '实际入住客房与宣传照片有极大差距，房间通风效果极差，有很大的霉臭味道。', '短评打分': 1}
{'短评内容': '，房间有些小，不过这里安静，服务也还行。', '短评打分': 3}
{'短评内容': '酒店除了地毯与墙壁都挺干净的。社区蛮好，有好的餐馆，还有公共汽车到天府广场等等，走路也能走到（要走20分钟左右）。', '短评打分': 3}
{'短评内容': '图片和现实有差距，比较旧，在造路，不方便！', '短评打分': 3}
{'短评内容': '算干净卫生吧，性价比还可以，是老酒店翻新的，早餐也将就说的过去。只是前台服务太差了，房卡也需要每天到前台续卡。明明办理入住3天的手续，但是每天回房都开不了门。每次都跟前台抱怨，前台都说下次不会了，但是一直没改变', '短评打分': 5}
{'短评内容': '优点：酒店位置不错，紧邻春熙路，逛街很方便；酒店在河边上，比较安静；价格适中，也不算便宜。房间比较小，设施还是齐全。\n不足：付款后，前台服务员不专业啊，在退押金的同时没有把信用卡给我退回来，都离开酒店十几分钟了才通知我说信用卡忘记了，害我打车回来拿卡，严重影响了今天的行程安排。', '短评打分': 5}
{'短评内容': '位置不错，河边散步方便，早餐好，推荐入住！\n', '短评打分': 5}
{'短评内容': '挺幽静的，就是出去打车要走点儿路，但设施稍微陈旧一点儿', '短评打分': 5}
{'短评内容': '比较干净，早餐一般，因修轻轨，出入不太方便。', '短评打分': 3}
{'短评内容': '很干净，位置也不错，服务态度很好，让人舒心的酒店！', '短评打分': 3}
{'短评内容': '服务态度超好，可是装修太久的原因，房间的味道很大，电视像玩具一样大', '短评打分': 5}
{'短评内容': '是住过最差的酒店！房间小，东西旧，空气不好。', '短评打分': 1}
{'短评内容': '以前住过，感觉还是比较温馨，这次由于客人有特殊情况，提前半天申请取消订单，还是收了一晚的住宿费，太不人性化了。这是展会期间，所有房间都是爆满的，我们取消订单酒店应该是可以卖更高的价格才对，不但没叫好，还扣我们的款，这种钱也赚。', '短评打分': 5}
{'短评内容': '几年前经常住，这次入住感觉他们的老问题还是没有太大的改进，前台太慢了。其他还好，中规中矩的一个酒店吧。', '短评打分': 5}
{'短评内容': '房间有点异味，一般吧', '短评打分': 3}
{'短评内容': '周边还比较方便，房间有点小异味。。。。。。', '短评打分': 5}
{'短评内容': '酒店房间虽然有点陈旧，电视机也挺小的。不过还是挺干净。有附带的停车场，早餐很不错！附近吃的和喝茶的地方也挺丰富，晚上很晚都可以吃到可口的东西！', '短评打分': 5}
{'短评内容': 'very good location and nice', '短评打分': 5}
{'短评内容': '地点很好，也很安静，离春熙路不远，但房间很旧，陈设像以前的宾馆，跟4星级相距很远，早餐很一般', '短评打分': 5}
{'短评内容': '环境还可以，就是房间有点小。。。。。。。', '短评打分': 5}
{'短评内容': '地理位置和性价比比较高！  下次还会入住。   早餐太差！！', '短评打分': 5}
{'短评内容': '本来想住间大床的，后来由于天气原因飞机晚点了好多，无奈到店只剩标间了，勉强住了一晚，一般吧', '短评打分': 5}
{'短评内容': '＋还不错，很方便。', '短评打分': 3}
{'短评内容': '地理位置较好，经常入住这家酒店，出门方便，室内设施一般，服务还可以。', '短评打分': 5}
{'短评内容': '装修老了点，但整体还是不错的，打扫比较干净，性价比ok，胜在周围的好吃的不少～～交通也还方便', '短评打分': 5}
{'短评内容': '位置不错，比较安静，地下停车场也很方便，美中不足的是大床房太小了！', '短评打分': 5}
{'短评内容': 'very good hotel and location', '短评打分': 5}
{'短评内容': 'Very good location and hot shower', '短评打分': 5}
{'短评内容': '老客户，但是有一点，上次定房的时候，客服的失误让我无法接收。', '短评打分': 5}
{'短评内容': '刚从成都回来，在河畔酒店住了两晚，总体感觉就是非常好。一是位置好。离春熙路0.9公里，步行十五分钟；不在主干道旁，安静；附近有24小时营业的小超市，楼下有蜀风园川菜，附近一百五十米还有一个吊脚楼火锅，味道也不错。二是房间好。设施虽然不新，但是很干净，很整洁，热水非常给力，早餐也很好。三是服务好。绝对是四星级酒店的服务，工作人员热情有礼貌，让人感觉很舒服。还免费寄存了行礼，很好，给大家强力推荐。', '短评打分': 5}
{'短评内容': '条件还行，看起来比较气派，屋里电视太小气了', '短评打分': 3}
{'短评内容': '感觉设施比较老旧了，而且个人认为不好寻找，门前路狭窄', '短评打分': 1}
{'短评内容': '位置一流，距离成都最著名的步行街春熙路很近，打车起步价8块即到。周边餐厅很多，但又不会太吵，算是闹中取静。酒店很老设施有些陈旧，装修风格比较老式精致，很有味道。房间干净舒适，有宽带，有浴缸。总体而言性价比很高，推荐！！', '短评打分': 5}
{'短评内容': '酒店比较安静，也干净。就是房间太小，卫生间太小', '短评打分': 5}
{'短评内容': '房间较老，地段不错，虽不是自己住，但客人评价还ok', '短评打分': 5}
{'短评内容': '酒店有小许难找，但是入住后非常舒服。给予好评。', '短评打分': 3}
{'短评内容': '靠河边挺安静的，离春熙路也很近，公交去也很方便，是旅游居住的好地方。', '短评打分': 5}
{'短评内容': '这个价格这个位置都比预想的要好，还是4星的不错 。。。。', '短评打分': 5}
{'短评内容': '酒店比较适合经济型。下次还会来。大家可以尝试', '短评打分': 5}
{'短评内容': '价格合理，位置较佳，早餐尚可。价廉物美。', '短评打分': 5}
{'短评内容': '经常住，不错', '短评打分': 3}
{'短评内容': '周边吃的很多，离春熙路很近，也比较安静。下次去还会考虑入住。。。', '短评打分': 5}
{'短评内容': '还行，就是设施比较旧，个人比较喜欢住府南河边，窗外风景不错', '短评打分': 5}
{'短评内容': '商务房的状态不及其他酒店300的标准，设备老旧，房间小，服务状态一般。沐浴液还是半瓶的，服了~~~', '短评打分': 1}
{'短评内容': '冬天不推荐入住，没有暖气。冷得要死。卫生方面还行。服务也比较人性化。', '短评打分': 1}
{'短评内容': '没暖气，冷死了，没暖气，冷死了，没暖气，冷死了，没暖气，冷死了，没暖气，冷死了，没暖气，冷死了，没暖气，冷死了，没暖气，冷死了，没暖气，冷死了，没暖气，冷死了，没暖气，冷死了，没暖气，冷死了。', '短评打分': 1}
{'短评内容': '这家店一直是我感觉还不错的店，装修和陈设上是感觉老了一些，但是舒适度还比较好，房间也比较大，很安静，酒店的服务人员也都训练有素，很有礼貌。早餐也不错。\n\n试过其它的店以后还是感觉同等价位下这家的性价比最高。', '短评打分': 5}
{'短评内容': '什么都不错，就是小了点，干净还是蛮干净的。但是暖气视乎不够暖，就听见响，感觉不出热风。', '短评打分': 5}
{'短评内容': '不错，很不错的酒店，安静，服务到位！是个值得推荐的酒店，早餐很棒', '短评打分': 5}
{'短评内容': '酒店的位置挺好，也挺安静的，但设施太陈旧了，早餐不丰富，也不好吃，床单也不干净。', '短评打分': 1}
{'短评内容': '房间太小，装修陈旧', '短评打分': 3}
{'短评内容': '房间还可以，就是离步行街太远，和网上说的不大一致', '短评打分': 3}
{'短评内容': '酒店位置还可以啦，下次还会住这家酒店。。。。。', '短评打分': 5}
{'短评内容': '不错，酒店位置很好，给人也很亲切，下次还会入住', '短评打分': 5}
{'短评内容': '环境不错,服务很好', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '离市中心很近,酒店服务不错,早餐也不错.房间也挺干净', '短评打分': 5}
{'短评内容': '房间太小一般', '短评打分': 3}
{'短评内容': '到了酒店，真的很惊讶，没想到有这么好，下次一定还会去的', '短评打分': 5}
{'短评内容': '当时指定到一个标间一个商务间。商务间有点小了不过还挺干净。早餐超好而且品种也很多。距离步行街也不远。好', '短评打分': 5}
{'短评内容': '酒店位置好', '短评打分': 3}
{'短评内容': '酒店门面看着挺好的，里面是旧宾馆的样子。电视太小了。还不如如家呢。', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '比较干净，比较旧', '短评打分': 3}
{'短评内容': ' 住的豪华标间，宽敞，干净，很舒服，早餐种类虽不多，但是还算可以的了，步行春熙路大约10多分钟，国庆期间价格也合适，下次来还住!!!', '短评打分': 3}
{'短评内容': '我已成功入住。很好的', '短评打分': 3}
{'短评内容': '酒店很好.刚刚入住', '短评打分': 3}
{'短评内容': '一般！相当的一般！便宜，但是设施陈旧，房间不通风', '短评打分': 3}
{'短评内容': '地理位置和环境非常喜欢，因为离公司比较近，经常帮客户预订。感觉很好。', '短评打分': 5}
{'短评内容': '性价比还可以，我住的朝河畔的房间夜里有点吵。', '短评打分': 5}
{'短评内容': '酒店环境还是不错的，也比较干净卫生，就是早餐种类和质量稍微差了点', '短评打分': 3}
{'短评内容': '非常喜欢这家酒店，地理位置好，环境不错，早餐确实一般，卫生好，经常帮客户预订。', '短评打分': 5}
{'短评内容': '房间太小了 位置不好找 出门没有的士 需要走到大路口才有', '短评打分': 1}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '价格挺贵的，房间小，装修也比较旧了。不过楼下吃饭的地方很多，地点也不错。', '短评打分': 1}
{'短评内容': '己入住，酒店环境还行，房间条件一般', '短评打分': 3}
{'短评内容': '成都河畔酒店不错环境好，内装可以', '短评打分': 3}
{'短评内容': '虽然房间相比酒店门面要差了一点，不过，楼下的酒吧街和香香巷美食街还是值得推荐的。另外酒店还有凌晨入住的午夜房以及情人约会的MINI钟点房，都很贴心。', '短评打分': 5}
{'短评内容': '不错 地段还可以 服务也挺好 房内网速挺让人满意的 缺点就是内部装修过于陈旧 房间灯光不足 空调制冷不太理想 夏天入住还是觉得不够凉爽 早点花样有点少 不过相对与价格来说 性价比还是比较高的', '短评打分': 5}
{'短评内容': '还是温馨间好住。建议增加豪华单间。太少了，还定不到！', '短评打分': 3}
{'短评内容': '房间太小，卫生条件不是很好！床铺也很窄，没有想象的好，前台的服务态度不行!\n 位置偏僻，不太容易找，周围交通也不是很方便。。。', '短评打分': 1}
{'短评内容': '没有提前通知房型，很郁闷！下次订房前望大家看清楚咯，其他的还不错。位置适中，安静的很。坐车还算方便，希望酒店能帮我们喊车。', '短评打分': 5}
{'短评内容': ' 已入住不错', '短评打分': 3}
{'短评内容': '酒店还不错，大堂很漂亮，地理位置好，建议选择靠江的较高楼层，除了房间有点小，总体性价比高', '短评打分': 5}
{'短评内容': '住的温馨间，屋子很小，只容得下一张大床，不过环境还可以，干净，感觉还行吧。', '短评打分': 5}
{'短评内容': '出行较方便；早餐有点简单，牛奶是冲的，面包黄油果酱都不配；房间有点小，但很干净，洗澡的时候天花板上有东西掉下来；其它还不错。', '短评打分': 5}
{'短评内容': '电视机好小啊,早餐也就是说一般化,还是建议入住', '短评打分': 5}
{'短评内容': '房间地毯不知道多久没有清理过，头天晚上用过的浴巾第二天没有换，只是叠起来就又放在架子上了，下次不会住了', '短评打分': 1}
{'短评内容': '地理位置不錯,辦事方便\n服務態度值得肯定\n設施還行\n早餐還行\n性價比較高\n值得推薦', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '酒店一般，不过周边餐饮等比较好，还是比较安静，可以考虑入驻的', '短评打分': 5}
{'短评内容': '只是坊间有点拥挤，而且电视机实在太小啦，勉强可以入驻吧，房间和外观很不相符啊', '短评打分': 5}
{'短评内容': '其他还可以,就是晚上会关空调,12点后睡觉会很热.', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '还可以，性价比高，早餐也不行，就是地毯不太干净', '短评打分': 5}
{'短评内容': '酒店还可以，就是有些旧，很多东西都没有人修理，酒店的维修部门这方面做得太差了，旧没关系，但至少都能用呀，网线也不能用，还是我们换房了后才能的网络，酒店的毛巾架也是松松的，都快掉了。', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '个人感觉这家酒店和它的名字相差较大，房间装修非常老土，早餐也是非常少！下次不再考虑该酒店了！', '短评打分': 1}
{'短评内容': '去了好几次成都，基本都住这家。环境不错，硬件也比较过硬，价位还可以', '短评打分': 5}
{'短评内容': '酒店不错，早餐丰富', '短评打分': 3}
{'短评内容': '房间性价比不错,我选的是单人房,配套设施早餐都不错', '短评打分': 5}
{'短评内容': '太脏了 不推荐 床单上有头发 床下有卫生纸 要求换房 前台说房间都是一样的\n太令人失望了 ', '短评打分': 1}
{'短评内容': '酒店外表看上去还可以，进入大堂感觉OK，感觉有三星级标准，进入房间感觉NO，就跟街边的小旅馆差不多，房间很小，卫生间很陈旧，卫生做的也不是很好。', '短评打分': 1}
{'短评内容': '位置可以，交通方便，卫生打扫速度较慢，一般一般，最好离开的时候 直接打电话给服务台，叫客房的来打扫卫生。', '短评打分': 5}
{'短评内容': '服务一般 地理位置不错 早餐不错，房型小了些 有点拥挤的感觉。', '短评打分': 5}
{'短评内容': '入住三天', '短评打分': 3}
{'短评内容': '酒店不错，四星标准，临河环境挺好', '短评打分': 3}
{'短评内容': '干净,环境不错,就是洗手间有点小,总体还是不错的,', '短评打分': 5}
{'短评内容': '地理位置好，房间明亮', '短评打分': 3}
{'短评内容': '该酒店总的服务都不错。说是准四星级但不足的是：电器陈旧（如电视），无女士用的电吹风等配套件上相对落后了点，希望下次来能看到有所改观。', '短评打分': 3}
{'短评内容': ',该酒店总的来说还可以，就是房间太小了点与价格不附。', '短评打分': 3}
{'短评内容': '酒店很干净，性价比不错，早餐很好，很适合家庭入住，酒店周围景色优美，是个旅行的不错选择\n', '短评打分': 5}
{'短评内容': '酒店还不错，值得推荐，性价比还是比较高的，周围餐饮业比较多', '短评打分': 5}
{'短评内容': '位置离春熙路到是挺近，价格便宜。电视小得可爱，有躺床上看电视习惯的建议带望远镜，房间装修很复古，家具一看就是好不容易在二手家具市场淘来的，房间的通电插卡很神秘，反复插10次可能才会通电，早餐很有特色不用自己取，每张桌布上面都有残留的食品，服务员也不收拾，应该是表示可以直接食用的，电信酒店保安很亲切，对你就像很熟悉的人一样呼来呼去，不会感到拘束。住完店切记要向前台索要停车票，不然保安会恐吓你扣车。', '短评打分': 1}
{'短评内容': '就是房间太小了', '短评打分': 3}
{'短评内容': '地点很好啊！离春熙路特别近呢！很方便地呢！(^o^)', '短评打分': 5}
{'短评内容': '308元一晚房内设施没有一张椅子，面积太小，连住二晚均无法上网。', '短评打分': 1}
{'短评内容': '入住时晚上酒店下面有民间音乐会，声音非常大，吵得睡不着，一直到10点半才结束。', '短评打分': 1}
{'短评内容': '你胡说。我今早才离开那家酒店!是你们发短信来叫我点评的!那家酒店确实差!名不符实!', '短评打分': 3}
{'短评内容': 'good\n酒店设施不错，比较安静，\n价格适中\n房间可以再大点', '短评打分': 5}
{'短评内容': '  非常满意谢谢,相信以后还会有合作的。', '短评打分': 3}
{'短评内容': '虽说四星，但还比不上经济型酒店；这是第二次宽带有问题了，上次也是，我这次入住时就问宽带不要又有问题哈，结果被我言中了；床头柜后面墙根下满是住宅留下的垃圾和烟头，无语了！看来没有下次了。\n我只能说优点是靠河边，安静；早上起来沿着河边散步挺好的！\n原来叫河畔酒店，换了管理方还是不行。', '短评打分': 1}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '环境还可以，老板从北京来住的，让我们去跟他们签入住协议！', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': '早餐比较难吃，大床房面积不大', '短评打分': 3}
{'短评内容': '房间显得太小，除了坐在床上就没有太多的位置，电视也很小，希望改进', '短评打分': 5}
{'短评内容': '硬件不错，外观看上去也很气派，值得推荐。另外，哪里的餐厅做的也挺好的', '短评打分': 5}
{'短评内容': '墙皮脱落、340元左右的酒店徒有虚名，房间只有15米非常小且不卫生。位置在一条很脏的街道里，路边的野狗挡道。', '短评打分': 1}
{'短评内容': '酒店的地理位置不错，服务也周到，安静，干净，早餐种类挺多；距离春熙路商圈和玉双路美食圈非常近，步行10分钟左右均可到达，强烈推荐。', '短评打分': 5}
{'短评内容': '酒店设备陈旧啊， 这也就忍了，  居然有的地方还有相当厚的一层灰，比如床下面，无意中看见的  没啥好说的 不满意', '短评打分': 1}
{'短评内容': '设施有点旧，但干净，服务态度很好。下次去还会住哪！', '短评打分': 5}
{'短评内容': '交通方便，早餐变化品种不多。暖气不太好，修后效果也不太好。', '短评打分': 5}
{'短评内容': '服务一般，环境换可以，饭后可以沿着河边慢悠悠的散步，很好的。', '短评打分': 5}
{'短评内容': '位置很好很安静，洁净舒适早餐不错，现在每次来成都都住在这里。', '短评打分': 5}
{'短评内容': '总体评价不错，性价比高，周边和酒店环境都还不错', '短评打分': 5}
{'短评内容': '酒店装修比较老，感觉跟100元的宾馆差不多，后悔了', '短评打分': 1}
{'短评内容': '总体情况还好,紧邻江边,散步方便,交通方便,干净卫生.房间暖气不太好,也可能其他房间的好.价格实惠,早餐品种一般.', '短评打分': 5}
{'短评内容': '我是经常入住这家酒店，交通很好，旁边就是春熙路，大家可以试试看！', '短评打分': 5}
{'短评内容': '我到成都基本住在这个酒店，条件挺好，价格也比较合理，交通方便，', '短评打分': 5}
{'短评内容': '河畔酒店有三个好处：一则地处市中心；二则十分安静；三则在府南河边，河边散步是极写意的事。\n两个不好：早餐平平，果腹而已，一不好；打车不易，二不好。', '短评打分': 5}
{'短评内容': '：充其量两星，设施陈旧，出风口嘈音大，还不如汉庭，如家！', '短评打分': 3}
{'短评内容': '我定的豪华间，怎么感觉比标准间还差啊~~~~~~~~~~~', '短评打分': 1}
{'短评内容': '房间小了点儿,早餐也还是可以的,就是要房间大点就好了!', '短评打分': 5}
{'短评内容': '酒店设施有些旧，但是总体感觉性价比还是很高的。早餐品种不多，但是挺好吃的，也许是成都的原因口味比较适合北方人。\n地理位置非常好，离春熙路大概10几分钟的步行时间，有时间会去春熙路附近吃饭。\n\n以后还会选择这里入住。', '短评打分': 5}
{'短评内容': '环境设施还可以，就是位置有些难找到。出门打车也不是很方便,总体来说还是可以的\n', '短评打分': 5}
{'短评内容': '这次入住提出批评，居然朋友在房间床上发现了一只蟑螂，希望只是个案。', '短评打分': 1}
{'短评内容': '环境服务都还不错,就是房间里面没有喝的水!', '短评打分': 5}
{'短评内容': '房间有点久小旧，主要看起地理位置好，而且周边安静', '短评打分': 5}
{'短评内容': '开始住的房间空调效果不太好，后来找前台换了505，效果好多了，谢谢！', '短评打分': 5}
{'短评内容': '还可以了，大环境好！就是隔音太差了！服务一般，我住了倆天过的去。', '短评打分': 5}
{'短评内容': '外面金璧辉煌，里面就是一般旅馆了；里面的设施换一下就好了', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '离春熙路比较近，附近吃饭喝茶比较方便，房间忒小了。。。。。。', '短评打分': 1}
{'短评内容': '四星级的服务，二星级的价格，地理位置绝佳，不可多得！力荐！', '短评打分': 5}
{'短评内容': '一月内定了两次了，总体性价比不错，就是这次的房间的空调还不够暖和。', '短评打分': 5}
{'短评内容': ' 酒店很安静…', '短评打分': 3}
{'短评内容': '除了房间小 其他都可以 位置很好 大堂门厅服务很到位', '短评打分': 5}
{'短评内容': '338的房间还可以 ，比较大，其他的房间没有住，不知道，', '短评打分': 5}
