{'descr': '还行 就是 有股味', 'star': 4}
{'descr': '环境还可以，毕竟是在北京，对得起这个价位了……位置有点隐蔽，不太好找……', 'star': 5}
{'descr': '价格便宜 位置好，离协和医院很近。以后还会再来入住。', 'star': 5}
{'descr': '服务挺好，房间也不错，干净舒适，打算下次还入住，希望房间里可配备洗澡时用的拖鞋', 'star': 5}
{'descr': '房间还算干净，房间大空调小，太冷了。', 'star': 3}
{'descr': '地段很好  想逛王府井很方便 服务很热情  设施什么的都一般啦 不过在这个地段这么便宜不是 想要好的就不只这个价了', 'star': 5}
{'descr': '酒店服务态度蛮好的，在火车站附近很好找的，很好，下次还定这家', 'star': 5}
{'descr': '感觉不错,挺干净的，就是感觉稍微有点冷.', 'star': 3}
{'descr': '卫生间的淋浴好悲剧,隔音效果很悲催，不用说,你懂的。但是这个价格也差不多了。', 'star': 3}
{'descr': '酒店位置还不错，床单要是再干净点就完美了，房间不错！！', 'star': 5}
{'descr': '前台服务热情周到', 'star': 3}
{'descr': '环境还不错，，，，就是感觉空间小了点', 'star': 3}
{'descr': '干净，服务态度很好，进门一杯热饮，很温暖', 'star': 5}
{'descr': '环境还行,就是房间没有暖气', 'star': 3}
{'descr': '房间很干净,适合单人和情侣.', 'star': 3}
{'descr': '性价比高，环境卫生都还可以，就是设备不怎么好，一百多在王府井也不错了。', 'star': 5}
{'descr': '单人间太小，不隔音，很吵！没窗户！深夜到的，否则一定不会住！今天赶紧换酒店！！！', 'star': 3}
{'descr': '酒店交通便利，房间设施不错，服务态度好，但是周边环境不好。总得值得推荐！', 'star': 3}
{'descr': '地理位置好，室内环境干净，价格合适，服务态度好。', 'star': 5}
{'descr': '挺好的，价位比较低，主要是，交通也方便。恩，冬天去住，自己记得开空调，呵呵', 'star': 5}
{'descr': '地理位置不锴,环境也很好,有独立卫生间,下次还来这里', 'star': 3}
{'descr': '酒店不错，单人间不小，比如家的大床房房间还大，网速也不错，床超大，下次有机会还住！', 'star': 3}
{'descr': '房间很干净，服务员态度也很好。', 'star': 3}
{'descr': '不是太好，房间有点冷，并且都是隔开的单间，隔音差…', 'star': 3}
{'descr': '不错。出差到徐州，订得很局促，住得很理想。', 'star': 5}
{'descr': '客观的说就是家标准的招待所，价格还行，环境一般！', 'star': 5}
{'descr': '离火车站不远 卫生很不错 干净 值得推荐  晚上睡觉比较安稳 床不错', 'star': 5}
{'descr': '离火车站，长途客运很近。干净，舒适，洗手间很大，以后路过徐州还会来。', 'star': 3}
{'descr': '经济实惠，房间干净整洁，服务态度也好，就是晚上不太好找。', 'star': 5}
{'descr': '居住的时候可能在装修期，早上比较吵，其他都不错', 'star': 1}
{'descr': '从火车站往饭店走的路比较烂，去的时候又正好赶上下雨天...晚上有蚊子，可是房间没有蚊香。房间较大，新开业设施也比较新', 'star': 5}
{'descr': '住的是616电脑房： 1、离火车站走路10分钟内 2、酒店对面就是一个车站，便于出行  3、服务员不错 4、店内有便利店 5、房间较新 6、电脑联想凌动CPU一体机 7、电话全国免费 8、早7点 早餐被一群妇女抢完了  完毕！', 'star': 5}
{'descr': '房间还好，我和老婆住的很开心！下次去徐州的话还去那住！', 'star': 5}
{'descr': ' 价格低廉，条件一般', 'star': 3}
{'descr': '服务还可以，价位也合适。就是隔音效果实在太差。', 'star': 5}
{'descr': '感觉很干净,服务态度也很好!', 'star': 3}
{'descr': '挺好，挺干净，服务态度也挺好的，挺满意。以后还会选择这家酒店，物美价廉。', 'star': 5}
{'descr': '\u3000服务还不错。', 'star': 3}
{'descr': '服务态度不错，但经济房的房间过小，隔音效果也不好', 'star': 5}
{'descr': '离火车站较近,单人间有点小，比较干净，房间是地毯。', 'star': 5}
{'descr': '新开的酒店，比较干净，房间是地毯。离火车站较近。', 'star': 5}
{'descr': '优点：离协和医院很近，走路过去即可。\n缺点：在小巷子深处，环境很一般。', 'star': 5}
{'descr': '已入住  室内烟味太大  空气不好', 'star': 3}
{'descr': '地段好，方便，去王府井很近，去东四也很近。服务态度好。', 'star': 5}
{'descr': '挺干净.就是没窗!', 'star': 3}
{'descr': '好··········································', 'star': 5}
{'descr': '酒店5月份刚装修好，很干净，位置好找。可惜目前还不能供应早餐。', 'star': 5}
{'descr': '位置较好，出行比较方便，服务态度好，环境卫生，设施较简陋，值得向自费旅游的朋友推荐。               ', 'star': 5}
{'descr': '交通方便干净,外面临街车声大', 'star': 3}
{'descr': '已住下', 'star': 3}
{'descr': '宾馆实在是太差的，下次绝对不会再住这个宾馆了，脏乱差', 'star': 1}
{'descr': '服务很好。。酒店卫生也 不错。。主要问题房间隔音太差', 'star': 5}
{'descr': '房间里异味太重，地点教偏僻，清洁服务员的态度生硬。整体服务一般般。', 'star': 1}
{'descr': '房间里异味太重，地点教偏僻，整体服务一般般。', 'star': 1}
{'descr': '服务人员很热情，只是卫生条件稍差。不过，在这个地段，也算性价比很高了。', 'star': 5}
{'descr': '服务员的态度不错，交通也挺方便，酒店周边有很多小卖部和饭店，吃饭和购买日常用品都很方便', 'star': 5}
{'descr': '交通方便~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '环境不错', 'star': 3}
{'descr': '就这个价格来说，房间还不错，下次去的话还会考虑这家，可惜就是没浴巾，呵呵', 'star': 5}
{'descr': '酒店设施很不错，服务很到位，房间也很干净', 'star': 3}
{'descr': '速8真不错，刚下火车过来就入住了，不到9点呢。装饰很新，很舒服。下次还住！推荐', 'star': 3}
{'descr': '离火车站很近 交通也算方便 ~ 就是住进去第二天一早楼上就在装修声音很大 希望下次能改进', 'star': 5}
{'descr': '北京卫生局招待所位于东单北大街内务部街，与卢森堡大公国大使馆为邻。旅店门面不大，在北京胡同里。虽然不提供早餐，胡同里吃饭很方便。卫生不错，还能体会北京胡同文化，感觉不错。住的是特价房间，有点小，但也对得起这价格了。逛街太方便了，交通也很方便，公交、地铁都方便。不错！', 'star': 5}
{'descr': '环境还可以 下次还推荐朋友入住 价格也很合理', 'star': 5}
{'descr': '＋环境一般，服务一般，装修一般，在一个胡同里，性价比相当高，我住的是特价房138还反20，标间，卫生稍差，建议自带毛巾等洗漱用品', 'star': 3}
{'descr': '这家不错。性价比真的很好，灯市口东下车。对面就是内务部大街，一直进去就到了。位置相当不错，安静！吃饭方便', 'star': 5}
{'descr': '总体还好，对得起这个价格，估计在王府井商圈也找不到比这更便宜的了。', 'star': 5}
{'descr': '交通方便，每天有人打扫卫生，服务员态度好，装修稍显有点破旧，但总体性价比高，值得入住！', 'star': 5}
{'descr': '位置确实是很好，但是我们订的是网上的带卫生间的特价房，去了房间里面却没有厕所，然后加钱住了标间，很老久了这个宾馆。。。', 'star': 5}
{'descr': '酒店正在装修，非常吵！价格比较公道！房间比较干净，下次还来入住！', 'star': 5}
{'descr': '还是可以…就是房间小了点！', 'star': 3}
{'descr': '地理位置好，离地铁站灯市口站很近，周边的商业较多，在内务部街胡同内，不难找。房间的卫生还好，只是棚顶能看见很多灰。服务还可以，比较热情。', 'star': 5}
{'descr': '性价比比较高，对得起价格。', 'star': 3}
{'descr': '卫生很好，服务也很好，有些不太隔音，有可能是时间久了吧！总体很好，下次还会再来的，也会推荐给朋友的。', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '在胡同里，不是太好找，但相比138元/天的房价还是划得来的。特价房的卫生间没门，洗澡会导致屋里比较潮。', 'star': 5}
{'descr': '不错，很干净！装修也很好，各方面设施不错，交通也算方便', 'star': 5}
{'descr': '位置不错，多好说不上。应该是性价比不错，实惠。', 'star': 5}
{'descr': '酒店比较干净，就是房间小也没有窗，地面的地板掀起。', 'star': 5}
{'descr': '价位很适合学生，对于这个价位也就不要求什么硬件设施了，环境很安静，隔壁就是卢森堡大公国大使馆，在内务部街上，是一个小胡同里，离灯市口地铁站很近，交通方便，下次还回来', 'star': 5}
{'descr': '＋性价比不错，网速略慢！', 'star': 3}
{'descr': '宾馆卫生,待客热情,下次还来这里。', 'star': 3}
{'descr': '他们没有房间态度很不好', 'star': 3}
{'descr': '定的单人房没了，给免费换的三人间，都挺好的，缺点就是酒店没有提供洗漱用具、电视节目只有中央1台，并且非常不清楚，有雪花。', 'star': 5}
{'descr': '挺舒适温馨的', 'star': 3}
{'descr': '环境还不错 也挺干净的 床很舒服 就是希望能有电脑就更好了', 'star': 5}
{'descr': '环境很好，安静，也很干净。只是地铁不是很近。', 'star': 5}
{'descr': '位置很不错，其他方面也很好，按照这个价格很值了~', 'star': 5}
{'descr': '总体不错，性价比高，价格便宜，就是在胡同里，比较难找', 'star': 5}
{'descr': '挺好 软件 硬件 都很不错 \n我下次还会住 市内位置这个酒店价格几乎没有', 'star': 5}
{'descr': '很实用，推荐。不错，不错，不错，不错，不错，经济实惠。', 'star': 5}
{'descr': '地理位置确实很方便，走路10分钟就到王府井了，门口就是地铁5号线，还有几路公交，想方便又想省钱其它方面就要牺牲点了，，不过总体还是可以的，就是冬天有点冷，唯一不满意的地方就是临走的时候没有发票，，不过人家说机器坏了也没有办法，，', 'star': 5}
{'descr': '酒店位置很好，离地铁很近。房间不大，卫生可以。但是毛巾不太干净。价钱与网上定价有点小误差。总的来说还不错。', 'star': 5}
{'descr': '卫生服务太差！~服务也不怎么样！~网络更是无语', 'star': 1}
{'descr': '交通很便利  灯市口地铁站A口出来左转 薇薇新娘对面窄窄的一条街就是\n这个地段可以订到这个价位的房子着实算是不错 办事方便\n前台服务很好 男友还帮我借了吹风机  去还得时候前台还让他抽烟 说下次再来\n去之前前台还给打电话告知路线  服务不错\n\n就是屋子偏旧 被褥偏旧  卫生还可以  24小时热水 还行', 'star': 5}
{'descr': '地方很安静，在个小巷子里；酒店的确是个招待所的水平，但是在北京应该具有性价比的。', 'star': 5}
{'descr': '酒店价格很合适，就是冬天有点冷，总体来说性价比还是很高的。', 'star': 3}
{'descr': '地方在小巷子里，的确不是很好找；酒店还行吧，在北京这城市应该很实惠了；周边吃饭的饭店很多。', 'star': 5}
{'descr': '出门讲究办事效率，该酒店能满足，位置便捷。推荐。', 'star': 5}
{'descr': '招待所地段比较好，在市中心，靠近灯市口地铁站，周边公交车换乘也比较方便，离王府井大街、北京站、天安门的距离都不远；价格也合理，在周边属于价位比较低的住地；房间内设施已经陈旧，但比较干净；服务员态度较好，能及时了解住客情况，相对较安全。', 'star': 5}
{'descr': '位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦', 'star': 5}
{'descr': '位置好，地铁方便，性价比高啦,位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好，地铁方便，性价比高啦位置好', 'star': 5}
{'descr': '便宜，卫生，感觉，位置好，推荐，不错的地方，北京这样的少', 'star': 5}
{'descr': '位置好，房间设施虽有些旧，但尚且干净。推荐啦。', 'star': 5}
{'descr': '名副其实，还真就是个招待所的级别，虽然看上去知道是新装修的，但档次真的达不到一版快捷酒店的标准。走廊阴暗，床硬不舒服，在小胡同里不好找，好处就是安静。早上起床居然在卫生间里发现了小强~~~~~只能说是对得起这个价格，下次应该不会去了。', 'star': 1}
{'descr': '卫生条件还算可以的吧，这个地段，这个价位也不能要求太高了，只是卫生间水龙头没有热水，淋浴喷头水流太小了，希望改进。', 'star': 5}
{'descr': '挺好的 比较方便\n第一次去可能不会太好找 \n最好先搜下\n离王府井很近的', 'star': 5}
{'descr': '虽然在小巷子里，但是下五号线灯市口C口然后一直往北走就好，不过内务部街是个非常难发现的小胡同，大概走到一家广西米粉店时再往北走一点就有个胡同，应该就是了。。对了米粉不错。。。走进去好久才是宾馆，不过很干净很舒服的说，性价比很高，而且从胡同那头出去貌似是北京站方向。。。对了宾馆旁边就Luxembourg的大使馆。。。竟然就在这么条小胡同里。。。汗。。。', 'star': 5}
{'descr': '极力推荐，性价比超高，而且房间够大够干净，离天安门广场、王府井都比较近，唯一的缺点就是位置不太好找，在小胡同里，打车的时候换了3辆车，以后去的朋友，请告诉师傅在朝阳门南小街的胡同里，应该就没有问题了。', 'star': 5}
{'descr': '值得推荐，有卫生间，服务挺好，价格经济实惠', 'star': 5}
{'descr': '我们订的是特价房，房价138，入住后感觉房间非常小，卫生条件差，不如再多添个五十左右住个卫生条件好点的地方', 'star': 5}
{'descr': '地理位置好，卫生条件尚可，性价比高，周边上也好。推荐', 'star': 5}
{'descr': '一百多元，住在东单和王府井的旁边，很值得了。给我印象最深的是洁白的墙壁，墙上没有什么，但是这种白墙已经让我对卫生度的关注得到了最好的答案。', 'star': 5}
{'descr': '很便宜，店家很热情，记得在灯市口站下车，不要再王府井下车。这个价格在这个地点，不要计较太多了！', 'star': 3}
{'descr': '超级便宜的旅店，这么说吧，主要是网站一直宣称在王府井的附近，所以才在王府井附近下车了。兄弟们，记得啊，在灯市口地铁下车400米就是，走的我腿好疼啊，但是老板是很热情滴！很便宜地！', 'star': 5}
{'descr': '地理位置佳，设施一般，出行可以考虑,冬天洗澡可能比较冷', 'star': 5}
{'descr': '服务还行,旁边施工噪音太大', 'star': 5}
{'descr': '服务态度是比较好的，房间卫生也可以，总之对于这个位置，这个价位来说，性价比还是不错', 'star': 5}
{'descr': '位置较好，离地铁也近，服务态度挺好，被褥卫生还行，厕所较脏，下水道严重不畅，到第二天洗澡水没下完。洗澡水不热，到最后干脆都是冷水，差点感冒。房子太老，设施太老。', 'star': 1}
{'descr': '就是一个招待所，位置各方面都不是很好，不推荐。不如住经济型酒店。', 'star': 1}
{'descr': '宾馆服务人员挺客气，只是宾馆的房间太潮，空气差，宾馆应该改进。', 'star': 1}
{'descr': '下次应该不会再住这里了，这里也就招待所的水平。\r\n给了间一楼的房子，窗外是过道，还搭着棚、堆着破柜子等杂物；屋里的潮气散不出去、房间也昏暗地见不着一缕阳光。\r\n店家曾答应给换间房，但到第二天就没下文了。\r\n但是这里离王府井大街的确很近，出了胡同有不少价廉物美的餐馆，吃饭很方便。如果不是因为这个，也许我第二天就去别的宾馆了。', 'star': 1}
{'descr': '不知道，地段好，卫生好，不能上网不能点餐，这个价钱也就差不多了', 'star': 3}
{'descr': '这个招待所位于比较隐蔽的内务府大街胡同里，隔壁居然就是卢森堡大公馆，整体环境还可以，性价比相对较高。', 'star': 3}
{'descr': ' 服务态度是比较好的，房间卫生也可以，总之对于这个位置，这个价位来说，性价比还是不错的', 'star': 5}
{'descr': '这样的地段这样的价格很不错\r\n以后来北京还住这里，才168，就是不能上网', 'star': 5}
{'descr': '很不错，性价比很高', 'star': 5}
{'descr': ',床垫稍软,其它还好.', 'star': 5}
{'descr': '挺安静的，不太好找', 'star': 5}
{'descr': '酒店距王俯井很近，办事很方便，条件也可以，价格合理。', 'star': 3}
{'descr': '卫生局招待所，价格比较有优势，在老北京胡同里面的酒店，逛北京城还是挺方便的。', 'star': 5}
{'descr': '这个酒店不错，位置很好。价格适中。', 'star': 5}
{'descr': '这家店的性价比还是比较不错的，适合自助旅行的客人。', 'star': 5}
{'descr': '价格能接受，内部卫生和服务还是比较到位的，挺好。', 'star': 5}
{'descr': '房间里光线很足，太阳早早的就晒进来了，卫生也搞的不错，看着挺干净的。', 'star': 5}
{'descr': '我们住的房间里有网络，不过没使用，卫生间里有热水器，可以随时洗澡，感觉还是蛮方便的，值得推荐。', 'star': 5}
{'descr': '位置不错，离灯市口近，街上有很多吃的东西，离王府井也不远，出行方便。', 'star': 5}
{'descr': '周边环境不错，去市里很方便，省时省力，招待所内部的话，卫生不错。', 'star': 5}
{'descr': '卫生很一般,设施有些老旧,位置不错在市中心交通方便,性价比不是很好房间很小.舒适度不好.', 'star': 3}
{'descr': '服务卫生都很好,就是环境太差了,设施也很陈旧,位置还不错,出去玩比较方便.', 'star': 3}
