{'descr': '。。。。。。。。‘’。。。。。。。。。。。一般般', 'star': 5}
{'descr': '莫泰酒店是我住过的所有连锁酒店中最温馨的一家，我订的标间，很干净，环境布置很好，希望改进的地方空调是美的牌，噪声很大，无法睡觉，换了间房还是一样，无奈只能关了空调，穿了衣服睡觉，后问服务员才知道可以再要条被子。另外，早餐太单调，15元一碗面加个鸡蛋。但烧饭师傅态度很好。', 'star': 5}
{'descr': '＋环境挺干净，日常用品免费提供，很合理，比星月时尚宾馆强很多，不足就是，房间里太冷了！', 'star': 3}
{'descr': '感觉这家酒店很好，屋内设施比较齐全，装修很有家的感觉，也比较干净，服务态度也比较热情，推荐。', 'star': 5}
{'descr': '如家的环境很好.舒适', 'star': 3}
{'descr': '客房一直素质很高就是前台有点不给力、301其实很不给力', 'star': 5}
{'descr': '房间不像以前在莫泰直接订的168特价房令人舒服，很小，东西也感觉很旧，上了电梯还要走楼梯弯曲在里面。附近小区在装机顶盒也不能看电视。', 'star': 3}
{'descr': '还不错 除了隔音设施不是很好之外 毕竟是特价大床房 也不讲究什么啦', 'star': 5}
{'descr': '酒店还是不错的，我已经N多次的对他进行了点评，再次的对他进行推荐', 'star': 5}
{'descr': '没有吹风机，不给加被子，入住的时候房间还是一片凌乱没有打扫\n前台态度很差，没有发票什么的，入住时场面十分混乱！', 'star': 1}
{'descr': '房间有点小，被有点潮，隔音很差，而且空调不太好用。', 'star': 1}
{'descr': '每次出差都来，非常方便逛街。周边的包子店及豆腐脑很好吃。', 'star': 5}
{'descr': '总体上还是不错的，挺安静也挺干净！能提供免费早餐就更好了！', 'star': 5}
{'descr': '价格公道，服务态度很好，房间明亮干净。值得推荐。', 'star': 5}
{'descr': '还可以，经济', 'star': 3}
{'descr': '很经济，', 'star': 3}
{'descr': '总体感觉很差。1， 入住时身份证没上传成功，要我再出示上传，不专业。2，去食堂吃饭，没人在负责，不敬业.3，刚入住说赠送早餐，又强调是赠送第二天的，也没问题，等入住下来要时，却改口说活动持续到月底，已经结束！晕死！活动结束了，入住时给我说那么多废话干什么？4，去吃饭已经给了餐票，吃到一半，服务生又过来问我有没有给餐票，食欲大减。我不给你们也不让给吃啊，再说我交饭票了，有必要一遍又一遍问吗？第一次也', 'star': 1}
{'descr': '商务大床房和发的图片一点都不一样，超小的屋子。不过倒也对得起238的价格。', 'star': 1}
{'descr': '暖气不是二十四小时,感觉没有其他地方的汉庭好', 'star': 3}
{'descr': '没有天津宁波汉庭环境好,此家的优点是安静', 'star': 3}
{'descr': '交通方便，舒适，只是本人所住房间不能上网。', 'star': 3}
{'descr': '给朋友订的，反应说很不好。以后不再选这家了。', 'star': 1}
{'descr': '服务很好，很经济，交通方便', 'star': 3}
{'descr': '服务较差，环境还行，晚上比较吵，希望能有所改进。', 'star': 1}
{'descr': '订好了是大床房的…到店了才说只有标准房…强烈要求下才给换了大床房…进房间才知道房子中间有个大柱子…而且连个吹风机也没有', 'star': 3}
{'descr': '酒店位置还可以，装修不错，很时尚~~~~~', 'star': 5}
{'descr': '还可以，离目的地很近，不行大概是分钟就可以到了', 'star': 5}
{'descr': '老住客了，公司同事来都安排这家宾馆。就是房价一直在涨，呵呵。', 'star': 5}
{'descr': '处在安静的地方，但是房间指向标示没有，出电梯差点走错，最好标明一下。', 'star': 5}
{'descr': '就这样吧就这样吧就这样吧就这样吧就这样吧', 'star': 1}
{'descr': '有的服务员态度很差。延住的房间卫生打扫得很不负责任。', 'star': 1}
{'descr': '离培训地点近的 和同事一起定的 点评还好了 ', 'star': 5}
{'descr': '第二次住了 帮同事定的 因为离培训地点近的 蛮好 可以推荐', 'star': 5}
{'descr': '第一次住 不过还可以 主要离培训地点蛮近的 会推荐', 'star': 5}
{'descr': '已入住酒店,感觉不错,就是4006161616电话不通.', 'star': 3}
{'descr': '房间还可以，就是不隔音，乱七八糟的声音。', 'star': 5}
{'descr': '国庆期间价格稍微偏高，但是还能接受，都是这样的。阿姨很热情，还责怪我没给她打电话让她带我进来，哈哈反正人很好，真的很好。至于条件呢，行吧，古镇都是那样。', 'star': 5}
{'descr': '很好，服务不错，卫生也很好', 'star': 3}
{'descr': '内部环境有点简陋！空间不是很大。隔声效果也不是很好，其他都还可以，交通还算方便。周边吃东西也相对方便。服务态度一般，效率稍微有点慢。', 'star': 5}
{'descr': '店主非常热情好客，走时把闪光灯套忘在酒店了，店主不但打电话找我们确认，还把东西给我们快递回来了，我们说把快递费打到账上，店主也没有要。非常朴实好客的夫妇！这里位置很好，正处繁华地段，以后去西塘还会住这里！', 'star': 5}
{'descr': '非常推荐的一个客栈，老板娘非常热情，人超好，房间设备齐全，24小时热水，屋里还有电脑可以上网，在景区内，下次还会住那里~~~', 'star': 5}
{'descr': '老板娘很热情，现在西塘很恶心，进镇就要买门票，这个老板很好可以带我们进去。很不错。', 'star': 3}
{'descr': '已经住过二次了,总体感觉,还不错,早餐自助12元/人,菜品样式挺多,经济实惠,服务态度也不错,中晚餐也行,就是菜码大,一二个人没法点菜,', 'star': 5}
{'descr': '路是单行道，不好找\n房间里的味道真不敢恭维\n空调就在窗户旁边，像蚊子一样不绝于耳\n\n这个价格在上海算不错了，没钱的就忍忍吧', 'star': 1}
{'descr': '总体还行的。对面有快客 周围吃的都有。离延安西路地铁站也很近。服务态度也挺好。我住的时候  三楼房间都在翻新。刷墙。以后住进去应该会更舒服的吧。', 'star': 5}
{'descr': '酒店房间有点小了。感觉有点压抑。饭菜不适合南方人的口味。地理位置还不错，交通比较方便。网速一般，服务挺热情的，可能东北人都比较热情，这点值得南方城市人学习。还有就是希望能提供一些打的大概费用就好了，因为有些的士会宰客。', 'star': 5}
{'descr': '地点，地段都OK啦，离开地铁的3号线和4号线都很近。就是房间小了一点哦，其他的服务设施以及宾馆的服务员的服务态度都还是不错的', 'star': 5}
{'descr': '很不错，干净卫生，交通方便，里3、4号线很近，服务员态度也很好，推荐一下，缺点就是周围吃饭的地方太少了，吃饭有点不方便。服', 'star': 5}
{'descr': '方便，便宜。第二次入住了。', 'star': 3}
{'descr': '不错~所在街道很安静~离中心商业圈又近~剩下的和如家其他店一样好~', 'star': 5}
{'descr': '差差差\n用168的特价订的房间并不代表我要去承受特价产生的种种问题\n1、酒店房间门口经常有人塞进小广告，给人感觉特别低档\n2、房间里的柱子挡住了看电视的视线，大床的一边根本一点看不到电视，只有一边能看到。打电话给总台被告知特价房是影响视线的，什么情况\n3、空调声音像拖拉机，一会又是扇叶板咯吱咯吱的响\n4、半夜两点漏水，放在桌子的电脑和手机充电器遭殃了，和酒店沟通说墙面贴过了不要将东西放在桌子上，那', 'star': 1}
{'descr': '卫生状况差，墙上污垢好恶心，而且这个酒店竞没有吹风机，问前台要说没有。', 'star': 1}
{'descr': '整体环境不错，噪音较小，就是床有点小。尤其是标准间的床。', 'star': 5}
{'descr': '酒店的地点地段离开俺们要去的地方很近，别的就一般般啦\n', 'star': 5}
{'descr': '环境不错，房间也还不错。早餐也还不错，交通也算便利。所以推荐了。\n\n', 'star': 5}
{'descr': '酒店位置不错，三条地铁站点，非常方便，下面吃饭的地方很多，房间卫生不错，也很安静，我每次来上海都住这里。就是价格有点贵，说是有168的房间每次都订不到。', 'star': 5}
{'descr': '酒店的位置算比较方便的，里地铁站约10min的路程，房间也挺宽敞的，就是旁边有地铁经过，稍微有点吵。', 'star': 5}
{'descr': '宾馆的地点，地段都还行，离开上海的地铁3号和4号线都挺近的', 'star': 5}
{'descr': '环境还不错设施也不错，早点有点贵-15元，交通一般吧', 'star': 5}
{'descr': '酒店非常干净，尤其是交通方便，10，3，4，号线都经过这里，你说方便不方便', 'star': 5}
{'descr': '双床的房间真的小的不能太小了，而且楼层太低，房间放了一个大床之外剩下就是一个人走路的空间，而且是住的靠马路边，那个真的可以说严重吵闹啊，虽然是2层窗户，但是隔音效果真的超级不理想啊，卫生间还是挺大的，但是房间太小了，给人压抑的感觉，而且那条马路是单行线，只能进，出的话也要绕道的，所以不建议住宿。\n', 'star': 1}
{'descr': '离购物的地方很近，在市中心里。尤其是旁边的福临石锅鱼很好吃。', 'star': 5}
{'descr': '老板娘和老板好热情啊～～～大热天的还来接站～～～安顿好了还有好好喝的酸梅汤～～～地方干净漂亮～～临河的风景非常好～～～', 'star': 5}
{'descr': '，酒店卫生很好，但存行李较纠结。', 'star': 3}
{'descr': '很好～', 'star': 3}
{'descr': '房间虽然小点，条件差点，但性价比较高。要自带浴巾，洗漱用品有提供，建议自带。', 'star': 5}
{'descr': '酒店挺干净，价格实惠', 'star': 3}
{'descr': '适合商务旅行，交通比较方便，几次为出差的同事预订了', 'star': 5}
{'descr': '不错，品质很好~~~~~~~~~~~~~~', 'star': 5}
{'descr': '老板娘很热情啊。。~  房间还挺温馨的。 不错的选择', 'star': 5}
{'descr': '给五颗星评价，虽然房间有点小，但是老板娘超热情，大老远就叫了辆车来接我们，天热还送我们酸梅汤喝，还帮忙代买去上海的车票，服务十分到家，而且出门就是江景，很不错', 'star': 5}
{'descr': '地理位置好，地铁近，房间干净，昨晚很晚到了，服务员居然都没有睡，还在值日，这么好的店，真是让人感动。以后来上海都住 这里了。', 'star': 5}
{'descr': '典型的如家风格，吃饭不大方便，竞价比还是可以的。', 'star': 5}
{'descr': '在上海的地点，地段，又是靠近地铁的3号和4号线，进出都是很方便的', 'star': 5}
{'descr': '168宾馆所处在上海的地段，房间，和卫生都还行。', 'star': 5}
{'descr': '好的一般般，就是他的地段还行，离开我们要去的地方很近', 'star': 5}
{'descr': '酒店还不错，位置可以，离我办事的地方较近\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '酒店设施不是很理想，上楼还要爬楼梯，服务态度又不好，以后不会在入住。', 'star': 1}
{'descr': '＋第一，距离世贸商城比较远；第二，单行路路很难找；第三，环境一般房间也比较小；第四，只预留到晚六点，过时要缴纳保证金很不爽！', 'star': 3}
{'descr': '酒店位置不很错 ！卫生条件可以。可惜 房间太小了，有些拥挤。', 'star': 5}
{'descr': '话说出门天气有点不给力，一直阴雨不断，时大时小，兴奋的心情多多少少受到点小挫。到了西塘给老板娘打电话说到车站这边接我们的事宜，她还很热心的嘱咐我们买返程的票，恩，不错！我们在车站等了一小会，客栈老板便冒着雨来接我们了、、、小感动！简单的寒暄，大概下午4点左右，我们来到了住处，定的是临街雕花大床房（是提前两周订的，入住时间2011年6月18日周末260元/晚），恩，和网上图片符合的，收拾的很干净，设', 'star': 5}
{'descr': '挺不错', 'star': 3}
{'descr': '价格适中、位置较好、整洁干净、服务周到、下次继续', 'star': 5}
{'descr': '环境很差，有臭味，价格又涨了去年是168元现在要208元', 'star': 3}
{'descr': '服务很满意。交通也比较便捷，靠近卓展、万达商业中心，下次还会继续考虑呢', 'star': 5}
{'descr': '房间蛮舒服的，就是临街的和临河的居然是2幢楼，老板娘人超好！', 'star': 5}
{'descr': '还好，就是不给送餐- -其他都还说的过去', 'star': 5}
{'descr': '酒店的位置不错，环境也还好，还是值得推荐。', 'star': 5}
{'descr': '挺好的，就是电视画面不太清晰，要说改进的地方就是换上液晶的电视吧，好多快捷酒店现在都是液晶了', 'star': 5}
{'descr': '多次入住了。符合一般莫泰的水平。只要地段合适，还是可以推荐的。', 'star': 5}
{'descr': '还行，就是隔音不好，室内的墙群有些脏了。', 'star': 5}
{'descr': '交通很方便 旁边的配套设施很好，就是房间小了点！ 对于出差来说够了！', 'star': 5}
{'descr': '客栈老板很热情，住的很好，窗外就是小桥流水，呵呵，景色不错啊，总之，还会去的。', 'star': 5}
{'descr': '老板、老板娘很热情，亲自到汽车站去接你。就是周边有OK厅，晚上有点吵。', 'star': 1}
{'descr': '房间基本还行，有一点点小问题，浴室淋浴头把手下边漏水，一开就狂喷水，还有就是茶杯有点小脏，楼梯上油漆味较重，不说了！', 'star': 3}
{'descr': '，服务态度还可以，地理位置不错', 'star': 3}
{'descr': '替朋友预定入住的，反应还可以，还会推荐。', 'star': 5}
{'descr': '性价比好，住房舒适，交通便利，服务态度好。', 'star': 5}
{'descr': '客栈位置好，环境好，老板人也很好。对面酒吧晚上很吵，但到准备入睡时已经安静下来.5月10日入住临河雕花大床，非常满意', 'star': 5}
{'descr': '网速慢，毛巾上有污渍，最不能忍受的是天天有欢快的叫声，而且是全方位（上下左右）都有，本来找个连锁酒店图个清静，结果都快赶上进X院了，难道现在不用检查结婚证了吗', 'star': 1}
{'descr': '阿姨很热情.. 很不错的客栈哦.. 就是面对酒吧一条街可能有点吵.但是也没有非常吵..阿姨一家人都很不错.', 'star': 5}
{'descr': '经济实惠，离地铁比较近，房间比较安静，还不错，推荐推荐', 'star': 5}
{'descr': '还不错，服务态度蛮好，走廊里面味道很大，屋子采光不是很好，其他都可以接受。\n\n还有就是离御花园和长春宾馆很近，饭后可以逛逛，这点真的很好。', 'star': 5}
{'descr': '环境不错，地点也不错，属于闹中静，离中心区不远，但酒店本身所处位置还比较安静，卫生很好！', 'star': 5}
{'descr': '入住了', 'star': 3}
{'descr': '交通便利  服务很好   经常选择这家店。', 'star': 5}
{'descr': '不错喜欢', 'star': 3}
{'descr': '还不错!', 'star': 3}
{'descr': '很给力，环境不错。。。。。。。。。。。。', 'star': 5}
{'descr': '老板娘非常热情，临河房可看到西塘美景。房间设施干净齐全。', 'star': 5}
{'descr': '服务态度挺好的，住的地方也行', 'star': 3}
{'descr': '环境不错是临河的，开窗就可观小桥流水。老板娘小叶很热情，亲自去接我们，大床很舒服。价格适中。值得一去。', 'star': 5}
{'descr': ' 服务很周到，不错！', 'star': 3}
{'descr': '老板挺好，房间挺小', 'star': 3}
{'descr': '房间不大，不过位置非常好，帮同事顶的，同事反映由于房子是老房子，地板是斜的。服务态度还是非常好的，非常亲切。房间不大，床是雕花的大床，非常有特色。', 'star': 5}
{'descr': '在如意家的电脑直接点评啦，叶阿姨很好很热情，住的临水雕花大床，窗外就是永宁桥。床很大很软和，电脑电视空调热水一应俱全，而且价格别镇上同规格的要便宜，一百分的推荐', 'star': 5}
{'descr': '虽然简陋，但冷暖空调热水电视电脑吹风机一应俱全，不错！老板和老板娘很朴实热情周到的人。', 'star': 3}
{'descr': '房间大,阳光充足,卫生条件好,淋浴热,就是房间内温度有点低.总体来说不错.', 'star': 5}
{'descr': '满意', 'star': 3}
{'descr': '房间虽然很小，但很有意思，我和老婆在房间和阳台拍了很多照片。', 'star': 5}
{'descr': '老板娘热情，酒店设施齐全还配的有电脑，不错', 'star': 5}
{'descr': '老板娘很热情！人很好。旅店在靠近永宁桥的位置。个人最推荐靠河的雕花床房间，不是很大，但很舒服。房间里配置的电脑可以直接上网，非常给力。需要注意的是，只有雕花双人床房间（非周末价位130）是靠河的，另一种雕花床房间是不靠河的~ 古镇在周末的下午4点以后和非周末时间是可以随便进来的。周末要收50块，而且现在所有入口都有人看管了。。据说前两天人很多……', 'star': 5}
{'descr': '房间的硬件设施非常好，这里的人们非常淳朴。服务员对我们很周到热情，房间住宿环境很不错', 'star': 5}
{'descr': '如家快捷酒店（长春人民广场二店）服务不错，性价比高。', 'star': 3}
{'descr': '老板娘很热情，人很好，设施一般，但是心里感觉不错', 'star': 5}
{'descr': '客栈老板娘超级热情~~很温馨~~让人感觉像回家', 'star': 5}
{'descr': '完全没有想象中的那么差，不过遥控不灵敏的问题确实是存在的。', 'star': 5}
{'descr': '老板娘叶阿姨是个很不错的人，还让叔叔亲自到车站接我们。在我刚踏上西塘这片土地的时候，给了我一股暖流，晚上还特意做了汤圆给我们送来。给了我们许愿灯，让我把我的爱情之灯在这里点燃，希望这里永远记住我们的爱来过。', 'star': 5}
{'descr': '位置不错，服务也好，整体性价比较好，值得推荐', 'star': 5}
{'descr': '条件比较差，空间很小，设施陈旧，地点偏僻，', 'star': 1}
{'descr': '酒店条件还算可以吧…就是太潮了！我住的是601把山！墙面都掉皮了…别的还可以…床单不是很干净…但服务态度不错…', 'star': 3}
{'descr': '太小了。。。。设施比较简陋，主要还是我订的价格高了，感觉性价比不够啊。老板态度还是不错啦。', 'star': 1}
{'descr': '入住如意，真的让你称心如意', 'star': 3}
{'descr': '环境非常好，远离城市的喧哗，感受一下纯朴的水乡生活，住的很随意，值得推荐。', 'star': 5}
{'descr': '位置不错，服务还行，总体挺不错，就是房间暖气有时不太热。', 'star': 5}
{'descr': '老板娘人很好，服务也很周到，房间挺干净，设施也完善，这次住的相当满意。', 'star': 5}
{'descr': '服务热情周到，设施完善，环境安静干净，性价比很高。', 'star': 5}
{'descr': '客栈非常不错，舒适干净，服务贴心，下次还会来光顾的。', 'star': 5}
{'descr': '地理位置还科技，但室内不是很干净，我住的一间是靠角落的，墙面有脱落', 'star': 5}
{'descr': '帮客户订的酒店，貌似长春的如家都不含早，没到房间看过，不做评价', 'star': 5}
{'descr': '不错，下次还来住.。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '还行，主要是觉得位置到逛街的地方较近，环境也比较幽静', 'star': 5}
{'descr': '我住的是特惠大床房，价格合适，环境也挺好，支持如家', 'star': 5}
{'descr': '性价比不错，地理位置好，出行方便。吃饭的点也多。', 'star': 5}
{'descr': '位置一般 支持如家                          ', 'star': 5}
{'descr': '很一般的酒店。就是价格便宜。设施老旧。没什么意思。', 'star': 1}
{'descr': '我入住了，和大家说的一样，房间有点霉味，遥控器不灵，优点是很安静，房间很温暖。', 'star': 5}
{'descr': '首先酒店位置很一般，不好打车，再一个，电梯就一个，很难等，卫生也不怎么干净，很多房间墙壁都有发霉（因为这个原因我换过很多房间）。总之，应该是住得最不舒服的一次如家酒店。', 'star': 1}
{'descr': '位置绝佳，非常那个方便！以后会经常来住！', 'star': 5}
{'descr': '离人民广场很近，价格也很优惠，前台工作人员也很热情，周围小店也多\r\n还有离文化广场步行也就10多分钟，很满意', 'star': 3}
{'descr': '比吉林上海的如家差点 早餐还可以 晚餐太难吃了 还挺贵 房间小', 'star': 5}
{'descr': '房间里有发霉的味道 而且据说那栋楼市栋危楼 墙皮都往下掉 服务员态度也不好 ', 'star': 1}
{'descr': '+已入住，很满意', 'star': 5}
{'descr': '前台服务一般,性价比一般，停车不方便，其他还好。。。。。。', 'star': 1}
{'descr': '对于外地人来说位置很不好找。我们开车去的，酒店前面的街道是单行线。我们问了多个人，转了好多圈才找到。房屋的装修不好。被子有些潮。房间隔音很差。隔壁房间人聊天都能听到', 'star': 1}
{'descr': '稍微有些潮，别的还好！墙皮有些脱落。.........', 'star': 5}
{'descr': '位置稍微有点偏，设施有点陈旧。但是很干净，用水不太方便。', 'star': 5}
{'descr': '不错 地点不错 环境挺好 服务业不错  蛮卫生的', 'star': 5}
{'descr': '地理位置很好,卓展购物中心步行几分钟就到,就是隔音效果确实不好,阴面双床房有些潮。服务很好,尤其餐厅服务人员,让人有家的感觉。', 'star': 5}
{'descr': '房间很大很干净，服务也不错，推荐！', 'star': 5}
{'descr': '个人比较喜欢，毛巾洗漱用品都有提供，大床房也比较舒适！', 'star': 5}
{'descr': '房间隔音不错 距商业街近', 'star': 5}
{'descr': '位置不错，穿过长春宾馆就到了重庆路了，算是个闹中取静的地方。设施也还不错，就是电视遥控器有些不灵敏，呵呵，可以忽略了。', 'star': 5}
{'descr': '地方在长春宾馆附近，不认识还真不怎么好找。周围也有些小饭店，杂货店，超市，离繁华区不远，走路最多十分钟就到了。公交也挺方便。总得来说还是不错的', 'star': 5}
{'descr': '房间不错，地处闹市一隅，周边环境静谧，感觉还蛮舒服的～～', 'star': 5}
{'descr': '不错，比较满意', 'star': 5}
{'descr': '这个如家酒店没有家的感觉。这次住的大床房，屋子很小，而且进屋后一股扑鼻的霉味，靠窗边的整面墙全是霉斑。卫生间洗脸盆热水阀居然放不出一点水，后联系前台，才派人前来修理。', 'star': 1}
{'descr': '房间还好，但是淋浴不好使，门口单行线，有些麻烦。', 'star': 3}
{'descr': '环境还不错，但是隔音效果不是很好，而且不知道是不是订的特惠大床房的原因，淋浴的接口竟然接错了，洗澡很麻烦……', 'star': 5}
{'descr': '不愧大床房，床真的很大，能住三个人……瘦一点的四个人都没问题……卫生环境很好，交通比较方便，只不过酒店前是单行道。打车到新天地只用7元，到乘机场大巴的地方只用9元。第一天在酒店里的餐厅吃了早饭，还算丰盛，12/位。服务态度很好。附近有个胡师傅栗子，味道还不错。', 'star': 3}
{'descr': '还可以吧，房间比较小，门口单行线，打车得绕一下', 'star': 5}
{'descr': '挺好', 'star': 5}
{'descr': '不错挺好离市中新挺近', 'star': 5}
{'descr': '步行到人民廣場一帶只需十分鐘，十分方便。房整齊唯有煙味不能消失。', 'star': 5}
{'descr': '周围环境一般，门口在修什么挖个大坑！不喜欢这里，茶餐厅还没去，希望口味还可以', 'star': 5}
