{'短评内容': '。。。。。', '短评打分': 5}
{'短评内容': '环境不错 很温馨的感觉，特别是卫生间，给人暖暖的感觉…… 只是隔音效果不太好', '短评打分': 5}
{'短评内容': '这个地理价格还不错。但是前台的服务生态度一般！', '短评打分': 5}
{'短评内容': '宁波如家快捷不错 服务好 借雨伞 自助早餐好得没话说', '短评打分': 3}
{'短评内容': '住了一晚，感觉挺旧的，143价格还好，离鼓楼比较近，天一阁也还好，没有传说的那么近，酒店位置有点隐蔽', '短评打分': 3}
{'短评内容': '环境还不错，这边挺安静的，离天一广场也不是很远，交通也算便利', '短评打分': 5}
{'短评内容': '非常棒，非常好，交通方便，环境干净，价格也实惠', '短评打分': 5}
{'短评内容': '如家的房间一如既往的好，干净,温馨,前台服务满意，每次出差都住的 ', '短评打分': 5}
{'短评内容': '房间还是一如既往的干净温馨，而且相比几家宁波如家这么价钱最实惠，距离鼓楼也很方便，赞一个', '短评打分': 3}
{'短评内容': '交通到时蛮方便的，不过我只想是隔音效果真差', '短评打分': 5}
{'短评内容': '环境不错，服务态度较好，网速也很快喔，位置离市中心较近，交通便利。', '短评打分': 5}
{'短评内容': '很安静，设施也不错。', '短评打分': 3}
{'短评内容': '由于拆迁，周围环境有点儿乱，服务还不错,交通还算方便', '短评打分': 5}
{'短评内容': '隔音效果不好，隔壁房间的半夜打电话叫外卖，还叫小姐。我靠，我这都听得很清楚。', '短评打分': 1}
{'短评内容': '酒店还是老样子  如家多是这样的   呵呵', '短评打分': 5}
{'短评内容': '地理位置个人觉得挺好，傍晚在江边散散步，顺便晚上看看江边的夜景，挺好的！算是闹中取静的一处酒店，去鼓楼、老外滩、天一广场也还算比较方便，我都是晃晃悠悠走过去的。唯一有一点，就是房间隔间确实比较差，旁边房间人开锁门之时，我老觉得是在开我自己的房间！', '短评打分': 5}
{'短评内容': '当时定的价格是161返30，而那边的挂牌价也才169，学生还能打8折，价格相差不大，然后连吹风机神码的都没有，条件不是很好，房间装修一般般', '短评打分': 1}
{'短评内容': '房间很温馨', '短评打分': 3}
{'短评内容': '双人标准间也是房间很小，另外卫生间水槽有点破了，总体不错', '短评打分': 5}
{'短评内容': '价格实惠，只是房间有点小，如家的牌子还是信得过的，保质保量', '短评打分': 5}
{'短评内容': '晚间马路上的车有点儿吵，还有应该说明从宁波东站乘坐来此的10路车有内环和外环两条线路，乘内环线较快（7号点）。', '短评打分': 3}
{'短评内容': '还算可以！只是性价比不怎么样！价格偏高！', '短评打分': 5}
{'短评内容': '经济实惠型旅馆，距离鼓楼近，吃饭逛鼓楼都很方便', '短评打分': 5}
{'短评内容': '干净实惠，一口气定了8间，比较经济实惠型的旅馆，离鼓楼近，晚上可以逛逛的~！', '短评打分': 5}
{'短评内容': '地理位置很好，就是房间里面很拥挤，电视机还是老式的。', '短评打分': 5}
{'短评内容': '如家的服务价位都不错，也很干净。试了一下早点，15元，不错，种类还行有的选择。总体来说，对于经济型酒店，如家是个不错的选择。干净，安全，房间舒服，OK了', '短评打分': 5}
{'短评内容': '房间干净温馨  早餐经济可口  这个价位的酒店里 如家做得真的很不错', '短评打分': 3}
{'短评内容': '还可以，温馨的格调', '短评打分': 3}
{'短评内容': '房间有点小，挺挤的，床单挺好看，浴室没有电吹风', '短评打分': 5}
{'短评内容': '虽然我住的房间里面的房卡接触不良，但是其服务态度还是相当可以的', '短评打分': 5}
{'短评内容': '酒店不错的，比较干净，服务态度也不错。下次还会来的', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '酒店不错的，比较干净，服务态度也不错。就是没地方停车。\n', '短评打分': 5}
{'短评内容': '服务很周到，就是房间里就是没电脑！下次房间里面放一台电脑，晚上就可以在哪里发发邮件！  今天居然警察来查房了！', '短评打分': 5}
{'短评内容': '挺安静的一地儿，其他都一般般，也干净的，就是位置有点偏，，但也与价格方面有关，，所以就这样吧，总的来说，性价比不错', '短评打分': 5}
{'短评内容': '酒店还好如家水准，就是交通不怎么方便，离市中心稍微有点远，总体还是很不错！', '短评打分': 5}
{'短评内容': '这家如家经常来住的，位置比较好，属于闹中取静那种，只是房间太小，其他还可以。', '短评打分': 3}
{'短评内容': '如家，全国都一样，干净，总是出现在最方便的地方\n设施简单、实用', '短评打分': 5}
{'短评内容': 'old and noice,service is not so good.', '短评打分': 1}
{'短评内容': '旁边的房间在装修，好烦的。而且外面好吵的，隔音不好。', '短评打分': 1}
{'短评内容': '每次到宁波都会选择这家店，这次卫生间马桶和洗手池卫生都不干净，洗澡花撒喷水时大时小，不稳定，希望能改进。', '短评打分': 5}
{'短评内容': '环境及接到幽静，绿树成荫，房间干净，景色不错', '短评打分': 5}
{'短评内容': '如家是我出门首选的酒店，很安静的环境是我很喜欢的，还会来', '短评打分': 5}
{'短评内容': '，还不错。', '短评打分': 3}
{'短评内容': '算是在宁波市中心，整个环境还是比较干净整洁的，晚上很安静。值得一提的是卫生间的空间很大哦，不错', '短评打分': 5}
{'短评内容': '  服务一般', '短评打分': 3}
{'短评内容': '酒店还可以，就是没有早餐。停车也不方便。', '短评打分': 5}
{'短评内容': '出行方便，价格适中。出行方便，价格适中。', '短评打分': 5}
{'短评内容': '第一次入住，很满意。环境很好，很干净，下次还会入住！', '短评打分': 5}
{'短评内容': '房间比较吵。。。。。。。。。。。。。。。。。。。\n', '短评打分': 1}
{'短评内容': '房间很温馨，挺不错的，就是地段有点不好，在小道里，不好找，必须打的', '短评打分': 5}
{'短评内容': '已经多次住这里，如家基本上都那样，不好也不坏，只要干净就行', '短评打分': 5}
{'短评内容': '虽然不好找，但是这里靠近江边，很安静周围环境差点，但是还是很不错', '短评打分': 5}
{'短评内容': '房间空间很大哦，宽敞明亮，比住过的其它城市的如家都满意。', '短评打分': 5}
{'短评内容': '酒店比较安静，热水不错。离宁波汽车北站较近；打车到机场（不堵车）40元左右；就是早上在打车不太方便', '短评打分': 5}
{'短评内容': '交通方便、停车也算可以，但晚上很难停到车，早饭很好吃，推荐', '短评打分': 5}
{'短评内容': '地理位置还是不错的，离鼓楼，天一都不是很远，服务态度很好，热水很急很好，赞一个', '短评打分': 5}
{'短评内容': '不错不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '很舒服，很干净，地段也很好，去市中心非常的方便，很推荐', '短评打分': 5}
{'短评内容': '酒店的房間雖小，但是蠻乾浄的。地理位置也很好，去市區逛街也很方便，3路公車就在酒店門口不遠處。', '短评打分': 5}
{'短评内容': '隔音不好', '短评打分': 3}
{'短评内容': '我喜欢的原因就是位置幽静，不爽的则是打车异常困难', '短评打分': 5}
{'短评内容': '一般的房间，一般的价格，一般的性价比。给朋友订的房间，主要是离我们家比较，图个方便。', '短评打分': 5}
{'短评内容': '酒店不错，就是隔壁冒出了一家子凌晨3点多  又吵又闹     悲剧.....................', '短评打分': 5}
{'短评内容': '房间很干净，就是外面太吵，停车位太小在人行街道上，没一定的驾驶技术是停不近车位的，价格还合理。', '短评打分': 5}
{'短评内容': '一百七十的价格就这种房间 感觉真的很不值 而且店主给我安排了二楼的房间 吵的要死 服务员的声音 小孩子的声音 五点不到就被吵醒了 中午也没办法睡觉 真的非常糟糕 以后不会再去住了', '短评打分': 1}
{'短评内容': '隔音效果太差了，估计连冲个水整个房间都振动了，下次基本不会再住了', '短评打分': 1}
{'短评内容': '因为离朋友住处近，让到这里住，定的170大床，然后换成189的带电脑的。2楼，那个吵啊&#183;&#183;&#183;&#183;&#183;&#183;晚上隔壁说话声，马桶冲水声、床在有节奏的晃动伴随女人压抑的呻吟声、早上5点多钟楼下貌似除垃圾声音、楼道里脚步声、呼叫退房的对讲机声&#183;&#183;&#183;&#183;&#183;&#183;夜里12点钟关电脑，一点钟后安静下来入睡', '短评打分': 1}
{'短评内容': '酒店的工作人员比较热情 酒店位置也算还好 边上有个小饭店不错！', '短评打分': 5}
{'短评内容': '又住了一天，换了一个房间，临街的，有点吵，总体不错', '短评打分': 3}
{'短评内容': '还不错，挺安静的，早餐也还可以，就是床太大......', '短评打分': 5}
{'短评内容': '＋很不错', '短评打分': 5}
{'短评内容': '离江滨公园很近，但是附近开始拆迁，很乱很脏', '短评打分': 5}
{'短评内容': '停车不怎么方便 其他都还好 到的时候已经是6点半了房间还是留着的,很感动', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '整体还不错，空调效果超好，卫生干净，被单叫人临时换一套后挺干净的，唯一不足的就是觉得房间太小了，空间不大。', '短评打分': 3}
{'短评内容': '其他都挺好，床也够大，卫生也比较干净，就是房间空间觉得太小了，能大点就好了。值得一说的是他们那空调效果真的超好，打28度睡觉都冷的要命。', '短评打分': 5}
{'短评内容': '+酒店不错', '短评打分': 5}
{'短评内容': '还行 电话预订的。不知预订时给没给我用优惠卷', '短评打分': 5}
{'短评内容': '还不错，环境清静，离市中心近，交通便利，服务态度也很好', '短评打分': 5}
{'短评内容': '这是我们旅途上感觉最好的一次订房了，特别是卫生，真的很干净，比家里的还干净！地理位置也很好，附近很多吃的店，离天一广场很近！', '短评打分': 5}
{'短评内容': '如家酒店还是比较干净舒服的，床也比较大。', '短评打分': 5}
{'短评内容': '比较可以了，还算干净，就是门口的清洁工声音有点大', '短评打分': 5}
{'短评内容': '价格很实惠的，各方面都还可以，东西也比较新，不远就是月湖', '短评打分': 5}
{'短评内容': '总体感觉还可以！', '短评打分': 5}
{'短评内容': '除了房间稍微小了些，位置、环境都很不错。', '短评打分': 3}
{'短评内容': '除了房间稍显小以外其他都不错，位置是闹中取静，离天一、老外滩、火车站等都很近。以后去宁波还会选择。', '短评打分': 5}
{'短评内容': '位置好，环境佳，关键是比较幽静。', '短评打分': 3}
{'短评内容': '位置好，环境佳，重点是安静。', '短评打分': 5}
{'短评内容': '挺舒服的', '短评打分': 5}
{'短评内容': '酒店不错,干净卫生,就是车位少了点.不方便停车', '短评打分': 5}
{'短评内容': '离汽车站很近,去普陀山来这中转很方便', '短评打分': 5}
{'短评内容': '太棒了，出门左转就是临江公园，夜晚走走看看特别舒心。房间布局也合理，服务员都是微笑服务，早餐也很好味，品种也多。以后来宁波还会入住的。', '短评打分': 3}
{'短评内容': '干净，舒适，温馨，睡的很好。如家一直是我和家人的第一选择。', '短评打分': 5}
{'短评内容': '一直都喜欢如家的装修风格，使人总感觉到温馨的家一样的享受。', '短评打分': 3}
{'短评内容': '酒店靠近江边，夜晚走走很舒服的。走不远就有饭店，很方便呢。', '短评打分': 5}
{'短评内容': 'keyi', '短评打分': 5}
{'短评内容': '房间可以，晚上周围很吵，雨天最好多准备点雨具最好是一次性的。', '短评打分': 5}
{'短评内容': '靠近鼓楼，位置不错，性价比还可以', '短评打分': 3}
{'短评内容': '比较干净，价格还行，主要位置比较好，闹中取静、、、', '短评打分': 5}
{'短评内容': '个人觉得是不是生意太好,所以在服务上有所怠慢,去的时候订了两间商务大床房,入住的时候一间连衣橱都没有(也敢叫商务房),一间还没做好房间卫生(退房后卫生还没打扫,一进门乱七八糟),就直接给房了,卫生间的卷纸就小卷,第二天早上就用完了,只得叫服务员再送,上次去正好春节入住,路上车少,没觉得不好,这次就不一样,由于房间临街车太多了,到十二点时车还很多,一晚上都没睡好,小宝宝半夜被吵醒,隔音效果太差了.比', '短评打分': 3}
{'短评内容': '个人觉得是不是生意太好,所以在服务上有所怠慢,去的时候订了两间商务大床房,入住的时候一间连衣橱都没有(也敢叫商务房),一间还没做好房间卫生(退房后卫生还没打扫,一进门乱七八糟),就直接给房了,卫生间的卷纸就小卷,第二天早上就用完了,只得叫服务员再送,上次去正好春节入住,路上车少,没觉得不好,这次就不一样,由于房间临街车太多了,到十二点时车还很多,一晚上都没睡好,小宝宝半夜被吵醒,隔音效果太差了.比', '短评打分': 1}
{'短评内容': '很温馨的一家酒店。', '短评打分': 5}
{'短评内容': '酒店感觉比较旧了，舒适度不怎么好，对于经常出差在外的人感觉对比明显。', '短评打分': 1}
{'短评内容': '酒店还是很干净整洁的，就是一楼的房间有点潮，被子有家的味道，呵呵，不愧是“如家”，旁边就是郭巨海鲜，不过老实说，那边的海鲜不是很好吃，做的味道也一般般，价格也不便宜，还是推荐鼓楼那边的海鲜大排档一条街', '短评打分': 5}
{'短评内容': '入住如家，总体很不错的', '短评打分': 5}
{'短评内容': '   公交坐到孝闻街站，结果走到腿疼，完全到底了才发现如家。o(︶︿︶)o \r\n   可能房间不太通风，一进门有股味道。\r\n   从房间窗户往外望，感觉不错，楼下是不高的建筑，对立的法国梧桐，远处却是高楼大厦，虽然就在市中心，却有种远离尘嚣的感觉。交通也算便利，不远就有公交站牌，的士也很多', '短评打分': 5}
{'短评内容': '感觉房间里的空气不新鲜，但是房间蛮安静的。', '短评打分': 1}
{'短评内容': '在整体管理上存在一定的问题:无烟房进去感到明显得烟味,反映之后仅仅是简单的用香水应付,缺乏有效通风;商务中心的墨盒还是自己加的,打印效果极差.虽然位置不错,出门不远便是河,景色也很秀丽,还希望在自身服务质量方面有所提高', '短评打分': 1}
{'短评内容': '首先，在同等价位的酒店中，房间面积非常小，双床房小的可怜，几乎连挪动座椅的空间都没有，床小，房间小，下次不会再住', '短评打分': 1}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '下次还住这家酒店，性价比高，在市中心，感觉满意', '短评打分': 3}
{'短评内容': '就是有点偏僻不好找。各方面还是不错。', '短评打分': 5}
{'短评内容': '位置有点偏', '短评打分': 5}
{'短评内容': '那里的服务态度是非常的好，酒店位置也不错，里面也还可以，唯一的不足就是隔音不太好，不过住起来还是比较舒适的，以后还要去住。', '短评打分': 5}
{'短评内容': '挺好的 ', '短评打分': 5}
{'短评内容': '热水不够热，其他都还可以。', '短评打分': 5}
{'短评内容': '环境还是可以的   设施稍微有点老了  其他都还好的', '短评打分': 5}
{'短评内容': '别看地方弯弯绕绕，这个酒店的价格却实在是低廉，地理位置也还是不错的，性价比高', '短评打分': 5}
{'短评内容': '服务和设施都很不错,就是住的那房间靠马路有点吵.\r\n但性价比还是比较高的.', '短评打分': 3}
{'短评内容': '其他都很不错,就是马路边比较吵,隔音效果不好.', '短评打分': 5}
{'短评内容': '性价比很好的一家酒店，唯一的缺点是隔音差了一点，不过住过很多快递酒店，如家的最好。以后还会选如家，宁波这家离市中心非常近，很方便，最有名的郭巨海鲜店就在旁边，可惜过年没口福，这家海鲜店要到正月十五日之后才开。', '短评打分': 5}
{'短评内容': '地理位置不错，性价比还可以的，就是向街的房间有点吵', '短评打分': 5}
{'短评内容': '酒店位置不错，环境也还好', '短评打分': 5}
{'短评内容': '交通方便', '短评打分': 5}
{'短评内容': '隔音不太好，其他都不错！', '短评打分': 5}
{'短评内容': '酒店食品、一般用品部够多。。。', '短评打分': 5}
{'短评内容': '卫生不错,房间的配置很有家的感觉,卫生间毛巾边不同颜色区分开,很人性化!服务也不错', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '酒店比较旧比较简单一点，虽然服务还不错，但是条件不太好，位置不方便，有点偏。', '短评打分': 3}
{'短评内容': '酒店条件不错,毕竟是全国连锁,而且位置方便,价格也挺合适的.', '短评打分': 3}
{'短评内容': '位置不好靠近市区但是在小街里面不好找,出行走路有些远打车又不值.酒店还是很干净,服务不错,很舒适,性价比很好.', '短评打分': 3}
{'短评内容': '服务态度和被褥是感觉最好的！', '短评打分': 5}
{'短评内容': '。。', '短评打分': 5}
{'短评内容': '服务态度还是挺好的,附近的交通不错出行挺方便的,性价比还是挺高的.挺满意这家酒店的.', '短评打分': 3}
{'短评内容': '酒店的卫生和硬件条件都和不错，服务也挺好的，就是位置不行，他那个门口很不好叫车，他们又没有叫车服务，所以很不方便。', '短评打分': 1}
{'短评内容': '整体水平还是不错的，但是为什么所有的快捷酒店早餐都不怎么样？', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店的整体感觉不错的,价格又点高了其他的都还可以的', '短评打分': 5}
{'短评内容': '房间有点小,服务和环境很一般,价格也很高,位置也比较偏', '短评打分': 1}
{'短评内容': '他们就是配套的硬件方面稍微有点旧，其他的环境设施，服务卫生都非常不错，交通也很方便，价格适中。', '短评打分': 5}
{'短评内容': '酒店比较经济实惠.设施还比较新,服务卫生也还可以了.', '短评打分': 5}
{'短评内容': '连锁型酒店，经常住，因为是全国连锁，设施条件基本都差不多，干净整洁，价格也不贵', '短评打分': 5}
