{'短评内容': '位置去哪里都是几分钟车程', '短评打分': 5}
{'短评内容': '服务员的接待礼仪需提高，旁边的舟山渔村和1933不错。', '短评打分': 1}
{'短评内容': '   住房客吃早餐每位居然还要花88元，房间里的电视也不清楚..........', '短评打分': 1}
{'短评内容': '还不错，住的还舒服，离地铁走路要8分钟，应该算近的，不过需要问路，交叉口多。', '短评打分': 5}
{'短评内容': '前台接待态度不好,服务意识不好,问个问题就不耐烦', '短评打分': 3}
{'短评内容': '感觉不错!', '短评打分': 5}
{'短评内容': '位置不是很方便', '短评打分': 5}
{'短评内容': '我们已经住下了，非常好，特别是表扬门口的迎宾，他主动过来帮助我们拎行李，非常感谢。以前也住过，只是没有点评，这次就多说了一些。呵呵', '短评打分': 3}
{'短评内容': '我们已经住了!', '短评打分': 5}
{'短评内容': '酒店不算新，有这样的设施算ok，价格在现在的上海来说算不错了，要知道168也近400了，离公司超级近，是同事出差的首选酒店', '短评打分': 5}
{'短评内容': '已入住。酒店可以。', '短评打分': 5}
{'短评内容': '酒店有点陈旧，价格有点贵，而且打的困难。', '短评打分': 5}
{'短评内容': '宾馆卫生、服务、舒适度和性价比都非常满意，有安全感。', '短评打分': 5}
{'短评内容': '我们已到。谢谢！', '短评打分': 5}
{'短评内容': '性价比还是不错的，地段不算好。服务态度有待改进。', '短评打分': 3}
{'短评内容': '性价比还是不错的，地段不算好。服务态度有待改进。', '短评打分': 5}
{'短评内容': '去上海出差、旅游的首选地.交通方便，离外滩也很近', '短评打分': 5}
{'短评内容': '条件还不错，谢谢', '短评打分': 5}
{'短评内容': '房间太小,但还算干净,总体评价性价比太低!  ', '短评打分': 1}
{'短评内容': '房间很小,但还算干净.总体来说性价比不高.', '短评打分': 5}
{'短评内容': '酒店设施和服务都很不错，地理位置也比较方便，离地铁站10分钟路程！', '短评打分': 5}
{'短评内容': '设施好旧', '短评打分': 1}
{'短评内容': '绿地九龙宾馆，住进来比想象中要好。蛮舒适的。不错，就是不带早餐不合理呀，一般四星级的酒店标间都会带双早的。应该改进。\r\n', '短评打分': 5}
{'短评内容': '   该酒店标间客房太小了，连早餐都没的送。\r\n地毯很不干净........', '短评打分': 3}
{'短评内容': '还可以 在世博会期间 性价比还不错', '短评打分': 5}
{'短评内容': '总体不错', '短评打分': 5}
{'短评内容': '已经不是第一次入住九龙宾馆了，离办事的地方很近。晚上陪老外在1933边上逛逛，很体现老上海特色。这次，酒店爆满竟然升级到豪华景观房耶！房间很新，很漂亮，能看见外白渡桥，抬头还看见东方明珠！我的预算只能住标准房，真希望每次酒店都爆满让我升级！哈哈......', '短评打分': 3}
{'短评内容': '原来预订好了九龙宾馆，这几天看见点评很差，差一点想取消呢。不过还好比较懒，没有取消。住下来很不错，房间蛮大的。服务员打扫的时候很轻手轻脚的，也没有传说中的直接要求“不要告诉领导”呵呵。比起旁边的虹口世纪和半岛恒生那种7、8百的三星房间，我情愿住九龙的。住着舒服！走的时候门口的帅哥还笑眯眯的帮我搬东西，没有要小费嘛。下次，一定还住九龙！', '短评打分': 5}
{'短评内容': '我不是第一次住这里了，主要离公司总部近，所以只要有房间，都住这儿。但是次次让我失望呵。\r\n房门钥匙经常不好用！网速奇差，连QQ都打不开！一大早打扫员就叫你！你说不打扫她也叫你，她要说：领导问打没打扫，你就说打扫了哈！房间很小，住的高级商务房，近900一晚，房间也只够睡觉的！', '短评打分': 1}
{'短评内容': '  该酒店客房太小了，床上还有头发丝存留...............\r\n太不应该了......', '短评打分': 3}
{'短评内容': 'very goog hotel for the price', '短评打分': 3}
{'短评内容': '价钱贵  服务质量也就跟的上。 前台服务超级慢！！', '短评打分': 5}
{'短评内容': '傍晚入住时,房间未打扫.', '短评打分': 5}
{'短评内容': '停车困难，地下车库很小，而且没有电梯到大堂，必须从外面走。服务员没有一个是有笑容的，办理速度慢，还不能刷卡预付。房间设施陈旧，空调声音响，地毯肮脏。卫生洁具陈旧。\r\n标间价格588元，太贵，实际只值250元。\r\n', '短评打分': 1}
{'短评内容': '除了价格偏贵一点外，酒店位置和品质都还不错。', '短评打分': 3}
{'短评内容': '除了价格偏贵一点外，酒店位置和品质都不错。', '短评打分': 5}
{'短评内容': '刚入住的第一天前台很热情，上午就住进去了，交了3天的费，我定的是6天的房间一天是863元，第3天下午我去交费的时候发生了一些不愉快的事，一个女的可能是经理吧，她说我一定要退房了，因为我只交了3天的费，那时的那个表情真的不敢恭维，3部小电梯高峰时要等很久，有一点要特别注意的是如果是要上网的朋友，这个宾馆不合适，说是免费上网，那个网速根本不行我也问了多次，前台终是说上网的人多，我6天都上不了网，有时上', '短评打分': 5}
{'短评内容': '这家酒店开业有一段时间了，设施比较陈旧。\n但是房间很宽敞，感觉很好。\n前台太小，办个业务要等很久。\n酒店位置不错，离外滩很近。\n因为世博会的原因，上海的酒店价格都太高。', '短评打分': 5}
{'短评内容': '离公司超级近的一家酒店，基本有其他分公司的同事来上海出差都会选择在哪里，房间虽然有点小，不过走下来就是1933，外部环境还是不错的！', '短评打分': 1}
{'短评内容': '地点普通，价格很贵，房间设施勉比较老', '短评打分': 1}
{'短评内容': '酒店不错  值得推荐', '短评打分': 3}
{'短评内容': '酒店地理位置不错,乘车方便,酒店设施比较好,干净整洁,设施出现故障后积极处理,总体印象好!去世博也很方便.性价比很不错!!!', '短评打分': 5}
{'短评内容': '高考用，尚可', '短评打分': 5}
{'短评内容': '世博期间价格还可以！\r\n', '短评打分': 3}
{'短评内容': '干净，卫生，性价比还不错', '短评打分': 5}
{'短评内容': '是不错的酒店,只是价钱偏高点,可能是世博的关系吧', '短评打分': 5}
{'短评内容': '酒店位置适中，设施可以，但前台服务态度较差，结账时多算了顾客近20%的房费也没有一声道歉之语', '短评打分': 1}
{'短评内容': '酒店总体来说不错', '短评打分': 5}
{'短评内容': '酒店还算不错，但世博会期间因入住客人过多，早上吃饭的时候桌子上的餐具以及剩下的盘子都没有人收拾。', '短评打分': 5}
{'短评内容': '真是后悔相信了....', '短评打分': 3}
{'短评内容': '一般般', '短评打分': 1}
{'短评内容': '觉得宾馆房间环境很不错，很舒适，服务态度也不错，基本上还是很满意该酒店的，出行也比较方便，离市中心很近。', '短评打分': 3}
{'短评内容': '第一次入住九龙宾馆，听说房间是新装修过的，入住以后感觉非常舒适，而且价格也非常划算，宾馆旁边就是1933老场坊，环境很好。出行也比较方便，离外滩很近，去世博会也挺方便的，对宾馆的服务态度还是比较满意的。', '短评打分': 3}
{'短评内容': '酒店的设施比较完善，客房的性价比非常高，入住环境感觉很舒适。酒店周围的交通也很方便，比较靠近地铁，去世博会也非常方便。酒店房间的视野也很好。酒店工作人员的服务态度也很令人满意。下次仍旧会继续入住九龙宾馆。', '短评打分': 3}
{'短评内容': '这次帮朋友代订的房间，朋友入住感觉不错，服务蛮热情的，周边的环境还行，出行挺方便的，周边有一个1933的创意园区，里面还有吃饭和一些商店，可以去逛逛。下次有朋友需要，可以推荐的。', '短评打分': 5}
{'短评内容': '可以，下次继续', '短评打分': 5}
{'短评内容': '我住的房间是靠边上的,窗户很小,几乎可以小到忽略不计,晚上睡觉时整晚都能听到机器的声音,不知道是哪个地方发出的,唯一安慰的是房间设施和装潢不错,房间也大,所以以后希望酒店把这种房间做为特价房提供,或者在预定办理时事先告诉顾客', '短评打分': 5}
{'短评内容': '环境还行', '短评打分': 3}
{'短评内容': '环境  地理位置都想当不错。', '短评打分': 5}
{'短评内容': 'haixingba', '短评打分': 5}
{'短评内容': '我是第二次入住，感受很好，前台服务也好，下次还会再去。', '短评打分': 5}
{'短评内容': '因延長兩天要加付押金，前台凌晨一點多打上來房間追討押金，非常不恰當和沒禮貌。你們必須要向該賓館反影。', '短评打分': 5}
{'短评内容': '虽然为三星级的酒店，但是比较其他酒店都要好很多。特别喜欢，干净，设施都很好，在上海很难得这样的酒店。', '短评打分': 5}
{'短评内容': '春节期间入住，预订的房间意外的好！入住的日本客户大赞。前台接待小姐在登记客人证件时留意到当天碰巧是客人生日，便抬头微笑着用英文祝客人生日快乐，非常的真心和温馨，在此表示感谢！房间卫生、设施和套房的设计完全是四星以上的水准。建议门口社会车辆停靠可以稍加管理，下次还会推荐客人来这家酒店入住。', '短评打分': 5}
{'短评内容': '地理位置还不错，距离外滩和四川路，南京路都很近。服务质量还有待提高。', '短评打分': 5}
{'短评内容': '还算比较不错的酒店,里面的房间一半是新装修过的还是有一半没有装修就是新装修过的房间还是挺不错的设施也很好卫生和舒适度都不错但是没有装修过得房间就是显得比较陈旧了,酒店的位置也是挺好的,服务态度还行,早餐提供的不错,性价比还是很好的.我觉得的在上海来说还是比较不错的酒店.', '短评打分': 3}
{'短评内容': '新装修的房间性价比挺高的,老装修的不是很划算.', '短评打分': 3}
{'短评内容': '重新装修之后还是不错的，位置也不错，推荐！', '短评打分': 5}
{'短评内容': '比较一般,卫生不太好,设施也很旧,感觉挺一般的.', '短评打分': 3}
{'短评内容': '房间面积有些偏小，位置出行交通方便。价格合理适中房间的配置硬件设施也很达标，卫生服务也很好，整体来讲算是比较不错的酒店，值得推荐入住。', '短评打分': 5}
{'短评内容': '总体而言还可以', '短评打分': 5}
{'短评内容': '酒店房间比较小住着不舒服,周围交通还挺好比较便利,其它也就一般了', '短评打分': 5}
