{'短评内容': '还可以的酒店，京东价格便宜', '短评打分': 5}
{'短评内容': '服务不错，房间大且干净，性价比高！地段也不错，出行还算方便。', '短评打分': 5}
{'短评内容': '达不到5星标准，游泳池都没有，房间床也很小，电视机还是很老的款。三星还差不多。', '短评打分': 5}
{'短评内容': '很不错的酒店。商务大床的床很大很大，是我住过的国内酒店最大的大床。向东不远处有家乐福大卖场。向南东转弯有永和豆浆。购物吃饭都方便。下次还愿意住这里。', '短评打分': 5}
{'短评内容': '不错的酒店，就是价格有点贵，普通房间连早餐都没有。', '短评打分': 5}
{'短评内容': '很新的酒店,工作人员还算热心,附近店少,房价略显贵.', '短评打分': 5}
{'短评内容': '朝向街道的那一面不是大堂门,后面才是.临小街,不够安静.干净清爽,早餐少了点', '短评打分': 5}
{'短评内容': '酒店不错，地理位置也不错，房间很好，价格不算便宜，可以接受', '短评打分': 5}
{'短评内容': '酒店位置好，交通方便，设施较新，服务较好。但是早餐种类较少。', '短评打分': 5}
{'短评内容': '这个酒店的性价比还是很高的，屋子不大，但是床很好，如果拖鞋能够用再好点的，就更好了。', '短评打分': 5}
{'短评内容': '整体来说住着还可以，下次还会住。就是不知道用的消费券结帐时为什么没扣除', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '不错。酒店很新，服务和环境都很好，物有所值，下次还住这', '短评打分': 5}
{'短评内容': '酒店还是不错的，位置很好，就是早餐挺挺一般的。另外，电梯很慢，每次都要等很久。', '短评打分': 5}
{'短评内容': '装修 不错，挺干净\n房间 配套齐全\n交通 便利，\n房间 都有落地窗 很舒适', '短评打分': 5}
{'短评内容': 'clean and reasonable service.', '短评打分': 5}
{'短评内容': '环境还不错，地理位置较好，出行方便，性价比也还比较高！', '短评打分': 3}
{'短评内容': '酒店环境不错，帮同时出差定的，主要是离出差单位近，步行就到了', '短评打分': 5}
{'短评内容': '酒店环境和位置都不错。推荐给来武汉的朋友。', '短评打分': 5}
{'短评内容': '整体感觉酒店不错。房间和酒店的环境都很不错。', '短评打分': 5}
{'短评内容': '地点、设施都很不错，订的行政房，很大，只是电视柜显得老气，早该换成挂墙液晶屏了，卫生间略显狭小，没有浴缸。但实惠的价格可以弥补以上不足。下次还住。', '短评打分': 5}
{'短评内容': '装修不错，挺干净，房间内配套齐全，交通便利，房间都有落地窗 很舒适', '短评打分': 3}
{'短评内容': '位置、服务、设施都不错！闹中取静，下次还会订房。', '短评打分': 5}
{'短评内容': '香格里拉对面，位置很好，公共交通一般。房间干净整洁，客人较多，入住和退房有点慢。', '短评打分': 5}
{'短评内容': '酒店房间环境不错！就是不送早餐！总体感觉不值398的价格！', '短评打分': 5}
{'短评内容': '酒店总体上还不错，地点也好,服务员业务水平需要培训和经验积累', '短评打分': 5}
{'短评内容': '房间大，装修一般，大堂在内侧出入不是很方便，前台工作效率低。房间大，装修一般，大堂在内侧出入不是很方便，前台工作效率低。', '短评打分': 5}
{'短评内容': '总得来说对得起这个价格，毕竟在武汉市区。', '短评打分': 3}
{'短评内容': '帮公司人员开会预定的，大厅还是很有档次的，房间的话有点点小，不过还不错，干净、服务也不错！\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '帮公司人员开会预定的，大厅还是很有档次的，房间的话有点点小，不过还不错，干净、服务也不错！', '短评打分': 5}
{'短评内容': '房间设施不错,早餐有西式及中式,很合味口,性价比亦高', '短评打分': 3}
{'短评内容': '酒店比较新，还是不错的。以后出差还会考虑入住。', '短评打分': 5}
{'短评内容': '酒店设施不错，服务态度也好，房间装修及床品都比较新，但电视机比较差', '短评打分': 5}
{'短评内容': '据说很新,反正老公说以后去武汉就住这家了!交通吃饭都挺方便的!', '短评打分': 5}
{'短评内容': '\n设施挺新，服务一般，对得起四星，二楼餐厅不错！', '短评打分': 3}
{'短评内容': '离客户那进点，酒店的中餐厅还是不错的。其他方面就差强人意了。感觉很普通。结帐时还硬是说我房间消费了两份早餐，我明显就一个人住。而且早上起晚了也没吃早餐。可见管理方面还是存在问题', '短评打分': 1}
{'短评内容': '市中心繁华地带，到哪都方便，但也堵车，空调声音太响了，快赶上拖拉机了。。。。房间不大，装修一般，价格感觉稍高', '短评打分': 1}
{'短评内容': '性价比好,环境好,交通方便.位置较好,去周边较方便.', '短评打分': 5}
{'短评内容': '地点靠市中心，只是门面不是那么打眼，吃住都方便！', '短评打分': 5}
{'短评内容': '房间有点小，还算干净，没有早餐，价格如果在300以内，性价比就很高了', '短评打分': 1}
{'短评内容': '干净安静不错的酒店', '短评打分': 3}
{'短评内容': '很卫生，很干净，服务很到位，很舒适，停车场很方便', '短评打分': 5}
{'短评内容': '酒店装修不错，早餐一般，性价比不错，值得推荐。             ', '短评打分': 5}
{'短评内容': '酒店装修很新性价比也高！平安夜入住还有圣诞老人发糖果感觉很甜蜜！卫浴花洒水很给力好舒服！下次还会入住。', '短评打分': 3}
{'短评内容': '酒店装修不错，早餐一般，性价比不错，值得推荐。', '短评打分': 5}
{'短评内容': '房间很干净，设备很新，价格不贵，值得推荐', '短评打分': 3}
{'短评内容': '酒店设备不错，房间特大，冬天空调不错，下次还愿意住这里！', '短评打分': 3}
{'短评内容': '酒店新，价格也合适，早餐很棒又便宜，下次再来', '短评打分': 5}
{'短评内容': '酒店还不错，设施比较新，感觉比较舒服！！！！！！', '短评打分': 5}
{'短评内容': '酒店比较新 舒适 比纽啥酒店好多了 淋浴房有股烟臭味 不知道是水还是下水道问题', '短评打分': 3}
{'短评内容': '酒店服务不错，交通方便，去武汉国际购物广场只需10分钟车程.', '短评打分': 5}
{'短评内容': '满意服务', '短评打分': 3}
{'短评内容': '交通便利,入住的房间安静,设施较新.\n但有几点意见:1.大堂有公告,行政房送水果,我入往的房间是酒店最贵的,是不是应该送水果,为什么只有第三天才送?前两天的呢?\n           2.餐厅的服务很好,热情周到,总台的服务欠缺,早上七点去退房,一脸的不耐烦.\n           3.前一天问好的,酒店有这项服务.请酒店帮助预订七点十五分的出租车到火车站,退房时问前台,小手一挥,门口就有出租车,', '短评打分': 1}
{'短评内容': '酒店位子不错，服务意识、房间卫生细节和星级酒店差别还是很大，我们一进门时提着很多行李，门口的保安和穿蓝衣服还是黑衣服的管理人员硬是不帮我们一把，洗漱用品质地较差，楼层服务员服务比较快捷', '短评打分': 1}
{'短评内容': '酒店环境很好。地理位置方便。从建设大道走高架去机场很方便。', '短评打分': 5}
{'短评内容': '装修很新的酒店，我很喜欢，以后来武汉就选这里了…', '短评打分': 3}
{'短评内容': '订了多次了,卫生,环境都不错.好!下回还会订', '短评打分': 5}
{'短评内容': '订了多次了,卫生,环境都不错.这回又没房,所以给免费升了级.好!', '短评打分': 5}
{'短评内容': '酒店服务不错，卫生干净。地理位置也很好，去哪里都方便，', '短评打分': 5}
{'短评内容': '一把水果刀从第一天催到第二天才送到；浴帽太小；房间居然还有烟蒂。服务水平实在亟待提升。', '短评打分': 3}
{'短评内容': '酒店很新，房间也很不错，价格在同类酒店也不算太高，总体来说，性价比较高，下次会选择入住', '短评打分': 5}
{'短评内容': '价格比3个月前小涨了一点，卫生比之前弄的干净了。因为离公司近，所以还是第一首选', '短评打分': 5}
{'短评内容': '不错的酒店，服务不错，酒店房间也很干净。电视换液晶的就更好。因其他客人错按了我房间，前台为此专门电话致谦还送了水果，让人很觉贴心', '短评打分': 3}
{'短评内容': '酒店大堂很奇怪，其余的还成，也值这个价吧', '短评打分': 5}
{'短评内容': '订的行政大床房，但房间偏Xian', '短评打分': 3}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '设施很新，感觉不错，早餐48/位还能接受，不过我不到4岁的女儿也收20元有点不厚道，中餐也在里面吃的，分量太足了，菜盘超大，两个大人一个小孩，三菜一汤，吃饱了，菜只消耗不到1/4。', '短评打分': 5}
{'短评内容': '酒店很新，环境不错，交通方便，服务态度可以，只是上菜的速度有点慢，再改善一下那更好！', '短评打分': 5}
{'短评内容': '：尚可', '短评打分': 3}
{'短评内容': '住宿尚可，要是在这里吃饭，零点厅，非饿死你不行。那上菜速度，不是一般的慢，都让买单以后还没上齐呢，还强烈建议我打包回房间，把我雷的外焦里嫩的。后来一致商量，拿着兆瑞的门卡去隔壁酒店餐厅点餐估计会享受折扣，今晚试试看。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '         帮同事定的，离火车站近 方便。  酒店房间干净，服务态度好。 。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '地点合宜，交通方便。\n房间舒适，但没有浴盘，服务尚可。\n价位可以，早餐平价质量可。\n下次，还是会想住武汉兆瑞国际大酒店。\n附近可过早的小店很多，热干面真的很好吃，你到武汉一定要嚐嚐‧‧‧', '短评打分': 5}
{'短评内容': '性价比高，硬件设施很好，比一般四星级标准还要高一些，卫生不错，服务也不错。\n早餐比我想象中的好多了，特别是现做的牛肉面，那个香啊，简直无法形容。我错过早餐时间，服务员后来还帮我送到房间里来了。\n下次去武汉，还会选择住这里的。', '短评打分': 5}
{'短评内容': '不错的新酒店！ 行政房很舒服，干净，服务员也有礼貌， 已经向周围的朋友推荐。 下回还订。就是大门在背后，第一次去，差点找不到入口', '短评打分': 5}
{'短评内容': '是一家不错的酒店，价格适中，设备新，卫生条件好，服务态度好，只是厕所太小，大门开在后方，不容易找到。', '短评打分': 5}
{'短评内容': '交通方便，客房宽敞大气，就在香格里拉对面', '短评打分': 5}
{'短评内容': '房间很大，好。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '第一次住，感觉还可以，就是附属的设施一般。当时就在这个酒店和别的酒店选择，最后是因为交通方便一点所以就选了。', '短评打分': 5}
{'短评内容': '很好，，，，，，，，，，，，，，，，，，', '短评打分': 5}
{'短评内容': '交通方便，客房宽敞大气，就是员工比较稚嫩了点，呵呵！', '短评打分': 5}
{'短评内容': '五星级酒店电视机是老款的大显像管的。很不协调。房间整体装修让人感觉很押韵。房间面积小。不推荐', '短评打分': 1}
{'短评内容': '性价比高！，。！t七，，，，，，，，，安静无打扰', '短评打分': 5}
{'短评内容': '房间挺大的，但卫生不合格。退房时遇见丧事，家属竟然在大堂前台放遗照，我那个吓的啊', '短评打分': 1}
{'短评内容': '还不错，就在香格里拉对面，挺方面，房间也干净。', '短评打分': 5}
{'短评内容': '没啥特点，在汉口同配置酒店性价比算好的，', '短评打分': 5}
{'短评内容': '物超所值，服务精准，安全可靠，环境优雅，办事方便！', '短评打分': 5}
{'短评内容': '在武汉来说，性价比比较高，交通也比较方便。', '短评打分': 5}
{'短评内容': '干净舒适，靠街的房间早上有点吵。价格适中，服务热情。', '短评打分': 5}
{'短评内容': '地理位置好，服务好。性价比高,下次会再住', '短评打分': 5}
{'短评内容': '雖然入住的是豪華間，但是和普通間沒有什麽區別，房間很小。', '短评打分': 1}
{'短评内容': '酒店比较新，房间干净，早餐品种不多，服务很好。', '短评打分': 5}
{'短评内容': '房间还不错性价比算还行的，就是服务弱点，上次订在前台说查不到订单，半天才找出来', '短评打分': 5}
{'短评内容': '早餐品种都是当地的，旅行团人太多，周围环境还行', '短评打分': 5}
{'短评内容': '环境不错 交通便利 周边也还可以。\n房间设施不错，新开的酒店', '短评打分': 5}
{'短评内容': '400多的酒店 電視是老款的25吋 有點背具 要晚2點半退房也不行 \n實在沒這水準', '短评打分': 1}
{'短评内容': '酒店比较干净，房间比较舒适，早餐还可以，大堂小了点，总体还算可以。', '短评打分': 5}
{'短评内容': '比较新的酒店,大概介于准四星的标准,在武汉香格里拉的马路对面。', '短评打分': 5}
{'短评内容': '就是挨着香格里拉酒店，酒店一般，我住的房间桌子上全是土。好像很久没有人住过了，酒店有上门按摩！哈', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '环境还行，比较方便，而且安静，下次可能再次入主', '短评打分': 5}
{'短评内容': '装修很新，设备不错，值得推荐，比其他5星级酒店舒服', '短评打分': 5}
{'短评内容': '入住后经询问被告知所有房间都没有保险箱，以酒店的设施缺少这项服务很难让人理解。天热需要冷饮，却没小冰柜，后来换高了楼层才有，要求送几包袋糖，也被告知非高楼层入住客人不免费，不过结账的时候并未收费，真是非常奇怪的酒店。洗漱用品也没第一次入住的时候漂亮了，而且我很喜欢那个香味的，可惜换了。希望越换越好，不要越换越差哈！有机会还是会入住的，环境不错', '短评打分': 5}
{'短评内容': '酒店总的还可以，交通也方便。但我刚好入住的1013号房不怎么好。卫生间一直很臭。淋浴的水也不够热。', '短评打分': 5}
{'短评内容': '服务和环境都不错，比较新！只是设施能算4星标准，不过价格也只在这里。强力推荐！', '短评打分': 5}
{'短评内容': '房不错', '短评打分': 3}
{'短评内容': '性价比很高的酒店，值得推荐，性价比很高的酒店，值得推荐', '短评打分': 5}
{'短评内容': '不错的酒店，性价比高。早餐不错，房间设施可以', '短评打分': 5}
{'短评内容': '新，房间大，山寨四星，所以性价比算蛮高的，推荐入住。', '短评打分': 5}
{'短评内容': '还是入住的这家酒店，还是原来的感觉，总体上还行，要是价钱再低50就物有所值了', '短评打分': 5}
{'短评内容': '地处闹事，但是找起来很麻烦，出租车司机居然不知道，估计才开业不久.', '短评打分': 1}
{'短评内容': '经常住这个地方 很好 环境比较舒适 周围比较安静', '短评打分': 5}
{'短评内容': '还是这家店，住惯了，总体评价还是两个字，方便，请注意入住时需要住双号房间，另外一边有风机生意，嗡嗡的。除此之外，还有如果价格再下调50元就真的是物有所值。', '短评打分': 5}
{'短评内容': '武汉兆瑞酒店舒适，卫生，性价比高', '短评打分': 3}
{'短评内容': '还是住这家酒店，因为感觉一致不错，价格上如果再能降低50块左右就真的是物有所值了，不过总体值得推荐', '短评打分': 5}
{'短评内容': '还不错，就是没有早餐还不错，就是没有早餐还不错，就是没有早餐还不错，就是没有早餐', '短评打分': 5}
{'短评内容': '房间里没有保险箱。另外，淋浴的水的流量太小了，洗起来很是费劲。其他的还算是可以吧。', '短评打分': 1}
{'短评内容': '性价比不错，附近吃喝也算方便，地段也不错，就是附近交通比较拥堵，不过武汉都这样\n房间挺好', '短评打分': 5}
{'短评内容': '酒店位置比较好，但服务很差，没有服务生。酒店的大门在后面，从两侧进入，如果你不是开车来的，保安（看门的）是不会为你升起栏杆的。房间的设施很差、很粗糙，保险锁不好用。该酒店没有无烟房，一进房间，烟味能熏倒人。房间清扫不干净，还有上位客人留下的大量头发、棉签。尤其吃早餐的时候，麦片中竟然有小飞虫，服务员说是不小心落进去的，呵呵，骗小孩呢，大冬天哪里有飞虫啊。下次不住啦', '短评打分': 1}
{'短评内容': '该酒店处于闹市区，方便在汉口办事，交通方便，酒店还算新，服务也可以，但是标4星可能有些高，设施与4星，以及价格和酒店设施还是有些差别。无论如何还是值得推荐', '短评打分': 5}
{'短评内容': 'New hotel, clean. eLong price excludes breakfast, too bad.', '短评打分': 5}
{'短评内容': '酒店服务员态度挺好的，设施装修都不错，临街就是香格里拉。', '短评打分': 3}
{'短评内容': '新开的设施新，房间还不错，反正价格也便宜，不错值得一去！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '饭店非常好，下次还会入住。早餐非常好，服务也非常好，值得推荐 \n', '短评打分': 5}
{'短评内容': '基本硬件设施还可以，就是软件方面的服务还是没有太完善，酒店的大堂也不是很明显，本身地理位置还可以但是找不是太好找。价格还是偏高了。', '短评打分': 3}
{'短评内容': '新酒店。。设施还不错。。但房间不大。。装修味道倒不大。。\n结账速度慢。。超过五分钟啦。。\n', '短评打分': 5}
{'短评内容': '位置很好,对面就是香格里拉,交通很便利,出行不受影响,', '短评打分': 5}
{'短评内容': '出行交通挺方便，房间装修也很新很干净，价格还是偏贵些，房间还是有些小。', '短评打分': 1}
{'短评内容': '就近选择，位置好些，其它室内条件也还算不错，整体来讲比较好.', '短评打分': 5}
{'短评内容': '早餐很丰富,而且房音隔音效果也非常好,晚上休息很好,不被打扰,其它各方面都好,很到位.', '短评打分': 5}
{'短评内容': '客房设施很新,显得比较高档一些,而且浴室都是整套的卫浴设施很齐备,这方面确认做得非常好.', '短评打分': 5}
{'短评内容': '环境很好,里面的装饰很好.住着感觉很高档,而且卫生条件也不错,整体来主讲非常好.', '短评打分': 5}
{'短评内容': '房间的卫生设施还可以比较新的酒店，地理位置还比较好找，价格差不多。', '短评打分': 5}
{'短评内容': '酒店提供的早餐种类不是很多,不过位置相当好,对面是香格里接,背后是儿童医院,交通出行很便利.', '短评打分': 5}
{'短评内容': '1.房间家具掉漆\n2.大堂很小,走廊过道狭窄\n3.酒店正门面对居民区,在别人酒店后门的位置...\n4.房间内没有保险箱\n5.房间地毯显脏\n6.酒店浴室空间狭小,并且没有浴缸[豪华间]\n7.房间内网线过短,上网很别扭\n8.房间没有备用毯,打电话去前台,前台回复说酒店没有备用毯\n', '短评打分': 1}
{'短评内容': '没有免费指甲剪提供  洗手间电吹风插座无法使用   房间没有手抽纸巾  其它过得去吧', '短评打分': 3}
{'短评内容': 'Personnel needs more training. Locstion is not good. Deluxe rooms are crowded but the stones in the public areas are very nice. Elevators are slow and not working properly.', '短评打分': 1}
