{'短评内容': '还可以，不过北京很干。。', '短评打分': 5}
{'短评内容': '中规中矩的酒店，性价比不错，所以接着再住一天。', '短评打分': 5}
{'短评内容': '中规中矩的酒店，性价比不错，二楼中餐厅的香干很好吃。', '短评打分': 5}
{'短评内容': '服务人员很到位，环境好，房间特安静。很好很好，下次还会选择该酒店。', '短评打分': 5}
{'短评内容': '酒店总体硬件不行 有点老了 没办法啊', '短评打分': 3}
{'短评内容': '环境一流服务到位', '短评打分': 5}
{'短评内容': '非常好，一直信赖她', '短评打分': 5}
{'短评内容': '酒店周边环境不错，而且可以看到鸟巢，很漂亮。酒店前台非常热情，服务周到。只是确实房间有点小，不像四星酒店，设施很多老化，不过可以理解，毕竟是老酒店了。出行的话不是很方便，离地铁站优点远。', '短评打分': 5}
{'短评内容': 'The hotel was clean and comfortable quiet, sound insulation effect is good, the service is also very good, Ctrip.', '短评打分': 5}
{'短评内容': '服务好', '短评打分': 4}
{'短评内容': '帮朋友定的，但是这个区域，这家应该是性价比不错的', '短评打分': 5}
{'短评内容': '房间价格还比较优惠，酒店位置很好，就是每次去住的房型都不规则。', '短评打分': 5}
{'短评内容': '酒店还行，窗户外面就是鸟巢，只是服务员心夠黑的，一碗方便面5元，服务费居然要收30元，还不让签单，一般五星酒店不是都是加收15%的服务费吗?看来这家酒店不一般呀!!!', '短评打分': 3}
{'短评内容': '非常不错 各方面基本符合5星\n特别是展会的首选 地理位置 ', '短评打分': 5}
{'短评内容': '服务较好，环境也不错，只是夏季屋里蚊子不少。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店位置很好，适合商务及旅游。周边饭店云集。只是大堂服务水平有待提高', '短评打分': 5}
{'短评内容': '很干净，舒服，是个不错的地方、、、、、、、、、、、、、、、、、、', '短评打分': 5}
{'短评内容': '服务总体不错，地毯及沙发旧了点，离鸟巢是真近哪', '短评打分': 3}
{'短评内容': '地理位置靠近鸟巢，硬件设施不错，但餐饮及服务太差。', '短评打分': 5}
{'短评内容': '酒店不错，前台态度和蔼，开窗就能看到鸟巢，是去看奥运公园最方便的酒店', '短评打分': 5}
{'短评内容': '酒店位置非常好，与鸟巢一墙之隔，服务不错，价格适中，推荐入住。。。', '短评打分': 5}
{'短评内容': '酒店位置非常好，临近鸟巢水立方，客房收费也比较适中，比较有档次感', '短评打分': 5}
{'短评内容': '没有想像的那么好，毛巾硬，居然没有单独淋浴，前台接待的小姑娘还不错，非常 热情，', '短评打分': 5}
{'短评内容': '离鸟巢超近，环境好，很安静，有送餐服务，但食品种类少，价额偏贵，服务一般。适合商务人士，如果是一般性旅游就不推荐了。', '短评打分': 5}
{'短评内容': '不错的酒店，位置挺方便的，服务业不错，挺干净的\n\n', '短评打分': 5}
{'短评内容': '如果要是去鸟巢，那住这儿很好。房间较小，前台服务一般（刚开始态度还是不错的，可能个人吧。涉及到费用时就态度不好）。因用了收费茶叶的，只在收费项目中看到只收20元，可前台收了38元，让他们找收费项目标示时却找不到，又说我的房间没有那种20元的。', '短评打分': 5}
{'短评内容': '刚入住，非常满意', '短评打分': 3}
{'短评内容': '感觉一般，跟附近其它几家酒店比起来实在差很多，朋友们去别的酒店吧', '短评打分': 1}
{'短评内容': '离鸟巢非常近。环境不错，室内干净、整洁！下次去鸟巢看演唱会还会选择这个酒店。', '短评打分': 5}
{'短评内容': '服务态度很好！房间也不错！很好！离鸟巢很近！', '短评打分': 3}
{'短评内容': '酒店房间显得不新', '短评打分': 3}
{'短评内容': '办理入住和打扫房间的时间好像控制的不是很好，客人预约的时间都过了，还得等很久。好在还安排到房间了', '短评打分': 5}
{'短评内容': '，还好就是房间小了点。', '短评打分': 3}
{'短评内容': '有些沉旧', '短评打分': 3}
{'短评内容': '很不错的的五星酒店，虽离市区远一点，但服务和质量到位。', '短评打分': 5}
{'短评内容': '五星级酒店很不错的,服务质量到位，下次再入住. ', '短评打分': 5}
{'短评内容': '很不错的五星级酒店,刚好在附近办事,挺方便,下次再入住.', '短评打分': 5}
{'短评内容': '酒店地理位置好，服务很好，办理手续很快，房间也很温馨，干净，装修也有特色。下次来还住这里', '短评打分': 5}
{'短评内容': '以前住过，交通方便，房间也还不错。如果有早餐就更好了', '短评打分': 5}
{'短评内容': '以前住过，交通方便，房间也还不错。下次还会住的。如果有早餐就更好了', '短评打分': 5}
{'短评内容': '房价偏贵,房间设施一般.屋内连提鞋器都没有,房间里吃喝也贵.', '短评打分': 1}
{'短评内容': '位置比较优越，离间条件较好，较理想之选。', '短评打分': 5}
{'短评内容': '第二次入住，还是一如既往的好，价格同等里很适中', '短评打分': 5}
{'短评内容': '环境好，位置更好，价格合理。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '定的是商务套房，特别好，非常喜欢。有机会还会再去，看得到鸟巢', '短评打分': 5}
{'短评内容': '都还好！离鸟巢近得不是一般。交通也非常方便。不过服务态度不咋样。', '短评打分': 5}
{'短评内容': '该酒店的整体状况不错，位置也很好~只是床有点软', '短评打分': 5}
{'短评内容': '价位还可以，房间一般。服务很好，吃得自助餐有点贵。', '短评打分': 5}
{'短评内容': '不错的酒店，位置和服务都不错，下次出差还订这家酒店。\n不错的酒店，位置和服务都不错，下次出差还订这家酒店。', '短评打分': 5}
{'短评内容': '吃饭很方便，各方面都还不错，这次是给朋友定的房，朋友住的是单人间，朋友说那单人间的床实在太硬了，一晚上都没睡好觉。', '短评打分': 5}
{'短评内容': 'This hotel is nice. Room is comfatable, very clsoe to National Stadium. Hope to stay here once again next time in Peking.', '短评打分': 5}
{'短评内容': '开会期间选择入住的这家酒店，里鸟巢很近，设施也是4星的标准，房间面积和布局也很好。前台人手不够，等了10分钟，加上北京交通不好。差点误了飞机。', '短评打分': 5}
{'短评内容': '环境很好，景观很好', '短评打分': 3}
{'短评内容': '四星的硬件三星的管理，总体来说酒店还可以，就是性价比还是差点！', '短评打分': 3}
{'短评内容': '房间小了点其他还好', '短评打分': 3}
{'短评内容': '环境很好，下次还会考虑！', '短评打分': 3}
{'短评内容': '不錯的酒店，位置好，方便，行政房很舒適，就是二樓的餐廳服務不及時。不過周邊有很多的餐飲，不必非在酒店裏吃了', '短评打分': 5}
{'短评内容': '酒店就在鸟巢旁边，房间条件不错，比较舒适，周边饭馆选择也很多', '短评打分': 5}
{'短评内容': '位置优越，交通好，环境较好，用餐有待提高', '短评打分': 5}
{'短评内容': '地理位置优越，环境较好，跟五星相比稍有差距。', '短评打分': 5}
{'短评内容': '住宿环境较理想，服务也还可以，房间卫生间内面盘质量不过关，如果稍用力压可能往下掉。', '短评打分': 5}
{'短评内容': '地理位置不错，靠近水立方，酒店店设施挺好，新酒店，服务也不错。交通方便，周围娱乐场所比较多，吃饭也很方便。 \n', '短评打分': 5}
{'短评内容': '帮老外定的，每次都推荐这个地方，交通方便，风景好！', '短评打分': 5}
{'短评内容': '位置非常好！交通方便！景色真好！！！！！！！！！！', '短评打分': 5}
{'短评内容': '酒店房间还可以，离鸟巢很近，下次还住这里。', '短评打分': 3}
{'短评内容': '地理位置不错，靠近水立方，酒店店设施挺好，新酒店，服务也不错。交通方便，周围娱乐场所比较多，吃饭也很方便。', '短评打分': 5}
{'短评内容': '位置不错，去鸟巢方便', '短评打分': 3}
{'短评内容': '9月1号入住了4晚的商务套房，感觉房间还是蛮好的，但是按装修来看觉得评不上五星级。而且房间送的那些茶叶还是那些小宾馆用的纸袋的那种，感觉小气。另外房间的地毯打扫得不是很干净，地毯上有很多毛发。总体来说还是间不错的酒店，希望可以在细节上加强下。', '短评打分': 5}
{'短评内容': '自从奥运会之前就开始入住,但是感觉服务在下降,就象房间的装修随着时间在变的没有吸引力.周围吃早饭很不方便,前台结帐要等一段时间,即便RECEPTION已经速度很快,明显感觉RECEPTION人少.', '短评打分': 5}
{'短评内容': '非常喜欢，每次都住这里！位于奥运村，与鸟巢隔岸相望，装修典雅，很安静。尤其一层餐厅湖北菜非常地道。           强力推荐', '短评打分': 5}
{'短评内容': '就在鸟巢旁边哦，感觉很不错，服务员前台态度都好，算很超值了', '短评打分': 3}
{'短评内容': '装修太陈旧,住了很后悔!', '短评打分': 3}
{'短评内容': '酒店服务不错，价格适中，就是前台的接待个别人可能是新手或实习生，业务不熟练，一个登记要10-15分钟，有点慢。不过地理位置不错，还可再来。', '短评打分': 5}
{'短评内容': '服务很好，还有免费车位，就是作为五星级没有游泳池很遗憾。', '短评打分': 3}
{'短评内容': '离鸟巢很近，环境不错。还会来住。希望价格还能更合适', '短评打分': 5}
{'短评内容': '很喜欢到这里住，有品味，安静，在鸟巢旁边，外部环境也非常好，价格合理。楼下的红蕃茄餐厅非常正宗。', '短评打分': 5}
{'短评内容': '房间不错，卫生干净，就是太贵了，吃饭很方便，酒店里就有餐厅，出门打车也方便，去鸟巢更方便，走路就能到，不错的酒店', '短评打分': 5}
{'短评内容': '位置好，俯视鸟巢。早上就能在鸟巢附近锻炼，有国家对运动员得感觉。', '短评打分': 5}
{'短评内容': '性价比很高，下次肯定还会去住，尤其是套房。已经向很多朋友推荐', '短评打分': 5}
{'短评内容': '一直在这家酒店入住，位置很好，房间里就能看到鸟巢，水立方。', '短评打分': 5}
{'短评内容': '客人住着舒服，每次都订这家酒店，服务好价格相对不贵。', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '很舒适，环境好，服务热情，设施齐全，所以会推荐', '短评打分': 5}
{'短评内容': '管理不善，到处是否尘土！', '短评打分': 3}
{'短评内容': '距离鸟巢、水立方很近，交通环境很好，值得推荐！', '短评打分': 5}
{'短评内容': '环境不错，离鸟巢很近，到奥运公园很方便。', '短评打分': 5}
{'短评内容': '硬件一般服务不错的酒店', '短评打分': 3}
{'短评内容': '环境不错，安静，在鸟巢旁边。酒店服务也很好，应该是4星级标准吧。房间很干净，设施也很新。唯一不方便的就是周边设施不够，如果不在酒店内的餐厅吃，找个地方吃饭都比较难。', '短评打分': 5}
{'短评内容': '该酒店地理位置好,服务态度好,价格也较合理,会向朋友推荐这家酒店.', '短评打分': 5}
{'短评内容': '具有独特的风格！舒适！干净！物廉价美！人性化', '短评打分': 5}
{'短评内容': '我很喜欢到这里住，有品味，安静，在鸟巢傍边，外部环境也非常好，价格合理。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '设施不错、服务比较到位。离鸟巢近，周边环境不错', '短评打分': 5}
{'短评内容': '酒店的大床房没保障', '短评打分': 3}
{'短评内容': '交通方便。就是大堂有些小。自助餐价格便宜。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '不错。', '短评打分': 3}
{'短评内容': '旧店新翻，房间很小，浴室仅够转个身 \n价钱不合理的高，不值得。\n唯一的优点是离鸟巢和水立方近些', '短评打分': 1}
{'短评内容': '一般吧.跟5星差点,也就4星水平吧...................................', '短评打分': 1}
{'短评内容': '挺好的 如果是为了看鸟巢和水立方住这就最合适了', '短评打分': 5}
{'短评内容': '  满意', '短评打分': 3}
{'短评内容': ' 位置好，服务不错。满意。', '短评打分': 3}
{'短评内容': '紧临鸟巢，环境很好，商务套房性价比极高，下次还来', '短评打分': 3}
{'短评内容': '太一般了', '短评打分': 3}
{'短评内容': '交通方便，位置好，办事方便，不错，下次还会再来', '短评打分': 5}
{'短评内容': '酒店地里位置很好,离鸟巢很近,但是,现在没有空调,晚上睡觉很冷。周围很吵。', '短评打分': 3}
{'短评内容': '.环境,卫生都不错,赞一个!', '短评打分': 3}
{'短评内容': '酒店位置不错，交通也方便，下次还会来的。', '短评打分': 5}
{'短评内容': '酒店不错，房间很大', '短评打分': 3}
{'短评内容': '十好', '短评打分': 3}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '酒店是澳元期间建的，但维护的不怎么好，很遗憾，细节上也比较粗糙，很可惜。但房间很大。', '短评打分': 5}
{'短评内容': '服务好', '短评打分': 3}
{'短评内容': '酒店条件不错，离奥运鸟巢非常近，可以选择观景房间。', '短评打分': 5}
{'短评内容': '房间的性价比不是很好，价格有些贵，房间还不是很大，并且单人床小，还没有早餐，除了位置好以外，其他都一般', '短评打分': 1}
{'短评内容': '在房间即可看到鸟巢及水立方，环境及设施均满意，下次还会入住。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '感觉这家酒店很好，相当干净，睡的很舒服。就是冷天时室内依靠空调升温太慢了。特别是朝西侧的房间。', '短评打分': 5}
{'短评内容': '位置还是不错，就是门口让出租车把我的车给撞了。', '短评打分': 5}
{'短评内容': '很好的', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '离鸟巢很近,去国家会议中心开会非常方便,商务出差住不错', '短评打分': 5}
{'短评内容': '注重细节', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '感觉条件一般，房间很小，总之感觉不像一家5星级酒店。。。。', '短评打分': 1}
{'短评内容': '相比较附近的五洲皇冠假日，这个酒店在性价比方面是非常合适的，离开鸟巢近在咫尺，也是一大便利之处。', '短评打分': 5}
{'短评内容': '还不错， 离鸟巢很近，这次回国选的这里， 因为离朋友工作的地方也很近，很方便。', '短评打分': 5}
{'短评内容': '整体很满意，房价干净，空调适中，离我要去的国家会议中心也不远。价格在这个位置算是比较实惠的。', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '地理位置很好，离鸟巢和水立方很近，酒店很新，设施不错，外观也很赞', '短评打分': 5}
{'短评内容': '位置不错，比较方便.我经常去这家酒店，我不是托啊\n', '短评打分': 5}
{'短评内容': '位处鸟巢旁的高级酒店，虽然离地铁有距离但整体来说是个优良的酒店', '短评打分': 5}
{'短评内容': '我们每次结婚纪念日都来这里。\n打扫卫生太不彻底，这次我对这个饭店非常失望了。\n', '短评打分': 1}
{'短评内容': '很不错', '短评打分': 3}
{'短评内容': '整体环境不错的，和鸟巢超近~房间设施什么都比较新，暖气实在太足了~', '短评打分': 5}
{'短评内容': '很干净很整洁 服务很到位 都很友好很客气～', '短评打分': 5}
{'短评内容': '环境不错，空调太足了，干得厉害，狂喝3瓶水也没用。\n价格有些贵了，而且不带早餐。\n商务需要还可以住，否则性价比不高。', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '地理位置很不错，是距离鸟巢最近的酒店。所以嘛，价格那个high哦。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '+入住', '短评打分': 5}
{'短评内容': '大堂比较气派, 房间只能看到一点鸟巢。吃了个烧烤自助餐，感觉一般，连羊肉都没有，而且扎啤不新鲜，有酸味了，反正价钱也不贵，只有58块。刚入住，还没有看到早餐', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '+环境一般,价格偏高.', '短评打分': 5}
{'短评内容': '+房间不错', '短评打分': 5}
{'短评内容': '离鸟巢很近，位置很好。\r\n早餐也还不错，性价比还不错。\r\n', '短评打分': 5}
{'短评内容': '还可以，房间洗手间就是小了点，应该配上早餐会方便点。', '短评打分': 3}
{'短评内容': '+我已多次入住北京凯迪克格兰云天大酒店，这个酒店地理条件好，服务配套不错，是旅游度假的理想住所。', '短评打分': 5}
{'短评内容': '感觉很好.', '短评打分': 5}
{'短评内容': '还可以！可能是网上预订的原因 酒店给的房间都是朝向不大好或噪音比较大 ', '短评打分': 5}
{'短评内容': '很不错的一家酒店，各方面都很不错，靠近鸟巢，许多房间可以看到鸟巢和奥林匹克公园，环境优美。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '性价比非常好&#183;&#183;&#183;加入会员第一次入住还可以把房间升级&#183;&#183;值得', '短评打分': 5}
{'短评内容': '经常入住，感觉很好，交通便利，服务到位，房间比较宽敞。', '短评打分': 5}
{'短评内容': '在经历了最初的不愉快后，接下来是一段比较愉快的经历。这家酒店的跟踪服务很好，很快他们的经理就来电致谦，同时在接下来的几天中也经常来电话询问对酒店服务的感受。总之，感觉这家酒店还是比较注重信誉和顾客的意见的，希望他们保持这种良好的传统，只要认真听取客户的意见，相信他们今后得到的会是更多的好评，而不是不抱怨。', '短评打分': 3}
{'短评内容': '酒店还不错，算干净的。但是价格有点贵，而且酒店里没什么好吃的地方，早餐很惨淡。', '短评打分': 3}
{'短评内容': '位置不错哦，鸟巢东门。但是房间的空调真的有点动力不足，起码要半个小时才能感觉到冷。呵呵。', '短评打分': 3}
{'短评内容': '重新装修的酒店，不错的说。但是房间面积太小了。', '短评打分': 5}
{'短评内容': '刚刚入住这个酒店,但是不到两个小时体会到服务太差,我人住的是行政房,房间内的介绍上说可以在行政酒廊提供免费的自助早餐和下午茶,晚间鸡尾酒等,但是行政酒廊的服务生说早餐已经改在一楼大堂,下午茶为自费,晚间鸡尾酒取消,等于全盘否定自己制定的标准,另外房间中除很小的便笺外,没有提供纸,笔等(但是有文件薄,里面留有纸,笔的位置,只是这些位置都是空的),我电话给前台,他们说通知客房部给送来,但是快两个小时过', '短评打分': 1}
{'短评内容': '离鸟巢最近的酒店，设施不错，就是附近特色饭店少，酒店内餐厅关门后，吃饭不太方便。', '短评打分': 5}
{'短评内容': '地理位置不错，别的还行，吃饭得等很久，21楼都有点吵', '短评打分': 5}
{'短评内容': '我是为公司日本客户订的，他们原来也一直住这个酒店，挺满意的。下次来应该还会住这里。', '短评打分': 5}
{'短评内容': '酒店环境不错.可以直接看到鸟巢,很适合第一次来京的朋友，其他的也基本满意。', '短评打分': 5}
{'短评内容': '房间舒适，环境幽雅，服务人员热情周到，交通便利。', '短评打分': 5}
{'短评内容': '酒店很好，价格也不贵，服务也比较周到，紧邻鸟巢，风景很好', '短评打分': 3}
{'短评内容': '这个酒店环境不错.基本满意', '短评打分': 3}
{'短评内容': '酒店环境不错.停车不太方便', '短评打分': 5}
{'短评内容': '位置不错，可以直接看到鸟巢。', '短评打分': 5}
{'短评内容': '  安静 交通便利', '短评打分': 5}
{'短评内容': '＋很好', '短评打分': 5}
{'短评内容': '酒店设施不错，房间很舒适，美中不足的是离市中心远了些', '短评打分': 3}
{'短评内容': '经常推荐朋友入住，性价比很好.交通便利。就是周围环境有些乱。', '短评打分': 5}
{'短评内容': '性价比很好，酒店很现代化，美中不足的是，被子感觉太厚了', '短评打分': 3}
{'短评内容': '酒店设施很好，去奥运场馆很方便，用餐有点贵', '短评打分': 5}
{'短评内容': '酒点服务很好，这次住的也是22层，服务员还是哪个叫曹闯的，服务态度一直很好，望领导给予表扬', '短评打分': 3}
{'短评内容': '房间很好很舒服，就是前台结帐有点慢希望改进', '短评打分': 5}
{'短评内容': '适合招待', '短评打分': 5}
{'短评内容': '本来预定的标准间，却说只有大床房了，哎，换来换去的还要再加￥100每晚……', '短评打分': 5}
{'短评内容': 'very good', '短评打分': 5}
{'短评内容': '酒店很好，住的蛮舒服。住的期间，恰有同行的家人生日，酒店主动送了一个蛋糕，精致可口，很惊喜。', '短评打分': 5}
{'短评内容': '楼层服务员服务很好，尤其是一个叫曹闯的服务员，服务很热情，也很周到，很细心', '短评打分': 5}
{'短评内容': '位置很好！', '短评打分': 5}
{'短评内容': '很好的酒店', '短评打分': 5}
{'短评内容': '特别是位置非常好，旅游的话很近，价格有些贵！', '短评打分': 3}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '还会在来住的', '短评打分': 5}
{'短评内容': '距离鸟巢、水立方、非常近，环境不错', '短评打分': 5}
{'短评内容': '靠近鸟巢的酒店，我们的入住的房间从窗户那可以瞥到鸟巢的一角。酒店外面在施工，有点吵。离店的时候服务员忘记开发票了，后来记起来打电话回去要求他们邮寄居然不给，说一个月内到酒店前台来拿发票都有效，如果客人离店已经坐飞机回到家才想起来，是不是也要专程再坐飞机回来拿发票呢？', '短评打分': 5}
{'短评内容': '还不错，就是电梯不方便~', '短评打分': 5}
{'短评内容': '房间不错，干净，高档。', '短评打分': 5}
{'短评内容': '房间整洁、干净，入住时前台告知房间没有清洁完毕，需等待30分钟，实际上房间已清理干净，是可以马上入住的，不知是什么原因？？？', '短评打分': 1}
{'短评内容': '房间有些小', '短评打分': 5}
{'短评内容': '很好的位置，就在鸟巢旁边100米，同样价位要是运气好有观景房。。。\r\n酒店服务员服务很热情。\r\n往北吃饭的地方不少。。。', '短评打分': 5}
{'短评内容': '鸟巢50米，太方便了', '短评打分': 3}
{'短评内容': '很难想象在北京还有管理这样差的5星酒店.\r\n1.入住(奥运观景房,1300元/天),发现地毯很脏,一块块的污渍.浴室玻璃门只能开45度角,只能侧身进出.\r\n2.半夜1点,电话爆响,问要不要按摩服务!!!\r\n3.早餐时，服务员态度很差,倒来的咖啡洒在碟子里到处都是,还没有汤匙.桌上放的牛奶居然是&quot;公用的&quot;,如此5星酒店实在令我诧异!\r\n这是我入住的最烂的五星酒店,强烈不推荐.', '短评打分': 1}
{'短评内容': 'h还好吧', '短评打分': 5}
{'短评内容': '住在鸟巢边，才充分感受大都市的氛围。', '短评打分': 3}
{'短评内容': '有北京的大气！', '短评打分': 3}
{'短评内容': '位置很好，紧挨鸟巢，住着心情不错', '短评打分': 5}
{'短评内容': '就和鸟巢100米的距离', '短评打分': 3}
{'短评内容': '讨厌信用卡担保，不住也扣钱。哈哈', '短评打分': 3}
{'短评内容': '前台服务员素质差。信用卡押金都没压够。结果客户直接刷卡了。销售部门的也很差。服务不热情。', '短评打分': 1}
{'短评内容': '酒店很好，就是赶上了一个大团，中午到还要信用卡担保，有点不爽。', '短评打分': 3}
{'短评内容': 'Very Good!', '短评打分': 5}
{'短评内容': '酒店设施一般，房间不大，但最近似乎价格在一直往上涨。', '短评打分': 5}
{'短评内容': '很好的酒店', '短评打分': 5}
{'短评内容': '离鸟巢真近', '短评打分': 5}
{'短评内容': '服务很好，环境满意。地理位置合适。价位理想', '短评打分': 3}
{'短评内容': '酒店很新，离鸟巢非常近，不错！', '短评打分': 3}
{'短评内容': '酒店非常新！', '短评打分': 5}
{'短评内容': '酒店不够五星级，也就是四星，住着很舒服，离鸟巢。水立方。科技馆。巧克力公园很近。带孩子去玩很方便。', '短评打分': 5}
{'短评内容': '远是远点 不过坐公交很方便 地铁站太远', '短评打分': 5}
{'短评内容': '早餐80 不太好，还是有点贵了\r\n', '短评打分': 5}
{'短评内容': '带孩子逛鸟巢，看水立方很方便。水立方夜景很美。', '短评打分': 5}
{'短评内容': '酒店的环境还不错，服务员的服务也算周到。', '短评打分': 3}
{'短评内容': '距离鸟巢最近的酒店', '短评打分': 5}
{'短评内容': '交通很方便，在北四环边挨着鸟巢。装修蛮新的。隔音效果也不错。二楼的粤式餐厅菜量精致，味道还可以，但是上菜速度有点慢。', '短评打分': 5}
{'短评内容': '小房间才有那个价钱，性价比可以吧。在亚运村周围住五星最低就这家了。', '短评打分': 5}
{'短评内容': '是老顾客了，很好', '短评打分': 3}
{'短评内容': '酒店环境不错，一楼的饭店的菜也很好吃', '短评打分': 5}
{'短评内容': '位置不错！', '短评打分': 5}
{'短评内容': '总的来说还可以', '短评打分': 5}
{'短评内容': '地理位置很不错~很适合让外宾住的~\r\n', '短评打分': 5}
{'短评内容': '紧挨鸟巢，一墙之隔', '短评打分': 5}
{'短评内容': '酒店的设施条件很不错，服务还不错，而且地理位置交通挺不错。', '短评打分': 3}
{'短评内容': '酒店的位置挺好', '短评打分': 5}
{'短评内容': '适合带家人到鸟巢旅游住宿', '短评打分': 5}
{'短评内容': '价格和服务成反比，伤心了。告别了北京凯迪克格兰云天大酒店。', '短评打分': 1}
{'短评内容': '床太软，不太习惯，其它都还可以，就是房间小了一点，比较推荐', '短评打分': 5}
{'短评内容': '服务态度还不错,位置也是挺好的就在鸟巢附近出行挺方便的.卫生和设施还是比较不错我都是挺满意的,性价比还是比较不错的,我挺满意的.', '短评打分': 3}
{'短评内容': '房间装修还不错，床很舒服，服务还不错。', '短评打分': 3}
{'短评内容': '房间比较小，服务一般', '短评打分': 5}
{'短评内容': '酒店服务很好，卫生条件也不错。', '短评打分': 5}
{'短评内容': '总体来说不错，很好，值得推介！\r\n', '短评打分': 5}
{'短评内容': '床挺舒服的...', '短评打分': 5}
{'短评内容': '帮朋友订的房间，离鸟巢和水立方非常近，在亚运村，吃喝玩乐都非常方便，出门打车也很方便。', '短评打分': 5}
{'短评内容': '帮美国同事订的，晚上去晚了房间直接升级为豪华房，真是不错。', '短评打分': 5}
{'短评内容': '酒店位置，服务都很好。在北面办事的住在这里是个很好的选择，闲暇至于还可以逛逛鸟巢。', '短评打分': 3}
{'短评内容': '酒店干净，交通也方便，满意。', '短评打分': 5}
{'短评内容': '服务水准不符合国际标准4星，管理和服务不规范。房间小，不舒服。但位置很好。', '短评打分': 1}
{'短评内容': '作为一家五星级酒店，没有营造出五星级的感受和舒适的感觉，一切都非常的生硬。', '短评打分': 1}
{'短评内容': '性价比比起附近的五洲皇冠假日要强些，尤其套间价格合适，唯一是房间面积小些，标准的四星；位置方便，北四环北辰东路，出行方便，离机场半小时路程，离鸟巢300米吧也就，但是除非要看鸟巢，这跟住宿没有关系；新酒店，设施可以！', '短评打分': 5}
{'短评内容': '暑假带孩子来旅游，主要就是来奥运村玩的，所以选择了这里。不过真选对了，酒店很气派、房间很干净，窗户外就是鸟巢，所以我们白天晚上都能尽情玩耍。值得推荐的是它的粤菜厅菜品不错。', '短评打分': 5}
{'短评内容': '临近鸟巢 交通便利 ', '短评打分': 5}
