{'descr': '整体来说还是不错的地理位置极佳', 'star': 5}
{'descr': '房间不隔音，服务不到位，毛巾该换了，订的早餐以没看见门上挂的牌子为由，虽然送了3个早餐盒，但是头天晚上的挂账消费仍然令我耿耿于怀，如果这么怕客人押金不够消费，何不多收些押金？信用卡预授权和身份证都是干嘛用的？抱歉，因为没遇上过被拒绝房卡签帐的事情，所以有些愤青\n这样的硬件和软件直接导致，价格严重不符合，性价比太差\n以后去那儿办事还会住，因为要去的地方实在是只有这家能住的，实属无奈之举，并不是因为它', 'star': 1}
{'descr': '为外国同事订的，酒店前台和礼宾部的英文都不错，服务很热情。。。', 'star': 5}
{'descr': '为外国同事订的，酒店前台和礼宾部的英文都不错，服务很热情。。。', 'star': 5}
{'descr': '酒店离机场很近非常便利，还有往返机场的巴士，值得推荐', 'star': 5}
{'descr': '酒店离机场很近非常便利，还有往返机场的巴士，值得推荐', 'star': 5}
{'descr': '酒店离机场非常近，还有专门巴士接机，如果住一晚转机很便利', 'star': 5}
{'descr': '酒店离机场非常近，还有专门巴士接机，如果住一晚转机很便利', 'star': 5}
{'descr': '离机场近，机场往返有定时班车，服务周到。', 'star': 5}
{'descr': '离机场近，机场往返有定时班车，服务周到。', 'star': 5}
{'descr': '离机场非常近，适合赶飞机。酒店内部也不错，服务还可以', 'star': 5}
{'descr': '离机场非常近，适合赶飞机。酒店内部也不错，服务还可以', 'star': 5}
{'descr': '总是住在这里了。不错。总是住在这里了。不错。', 'star': 5}
{'descr': '总是住在这里了。不错。总是住在这里了。不错。', 'star': 5}
{'descr': '距离机场比较近 酒店有免费的接机服务 很周到', 'star': 5}
{'descr': '距离机场比较近 酒店有免费的接机服务 很周到', 'star': 5}
{'descr': '服务挺好的，酒店设施基本都能接受。若便宜点就更好了', 'star': 5}
{'descr': '服务挺好的，酒店设施基本都能接受。若便宜点就更好了', 'star': 5}
{'descr': ' 酒店还可以吧，在机场附近算安静的。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': ' 酒店还可以吧，在机场附近算安静的。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '价格太越来越离谱了！刚才查了一下，明后天的高级房居然要1900多！抢钱啊？？再也不住了！', 'star': 1}
{'descr': '价格太越来越离谱了！刚才查了一下，明后天的高级房居然要1900多！抢钱啊？？再也不住了！', 'star': 1}
{'descr': '离机场近和24小时免费接机是两大卖点，硬件设施已经达到5星级标准，但是软件还有待改进，早上退房每个人需要10分钟，排队结帐的人排的老长了。真是搞不懂，为什么不学习国外，提前就给客人把发票和清单准备好，退房前一晚送给客户，第二天直接退房还房卡走入就是了，多快啊！真的应该送到国外去培训一下，提高软件水平。', 'star': 5}
{'descr': '离机场近和24小时免费接机是两大卖点，硬件设施已经达到5星级标准，但是软件还有待改进，早上退房每个人需要10分钟，排队结帐的人排的老长了。真是搞不懂，为什么不学习国外，提前就给客人把发票和清单准备好，退房前一晚送给客户，第二天直接退房还房卡走入就是了，多快啊！真的应该送到国外去培训一下，提高软件水平。', 'star': 5}
{'descr': '离机场很近，24小时免费接机服务。但是价格就像油价一样飞涨，高级房年初的时候还是八百多一晚，现在已经涨到一千二百多了，再涨就真的住不起了！', 'star': 5}
{'descr': '离机场很近，24小时免费接机服务。但是价格就像油价一样飞涨，高级房年初的时候还是八百多一晚，现在已经涨到一千二百多了，再涨就真的住不起了！', 'star': 5}
{'descr': 'This hotel is very close to Beijing Capital Airport. Good service, nice staff.', 'star': 5}
{'descr': 'This hotel is very close to Beijing Capital Airport. Good service, nice staff.', 'star': 5}
{'descr': 'Hotel is very close to Beijing Capital Airport. Free transpotation between the Airport and Hotel for 24 hours/day. Very convenient!', 'star': 5}
{'descr': 'Hotel is very close to Beijing Capital Airport. Free transpotation between the Airport and Hotel for 24 hours/day. Very convenient!', 'star': 5}
{'descr': '酒店设施很好，服务也很好，要是不加服务费就更好了', 'star': 3}
{'descr': '酒店设施很好，服务也很好，要是不加服务费就更好了', 'star': 3}
{'descr': '环境一般，但价格特别却特贵。。。。有点趁机抬价的感觉！服务就不要说了。一个字，差。。。。。。。！！！！！！要不是因为参展需要，才不会选择这个酒店。。。。', 'star': 1}
{'descr': '环境一般，但价格特别却特贵。。。。有点趁机抬价的感觉！服务就不要说了。一个字，差。。。。。。。！！！！！！要不是因为参展需要，才不会选择这个酒店。。。。', 'star': 1}
{'descr': '酒店的服务、环境卫生都不错，只是房价有点贵。', 'star': 5}
{'descr': '酒店的服务、环境卫生都不错，只是房价有点贵。', 'star': 5}
{'descr': ' 很满意', 'star': 3}
{'descr': ' 很满意', 'star': 3}
{'descr': '非常好', 'star': 3}
{'descr': '非常好', 'star': 3}
{'descr': '虽然价钱贵点，但是离机场还算方便。设施也挺不错。服务还可以。', 'star': 5}
{'descr': '虽然价钱贵点，但是离机场还算方便。设施也挺不错。服务还可以。', 'star': 5}
{'descr': '离机场比较近 设施不错 接送机必须提前预定 否则没有此服务 只能坐酒店大巴', 'star': 5}
{'descr': '离机场比较近 设施不错 接送机必须提前预定 否则没有此服务 只能坐酒店大巴', 'star': 5}
{'descr': '国内品牌酒店住过很多， 价格也比较公道， 偶然入住这家酒店， 觉得软件方面和国内酒店没什么区别， 反过来硬件方面并不比国内酒店高，有些地方还不如国内酒店（这次住的是行政间），比如房间内部的舒适感（缺乏进入房间后那种放松的感觉，比较压抑）， 所以感觉性价比不高。', 'star': 1}
{'descr': '国内品牌酒店住过很多， 价格也比较公道， 偶然入住这家酒店， 觉得软件方面和国内酒店没什么区别， 反过来硬件方面并不比国内酒店高，有些地方还不如国内酒店（这次住的是行政间），比如房间内部的舒适感（缺乏进入房间后那种放松的感觉，比较压抑）， 所以感觉性价比不高。', 'star': 1}
{'descr': '临空皇冠不错的，每次我领导去北京机场要住都是订在那里，去机场也很方便，住宿环境也不错', 'star': 3}
{'descr': '临空皇冠不错的，每次我领导去北京机场要住都是订在那里，去机场也很方便，住宿环境也不错', 'star': 3}
{'descr': '服务不错，五星级标准，就是洲际集团的酒店上网都要要钱，有些不习惯！', 'star': 5}
{'descr': '服务不错，五星级标准，就是洲际集团的酒店上网都要要钱，有些不习惯！', 'star': 5}
{'descr': '環境和服務都不錯，有免費的報紙看，中文和英文的都有，價格偏高，但總體感覺還是不錯的不錯', 'star': 5}
{'descr': '環境和服務都不錯，有免費的報紙看，中文和英文的都有，價格偏高，但總體感覺還是不錯的不錯', 'star': 5}
{'descr': '够档次的一家酒店，硬件一流，环境还不错，地理位置毗邻新国展，离机场也近比较方便，不过价位偏高！', 'star': 5}
{'descr': '够档次的一家酒店，硬件一流，环境还不错，地理位置毗邻新国展，离机场也近比较方便，不过价位偏高！', 'star': 5}
{'descr': '该酒店唯一的优点就是离机场比较近，比较适宜第二天乘早班飞机的人士下榻。酒店的消费比较贵，吧台的服务给我的感觉是漫不经心，酒店周边的娱乐及服务设施比较少。', 'star': 1}
{'descr': '该酒店唯一的优点就是离机场比较近，比较适宜第二天乘早班飞机的人士下榻。酒店的消费比较贵，吧台的服务给我的感觉是漫不经心，酒店周边的娱乐及服务设施比较少。', 'star': 1}
{'descr': '酒店还可以，离机场比较近，还算方便吧。价钱不是很便宜。', 'star': 5}
{'descr': '酒店还可以，离机场比较近，还算方便吧。价钱不是很便宜。', 'star': 5}
{'descr': '帮朋友订的，酒店感觉还不错。离机场比较近。价格当然也不便宜。', 'star': 5}
{'descr': '帮朋友订的，酒店感觉还不错。离机场比较近。价格当然也不便宜。', 'star': 5}
{'descr': '：帮朋友订的房，反应不是很好，主要是不方便。另外，行政房的收费让人搞不明白，免费洗衣或免费上网，只能二选一，很奇怪。', 'star': 1}
{'descr': '：帮朋友订的房，反应不是很好，主要是不方便。另外，行政房的收费让人搞不明白，免费洗衣或免费上网，只能二选一，很奇怪。', 'star': 1}
{'descr': '帮朋友订的房价，他们反映酒店设施是不错，但很不方便，交通不方便，吃饭也不方便，象迷宫一样。', 'star': 1}
{'descr': '帮朋友订的房价，他们反映酒店设施是不错，但很不方便，交通不方便，吃饭也不方便，象迷宫一样。', 'star': 1}
{'descr': '位置居中,性价比好', 'star': 3}
{'descr': '位置居中,性价比好', 'star': 3}
{'descr': '酒店不错价格也适中', 'star': 3}
{'descr': '酒店不错价格也适中', 'star': 3}
{'descr': '距离机场不远，环境好，前台人员接待热情，服务好。', 'star': 3}
{'descr': '距离机场不远，环境好，前台人员接待热情，服务好。', 'star': 3}
{'descr': '设施档次较高、服务态度良好，中餐场地偏紧、席位偏少…', 'star': 5}
{'descr': '设施档次较高、服务态度良好，中餐场地偏紧、席位偏少…', 'star': 5}
{'descr': '房间的淋浴喷头是坏的，一开水莲花喷洒就掉下来。作为一家5星级酒店，完全不能接受这样的设施，印象极其不好。在酒店留下顾客意见表,也没有得到任何反馈.', 'star': 1}
{'descr': '房间的淋浴喷头是坏的，一开水莲花喷洒就掉下来。作为一家5星级酒店，完全不能接受这样的设施，印象极其不好。在酒店留下顾客意见表,也没有得到任何反馈.', 'star': 1}
{'descr': 'bucuo  tinghaode   jiushiyuanledian', 'star': 3}
{'descr': 'bucuo  tinghaode   jiushiyuanledian', 'star': 3}
{'descr': '离机场近，不错，就是贵了点。', 'star': 5}
{'descr': '离机场近，不错，就是贵了点。', 'star': 5}
{'descr': '酒店还行，但是位置太尴尬，出租车都不愿意去', 'star': 5}
{'descr': '酒店还行，但是位置太尴尬，出租车都不愿意去', 'star': 5}
{'descr': '服务一般', 'star': 3}
{'descr': '服务一般', 'star': 3}
{'descr': '距离首都机场 不到10分钟，适合转机时住宿', 'star': 5}
{'descr': '距离首都机场 不到10分钟，适合转机时住宿', 'star': 5}
{'descr': '位置好，客户很满意', 'star': 3}
{'descr': '位置好，客户很满意', 'star': 3}
{'descr': '厚街稍微有点偏，不过周边还算方便', 'star': 5}
{'descr': '厚街稍微有点偏，不过周边还算方便', 'star': 5}
{'descr': '酒店离机场很近，出差选择此酒店很方便', 'star': 5}
{'descr': '酒店离机场很近，出差选择此酒店很方便', 'star': 5}
{'descr': '很好 很安静', 'star': 5}
{'descr': '很好 很安静', 'star': 5}
{'descr': '总体感觉很不错。', 'star': 5}
{'descr': '总体感觉很不错。', 'star': 5}
{'descr': '商务旅行，由于要乘第二天一早的飞机，选择这家酒店。老外连连夸奖菜很好吃，我却没食欲。菜很贵，量还可以。真的很不错，一切都很好，只可惜早上5：30就起床了，没好好享受一下。酒店的电视能收到多个国外频道，可以练习一下听力，不错，推荐！', 'star': 5}
{'descr': '商务旅行，由于要乘第二天一早的飞机，选择这家酒店。老外连连夸奖菜很好吃，我却没食欲。菜很贵，量还可以。真的很不错，一切都很好，只可惜早上5：30就起床了，没好好享受一下。酒店的电视能收到多个国外频道，可以练习一下听力，不错，推荐！', 'star': 5}
{'descr': '不错，位置也好', 'star': 5}
{'descr': '不错，位置也好', 'star': 5}
{'descr': '转机很方便,早餐也还可以.', 'star': 5}
{'descr': '转机很方便,早餐也还可以.', 'star': 5}
{'descr': '硬件不错,服务欠佳.早餐无人领位;从外面打酒店总机转分机时接线员总要问什么事,让人很不舒服;结账后直接把发票交给客人,而不是把水单和发票装入信封,很不专业.\r\n', 'star': 1}
{'descr': '硬件不错,服务欠佳.早餐无人领位;从外面打酒店总机转分机时接线员总要问什么事,让人很不舒服;结账后直接把发票交给客人,而不是把水单和发票装入信封,很不专业.\r\n', 'star': 1}
{'descr': '看到可使用消费卷了，以后会推荐转机客人的', 'star': 3}
{'descr': '看到可使用消费卷了，以后会推荐转机客人的', 'star': 3}
{'descr': '在这住了两次，硬件设施还不错。但是酒店的服务真的很一般，食物非常一般。', 'star': 1}
{'descr': '在这住了两次，硬件设施还不错。但是酒店的服务真的很一般，食物非常一般。', 'star': 1}
{'descr': '酒店挨着新国展，看北京车展很方便，服务好，早餐很丰富、很不错。稍微贵了点。二楼餐厅也挺好。', 'star': 5}
{'descr': '酒店挨着新国展，看北京车展很方便，服务好，早餐很丰富、很不错。稍微贵了点。二楼餐厅也挺好。', 'star': 5}
{'descr': '离空港最近的五星了吧', 'star': 5}
{'descr': '离空港最近的五星了吧', 'star': 5}
{'descr': '优点：离机场最近的五星级酒店。\r\n缺点：前台办手续效率偏低。态度倒是还不错。\r\n', 'star': 5}
{'descr': '优点：离机场最近的五星级酒店。\r\n缺点：前台办手续效率偏低。态度倒是还不错。\r\n', 'star': 5}
{'descr': '非常棒的酒店，各方面都很棒，服务人员很友好很热情，中餐厅的饭很好吃！真的很棒！', 'star': 5}
{'descr': '非常棒的酒店，各方面都很棒，服务人员很友好很热情，中餐厅的饭很好吃！真的很棒！', 'star': 5}
{'descr': '环境不错，服务也挺好', 'star': 5}
{'descr': '环境不错，服务也挺好', 'star': 5}
{'descr': 'the lady(amada shao) who works in the reservation department is very nice and professional \r\n', 'star': 5}
{'descr': 'the lady(amada shao) who works in the reservation department is very nice and professional \r\n', 'star': 5}
{'descr': '态度不错，展会期间管理混乱，希望改进！', 'star': 1}
{'descr': '态度不错，展会期间管理混乱，希望改进！', 'star': 1}
{'descr': '房间不错，价位太高。建议对内宾打点折', 'star': 5}
{'descr': '房间不错，价位太高。建议对内宾打点折', 'star': 5}
{'descr': '靠近机场，房间硬件还可以，然而服务水准基本上用一个冷字形容。', 'star': 1}
{'descr': '靠近机场，房间硬件还可以，然而服务水准基本上用一个冷字形容。', 'star': 1}
{'descr': '离机场很近，为隔夜转机提供了方便，但不要以为都是一次性客人，我们都是回头客，价格应有好的优惠。', 'star': 5}
{'descr': '离机场很近，为隔夜转机提供了方便，但不要以为都是一次性客人，我们都是回头客，价格应有好的优惠。', 'star': 5}
{'descr': '离机场很近，房间较小，价格偏贵。', 'star': 5}
{'descr': '离机场很近，房间较小，价格偏贵。', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '不错，离机场很近', 'star': 3}
{'descr': '不错，离机场很近', 'star': 3}
{'descr': '住过几次，感觉硬件环境不错，整洁，服务到位，性价合适', 'star': 3}
{'descr': '住过几次，感觉硬件环境不错，整洁，服务到位，性价合适', 'star': 3}
{'descr': '卫生很好很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店，值得推荐', 'star': 3}
{'descr': '卫生很好很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店，值得推荐', 'star': 3}
{'descr': '对于要去国际展览中心新址的同学们,这是很好的选择,新,干净,酒店安全管理得比较好,', 'star': 5}
{'descr': '对于要去国际展览中心新址的同学们,这是很好的选择,新,干净,酒店安全管理得比较好,', 'star': 5}
{'descr': '酒店很舒适，物有所值，值得推荐入住。', 'star': 3}
{'descr': '酒店很舒适，物有所值，值得推荐入住。', 'star': 3}
{'descr': '北京机场附近最好的一家酒店了，软硬件都不错。下次去了还会入住。', 'star': 5}
{'descr': '北京机场附近最好的一家酒店了，软硬件都不错。下次去了还会入住。', 'star': 5}
{'descr': '性价比超值的酒店，在没有展览的时节真的超值的。只是位于首都机场附近，对于来机场公干或者转机住宿的人来说很不错！！', 'star': 5}
{'descr': '性价比超值的酒店，在没有展览的时节真的超值的。只是位于首都机场附近，对于来机场公干或者转机住宿的人来说很不错！！', 'star': 5}
{'descr': '为公司客人订的房, 离机场近,接送比较方便,酒店还提供接送机服务,酒店设施和服务也都很好. 下次还会选择这里.', 'star': 5}
{'descr': '为公司客人订的房, 离机场近,接送比较方便,酒店还提供接送机服务,酒店设施和服务也都很好. 下次还会选择这里.', 'star': 5}
{'descr': '适于短暂停留的转机住宿.', 'star': 5}
{'descr': '适于短暂停留的转机住宿.', 'star': 5}
{'descr': '不过这是离机场最近的最好的酒店,没的选了', 'star': 3}
{'descr': '不过这是离机场最近的最好的酒店,没的选了', 'star': 3}
{'descr': '有一点忘记说了,上楼不是很方便,非要卡电梯才能动', 'star': 3}
{'descr': '有一点忘记说了,上楼不是很方便,非要卡电梯才能动', 'star': 3}
{'descr': '位置太难找了,朋友开车找了很久才找到.早餐还不错,就是急着赶飞机没有时间吃.有酒店机场巴士直接送到机场,很方便', 'star': 5}
{'descr': '位置太难找了,朋友开车找了很久才找到.早餐还不错,就是急着赶飞机没有时间吃.有酒店机场巴士直接送到机场,很方便', 'star': 5}
{'descr': '酒店环境很好，房间也很大！服务好！', 'star': 3}
{'descr': '酒店环境很好，房间也很大！服务好！', 'star': 3}
{'descr': '全都好', 'star': 5}
{'descr': '全都好', 'star': 5}
{'descr': '真题不错，装修非常好', 'star': 3}
{'descr': '真题不错，装修非常好', 'star': 3}
{'descr': '绝对5星级的硬件,服务也优良.相对所在位置,价格偏贵.', 'star': 5}
{'descr': '绝对5星级的硬件,服务也优良.相对所在位置,价格偏贵.', 'star': 5}
{'descr': '离机场近的酒店这个应该算最好的吧\r\n感觉非常不错', 'star': 5}
{'descr': '离机场近的酒店这个应该算最好的吧\r\n感觉非常不错', 'star': 5}
{'descr': '有酒店大巴直接从机场接我们到酒店，很方便', 'star': 5}
{'descr': '有酒店大巴直接从机场接我们到酒店，很方便', 'star': 5}
{'descr': '附近什么都没有,除非来这里附近办事.\r\n价格太高,没有性价比可言.\r\n卫生\\设施\\服务都还不错.', 'star': 5}
{'descr': '附近什么都没有,除非来这里附近办事.\r\n价格太高,没有性价比可言.\r\n卫生\\设施\\服务都还不错.', 'star': 5}
{'descr': '酒店各方面感觉都挺不错的，服务也比较热情，房间也蛮干净舒适的，还不错', 'star': 5}
{'descr': '酒店各方面感觉都挺不错的，服务也比较热情，房间也蛮干净舒适的，还不错', 'star': 5}
{'descr': '酒店干净,舒服,价钱合理,唯一不足的就是提供有偿接机服务的价钱有点高,该酒店地理位置相对与,另外一个4星酒店位置有点远,如果能把接机的价钱降到一半,这样对你们的生意可能有很大的帮助.', 'star': 5}
{'descr': '酒店干净,舒服,价钱合理,唯一不足的就是提供有偿接机服务的价钱有点高,该酒店地理位置相对与,另外一个4星酒店位置有点远,如果能把接机的价钱降到一半,这样对你们的生意可能有很大的帮助.', 'star': 5}
{'descr': '设施，舒适度都不错；因为临近机场，所以对于中转飞机、短暂逗留的旅客是个不错的选择。离市区较远，周边没有发现什么购物商场和娱乐场所，出租车要提前10分钟预订。', 'star': 5}
{'descr': '设施，舒适度都不错；因为临近机场，所以对于中转飞机、短暂逗留的旅客是个不错的选择。离市区较远，周边没有发现什么购物商场和娱乐场所，出租车要提前10分钟预订。', 'star': 5}
{'descr': '酒店设施很好 价格合宜 唯位置偏僻 且酒店机场班车一小时一班 间隔过久 （机场出租车对於短程乘客 态度不佳 如要搭乘 要有心理准备）', 'star': 5}
{'descr': '酒店设施很好 价格合宜 唯位置偏僻 且酒店机场班车一小时一班 间隔过久 （机场出租车对於短程乘客 态度不佳 如要搭乘 要有心理准备）', 'star': 5}
{'descr': '酒店属于那种专门为去机场的客人准备的，离机场很近，很方便，相反离市区有点距离，这个位置上的酒店服务设施都比较不错，价格也适中。', 'star': 5}
{'descr': '酒店属于那种专门为去机场的客人准备的，离机场很近，很方便，相反离市区有点距离，这个位置上的酒店服务设施都比较不错，价格也适中。', 'star': 5}
{'descr': '希望前台在查找客人预定时灵活一点.外国人的姓名顺序与中国形式不同,避免不必要的麻烦和不快', 'star': 5}
{'descr': '希望前台在查找客人预定时灵活一点.外国人的姓名顺序与中国形式不同,避免不必要的麻烦和不快', 'star': 5}
