{'descr': '环境不错，交通便利', 'star': 5}
{'descr': '性价比比较高，交通方便，离机场比较近性价比比较高，交通方便，离机场比较性价比比较高，交通方便，离机场比较性价比比较高，交通方便，离机场比较性价比比较高，交通方便，离机场比较性价比比较高，交通方便，离机场比较性价比比较高，交通方便，离机场比较', 'star': 5}
{'descr': '服务很好', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '服务很好，就是隔音效果不好！', 'star': 3}
{'descr': '占据黄浦江边制高点，26层足以俯视整个黄浦江了。坐在房间的窗台上，喝点小酒，看着一早一晚忙碌的黄浦江，很是享受。价格关键合适。', 'star': 5}
{'descr': '设施陈旧，地毯，被品，“脏”！周围环境“差”“乱”“脏”。真不敢相信，这是哈尔滨二环的边上！哪里是个省会？县级市都不如。', 'star': 1}
{'descr': '酒店位置还不错，里面的设施只能说一般，但按价格来说还是可以的。从窗户上可以看到陆家嘴的夜景，还不错。', 'star': 5}
{'descr': '方便方便方便方便方便方便方便方便方便方便方便', 'star': 5}
{'descr': '房间挺大挺干净的，虽然景色不怎么样，其他都还不错', 'star': 1}
{'descr': ' 房间小点 服务不错  附近吃饭方便  交通方便  卫生一般  设施陈旧  性价比不高', 'star': 3}
{'descr': '楼层很高，居然是顶楼，哈哈，远眺黄浦江不错。特价房缘故，装修真是要命，环境差点。服务员似乎很少。', 'star': 5}
{'descr': '是和学生公寓在一起，所以上下电梯总是有很多人，比较杂乱。\n服务员态度还好。', 'star': 1}
{'descr': '窗户没有栅栏，感觉完全没有安全意识。~~~', 'star': 1}
{'descr': '江景很好，但是设施有点陈旧，地毯有灰尘。。鼻子敏感的人要打喷嚏的', 'star': 5}
{'descr': '非常好！非常舒适，非常干净！非常好！非常舒适，非常干净！非常好！非常舒适，非常干净！非常好！非常舒适，非常干净！非常好！非常舒适，非常干净！非常好！非常舒适，非常干净！非常好！非常舒适，非常干净！', 'star': 5}
{'descr': '环境不错，交通便利，附近饮食场所多。', 'star': 3}
{'descr': '还可以.。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '江景房确实很无敌，不过隔音效果有点很好。', 'star': 5}
{'descr': '入住当晚发生了一件很不愉快的事，要不要说呢？房间里竟然有“四害”之一，直接晕倒！跟前台提出换房，也没有满足，只好坐到天亮才小寐一下。结账时也没有任何补偿措施，以后绝不会再去了。', 'star': 1}
{'descr': '设施可以，服务满意。在附近就餐很方便，交通也十分便利', 'star': 5}
{'descr': '相比周边酒店推荐入住。', 'star': 3}
{'descr': '设施有些陈旧。水流很小。服务太度很好，周边吃饭比较方便。这个价格较周边酒店便宜。推荐入住。', 'star': 3}
{'descr': '酒店设施不错，感觉也很大，挺卫生的。只是离浦东机场有点远了，当然了还是对得起那个价位的', 'star': 5}
{'descr': '酒店既经济 卫生也不错  房间很大  就是有点简陋  不过出差自己住还对的起这个价格', 'star': 5}
{'descr': '离机场大巴站近，特价房还是偏小了些，其他房价还可以。以前住过，推荐一个吧，但不推荐特价房。', 'star': 5}
{'descr': '没有电脑可用,其它还好,服务员们很热情', 'star': 3}
{'descr': '值这个价钱 和想像的一样', 'star': 3}
{'descr': '感觉冷冰冰的，希望客房人员和总台从自动售货机购买5元的地图，然后递送到客房后付款，也没有人愿意。非要住店的人下楼亲自操作，不知道为何如此?\n还有，距离大约500-800米的距离有一个机场大巴车站，前台和一个服务人员说话自相矛盾，这样的酒店优势，应该在大厅显目位置予以标注', 'star': 1}
{'descr': '不错，挺好的。但是这个网速实在不行啊！不是一般的慢', 'star': 5}
{'descr': '酒店地点还可以，交通方便，离机场大巴站点近。服务人员态度很好，就是靠道路的一侧夜间噪声比较大，尽量住里侧。', 'star': 5}
{'descr': '酒店很舒适，卫生非常好，服务也热情，下回去哈尔滨还去这里住。', 'star': 5}
{'descr': '环境不错…挺干净，就是没有电脑…只是洗澡时卫生间玻璃有些若隐若现…', 'star': 5}
{'descr': '总体来说还不错 价格适中 地段不错 值得推荐', 'star': 5}
{'descr': '各方面都不错  江景也很美 窗很大 就是电视机旧了点 前台也很简陋', 'star': 5}
{'descr': '内部都还行吧~但是网速实在是太慢了~这网速放在这上海的好像也太吓人了~~~', 'star': 5}
{'descr': '酒店环境还可以  就是服务人员态度有点不太好  走的时候还被冤枉我们把被单弄脏了    作为老客户 还是有点生气', 'star': 5}
{'descr': '还不错 民生路周围都是小酒店 这个算不错的了就是楼层抬高 ', 'star': 5}
{'descr': ' 还行', 'star': 3}
{'descr': '总体还行，房间比较干净整洁，就是被子比较薄，冬天有些冷', 'star': 5}
{'descr': '海事大学附近 周围餐厅过一条马路就有很多。26层 虽然这次的房间看不见江景，但是可以看到上海的灯火阑珊。  \n价格也特别合适\n只是热水需要多放会。', 'star': 5}
{'descr': '沿马路的房间声音比较嘈杂，早餐一般，其他不错', 'star': 5}
{'descr': '交通很方便！我是一月15-18号，住在这里，我订了1天贵一点的，另两天特价的，因为我入住的那天没有特价的房子了，结果前台小姐为了方便我，给了我三天贵一点的那个房间，但还是收的特价的价格。前台很热情，特别要提的是长的也很漂亮！！。房间很干净，空调15分钟后很给力，热水也要先放15分钟左右，水很热。26层，来的慢点还是情有可原的。景色也不错，自己的感觉比较理想！！！', 'star': 5}
{'descr': '房间空间很大，但大床是两个小床拼在一起的有缝隙，不舒服', 'star': 5}
{'descr': '满好的. 我以前学校那边的时候我就比较喜欢去.  不过东西确实稍微有点旧了。 .', 'star': 5}
{'descr': '不错，冬天室内温度很舒适，淋浴除了手拿的喷头还有头顶的圆形大喷头，光线也不错，隔音效果好，比如家和七天要好些，这次是第一次住，以后还想住这~', 'star': 5}
{'descr': ' 洗澡没有热水…', 'star': 3}
{'descr': '酒店非常不错，条件很好，价格超低！', 'star': 3}
{'descr': '房间还算宽敞，26层视野也不错\n但是水不热，网速极慢，这两个问题实在让人不爽', 'star': 1}
{'descr': '酒店服务态度极其恶劣！！隔音差到不行！！居然不让用空调，还找借口说什么气温太低空调启动不起来，我就纳闷了怎么人家如家七天都能用？？你家那暖气到了晚上温度根本不够。你家店长是不是穷疯了，省这点电来挣钱？？不给开空调，跟前台好声好气的要个被子，居然说什么住满了没有了！擦..你们不是标榜什么国际标准么，我就不信了你们连贮备的被子都没有？？最后被逼无奈了打了总店投诉你们，这才给我送来一床被子，结果还没有被', 'star': 1}
{'descr': '房内设施比较一般，价格很贵，不值这个价。', 'star': 1}
{'descr': '晚上没热水，空调不给力，被子薄，厕所小，床单太硬。其他都不错，房间大，视野宽阔，26楼够安静。', 'star': 5}
{'descr': '上海兴臣好泰酒店其他还可以，就是洗澡热水不热...', 'star': 5}
{'descr': '不错，给人感觉很好，而且价格适中。卫生干净\n', 'star': 5}
{'descr': '房间不错，服务也很好，就是毛巾浴巾有点破旧，浴室的水等了很久还不是热水，时间太长了。', 'star': 3}
{'descr': '环境不错…挺干净…宽带也挺快…只是洗澡时卫生间玻璃有些若隐若现…', 'star': 3}
{'descr': ' 酒店环境不错 日照充足 空间也够大 隔音可以 就是离地铁站稍微远了点', 'star': 3}
{'descr': ' 酒店环境不错 日照充足 空间也够大 只是晚上热水不够 要早点洗澡', 'star': 3}
{'descr': '不好，很冷。\n服务员晚上就下班了。\n再也不去了。', 'star': 1}
{'descr': '热水不够', 'star': 3}
{'descr': '位置在浦东大道与民生路交叉路口，正门在浦东大道，性价比较高，虽然设施较老旧，但都还不错，楼高，风景也不错，性价比不错。', 'star': 5}
{'descr': '位置不错，正门在浦东大道，屋内该有的都有，虽然较老旧，但还不错，热水也挺热的，性价比较高，另外，有的房可以看到浦东夜景。', 'star': 5}
{'descr': '卫生条件感觉一般般', 'star': 3}
{'descr': ' 房间很大 里面蛮干净的!!!', 'star': 3}
{'descr': '房间在这个价位的酒店中还算宽敞，看上去也清爽整洁。\n\n说说缺点：\n卫生间用具，毛巾啥的看上去不行。\n房间的格力空调不算给力\n网速实在太慢了。。。\n\n总的来说，还不错', 'star': 5}
{'descr': '1、酒店位置还算可以，在浦东大道和民生路交界，很容易找到。\n2、前台在一楼，冬天有过堂风，超级冷。\n3、住宿在26楼，刚上来看的时候，感觉还不错。\n4、酒店的网络很差，而且是非常非常差的那种，下载速度不超过10kb/s，还总断。\n5、酒店的被子很薄，没有多的被子可以提供，到晚上11点客房服务就没有人了。打电话给前台说很冷，他们说那你开空调吧，汗死。反正不管你怎么说他们没有办法，就是没有被子。\n6、', 'star': 1}
{'descr': '还算可以就是前台离住宿的地方相隔25层，在房间可以看见黄浦江', 'star': 5}
{'descr': '酒店还行，位置一般，但是对面有很大的商场，周边的小店味道也不错。', 'star': 5}
{'descr': '性价比高.但用品实在太差!  亮点是:电视清晰;空调力强,很管用.  ', 'star': 5}
{'descr': '位置不错，东西有点旧，服务态度不错。。。', 'star': 5}
{'descr': '视野不错，房间既干净也大，我挺满意', 'star': 3}
{'descr': '位置还行就是不太好找，房间卫生都还不错，性价比还是比较合适。', 'star': 5}
{'descr': '热水不热，隔音不太好，别的都还好', 'star': 3}
{'descr': '房间很大~热水有时不热', 'star': 3}
{'descr': '酒店干净安静，房间很温馨，设施很人性化，强烈推荐，价格也很便宜，以后还会来的！', 'star': 5}
{'descr': '还不错，就是有点小嘈，和海事学校的学生住栋楼。感觉就像住校。呵呵', 'star': 5}
{'descr': '缺点是热水不稳定，网速慢…不过也值这价钱…周边方便', 'star': 3}
{'descr': '房间内比较干净    隔音不太好    有吵闹声    公交不太方便     ', 'star': 5}
{'descr': '房间内比较干净      可以上网    公交不太方便     其他的都还可以', 'star': 5}
{'descr': '在上海浦东，位置不错，性价比也超好，200多的房间很大，在26层，安静干净。十分推荐来浦东的人去。', 'star': 5}
{'descr': '酒店上网的网速很慢，热水器水不热。其他方面到是可以接受。', 'star': 5}
{'descr': '房间很好，绝对江景房，而且很干净。楼下很多吃的。以后还去那', 'star': 5}
{'descr': '房间设施和酒店位置还可以，就是服务不是很到位，而且服务不够亲和', 'star': 5}
{'descr': '在网上找的，蛮不错的，价位在世博期间已经是很不错了，大床房很干净，总体很好，服务也不错。', 'star': 5}
{'descr': '+环境不错，只是隔音不好', 'star': 5}
{'descr': ' 很干净 但是靠窗的房间隔音太差', 'star': 5}
{'descr': '位置不错，服务也好，性价比高。\r\n非要20字以上才行？', 'star': 5}
{'descr': '还可以吧', 'star': 5}
{'descr': '+屋里挺干净的，设备有点简单，服务员态度不错了，总体还行吧', 'star': 5}
{'descr': '环境很好，还是江景', 'star': 5}
{'descr': '不错很满意夜景好不错很满意夜景好不错很满意夜景好', 'star': 3}
{'descr': '不错', 'star': 5}
{'descr': '能在世博会期间，能选择到这个价位的酒店。很满意', 'star': 5}
{'descr': '性价比还算可以,在哈尔滨。只惜不能延时至2点下午。', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '+不错', 'star': 5}
{'descr': '位置较偏，但路还比较顺。大床房房间比较大，卫生间小，洗澡喷头的支架坏了，服务员没法解决，最后我要了两个粘钩一条绳子给吊上了，凑合用。还算整洁，但感觉不如汉庭、莫泰168等经济型酒店。', 'star': 1}
{'descr': '虽然说前台很寒酸  但不影响我入住的心情，房间很干净舒适，就是有点异味，其他都很好', 'star': 5}
{'descr': '习惯了住一个地方，还真的不愿意另寻他处，这里的服务和感觉一直是我最喜欢的', 'star': 5}
{'descr': '房间还不错，不过附近装修，门口不是很好找。', 'star': 3}
{'descr': '定的是商务大床房，到了发现房间很小，真是大床房，摆了大床就基本没什么空间了。房间临着马路，吵得要命，要求换，换了个普通大床房，但是挨着电梯，依旧吵，哎，态度感觉一般，以后肯定不会去了。', 'star': 1}
{'descr': '房间有股较重的异味，感觉不舒服！酒店的位置较好，服务也行！如果卫生能搞好一些，房间空气清新些，那总体来说，性价比是不错的！', 'star': 5}
{'descr': '环境卫生不错，服务态度不错，对面就是商业区，地理位置不错', 'star': 3}
{'descr': '+第二次入住，不错，但是价钱比上次贵了', 'star': 5}
{'descr': '总的来说还不错，物资也蛮好。就是不太好找，门脸太小，而且周边在施工', 'star': 5}
{'descr': '环境优雅，舒适，安静，服务态度，热情，周到', 'star': 5}
{'descr': '酒店很好，世博期间找到这样的酒店已经很划算…', 'star': 5}
{'descr': '位置和卫生条件还算不错，性价比不是很好，大概是因为世博的原因吧，总体还是不错的。', 'star': 5}
{'descr': '位置不错内部设施与价格有距离，服务态度良好', 'star': 5}
{'descr': '房间比较干净 设施齐全 价格相对来说也是比较合适的 就是位置有些偏', 'star': 5}
{'descr': '感觉还不错，位置也不错，坐地铁到浦东大道，然后再坐85路车到民生路站下，再往前走100米就到了，挺好找的！', 'star': 5}
{'descr': '\u3000不错', 'star': 5}
{'descr': '很好的一家酒店、服务热情、环境优雅，周边商贸便利、交通也便利，服务人员都很有礼貌、很热情', 'star': 3}
{'descr': '很好的一家酒店、服务热情、环境优雅，周边商贸便利、交通也便利，服务人员都很有礼貌、很热情', 'star': 3}
{'descr': '酒店内环境优雅、温馨，周边商业区功能齐全，交通方便。酒店的服务人员都很有礼貌、很热情。', 'star': 3}
{'descr': '酒店内环境优雅、温馨，周边商业区功能齐全，交通方便。酒店的服务人员都很有礼貌、很热情。', 'star': 3}
{'descr': '干净、热情、周到', 'star': 5}
{'descr': '干净、热情、周到', 'star': 5}
{'descr': '服务很好 即叫即到', 'star': 5}
{'descr': '前台很热情周到&#183;&#183;就是行李不能寄存，性价比很高呢', 'star': 5}
{'descr': '很好很好！', 'star': 5}
{'descr': '很好很好！', 'star': 5}
{'descr': '无敌江景 位置很好 挺干净 就是贵点 不过很值', 'star': 5}
{'descr': '这边哪是中央大街店啊，离得好远了，而且酒店里面连蚊香都没，退房12点就要退了', 'star': 1}
{'descr': '这边哪是中央大街店啊，离得好远了，而且酒店里面连蚊香都没，退房12点就要退了', 'star': 1}
{'descr': '就是房间小了一些，其余都不错~~', 'star': 5}
{'descr': '就是房间小了一些，其余都不错~~', 'star': 5}
{'descr': '不错，就是位置差点儿,这不，我又选择这里住着了', 'star': 3}
{'descr': '不错，就是位置差点儿,这不，我又选择这里住着了', 'star': 3}
{'descr': '总体来说，条件还是可以的，就是餐厅开放的时间太短，物种也不丰富。', 'star': 5}
{'descr': '总体来说，条件还是可以的，就是餐厅开放的时间太短，物种也不丰富。', 'star': 5}
{'descr': '设施还不错，室内空调很满意，即使是夏天也感觉很凉快，保洁人员打扫很及时', 'star': 5}
{'descr': '设施还不错，室内空调很满意，即使是夏天也感觉很凉快，保洁人员打扫很及时', 'star': 5}
{'descr': '饭店位置可以。RMB598.00的价格有点贵了，可能是世博会的缘故吧。如果在RMB300.00元的价位，性价比也就可以了。', 'star': 1}
{'descr': '不错的 很好 ', 'star': 3}
{'descr': '前台人员服务热情周到，卫生也挺干净的，地理位置不错， 下次再来', 'star': 5}
{'descr': '酒店的环境配置硬件设施都比较一般，卫生服务也很达标，价格合理适中，整体来讲算是比较达标的酒店，可以入住。', 'star': 5}
{'descr': '性价比还可以。房间凸窗不错。比莫泰舒适。', 'star': 5}
{'descr': '位置很好，房间舒适', 'star': 5}
{'descr': '位置很好，房间舒适', 'star': 5}
{'descr': '地处的位置实在离中央大街太远（打的要13元），作为游客确实不方便，另外，隔音也不是很好，房间里能听到其他客人在走廊的说话。', 'star': 1}
{'descr': '地处的位置实在离中央大街太远（打的要13元），作为游客确实不方便，另外，隔音也不是很好，房间里能听到其他客人在走廊的说话。', 'star': 1}
{'descr': '卫生条件好，很干净，服务人员效率有些低。总的来说还不错，值得推荐。', 'star': 5}
{'descr': '卫生条件好，很干净，服务人员效率有些低。总的来说还不错，值得推荐。', 'star': 5}
{'descr': '不错，就是位置差点', 'star': 5}
{'descr': '不错，就是位置差点', 'star': 5}
{'descr': '位置很差，和想象完全不一样，什么商圈都不是，去中央大街坐车也要半个多小时。到店里电梯说坏了再修，等到住了三天要走的时候也没有修好，不推荐大家住', 'star': 1}
{'descr': '位置很差，和想象完全不一样，什么商圈都不是，去中央大街坐车也要半个多小时。到店里电梯说坏了再修，等到住了三天要走的时候也没有修好，不推荐大家住', 'star': 1}
{'descr': '电梯坏了，幸亏住2楼。。。', 'star': 5}
{'descr': '电梯坏了，幸亏住2楼。。。', 'star': 5}
{'descr': '酒店服务和卫生相当的不错  128的房间也相当好   性价比很高  很舒适  屋子很大 设施也比较新  很好  稍微有点不足的就是位置 打车的话也很不多  总之真的很超值  值得推荐！', 'star': 5}
{'descr': '酒店服务和卫生相当的不错  128的房间也相当好   性价比很高  很舒适  屋子很大 设施也比较新  很好  稍微有点不足的就是位置 打车的话也很不多  总之真的很超值  值得推荐！', 'star': 5}
{'descr': '各方面都不錯.不過洗衣服務似乎只有一部份前台人員會,處理起來有些慢.搭出租車司機都沒聽過,有些費事.', 'star': 5}
{'descr': '各方面都不錯.不過洗衣服務似乎只有一部份前台人員會,處理起來有些慢.搭出租車司機都沒聽過,有些費事.', 'star': 5}
{'descr': '酒店是新开的，干净舒服，虽然小了点但还是可以接受的。不过如果是旅游的话还是不要住这边了，离中央大街虽然不远，但哈尔滨的出租车实在是很黑，回宾馆经常是拦到车他也不肯载，或者带你绕上一大圈~~~~~~~~', 'star': 5}
{'descr': '酒店是新开的，干净舒服，虽然小了点但还是可以接受的。不过如果是旅游的话还是不要住这边了，离中央大街虽然不远，但哈尔滨的出租车实在是很黑，回宾馆经常是拦到车他也不肯载，或者带你绕上一大圈~~~~~~~~', 'star': 5}
