{'descr': '地段不错，价格优惠，可以的', 'star': 4}
{'descr': '酒店位置偏僻，但离长途汽车站很近，酒店人员还能帮忙送出很方便', 'star': 5}
{'descr': '酒店位置偏僻，但离长途汽车站很近，酒店人员还能帮忙送出很方便', 'star': 5}
{'descr': '位置还好，交通蛮方便，入住的人比较多，前台比较忙', 'star': 5}
{'descr': '位置还好，交通蛮方便，入住的人比较多，前台比较忙', 'star': 5}
{'descr': '位置还好，是在一个巷子里，周围的交通还是蛮方便的，房间也比较大', 'star': 5}
{'descr': '位置还好，是在一个巷子里，周围的交通还是蛮方便的，房间也比较大', 'star': 5}
{'descr': '我觉得还是很不粗的，服务人很热情周到细致入微', 'star': 5}
{'descr': '我觉得还是很不粗的，服务人很热情周到细致入微', 'star': 5}
{'descr': '房间很舒适，卫生间很大，就是热水热度不够', 'star': 5}
{'descr': '房间很舒适，卫生间很大，就是热水热度不够', 'star': 5}
{'descr': ' 房间比较安静，还不错，就是位置比较难找', 'star': 5}
{'descr': ' 房间比较安静，还不错，就是位置比较难找', 'star': 5}
{'descr': '地点比较难找，但找到后还不错，比较安静\n房间也还不错', 'star': 5}
{'descr': '地点比较难找，但找到后还不错，比较安静\n房间也还不错', 'star': 5}
{'descr': '性价比不错的酒店！位置也不错，环境设施还可以。', 'star': 5}
{'descr': '性价比不错的酒店！位置也不错，环境设施还可以。', 'star': 5}
{'descr': '新装修的，环境不错，电梯还是触摸式的，服务也不错', 'star': 5}
{'descr': '新装修的，环境不错，电梯还是触摸式的，服务也不错', 'star': 5}
{'descr': '环境很不错，就是地方稍微一点偏，不好还可以承受', 'star': 5}
{'descr': '环境很不错，就是地方稍微一点偏，不好还可以承受', 'star': 5}
{'descr': '房间状况不错 估计装修时间不长 很干净 隔音效果也不错 距离地铁10-15分钟吧 还不错 北京这个地方这个价格算便宜了', 'star': 5}
{'descr': '房间状况不错 估计装修时间不长 很干净 隔音效果也不错 距离地铁10-15分钟吧 还不错 北京这个地方这个价格算便宜了', 'star': 5}
{'descr': '不错…很舒服…', 'star': 3}
{'descr': '不错…很舒服…', 'star': 3}
{'descr': '距离华茂商圈很近，坐车办事都非常方便。但是坐落的位置相对难找，且周围环境不好，乡土气息浓。酒店条件和卫生还不错，有比较高的性价比。早餐很一般，服务员的服务意识欠佳。（当天早餐时，有个客人向服务员提出收拾一下某张桌子上的餐盘，服务员居然说，那麽多桌子呢，你座其他的呗，当时我晕倒！如果我是客人，肯定打架）', 'star': 5}
{'descr': '距离华茂商圈很近，坐车办事都非常方便。但是坐落的位置相对难找，且周围环境不好，乡土气息浓。酒店条件和卫生还不错，有比较高的性价比。早餐很一般，服务员的服务意识欠佳。（当天早餐时，有个客人向服务员提出收拾一下某张桌子上的餐盘，服务员居然说，那麽多桌子呢，你座其他的呗，当时我晕倒！如果我是客人，肯定打架）', 'star': 5}
{'descr': '酒店位置一般 有点潮  不过服务不错  随叫随到  电梯出点问题  有点被吓到  希望改进 ....  ', 'star': 3}
{'descr': '酒店位置一般 有点潮  不过服务不错  随叫随到  电梯出点问题  有点被吓到  希望改进 ....  ', 'star': 3}
{'descr': '酒店是帮朋友预定的，他还是很满意的。\r\n就是不是很近地铁...', 'star': 5}
{'descr': '酒店是帮朋友预定的，他还是很满意的。\r\n就是不是很近地铁...', 'star': 5}
{'descr': '优点：价格不高；位置很好，距离大望路地铁站不远，房间内可以看到万达广场\r\n缺点：下水道系统太烂，经常反味，水龙头上都是铁锈，感觉很糟\r\n总结：各取所需吧', 'star': 5}
{'descr': '优点：价格不高；位置很好，距离大望路地铁站不远，房间内可以看到万达广场\r\n缺点：下水道系统太烂，经常反味，水龙头上都是铁锈，感觉很糟\r\n总结：各取所需吧', 'star': 5}
{'descr': '干淨  簡便  下回到北京會考慮再入住此酒店, 雖然離地鉄站有些遠', 'star': 5}
{'descr': '干淨  簡便  下回到北京會考慮再入住此酒店, 雖然離地鉄站有些遠', 'star': 5}
{'descr': '不错的酒店 住过好几次  酒店的热水晚上不够热啊 ', 'star': 5}
{'descr': '不错的酒店 住过好几次  酒店的热水晚上不够热啊 ', 'star': 5}
{'descr': '唯一遗憾的是入住的时候等打扫才分到房！\r\n其他还好！', 'star': 5}
{'descr': '唯一遗憾的是入住的时候等打扫才分到房！\r\n其他还好！', 'star': 5}
{'descr': '不知道该怎么说你们的前台，垃圾到不行，我住几天，你不知道啊！不把押金算清楚，害我押金不够了，要续费，也不知道提醒一下。那么晚了，叫我吃闭门羹，然后叫我楼上楼下跑几趟。叫她上来开门，还不应声，不知道什么服务！！！保安服务态度都比你们那些前台强！！', 'star': 1}
{'descr': '不知道该怎么说你们的前台，垃圾到不行，我住几天，你不知道啊！不把押金算清楚，害我押金不够了，要续费，也不知道提醒一下。那么晚了，叫我吃闭门羹，然后叫我楼上楼下跑几趟。叫她上来开门，还不应声，不知道什么服务！！！保安服务态度都比你们那些前台强！！', 'star': 1}
{'descr': '有些不专业，服务员穿的有点象小饭店服务员！', 'star': 1}
{'descr': '有些不专业，服务员穿的有点象小饭店服务员！', 'star': 1}
{'descr': '有些不专业，服务员穿的有点象小饭店服务员！', 'star': 3}
{'descr': '有些不专业，服务员穿的有点象小饭店服务员！', 'star': 3}
