{'短评内容': '出差可以住下', '短评打分': 4}
{'短评内容': '感觉不错，和其他莫泰一样，以后再入住，下次再来~', '短评打分': 5}
{'短评内容': '位置很好 在市中心繁华地段 出来吃饭逛街都很便利  但是房价相对于其他同类型经济性酒店还是比较贵的', '短评打分': 5}
{'短评内容': '挺好的 处于湖州中心地段 购物什么的都很方便 ·', '短评打分': 5}
{'短评内容': '位置在湖州市中心，旁边即是当地名小吃千张包，还有张生记的卤菜，逛街啥的都很方便。房间装修教新。', '短评打分': 5}
{'短评内容': '主要是距离市区近，住过几次，价格太高，比同级连锁告高。网速太慢了，建议赶紧找个网管', '短评打分': 5}
{'短评内容': '在湖州最中心的地方，位置非常好！房间很干净，很精致！', '短评打分': 5}
{'短评内容': '不太好 有点旧 房间被子有人吃过的葡萄粒还黏在上面 望下回注意', '短评打分': 5}
{'短评内容': '酒店位置，服务态度都可以.希望大家也可以去体念下..  ', '短评打分': 5}
{'短评内容': '+房间太小了。住在顶楼的房间就只有一张大床的位置。服务态度还可以', '短评打分': 5}
{'短评内容': '环境不错，周围交通方便！', '短评打分': 5}
{'短评内容': '还不错，大床房面积比较小，空调效果不是太好', '短评打分': 5}
{'短评内容': '还好。装修有一一一一一点不好  其他还可以', '短评打分': 3}
{'短评内容': '位置可以，出门比较方便！该酒店的电视机太小，估计只有10几寸！强烈要求改换新的！', '短评打分': 5}
{'短评内容': '房间不错，身处闹市却很安静。', '短评打分': 5}
{'短评内容': '位置非常好！装修、床上用品也不错！下次来还住这！', '短评打分': 3}
{'短评内容': '交通很方便。就是环境有点不是很好！房间有点异味。其他都还不错！', '短评打分': 3}
{'短评内容': '在湖州市区最繁华的地方，位置非常好！装修、床上用品也不错！', '短评打分': 5}
{'短评内容': '第二次还是入住这里，性价比感觉还不错', '短评打分': 3}
{'短评内容': '位置不错，设施也很好，大堂还有台可以上网的电脑，总体值得推荐！', '短评打分': 3}
{'短评内容': '位置不错，住着还算舒服~', '短评打分': 5}
{'短评内容': 'hai bucuo!', '短评打分': 3}
{'短评内容': '房间感觉有点旧旧的。让人不舒服的是房间有一股脚臭味由始至终散不去。工作人员来了之后喷撒了东西。出门回来还是有臭味。除了这个异味。其他一切都还不错。交通尤其方便！', '短评打分': 5}
{'短评内容': '其他都好，就是卫生间有股味道！水龙头设计不太合理，出水小，希望能够加以改进，总体不错。', '短评打分': 5}
{'短评内容': '很好 交通方便', '短评打分': 5}
{'短评内容': '挺好的 不错的选择', '短评打分': 3}
{'短评内容': 'tinghao', '短评打分': 5}
{'短评内容': '位置不错正置市区中心，我住的是8楼比较安静，闹中取静，不错！推荐！', '短评打分': 5}
{'短评内容': '挺好的 位置很中心 交通很方便 里面也很好 ', '短评打分': 5}
{'短评内容': '酒店服务很好，第一间房有异味，跟服务台说了，立即给换了间。\r\n酒店附近超市商场很多，喜欢逛街的人很适合住这里。', '短评打分': 5}
{'短评内容': '酒店位于湖州最繁华区域，紧邻当地有名小吃周生记，吃饭购物很方面。酒店前台服务一般，可能会等些时间。房间里，貌似干净无尘，实际桌椅擦得不透，有点粘，我重新擦了一遍。房间小，考虑到临街吵，就要求到另一侧，可赶巧另一侧可以听到拆迁施工噪音。总之，考虑经济实惠交通方便还是个选择。', '短评打分': 5}
{'短评内容': '出入方便，', '短评打分': 5}
{'短评内容': '服务让人感觉很亲切，下次还会入住。', '短评打分': 5}
{'短评内容': '还可以吧，怎么说是经济型酒店，还放心一点，房间内设施一般', '短评打分': 5}
{'短评内容': '总得来说环境不错，住的也不错', '短评打分': 5}
{'短评内容': '环境还不错,也比较方便,就是临步行街的有些吵,总体还不错', '短评打分': 5}
{'短评内容': '住了两次，评论也写两次。。\r\n因为觉得不错，所以觉得还会继续住，继续写第三次，第N次。\r\n设施不错，连锁的果然值得信任，交通方便，闹中取静\r\n只是在闹市中，临街的房间真的不能选。。。我两次都临街，郁闷死', '短评打分': 3}
{'短评内容': 'T—T 第二次入住...\r\n设施没话说得好！位置也是~~丁莲芳和周生记就在旁边，公交车站也在正对门\r\n但是，第二次还是给我安排了靠近大街上的这一边。。真的。。晚上很吵哎。。\r\n下次去湖州还选莫泰，但是我会要求不靠窗的了。。。\r\n178的价格在湖州算是比较贵的酒店了，但设施好嘛~', '短评打分': 5}
{'短评内容': '位置很好，是经济型酒店。早餐需要另外付费，花样不是很多。', '短评打分': 1}
{'短评内容': '我觉得还不错,可以推荐按一下,还会再去的', '短评打分': 5}
{'短评内容': '房间被褥看起来很舒服，不错', '短评打分': 3}
{'短评内容': '其实是第二次住这了，位置很方便在市中心，晚上可以购物', '短评打分': 5}
{'短评内容': '老听到叫声', '短评打分': 5}
{'短评内容': '一直住这家，整体很满意', '短评打分': 3}
{'短评内容': '位置不错，在市中心，吃饭逛街什么的都挺方便的。设施都是最基本的，我最喜欢卫生间，很紧凑，也很干净。不好的就是房间里的桌子太小了，放不了什么东西。', '短评打分': 5}
{'短评内容': '凑合吧 ', '短评打分': 5}
{'短评内容': '其他都不错，就是隔音效果差的可以，住的是一楼的大床房，晚上就没睡着过，外面不知道是厨房还是什么，吵的要死，早上5，6点，外面的声音更是大的离谱~除了愤怒，就是失望~', '短评打分': 1}
{'短评内容': '基本上都会住这家，干净，位置也好，美林小厨的早晨也不错，品种较多，就是网速有时候很慢，如果能提高就更好了', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还行，闹市中', '短评打分': 5}
{'短评内容': '不错的选择', '短评打分': 5}
{'短评内容': '1、马桶冲不了水；2、说有双早，但实际另有条件：需双身份证才行；3、结帐快，因为新推出免查房。', '短评打分': 1}
{'短评内容': '地理位置不错。房间也很干净。温馨。', '短评打分': 5}
{'短评内容': '地理位置非常合适，性价比较好，就是床垫不怎么舒适，不过这个价格也就不用太高要求了，呵呵，总体上能接受。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '总体感觉还不错，地段、服务、设施都还好，要提出批评的是：被套里面的被子都黑了，或许是个案吧，不过希望不要再有这种状况。毕竟卫生是最基本的条件。', '短评打分': 5}
{'短评内容': '总之满意啦！这样的价位能住到这样好的酒店，真不愧是在湖州市啊= = \r\n交通最方便了&gt;///&lt; 丁莲芳和周生记就在旁边，浙北大厦和银泰也就在旁边啊..都是几步路而已的~~~~那个什么..KTV的也是啊，总之吃喝玩乐都方便，公交车站台也就在门口。我住的是大床房，设施比如家和锦江之星一点都不差，还有超越趋势~~~隔音效果也超好啊！总之很满意...噗哈哈', '短评打分': 5}
{'短评内容': '酒店位于湖州市中心，交通、购物都比较便利', '短评打分': 5}
{'短评内容': '洗脸池水龙头的设计不太合理，不适合女孩子用，房间感觉还不错。', '短评打分': 5}
{'短评内容': '只能是一般，前台的态度很好', '短评打分': 5}
{'短评内容': '毛巾也该换一换了吧？？总不能用到连毛也掉了吧？', '短评打分': 1}
{'短评内容': '秉承了莫泰一向的风格，设施齐，地段好，环境好。\r\n确实连锁的就是不一样，都是一样的好啊。', '短评打分': 5}
{'短评内容': '服务蛮周到的', '短评打分': 5}
{'短评内容': '没有早餐、停车位很紧张、卫生间很窄、没有衣柜、没有多余的台面可以放东西', '短评打分': 1}
{'短评内容': '还行，就是洗手间的一些配备比较旧了，其它都还好，出行交通很方便，价格也合理', '短评打分': 3}
{'短评内容': '这个店的位置很好的,市中心.办事情很方便,下次去还会入住.不足的是没有早餐送啊,把早餐加进房价就好了.', '短评打分': 5}
{'短评内容': '交通还可以', '短评打分': 5}
{'短评内容': '我总感觉莫泰168的前台接待不是很好,给我安排一楼卫生各方面不是很好,和他们说也不理你,现在出差都住如家了,位置在市中心很方便', '短评打分': 3}
{'短评内容': '地带好，很方便。', '短评打分': 3}
{'短评内容': '环境很好，下次还会入住', '短评打分': 5}
{'短评内容': '酒店各个方面我都比较满意，要是价格在低点就更好了', '短评打分': 3}
{'短评内容': '位置不错，就是稍吵了点，但性价比高', '短评打分': 5}
{'短评内容': '在很热闹的地方，适合商旅出差。', '短评打分': 5}
{'短评内容': '这家店的位置非常好，是湖州最繁华的市中心，门前由西向东单行道，没在店里吃早饭，店东几米远就是湖州著名的百年老店丁连芳千张包子店的总店，再向东是一家周兴芳的老店，好像大馄饨和鸡爪很有名，店里的宣传说是号称“江南第一爪”，呵呵，不知是不是吹的，不过还蛮好吃的。就是觉得这两家店都属于零食型的，偏油腻。还有因为在闹市区，有点吵，对睡眠不好的人不推荐。', '短评打分': 5}
{'短评内容': '总体还不错啦，各位开车的朋友要注意门口那条是单行线哦，上次被交警叔叔逮到了呢~~~', '短评打分': 5}
{'短评内容': '感觉被单枕套有点不干净', '短评打分': 5}
{'短评内容': '卫生差,毛巾旧,床单给人感觉不清洁,引起皮肤过敏', '短评打分': 1}
{'短评内容': '我觉得服务，价格好。就是卫生不合格，住了一晚，儿子蚊子咬了5个包！老婆过敏，全身发痒。卫生最重要，不推荐大家入住！', '短评打分': 1}
{'短评内容': '酒店除了个别房间自然通风不好和临街面隔间效果差一点之外,其他都还不错,如果只住一晚,值得推荐.', '短评打分': 5}
{'短评内容': '1、大床房空间太小，根本没有网上说的那么大空间。\r\n2、房间隔音效果很差，有待改进。\r\n3、虽然地理位置还可以，但总体入住感觉非常一般，与锦江之星相比尚有差距。', '短评打分': 1}
{'短评内容': '酒店房间与卫生间是玻璃做的没有什么遮挡不太方便,但是房间内设计的非常简洁,充分利用空间非常喜欢', '短评打分': 5}
{'短评内容': '酒店房间比较干净,也比较舒适,价格也蛮实惠,而且周围交通也还可以', '短评打分': 5}
{'短评内容': '我三月份住的，酒店竟然就有蚊子，而且洗手间马桶后面还有蟑螂，我是觉得位置条件真的应该提高一下，再说硬件还可以，地处湖州比较繁华的地方，价格也是比较实惠的。', '短评打分': 5}
{'短评内容': '房间里的卫生确实很干净,价格也蛮合适的.', '短评打分': 5}
{'短评内容': '酒店的的位置挺好的，交通很方便，服务也很周到，环境也不错，性价比高', '短评打分': 5}
{'短评内容': '经济型酒店，在湖州价格有点高了，位置是很方便，在市区', '短评打分': 5}
{'短评内容': '房间和服务还可以，就是隔音效果欠佳。', '短评打分': 5}
{'短评内容': '酒店的周围环境还不错,价格很便宜,交通也蛮方便的,就是房间的隔音效果太差了,而且网速很慢', '短评打分': 5}
{'短评内容': '酒店服务不错，环境也还可以，但是酒店的隔音太差，我早上还在睡觉就听见外面的吸尘器的声音，非常影响休息', '短评打分': 1}
{'短评内容': '位置挺不错靠近市中心交通挺便利的.房间也挺干净的.价格也蛮合适的.就是办理手续再快点就好了.', '短评打分': 5}
{'短评内容': '酒店的位置也很好的,交通和方便的,性价比不错的', '短评打分': 5}
{'短评内容': '酒店整体还可以', '短评打分': 5}
{'短评内容': '很好!', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '服务台小姐态度不是太好，卫生还可以，房间太小，浴水不热而且有点黄，下次去住要考虑一下了。', '短评打分': 1}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '地理位置很好，就在红旗路上，很热闹，老字号走走就到。', '短评打分': 5}
