{'短评内容': '非常满意！', '短评打分': 5}
{'短评内容': '很差，不会在到此酒店来，卫生条件很差，一股发霉的味道，卫生间的味道大的及时关着玻璃门仍有一股很难闻的味道，无法让人休息。', '短评打分': 1}
{'短评内容': '不实在  出门还是住锦江之星  如家  之类的连锁实在', '短评打分': 1}
{'短评内容': '酒店是在一个小区的沿街二层,采用Loft结构,我订的是套房,房间里面一股甲醛的味道,我只有开着空调通风.而且这个酒店基本没什么服务.很早的时候,服务员大妈就在过道里大叫大喊,这是我订酒店最愚昧的一次.不建议大家入住.\n\n', '短评打分': 1}
{'短评内容': '帮舍友预订的,听朋友回来反馈说是不错，挺好的...', '短评打分': 5}
{'短评内容': '不错，推荐。不错，推荐。不错，推荐。不错，推荐。不错，推荐。', '短评打分': 5}
{'短评内容': '我住在8106房.一開門是樓梯.一開始還以為進錯了,後來一看,原來這個房間是以閣樓形式裝修設計..但房間面積足夠.也不吵.就有時候的確會聽到別人上樓下樓的腳步聲音.另外,住在閣樓沒窗,必須24小時開空調.拿個電卡就好!服務方面還是可以,就有一個前臺的比較差勁!高的人就千萬別住了.畢竟閣樓,樓層肯定會稍低..總體方面本人覺得很不錯.我發圖片上網給大家看時.大家都說好漂亮.', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '房屋小，感觉进了鸽子窝，被子不干净，明明写着可延迟到14点后离店，但实际不行，还特强硬要求十二点离店，说了半天才让步到13点！', '短评打分': 1}
{'短评内容': '隔音不是很好，但是附近交通很便利，方便出行', '短评打分': 5}
{'短评内容': '酒店服务态度很好,很喜欢。就是房间地方有些小。', '短评打分': 5}
{'短评内容': '离闽江路和云霄路比较近，吃饭方便。这是好的地方', '短评打分': 1}
{'短评内容': '大床房和商务大床没有区别，且服务员回答遮掩。房间太小，卫生不好。多数没有窗户，有窗户的关不上，屋里有蟑螂。房间隔音不好，楼上的ML一夜，女的就像是在我耳边叫。实话实说，信不信由你。', '短评打分': 1}
{'短评内容': '创意房间设计的很好，女朋友很喜欢～除了没有窗，屋里有点昏暗，别的都很好哈', '短评打分': 3}
{'短评内容': '房间有创意，配备电脑和液晶电视\n但是房间是暗房，没有窗户，加上青岛这几天下雾，很潮湿\n卫浴设施比较老旧，感觉卫生条件不如大的快捷酒店好', '短评打分': 5}
{'短评内容': '顺利入住，挑了一间一楼的，可能有人更喜欢进门楼梯，二楼入住那种感觉。卫生有瑕疵，重新打扫了一下。位置不错！', '短评打分': 5}
{'短评内容': '确认如其他点评，很有创意，但是在楼上没信号，还要跑到楼下接电话，这样很影响我们这样出差的同行，希望改进', '短评打分': 5}
{'短评内容': '隔音太糟，隔壁ML了一夜，真是太强了，不知道吃了什么灵丹灵妙药。', '短评打分': 5}
{'短评内容': '我定的无窗大床房，168元一晚上，去入住的时候看到已经涨到了218元一晚，从价格上来说还是不错的。位置很好，在福州南路，公交车很方便的。早餐也不错，能吃饱，干净卫生，就是品种少，不过早上在家也就是吃这些东西了。唯一的不足是有点闷，可能无窗通风也一般造成的。', '短评打分': 5}
{'短评内容': '绿岛嘉园的环境不错，晚上休息很安静。房间确实是很有创意，每间房间都有不同，只是大床房无窗户晚上休息会有点闷。早餐也不错，品种不多，就是大米稀饭，水煮鸡蛋，油条和咸菜。但是总比自己出去再花钱买着吃的强很多，毕竟干净又卫生。：）总之，比较满意！', '短评打分': 5}
{'短评内容': '隔音太差了，隔壁房间的动静听的非常清楚，后半夜有人跟高跟鞋走来走去的很吵。', '短评打分': 5}
{'短评内容': '地理位置好，旁边就是闽江路，套房不错，就是隔音不好，', '短评打分': 5}
{'短评内容': '位置优越，交通方便，服务态度还可以，就是房间隔音不好', '短评打分': 5}
{'短评内容': '很好很舒适，也很方便，房间的确很时尚，是Loft格局，2层，很喜欢。电视也很大很好，服务也不错，不过早餐有点简单。还有就是床边有镜子照着床这点让人很不舒服。', '短评打分': 5}
{'短评内容': '不怎么样，房间很压抑，有点压缩的感觉。窗户没有防盗，很容易被偷，空调开启有味道。', '短评打分': 1}
{'短评内容': '总体还可以，就是隔音效果不是太好，太吵，再一个就是床上的被子有些陈旧和发硬', '短评打分': 5}
{'短评内容': '房间布置还可以，不过我住的那间房子的纱窗关不上，有点郁闷\n其他环境还行，出门交通很方便，不过隔音再好一点就好了~', '短评打分': 5}
{'短评内容': '设计还是比较有新意的，因为是无窗房，所以略感压抑，价格因为正赶上了五一所以感觉有点偏高，不过酒店地理位置极佳，综合各方面条件来说还是很推荐的。', '短评打分': 5}
{'短评内容': '还不错，挺有创意的', '短评打分': 3}
{'短评内容': '太小', '短评打分': 3}
{'短评内容': '第二次入住了，性价比很高，就是热水不够大，不够热~~还有复式的楼下住挺吵的~~楼上不错哦~~', '短评打分': 5}
{'短评内容': '不知道创意时尚是不是都这样，规模很小，隔音不好，房间里都听得到前台的电话。哎！', '短评打分': 1}
{'短评内容': '不错.早餐一般.', '短评打分': 3}
{'短评内容': '挺好的，很有创意，内部环境很好，交通很方便，不足就是餐厅太小', '短评打分': 5}
{'短评内容': '入住创意时尚房，总体来说很不错，感觉日式的不如欧式好，听说早饭不是很好，没有尝试。。。', '短评打分': 5}
{'短评内容': '服务很好', '短评打分': 3}
{'短评内容': '酒店服务相当差.需要送东西还要自己下楼拿...说服务员已经下班没有办法送到房间.而且房间没有窗户.刚开始订的是一个普通的大床,服务员说没有窗户,然后其介绍说另一种房型的有窗,于是我们就调换到另一种房型.结果进门一看,窗户比门缝还小...简直无法接受..早餐也简单得可怜..总之性价比很低.......', '短评打分': 1}
{'短评内容': '早餐很简陋，酒店风格根本没什么创意，没有电梯', '短评打分': 1}
{'短评内容': '房间太窄，很压抑。\n房高也有问题，象阁楼。', '短评打分': 5}
{'短评内容': '格局大部分是跃层 外观不错 就是装修的久了 有的地方很旧', '短评打分': 5}
{'短评内容': '房间挺大，  \n第一间房突然遭遇了大部队蟑螂袭击。前台就给我们换了间日式的，还行。\n我想说，你们的浴巾破损的也太对不起人了。。。', '短评打分': 5}
{'短评内容': '青岛的夏天，这样的酒店就要配这样的价格了。。。', '短评打分': 5}
{'短评内容': '适合情侣人事入住，不适合商旅，地理位置不错，餐饮很方便', '短评打分': 5}
{'短评内容': '酒店比较有特色，地理位置优越，靠近奥帆基地和五四广场，旁边就是餐饮一条街闽江路。', '短评打分': 5}
{'短评内容': '这酒店还可以阿就是房间有烟味', '短评打分': 3}
{'短评内容': '装修风格是还是不错的，就是卫生不是非常干净，有点对不起这个价格啊', '短评打分': 1}
{'短评内容': '服务还可以，只是餐厅太小，房间灰尘太多。', '短评打分': 1}
{'短评内容': '住还可以。早餐差。态度一般', '短评打分': 3}
{'短评内容': '这个价位在这么繁华的地段算是性价比很高很高的了，就是房间小点，但是整体装修风格是我喜欢的年轻时尚的类型，下次还会入住。\n', '短评打分': 5}
{'短评内容': '經濟 時用!一般!經濟 時用!一般!經濟 時用!一般!經濟 時用!一般!', '短评打分': 5}
{'短评内容': '房间太小了，而且隔音太差了，旁边房间的各种声音都能听到。除了位置好外优点很有限。', '短评打分': 5}
{'短评内容': '+青岛创意时尚连锁商务酒店（绿岛嘉园店）房价便宜 没有电梯 早餐不好', '短评打分': 5}
{'短评内容': 'yi jinwu jiuyou louti.sheji hen tebie.henshufu.', '短评打分': 5}
{'短评内容': '裝修很時尚，地理位置也很好，價格公道，不錯不錯', '短评打分': 5}
{'短评内容': '位置很好，临近奥帆中心，性价比高。商务双人房适合家庭使用。有早餐，附近有24小时便利店，比较方便。', '短评打分': 5}
{'短评内容': '性价比不错，位置方便，购物游玩交通很方便。离佳世客、奥帆赛中心很近，步行15分钟之内。', '短评打分': 5}
{'短评内容': '都还不错，就是房间有点小，性价还可以，适合年轻人居住', '短评打分': 5}
{'短评内容': '交通便利，房间设施很好，服务周到，总体感觉很好。就是没电梯', '短评打分': 5}
{'短评内容': '就是隔音不好  其他都还行 房间不大 但装修挺有样', '短评打分': 5}
{'短评内容': '这个价位在这么繁华的地段算是性价比很高很高的了，下次还会入住。', '短评打分': 5}
{'短评内容': '交通便利 服务周到 卫生较好 以后还会来哦！', '短评打分': 3}
{'短评内容': '交通便利 比较舒适 卫生尚可 以后还会来哦', '短评打分': 3}
{'短评内容': '真的不錯!真的不錯!真的不錯!真的不錯!真的不錯!', '短评打分': 5}
{'短评内容': '整体还不错~屋子较有特色，稍贵了点，但是有蚊子…', '短评打分': 5}
{'短评内容': '交通便利 服务周到 卫生良好 下次还会来的哦！', '短评打分': 5}
{'短评内容': '装修很奇特，进屋先上楼梯，如果行李比较重的话，可能比较痛苦。位置很不错，离超市比较近，楼下还有个便利店，走到海边也就是20min不到。', '短评打分': 5}
{'短评内容': '这家酒店除了位置好，别的没什么好的。尤其是晚上很吵，到1点走廊还有很大噪音，早上6点就有人开始在走廊吵。', '短评打分': 1}
{'短评内容': '房间太小,服务态度差,餐厅环境很脏,早餐也很差,看了就没食欲.整体性价比低', '短评打分': 1}
{'短评内容': '位置很好，因为楼本身的原因，有的房间没有窗户，不过整体还是不错的。', '短评打分': 3}
{'短评内容': '地理位置不错，在香港中路附近，市中心，镶着金边的破抹布的金边上。这个季节只能这个价格了', '短评打分': 5}
{'短评内容': '我一年在酒店住200多天，什么地方什么档次的酒店都住过了，老实说，没有住过这么差这么脏的酒店。本来预定了三天的，住了一个晚上，第二天一早马上搬出去了，换了隔壁的新东大酒店。到了新东大酒店，也就多100块钱，感觉就像从地狱到了天堂。\n\n酒店唯一还过得去的只是它的地理位置，卫生一塌糊涂。我也没有要求一尘不染，但是热水壶上面总不能那么厚的一层灰吧？还有，地上，床脚总是有那种说不出名字的虫子，害得我整晚不', '短评打分': 1}
{'短评内容': '简直是差到极致酒店！！自从入主后简直是噩梦的开始！我们定的商务双床方，每晚358人民币，但是我朋友比我们定的晚， 同样的房型他们却订到的是200多人民币，这个不是主要的， 主要的是\r\n能相信吗， 烂房间连热水都没有！！！！我们飞机晚点， 到的时候已经是晚上12点了，匆忙入主， 结果洗澡的时候发现没有热水， 问酒店服务部，说让我们放20分钟热水之后再说， 结果放了半天， 出来的热水就是温水，而且还小', '短评打分': 1}
{'短评内容': '地理位置非常好，房间也比较有特点，是复式的。价格也算公道！', '短评打分': 5}
{'短评内容': '很好的酒店。。。。。。。。。。。。。。。。。。。', '短评打分': 3}
{'短评内容': '房子好小，房顶好矮', '短评打分': 5}
{'短评内容': '挺干净，服务也不错。就是房间小点。', '短评打分': 5}
{'短评内容': '整体不错，适合年轻人。或者来出差的人，房间比较有特色。\r\n', '短评打分': 5}
{'短评内容': '位置还算可以,住宿条件看着表面还不错,但实际用起来才有更大的惊喜,简直一沓糊涂,房间的设施陈旧;不堪回首.以后不会再住了.性价比及底;511元的商务房真的不如如家的呢;很失望.房间其行怪状的,大概这就是&quot;时尚创意&quot;吧.', '短评打分': 3}
{'短评内容': '这个价格配上这样的酒店，也就在青岛，也就在青岛最热闹的8月。', '短评打分': 1}
{'短评内容': '啤酒节期间,人多.服务还不错', '短评打分': 5}
{'短评内容': '性价比太差', '短评打分': 5}
{'短评内容': '性价比非常高', '短评打分': 3}
{'短评内容': '离美食一条街特别近，卫生服务相当好，可惜没有窗户，虽然房型是复式，但进门就是床，让人有点窒息！', '短评打分': 1}
{'短评内容': '房间很小，而且有限的空间内还有个楼梯轮廓，走路需要特别注意。包的早餐只有油条，咸菜，粥，鸡蛋，而且还限量。住了4天，根本就没给换过毛巾！', '短评打分': 1}
{'短评内容': '除了隔音稍微差了点，总体还是不错', '短评打分': 5}
{'短评内容': '环境挺好，住在里边很温馨', '短评打分': 5}
{'短评内容': '在旅游旺季来看价格不算很贵', '短评打分': 5}
{'短评内容': '性价比挺高的酒店 不错', '短评打分': 5}
{'短评内容': '前台服务人员不专业，房间很小很矮，洗澡水需要放很久才热而且水流小，有窗的房间绝对是唬人的，那窗户跟没有一样，睡眠不好有蚊子，隔音效果奇差。性价比低，非常不值那个价钱。唯一还可以的就是有台电脑，地理位置还可以了。', '短评打分': 1}
{'短评内容': '都还行 就是房间比图片小 而且服务态度不是很热情、、、\r\n', '短评打分': 5}
{'短评内容': '定的应该不是特价房，房间很小很小 和照片上有很大的区别。房间很矮给人感觉很闷很憋，进门就是床，不仅没有窗户、墙是斜的，还有个大边角。最大的优点就是位置好，离云霄路、佳士客都不远，出门就是车站。总的来讲性价比一般了。', '短评打分': 1}
{'短评内容': '房间有异味，而且部分房间没有窗户，比较闷。但是酒店位置不错，出来走着就可以到云霄路和闽江路美食街，香港广场，家乐福，佳世客，出来买东西吃饭都比较方便。而且门口就是228路，到各景点都比较方便，210路到火车站。如果对房间没有特别要求，或者不在乎价钱（住VIP房间）的话，还是比较推荐的，关键就是出行方便。', '短评打分': 5}
{'短评内容': '确实很有创意,位置相当好,离闽江路很近,就是早饭太单一,楼梯有点陡,总的来说挺好,适合年轻人住,下回还住那', '短评打分': 5}
{'短评内容': '淋浴器水量太小，杯子不怎么干净，还有牙膏粘在上面', '短评打分': 5}
{'短评内容': '酒店位于青岛福州南路上，离香港中路很近，去佳世客和麦凯龙步行即可。就其位置而言，酒店的价格在青岛已经相当便宜。服务态度一般，客房服务一般，经常会漏给客房用品，前台服务可以，行李寄存不规范，连个行李牌都没有。总体来说不错啦，前台有个MM态度很好……', '短评打分': 5}
{'短评内容': '室內裝修的比較好，佈局時尚，設施也很好，夏天在這空調很涼快。交通方便，總之性價比很好。', '短评打分': 5}
{'短评内容': '无', '短评打分': 1}
{'短评内容': '地理位置比较偏，虽然在市中心但是不好找。房间很有创意，无愧于创意房。空调在楼下，电视在楼上，关了灯上面排风扇也跟着关掉了。。。夜里热死。卫生状况一般，杯子脏死。性价比不高，不过嘛，楼上一张床，楼下一张床，也就马马虎虎了。。。免费早饭不错，就是不给退，免费的嘛。。。于是也没吃', '短评打分': 3}
{'短评内容': '地理位置比较偏，虽然在市中心但是不好找。\n房间很有创意，无愧于创意房。空调在楼下，电视在楼上，关了灯上面排风扇也跟着关掉了。。。夜里热死。\n卫生状况一般，杯子脏死。\n性价比不高，不过嘛，楼上一张床，楼下一张床，也就马马虎虎了。。。\n免费早饭不错，就是不给退，免费的嘛。。。于是也没吃', '短评打分': 1}
{'短评内容': '总体感觉还不错  只是有几点问题：房间配了可供消费的红酒却没有红酒杯  晚上要求加枕头被拒   早餐有点太单调（油条稀饭）   ', '短评打分': 5}
{'短评内容': '还不错，就是洗澡水比较小，洗的很不痛快，其他都很好！', '短评打分': 3}
{'短评内容': '都很好，就是洗澡水非常小，洗澡很费劲，并且没有冰箱和衣柜，稍微有些遗憾，酒店位置和装修风格都很不错！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '床单有点破。。地理位置还可以', '短评打分': 3}
{'短评内容': '床单有点破。。', '短评打分': 5}
{'短评内容': '还不错，但是没有窗户这一间。有电脑 别的还不错哦', '短评打分': 5}
{'短评内容': '酒店位置很好，吃饭购物相当方便，住宿条件一般，房间网速太慢', '短评打分': 1}
{'短评内容': '我和朋友开了两个房间，每间的设计都不一样，都很有风格，非常精致，赞一下！电视高清的很大，正好赶上看世界杯，哈~\r\n位置也不错，打车跟司机说到绿岛嘉园，下车就能看见酒店的牌子。离闽江路和香港路很近，所以购物吃东西很方便~', '短评打分': 5}
{'短评内容': '酒店的位置距商业中心和旅游的五四广场近，附近有超市有书城，银行多，很方便，很适合个人旅游或业务员', '短评打分': 5}
{'短评内容': '房间不错，性价比很高~！地理位置也很好，干净&#183;！', '短评打分': 3}
{'短评内容': '整体不错，有个性，房间隔音效果一般', '短评打分': 5}
{'短评内容': '相当棒的酒店', '短评打分': 5}
{'短评内容': '还不错哦~', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '房间太小了，与网上图片不符。', '短评打分': 1}
{'短评内容': ' 一般吧 ', '短评打分': 1}
{'短评内容': '都不错', '短评打分': 5}
{'短评内容': '不错  不错', '短评打分': 5}
{'短评内容': '还行&#183;&#183;空间有点小', '短评打分': 5}
{'短评内容': '房间偏小，复式房间，显得很狭窄。而且宾馆门口有个下水井盖，车辆通过的时候会响，声音很大，影响休息。\r\n不过酒店位置不错，出行很方便', '短评打分': 3}
{'短评内容': '临近市区，但是房间面积偏小，卫生条件一般，毛巾上有不少洞。\r\n而且门口有个下水井盖，过车的时候后咣咙的乱响', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店位置比较好，装修也前卫，但前台人员的服务态度有待提高。', '短评打分': 3}
{'短评内容': '位置优越，价格适中，性价比好，值得推荐。', '短评打分': 5}
{'短评内容': '酒店位置非常不错，出门就是佳世客，离家乐福、麦凯乐也很近，走着去就行，周围吃饭的地方也不少。房间卫生还可以，床单没换，上面都是毛发，后来找服务员又换的，洗澡的水流不太大，水温还不错，最差的是房间隔间太太差，旁边房间说话都能听见，外面走路、关门的声音也都听的很清楚，感觉休息不好。装修不错，很现代，床也蛮舒服的，大床，电视是壁挂。总的来说还可以吧。早餐不到点就没了。', '短评打分': 5}
{'短评内容': '位置不错，而且环境挺好，适合个人游完。只是在服务细节上要加强，特别是前台的工作要更主动。', '短评打分': 3}
{'短评内容': '酒店位置不错，装修也很有特点，整体感觉性价比很好。只是服务人员，特别是前台人员的主动性和跟客人的沟通要加强。我入住的时候，POS机出了问题，不能刷卡，等了好久。前台让我去外面银行取钱，等我取回来，机子又好了。有点折腾。还有就是办理退房的时候，等的时间也够长，前台也不跟你沟通，自己就在那傻等。这些方面要提升。', '短评打分': 5}
{'短评内容': '确实比较新潮，很适合情侣卿卿我我~~~~~~呵呵，也是在市南区。', '短评打分': 5}
{'短评内容': '178的大床房给的是没有窗户的在一楼。', '短评打分': 5}
{'短评内容': '地理位置不错，房间不大，服务一般，跟其他连锁酒店还有一定差距', '短评打分': 1}
{'短评内容': '性价比很差， 里头还卖假烟的  ', '短评打分': 1}
{'短评内容': '网速慢的无法用，卫生间没有门，地面打扫的不干净，房间太小，比同价位的商务连锁酒店差远了。', '短评打分': 1}
{'短评内容': '总体感觉非常好。值得推荐', '短评打分': 5}
{'短评内容': '我觉得酒店各个方面都挺好的，价格也不贵，我比较满意 ', '短评打分': 3}
{'短评内容': '室内装修的很时尚、很漂亮，喜欢；不过脸池边有点脏；房间的隔音太差了，搞得晚上睡不好。', '短评打分': 5}
{'短评内容': '地理位置很不错。酒店的房屋结构决定了装修必须有创意才不会给人不适的感觉。装修的很精致，感觉很温馨。只是隔音效果稍微有点欠缺，走廊上的声音听得比较清楚。总的来说还是值得推荐的！', '短评打分': 5}
{'短评内容': '这家酒店在这个地方算是性价比不错的了.值得推荐.', '短评打分': 3}
{'短评内容': '酒店不大，但房间还行，早餐太差了，8：30分就什么都没有了，连干净的碗都没有了。', '短评打分': 5}
{'短评内容': '所在位置优越，酒店很有特色，隔音效果差些....', '短评打分': 5}
{'短评内容': '这个酒店的条件算是比较不错的，硬件设施在这个价格来说是很不错的，环境和地理位置都比较好，很满意。', '短评打分': 3}
{'短评内容': '房间小，吃饭也不方便，酒店的早餐有待提高。', '短评打分': 5}
{'短评内容': '就是隔音有些差', '短评打分': 5}
{'短评内容': '酒店的硬件条件在这个价位来说，我觉得是很不错的，服务也还可以，地理位置，交通都还算是方便的。', '短评打分': 3}
{'短评内容': '酒店的环境不错就是太吵了,酒店的设计风格我也是很喜欢,位置很优越,购物旅游都十分方便.', '短评打分': 3}
{'短评内容': '入住了四天，主要是离公司近。我入住的大床房正好位于前台上方，层高特低，协调了几次也没给我换，卫生一般，早上叫保洁，晚上回来还没打扫，而且还发现了蟑螂。这里的早点不用太在意了，基本吃的人很少。\r\n不过酒店的价格对得起它位置了，周围的云霄路和闽江路吃饭地方很多，基本就是这样了。', '短评打分': 1}
{'短评内容': '酒店的创意很不错，每间房间的设计都不一样，让人看了，总有一间是你喜欢的，很不错，就是有的房间没有窗户，不能通风，其他的，都很不错！', '短评打分': 5}
{'短评内容': '环境一般，隔音不好，晚上不知道为什么非常吵，酒店本跟没有人维护基本的住宿环境，下次我不会住了', '短评打分': 3}
{'短评内容': '房间面积有点小.有一些压抑感,其它各方面都算比较不错,不过因为有压抑感所以下次我会再考虑一下会不会入住这家酒店了', '短评打分': 3}
{'短评内容': '订的是国庆期间的商务大床房，奇贵，不过考虑到长假也就算了。打车去挺好找的。拿到的房间钥匙是8233，在此提醒之后的驴友，如果拿到这个号码，一定要换！上了楼只是觉得楼高不够，进了房一看大小直接坏了心情。一个很小的浴室，然后就是一张不大的床，边上很小的空间只够转身，箱子一放就觉得没地方走动了。洗了澡出门逛街吃饭，回来和前台一说，抱怨了好一会儿，同意第二天帮我换房间，于是就憋屈了一晚上。\r\n第二天就找前', '短评打分': 5}
{'短评内容': '国庆去的，价格很高，398大床间，据服务员说这个价格平时可以住最好的套房了。卫生很差，床单被罩上有很多血迹，要求服务员换的时候很不乐意，最后只换了一个被子，床单没有更换。早餐虽然很简单，但是味道还算过得去。千万不要听前台推荐的一日游等，浪费钱财时间还心情不爽。', '短评打分': 1}
{'短评内容': '我觉得定的这家酒店价格有些高,我住的大床房很小顶很低有点压人,早餐实在很差,在一间很小的房间里面只有包子稀粥和咸菜,我几乎就没有看到有人去吃,位置还是不错的很方便.', '短评打分': 3}
{'短评内容': '位置很好 离五四广场近 房间小 不过还可以没有说的那么糟 我还是可以推荐的', '短评打分': 5}
{'短评内容': '1，我和老公国庆期间入住的，本来入住的价格和档次根本不在一个阶梯上，这就算了\r\n2，早饭都没吃过，不好评价\r\n3，下水道奇臭无比，还是在晴好的日子里\r\n4，附近的美食街和交通还是挺方便的\r\n5，最郁闷的是结账走的时候我们明明没有用它的旅行套装，服务员上楼查房却说我们把它打开了，天晓得是不是鬼开的，属于私营旅馆的最后一刀，我们急着赶飞机，也没有争论下去\r\n6，最后请大家不要贪图创意，理智选择住所', '短评打分': 1}
