{'短评内容': '非常好非常好', '短评打分': 5}
{'短评内容': '该酒店在火车站边，交通方便。房间较大，卫生状况良好，性价比较高，也比较安静。下次到鞍山出差、旅游将继续入住此酒店。', '短评打分': 5}
{'短评内容': '设施齐全，但是有些旧，交通很便利', '短评打分': 3}
{'短评内容': '还可以吧，房间挺宽敞！床也很舒服，总体来说还是很不错的\n', '短评打分': 5}
{'短评内容': '房间卫生比较差，洗手间不好，房门不好，被褥也不干净，上面有洗不掉的一些痕迹。电梯老旧。居然走廊里还有狗，好像是工作人员养的。', '短评打分': 1}
{'短评内容': '还不错，就是作为商务酒店别的地方都直接配电脑，这边只有网线，不好！', '短评打分': 3}
{'短评内容': '所谓高级商务单人间竟无窗户。所谓豪华商务双人间并无宽带，倒是标间有宽带。不知豪华在何处。因为带窗户的面站前街，且楼型正好窝风，窗户不隔音，嘈杂，且不大的风就风声呼呼的。楼道里一股子返潮酸味，地毯脏兮兮。这三星级也太好给了。三星的价，没星的硬件和软件。上当受骗的感觉。', '短评打分': 1}
{'短评内容': '酒店只有地理位置不错，其他都不成，倒是客服服务人员的态度比前台还好', '短评打分': 1}
{'短评内容': '环境不错，服务也不错，就是无限网络有待改进，其他都还不错，以后去鞍山还会去住。', '短评打分': 5}
{'短评内容': '鞍山的水平来讲，很一般。服务也一般。只房价是国际水平。\n', '短评打分': 1}
{'短评内容': '一般....................................', '短评打分': 1}
{'短评内容': '太差了一点也不好！！！\n垃圾啊卧室一点也不干净环境也不好不建议在那住', '短评打分': 1}
{'短评内容': '一般吧，住的时候最好看看房间，再决定住不住', '短评打分': 5}
{'短评内容': '      太差劲了.环境还不好,..前往。....', '短评打分': 1}
{'短评内容': '房间马马虎虎，不过这个价位也就算值了，过得去', '短评打分': 5}
{'短评内容': '干净、卫生、敞亮、早餐不错，价格适中合理。', '短评打分': 5}
{'短评内容': '火车对面，交通方便；服务比较好，环境一般。', '短评打分': 5}
{'短评内容': '我觉得这家的酒店管理有点问题，但是这个价位也就这样了，', '短评打分': 5}
{'短评内容': '非常好，超不错！环境新装修漂亮啊！支持支持！以后还住那里', '短评打分': 5}
{'短评内容': '宾馆设施有点旧 有蟑螂 服务还可以 \n\n无窗户的房间 没有换气扇', '短评打分': 1}
{'短评内容': '一般吧,看了以前点评的前辈们说过的:卖的东西太多,房卡不好使..\n果然全中.其他的还行,早餐凑合吧.', '短评打分': 1}
{'短评内容': '挺好 干净 屋子不大却很温馨 会和朋友推荐', '短评打分': 5}
{'短评内容': '酒店位置好，性价比不错，大床房卫生条件比较差，有小强出没', '短评打分': 5}
{'短评内容': '卫生不好 房间还可以  卫生间设施不好 整体卫生很差 设施简陋 停车及其不方便 不推荐 就是价格便宜 建议还是选择品牌酒店', '短评打分': 1}
{'短评内容': '十很差', '短评打分': 3}
{'短评内容': '比较干净卫生，房间中的镜子很有情调，卫生间比较合理', '短评打分': 5}
{'短评内容': '离火车站很近，背后就是小商业街，买东西挺方便。房间设备有点陈旧。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '服务好地角好…', '短评打分': 3}
{'短评内容': '房间上网设置不方便 要手动修改IP地址 很麻烦。。。\r\n房间设施陈旧。。。\r\n服务态度尚可', '短评打分': 3}
{'短评内容': '环境太一般', '短评打分': 5}
{'短评内容': '卫生间水龙头不好使，屋里电视有点要坏的迹象，一会亮一会暗的，房间比较小，不过地理位置很好，性价比还算好', '短评打分': 1}
{'短评内容': '很一般 下次不想去了 房间太小了 还是无线上网 非常慢', '短评打分': 1}
{'短评内容': '设施有点陈旧，小强太多，网络不好，打了三遍电话也不给解决，郁闷，再不去住了。', '短评打分': 1}
{'短评内容': '价钱还可以，交通很便利，地点很不错，但是环境有待提高', '短评打分': 3}
{'短评内容': '酒店位置不错，房间卫生不好，空气尤其不好，有很大的烟味儿。', '短评打分': 5}
{'短评内容': '距离火车站1分钟路程，房间属于新装修，早餐还可以，就是晚上有点吵，下面好现在作地下商场工程。', '短评打分': 3}
{'短评内容': '这个价钱这个地点算不错了，环境一般吧，适合出差临时居住', '短评打分': 5}
{'短评内容': '上网太费劲 麻烦', '短评打分': 5}
{'短评内容': '位置还行，就在火车站旁边。门前在装修，妖娆好大一圈才能过去。', '短评打分': 5}
{'短评内容': '环境很好，只是离火车站很近，早上有点吵。早餐供应只到八点二十，对于爱睡懒觉的人来说，不推荐。', '短评打分': 5}
{'短评内容': '还可以吧，但是房间隔音效果很差。但是价钱还可以，位置不错。', '短评打分': 5}
{'短评内容': '房间大，卫生，但热水壶中尚剩存上位客人7根残留方便面条；设施简陋：修路导致自驾很难找到。早饭性价比不高。不推荐。', '短评打分': 5}
{'短评内容': '酒店属于新装修，房间还算不错，早餐不够丰富，但按照12元的标准也不应该期望过高，此酒店距离鞍山火车站非常近，不过夜间受地下商场施工影响较大，总体来说性价比还算可以。', '短评打分': 5}
{'短评内容': '没有热水 开灯不方便！！很容易找不到开关！', '短评打分': 1}
{'短评内容': '+位置不错，方便…', '短评打分': 3}
{'短评内容': '+位置还好，设施简单，规模很小，二楼是餐馆，有点乱…', '短评打分': 5}
{'短评内容': '服务、装修专业', '短评打分': 5}
{'短评内容': '中', '短评打分': 5}
{'短评内容': '酒店的服务人员态度都挺好的.也很热情,有需要的时候和他们招乎一声就能马上帮到我们.房间的卫生条件不错,很简洁很舒服.我感觉还是挺不错的一家酒店.', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店还是很一般房间有一个镜子晚上躺在床上就觉得很不舒服，卫生设施还行，价格还不错。', '短评打分': 1}
{'短评内容': '离火车站很近.周边交通比较方便,不过旁边有一个KTV,晚上人挺多的感觉不太安全,不过隔音效果好,不会吵到不能休息.位置是我们就近选择的,对于出行很方便.', '短评打分': 5}
{'短评内容': '我入住期间,感觉酒店的装修已经不是特别现代化，从外观看起来还可以，但是里面的设施啊就稍微有点陈旧了,不过住得还行.服务人员都挺热情周到的,综合性价比还可以.', '短评打分': 5}
{'短评内容': '脏环境差', '短评打分': 5}
{'短评内容': '室内味道不好，房间比如家大，但卫生条件很一般，不会推荐朋友去的', '短评打分': 1}
{'短评内容': '房间很大，只是有点小吵，关上窗才可以，早餐还是不错的', '短评打分': 5}
{'短评内容': '重新装修过 有的地方感觉和如家有些像 但是有很多地方还是很破的 门 柜子 墙壁什么的 本来订的 单人间 屋子里除了正门外 墙那面还有个门 地下还有缝隙 让人感觉怪不踏实的 和前台沟通 给我调了一个大的房间 态度倒是还可以 ', '短评打分': 1}
{'短评内容': '酒店服务挺好的，我提出的要求，服务员都可以照办，房间卫生打扫的很干净，总体感觉入住环境还可以', '短评打分': 5}
{'短评内容': '性价比尚可,主要是地点交通比较方便商务人士入住,硬件条件一般', '短评打分': 5}
{'短评内容': '酒店位置还可以，靠近火车站，出行挺方便的，服务挺热情的，住着舒服', '短评打分': 5}
{'短评内容': '实在太垃圾了，服务员态度极差，室内潮，且脏，一进屋子灯泡坏了还得打电话给换，根本指不上50元，屋里卖的东西倒是不少，什么避孕套之类的，', '短评打分': 1}
{'短评内容': '服务好，就是临近火车站。。。', '短评打分': 5}
