{'短评内容': '酒店位置不错', '短评打分': 5}
{'短评内容': '空调声音较响，且不能调节风速，影响睡眠，大堂边的小店用10圆的香烟冒充60圆的烟，实在可恶，差点上当，基本上也就服务质量还可以。', '短评打分': 1}
{'短评内容': '硬件条件还不错，整洁干净，周围吃饭购物也很方便，而且酒店在红谷滩新区，去机场很快', '短评打分': 5}
{'短评内容': '酒店的硬件条件还是不错的，周围吃饭有澳门豆捞、咸亨、毛家饭店等大牌酒店，购物有天虹，交通也比较便捷，就是早餐差了些，品种太少', '短评打分': 5}
{'短评内容': '酒店在开发区有点偏附近也没什么东西吃。我入住的房间1207冲水马桶不管用，入住的时候就看到里面有好多没冲掉的废物。可能是打扫的服务员没把马桶冲干净。洗澡的时候水忽冷忽热，想洗个澡也不行。还好不是冬天不然麻烦就大了。', '短评打分': 1}
{'短评内容': '房内装修很不错。很卫生。服务员态度很好。酒店附近交通也很便捷。', '短评打分': 5}
{'短评内容': '早餐怎么只有一份？', '短评打分': 3}
{'短评内容': '酒店服务挺好,设备有点旧.', '短评打分': 3}
{'短评内容': '新酒店，房型设备都不错，就是电视机破了一点。', '短评打分': 5}
{'短评内容': '交通一般，不过我开车的，基本没影响，设施很好，服务态度也不错的哦。。。', '短评打分': 5}
{'短评内容': '在红谷滩区域的一个标志性建筑，很远就能看见。海南航空旗下酒店，让你享受空姐般的热情服务。', '短评打分': 5}
{'短评内容': '其他都可以，就是卫生间的毛巾太旧太脏，四星的酒店应该买成新白毛巾阿。', '短评打分': 5}
{'短评内容': '还行  还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 ', '短评打分': 5}
{'短评内容': '不错的酒店，要是早餐能送两份就更完美了。（淋浴很舒服）第二次入住了。', '短评打分': 5}
{'短评内容': '非常不错的酒店，除了大厅昏暗不够气派，但实施都很新。', '短评打分': 5}
{'短评内容': '+1012', '短评打分': 5}
{'短评内容': '不错，在南昌的酒店，这个算性价比高的，不过在新区，比较出行不方便！', '短评打分': 3}
{'短评内容': '地段在红谷滩，算比较好的酒店了。因为在装修。蛮吵。过段时间应该会好的。', '短评打分': 5}
{'短评内容': '+房间装修得很漂亮，酒店所在位置也较好，下次出差我还会入住', '短评打分': 5}
{'短评内容': '+环境不错,就是空调风有点大,早餐环境不错.', '短评打分': 5}
{'短评内容': ' 还行！', '短评打分': 3}
{'短评内容': ' 不错!', '短评打分': 5}
{'短评内容': '位置有点-偏，坏境不错，下次来南昌还会考虑入住的，西餐厅还不错', '短评打分': 5}
{'短评内容': '整体还不错啦，就是贵了点，然后送单早也很不人性。。。', '短评打分': 5}
{'短评内容': '性价比挺高的,价位不贵,各方面也比较到位.很达标.我本人很喜欢这家酒店.', '短评打分': 5}
{'短评内容': '出差第一次入住此酒店，感觉不错，下次到南昌还会住在这里', '短评打分': 5}
{'短评内容': '酒店卫生太差，房间和大床太小，大床还没有标准间的大，被子也很脏，服务员都在地毯上给客户换被套，卫生间也很脏，', '短评打分': 3}
{'短评内容': '整体来说非常不错！  而且，各种设施比较新。 相对服务也很不错。', '短评打分': 5}
{'短评内容': '很不错的酒店，晚上外观也很漂亮', '短评打分': 5}
{'短评内容': '不错不错', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '卫生条件极差，服务员在地上换被套，这还是在我的眼皮下呢，要是没有看见的时候收拾房间还不知道怎么弄？房间较小，和上次住的差远了。我就想不通，同样的价格给我这样一个房间，况且床还是小床。我订的可是大床呀！到处都是灰尘和污迹，厕所马桶不会消毒。况且收拾浴室的时候只是敷衍了事。把我们客户当什么了？好骗的吗？', '短评打分': 1}
{'短评内容': '不错。住了几次挺好的', '短评打分': 5}
{'短评内容': '一般一般一般', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '性价比很高，设施也新，吃饭、购物、交通便利，餐厅也不错。在红谷滩有如此档次的价位的酒店很难得了，就是订火车票收送票费米收据，并且不能与房费一起结账。\r\n店后澳门豆捞后的XX厨房餐馆的性价比也不错。旁边的原汁原味快餐吃过后我们一帮同事都有闹肚子的现象。\r\n另外就是附近网吧稍远了点', '短评打分': 5}
{'短评内容': '碰到几件不顺心的事情，不过最终还是解决了。', '短评打分': 5}
{'短评内容': '我订的浪漫蜜月房，没有网上说的那么大，不过环境还可以，总体不错', '短评打分': 3}
{'短评内容': '设施不错，就是隔音差点，自助早餐很丰富，喜欢', '短评打分': 3}
{'短评内容': '酒店总体感觉还可以 总台感觉有点寒酸小的可怜 卫生间内最基本的吹风机都没有 房间舒适度和其他设施还可以 灯的开关有点复杂 到处都是 有几处床头不能完全控制', '短评打分': 5}
{'短评内容': '住的是标间吧，房间比较大。。比较舒适，但是价钱比较高。。\r\n总体来讲比较不错，设施比较新。。。', '短评打分': 5}
{'短评内容': '总体不错，住的浪漫蜜月房，好象没有宣传中的那么大，有50 个平方，只有20 ，有点失落感！总体还可以！', '短评打分': 5}
{'短评内容': '整体感觉不错', '短评打分': 5}
{'短评内容': '房间设施还可以，但是隔音效果很差，晚上楼上下的脚步声，关门声让人感觉就在自己房间，休息不好，价格也不便宜，在南昌那样的城市，性价比不高。', '短评打分': 1}
{'短评内容': '这是我出差这么多次，最满意的一个酒店，非常的好，5星级标准', '短评打分': 5}
{'短评内容': '干净，舒服，但只送一份早餐比较不好，加一份要30元，性价比不高，特别在南昌来讲。', '短评打分': 5}
{'短评内容': '就是房间有点小，房间隔音太差，上下左右房间深夜的脚步声、敲门声、说话声几乎都能听见，其他设施都还可以，大堂白天光线显得较暗。', '短评打分': 5}
{'短评内容': '酒店一般,卫生状况不太理想', '短评打分': 3}
{'短评内容': '还不错的酒店，离机场和客户那里都比较近，干净、性价比高。推荐', '短评打分': 5}
{'短评内容': '不错的酒店！值得再次入住！', '短评打分': 5}
{'短评内容': '价格有点贵，酒店配套设施很是少，吃饭不方便。', '短评打分': 1}
{'短评内容': '很不错的酒店,环境很好.', '短评打分': 5}
{'短评内容': '房间还是比较舒服的，餐厅也比较安静', '短评打分': 5}
{'短评内容': '酒店不错，性价比很好，房间设置也很好，就是酒店的大堂有点小', '短评打分': 5}
{'短评内容': '早餐一般，出差住还可以', '短评打分': 5}
{'短评内容': '服务还好，位置还算方便，它的一些设施该更新的，像床单有些污渍已经洗不掉……这样给客人的感觉很不舒服', '短评打分': 3}
{'短评内容': '这家酒店估计是南昌性价比最高的五星级酒店了，感觉位置稍微偏了些，但是周围设施很齐全，很安静，服务也很好，适合对睡眠环境要求较高的人士居住，很喜欢这里，以后来南昌还会住这边', '短评打分': 5}
{'短评内容': '酒店的硬件条件很好，大堂小气了点，房间还是不错的，很舒服。主要的缺点是餐食非常差，我要了一个披萨送到房间来，居然都没有烤熟。早餐也是很一般，而且还是送一份，和家里人一起去的，居然要收38元一个人，非常不值得，还不如出去吃点什么都比这个好。不过，自己开车去，新区这边道路比较好，酒店的位置也很好早，旁边就是一个很大的商场，天虹商场，2楼的超市不错。开车去可以住这里，就是不要在酒店吃东西。', '短评打分': 5}
{'短评内容': '第二次入住，觉得很不错，性价比高', '短评打分': 3}
{'短评内容': '不错，性价比还行，而且离机场近，大约半小时，很方便。', '短评打分': 5}
{'短评内容': '性价比高，可惜开发区不够热闹。', '短评打分': 5}
{'短评内容': '还是觉得白金汇可以，就是还没有完整配套', '短评打分': 5}
{'短评内容': '服务比较好，设施都比较新', '短评打分': 3}
{'短评内容': '对于南昌红谷滩新区来说，房价比较便宜，就是酒店夜间不可以送餐，酒店本身还没有完整配套', '短评打分': 5}
{'短评内容': '房间干净,安静. 就是大堂太小,虽然看过评论说小,实际看到以后还是很吃惊. 大堂的沙发边蚊子太多,大白天都有. 性价比高.', '短评打分': 5}
{'短评内容': '卫生和设施都挺好的,位置也不错价格也挺合理的,感觉不错比较好的酒店.', '短评打分': 3}
{'短评内容': '这家酒店服务卫生方面还是不错的,周边交通也蛮方便的,就是价格方面还是稍微偏高些了.', '短评打分': 3}
{'短评内容': '位置很好，这边交通很方便，房间的卫生和设施也都还不错，服务也还算周到热情我觉得这是一家性价比较高的酒店，整体感觉还是值得推荐的。', '短评打分': 3}
{'短评内容': '临近赣江，在南昌大桥与八一大桥之间，高速入口比较方便，与滕王阁隔江相望（十分钟车程），新区，酒店大堂较小，但住房比较舒适，餐饮处比较闲适简练，安静。', '短评打分': 5}
{'短评内容': '已经是第2次入住了。上次是通过Ctrip预订的，不过没享受这次的返20￥现金优惠。\r\n所以，这次，当仁不让的选择了通过eLong预订了。\r\n住了2晚，挺满意的。\r\n性价比高。', '短评打分': 5}
{'短评内容': '酒店内大堂看起来没有外表那么豪华  不过客房还不错   干净   设施也挺新', '短评打分': 5}
{'短评内容': '酒店装修还算新，前台好像小了点，结账人多了就有点挤。房间也还算不错。', '短评打分': 5}
{'短评内容': '人员服务和接待服务都挺好的,而且环境也很理想,住着很舒适,价格也很实惠,整体感觉很好', '短评打分': 1}
{'短评内容': '总的来说这家酒店的性价比还是不错的，好的不必多说，主要谈谈不足的地方，我入住的是蜜月房，房间没有浴缸只有淋浴设施，实在是有些遗憾。房间标配的是塑料拖鞋，在我的强烈要求之下送来了两双一次性拖鞋，出于环保的考虑倒是无可厚非，但毕竟是一家号称准五星酒店来说未免有点寒酸，两个人的蜜月房只送一张早餐卷，而且确实是没有什么吃的东西。希望就这几方面酒店还能够改进。', '短评打分': 5}
{'短评内容': '服务环境都不错，只是对该酒店的宽带十在不敢恭维，从入住到离店该酒店的宽带都没连上过，实在是不太方便，希望该酒店有待改进。。', '短评打分': 3}
{'短评内容': '酒店房间的宽带不怎么好用，总是断线，连接不上，  房间的价格挺合适，位置有点偏，自驾车去还是挺方便的', '短评打分': 5}
{'短评内容': '新开业的酒店.但是大堂有些小环境倒是很好,但是位于郊区.', '短评打分': 5}
{'短评内容': '该酒店给我印象很好 除了隔音效果差了点 其他的都比较满意 以后去南昌还会继续入住该酒店\r\n', '短评打分': 5}
{'短评内容': '我觉得酒店环境服务挺不错的，交通也方便，价格适中。', '短评打分': 5}
{'短评内容': '与法国朋友在酒店入住了5天， 酒店很新，位置很好，停车很方便(有个很大的地下停车场).酒店前台不是很 大，但服务热情，入住及退房速度都很快.酒店的设施很齐全，游泳池很大(冬天不开放)，早餐很丰富但是9点钟就结束.房间很大，很安静，但是空调的声音稍微大了点，卫生间也很大，浴室设计的很好，出水量及热水都很充足，可惜洗脸池的设计不是很方便.另外房间的清理总体不错，但是入住5天，房间走廊两边的镜子却重来没', '短评打分': 5}
