{'短评内容': '无早餐，酒店卫生不错，离地铁口近，出地铁口2分钟就到。', '短评打分': 5}
{'短评内容': 'Quite near to the HUGIALO subway station! very easy for traffic!VEry great!', '短评打分': 5}
{'短评内容': '还可以的哦！这个地段，这个价位可以了。环境还可以', '短评打分': 5}
{'短评内容': '评论如下！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 1}
{'短评内容': '不错.挺好的', '短评打分': 3}
{'短评内容': '帮助同事订了,反应服务比较差, 发票经常开错,查房总是出问题', '短评打分': 1}
{'短评内容': '帮朋友定的，据说不错，交通也比较便利，坐地铁很方便，房间也不错，总体来说都很满意', '短评打分': 5}
{'短评内容': '给公司员工定的酒店，住了3个房间，还不错，就是上回我去住过后，才推荐公司员工去住的，还不错，对得起这个价格', '短评打分': 5}
{'短评内容': '挺好的 楼下有饭店吃饭很方便', '短评打分': 3}
{'短评内容': '所谓的大床是二张床合并，睡中间不舒服，睡一边是单人床。感觉不好。', '短评打分': 1}
{'短评内容': '价格实惠，环境舒适，交通便利，非常不错，强烈推荐', '短评打分': 5}
{'短评内容': '交通还比较方便,其他方面,一般..........................................................', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '房间稍小，但价格还算公道。', '短评打分': 3}
{'短评内容': 'not bad. clean and good position.', '短评打分': 5}
{'短评内容': '价格不贵，但是真的像别人点评的一样，地毯实在是黑的不像样子了。\n交通很方便', '短评打分': 5}
{'短评内容': '服务还行，但是房间配套设施有点简陋，电视效果也不很好。但那是比较安静，适合休息睡觉。', '短评打分': 5}
{'短评内容': '房间小，交通还算方便，其它也算可以。呵呵，我也投入了大量的人力保证网站内容的真实性。\n', '短评打分': 5}
{'短评内容': '酒店很小，從大堂到客房需要走樓梯，房間更是很小很小，而且髒，以後不會再定這家酒店了。', '短评打分': 1}
{'短评内容': '酒店现在设备实在是太老了，下水不好，地毯污迹斑斑，毛巾和床单都是窟窿，下次真的不会在住了。。。。。。。。。', '短评打分': 1}
{'短评内容': '在北京这地方而言，两百多的酒店不多，这家唯一可取就是价格上比较实惠，而且比较方便出行。但酒店比较小，还好就是比较干净，但是服务态度确实是超差的，我定了两晚酒店，然后到承德玩两天，再回来这里住三天，但行李寄存在酒店里却要另外付款，还要付200元，晕倒，但实在没办法，当时已经付足了酒店的款项，不然我在承德回程肯定不会再住这家酒店。', '短评打分': 1}
{'短评内容': 'clean rooms, good location', '短评打分': 5}
{'短评内容': 'room is small but clean!', '短评打分': 5}
{'短评内容': '房间有点小，环境一般，大床房是俩单人床拼的，标准间', '短评打分': 3}
{'短评内容': ' 服务不错，好评一个', '短评打分': 3}
{'短评内容': '地理位置虽然有点闹中取静的发偏，但是酒店的性价比还是很好的，值得推荐', '短评打分': 5}
{'短评内容': '设施太老，房间一股味道。没有电梯。房间太小。', '短评打分': 1}
{'短评内容': '客人退房时，由于前台忙碌，没有及时将取消授权单据给到我，害得我后来又打车跑过去拿。我的一本书不小心落下了，查房时服务员也不告诉我，我到了另外一个酒店才发现，服务员应该当时就通知前台，客人遗忘物品了，说也不说。差劲。房间也小，卫生间更小，也没有地方挂洗的衣服，房间一股味道，总之差的不得了。', '短评打分': 1}
{'短评内容': '酒店位置不太好找，但服务什么的都还可以，性价比在北京这个城市来说还是很高。', '短评打分': 5}
{'短评内容': '酒店还行，主要是离着朝阳医院比较近，去体检方便，可以步行就能到。酒店的环境也还不错。', '短评打分': 5}
{'短评内容': '地理位置不错，坐地铁很方便，又在三环边上，坐公交也方便', '短评打分': 5}
{'短评内容': '基本设施还不错 值这个价 晚上的确有很多电话。。。。', '短评打分': 5}
{'短评内容': '服务太死板。住店临时寄存行李居然要每件10元。设施一般', '短评打分': 1}
{'短评内容': '位置比较偏，出租车司机找半天，房间非常小，一股味道，洗的衣服也没有地方挂，设备非常陈旧，桌子也特小，没电梯，领着行李爬楼梯。', '短评打分': 1}
{'短评内容': '位置比较好找，这个价格，不错了，还算干净，屋子面积不大，床很舒服', '短评打分': 5}
{'短评内容': '价格在这个地段还算可以，交通也较方便，只是大床房除了一张床外，房间没别的空间了。性价比还不错。', '短评打分': 5}
{'短评内容': '在这个地段，价格比较实惠，但是洗手间布局不太合理，没有专门的毛巾架。', '短评打分': 5}
{'短评内容': '总的来说还可以。。。离地铁不远。。。就是房间有点小。。。', '短评打分': 5}
{'短评内容': '交通还可以，离地铁口步行十分钟。房间有点小但很干净。', '短评打分': 3}
{'短评内容': '位置、环境、服务态度都不错，性价比较高，值得入住。尤其是靠近地铁站，出门方便！', '短评打分': 5}
{'短评内容': '房间很干净，就是没有烧水的壶啊。很渴了。。还有啊，前台的服务态度真差。我们去早了，您们再忙，也不能不理我们的话啊！！！', '短评打分': 5}
{'短评内容': '外面看着挺简陋的但是里面的床洗漱间都是不错，就是旁边有个酒吧还是夜店的那音乐真是high啊，多少会影响点儿睡眠', '短评打分': 5}
{'短评内容': '干净 服务周到  离地铁站非常的近 门口有小吃 很方便', '短评打分': 5}
{'短评内容': 'This was the second time I stayed in this hotel.\nI was late to my check-in deadline by 10 minutes , the type of room I booked was gone. So , the room I was at made me not to visit this hotel again.', '短评打分': 1}
{'短评内容': 'Overall , good cost performance.\nLocation : Not eye-catchy , need some efforts to locate this hotel.\nService  : They treated me well , could be much better , if the  handling process can be shorten.', '短评打分': 5}
{'短评内容': '酒店门口连停车位置都没有，酒店也该装修了，房间和设备都已经老话。。。', '短评打分': 1}
{'短评内容': '酒店该装修了，楼道地毯很破。并且晚上电话按摩女很烦人，停车位置晚上也没有，酒店服务也很一般', '短评打分': 1}
{'短评内容': '卫生,服务员天天会把房间整理得很整洁.价格适中,交通较方便,附近有地铁站.', '短评打分': 5}
{'短评内容': '还是不错的 很方便的地方 交通便利 公交 打车 地铁 非常方便\n\n房间小了点 设施稍微有一些陈旧', '短评打分': 5}
{'短评内容': '1、房间内部干净，服务员工作态度好。\n2、交通比较方便，离地铁站（呼家楼）较近。\n3、不足地方时没有早餐提供，需要到对面排挡去用餐。', '短评打分': 5}
{'短评内容': '交通便利 地铁口边上 比较可取 但房间较小 卫生情况尚可', '短评打分': 5}
{'短评内容': '地理位置很好，出了酒店就是地铁，去火车站很方便', '短评打分': 5}
{'短评内容': '性价比还算可以，但是屋子里的设备是不是太老了。电视的屏幕总是跳', '短评打分': 5}
{'短评内容': '总体感觉还好，就是房间有点小，比在网上看见的要小，床很大，很舒服，走廊有气味，不过，房间很安静，', '短评打分': 3}
{'短评内容': '    距离北京地铁10号线呼家楼站很近，交通便利。酒店房间虽小但干净整洁。对于不太挑剔的同志们来说是个不错的选择。', '短评打分': 5}
{'短评内容': '房间有点小，没有图片中的那么好，尤其是特价的', '短评打分': 1}
{'短评内容': '超级无敌小，厕所还很烂', '短评打分': 3}
{'短评内容': '离地铁近，交通方便，这个价格总体来说还凑合吧', '短评打分': 5}
{'短评内容': '感觉一般，不过在CBD这块来说，价格还算便宜', '短评打分': 3}
{'短评内容': '酒店地理位置优越，出行方便。但性价比不高，内部设施陈旧、老化。毛巾旧损情况严重。', '短评打分': 1}
{'短评内容': '整天还不错啊~就是觉得床单不是很干净，总觉得上面有些不干净的物质在上面似的', '短评打分': 1}
{'短评内容': '酒店太旧了，房间很小，设施破旧，没有早餐。', '短评打分': 1}
{'短评内容': ' 对贵公司服务非常满意', '短评打分': 3}
{'短评内容': '非常肃静，很好，值这个价位，我个人很满意。', '短评打分': 5}
{'短评内容': '一般一般吧，交通还算方便。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '价钱还行，希望它们重新装修一次，这样会更好吧。', '短评打分': 5}
{'短评内容': '麻雀虽小五脏俱全，地理位置很好！卫生条件也可以，适合短期商旅', '短评打分': 5}
{'短评内容': '距离商圈很近，关键是价格很优惠。值得推荐。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店不错，经济实惠，但没有早餐，交通略有不便。', '短评打分': 5}
{'短评内容': '住着还不错，环境比较好，空间稍微小点，价格还算可以吧。', '短评打分': 5}
{'短评内容': '服务不错， 干净整洁， 离地铁也不远， 总体来说不错！', '短评打分': 5}
{'短评内容': '房间有点小， 但是很干净！地理位置不错， 紧挨地铁！', '短评打分': 5}
{'短评内容': '服务挺好，但是设施一般般，总体来说还行吧！', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '这是我住的离地铁站最近的酒店了，交通很方便，门口还有六趟公交线，只是房间隔音不太好，电视效果不好，其它的还行。', '短评打分': 3}
{'短评内容': '该酒店虽然是小了点，但比较经典，比较安静，位置也是在市中心，前台的服务员非常有礼貌，价格也合理', '短评打分': 5}
{'短评内容': '地理位置很好，交通方便，因为酒店是在向军里小区，开始找的时候花了一些时间，不过交通便利，离地铁站步行10分钟左右，房间面积下，设施一般，不过价格合理，隔音效果不是很好，电视机效果差；工作人员服务还算可以，不过我们住2天，中间有清洁工过来打扫，我们一点不知情，东西都放在房间里，不过没有损失，希望工作人员及时和我们沟通，隔日打扫房间我们应该提前知道；还好没有东西损失；总体还可以，适合旅游休息~', '短评打分': 5}
{'短评内容': '交通比较方便，离地铁很近，到各个景点都可以坐地铁。坏境还可以，总之性价比较高。', '短评打分': 5}
{'短评内容': '很好，非常好，非常好，非常好，非常好，非常好，非常好，非常好，非常好，非常好，非常好。', '短评打分': 5}
{'短评内容': '很不错，交通方便，比较卫生，就是房间小了点', '短评打分': 5}
{'短评内容': '离呼家楼地铁口非常近 三环边上 交通很方便', '短评打分': 3}
{'短评内容': '+吧台服务太墨迹', '短评打分': 5}
{'短评内容': '地理位置方便 就是房间有点小 价格偏贵', '短评打分': 5}
{'短评内容': '服务确实比较一般，其他的都不错，无论位置还是设施。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '+已入住，环境一般，交通不错', '短评打分': 5}
{'短评内容': '差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差，垃圾酒店~', '短评打分': 1}
{'短评内容': '如果不认识的话，挺难找的~但酒店的设施什么的还行，出门还是挺方便的', '短评打分': 5}
{'短评内容': '环境还不错吧 交通很方便 出门就是地铁 离朝阳医院也近 刚好朋友感冒就派上用场了 只是房间有点小 但性价比算比较高了', '短评打分': 5}
{'短评内容': '已入住环境设施均可', '短评打分': 5}
{'短评内容': '位置很好，就在车站旁，交通很方便，就是管理太差了，客人落在酒店的东西，就算丢了，根本找不到，不知道是怎么查的房间，客人落了东西也不提醒，两次了都是这样', '短评打分': 1}
{'短评内容': '除了房间小点，其他都不错！特别是在网络出现故障的时候，晚上10点过了，维修人员都非常热情的为我解决问题，态度相当的好！', '短评打分': 5}
{'短评内容': '酒店位置交通还算方便，比较靠近地铁站，门口有车去天安门等地。总体还可以吧。', '短评打分': 5}
{'短评内容': '总的来说还行，离地铁口很紧，交通很方便。', '短评打分': 5}
{'短评内容': '地理位置不错交通还比较方便，很热闹的，价格比较实惠，比较适合商务旅游。', '短评打分': 5}
{'短评内容': '枕头不舒服，床短', '短评打分': 5}
{'短评内容': '管理有点混乱；价格相对较低，性价比中等；出行方便，但周围生活配套设施较缺乏。', '短评打分': 5}
{'短评内容': '我到了酒店，前台告诉我我的预定取消了，查实后酒店答应我给先换了房型住下。酒店环境还可以。', '短评打分': 5}
{'短评内容': '还不错，就是位置有点偏', '短评打分': 5}
{'短评内容': '房间很小小小小呀！！！！！！！！和宣传的不一样！', '短评打分': 1}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '设施差点，不如其他快捷酒店', '短评打分': 1}
{'短评内容': '卫    生： 非常好 很好 好 一般 差 \r\n服    务： 非常好 很好 好 一般 差 \r\n设    施： 非常好 很好 好 一般 差 \r\n位    置： 非常好 很好 好 一般 差 \r\n舒适度： 非常好 很好 好 一般 差 \r\n性价比： 非常好 很好 好 一般 差 \r\n\r\n', '短评打分': 5}
{'短评内容': '还算凑合，闹市区的边上，交通方便。', '短评打分': 5}
{'短评内容': '酒店位置好，但是设备和设计和服务等等都实在太次了，连一个经济联塑酒店都不如啊啊啊啊啊啊啊。。。。。', '短评打分': 3}
{'短评内容': '觉对不会下次在次入住了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 3}
{'短评内容': '真的很次啊，不仅仅是环境和设备，服务和酒店的设计等等都很不直，。更没想到的是大床房是二个单人床拼成的啊，，，，，，，真次。。。', '短评打分': 1}
{'短评内容': '整体很不错，对于看重卫生的我来说很好，虽然是特价房，但卫生什么的也挺好的', '短评打分': 5}
{'短评内容': '非常安静,位于小区之内.规模较小,较传统.', '短评打分': 5}
{'短评内容': '不错，第二次去住了', '短评打分': 5}
{'短评内容': '总体来说一般，但是服务员不错，周围竞争少', '短评打分': 1}
{'短评内容': '地点比较背，服务很好，挺温馨，价格还可以。没电梯。', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '還成吧', '短评打分': 5}
{'短评内容': '很一般的酒店，希望下次推荐的酒店能比较合心意！', '短评打分': 1}
{'短评内容': '下次不去她家了', '短评打分': 3}
{'短评内容': '位置很好，离地铁很近，交通方便，设施也可以。我住的是经济间，房间隔音效果太差，晚上隔壁不文明房客的手机铃噪音还有前台的电话铃声实在影响休息。而且这个季节北京夜里的气温还是很冷的，希望宾馆提供厚一点的被子。在那儿住了一晚冻感冒了的某人留~~', '短评打分': 5}
{'短评内容': '这个宾馆 你要订经济间 入主的时候前台说经济间如何不好 让你加钱换房间\r\n\r\n很不喜欢他们这种经营方式  ', '短评打分': 3}
{'短评内容': '位置很好，紧邻地铁， 就是屋里卫生再改善一下就好了， 三楼还有霉味， 每天回来要通好久风', '短评打分': 3}
{'短评内容': '位置很好，离三里屯，地铁口，央视新址都很近，去哪都方便，最让我们全家喜欢的是沙市餐厅，很有异域风情', '短评打分': 5}
{'短评内容': '价钱很不值，在国贸周边任何酒店都比他强。。。。', '短评打分': 3}
{'短评内容': '设备老化，地毯不干净，晚上有按摩小姐打电话很反感，卫生也是很一般，，，价钱却很贵，跟如家或者其他宾馆比真的差的很多啊，真不知道怎么评为三星的。。。。', '短评打分': 3}
{'短评内容': '首先卫生很不干净，厕所和房间的地毯很脏，并且有污迹，设施很老化，电视是5年以上的，淋浴的水龙头锈迹很严重，床单上面有个窟窿，价钱198可是真的很不值啊，我要不是为了那天晚上要喝酒应酬我局对不会住那家酒店，，，，', '短评打分': 1}
{'短评内容': '除了没电梯 其他都好', '短评打分': 5}
{'短评内容': '我的朋友住的是三楼  还好  他比较喜欢 我们单位的住宿标准是200元以下  比较舒服   交通很好  服务员的态度也不错', '短评打分': 5}
{'短评内容': '除了位置值得推荐，其它一般 ', '短评打分': 5}
{'短评内容': '还不错，经济实惠一点', '短评打分': 5}
{'短评内容': '小了点，不过性价比还行。', '短评打分': 5}
{'短评内容': '房间虽小但是很舒适，布局设计和很用心。', '短评打分': 5}
{'短评内容': '服务比较好，交通很便利，下次还会入住。', '短评打分': 5}
{'短评内容': '晚上1点到的，本来订的经济间，因为没房了按照优惠价换成大床房了！还可以！', '短评打分': 5}
{'短评内容': '基本比较方便', '短评打分': 5}
{'短评内容': '比较不错', '短评打分': 3}
{'短评内容': '还算不错，就是本来预定的是大床房，结果安排的是两张床的，由于到店的时间有点晚，也就没换', '短评打分': 5}
{'短评内容': '感觉 还可以哟！', '短评打分': 5}
{'短评内容': '交通很便利，下次还会入住', '短评打分': 5}
{'短评内容': '前台服务非常好。就是地理位置不好找。', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '房间很小 没有电梯', '短评打分': 1}
{'短评内容': '房间太小了，小的让人感到憋屈。', '短评打分': 5}
{'短评内容': '有很大的進步空間', '短评打分': 1}
{'短评内容': '地理位置不错，也比较整洁干净。就是房间太小了点。隔音不好。', '短评打分': 5}
{'短评内容': '总体还行,就是位置一般,但价格还可以', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '缺点就是没有电梯没有餐厅位置有点偏但是出行都非常方便服务周到', '短评打分': 3}
{'短评内容': '服务不错就是有点偏在胡同里不是特别好找唯一缺点就是没有餐厅啊', '短评打分': 5}
{'短评内容': '隔音不太好，比较吵，其它都还好', '短评打分': 3}
{'短评内容': '酒店似乎比較舊了\r\n地毯有一些味道\r\n房間小了一點\r\n沒有電梯\r\n帶大行李的不建議入住', '短评打分': 1}
{'短评内容': '位置比较偏，出行不是太方便，另外，早餐都没有餐厅的，选择少', '短评打分': 3}
{'短评内容': '房间的卫生和舒适都很不错,住着很舒适,服务也很周到到,我很喜欢这家酒店,离地铁站和公交站都很近,很方便.', '短评打分': 3}
{'短评内容': '靠近东三环，位置比较方便，适合出行临时住宿', '短评打分': 5}
{'短评内容': '还可以只是贵了点要是便宜点就更好了', '短评打分': 3}
{'短评内容': '挺好的，就是价再低点更好了', '短评打分': 5}
{'短评内容': '这个价位和地点，很是不错了', '短评打分': 5}
{'短评内容': '不是差而是太差了，而且还能碰到从来没有碰到过的事，只有这种低水准的酒店才会遇到，客人定好的房，居然进去住了，会被人把东西全部拎出门，怪事一件，希望没办法来入住的人，贵重东西不要留在房里！', '短评打分': 3}
{'短评内容': '一般化,总体来说没办法只有凑合着住', '短评打分': 1}
{'短评内容': '没有电梯的酒店,应该是没有星级。自助早餐就是付十元钱,服务员帮你去对面摊上买的,而且质量很差.大床是2个单人床拼凑起来的，睡起来很不舒服.一次性拖鞋无包装，表面黑呼呼的,会不会是前面客人穿下来的.地理位置不太好，早上叫出租车要很长时间.\r\n\r\n', '短评打分': 1}
{'短评内容': '位置比较难找，双人房间比较小', '短评打分': 1}
{'短评内容': '酒店总体感觉很好.下次出行的时候还会选择.', '短评打分': 3}
{'短评内容': '酒店的房间面积比较小，服务卫生以及设施都比较好的，酒店的位置不错的，出行很方便的，性价比不错的酒店。', '短评打分': 3}
{'短评内容': '酒店位置还可以,比较好找,价钱也挺合理的,没有遇到什么不满意的地方,还可以.', '短评打分': 3}
{'短评内容': '酒店房间小了一些,相对于这种经济型酒店来说,位置很好离地铁很近,其它卫生服务设施都是比较一般的.', '短评打分': 5}
{'短评内容': '设施方面比较旧，电视机之类的设备都比较老，但服务方面还比较周到，卫生方面也可以，地理位置也比较方便', '短评打分': 5}
{'短评内容': '觉得酒店的卫生还是稍微差了点,价位还是比较优惠的,位置也不错,还是可以接受', '短评打分': 5}
{'短评内容': '整体感觉还可以,周边交通也很方便.就是房间在大一点就更好了.', '短评打分': 5}
{'短评内容': '整体感觉还可以,周边交通也很方便.就是房间在大一点就更好了.', '短评打分': 5}
{'短评内容': '该酒店的标准间太小，电热水器要放在地下才能够使用。', '短评打分': 5}
{'短评内容': '位置不太好，在一个小区里面不是很好找，但交通挺方便的，酒店的服务很周到，也挺干净舒适的', '短评打分': 5}
{'短评内容': '酒店的优势是价格优惠，但硬件设施和房间光线、床垫舒适度都需要改进，设施陈旧了', '短评打分': 1}
{'短评内容': '还行吧，交通比较方便，不过在一个小胡同里，不太好找', '短评打分': 1}
{'短评内容': '酒店位置距地铁口不远，坐地铁还算方便。无电梯，有行李的上下楼不方便，服务员不帮拿行李。卫生条件还行，房间不大。\r\n要感谢一下前台服务，我离开的时候，把手提包忘在了前台窗前的椅子上，好在当时是晚上人很少，我电话通知前台保存，找回了提包。', '短评打分': 5}
{'短评内容': '酒店的环境干净整洁，位置对我来很方便，如果推房的时间能延长到下午14：00就好了', '短评打分': 5}
{'短评内容': '房间有点小，其他还可以周围地铁、公交很方便，就在三环边儿上', '短评打分': 5}
{'短评内容': '有问题不怕,就怕自己自以为是.建议你们老总,先改变自身缺点,勇敢的面对自身缺憾.我们还是欢迎你的,你还是我们的朋友.真诚盼望各方面的改变,还所有客户欢彦.', '短评打分': 3}
{'短评内容': '我有名有性,你们敢吗?狗屁酒店,为什么怕别人发表对你们不利的言论?你们有问题就别逃避.我不怕你们.', '短评打分': 3}
