{'短评内容': '提前订的酒店很实惠', '短评打分': 5}
{'短评内容': '还不错，周围设施齐全，离汽车南站比较近，离天一阁，天一广场，月湖公园等宁波游玩的地点都比较近，很方便。', '短评打分': 5}
{'短评内容': '还好，但是隔音稍微差点，床单有点微脏。地理位置比较好，外出比较方便', '短评打分': 5}
{'短评内容': '环境不错，就是房间有点小，如同家一般温曦', '短评打分': 3}
{'短评内容': ' - 如家一般水準相同均尸不', '短评打分': 3}
{'短评内容': '离地铁站近，交通方便。附件吃饭的地方也较多。总体不错', '短评打分': 5}
{'短评内容': '地理位置好，距汽车站较近，住的比较舒适，服务态度较好。', '短评打分': 5}
{'短评内容': '最差的如家了，就没住过比这还更差的如家了，以后是不会再来了', '短评打分': 1}
{'短评内容': '怎么回事。我都已经退房了。他的酒店订单还没有确定已结帐。还扣这老子的担保金', '短评打分': 1}
{'短评内容': '还好、、这个酒店还好了 就是没有早饭吃啊', '短评打分': 5}
{'短评内容': '下次还会选择，服务生都很有礼貌，见面会打招呼，交通很方便，又不吵闹', '短评打分': 5}
{'短评内容': '不错的酒店，离汽车站很近，地方也不太吵，下回再住', '短评打分': 5}
{'短评内容': '我是住在3楼， 大早上 就听见 外面嗡嗡的机器声音，N 吵 。', '短评打分': 1}
{'短评内容': '跟其他地方的如家差不多， 毕竟是连锁的嘛， 不过我自己带的旅行套装！嘻嘻！', '短评打分': 5}
{'短评内容': '房间小了点，其他还不错，交通方便。', '短评打分': 3}
{'短评内容': '还可以，综合来说还可以啦。虽然房间稍微小了点点。但是早餐还OK。', '短评打分': 5}
{'短评内容': '位置不错，离商业区比较方便，环境也不错。内部还是如家一如既往的装修。还会选择。', '短评打分': 5}
{'短评内容': '离汽车南站近,安静,出行也方便.挺好找的.', '短评打分': 5}
{'短评内容': '第二次入住了，比以前要干净，热水也充足，服务也以前更好了，周边饮食交通也很方便，感觉不错。', '短评打分': 3}
{'短评内容': '住了2次了，自己出差就会住在这，挨着汽车站，很方便，打车也还可以，环境么，一般吧，不过，下次如果自己，还会住的···', '短评打分': 5}
{'短评内容': '酒店地理位置比较方便，但是酒店装修有点陈旧，包括床被也是不舒服，希望能改进', '短评打分': 1}
{'短评内容': '酒店在一个小弄内，不过外面都是矮房子，所以一眼就能看到了，房间外面视野开阔，也不吵，挺好的', '短评打分': 5}
{'短评内容': '地理位置还不错，离天一阁、月湖都很近，酒店设施尚可，比较干净，不过在柳汀街进入酒店的弄堂口最好做个标识，第一次走过头了，只能再返回找，', '短评打分': 5}
{'短评内容': '好！以前住过。', '短评打分': 3}
{'短评内容': '住过的最差一家如家！不知道是怎么管理的，进门的时候发现垃圾桶里有一坨鼻涕，恶心半天，想想也就算了，可能服务员没在意，谁没有疏忽的时候。晚上刷牙的时候才发现那个袋子里只有一副牙具，袋子还是个又旧又脏的袋子。厕纸也是抠门地只给了半卷。第二天早晨我早上起床洗了个头冲了一把，没想到竟然是冷水！简直是差的可以', '短评打分': 1}
{'短评内容': '宁波如家柳汀街店服务态度很好，卫生干净，值得推荐。', '短评打分': 5}
{'短评内容': '还不错,位置力火车站很近，吃东西也很方便', '短评打分': 5}
{'短评内容': '如家的酒店住着的感觉都很好，所以在同价位的酒店里，如家的性价比是最高的', '短评打分': 3}
{'短评内容': '同样的价格，房间不一样，二个房间就1.5米床那么大，晕死。', '短评打分': 3}
{'短评内容': '房间还不错，挺干净整洁的，但是布局稍显不合理一些，电视没有挂在床的正对面，而是斜放在了床边的桌子上，这样看电视的时候就需要侧着看了，比较累一点，还有就是电视没有开通百视通等平台，观看的节目不够多', '短评打分': 5}
{'短评内容': '干净，整洁，在车站附近，区位不错，就是入住时预订出点问题，不过解决迅速…', '短评打分': 3}
{'短评内容': '至少我觉得蛮好的，距离南站很近，去县城都非常方便的，房间也满舒适的··', '短评打分': 5}
{'短评内容': '位置不错，离汽车站很近，周边的餐饮业比较方便，就是隔音效果差了点。', '短评打分': 5}
{'短评内容': '房间的风格确实很温馨，但这次入住却有点小郁闷。房间内的电路有问题，一晚上跳闸跳掉3次，每次一开空调就跳电，开吹风机也跳，后来索性就只敢开灯了，所以导致头发湿漉漉的，晚上也没有空调，睡得有点冷。碍于服务态度还好的，给个好评吧，希望能去维修好，住了那么多次酒店，还是第一次发生这种事情。', '短评打分': 5}
{'短评内容': '除了空调噪音很大外，其他还是都不错的！干净整洁，再就是墙壁上的插座不明显，不太好找到！', '短评打分': 5}
{'短评内容': '很卫生，位置尚可，距天一广场3站地，院内免费停车，服务员态度很好。', '短评打分': 5}
{'短评内容': '酒店离汽车南站很近，还行。', '短评打分': 3}
{'短评内容': '酒店的环境还是挺好的，在弄堂里，不是很吵；位置比较偏，开始还没找到；\n房间里面挺干净，就是我们住的房间的床单破了，水龙头漏水，这个还是找了客服提前说了，要是没看到，第二天查房就说不清，所以在住的时候大家一定要仔细看下啊。', '短评打分': 5}
{'短评内容': '位置不错，离汽车南站很近，周边的餐饮业比较方便，就是隔音效果太差！', '短评打分': 5}
{'短评内容': '不太好找,不过环境还不错,出了门没多远有快餐,很方便', '短评打分': 5}
{'短评内容': '交通方便，距汽车南站近，价格适中，干净。', '短评打分': 5}
{'短评内容': '环境还不错,交通也很便利,里宁波汽车南站很近!', '短评打分': 5}
{'短评内容': '房间太小，电源插座设计在窗帘后面，万一电源插头没有插紧有触电及起火的危险', '短评打分': 1}
{'短评内容': '不错\n\n路段繁华中心地带，闹中取静停车方便', '短评打分': 5}
{'短评内容': '位置好，就是打车有点困难。此酒店性价比很高，而且早点清淡典雅味道好。只要去宁波还会住的。值得推荐的一个酒店。', '短评打分': 5}
{'短评内容': '连锁酒店没什么特殊之处，但我那间大床房有点儿太小了。\n优点：离汽车南站步行即可到达，很方便。', '短评打分': 5}
{'短评内容': '离南站很近酒店干净服务也好就是现在火车站搬东站了有点远', '短评打分': 3}
{'短评内容': ' 卫生不好,竟然有蟑螂到处跑,甚至爬上了床,实在令人气愤.', '短评打分': 3}
{'短评内容': '离开汽车站比较近，干净，不错。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '可以。蛮不错的。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '该酒店闹中取静，值得推荐，如能知识赠送早餐更好。问题是首次光顾，民航大巴到汽车南站后，容易多走冤枉路。', '短评打分': 5}
{'短评内容': '价格公道，入住及退房办理时间，服务态度都较好。', '短评打分': 5}
{'短评内容': '满好', '短评打分': 3}
{'短评内容': '用团购券比较麻烦，最多只能用五张。服务还可以，房间也比较新。', '短评打分': 5}
{'短评内容': '酒店地处市中心，离月湖公园很近，房间也还整洁，只是住的房间的宽带是坏的，酒店及时更换了房间，服务还算周到。', '短评打分': 5}
{'短评内容': '位置佳，距南站近。不过一定要走正确路。旁边美食城吃饭方便。价格稍高。。。。。。。。。。。。能不能别50字，哪有那么多感想', '短评打分': 5}
{'短评内容': '离宁波南站、宁波汽车南站比较近，对面是妇儿医院。房间内设置比较简洁，比较整洁的，地面为木地板，与同等价位的商务型酒店相比，性价比上，还是有点偏高。附近的汉庭、速8的价就相对比他们低一点，不过服务还算是可以。正在装修，更换家私类物品，通道有堆积物品，显得比较乱。', '短评打分': 1}
{'短评内容': '房间虽然小了一点，不过有两个窗户，光线很好。浴室也很干净，比较满意的。\n\n而且离街道有一点距离，并不是建在街道边上，并不会很吵，晚上可以很好的入睡。', '短评打分': 5}
{'短评内容': '马马虎虎，价格还可以，离汽车南站还是挺近', '短评打分': 5}
{'短评内容': '2m的大床非常舒服,位置還可以就是離新火車站有點遠', '短评打分': 5}
{'短评内容': '第一次入住该酒店，环境倒比较安静，卫生还可以，但是停车非常不便。', '短评打分': 5}
{'短评内容': '挺干净的，也很安静，主要是离南站近，坐车方便。', '短评打分': 5}
{'短评内容': '距离汽车南站很近，路也很好找到，附近有肯德基啊麦当劳啊便利店啊咖啡店啊，挺方便的', '短评打分': 5}
{'短评内容': '还行！以后也会一如既往的选择如家酒店，卫生，干净！', '短评打分': 5}
{'短评内容': '靠近汽车南站，果然很近，而且条件也不错，四周很安静，适合短途旅行的停靠', '短评打分': 5}
{'短评内容': '房间不大，但是还算干净，跟以往住的如家其他得酒店一样还不错！', '短评打分': 5}
{'短评内容': '还不错，比较安静~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '这次带着我的夫人和女儿女婿，开着小锐，一路奔波，直达已经在网上寻寻觅觅了近1个礼拜的如家宁波柳丁街店，就是看中：1.这家店的地理位置；2.离普陀二日游上车点最近；3.网友好评如潮；4.干净、卫生、闹中取静等等。到达入住后，果真如我所料，庆幸选对了一家旅店，使得旅程轻松、愉快！还有这家店的工作人员礼貌待客，一声“你好！”，使远方的客人有种到家的感觉，和店名“如家”很贴切！下次到宁波，我还会选这家酒店', '短评打分': 5}
{'短评内容': '交通方便，位置不错，附近还有小吃可选，每次来宁波都住这里', '短评打分': 5}
{'短评内容': ' 不错，比其他的快捷酒店感觉能宽敞些，卫生条件很好，推荐选择入住！', '短评打分': 3}
{'短评内容': '服务好，位置好，就在月湖旁边，距离天一广场，城隍庙很近，距离长途客运站很近。宾馆干净舒服，一如既往支持如家。', '短评打分': 5}
{'短评内容': '真的是如家，太简纯了，真的不怎样。建议还是别住', '短评打分': 1}
{'短评内容': '酒店不错 离市中心很近 可以停车 很好', '短评打分': 3}
{'短评内容': '还可以，地方也很好找。就是隔音效果不是太好。', '短评打分': 5}
{'短评内容': '哎，不愉快的住宿，首先，刚入住的时候恰逢旁边施工，晚上10多了还在作业，比较吵，这个只能谅解了。其次，周六9点入住，能借的充电器和吹风机都没有了。第三，隔音效果太差，隔壁房间一家早上6点就起床，哄小孩子的声音是历历在耳啊，幸好小孩子已经5、6岁了，不然哭起来我要抓狂了，打电话给前台要隔壁注意音量，前台倒也做了，这点服务还可以。最后，郁闷的就是，早上7点左右，房客陆续退房，服务员查房以及交谈的声音够', '短评打分': 1}
{'短评内容': '地方不错，位置方便，服务到位，性价比OK.', '短评打分': 5}
{'短评内容': '房间比想像中的小很多哦。我订的商务大床房，原本以为商务房应该有电脑的吧，电脑没有，结果连电视机都小的可怜……什么情况哦？？？', '短评打分': 5}
{'短评内容': '如家，还能怎么样，凑合着住\n交通还算方便，离马路有一小段路  还算安静', '短评打分': 5}
{'短评内容': '服务和环境都不错，比较安静，房间也够大。值得推荐（标间）\n', '短评打分': 5}
{'短评内容': '离市中心有点远，公交车还是较方便，服务员的态度还不错，吃饭买水果也方便\n', '短评打分': 5}
{'短评内容': '\u3000位置好，离南站近，大床房很好。', '短评打分': 3}
{'短评内容': '挺干净的', '短评打分': 3}
{'短评内容': '还相当不错，房间挺大，100块的节日特价很划算', '短评打分': 5}
{'短评内容': '离南站很近，想出去玩的话还是方便的。就是房间隔音不是很好', '短评打分': 5}
{'短评内容': '房间里的布置比较温馨。地理位置不错。不过车位很紧张。吹风机也不好借。\n总体感觉还行。', '短评打分': 5}
{'短评内容': '除了难找点,其他都还好,不过这次去,宁波正在城建,于是,到处在施工.相对而言,我们住的房间挺大挺宽敞.', '短评打分': 5}
{'短评内容': '住的是大床房。去的时候刚好我们楼层在刷墙。有点味道。电视有点小。看着眼睛累。热水出的有点慢。大晚上的在浴室里颤颤发抖的等热水啊。其他的还是不错的~~老婆很喜欢房间和被单的配色~说很温馨~', '短评打分': 5}
{'短评内容': '交通方便，环境简单，总体感觉吾错，希望下次再去，呵呵！', '短评打分': 5}
{'短评内容': '虽然房子陈旧点，但内部装饰很舒服。房间很干净，不错！', '短评打分': 5}
{'短评内容': '位置比较好，价格也适中，就是入住的房间墙壁有修补，没处理好，影响美观！', '短评打分': 5}
{'短评内容': '整体感觉还不错', '短评打分': 3}
{'短评内容': '酒店很好，设施完善。尤其是能上网。不在路边，不太好找。大堂服务员对周边的公交和车站信息不了解。建议加强这方面的信息服务就更好了。', '短评打分': 3}
{'短评内容': '春节回宁波看朋友住了几次啦，很好！而且 还会推荐给朋友。', '短评打分': 5}
{'短评内容': '清洁，温馨，舒适，安全，价格适中，交通便利，理想的商务酒店。今后还会入住。', '短评打分': 5}
{'短评内容': '除了酒店的地点有点难找，停车有点难，但是服务人员的工作态度和蔼，效率蛮高。房间很清洁，虽然隔音不是很好，还好我的邻居们都不错，睡得很踏实。', '短评打分': 5}
{'短评内容': '卫生环境都很好，而且交通便利。各项条件都好于同类酒店，还会选择这家酒店的。', '短评打分': 5}
{'短评内容': '价格适中，最大缺点是隔音太差！晚上有个神经病在走廊唱歌！旁边的电话声也能听到', '短评打分': 3}
{'短评内容': '一如既往的干净，温馨。服务也很好，只是只能预留到晚上18：00的规定实在是不方便啊~', '短评打分': 5}
{'短评内容': '经常在此处预定房间…环境温馨舒适…适合居住…很不错…', '短评打分': 3}
{'短评内容': '酒店是一贯如家风格,安静,地理位置也不错,周边的交通、餐饮都很方便，卫生也不错', '短评打分': 5}
{'短评内容': '每次都住这里，前几天去了杭州，回来后又住在这里，今天一起点评了，呵呵', '短评打分': 5}
{'短评内容': '位置不错，经常去宁波，每次去都住在这里，交通也还好', '短评打分': 5}
{'短评内容': '简单但是非常合适。就是位置在小巷里，但是仔细找的话还是能找到的，不行的话打的 其实离火车站很近的。旁边吃的东西也是比较多的哈·', '短评打分': 5}
{'短评内容': '停车场在酒店内部，很好！地段也不错！大床房很舒适！', '短评打分': 5}
{'短评内容': '地理位置还可以，床睡起来不是很舒服，通风不是很好，走进去时烟味很重。', '短评打分': 5}
{'短评内容': '确实不错 离天一广场挺近 附件吃饭也比较方便 虽然两百多确实有点心疼 不过确实服务设施都很不错 床铺睡着也很舒服 确实如家 ', '短评打分': 5}
{'短评内容': '行', '短评打分': 5}
{'短评内容': '很干净,服务态度很不错\r\n房间大小很合适,布置的给人很温馨的感觉!', '短评打分': 5}
{'短评内容': '地理位置不错，门口有很多公交车，吃饭去后面的小街，小饭店，快餐都有，服务还好！', '短评打分': 5}
{'短评内容': '反正离火车站很近， 但是现在火车站搬家了，所以已经没有什么优势了', '短评打分': 5}
{'短评内容': '不错，交通方便，购物也很方便！酒店的设施也不错，很实惠，很整洁！', '短评打分': 3}
{'短评内容': '比较新的如家店，离火车站真的很近\r\n没什么可挑剔的，在宁波的如家离算是比较好的了', '短评打分': 5}
{'短评内容': '位置很好，出入方便。\r\n旁边用餐很多选择，泰国菜/面馆/新四方快餐/上岛咖啡/小饭馆/隔壁海俱的日本料理。\r\n停车场太小，靠服务台最近那个车位将被空调室外机使劲地吹。出入的巷子也太窄，在巷子里会车实在是考技术。不过隔壁就有个大停车场，技术不够或者担心车子，还是停过去好了。\r\n房间网线不够长，不能拉到床上用。多几米线也没几个钱啊。\r\n房子一如既往的小，不过也算够用了。\r\n服务员很热情，就是木有见过美', '短评打分': 5}
{'短评内容': '如家快捷酒店（宁波柳汀街店）距离火车站很近，逛街吃饭都很方便。', '短评打分': 5}
{'短评内容': '还好还好  比较安静 不过2楼感觉不太安全 而且和对面楼距离太近', '短评打分': 5}
{'短评内容': '设备齐全，卫生良好，只是由于雨天进水导致电梯坏掉，不能正常使用，比较遗憾', '短评打分': 5}
{'短评内容': '出差非常适合，就是附件距离火车站近，餐饮质量不高。酒店感觉尚可！', '短评打分': 5}
{'短评内容': '条件还可以。就是停车场太小，停车不很方便。车进出酒店不很方便。', '短评打分': 5}
{'短评内容': '还不蛮不错的，环境不错，更主要的是它给了留下了美好的回忆 哈哈\r\n', '短评打分': 5}
{'短评内容': '入住时前台服务态度差，', '短评打分': 5}
{'短评内容': '离车站挺近的,很方便,房间也很安静.唯一觉得前台小姐服务不够热情', '短评打分': 5}
{'短评内容': '地理位置不错，吃饭方便，价格比同事订的普通大床房还要实惠', '短评打分': 3}
{'短评内容': '一如既往的住如家，环境和别的城市一样，不错', '短评打分': 5}
{'短评内容': '很好，交通方便，服务周到，值得推荐！', '短评打分': 3}
{'短评内容': '一般吧。。。离火车站比较近，地理位子也一般，但是想住的话还是不错的，性价比也不算高，这家酒店少了点环境装饰，服务的话 前台比较慢', '短评打分': 5}
{'短评内容': '环境不错 就在汽车南站转个弯到了 就是隔音的确差了点 ', '短评打分': 5}
{'短评内容': '还行。', '短评打分': 5}
{'短评内容': '很安静，没有靠马路 交通也便利，前台的服务人员也挺热情的', '短评打分': 5}
{'短评内容': '经济实惠', '短评打分': 5}
{'短评内容': '交通比较方便 ', '短评打分': 5}
{'短评内容': 'hao 好 好', '短评打分': 5}
{'短评内容': '如家还是一如既往，没什么好说的，\r\n这家店位置在角落里，初来乍到真是不好找的', '短评打分': 3}
{'短评内容': '房间进去有点异味，别的都还好', '短评打分': 5}
{'短评内容': '以前住这里感觉还可以,可是现在蚊子多,也不提供午餐和晚餐服务了,而且服务质量下降了.本来准备多住几天的,最后是住了一个晚上就换地方了.', '短评打分': 1}
{'短评内容': '大的位置的不错，离汽车站火车站很近。但不大好找，指示牌应该做得明显一些。', '短评打分': 5}
{'短评内容': '和我以前入住的如家一样，服务、客房条件等都很好，确实有如家的感觉，很亲切。', '短评打分': 5}
{'短评内容': '位置离火车站不远，但是有点偏，价格有点偏高', '短评打分': 1}
{'短评内容': '如家一贯的条件，只是这家点的位置实在不好，弄堂里面拐进去的，没有人带还真不好找，总之还好，离火车站也不算太远', '短评打分': 5}
{'短评内容': '很干净，很温馨，也很实惠！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '总体感觉不错~', '短评打分': 5}
{'短评内容': '很干净 简洁', '短评打分': 5}
{'短评内容': '性价比很高，就在柳汀街上，15分钟步行可到火车南站，只住了一晚，就是床很小，可以推荐。', '短评打分': 5}
{'短评内容': '離火車站和汽車站都很近，離天一閣也很近，都可以走路到達。\r\n典型的如傢特色。', '短评打分': 5}
{'短评内容': '位置好交通方便，闹中取静', '短评打分': 5}
{'短评内容': '位置不错，房间较为干净。设备略显陈旧，停车很困难。', '短评打分': 3}
{'短评内容': '位置不错，房间较为干净。不过略显陈旧。', '短评打分': 5}
{'短评内容': '房间干净，服务很好，价格也不高，下次还会入住。', '短评打分': 5}
{'短评内容': '和其他如家一样', '短评打分': 3}
{'短评内容': '底楼太潮湿，外面有车库车子就停在窗外，很不方便', '短评打分': 5}
{'短评内容': '参观世博后,来宁旅游住宁波如家快捷酒店柳汀街店,我甚满意,首先是房间走廊非常洁净宜人尤以卫生间最干净,所有设备皆洁白如新,房顶上烟火报警器也在正常上岗,所有工作人员服务态度均好,有礼貌,是我住过的同类酒店中最好设备维护最好的,其次地点好近火汽车站饮食购物方便且在小巷内闹中取静.沈阳退休教师祝瑞琪及夫人5.5.2010', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '中午回店后，电梯在维护，电梯口也没有放个牌牌提醒一下，到前台问了才知道。服务做得不到位。', '短评打分': 1}
{'短评内容': '酒店位置很好，服务态度也很好。值得推荐！', '短评打分': 5}
{'短评内容': '很方便，住的比较满意。房间再大点，隔音更好点就更好了。', '短评打分': 5}
{'短评内容': '电视的连线松动,造成电视图象模糊,房间通风不够,有点霉味.', '短评打分': 5}
{'短评内容': '酒店还行', '短评打分': 5}
{'短评内容': '和边上的汉廷相比，早餐不行，价格也比汉廷贵点。\r\n', '短评打分': 5}
{'短评内容': '服务不错', '短评打分': 5}
{'短评内容': '感觉还可以，以前住过，位置很方便', '短评打分': 5}
{'短评内容': '已经入住两次了，房间环境很温馨。感觉很好，果然有家的感觉。\r\n有个问题，现在没优惠了嘛？以前网上订房都有神秘特惠商务大床房的，只要153、现在怎么都是180的了啊》？取消了？？？？？？？？？？？', '短评打分': 5}
{'短评内容': '个人觉得值得推荐，是去宁波不错的选择', '短评打分': 5}
{'短评内容': '很近很方便。\r\n晚上有点吵。', '短评打分': 5}
{'短评内容': '设施和位置都很好，下次去还住这', '短评打分': 5}
{'短评内容': '地方不错 环境也还好  服务很到位 就是酒店的商品很少  酒店附近的小吃不错 既干净 又味道好 交通也很方便', '短评打分': 5}
{'短评内容': '已经是第二次住这家如家了,来宁波两次都选择了这里,感觉真的满好的,交通也很方便,离火车站,汽车站,天一广场都很近的,价格也很合理', '短评打分': 5}
{'短评内容': '果然如同仁们说的，电视很老旧，但是房间还是挺干净的', '短评打分': 5}
{'短评内容': '位置很好.离火车站汽车站比较近走路即可.走路20分钟即可到达天一广场.', '短评打分': 5}
{'短评内容': '进出宾馆路比较窄，停车场也比较小，但比较干净。各方面设施，服务都一般般。标间加床60元。', '短评打分': 5}
{'短评内容': '地點極佳,就在妇幼兒童醫院正對面的巷子,闹中取靜,附近的餐館有很多的選擇性,丰簡由人.去火车南站及汽车南站走路十分钟,出行很方便.管理比较到位,大床房170元的价位有点高.', '短评打分': 5}
{'短评内容': '第二次住了，发现一个不好的地方就是房间里没有吹风机，还要问服务台要，比较麻烦啊', '短评打分': 5}
{'短评内容': '还行 不过稍微有点吵杂 ', '短评打分': 3}
{'短评内容': '总体来说还行吧   ', '短评打分': 5}
{'短评内容': '一般吧，估计这个价格就只能是这样了。', '短评打分': 1}
{'短评内容': '酒店位置和环境都不错，靠近火车站，去不吵，由于建造时间有点早，店内设施有点旧，不过房间内的还不错。', '短评打分': 5}
{'短评内容': '离汽车南站很近，附近稍微吵了点，停车虽然免费，但只有很小一块地方，隔壁一晚上要收费15元。\r\n房间设施还是不错的，早晨楼道里走路声说话声，窗外叫声还是比较明显的，隔音不是很好，不过这个价位不能要求什么了，总之不错。', '短评打分': 5}
{'短评内容': '该酒店性价比尚可，出行交通方便，离火车站、汽车站都很近，缺点是7楼的房间嘈声很大。', '短评打分': 5}
{'短评内容': '酒店距离宁波南站（火车站和汽车站）仅五分钟路程，非常方便的一家酒店，适合乘坐火车和长途汽车的旅客，但是酒店不提供停车场，不适合自驾的旅客。', '短评打分': 5}
{'短评内容': '还比较标准的一家酒店', '短评打分': 5}
{'短评内容': '上次订的是特惠房，安排在了一楼，正好是有下水管，一天到晚总有下水的声音，特别吵，别的还可以', '短评打分': 3}
{'短评内容': '总体不错，房子偏小了点', '短评打分': 5}
{'短评内容': '去的那天热水系统坏了。。。', '短评打分': 5}
{'短评内容': '酒店各个方面都不错，我都比较满意，就是价格稍微有点高', '短评打分': 3}
{'短评内容': '很不错的酒店，地理位置也不错，服务很好，当时网上订的是标准间，到那换了大床房，感觉很舒服，下次来一定还住，如果隔音能够再好一点就完美了。', '短评打分': 5}
{'短评内容': '还不错,位置很好', '短评打分': 5}
{'短评内容': '很好 性价比高 服务也不错 就是地方偏了点！', '短评打分': 5}
{'短评内容': '因为之前常入住七天酒店，这是我第一次入住如家快捷，并且还是第一次带小朋友入住，当我们进入房间的第一个感觉就是亲切、明亮、简易...我的儿子第一句话就是说就像家一样舒适,我要好好睡一觉!!!周边的城皇庙和天一广场在我们这间如家对面就有共公巴士可以乘坐,附近就是客车南站和火车站,去飞机只要打的士38元就能到了。交通很便利，对于我们亲子活动的家庭是最好的选择，下一次我一定还要选择柳汀路这一家！！！', '短评打分': 5}
{'短评内容': '酒店的下水道不是特别通畅.位置还是可以的.针对价格来讲这家酒店实际到不了这个标准.', '短评打分': 3}
{'短评内容': '很差。', '短评打分': 3}
{'短评内容': '交通便捷```房间舒适```', '短评打分': 5}
{'短评内容': '酒店我觉得是非常不错的，无论是硬件设施，还是服务卫生都挺好的，价格也比较合适，地理位置交通挺方便的。', '短评打分': 3}
{'短评内容': '酒店太老了,硬件设施有些陈旧,房间环境也很一般；也就中等偏下的水平；性价比还是有些偏低；', '短评打分': 3}
{'短评内容': '这家酒店还是蛮经济实惠的,房间也挺干净,设施方面也比较齐全的,整体感觉还是不错的.', '短评打分': 5}
{'短评内容': '很安静，房间也挺干净的，稍微有点贵。其他都很好', '短评打分': 1}
{'短评内容': '可接受', '短评打分': 5}
{'短评内容': '酒店比较安静，房间干净舒适，服务也还可以。', '短评打分': 5}
