{'descr': '很好', 'star': 5}
{'descr': '酒店位置很好，周围就是柳巷商业街，对面是山西最大的红十字口腔医院。房间很干净，装饰品不是很多，简洁明了，暖气烧得很好，就是床稍微硬点，总体感觉不错', 'star': 5}
{'descr': '地理位置比较好，附近就是购物中心。房间环境还行，就是有点小~', 'star': 5}
{'descr': '房间还算满意，较新，只是要等待打扫卫生。', 'star': 3}
{'descr': '酒店很干净，服务人员的服务也很好，环境也不错，但是室内写字桌上的灯太暗了，晚上看电脑太费眼睛，建议给配个小台灯，就像你们大股东锦江之星的那种。', 'star': 5}
{'descr': '酒店很不错，服务员态度很好，就是不提供免费的早餐，没有停车的地方。', 'star': 5}
{'descr': '很好，干净，安全，好找！！！！！！！！！！！', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错\n不错不错不错不错不错不错不错不错\n不错不错不错不错不错不错不错不错\n', 'star': 5}
{'descr': '位置好，其他都比较一般，属于快捷酒店，也没法要求太多', 'star': 5}
{'descr': '在北京算是性价比高的酒店了，距离国贸很近，可以步行过去，唯一不足是酒店旁边就有火车线路，有时会很吵。', 'star': 5}
{'descr': '價格實惠. \n                         \n.', 'star': 5}
{'descr': '挺好', 'star': 3}
{'descr': '很不错的快捷酒店，房间很干净，价格也不算贵，还有美容美发的服务，感觉很好', 'star': 5}
{'descr': '位置有点不好找，但整体都不错，房间很干净，态度很好', 'star': 5}
{'descr': 'Very good hotel prefect location and friendly staff.', 'star': 5}
{'descr': '第一次住这样的酒店，这个价格，这个地方，还算是比较厚道的！', 'star': 5}
{'descr': '房间宽敞、舒适，价格合理，与同级饭店比较，应该属于中上等。', 'star': 5}
{'descr': '住的是标准间，房间较小，电视机也是小的可怜，隔音效果很差，晚上还有从门缝塞小广告的。', 'star': 1}
{'descr': '优点：还算干净，楼下配套的餐厅，吃早餐不错。\n缺点：空间小。\n是个住的地方，不讲究。', 'star': 5}
{'descr': '房间还算可以，但北侧的房子靠着铁道，所以定房时最好讲好。', 'star': 5}
{'descr': '感觉还是不错的，但是靠近火车站那边的，声音太大', 'star': 5}
{'descr': '环境还可以，服务也还行，下次出差可能还选这家酒店。', 'star': 5}
{'descr': '还算干净，如果毛巾更新点就更好了。夜间火车经过时北面房间有些吵。有的房间窗户坏了不好开。', 'star': 3}
{'descr': '感觉还好，隔音不好，停车场很大！也很方便', 'star': 3}
{'descr': '环境挺不错的，就是后面有个铁路老有火车来来往往，噪音挺大受不了。', 'star': 5}
{'descr': '较经济、实惠，地理位置不错，服务尚好，就是不好停车', 'star': 5}
{'descr': '酒店一般般吧，房间挺小的，总体还可以。', 'star': 3}
{'descr': '我很不幸到了酒店没有电，服务员还对我说附近都 没有电结果我出来看见旁边一家小店里有电哈哈哈', 'star': 1}
{'descr': '环境舒适，干净整洁，唯一的缺憾是纸巾少，应该在床头放纸巾盒！', 'star': 3}
{'descr': '，这家酒店设施等都还可以。', 'star': 3}
{'descr': '酒店很不错，服务员态度很好，性价比不错的经济型酒店', 'star': 5}
{'descr': '酒店比较干净，性价比还不错，下次还会入住的。', 'star': 5}
{'descr': '酒店位置不错，价钱也可以。还有很大的免费停车场', 'star': 5}
{'descr': '周围吃饭的地方挺多 还不错 地理位置比较好', 'star': 5}
{'descr': '交通方便，但费用有点高。不过还是可以选择的', 'star': 5}
{'descr': '凑合吧，东三环地理位置中  性价比很高.', 'star': 5}
{'descr': '性价比挺高，虽然位置不是太好，但设施和服务都是不错的，我还会继续住瑞兆国贸店的。', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '环境不错，离柳巷很近，酒店服务态度好，房间比较大', 'star': 5}
{'descr': '感觉不错，蛮干净的，位置也比较好，下次再去北京还会住这里。', 'star': 5}
{'descr': '地点尚可，但内装实在不大行，有待加强，交通还行是唯一的优点', 'star': 1}
{'descr': '还不错，蛮干净的，下次还会再来，也会推荐朋友过来住。', 'star': 5}
{'descr': '位置不错，房间也挺干净的，总的来说性价比算不错了。', 'star': 5}
{'descr': '性价比还不错，但是我住的那间房特别冷，暖气的位置不大合理。', 'star': 5}
{'descr': '除了位置偏、周边配套不太好以外，设施、服务都不错，性价比挺高。', 'star': 5}
{'descr': '我总住这家酒店，设施、服务等都不错，位置有点偏，配套服务不太好', 'star': 5}
{'descr': ' 不错', 'star': 3}
{'descr': '性价比不错了，这半年我和同事经常住那，我推荐这家酒店', 'star': 5}
{'descr': '酒店的性价比不错，但是位置较偏，周边配套设施不好，服务、设施都还不错', 'star': 5}
{'descr': '给公司安排的，没有负面反应，算是合格吧。', 'star': 1}
{'descr': '不错真的不错，卫生、服务都挺好，设施也可以，性价比很高，我愿意下次还住那。', 'star': 5}
{'descr': '地理位置不错 性价比较高 就是房间不大 电视要是在大点就更好了 空调噪音较大\n', 'star': 5}
{'descr': '瑞兆酒店的设施、卫生、服务等条件都是不错的，就是位置有点偏，周边配套服务少一点，性价比不错。\n真的不错，下次来还住。', 'star': 5}
{'descr': '除了地点有点偏以外，其他都是不错的，性价比比较高，早餐也是不错的哦。', 'star': 5}
{'descr': '瑞兆酒店的设施、卫生、服务等条件都是不错的，就是位置有点偏，周边配套服务少一点，性价比不错。', 'star': 5}
{'descr': '这样的价格，这样的房间，很一般，不是很实惠', 'star': 1}
{'descr': '感觉还不错,就是床有点硬,可能我睡软的睡习惯了,位置有点偏，配套设施也不好。', 'star': 5}
{'descr': '地理位置不错  性价比较高 就是房间不大 电视要是在大点就更好了 空调噪音较大', 'star': 5}
{'descr': '水龙头把手坏了…', 'star': 3}
{'descr': '帮朋友定的，反映不错，位置方便、比较安静，下次还住。', 'star': 5}
{'descr': '房间干净整齐，就是比较小，房间里暖气的声音比较吵，窗外不是马路就是铁路，总会有些影响睡眠', 'star': 5}
{'descr': '经济型，基本条件和其他经济酒店比不算差，就是进出通道太多，感觉不太安全', 'star': 5}
{'descr': '酒店很方便，就在三环路口进去不到100米，路口往南有很多饭店和两家便利店。只是这个区域消费比较高，小饭店虽然不算宰人，但都不是经济型的。', 'star': 5}
{'descr': '地段及房间绝对是性价比高的选择,可以试试,这个价位同等比较,乾净多了,位置也容易找到', 'star': 5}
{'descr': '已经是第二次住了。交通方便，房间虽然小了点，但是很干净。', 'star': 5}
{'descr': '感觉还行,就是靠近铁路,有点吵,地板有点旧,应更换', 'star': 3}
{'descr': '房间干净，但纸巾太粗了', 'star': 5}
{'descr': '除了地点较偏、交通不太方便外，卫生、服务等都还可以，舒适度很好，但有点噪音，早餐也不错，是个不错的快捷酒店', 'star': 5}
{'descr': '半夜房间有水声，恐怖啊。', 'star': 5}
{'descr': '房间比较小，靠主路近，比较吵；离地铁站走十分钟', 'star': 5}
{'descr': '好vbdfd不错，还可以的酒店，可以去住，发发发发发发发发发发发发发发', 'star': 5}
{'descr': '瑞兆酒店国贸分店的卫生和服务都不错，就是周边环境比较吵，且配套服务少，地点有点偏，有事觉得不方便。', 'star': 3}
{'descr': '北京瑞兆快捷酒店（国贸分店）酒店的卫生，环境不错，就是距地铁站还要走一截，得20分钟，有些不方便，附近也没什么好的配套服务，其他的还好。', 'star': 5}
{'descr': '还不错，位置稍微偏一点，不过其它还是不错的。', 'star': 5}
{'descr': '总体来说还可以,就是晚上有点吵,走到地铁站也有一定的距离', 'star': 5}
{'descr': '酒店的卫生，环境还不错，就是下地铁还要走一截，大概20分钟，有些不方便，附近也没什么好吃的饭店，其他的还好。', 'star': 1}
{'descr': '酒店总体还可以。就是结账的时候查房的服务员一个劲的催我们离开。按理说入住一天是到12点的，客人就算结账了也可以待到12点才对。可是他们却说结账了房间要打扫，一定要我们离开。这点我很不满意', 'star': 5}
{'descr': '治酒店还可以.不错!', 'star': 5}
{'descr': '不错的商务酒店，很方便，很适合中产阶级使用。', 'star': 5}
{'descr': '房间有股很怪的味道，除此之外其他都还好。房间的卫生什么都还算可以。', 'star': 3}
{'descr': '不错，地理位置好，就是吃饭不大方便，除了在酒店吃外只能走一段距离了！出租比较好打！', 'star': 5}
{'descr': '我觉得综合性价比还算可以的，但是我入住了三次，每次上面卫生都多多少少有一点问题，不是毛巾脏就是地面不是特别干净再或者房间的怪味特别重，不过实在比较喜欢这个地理位置，所以就这样了，希望酒店将来能够改进。这次来房间的味道的确是太大了。', 'star': 5}
{'descr': '窗户隔音效果不好，影响睡眠质量，而且专修一般', 'star': 1}
{'descr': '墙上掉墙皮，设施较差，无吹风机，电视破旧。', 'star': 1}
{'descr': '窗户隔音效果不好，影响睡眠质量，而且专修一般，后面是铁路，前面临近三环，噪音是问题', 'star': 1}
{'descr': '酒店还不错，比较干净，也很安静。就是服务员的态度很生硬，不灵活。', 'star': 3}
{'descr': '环境不错', 'star': 5}
{'descr': '环境不错，空间足够，服务需提升。紧临东三环，交通方便，下次还住。', 'star': 5}
{'descr': '位置还不错，因为提前要求，没有住靠火车道的一边，所以也很安静。\r\n房间很干净，也比较新。唯一不满的地方就是服务员的服务水平太差了，态度也不好，有点让人不可忍受。', 'star': 5}
{'descr': '环境还算干净，就是大床有点小', 'star': 5}
{'descr': '整體感覺不錯噢。服務態度也可以。不過晚上衛生間水流比較小。然後牆皮有點剝落。', 'star': 3}
{'descr': '感觉还不错的，但是离地铁步行有点远，早餐还行', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '房间挺干净的，也很安静，就是有点小。不过一个女孩子住感觉还蛮温馨的。', 'star': 5}
{'descr': '+', 'star': 5}
{'descr': '+整体不错，服务也可以。存在问题：卫生间水流特小，房间墙皮剥落。希望改进。', 'star': 5}
{'descr': '房间有点小，装修干净简洁，楼下有齐妈妈面馆，比较方便。', 'star': 5}
{'descr': '地理位置很好，周围交通餐饮和商场很方便；就是旁边有许多出租车司机吃饭的小餐饮店，卫生交通很差。', 'star': 5}
{'descr': '酒店位置不错，但晚上有火车经过比较吵，楼下早上很塞车，如果考虑早上出门的话尽量不要考虑，总之一般。', 'star': 1}
{'descr': '还行', 'star': 1}
{'descr': '位置不错 房间不大但很干净 性价比很高', 'star': 5}
{'descr': '服务可以。周围环境比较乱。', 'star': 3}
{'descr': '服务可以。周围环境比较乱。', 'star': 3}
{'descr': '酒店设施简单，温馨，位置还算不错，总的还不错', 'star': 5}
{'descr': '总的说还不错', 'star': 5}
{'descr': '整体还可以', 'star': 5}
{'descr': '干净 性价比不错  相对离地铁比较近', 'star': 5}
{'descr': '经济实惠。', 'star': 5}
{'descr': '房间干净，位置方便，就是热水不是很热', 'star': 5}
{'descr': '位置很好，但是设施一般。', 'star': 1}
{'descr': '刚才的点评错了，是对面的富邦国际酒店', 'star': 3}
{'descr': '相当一般的酒店，航班晚点，半夜才到，给升级到家庭套房，三角形的，真的很不舒服的布局，洗澡也不舒服', 'star': 1}
{'descr': '房间不错！比想象中的好！卫生间的大大的落地玻璃显得房间很通透！', 'star': 3}
{'descr': '在北京比较合算的一家酒店，经济性，比较舒适。。但是要是一直有198的特价房就好了。。', 'star': 5}
{'descr': '设施不做点评，经济型的都差不多\r\n前台的服务很差，房间空调早就坏啦，质问她，瞪着眼睛说不知道。\r\n退房的时候好像蜗牛，两个人在哪里也不知道要干什么，堆了一群人等着退房，你们不能培训培训吗？\r\n晚上很吵，总之第一次也是最后一次，不要住。\r\n', 'star': 1}
{'descr': '酒店还是挺干净的，房间不大，经济型，也不指望多大，设计有点心思，使房间不感觉狭窄。过道的条件较差，地毯破损厉，走道很宽，其实走道再压缩个20cm，给房间就好了。\r\n似乎酒店有4、5个门，都可以自由进出，没人看管的，房间又没有保险箱，感觉安全有不足。', 'star': 5}
{'descr': '酒店离国贸，建外soho挺近的，走的就到了，东三环 和百子湾路边，很好找。\r\n不贵', 'star': 5}
{'descr': '一切都OK，性价比极棒，各方面都OK。', 'star': 5}
{'descr': '不太好找~但位置很好，环境总体来说不错&#183;', 'star': 3}
{'descr': '地理位置不错，很适合去国贸附近出差的IT人士，走过去10分钟不到，并且交通什么的也挺方便。\r\n但楼后面是火车道，楼前是马路，还有盖楼的，有点吵。', 'star': 5}
{'descr': '房间小了点，位置不好找，但挺舒服的', 'star': 3}
{'descr': '酒店位置其实很好，但没有明显门牌号。房间电话为开通外线，前台服务不够专业，在未获得客人签字认可消费后即扣除所有消费。商务大床房除无无限网络外值得夸奖的是卫生间的设计。', 'star': 5}
{'descr': '位置优越，紧邻CBD，性价比很高', 'star': 5}
{'descr': '性价比很好！', 'star': 3}
{'descr': '性价比不错！', 'star': 5}
{'descr': '设备感觉不好，价格合适，服务一般', 'star': 3}
{'descr': '不错，我很喜欢，就是有点难找，有车的人比较不方便，相对出去玩的话，性价比不错，而且很舒适', 'star': 5}
{'descr': '上次住这主要是离我要去的地方比较近，酒店本身环境一般，不过价格挺实惠', 'star': 3}
{'descr': '酒店没有餐饮不方便,房间设施很齐全住着也很舒适,总体感觉还不错.', 'star': 3}
{'descr': '整体感觉还可以，房间挺干净的，位置也不错，交通便利，购物也挺方便的，价格也比较适中', 'star': 5}
{'descr': '还可以离我办事的地方步行10分钟,看起来比较干净', 'star': 5}
{'descr': '酒店所处的地理位置挺好的,很方便,人员服务也很热情,各方面条件也都满意.', 'star': 5}
{'descr': '酒店各方面都挺好的,内部环境也就蛮不错的,就是觉得价格稍微有点偏高', 'star': 5}
{'descr': '位置还不错，住的房间比较安静，比较干净，房间比较新，设施也好，床很硬，不舒服，唯一令人不爽的就是，11点服务员就电话打进房间，“特意”“提醒”12点要退房，给人感觉不好，没有一点人性化的感觉，希望能改进。', 'star': 5}
{'descr': '早餐品种太少，有牛奶没有豆浆，有面包片没有果酱。没有晚餐，其他还好。网速还好。', 'star': 5}
{'descr': '位置很好 很方便 晚上暖气有点温', 'star': 5}
{'descr': '酒店的位置非常好位于市中心地带,出行很方便价格也很优惠.', 'star': 5}
{'descr': '当时住房间有点小，别的各方面都不错，位置便利，价格还合适', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
