{'descr': '一如既往，感觉不错满意', 'star': 5}
{'descr': '酒店服务不错，刚过去那天、天气太干燥、房间的墙皮脱落了，酒店立刻给换了房间。酒店位置还是不错的、距离天坛很近。下次还会入住。', 'star': 5}
{'descr': '酒店卫生很干净，交通出行也行，就是房间有点小。', 'star': 5}
{'descr': '先不说房间太小，就说服务。\n去住的那天下雨，对前台的工作效率非常的不满意，不论是办入住，还是借伞，还是退房，都是非常慢。\n那天晚上吃的有点少，到十一点左右的时候非常饿，就打电话给前台问有没有什么吃的，方便面也行，前台说没有。害得我饿了一晚上。\n谁知第二天一早，发现前台正给别的入住的客人免费发方便面呢，怎一个无语了得。\n', 'star': 1}
{'descr': '公交车特别多，去哪都方便，不过地铁离的有点远，差不多要走900米', 'star': 5}
{'descr': '不是很干净，我们需要换房间，结果给我们换了一个不一样价钱的，也没跟我们说，感觉不是特别干净，卫生间有味，洗澡的里面都是水好像没有打扫一样', 'star': 1}
{'descr': '交通非常方便，卫生也打扫的很及时，就是屋子里太黑了，顶上的窗户没什么作用', 'star': 5}
{'descr': '非常一般，但是周边很方便，吃饭购物都有。', 'star': 1}
{'descr': '酒店环境不错，较安静，惬意，并且离地铁不远，交通方便', 'star': 3}
{'descr': '很好＇环境不错＇下次还来捧场', 'star': 3}
{'descr': '很干净 订的商务大床房 床很舒服 就是水小了点 离地铁天坛站走路差不多有两站地不是很近 楼下往南走有一家天兴居 包子不错 还有炒肝 吃的店还行 靠路边的房间有点吵 不过还行 挺好的', 'star': 5}
{'descr': '还不错，服务态度好，比较干净就是有点吵，希望以后安静一点', 'star': 5}
{'descr': '房间很温馨，有回家的感觉。', 'star': 3}
{'descr': '位置还可以，住宿条件还可以~~临街 ，比较吵~~', 'star': 5}
{'descr': '房间比较温馨，就是过道小一些，卫生间是独立的，不像有的宾馆只是帘子一拉，总体来说还是满意的。', 'star': 5}
{'descr': '住的挺舒服的，环境不错，服务态度也很好。顶了', 'star': 5}
{'descr': '挺不错的，最重要的是干净，有家的感觉，如果浴室配备单独的拖鞋就好了，光着脚真是不习惯', 'star': 5}
{'descr': '  还行 不错', 'star': 3}
{'descr': '环境还行。。。无窗。。面积比较小，总体还行。。', 'star': 5}
{'descr': '整体上感觉挺好的，有种家的感觉。比较喜欢', 'star': 5}
{'descr': '位置还好，去天坛公园方便，离地铁口800米要走10分钟左右，不远处有几家小饭馆。\n\n房间隔音效果很差，隔壁房间一对儿一晚上做了两次，声音大的好像是听现场直播，没睡好。', 'star': 5}
{'descr': '如家一如既往的温馨，这家结构比较深，房间蛮多的，就是隔音效果差些，门口就是公车站点还挺方便的', 'star': 5}
{'descr': '这块儿的地理位置挺好，交通非常便利，从酒店走个10分钟就能到地铁5号线，然后再转别的线的也很方便，无论是逛街还是观光都很方便，到天坛公园走路也就不到10分钟，楼下有个小餐厅还不错，到动物园、方庄都有公交；室内不带窗户的屋子其实很暖和，屋顶会有个小天窗，不算闷，就是隔音差点，带窗子的房间反倒漏风，（我是冬天去的）。如家每个店跟每个店只有地理位置的差异，但是房间里的条件一般是一模一样的，这是我比较喜欢', 'star': 5}
{'descr': '交通方便，价格也合适，地理位置不错。.。。', 'star': 5}
{'descr': '房间有点小，别的还好，服务也还可以周边好像不是很方便，吃的不多', 'star': 5}
{'descr': '周边的环境不错，离火车南站很近。离天坛公园很近。地铁五号线站口。周边吃饭的地方不高档，适合自己出去玩住。', 'star': 5}
{'descr': '交通还算方便，第一次给的房间房顶都掉皮了，在要求下重新换了一间，开始还抱怨电视太烂，就几个频道，结果在我们住的第二天整个楼里都换电视了。也赶巧了。就是楼道里有点吵，每天回房间地上都各种特殊服务的小广告，烦死，酒店治理一下吧。', 'star': 5}
{'descr': '隔音不好，而且遇到那种没素质大半夜还吵吵嚷嚷的更无语！', 'star': 1}
{'descr': '周边的环境不错，也横方便。距离北京南站比较近。', 'star': 5}
{'descr': '整体不错，电梯小', 'star': 3}
{'descr': '服务员服务很好,就是房间有点太小.下次了出差还会选择', 'star': 5}
{'descr': '房间棚顶都掉白灰了，一块一块的。服务还可以。', 'star': 3}
{'descr': '.基本服务还可以！', 'star': 3}
{'descr': '酒店服务挺好速度快，热情，周到。', 'star': 3}
{'descr': '服务太次了，晚上加班公司给开的房间，晚上回来想洗澡没有热水，等了半小时才有，一大早想多睡会走廊里吵的不行，一开始以为是别的住客，结果一看全是他们的员工，早上7点开始吵吵一直到中午，实在是太吵了！！', 'star': 1}
{'descr': '地理位置比较方便，服务还好了，就是房间有些小，要是提供商务标间就妥啦', 'star': 5}
{'descr': '.房间太小，其它基本还可以！', 'star': 3}
{'descr': '很满意，前台服务好，房间干净', 'star': 3}
{'descr': '酒店干净，整洁，挺好的。', 'star': 3}
{'descr': '干净，也很舒适还不错，离地铁站比较近 很方便！', 'star': 5}
{'descr': '酒店环境不错 门口就有10多条公交车 到哪都方便 \n住得也挺舒服的 值得推荐', 'star': 5}
{'descr': '服务很好的，蛮好的。不错啊，，，，，值得推荐啊。', 'star': 5}
{'descr': '地位位置很好，地铁，公交都很方便，房间很干净，就是不通风，隔音效果很差。', 'star': 5}
{'descr': '服务不错，很干净', 'star': 3}
{'descr': '总体来说还可以，就是不怎么通风', 'star': 3}
{'descr': '，房间有点小，位置还可以，', 'star': 3}
{'descr': '干净 前台和服务员服务态度好 房间大小还好', 'star': 5}
{'descr': '环境不错，可惜就是电视节目太少了！总体来说很不错！', 'star': 3}
{'descr': '总体感觉很好的。交通方便，公交地铁都有，旁边有几家小吃,稀饭面食较多，晚上还有几家烧烤，就是感觉不太卫生，还有小超市。就是房间格局稍微小了点，设施普通，服务质量一般。', 'star': 5}
{'descr': '环境舒适，设施挺齐全的，网络还不错，这也行，那也行，都好，很好，还不错，。。。。。。。。。。。东西也还行，都挺好的，好评。', 'star': 5}
{'descr': '满意。', 'star': 3}
{'descr': '酒店干净卫生、服务态度好，酒店位置好，交通便利；\n酒店干净卫生、服务态度好，酒店位置好，交通便利；\n酒店干净卫生、服务态度好，酒店位置好，交通便利；\n酒店干净卫生、服务态度好，酒店位置好，交通便利；\n酒店干净卫生、服务态度好，酒店位置好，交通便利；', 'star': 5}
{'descr': '条件一般但还算干净', 'star': 3}
{'descr': '卫生条件还可以，服务态度也不错，就是靠近马路的那一面有点吵，隔音太差，隔壁大叔的呼噜声都很清楚，还有楼上的走路声，以及走廊里打扫卫生的推车的声音', 'star': 5}
{'descr': '总体感觉不错   服务到位  只是设施简单了点  要是装点电脑什么的就好了  电视换一下就更好  收不到湖南卫视  其他的都还行  ', 'star': 5}
{'descr': '很好。', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '地理位置不错，挺方便的，环境很好，很安静。服务热情周到，效率快捷。就是房间有蚊子被叮了好几个包，房间有点儿潮湿。天窗再大点儿，再通风点儿就好了。', 'star': 5}
{'descr': '其他都好，就是住的那间房间窗户打不开，房间灯光刺眼，电视效果不好。', 'star': 5}
{'descr': '房间虽然不大，但居住比较舒服。第二天可能因为不退房，所以卫生打扫比较马虎，但提出意见后，后面几天打扫认真些了。就是房间电视雪花大，不清楚！酒店周围有便宜坊烤鸭店，小吃店、水果店、面包店、小超市等，就餐购物比较方便，交通也比较方便。', 'star': 5}
{'descr': '交通不错,隔音不是很好~其余都还是很不错的~值得', 'star': 5}
{'descr': '总的说来还不错，房间很干净，要是门口放一个擦鞋机就好了', 'star': 5}
{'descr': '床太不舒服了…弹簧很硌…睡一觉感觉腰疼…除了床以外，其他的还可以', 'star': 3}
{'descr': '不错，整体很干净，周边的餐饮也不错，下次还会住', 'star': 5}
{'descr': '。 酒店离天坛很近，交通方便。', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '服务态度很好，房间卫生很干净，就是没有窗户透气呵呵', 'star': 5}
{'descr': '太吵了', 'star': 3}
{'descr': '就是如家的標準 離天壇地鐵站很近 走路約10分鐘吧', 'star': 5}
{'descr': '挺满意，服务好！', 'star': 3}
{'descr': '位置好，出行很方便，至于店里，我不想说别的，就一句话“回到酒店真的就跟回家一样放松”，如家，名副其实。本来预订了两天，临时有事返回山东了，不然我是不会换酒店的，不但以后还会选此，还要推荐给朋友，必须的。', 'star': 5}
{'descr': '干净，朝西有窗的更好，唯一的缺点就是隔音不是太好。', 'star': 5}
{'descr': '挺不错的，弟弟和妈妈评价都很好，位置也不错，离地铁口很近', 'star': 5}
{'descr': '帮妈妈预定的，她很满意，比起前几天在王府井附近住的一家要好许多，很干净。', 'star': 5}
{'descr': '帮妈妈预定的，评价不错，挺干净的，下次还会预定.', 'star': 5}
{'descr': '周边配套不多，吃饭的地方没什么特色，离地铁有点远', 'star': 1}
{'descr': '比如家会员价格高', 'star': 3}
{'descr': '干净整洁，床很舒服~呵呵，特别好找，交通便利，离公交站台近，地铁天坛东门站也不远，离天坛特近，来北京的这几天都把这儿当成家了，真是“如家”啊~不错不错', 'star': 5}
{'descr': '酒店离天坛很近，离地铁走路大约8分钟左右，交通方便。酒店离天坛很近，离地铁走路大约8分钟左右，交通方便。', 'star': 5}
{'descr': '离天坛非常近，离天坛东门大概5分钟，走路可到，到前门可直接坐723路，当时我们在前门前一站正义路下的车，离天安门走几分钟就到了。', 'star': 5}
{'descr': '干净，服务很好，温馨。要是能建的更高点就好了！', 'star': 5}
{'descr': '还成', 'star': 3}
{'descr': '服务很好，预定很及时', 'star': 3}
{'descr': '早餐实在是难吃,住过很多如家，这家实在有点差强人意。房间在半楼的地方，指示也不明确，象迷宫一样难找。', 'star': 1}
{'descr': '还行', 'star': 3}
{'descr': '如家快捷酒店（北京天坛店）房间整洁卫生，服务周到热情、下次还会入住！', 'star': 5}
{'descr': '同样的房间，每晚比上个月涨价了10元。还信誓旦旦跟人家说呢，上网一看价格，傻眼了，好像我唬人家似的。', 'star': 5}
{'descr': '每次都习惯住这里,服务不错.', 'star': 3}
{'descr': '就在我单位附近，很干净，装修都是全国统一风格，来同事朋友都订这里。外表看着不大，里面绕来绕去老多房间。应优先选择西面窗户的房子，东面离马路近，夜里有噪声。有些房间没窗子，便宜些但会有潮味，一般服务员也会推荐有窗的房间。', 'star': 5}
{'descr': '感觉不如描述那么好，但还是不错的，尚算干净，价格也可以', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '不错的酒店，环境比较安静，离北京天坛很近，我们在方庄米西完的，去酒店很近', 'star': 5}
{'descr': '价格还可以，地点有点偏，不过在北京这样的性价比已经很好了。', 'star': 5}
{'descr': '距离天坛东门走路十分钟，房间比较小，但还算干净', 'star': 5}
{'descr': ' 服务态度很好', 'star': 3}
{'descr': '非常的不错，很棒，我预定的是大床房，睡的很舒服。而且交通还比较便捷的。', 'star': 5}
{'descr': '外面装修有点嘈，离地铁大概两站路吧走路的话。步行去天坛公园大概15分钟。', 'star': 5}
{'descr': '如家快捷酒店（北京天坛店）酒店位置地点蛮好找的，离天坛地铁站大概一个公交站的距离，步行约要10多分钟，房间感觉比较小，也没有衣柜，要洗衣服的就不太方便，整体房间给人的感觉蛮温馨舒适的，每天也有服务员来整理房间，唯一不好的一点就是隔音效果很差，稍微隔壁有点声音就很明显，还有我住的是内窗的房间，觉得通风也不是太理想，还是值得推荐的', 'star': 3}
{'descr': '酒店位置地点蛮好找的，离天坛地铁站大概一个公交站的距离，步行约要10多分钟，房间感觉比较小，也没有衣柜，要洗衣服的就不太方便，整体房间给人的感觉蛮温馨舒适的，每天也有服务员来整理房间，唯一不好的一点就是隔音效果很差，稍微隔壁有点声音就很明显，还有我住的是内窗的房间，觉得通风也不是太理想。', 'star': 3}
{'descr': '不错，交通方便，床什么的都很舒服，卫生间也很干净，总体来说很不错，以后还会考虑入住的。', 'star': 5}
{'descr': '本次住了11天，虽然房间偏小点通风不是很好，但是别的都非常好。我下次来北京还会住该酒店。', 'star': 3}
{'descr': '除了房间偏小、通风不是很好别的都不错。以后我来北京还是会住这里的。', 'star': 5}
{'descr': '房间有点小环境还不错', 'star': 5}
{'descr': '如家真的不错，犹如家的感觉~服务态度也很好，房间环境也很干净', 'star': 3}
{'descr': ' 如家酒店就真如其名那样，给人好像就在自己家一样！那和谐的色调，那温馨的房间，一切的一切就如家！', 'star': 5}
{'descr': '这是一家很温馨的酒店，装修风格清新，干净卫生，交通非常方便，唯一的不足就是隔音差了些，关上门服务员步话机里的通话都能听的很清晰，或许是很多快捷酒店的特色吧，没有太大影响。总的来说，性价比很高，我推荐', 'star': 5}
{'descr': '服务和卫生还不错,唯一的缺点就是离地铁5号线的天坛东门站有点远,大概要走15分钟', 'star': 5}
{'descr': '除了隔音不太好意外，都还不错。距离地铁站也比较近。', 'star': 5}
{'descr': '气氛感觉很好，位置还不错只是到地铁还有走一段路。建议旅游的朋友入住 ', 'star': 5}
{'descr': '位置不错，离天坛和地铁都很近，就是靠路边，可能有点吵，不过价格还行，综合性价比不错', 'star': 5}
{'descr': '不错，妈妈很满意，很舒适，就是离地铁站还要走一段', 'star': 5}
{'descr': '环境不错，地段比较好，交通很方便。地铁公车都有，周围也有饭店，不错！', 'star': 5}
{'descr': '酒店的卫生及位置比较好，有提供桶装纯净水。', 'star': 3}
{'descr': '酒店的卫生及位置比较好，出门就是公交车站，离地铁站有一站的距离。特惠房由于没有窗户显得有点闷。', 'star': 5}
{'descr': '卫生、服务非常好！交通比较方便，地铁站（五号线）距离一站，步行大概10-20分钟。出门就有公交车站。周围有很多饭店。价格比较公道。下次去还住这！', 'star': 5}
{'descr': '总体还可以，就是平时要注意对房间的通风', 'star': 5}
{'descr': '环境不错。隔音不好。服务态度挺好。交通比较便利', 'star': 3}
{'descr': '房间隔音不是很好。但是位置不错。价格合理', 'star': 3}
{'descr': '早餐不是很好。但是位置不错。价格比较经济。环境也还可以。', 'star': 5}
{'descr': '酒店很干净，服务很周到，离地铁步行15分钟，就是房间很小。', 'star': 5}
{'descr': '\u3000床很大,窗户也大,采光不错.就是没衣柜,房间显小了些.', 'star': 5}
{'descr': '总体不错，性价比比较好。交通方便，距地铁一站地。吃饭也比较方便。', 'star': 5}
{'descr': '+卫生不错就是离地铁站远了点要20分钟', 'star': 5}
{'descr': '总体不错，房间比较新，以后还会再&#183;。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间干净，交通方便', 'star': 5}
{'descr': '地方还算好找，但是从地铁出来的时候一定要选好出口，不然走的路太远啊…住宿环境不错…', 'star': 5}
{'descr': '挺不错的。距地铁站大约一公里，房间有点小，但性价比不错啦。', 'star': 5}
{'descr': '还不错！地铁走10分钟左右吧！外面有超市和买吃的，公交还算方便，南站下车打车起步价多点好像！总体不错\r\n', 'star': 5}
{'descr': '还好！', 'star': 5}
{'descr': '缺点是面积太小，无上网电脑，小姐宣传单太多，其它还都不错。', 'star': 5}
{'descr': '房间小了点，服务一般，洗手间没纸巾了也没及时放，7.27号我们外出也没来收拾房间，回来后感觉有点乱。附近也没有什么超市，买东西不方便', 'star': 5}
{'descr': '隔音较差', 'star': 5}
{'descr': '我很满意，住的很舒服。', 'star': 5}
{'descr': '距离地铁和天坛比较近，性价比中上等', 'star': 5}
{'descr': '不错的酒店，交通方便，服务业不错。隔音做的稍微差一点，希望以后改进', 'star': 5}
{'descr': '位置还算好，离北京南站和5号线地铁站也不远，对于来京旅游的人还算合适。去王府井、故宫等地都不算远，打车地铁都合适。', 'star': 5}
{'descr': '这里的位置不错，卫生很好，晚上很安静。下次来京我还会选择这里的。', 'star': 5}
{'descr': '如家确实给人如家的感觉，虽然这些特惠的房价都木有窗户，但是其他设施都不错，交通也挺方便的~~\n推荐哈~', 'star': 5}
{'descr': '价格适中，出行便捷！', 'star': 5}
{'descr': '地理位置不错，离着地铁站不到1000米 散步的话很快就到了。很安静，就是楼内过道有点窄小，服务很好！比7天强多了！', 'star': 5}
{'descr': '位置优越，交通便利，房间卫生干净，服务态度好，性价比高。', 'star': 5}
{'descr': '环境不错，交通方便', 'star': 3}
{'descr': '整体环境不错\r\n！', 'star': 3}
{'descr': '酒店环境很好，而且周边地理也不错，出行很方便。', 'star': 5}
{'descr': '优惠房都没有窗户，大家注意了', 'star': 5}
{'descr': '周围环境其实还是不错的  就是离市中心的距离不太近啊  我住的时候 几乎去哪儿都要坐地铁坐公交坐不短的时间  如果是去旅游的话 倒车是肯定的 我建议最好还是倒地铁  公交太慢了。。。。', 'star': 5}
{'descr': '如家的一贯水准，没有失望也没有惊喜。距地铁5号线稍远，有点不便', 'star': 5}
{'descr': '位置在三环之内，离天坛很近，但是换乘地铁稍微有些不便，比较推荐商务大床房~在性价比上是比较合理的。', 'star': 5}
{'descr': '地址有点远，没有酒店所说的交通很方便，离地铁至少还有2站路！！\r\n房间有点小，其他的还不错！', 'star': 3}
{'descr': '这里很方便，外面很多小吃，不错！', 'star': 5}
{'descr': '卫生条件不错，服务态度好，性价比高', 'star': 3}
{'descr': '服务和卫生条件都挺好，设施一般吧，性价比强', 'star': 5}
{'descr': '挺好 旁边就是一家便宜坊烤鸭 如了我的愿', 'star': 5}
{'descr': '总体还是不错，就是被蚊子咬安逸了，离地铁有点远，差不多用了十五分钟，酒店旁边有个粥店吃的还不错``', 'star': 5}
{'descr': '酒店还不错 公交车很近，但是离地铁稍微有点远，大概900米左右，周边只有2个便利超市。服务态度还可以。总的来说 性价比还不错', 'star': 5}
{'descr': '不错，大床房很舒服，有家的感觉', 'star': 3}
{'descr': '用不着网线的 可以考虑住一下。这个酒店的网速啊，那真是超级超级慢', 'star': 3}
{'descr': '房间隔音效果很不好，房间内有刺鼻异味儿，服务态度还算不错。', 'star': 5}
{'descr': '简洁干净，还不错。隔音还应改进。', 'star': 3}
{'descr': '等于没有网线，邮箱都打不开。打前台问，他们只会僵硬的\r\n说对不起。', 'star': 1}
{'descr': '隔音不是很好', 'star': 3}
{'descr': '隔音不是很好', 'star': 5}
{'descr': '不错，小而方便', 'star': 5}
{'descr': 'hao ', 'star': 3}
{'descr': 'hen hao ', 'star': 3}
{'descr': '位置不错：火车站坐39路公交车，下车就能看到；向北走十多分钟就到地铁天坛东路站。走路十多分钟到天坛。\r\n设施挺好，大床房很温馨，有家的感觉。\r\n不足：房间隔音差；电梯很响；大床偏软，喜欢硬床的可能睡着不舒服\r\n\r\n\r\n\r\n', 'star': 5}
{'descr': '窗户竟然开在天花板上 真新鲜啊。房子的隔音效果太差了', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '\r\n 嗯 基本都很好。很干净 就是周边没有吃饭的地方！', 'star': 5}
{'descr': '服务不错', 'star': 5}
{'descr': '如家还是保持着自己的特色 卫生也不错 挨着地铁不远 挺方便的  ', 'star': 5}
{'descr': '总体性价比还可以，就是和网上说的地理位置有所出入，说在天坛东门附近，其实离东门还有15分钟路程，有点远，而且酒店的隔音效果不好，洗澡水量小，服务还可以', 'star': 1}
{'descr': '性价比可以', 'star': 5}
{'descr': '酒店距离天坛东门两站地，公交很方便到达。可要求住靠近小区的房间，比较安静。前台的小伙子很热情，服务态度很好，表扬一个！', 'star': 5}
{'descr': '我第一次见酒店的窗户在房顶上', 'star': 1}
{'descr': '很不错..', 'star': 5}
{'descr': '酒店位置挺好，距离地铁天坛东只一站地，挺干净的，性价比不错', 'star': 5}
{'descr': '就是天窗有點不私密', 'star': 5}
{'descr': '位置还好', 'star': 5}
{'descr': '此酒店就是离地铁比较近。其他就没有什么优势了，房间没有空调遥控器，需要每次找服务员给开关空调，无语，竟有这种费时、费力、费人的管理。', 'star': 5}
{'descr': '房间很小但是很干净，五脏俱全，只是黄色的卫生间很不爽，洗完澡眼都给黄色晃花了', 'star': 5}
{'descr': '酒店服务还行。就是晚上和清早楼道里比较吵，晚上还有人从门缝里塞类似酒吧之类的不太好的小卡片。\r\n其他的交通啊什么的都不错。', 'star': 5}
{'descr': '环境不错，交通也很方便，', 'star': 5}
{'descr': '位置很好，离地铁5号线很近，就是房间太小，没有窗户。餐厅价格比较低，味道也不错', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '房间空调不是很好，其他还不错，希望继续努力！', 'star': 5}
{'descr': '酒店服务不错,地理位置也不错,周边的餐馆的味道也是很不错的', 'star': 5}
{'descr': '交通很便利', 'star': 5}
{'descr': '作为一个学生，或者说工资少的上班族，是个性价比高的不错选择', 'star': 5}
{'descr': '还不错，比较干净', 'star': 5}
{'descr': '房间里还不错，就是走廊太曲折，有点迷宫的感觉。', 'star': 5}
{'descr': '网速非常慢', 'star': 1}
{'descr': '卫生打扫的很干净,住着很舒适,位置也不错,出行很方便,但就是房间稍微有点小,卫生间的地漏没弄好有点往上返水.', 'star': 3}
{'descr': '除了网速慢的出奇之外，其他没什么不好的。酒店的2楼是个网吧，估计是合伙的，收发邮件也只好去照顾下2楼的生意。', 'star': 5}
{'descr': '人员服务挺好的,就是房间里没有吹风机的,所以每次洗完澡都得去前台拿,不过其他方面都挺不错的,位置也蛮方便的,靠近地铁,所以出行比较方便.', 'star': 3}
{'descr': '这家酒店蛮干净的,设施也很齐全.服务也很热情.我觉得挺不错的,性价比挺高的.值得推荐/', 'star': 3}
{'descr': '好好.早餐需要改善', 'star': 3}
{'descr': '位置还好', 'star': 1}
{'descr': '该酒店是以前的老宾馆改成的，后来被如家收购了，我有住过，本次是我朋友住的，价位在北京算是便宜的了，只是房间比较小，紧邻天坛东路，靠东的房间比较吵。', 'star': 5}
{'descr': '当时住的房间是没窗户的,所以采光不太好,卫生条件还不错,位置也靠近市中心,出行还算方便,性位适中.', 'star': 3}
{'descr': '还不错，住了两晚，感觉还比较舒适，价格也不贵，出行附近交通也方便', 'star': 3}
{'descr': '卫生很好很干净，服务人员态度热情周到，设施完善，地理位置交通方便，性价比不错的酒店', 'star': 3}
{'descr': '地理位置非常好,出行都很方便,房间的卫生和设施方面也都不错,住着很舒适,而且价位也很符合,我很满意.', 'star': 3}
{'descr': '说的是紧邻天坛东门，可是离东门得有2站地还得多，快到玉蜓桥了\r\n商务房感觉很小，而且被子上面有没有洗干净的油渍，感觉不干净似的\r\n服务方面还可以', 'star': 1}
{'descr': '酒店感觉还可以吧,就是当时房间里的饮水机的水是半桶的,要是换成整体的话可能会给人感觉更好一些,然后就是管理上也有些问题,有时会外人从门住里发名片.', 'star': 3}
{'descr': '希望酒店房间会有电脑', 'star': 5}
{'descr': 'haoxing ', 'star': 5}
{'descr': '那天挺热的 但是空调不错 环境很好 很安静 老公说很不错', 'star': 5}
