{'descr': '酒店在装修 有味道 但不至于头疼 清净 位置好', 'star': 4}
{'descr': '距离CBD挺近的\n距离地铁站5分钟左右的路程', 'star': 5}
{'descr': '很不错很干净的一家酒店，也特别方便！下次来了还会住', 'star': 5}
{'descr': '位置很好离机场很近但是里面设施条件不是太好，服务还行，但是环境就是一般化，价格还不错。乘早班飞机的话还是可以值得参考的一家。', 'star': 5}
{'descr': '位置很好离机场很近但是里面设施条件不是太好，服务还行，但是环境就是一般化，价格还不错。乘早班飞机的话还是可以值得参考的一家。', 'star': 5}
{'descr': '一入住', 'star': 3}
{'descr': '一入住', 'star': 3}
{'descr': '可以', 'star': 3}
{'descr': '方便，赶早班飞机有车送机场出发大厅门口，可以好好休息，就是房间旧了点。', 'star': 5}
{'descr': '方便，赶早班飞机有车送机场出发大厅门口，可以好好休息，就是房间旧了点。', 'star': 5}
{'descr': '位置离南京路逛街挺方便的旁边还有一个美食街，酒店也是新的房间的卫生设施还不错，因为也是世博的原因价格是稍微偏高但是可以理解，服务态度还不错。', 'star': 5}
{'descr': '突然降温，酒店居然没开热空调，吹出来都是冷风，冻了一夜。沿马路房间非常吵，无法入睡。房间较大但只放了一张1.5米的床，感觉很怪。床非常硬，其实可以多垫一层被褥，这样会舒服点。', 'star': 1}
{'descr': '房间比较小除了一张床外就没有多余的空间。房间还蛮干净的。最主要的是离云南路小吃街很近，附近有很多好吃的。到人民广场和淮海路都很方便', 'star': 5}
{'descr': '环境一般，前台还行，价格反正是有些贵。周围环境还行交通是挺方便。', 'star': 1}
{'descr': '就在机场的旁边，非常方便，有车接送！就是价格有点贵，不过机场周围也没办法！', 'star': 5}
{'descr': '就在机场的旁边，非常方便，有车接送！就是价格有点贵，不过机场周围也没办法！', 'star': 5}
{'descr': '很近很方便                                  ', 'star': 5}
{'descr': '很近很方便                                  ', 'star': 5}
{'descr': '这个酒店的卖点也就是离机场近,班机早的就入住吧,里面的设施还算清爽,价格稍偏高,还没早餐。', 'star': 3}
{'descr': '这个酒店的卖点也就是离机场近,班机早的就入住吧,里面的设施还算清爽,价格稍偏高,还没早餐。', 'star': 3}
{'descr': '不像三星级，倒像大杂院，噪音大，卫生差设备老', 'star': 1}
{'descr': '不像三星级，倒像大杂院，噪音大，卫生差设备老', 'star': 1}
{'descr': '已入住，感觉条件差了点，卫生间过于简陋。只是去机场还方便，价格如果再低些，也算是个赶早班飞机的好选择。\n', 'star': 3}
{'descr': '已入住，感觉条件差了点，卫生间过于简陋。只是去机场还方便，价格如果再低些，也算是个赶早班飞机的好选择。\n', 'star': 3}
{'descr': '价格偏贵，地理交通方便，服务和设施都不错。', 'star': 5}
{'descr': '价格偏贵，地理交通方便，服务和设施都不错。', 'star': 5}
{'descr': '，房间，床，服务都不错。就是正在重新装修大堂弄得乱点。如果是为赶飞机航班，可以推荐。', 'star': 3}
{'descr': '，房间，床，服务都不错。就是正在重新装修大堂弄得乱点。如果是为赶飞机航班，可以推荐。', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '尽管靠近机场，但是一点都不觉得吵，很安静，下次出差还会去~', 'star': 5}
{'descr': '尽管靠近机场，但是一点都不觉得吵，很安静，下次出差还会去~', 'star': 5}
{'descr': '如果不是因为近机场真是绝对不会住这个酒店，东西好旧，隔音又差，虽然听不到飞机的声音，可是隔壁房的电视声，房外的说话声都一清二楚', 'star': 1}
{'descr': '如果不是因为近机场真是绝对不会住这个酒店，东西好旧，隔音又差，虽然听不到飞机的声音，可是隔壁房的电视声，房外的说话声都一清二楚', 'star': 1}
{'descr': '离机场场近。条件很一般，比较简陋，大厅在装修很不方便，设置的临时大厅不好用。', 'star': 5}
{'descr': '离机场场近。条件很一般，比较简陋，大厅在装修很不方便，设置的临时大厅不好用。', 'star': 5}
{'descr': '满意！', 'star': 3}
{'descr': '满意！', 'star': 3}
{'descr': '服务不错，交通方便，卫生也很好，推荐入住', 'star': 5}
{'descr': '+不错.', 'star': 5}
{'descr': '+不错.', 'star': 5}
{'descr': '经济实惠  方便  也比较安静  就是设施陈旧&#183;&#183;&#183;', 'star': 5}
{'descr': '经济实惠  方便  也比较安静  就是设施陈旧&#183;&#183;&#183;', 'star': 5}
{'descr': '没办法南京机场，这个宾馆最好，南京小地方，机场没象样的宾馆', 'star': 5}
{'descr': '没办法南京机场，这个宾馆最好，南京小地方，机场没象样的宾馆', 'star': 5}
{'descr': '一般！一般！一般！一般！一般！一般！一般！一般！一般！', 'star': 1}
{'descr': '一般！一般！一般！一般！一般！一般！一般！一般！一般！', 'star': 1}
{'descr': '汉庭快捷酒店（上海淮海路店）位置优越，淮海路、豫园、外滩、南京路、福州路都在步行半小时范围内。酒店比较安静，服务人员也很客气。', 'star': 5}
{'descr': '位置优越，淮海路、豫园、外滩、南京路、福州路都在步行半小时范围内。酒店比较安静，服务人员也很客气。价格偏高，但值得推荐。', 'star': 5}
{'descr': '+服务满意', 'star': 5}
{'descr': '一般吧，是为了早点赶飞机才住的，酒店环境服务都一般', 'star': 1}
{'descr': '一般吧，是为了早点赶飞机才住的，酒店环境服务都一般', 'star': 1}
{'descr': '距离机非常近，而且晚上几乎没有听到飞机的声音，但是设施严重老化，特别是淋浴喷头，非常可怕', 'star': 5}
{'descr': '距离机非常近，而且晚上几乎没有听到飞机的声音，但是设施严重老化，特别是淋浴喷头，非常可怕', 'star': 5}
{'descr': '很一般 很一般 各方面条件都够不上三星。要不是离机场近，不做考虑', 'star': 3}
{'descr': '很一般 很一般 各方面条件都够不上三星。要不是离机场近，不做考虑', 'star': 3}
{'descr': '酒店位于机场边大概300米 因为早上要座早班飞机 所以选择此酒店较方便 酒店服务好 设施较旧 定时有车送客人到候机楼', 'star': 5}
{'descr': '酒店位于机场边大概300米 因为早上要座早班飞机 所以选择此酒店较方便 酒店服务好 设施较旧 定时有车送客人到候机楼', 'star': 5}
{'descr': '还不错，主要是离机场很近\n设施一般般吧6          ', 'star': 5}
{'descr': '还不错，主要是离机场很近\n设施一般般吧6          ', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '酒店很方便，也比较干净，设施一般，但是赶早班飞机真的很方便！下次有机会还会住的。', 'star': 5}
{'descr': '酒店很方便，也比较干净，设施一般，但是赶早班飞机真的很方便！下次有机会还会住的。', 'star': 5}
{'descr': '酒店说没有大床房，只能入住双床而且大床双床价格不一样，双床价格高，协调后酒店给安排回了大床房。', 'star': 5}
{'descr': '陈旧需装修。', 'star': 5}
{'descr': '陈旧需装修。', 'star': 5}
{'descr': '+宾馆还可以,也许是住的人少的原因吧,房间进去一股气味。不过,宾馆离候机楼确实近,就挨着候机楼。', 'star': 5}
{'descr': '+宾馆还可以,也许是住的人少的原因吧,房间进去一股气味。不过,宾馆离候机楼确实近,就挨着候机楼。', 'star': 5}
{'descr': '已入住空港宾馆,对酒店的入住手续烦琐很不满意', 'star': 5}
{'descr': '已入住空港宾馆,对酒店的入住手续烦琐很不满意', 'star': 5}
{'descr': '总体来说还行,就是价格贵了点.还有就是地毯不是很干净,其他都还好.', 'star': 3}
{'descr': '整体感觉很好，就是空调室中央的，温度调节比较慢', 'star': 5}
{'descr': '整体感觉很好，就是空调室中央的，温度调节比较慢', 'star': 5}
{'descr': '地理位置挺好，去世博挺方便。就是价格有点高。', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '卫生条件不错，服务也还行。早餐不行,不过附近吃的很多', 'star': 5}
{'descr': '离机场很近，但是房间设施陈旧，服务态度还行。', 'star': 3}
{'descr': '离机场很近，但是房间设施陈旧，服务态度还行。', 'star': 3}
{'descr': '因为要赶早班飞机，这家宾馆是唯一的选择了', 'star': 5}
{'descr': '因为要赶早班飞机，这家宾馆是唯一的选择了', 'star': 5}
{'descr': '比想象中好，性价比比较高,近机场但也不会嘈,值得推荐!', 'star': 5}
{'descr': '比想象中好，性价比比较高,近机场但也不会嘈,值得推荐!', 'star': 5}
{'descr': '方便，离地铁不远,干净整洁，就是房间太小', 'star': 3}
{'descr': '房间很小', 'star': 5}
{'descr': '因为距离机场近 这是选择它的唯一原因 设施条件都不怎么样 而且价格还不低', 'star': 1}
{'descr': '因为距离机场近 这是选择它的唯一原因 设施条件都不怎么样 而且价格还不低', 'star': 1}
{'descr': '比较方便，就近机场，如果能设施再改进一下就好了。', 'star': 5}
{'descr': '比较方便，就近机场，如果能设施再改进一下就好了。', 'star': 5}
{'descr': '+宾馆不错，很方便', 'star': 5}
{'descr': '+宾馆不错，很方便', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '所在的位置特别好.........................', 'star': 5}
{'descr': '所在的位置特别好.........................', 'star': 5}
{'descr': '房间不错！挺宽敞，距离机场不远，交通方便，唯一缺点就是房间烟味，希望能有所改善！', 'star': 3}
{'descr': '房间不错！挺宽敞，距离机场不远，交通方便，唯一缺点就是房间烟味，希望能有所改善！', 'star': 3}
{'descr': '房间不错，挺好！', 'star': 5}
{'descr': '房间不错，挺好！', 'star': 5}
{'descr': '很方便。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '很方便。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '对于我们经常商务旅行的客人来讲，此酒店大大方便了行动，而且设施良好，服务周到。', 'star': 5}
{'descr': '对于我们经常商务旅行的客人来讲，此酒店大大方便了行动，而且设施良好，服务周到。', 'star': 5}
{'descr': '干净清爽', 'star': 5}
{'descr': '干净清爽', 'star': 5}
{'descr': '+酒店设施比较旧,服务态度还可以,就是房间隔音不理想,转机可以考虑入住,其它就不建议了。', 'star': 5}
{'descr': '+酒店设施比较旧,服务态度还可以,就是房间隔音不理想,转机可以考虑入住,其它就不建议了。', 'star': 5}
{'descr': '房间较大，缺点是隔音较差，晚上住旁边叫吵，床不够大', 'star': 5}
{'descr': '房间较大，缺点是隔音较差，晚上住旁边叫吵，床不够大', 'star': 5}
{'descr': '+南京空港宾馆离候机楼和货运中心均很近，十几分钟的步行路程，房间较大，卫生不错，只是底层餐厅有点贵。', 'star': 5}
{'descr': '+南京空港宾馆离候机楼和货运中心均很近，十几分钟的步行路程，房间较大，卫生不错，只是底层餐厅有点贵。', 'star': 5}
{'descr': '赶早班机首选，没配送早餐，设施有待更新，其他还算可以', 'star': 5}
{'descr': '赶早班机首选，没配送早餐，设施有待更新，其他还算可以', 'star': 5}
{'descr': '房间设施陈旧,冷气不足,不得不借用风扇降温入睡', 'star': 1}
{'descr': '房间设施陈旧,冷气不足,不得不借用风扇降温入睡', 'star': 1}
{'descr': '还好', 'star': 5}
{'descr': '还好', 'star': 5}
{'descr': '赶飞机才住！', 'star': 1}
{'descr': '赶飞机才住！', 'star': 1}
{'descr': '机场酒店', 'star': 5}
{'descr': '机场酒店', 'star': 5}
{'descr': '为了赶早班飞机，住的，确实近，但是其他都有待改善', 'star': 3}
{'descr': '为了赶早班飞机，住的，确实近，但是其他都有待改善', 'star': 3}
{'descr': '南京空港宾馆就是离机场近 ', 'star': 5}
{'descr': '南京空港宾馆就是离机场近 ', 'star': 5}
{'descr': '要不是赶早班机是不会住那儿的。可能也是这个原因，使得酒店的管理者认为没必要提高服务，没必要重新装修更新设施吧。', 'star': 3}
{'descr': '要不是赶早班机是不会住那儿的。可能也是这个原因，使得酒店的管理者认为没必要提高服务，没必要重新装修更新设施吧。', 'star': 3}
{'descr': '酒店走到候机楼也就8－10分钟。早上6：30就有依维柯接送。酒店早饭15一位，比机场的要便宜许多。房间设施陈旧，卫生一般。房间内确实有一些味道，介意这个的就住市区起个早赶过来。酒店走廊里都点了液体蚊香，房间内再点个蚊香片，所以没有被蚊子叮到。酒店外面的蚊子超多。价格高了点，位置的关系也值了。要不是赶早班机是不会住那儿的。', 'star': 1}
{'descr': '酒店走到候机楼也就8－10分钟。早上6：30就有依维柯接送。酒店早饭15一位，比机场的要便宜许多。房间设施陈旧，卫生一般。房间内确实有一些味道，介意这个的就住市区起个早赶过来。酒店走廊里都点了液体蚊香，房间内再点个蚊香片，所以没有被蚊子叮到。酒店外面的蚊子超多。价格高了点，位置的关系也值了。要不是赶早班机是不会住那儿的。', 'star': 1}
{'descr': '就是离机场近 ', 'star': 1}
{'descr': '就是离机场近 ', 'star': 1}
{'descr': 'ok\r\n\r\n', 'star': 5}
{'descr': 'ok\r\n\r\n', 'star': 5}
{'descr': '设施服务都较差，有待改进', 'star': 3}
{'descr': '设施服务都较差，有待改进', 'star': 3}
{'descr': '卫生状况一般，设备设施老化，服务有待改善', 'star': 3}
{'descr': '卫生状况一般，设备设施老化，服务有待改善', 'star': 3}
{'descr': '房间挺宽的，设施偏旧，在机场附近价格才是教低的', 'star': 3}
{'descr': '房间挺宽的，设施偏旧，在机场附近价格才是教低的', 'star': 3}
{'descr': '卫生状况有待改善，服务更需提高，与穿酒店工作服的员工（看上去像酒店管理人员）一起进电梯，其他的酒店一般会让拎着行李的客人先进出，并客气地帮忙按按楼层按钮，但这里的员工进出电梯总是争先恐后，表情也很僵硬；餐厅服务员对客人的回答喜欢用“不可以”！', 'star': 1}
{'descr': '卫生状况有待改善，服务更需提高，与穿酒店工作服的员工（看上去像酒店管理人员）一起进电梯，其他的酒店一般会让拎着行李的客人先进出，并客气地帮忙按按楼层按钮，但这里的员工进出电梯总是争先恐后，表情也很僵硬；餐厅服务员对客人的回答喜欢用“不可以”！', 'star': 1}
{'descr': '说白了就是地角优势，酒店的经营理念绝不是顾客之上的，去住了就等着气受吧！！！', 'star': 5}
{'descr': '说白了就是地角优势，酒店的经营理念绝不是顾客之上的，去住了就等着气受吧！！！', 'star': 5}
{'descr': '干净舒适，很好的酒店，最主要是在机场内，对赶早班飞机的人是最佳去处。', 'star': 5}
{'descr': '干净舒适，很好的酒店，最主要是在机场内，对赶早班飞机的人是最佳去处。', 'star': 5}
{'descr': '比想象中的还要好 ', 'star': 5}
{'descr': '比想象中的还要好 ', 'star': 5}
{'descr': '在机场内才入住 用餐很贵的！不在机场就不住了', 'star': 1}
{'descr': '在机场内才入住 用餐很贵的！不在机场就不住了', 'star': 1}
{'descr': '交通就是一个字，好！ 其他一般。', 'star': 3}
{'descr': '交通就是一个字，好！ 其他一般。', 'star': 3}
{'descr': '酒店吃饭很不方便，附近的餐馆服务业很差劲，机场里面连KFC都没有，一碗面条就要45，真不知道一个省会城市怎么这么差劲，落后自然有落后的道理！', 'star': 1}
{'descr': '酒店吃饭很不方便，附近的餐馆服务业很差劲，机场里面连KFC都没有，一碗面条就要45，真不知道一个省会城市怎么这么差劲，落后自然有落后的道理！', 'star': 1}
{'descr': '位置最好，是关键', 'star': 5}
{'descr': '位置最好，是关键', 'star': 5}
{'descr': '喂蚊子了。我女儿脸上四五个蚊子包，难以想像，就为乘机方便，不然怎么 住那儿去啊。一屋子霉味儿，还要270呢。唉，机场酒店少只好挨宰了。', 'star': 1}
{'descr': '喂蚊子了。我女儿脸上四五个蚊子包，难以想像，就为乘机方便，不然怎么 住那儿去啊。一屋子霉味儿，还要270呢。唉，机场酒店少只好挨宰了。', 'star': 1}
{'descr': '沒見過那麼髒的地板,房間內的設備老的沒話說,房價暫且不論,吃的卻貴的離譜,蚊子一堆,電蚊香驅都沒用,真不知道是住宿還是喂蚊子,搞不懂那種賓館是憑哪一點評上三星的.恐怕它唯一的優點就是離機場近了.不過,下次寧願花個兩百塊的計程車費\\早上三點起床也要住市區.', 'star': 1}
{'descr': '沒見過那麼髒的地板,房間內的設備老的沒話說,房價暫且不論,吃的卻貴的離譜,蚊子一堆,電蚊香驅都沒用,真不知道是住宿還是喂蚊子,搞不懂那種賓館是憑哪一點評上三星的.恐怕它唯一的優點就是離機場近了.不過,下次寧願花個兩百塊的計程車費\\早上三點起床也要住市區.', 'star': 1}
{'descr': '旧了点,客房面积较宽敞.\r\n', 'star': 5}
{'descr': '旧了点,客房面积较宽敞.\r\n', 'star': 5}
{'descr': '房价有点高，其他还好', 'star': 5}
{'descr': '房价有点高，其他还好', 'star': 5}
{'descr': '还可以。', 'star': 5}
{'descr': '还可以。', 'star': 5}
{'descr': '出行方便所以选择它', 'star': 5}
{'descr': '出行方便所以选择它', 'star': 5}
{'descr': '价格适中，去机场很方便。', 'star': 5}
{'descr': '价格适中，去机场很方便。', 'star': 5}
{'descr': '非常干净的房间，服务态度也很好，饭菜也特别的好吃，下次还会在预定的', 'star': 5}
{'descr': '非常干净的房间，服务态度也很好，饭菜也特别的好吃，下次还会在预定的', 'star': 5}
{'descr': '一進房間就聞到霉味，地毯長期潮濕沒烘乾也不更新，失敗!中餐廳貴的離譜，服務又差，帶位領檯的臉臭臭的，站到她前面，還呆呆的站著，穿旗袍的服務員，更離譜送啤酒來，杯子用甩的，開瓶開好,重重往桌上一放，不知道誰欠她錢不還，還是怎樣?買單也不開發票，找錢連一聲謝謝都沒有，失敗!\r\n   退房時，接送機場的司機更離譜，櫃檯服務員已經叫司機等一下了，他\r\n還是不等，開了就跑，害我以跑100米的速度，背著行李狂', 'star': 1}
{'descr': '一進房間就聞到霉味，地毯長期潮濕沒烘乾也不更新，失敗!中餐廳貴的離譜，服務又差，帶位領檯的臉臭臭的，站到她前面，還呆呆的站著，穿旗袍的服務員，更離譜送啤酒來，杯子用甩的，開瓶開好,重重往桌上一放，不知道誰欠她錢不還，還是怎樣?買單也不開發票，找錢連一聲謝謝都沒有，失敗!\r\n   退房時，接送機場的司機更離譜，櫃檯服務員已經叫司機等一下了，他\r\n還是不等，開了就跑，害我以跑100米的速度，背著行李狂', 'star': 1}
{'descr': '乘机方便', 'star': 5}
{'descr': '乘机方便', 'star': 5}
{'descr': '机场下来，比较方便', 'star': 5}
{'descr': '机场下来，比较方便', 'star': 5}
{'descr': '不错.', 'star': 5}
{'descr': '不错.', 'star': 5}
{'descr': '虽然在这个酒店住宿，出行和吃饭不是太方便，但是对于第二天一早就要赶飞机的人来说，住在这里很方便。', 'star': 5}
{'descr': '虽然在这个酒店住宿，出行和吃饭不是太方便，但是对于第二天一早就要赶飞机的人来说，住在这里很方便。', 'star': 5}
{'descr': '半个小时有一趟班车去机场候车厅，宾馆里不能换登机牌。', 'star': 5}
{'descr': '半个小时有一趟班车去机场候车厅，宾馆里不能换登机牌。', 'star': 5}
{'descr': '还不错，接送中巴小了点', 'star': 5}
{'descr': '还不错，接送中巴小了点', 'star': 5}
{'descr': '态度不错  久了点', 'star': 1}
{'descr': '态度不错  久了点', 'star': 1}
{'descr': '便于赶早班机', 'star': 5}
{'descr': '便于赶早班机', 'star': 5}
