{'descr': '性价比高，便宜实惠', 'star': 4}
{'descr': '一般般吧，房间有点旧，以前早餐是不要钱的，现在10块钱一位了，呵呵。', 'star': 5}
{'descr': '房间不小，卫生间也马马虎虎，就是窗户好脏，这可能和火车站附近的环境有关。我那房间有呛人的烟味，想开窗散烟味，可惜每扇窗户只能开一点点，大约15厘米的样子。住了一晚上，胸口发闷。同事们的房间还不错，据说他们挺满意。下次定的时候一定要去挑一下房间才好。总之这一次我个人不满意，不推荐的原因还有：火车站周边有不少快捷酒店，在竞争对手林立的情况下，不做好本单位的卫生和环境，怎么可能有竞争力呢？', 'star': 1}
{'descr': '还可以吧 豪华和商务就差在地毯上 其他都一样 前台服务不错', 'star': 5}
{'descr': '位置好,紧邻汽车站和火车站,很方便.周围也比较安静.', 'star': 5}
{'descr': '很好，就是在酒店吃饭的话速度太慢了，希望能改进', 'star': 5}
{'descr': '服务非常好，坏境也很好，餐厅东西很好吃，但是有点贵~', 'star': 5}
{'descr': '6月29日（定单：233507432）预定的房间是把时间弄错，这次是把定的豪华大床房弄成商务标间，又是一通漫游电话，重新传定单给酒店，一阵折腾，最后也没有给一个说法。', 'star': 1}
{'descr': '到酒店登记时被告知没有预定当天的房间，后酒店告知定的是第二天的房间，最后打电话给京东，让京东重新发了当天的定单，花了我将近10元的电话费，也没有人给一个说法。', 'star': 2}
{'descr': '已经第二次入住了,感觉还不错,离火车站和汽车站都很近.', 'star': 5}
{'descr': '靠近车站，但相对安静。房间较大，早餐内容一般。总体性价比尚可。', 'star': 5}
{'descr': '位置不错，三餐都有，而且价位也很好，交通方便，总体来说对得起这个价位', 'star': 5}
{'descr': '便宜，实惠，位置好，下次还来，早餐也比较满意，就是电梯慢点', 'star': 5}
{'descr': '交通便利，但设施陈旧，服务一般，房间内提供的茶叶还要收费，毛巾很旧', 'star': 1}
{'descr': '酒店不错，房间很大，就是卫生有些不太好，', 'star': 5}
{'descr': '五一期间在此酒店入住一天。此酒店的优势：1、交通方便，离火车站步行10分钟即到，邯郸火车站正在改建，站前很乱。酒店附近有多条公交站。离康德很近，那里有很多商店、餐馆，步行十几分钟可到。从酒店打车去黄粱梦，车费大约20元。2、房价适中。房间面积较大，双层窗户，隔音效果好。3、早餐10元一人，虽然品种简单，但是卫生、方便。', 'star': 5}
{'descr': '整体感觉不错。\n优点：屋子里面很干净，位置较好，离火车站很近，价格适中。\n缺点：没有饮水机和纯净水，有两瓶水和食物但都是收费的，还有其它一些东西也是收费的，需要多注意点，多看一下是不是收费的再用。', 'star': 5}
{'descr': '离火车站很近  房间还可以吧。但是觉得这里的特价房比标间更好，更宽敞网速更快。', 'star': 5}
{'descr': '酒店里边设备陈旧', 'star': 3}
{'descr': '我觉得不怎么样，感觉里面很冷，想开空调，就是不出暖风，没有暖气，早上起来都没有热水', 'star': 3}
{'descr': '环境可以，离汽车站，火车站都很近，就是没有早餐!', 'star': 5}
{'descr': '还行吧，还是如家酒店不错，就是房间小了点。', 'star': 1}
{'descr': '离车站很近、房间也比较干净、一楼还有餐厅、吃饭比较方便、下次还会去住。', 'star': 5}
{'descr': '酒店太老陈旧', 'star': 3}
{'descr': '商务大床房的卫生间该装修了，有点招待所的感觉了', 'star': 5}
{'descr': '环境很好，挺干净。离火车站很近，走路几分钟就到。购物、吃饭都挺方便的。下次还来\n', 'star': 5}
{'descr': '比较安静，但房间不大，床太软，睡着不舒服', 'star': 5}
{'descr': '一般，价格贵点', 'star': 3}
{'descr': '感觉挺好的，正是我想要的环境，这的灯光，布置，环境，都挺好的，满意', 'star': 3}
{'descr': '环境很好,服务周到,酒店交通便利,下次还会选择', 'star': 5}
{'descr': '酒店不错我经常住这里环境很好', 'star': 3}
{'descr': '住过好几次了，总体来说不错，值得推荐。\n另外，同样价格大床房要比标准间小很多。\n还有我这次入住的大床房床单被罩略微显潮，不知道是不是个例。服务员态度很好。', 'star': 5}
{'descr': '位置好，房间大，干净卫生。值得推荐，性价比很好，下次还住', 'star': 5}
{'descr': '位置离火车站很近，酒店服务不错，也很方便。', 'star': 5}
{'descr': '还说得过去吧 不是很好  但还是推荐吧\n1， 吃饭不方便\n2， 服务很一般 ， \n3， 房间里面还可以', 'star': 5}
{'descr': '交通便利 离汽车站 火车站都挺近  室内条件很好 不次于连锁快捷酒店 第二次住了 nice！', 'star': 3}
{'descr': '整体环境一般，主要是因为在火车站附近，噪音比较大，而且有蚊子。\n硬件设施属于中端水平吧', 'star': 1}
{'descr': '性价比还是蛮好的，干净符合我的要求，邯郸不大，离火车站距离正合适，不吵~', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '收银员工作速度太慢了，结帐的时候等了好长时间，郁闷', 'star': 5}
{'descr': '离火车站汽车站近交通方便，而且环境好 周围安静，正赶上搞活动每天赠送饮料，服务态度好，楼下宾馆的饭馆吃的也不错！太好了！', 'star': 5}
{'descr': '酒店很干净，服务很好饭菜也很好，卫生间很干净，满意', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '位置还不错，第一感觉网速很快。一切感觉良好！', 'star': 5}
{'descr': '还不错，环境还可以，距离火车站较近，洗澡的时候，热水热的比较慢，希望改进。', 'star': 5}
{'descr': '  卫生不是很好！往加以改善！\n     网线没有接通，不知道怎么回事，服务改善', 'star': 5}
{'descr': '服务一如既往的好！离火车站近，唯一一点不足就是附近吃饭不太方便！其余都挺好的。再就是目前火车站正在修站，交通不是太便利！', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '酒店很不错跟照片上差不多，服务很好就是房间里面有蚊子，不知道是不是开窗户的缘故总之很推荐，真的各方面都不错这是我住过的最满意的酒店', 'star': 5}
{'descr': '整体还算可以', 'star': 3}
{'descr': '总体来说只能算可以吧。这是我第2次入住了，但是感觉并没有第一次那么好了。可能是邯郸到雨季了，房间里很潮湿，以至于衣服都有点发霉的味道了。入住当天赶上酒店换新床垫。下午正在房间里休息，工作人员就敲门执意要换床垫，理由是一会他们要下班。这点让人很不满意，不知道是客人的满意重要还是你们工作人员的下班重要。我还是迁就了一下，早些出去吃了点东西。不过我想不是所有客人都这么好说话的。还有就是更让人哭笑不得的事', 'star': 1}
{'descr': '环境及室内条件和卫生不错,预订价格比台前现住便利,我满意,下次还住千泓。\r\n', 'star': 3}
{'descr': '环境挺好，交通也很方便，值得住', 'star': 3}
{'descr': '酒店离车站到是近房价预订和不订价一样', 'star': 3}
{'descr': '酒店感觉不错', 'star': 3}
{'descr': '第三次来住了、就是网上定没早餐要单独出钱吃早餐、十元一位早餐一般、主要是离车站比较近坐车比较方便、下次还会来住', 'star': 5}
{'descr': ' 不错，来第二次了，地理位置比较好，离汽车、火车站比较近。', 'star': 5}
{'descr': '挺喜欢的酒店，离火车站很近，出行非常方便，下次去还住这里', 'star': 5}
{'descr': '还不错，就是卫生间瓷砖感觉比较像以前老宾馆的风格，比较古老点。房间里是铺的地毯，个人不太喜欢，还是喜欢快捷酒店仿木地板的风格，因为大部分的这个价位的酒店地毯都是脏兮兮的感觉', 'star': 5}
{'descr': '总的来说还是不错的，距离火车站很近，真的就是5分钟的路程，很干净，但就是一点都不隔音。', 'star': 5}
{'descr': '不错。不错。很整洁的。都很方便的。推荐！', 'star': 5}
{'descr': '价格优惠才是硬道理呢。还算是比较整洁的吧。', 'star': 5}
{'descr': '酒店一般附近吃的较少，但是靠近汽车站很方便', 'star': 5}
{'descr': '房间小，价格太贵，服务态度差。。。。还是什么三星的，屁啊。。。', 'star': 1}
{'descr': '再次入住了，还算是可以吧，   推荐一下', 'star': 5}
{'descr': '酒店干净，比较安静，毛巾不够白，服务态度很好，值得推荐！', 'star': 5}
{'descr': '酒店干净，比较安静，保安也很不错，服务态度很好，值得推荐！', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '火车晚点,不过朋友已经入住,听说还不错吧', 'star': 3}
{'descr': '很不错，环境比较干净，服务态度很好，设施也比较新', 'star': 5}
{'descr': '我住的床都坏了！！ 我发现没有以前住的好了。 地方也小了！', 'star': 5}
{'descr': '空间太小，和图片效果差距不小。毛巾浴巾有些发黄，希望能改进，服务态度比较不错。', 'star': 3}
{'descr': '欢迎优雅，安静，很适合，希望大家多来关注', 'star': 5}
{'descr': '整体感觉不错，就是卫生有待提高，服务态度很好。', 'star': 5}
{'descr': '所谓的豪华大床房和普通大床房没什么区别，我觉得下次不会入住这家酒店', 'star': 1}
{'descr': '环境还可以，房间不太隔音，没有早餐，比较干净，有洗衣机能洗衣服！', 'star': 5}
{'descr': '酒店设施还算不错，服务也挺好，值得推荐。', 'star': 5}
{'descr': '酒店环境不错，是个经济实惠型酒店，进店还有礼品送哦', 'star': 5}
{'descr': '满意', 'star': 3}
{'descr': '.很不错，唯一就是浴巾不怎么好了！', 'star': 3}
{'descr': '挺好不错', 'star': 3}
{'descr': '价格太贵了，餐厅菜也贵，而且上菜特别慢。服务倒是不错', 'star': 1}
{'descr': '环境还行，就是楼道说话房间里就能听到，隔音不太好，十分的话打七分', 'star': 3}
{'descr': '我住的豪华大床，房间偏小，床很大，没有行李架有点不方便，因为桌子很小。\n服务还可以，就是房间里很多东西都是收费的，然后放的到处都是，真的很没必要，就跟有好多地雷的感觉一样。很不舒服让人。\n唯一的优点就是离火车站很近。', 'star': 5}
{'descr': '床垫子有点硬，其他都不错', 'star': 3}
{'descr': '此家酒店属快捷类酒店，比较新，设施也不错，干净整洁，离火车站和汽车站较近，交通方便，价格也不错！', 'star': 5}
{'descr': '还可以吧。贵了点。', 'star': 3}
{'descr': '不错，再便宜点儿更好，挺方便的，也算是实惠', 'star': 5}
{'descr': '房间刚进去有异味，局促的卫生间，热水不是全天都有，水壶里外都是垢迹，就像发霉似的。总之，不算好！', 'star': 1}
{'descr': '离火车站500米，汽车站50米，交通便利，房间干净很大，缺点是毛巾不是很白，看着不太敢使用。餐厅味道不是很好，要了饺子有硬面，卫生纸很粗糙，从成本的角度来说没必要用这么次的纸。总体来说值得推举，价格也比较便宜，装修的比如家好', 'star': 5}
{'descr': '酒店态度不错，就是屋子不是很温馨，和网上图片有点差距。价格还行。', 'star': 3}
{'descr': '环境卫生不错，交通社论方便，离火车站很近', 'star': 5}
{'descr': '还可以。挺安静的。房间也还算大。', 'star': 3}
{'descr': '干净卫生，环境也不错 ，离火车站近  比较方便', 'star': 5}
{'descr': '很不错 就是停电了，奶奶地 没办法  哎哎ia哎哎哎哎哎 ', 'star': 5}
{'descr': '服务周到 也很干净，最主要是地理位置好 去哪里都很方便，而且旁边特色小吃和土特产购买都很方便。', 'star': 5}
{'descr': '在那住了很多次了，此次就是介绍朋友入住的，别的就不多说了，总体还可以。', 'star': 5}
{'descr': '房间小，设施旧，就是离火车站近。厕所堵了，找人修，无果', 'star': 1}
{'descr': '好，比较干净，～～～～～～～～～～～～～～～～～～～～～', 'star': 5}
{'descr': '位置相当不错，酒店性价比还不错，早餐望改进', 'star': 5}
{'descr': '整体来说还算不错，距离火车站和汽车站都比较近', 'star': 5}
{'descr': '交通方便，环境还行。用餐方便，服务周到。', 'star': 5}
{'descr': '好大的卫生间，但是，相对房间就稍微有些小，酒店房间还是蛮大的', 'star': 5}
{'descr': '房间够大  环境也还比较好，下次还会入住。', 'star': 5}
{'descr': '房间干净，服务态度好。地点离火车站近，入住方便。', 'star': 5}
{'descr': '还行，离火车站比较近，方便，前台人员态度很好', 'star': 5}
{'descr': '房价比较大但是房间的设计感觉不是很好', 'star': 3}
{'descr': '酒店条件不错，很舒服，值得推荐！下次继续入住。', 'star': 5}
{'descr': '房间挺好,服务一般', 'star': 3}
{'descr': '好好好好好好好好好好好好好好好好好好好好好好好好', 'star': 5}
{'descr': '酒店不错，就是床铺有点太软，不太适应！其他的都很好！', 'star': 5}
{'descr': '酒店还可以，交通方便，就是设施稍欠简陋', 'star': 3}
{'descr': 'Convenient\nservice is good\nwill recommend to my friends', 'star': 5}
{'descr': '酒店地处火车站附近，环境还可以就是贵了点。', 'star': 5}
{'descr': '性价比不错，下次还会入住的，只是希望早餐好一点', 'star': 5}
{'descr': '酒店地理位置好，服务态度也不错，对面有家美食城，吃饭也很方便', 'star': 5}
{'descr': '在次入住，离火车站很近很方便，酒店还不错，值得住', 'star': 5}
{'descr': '感觉不太干净啊，设施比较旧，布局很像锦江之星，但是比锦江之星查多了', 'star': 1}
{'descr': '火车站走过来要15分钟，能听见火车站广播声。房间格局还不错，隔音好墙壁厚地板也不错，床很差，好像木箱子堆起来的额，翻身就特别响，弹簧也咯人了。最大的问题是有蟑螂，很大的蟑螂，两只。。。餐厅的饭也不干净。。。', 'star': 1}
{'descr': '交通便利，干净整洁舒适。提供房间送餐服务，饭菜可口。值得推荐的酒店！', 'star': 5}
{'descr': '离车站近，设施很好，服务态度不错。临近公安局，安全系数高。', 'star': 5}
{'descr': '位置很方便，临近火车站，走路就可以到，值这个价位', 'star': 5}
{'descr': '如约入住  房间可以   很干净  地段也不错   下次还住这', 'star': 5}
{'descr': '交通便利，环境很好，很安静，冬天住很温暖', 'star': 5}
{'descr': '方便实惠', 'star': 3}
{'descr': '房间干净、饭菜实惠。位置比较好  \n房间干净、饭菜实惠。位置比较好', 'star': 5}
{'descr': '房间挺大 干净 离车站近，价格合适,,,,', 'star': 5}
{'descr': '地理位置优越，服务态度也不错，价位也不算高，可以', 'star': 5}
{'descr': '除了离火车站进点没啥好的。卫生间和浴室就是一个房子连个莲子都没。', 'star': 1}
{'descr': '这是第二次住，还行吧，在邯郸没有住过别的没有办法对比，交通比较方便', 'star': 5}
{'descr': '地理环境不错', 'star': 3}
{'descr': '房间比较大，卫生状况不错！网速还行。服务员服务一般。时间关系没吃早餐。', 'star': 5}
{'descr': '酒店地理位置很好，离火车站，长途汽车站很近，服务态度也不错', 'star': 5}
{'descr': '161的价格，比到店价格还贵，实在是不合算之极。。还有蟑螂。。', 'star': 1}
{'descr': '价格变了？没早餐了？\n20字20字20字', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '酒店的性价比不错,交通方便,干净,设备较新。', 'star': 3}
{'descr': '交通方便,卫生好。', 'star': 3}
{'descr': '不错，要是能更优惠点就好了，呵呵！！！！', 'star': 5}
{'descr': '位置很方便，不过好像餐厅饭菜价格涨了……', 'star': 5}
{'descr': '老客户，连续住几晚上的，能多点优惠就好了', 'star': 5}
{'descr': '有特价房就好了，可是每次都订不到啊！！！', 'star': 5}
{'descr': '此酒店不错', 'star': 5}
{'descr': '很一般，希望客房服务能再提高些。。。。。。。。。', 'star': 1}
{'descr': '服务还是不错的，而且早餐也还不错~~就是房间稍微有点小，不过总体还是不错的，网速也很好', 'star': 5}
{'descr': '环境还不错，离火车站近交通方便，就是环境差点。', 'star': 5}
{'descr': '房间很整洁,卫生间很大', 'star': 5}
{'descr': '这是一家性价比很高的酒店，外出邯郸值得大家关注和入住。', 'star': 5}
{'descr': '仅靠长途汽车站和火车站，比较方便。\r\n酒店卫生设施一般，淋浴就是卫生间，连个浴帘也没有。\r\n早餐供应不太友好，7点半才开始，上齐了都快8点了，对赶早班飞机和火车的人来说很不方便。\r\n出租车都不打表，问服务员价格也不肯说。\r\n酒店的保安倒不错，主动帮助拿行李。\r\n还有，那么高的楼层，只有一部小电梯，很不方便。\r\n凑合住一次也就可以了。\r\n\r\n', 'star': 5}
{'descr': '离火车站很近，这个价格在这样城市有点不值 ！', 'star': 5}
{'descr': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', 'star': 3}
{'descr': '服务很好，比较满意，就是希望浴室的浴巾能白点，视觉效果好点', 'star': 5}
{'descr': '+很好 ', 'star': 5}
{'descr': '酒店挺好的，性价比高，结帐再快点就更好了！', 'star': 3}
{'descr': '服务不错，距车站很近，比较方便，卫生较好。', 'star': 3}
{'descr': '有两点非常不满意，一是设施差，房间没有一个入住指南，我打总台电话都不知道拨哪个号。二是服务比较差，我洗头后向服务台借了一个电吹风，居然用着时电吹风着火了，吹出来都是火，还好我不是正在吹头发。我给服务台打电话说着火了，20分钟居然没有人来，火是我自己弄灭的，一个打扫卫生的服务员经过门口闻到有味道把坏的电吹风拿走了。结账时我质问服务员怎么着火了没人去，太不把顾客当回事了，没有一个服务员回应我。', 'star': 1}
{'descr': '多次入住了，不多说了，每次就提一点，降点价再优惠点就更好了呵呵', 'star': 5}
{'descr': '宾馆干净卫生，离火车站近，交通方便，就是价格有些贵。', 'star': 5}
{'descr': '服务态度还不错，比较干净。早餐还可以。电视节目不算多。', 'star': 3}
{'descr': '比较方便，干净。性价比还可以。距离车站比较近。', 'star': 5}
{'descr': ' 服务一般', 'star': 5}
{'descr': '酒店不错，就是开房间慢点，性价比高！', 'star': 5}
{'descr': '酒店不错，性价比高！', 'star': 3}
{'descr': '交通便利，可步行至火车站和长途汽车站。提供早餐。房间卫生和管理也不错。', 'star': 5}
{'descr': '总体来说，还不错，也许是个别情况吧，感觉那屋子可能有点儿味道，性价比不错', 'star': 5}
{'descr': '还可以吧，就是价格高，还有就是床质量不好，隔音效果也不好。', 'star': 5}
{'descr': '各方面情况都不错，我在邯郸每次都住这，很不错', 'star': 5}
{'descr': '各方面情况都不错，我每次来邯郸都住这里，很好', 'star': 5}
{'descr': '出差再次预定了千泓，没啥多说的，基本上就是满意二字吧，如果对老住户价格能再优惠点就好了，哈哈', 'star': 5}
{'descr': '希望能对会员优惠便宜点！不要给假的信息！我就很满足了！', 'star': 5}
{'descr': '1、这个酒店很好好找，简单说，出火车站右转50-100米，左拐过红绿灯50米右首就是！2、 晚上在周围转了一圈，不少小招待所100左右一间，这里是165大床单间，个人感觉小招待所不太安全，基本是20-30个床位就不错了，卫生条件也令人担忧，这家呢是11层酒店吧，有1部电梯，基本是宾馆的想对规范的运作；3、 早餐发现有几只苍蝇，我指给服务员，她好像没什么反应，服务意识还是差那么一点；4、做电梯的时候', 'star': 5}
{'descr': '酒店不错…下次还住！', 'star': 5}
{'descr': '地理位置那是没的说，火车站斜对面，汽车站正对面，挂的牌子也很醒目，一出站点就能看到，非常方便；不知道是不是正是因为地理位置好的缘故，房间很俏，经常提前一天都订不到普通标间，而广告里宣传的128元每晚的客房更是从来没见过庐山真面目；卫生情况还是挺不错的，一进房间给人的感觉就是整洁、干净，不过住的是豪华客房，感觉上和普通客房没啥区别，不知道豪华体现在哪些方面，另外，房间没有配椅子，还得找服务员送，其它', 'star': 5}
{'descr': '夏天！配上蚊香吧！还得每次打电话要吗？早餐，太差，其它都还可以', 'star': 5}
{'descr': '+酒店整体服务还算热情，卫生状况可接受，不足处有房间内如能增加电吹风最好，另外洗澡时能够配置头套。', 'star': 5}
{'descr': '价位比较适中，新装修的房间，味道比较重,但是酒店还是可以的，出来结账时，说我拿了铅笔，很郁闷，被当贼了', 'star': 5}
{'descr': '各方面条件都不错，位置好，离客运总站很近，去下边的县也方便', 'star': 5}
{'descr': '身边工地施工很吵，卫生间不干净，淋浴不舒服', 'star': 1}
{'descr': '还可以111111111111111111', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错不错不错不错', 'star': 3}
{'descr': '可以可以可以可以可以可以可以可以可以可以 ', 'star': 3}
{'descr': '服务态度可以\r\n位置不错\r\n性价比好\r\n设施比较齐全', 'star': 5}
{'descr': '位置很方便，靠近汽车西站。但是该酒店打出128元每天10间房的广告涉嫌虚假广告', 'star': 1}
{'descr': '很喜欢，乍进房间就很喜欢这里的布局，蛮有格调的~~不过要是再有一台饮水机，可以在房间点餐的话就更好了~', 'star': 5}
{'descr': '卫生条件好，服务态度好，设施齐全。有家的感觉。价格合理。', 'star': 5}
{'descr': '凑合。', 'star': 3}
{'descr': '距离车站很近，服务还行。', 'star': 5}
{'descr': '还行吧', 'star': 5}
{'descr': '环境一般，位置不错，建议入住', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '就是位置还行，对面就是公安局，', 'star': 5}
{'descr': '都好', 'star': 3}
{'descr': '电梯只有一个，其他都好', 'star': 5}
{'descr': '不错不错了', 'star': 5}
{'descr': '从酒店开业至今住了N多回了，感觉一直不错。可惜！什么事情真是没有十全十美的啊！一直感觉千泓人性化服务方面都做得不错啊？！怎么不能每间房配备个驱蚊器呢?!此次半夜被蚊子咬醒，先是在房间每处角落找驱蚊器，感觉这是必备的啊！无果。联系前台告知：备了几个，都被别的房间借走了，没有了，坚持一下，明天想办法给一个。哎，无语！！！', 'star': 5}
{'descr': '酒店里的服务单没有，连前台的电话都没标注，其他都不错，大小也合适', 'star': 5}
{'descr': '床硬，弹簧都快出来了', 'star': 5}
{'descr': '可以', 'star': 3}
{'descr': '不错', 'star': 5}
{'descr': '和汉庭之类的快捷酒店相比还有一定的差距', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': 'ok', 'star': 5}
{'descr': '位置还不错，房间也大，就是感觉管理不够。', 'star': 5}
{'descr': '地理位置、卫生条件均不错，价格合理，前台服务员服务热情、认真，由于太早离店，不知早餐如何？下次试试看吧。', 'star': 5}
{'descr': '经常倒邯郸来出差，以前住燕赵商务酒店，后来住千泓商务酒店，总体感觉还是可以的。以后还会来住。\r\n性价比一般吧，因为邯郸宾馆的价格比石家庄都要高。', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '总体不错，就是服务台商品太少了，希望丰富一下。', 'star': 5}
{'descr': '设施非常好，卫生一般，在房间里居然发现蟑螂，后来换了个房间。电梯有点慢。整体还是不错，下次还会选择住宿。', 'star': 5}
{'descr': '好的只是位置', 'star': 5}
{'descr': '隔音效果有待加强', 'star': 5}
{'descr': '酒店距离火车站和汽车客运站很近，卫生条件不错，服务不错，洗浴间一班，下次去邯郸还住千泓', 'star': 3}
{'descr': '第一次安排朋友到这里入住，没想到竟然超乎想象的好，谢谢千泓', 'star': 5}
{'descr': '酒店位置不错，卫生不错，设施一班，服务一班', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '总体来说还是一般吧，跟他们的工作人员说不明白话，不过态度还行吧，打电话给前台总是无人接。。。', 'star': 1}
{'descr': '酒店总的来说可以，就是前台服务人员的态度和效率不怎么样。尤其是那两个男服务员，态度很差。', 'star': 3}
{'descr': '酒店条件不错，就是前台工作人员的效率有点慢。', 'star': 5}
{'descr': '在 邯郸算好的了  早餐能加强下就好了', 'star': 5}
{'descr': '早餐有待改进,主要是品种较少.', 'star': 5}
{'descr': '环境还好.就是早餐没有可吃的.', 'star': 5}
{'descr': '交通非常方便，酒店整体感觉一般，不过下次还会入住，还是因为方便。', 'star': 3}
{'descr': 'Very Good!!!!!', 'star': 3}
{'descr': '还算可以,早餐差点.服务一般.', 'star': 5}
{'descr': '这家店的位置是个亮点，离火车站很近，步行10分钟左右，而且，外面比较安静，基本不怎么吵。早晨走的早，没吃到早餐，这里我就不评价了，其他方面总体来说还不错，性价比比较高。', 'star': 5}
{'descr': '很一般', 'star': 3}
{'descr': '酒店很错，邯郸同等价位里算最好的了。', 'star': 3}
{'descr': '位置不错，很好找到，房间的设施比较新。就是早餐的品种单一，服务员素质有待提高，总的来说还不错。', 'star': 5}
{'descr': '酒店整体不错，下次出差还住这里', 'star': 3}
{'descr': '酒店环境不错，下次出差去那里还住那里', 'star': 5}
{'descr': '酒店环境不错，交通方便，卫生，设施，装修都挺干净', 'star': 5}
{'descr': '房间宽敞，设施不错。网速较快。', 'star': 5}
{'descr': '地理位置很好，交通方便，停车免费，其他硬件和软件一般般，而且床上有一点点异味。', 'star': 5}
{'descr': '非常好，下次还会入住。', 'star': 5}
{'descr': '如果下次还来邯郸我一定还住这里，性价比真的很高，早上的早餐只能说一般般啦……', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '不错的酒店啊', 'star': 5}
{'descr': '这家酒店性价比还可以，离火车站很近。就是早餐开餐时间较晚7：30，希望改进。', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '离火车站近，早餐免费，以后还会入住', 'star': 5}
{'descr': '非常不错的商务宾馆', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '位置很不错，很满意。', 'star': 5}
{'descr': '主要是位置好，在火车站和长途汽车站附近，其他和普通快捷酒店差不多。', 'star': 5}
{'descr': '下次还会入住', 'star': 3}
{'descr': '环境卫生，交通方便，支持！', 'star': 3}
{'descr': '我订的是豪华大床房，但提供给我的房间怎么看也不像是豪华房，房间很小，与图片的豪华大床房有一定差距，实在太累了也没再问前台是不是搞错了。前台的服务态度真不错，表扬！', 'star': 5}
{'descr': '感觉不错，离火车站很近，走路就到。', 'star': 3}
{'descr': '离火车站很近，走路即可到达。整体感觉还不错。', 'star': 5}
{'descr': '酒店干静，还好，距离火车站很近，方便。前厅报栏中的报纸没人打理，乱得很，反映出细节服务须提高。', 'star': 1}
{'descr': '很好，下次还会住', 'star': 5}
{'descr': '交通便利，服务态度好，干净整洁，我很喜欢，住的也很舒服。', 'star': 5}
{'descr': '性价比还可以,位置不错,离火车站很近,', 'star': 5}
{'descr': '酒店离办事的地方较近，基本还算方便，房间中规中矩，设施和卫生基本满意，也算是跟这个价格相符，如果再去应该还是会选择这里。', 'star': 5}
{'descr': '卫生有死角，住进去后发现床头柜上一片油污，电脑桌抽屉里有烟灰、还有用过的计划生育用品，特殊情况吧，理解一下。总体不错，推荐！', 'star': 5}
{'descr': '管理不是很好，', 'star': 1}
{'descr': '酒店位置离汽车站火车站很都近，酒店环境也不错，办理退房的时候也比较快，总体比较满意', 'star': 3}
