{'descr': '酒店不错，物美价廉，在高消费的城市里，这个价格是值得。', 'star': 5}
{'descr': '当时晚上的飞机，所以找了这里当小时房住了，主要是途便宜。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '酒店很不错，干净。交通便利。小吃街很近。不错不错很满意。', 'star': 3}
{'descr': '酒店很不错，干净。交通便利。小吃街很近。不错不错很满意。', 'star': 3}
{'descr': '酒店外观很一般，院子里停车到很方便。但里面还算可以，大概装修时间不算太长，还算比较新。卫生间不隔音，快捷酒店目前好像都这样，玻璃隔断不到顶。总的说来，在旺季里面，内蒙古走一圈，这间算性价比最高的了', 'star': 5}
{'descr': '酒店外观很一般，院子里停车到很方便。但里面还算可以，大概装修时间不算太长，还算比较新。卫生间不隔音，快捷酒店目前好像都这样，玻璃隔断不到顶。总的说来，在旺季里面，内蒙古走一圈，这间算性价比最高的了', 'star': 5}
{'descr': '地理位置很好，条件不错，家人都很满意。服务态度也挺好的。', 'star': 5}
{'descr': '地理位置很好，条件不错，家人都很满意。服务态度也挺好的。', 'star': 5}
{'descr': '一般般！一般般！一般般！一般般！一般般！一般般！一般般！', 'star': 1}
{'descr': '一般般！一般般！一般般！一般般！一般般！一般般！一般般！', 'star': 1}
{'descr': '酒店干净，离贝子庙近，周边也有不少餐馆可以选择，就是床硬了点。', 'star': 5}
{'descr': '酒店干净，离贝子庙近，周边也有不少餐馆可以选择，就是床硬了点。', 'star': 5}
{'descr': '干净舒适，价格适中，交通方便，服务到位，可以刷卡了', 'star': 5}
{'descr': '干净舒适，价格适中，交通方便，服务到位，可以刷卡了', 'star': 5}
{'descr': '酒店位置很好，交通方便，酒店也很干净，挺不错的，推荐~', 'star': 5}
{'descr': '酒店位置很好，交通方便，酒店也很干净，挺不错的，推荐~', 'star': 5}
{'descr': '在锡林浩特市这个价格算是很划算了，酒店比较干净，地段也不错', 'star': 5}
{'descr': '在锡林浩特市这个价格算是很划算了，酒店比较干净，地段也不错', 'star': 5}
{'descr': '出行很方便，而且离贝子庙很近，非常不错。', 'star': 5}
{'descr': '出行很方便，而且离贝子庙很近，非常不错。', 'star': 5}
{'descr': '很实惠的酒店，性价比很高，地理位置也很不错，值得推荐', 'star': 5}
{'descr': '很实惠的酒店，性价比很高，地理位置也很不错，值得推荐', 'star': 5}
{'descr': '酒店很干净，交通也算便捷。不能刷卡，虽然前台就有刷卡机，但是服务人员向客人解释说坏了，看网上很多反映这个问题，不知道是真坏还是有其他什么原因。这点反正会觉得不方便。', 'star': 5}
{'descr': '酒店很干净，交通也算便捷。不能刷卡，虽然前台就有刷卡机，但是服务人员向客人解释说坏了，看网上很多反映这个问题，不知道是真坏还是有其他什么原因。这点反正会觉得不方便。', 'star': 5}
{'descr': '比想象得好~在这地方有这种性价比的酒店也不错了~', 'star': 5}
{'descr': '比想象得好~在这地方有这种性价比的酒店也不错了~', 'star': 5}
{'descr': '人气很旺。与内地的快捷宾馆比还有差距，但在当地是不错了', 'star': 5}
{'descr': '人气很旺。与内地的快捷宾馆比还有差距，但在当地是不错了', 'star': 5}
{'descr': '酒店挺不错的酒店挺不错的酒店挺不错的酒店挺不错的', 'star': 5}
{'descr': '酒店挺不错的酒店挺不错的酒店挺不错的酒店挺不错的', 'star': 5}
{'descr': ',酒店干净，舒适。价格适中。我定了9间房，下次朋友来还会住这里。', 'star': 3}
{'descr': ',酒店干净，舒适。价格适中。我定了9间房，下次朋友来还会住这里。', 'star': 3}
{'descr': '比较干净，地理位置很好，宾馆对面马路，就是小吃一条街。只是三人间，洗面台有点漏水，卫生间马桶也漏水，晚上滴答的水声影响睡眠', 'star': 5}
{'descr': '比较干净，地理位置很好，宾馆对面马路，就是小吃一条街。只是三人间，洗面台有点漏水，卫生间马桶也漏水，晚上滴答的水声影响睡眠', 'star': 5}
{'descr': '又住了一晚，不错。', 'star': 3}
{'descr': '又住了一晚，不错。', 'star': 3}
{'descr': '很好。很满意。', 'star': 3}
{'descr': '很好。很满意。', 'star': 3}
{'descr': '快捷酒店，方便，适合出差短住人群，价格也适中', 'star': 5}
{'descr': '快捷酒店，方便，适合出差短住人群，价格也适中', 'star': 5}
{'descr': '地点很好，房间也干净。服务不错。', 'star': 3}
{'descr': '地点很好，房间也干净。服务不错。', 'star': 3}
{'descr': ' 酒店舒适交通便利价格公道', 'star': 3}
{'descr': ' 酒店舒适交通便利价格公道', 'star': 3}
{'descr': '价格公道 交通便利 干净卫生 总之感觉不错', 'star': 5}
{'descr': '价格公道 交通便利 干净卫生 总之感觉不错', 'star': 5}
{'descr': '＋房间很干净，床很舒服。性价比高', 'star': 3}
{'descr': '＋房间很干净，床很舒服。性价比高', 'star': 3}
{'descr': '嘿嘿，运气不好，碰到很多无法避免的事情...\n     刷卡机坏了，电也没了，水压不稳定，空调只能制冷，我去的那天正好变天，好冷唷。。。\n      不过整体还是很干净的，就是厕所和洗浴是玻璃间隔出来的，不是很人性话，最好的是服务态度非常好！！！\n      ', 'star': 5}
{'descr': '嘿嘿，运气不好，碰到很多无法避免的事情...\n     刷卡机坏了，电也没了，水压不稳定，空调只能制冷，我去的那天正好变天，好冷唷。。。\n      不过整体还是很干净的，就是厕所和洗浴是玻璃间隔出来的，不是很人性话，最好的是服务态度非常好！！！\n      ', 'star': 5}
{'descr': '条件不错，很安静。周边用餐、交通很方便。', 'star': 3}
{'descr': '条件不错，很安静。周边用餐、交通很方便。', 'star': 3}
{'descr': '是个出差商务的好去处，干净，温馨，交通也很便利，周围吃饭什么的很方便，离贝子庙很近。', 'star': 5}
{'descr': '是个出差商务的好去处，干净，温馨，交通也很便利，周围吃饭什么的很方便，离贝子庙很近。', 'star': 5}
{'descr': '帮朋友定的，他说物美价廉，很干净，环境不错', 'star': 5}
{'descr': '帮朋友定的，他说物美价廉，很干净，环境不错', 'star': 5}
{'descr': '套房空间很宽敞，还有麻将桌，住着很舒服，关键是服务很好。经济实惠，推荐。', 'star': 5}
{'descr': '套房空间很宽敞，还有麻将桌，住着很舒服，关键是服务很好。经济实惠，推荐。', 'star': 5}
{'descr': '价格低 而且最有特色的是卫生间 洗澡间 还有洗手池都是分开的 如果是2人入住就会方便很多 不过这里附近吃饭的地方不多 其他均好', 'star': 5}
{'descr': '价格低 而且最有特色的是卫生间 洗澡间 还有洗手池都是分开的 如果是2人入住就会方便很多 不过这里附近吃饭的地方不多 其他均好', 'star': 5}
{'descr': '基本满意.就是网上定和门市价一样.没一点优惠', 'star': 5}
{'descr': '基本满意.就是网上定和门市价一样.没一点优惠', 'star': 5}
{'descr': '都挺好的，最近锡林浩特气温较暖，房间内地暖很舒适', 'star': 5}
{'descr': '都挺好的，最近锡林浩特气温较暖，房间内地暖很舒适', 'star': 5}
{'descr': ' 干净,卫生,不错', 'star': 3}
{'descr': ' 干净,卫生,不错', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': '干净、舒适，比较现代风格的，感觉很有活力，价格也便宜。出门西侧50米就是锡林浩特的旅游景点“贝子庙”，昨日入住恰好是初一，于是游览之际还上了香，感觉不错，以后去锡林浩特会经常住这里的。', 'star': 5}
{'descr': '干净、舒适，比较现代风格的，感觉很有活力，价格也便宜。出门西侧50米就是锡林浩特的旅游景点“贝子庙”，昨日入住恰好是初一，于是游览之际还上了香，感觉不错，以后去锡林浩特会经常住这里的。', 'star': 5}
{'descr': '很不错,服务态度好,酒店设施好,床很大,交通也便利,我很喜欢', 'star': 5}
{'descr': '很不错,服务态度好,酒店设施好,床很大,交通也便利,我很喜欢', 'star': 5}
{'descr': '一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般', 'star': 1}
{'descr': '一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般', 'star': 1}
{'descr': '已入住', 'star': 3}
{'descr': '已入住', 'star': 3}
{'descr': '酒店设施不错，环境也行，性价比很好。\n就是停车有点挤。', 'star': 5}
{'descr': '酒店设施不错，环境也行，性价比很好。\n就是停车有点挤。', 'star': 5}
{'descr': '总的来说不错，很干净，很温馨，就是房间稍小，冬天太冷有点凉.....', 'star': 5}
{'descr': '总的来说不错，很干净，很温馨，就是房间稍小，冬天太冷有点凉.....', 'star': 5}
{'descr': '真的很干净，不错，不错。下回一定还会住这里。', 'star': 5}
{'descr': '真的很干净，不错，不错。下回一定还会住这里。', 'star': 5}
{'descr': '我已入住，宾馆条件尚可。但是没有餐厅、卫生间没有封闭到顶，空气不好。', 'star': 3}
{'descr': '我已入住，宾馆条件尚可。但是没有餐厅、卫生间没有封闭到顶，空气不好。', 'star': 3}
{'descr': '经济实惠，下次还会选择！！！经济实惠，下次还会选择！！！', 'star': 5}
{'descr': '经济实惠，下次还会选择！！！经济实惠，下次还会选择！！！', 'star': 5}
{'descr': '己入住', 'star': 3}
{'descr': '己入住', 'star': 3}
{'descr': '环境不错，也比较卫生温馨。\n整体感觉还是不错，下次出差还可以考虑继续入住。', 'star': 5}
{'descr': '环境不错，也比较卫生温馨。\n整体感觉还是不错，下次出差还可以考虑继续入住。', 'star': 5}
{'descr': '基本满意.就是网上定和门市价一样.没一点优惠', 'star': 3}
{'descr': '基本满意.就是网上定和门市价一样.没一点优惠', 'star': 3}
{'descr': '我们是三个人入住，房间很干净，服务也很好。黄金地段，位置就在贝子庙旁边。', 'star': 5}
{'descr': '我们是三个人入住，房间很干净，服务也很好。黄金地段，位置就在贝子庙旁边。', 'star': 5}
{'descr': '房间比较干净，还算舒适，周边临近贝子庙，旅游、购物方便程度还可以，性价比尚可，服务意识有待加强。 ', 'star': 5}
{'descr': '房间比较干净，还算舒适，周边临近贝子庙，旅游、购物方便程度还可以，性价比尚可，服务意识有待加强。 ', 'star': 5}
{'descr': '+ 房间卫生 设施还不错', 'star': 5}
{'descr': '+ 房间卫生 设施还不错', 'star': 5}
{'descr': '繁华中的安静之所，很好。停车位安全，整洁，位置好、周围的环境很方便，服务接待质量好。\r\n不足：1、洗澡水流小，忽冷忽热。\r\n      2、无电梯（好在只有4层），但楼梯的后几阶比较高，容易在那里绊脚，我就摔了一下，电脑都甩出去了（好在店家比较人性化的设置了更厚的地毯，没坏），各位要小心。', 'star': 3}
{'descr': '繁华中的安静之所，很好。停车位安全，整洁，位置好、周围的环境很方便，服务接待质量好。\r\n不足：1、洗澡水流小，忽冷忽热。\r\n      2、无电梯（好在只有4层），但楼梯的后几阶比较高，容易在那里绊脚，我就摔了一下，电脑都甩出去了（好在店家比较人性化的设置了更厚的地毯，没坏），各位要小心。', 'star': 3}
{'descr': '闹中取静的一家店。有停车场，早餐在宾馆前有众多小吃店（家家有奶茶）。好，下次还住。', 'star': 5}
{'descr': '闹中取静的一家店。有停车场，早餐在宾馆前有众多小吃店（家家有奶茶）。好，下次还住。', 'star': 5}
{'descr': '比较干净，还算舒适，方便程度还可以，性价比尚可，服务意识有待加强。', 'star': 3}
{'descr': '比较干净，还算舒适，方便程度还可以，性价比尚可，服务意识有待加强。', 'star': 3}
{'descr': '+性价比尚可，服务意识有待加强。', 'star': 5}
{'descr': '+性价比尚可，服务意识有待加强。', 'star': 5}
{'descr': '进店后发现尽然没有清理茶杯，上一位客人用的茶杯里还有水，隔音效果真的不好，大早上的服务员就来回的窜，对讲机的声音非常大，影响睡眠，去的那天还赶上停电，骚热导致房间出现多脚虫。。。很恶心。\r\n其他还行，地理位置不错，就是隔音真不好', 'star': 5}
{'descr': '进店后发现尽然没有清理茶杯，上一位客人用的茶杯里还有水，隔音效果真的不好，大早上的服务员就来回的窜，对讲机的声音非常大，影响睡眠，去的那天还赶上停电，骚热导致房间出现多脚虫。。。很恶心。\r\n其他还行，地理位置不错，就是隔音真不好', 'star': 5}
{'descr': '是锡林浩特市不错的一家商务快捷酒店，位置，设施，性价比都不错，只是服务人员的服务态度一般，经观察，这个是锡林浩特市的普遍现象，呵呵。', 'star': 5}
{'descr': '是锡林浩特市不错的一家商务快捷酒店，位置，设施，性价比都不错，只是服务人员的服务态度一般，经观察，这个是锡林浩特市的普遍现象，呵呵。', 'star': 5}
{'descr': '卫生不错,交通便利。', 'star': 5}
{'descr': '卫生不错,交通便利。', 'star': 5}
{'descr': '卫生间淋浴隔断设计有些不太合理,其它各方面还不错,都比较到位,综合来讲还是挺不错的..', 'star': 5}
{'descr': '酒店的环境还不错，不过去的时候有的房间就是不是很好有的大床房也不带窗户但是酒店都没有标注出来，而且二楼的房间虽然有窗户但是外面都被广告牌当着了所以阳关不是太好，而且酒店不能刷卡，酒店的位置还行，价格还成。不过我住的两天时间内都没有主动打扫房间。不过整体看起来还是比较不错的。', 'star': 5}
{'descr': '卫生间淋浴隔断设计有些不太合理,其它各方面还不错,都比较到位,综合来讲还是挺不错的..', 'star': 5}
{'descr': '酒店的环境还不错，不过去的时候有的房间就是不是很好有的大床房也不带窗户但是酒店都没有标注出来，而且二楼的房间虽然有窗户但是外面都被广告牌当着了所以阳关不是太好，而且酒店不能刷卡，酒店的位置还行，价格还成。不过我住的两天时间内都没有主动打扫房间。不过整体看起来还是比较不错的。', 'star': 5}
{'descr': '房间是挺干净的酒店是刚开业的设施蛮新的，位置也很好在市中心，价格很合适。', 'star': 5}
{'descr': '房间是挺干净的酒店是刚开业的设施蛮新的，位置也很好在市中心，价格很合适。', 'star': 5}
{'descr': '酒店的位置好方便出行,不过其它各方面条件一般,不过房间住起来还行.', 'star': 5}
{'descr': '酒店的位置好方便出行,不过其它各方面条件一般,不过房间住起来还行.', 'star': 5}
{'descr': '卫生间的地漏不下水.不过其它方面还不错,作为经济型的酒店,条件还算不错.位置也好方便出行.', 'star': 5}
{'descr': '卫生间的地漏不下水.不过其它方面还不错,作为经济型的酒店,条件还算不错.位置也好方便出行.', 'star': 5}
{'descr': '较干净，感觉还不错，离贝子庙非常近，服务挺好', 'star': 5}
{'descr': '较干净，感觉还不错，离贝子庙非常近，服务挺好', 'star': 5}
{'descr': '位置挺好的，出门右转2分钟就到贝子庙了。停车也很方便，院子里很安全。\n卫生条件一般，因为点了一夜的电蚊香，第二天早上在蚊香附近发现3只类似蟑螂的虫子被熏死，看来以后要少点，药力太强。', 'star': 5}
{'descr': '位置挺好的，出门右转2分钟就到贝子庙了。停车也很方便，院子里很安全。\n卫生条件一般，因为点了一夜的电蚊香，第二天早上在蚊香附近发现3只类似蟑螂的虫子被熏死，看来以后要少点，药力太强。', 'star': 5}
{'descr': '留意冷氣機會漏水。因當錫林浩特水質不好。故此旅店房間設有冷熱水機。', 'star': 5}
{'descr': '留意冷氣機會漏水。因當錫林浩特水質不好。故此旅店房間設有冷熱水機。', 'star': 5}
{'descr': '有點儿貴！', 'star': 5}
{'descr': '有點儿貴！', 'star': 5}
{'descr': '我给媳妇订的，周边的都比这个价格要高，可能是新开业的吧，媳妇感觉很满意。', 'star': 5}
{'descr': '我给媳妇订的，周边的都比这个价格要高，可能是新开业的吧，媳妇感觉很满意。', 'star': 5}
{'descr': '酒店没有电梯.但是楼层不高.一般都是3.4层左右,倒也还算方便,新酒店设施不错.住起来挺舒服的.', 'star': 5}
{'descr': '酒店没有电梯.但是楼层不高.一般都是3.4层左右,倒也还算方便,新酒店设施不错.住起来挺舒服的.', 'star': 5}
{'descr': '位置很不错，卫生间特别干净，并且设计得很有特色，宽带有线电视空调齐全，有自己的院子，安排得有人看车有，带车放着比较安全，不好的是不带早餐，没法用券', 'star': 5}
{'descr': '位置很不错，卫生间特别干净，并且设计得很有特色，宽带有线电视空调齐全，有自己的院子，安排得有人看车有，带车放着比较安全，不好的是不带早餐，没法用券', 'star': 5}
{'descr': '满意，价格可以再优惠', 'star': 3}
{'descr': '满意，价格可以再优惠', 'star': 3}
{'descr': '环境不错，新开业的很干净，服务员的服务也很耐心周到。性价比很高。', 'star': 5}
{'descr': '环境不错，新开业的很干净，服务员的服务也很耐心周到。性价比很高。', 'star': 5}
{'descr': '还行，物有所值', 'star': 5}
{'descr': '还行，物有所值', 'star': 5}
{'descr': '还不错，性价比高，推荐', 'star': 5}
{'descr': '还不错，性价比高，推荐', 'star': 5}
