{'descr': '室内干净整洁舒适', 'star': 5}
{'descr': '依旧温性 年轻人的好选择 这次电视部太好', 'star': 5}
{'descr': '房间环境还行吧  蛮适合年轻人住的  年纪大的可能住的不太舒适  房间有点小  其他不错的  特别的前台接待的一个女孩子蛮热情的......', 'star': 5}
{'descr': '房间环境还行吧  蛮适合年轻人住的  年纪大的可能住的不太舒适  房间有点小  其他不错的  特别的前台接待的一个女孩子蛮热情的......', 'star': 5}
{'descr': '房间比较小,但是环境不错,整体风格是微型简约.一个人住还可以.', 'star': 5}
{'descr': '房间比较小,但是环境不错,整体风格是微型简约.一个人住还可以.', 'star': 5}
{'descr': '酒店不错 很精致 而且干净整洁 适合年轻人的风格 推荐入住', 'star': 3}
{'descr': '酒店不错 很精致 而且干净整洁 适合年轻人的风格 推荐入住', 'star': 3}
{'descr': '麻雀虽小五脏俱全\n\n\n挺好的挺好的挺好的', 'star': 5}
{'descr': '麻雀虽小五脏俱全\n\n\n挺好的挺好的挺好的', 'star': 5}
{'descr': '距离火车站很近，房间简洁。但是要提醒各位哦，要自己提前带有洗漱用品的，宾馆本身没有提供的~~', 'star': 5}
{'descr': '距离火车站很近，房间简洁。但是要提醒各位哦，要自己提前带有洗漱用品的，宾馆本身没有提供的~~', 'star': 5}
{'descr': '里面房间比较小巧，也挺方便的，感觉还是挺温馨的，我们房间还有电脑，有电视，地理位置也是比较不错的，去哪里都很方便的，走五分钟就有很多公交车，服务也是很热情的，问他们什么问题，都会很好的告诉我们，并且态度也是很好的。最最关键的是前台美女很养眼。', 'star': 5}
{'descr': '里面房间比较小巧，也挺方便的，感觉还是挺温馨的，我们房间还有电脑，有电视，地理位置也是比较不错的，去哪里都很方便的，走五分钟就有很多公交车，服务也是很热情的，问他们什么问题，都会很好的告诉我们，并且态度也是很好的。最最关键的是前台美女很养眼。', 'star': 5}
{'descr': '装修风格不错，简单干净，屋内设施齐全，建议如果有早餐就更好了', 'star': 5}
{'descr': '装修风格不错，简单干净，屋内设施齐全，建议如果有早餐就更好了', 'star': 5}
{'descr': '离火车站特别近，环境特别好，我们入住的是大床c，干净，小小的很可爱的房间，特别推荐，价廉物美，由于离火车站近所以去各大景点也很方便，都有直达公交，前台服务员也特别好，特别热情，还送了小礼物，可爱的钥匙链和零钱包，适宜旅游或情侣入住~！~！强烈推荐~！', 'star': 5}
{'descr': '离火车站特别近，环境特别好，我们入住的是大床c，干净，小小的很可爱的房间，特别推荐，价廉物美，由于离火车站近所以去各大景点也很方便，都有直达公交，前台服务员也特别好，特别热情，还送了小礼物，可爱的钥匙链和零钱包，适宜旅游或情侣入住~！~！强烈推荐~！', 'star': 5}
{'descr': '还不错~就是性价比稍低了点。', 'star': 3}
{'descr': '还不错~就是性价比稍低了点。', 'star': 3}
{'descr': '地点较偏,房间灯光较暗,空调不行,很冷.\n\n房间内没有杯子,洗梳用品要另外花钱买,相当不人性化', 'star': 1}
{'descr': '地点较偏,房间灯光较暗,空调不行,很冷.\n\n房间内没有杯子,洗梳用品要另外花钱买,相当不人性化', 'star': 1}
{'descr': '蛮好的，环境不错，位置也不错，就是地方小了一点', 'star': 5}
{'descr': '蛮好的，环境不错，位置也不错，就是地方小了一点', 'star': 5}
{'descr': '房间很小但是功能性很强 电视电脑一体机没几个台网速不行 装潢适合年轻人 ', 'star': 5}
{'descr': '房间很小但是功能性很强 电视电脑一体机没几个台网速不行 装潢适合年轻人 ', 'star': 5}
{'descr': '酒店风格不错很喜欢地理位置更加好出行很放便。但是电脑电视一体不是很放便。房间超级迷昵', 'star': 3}
{'descr': '酒店风格不错很喜欢地理位置更加好出行很放便。但是电脑电视一体不是很放便。房间超级迷昵', 'star': 3}
{'descr': '房间很整洁，很干净。走廊墙壁很有特点，感觉很温馨。性价比很高，下次还会入住。', 'star': 5}
{'descr': '房间很整洁，很干净。走廊墙壁很有特点，感觉很温馨。性价比很高，下次还会入住。', 'star': 5}
{'descr': '房间挺干净的, 就是有点小, 其他都不错.', 'star': 5}
{'descr': '房间挺干净的, 就是有点小, 其他都不错.', 'star': 5}
{'descr': '经济又实惠，房间也很干净。离火车站也很近，周围吃东西，买东西也非常方便。推荐', 'star': 5}
{'descr': '经济又实惠，房间也很干净。离火车站也很近，周围吃东西，买东西也非常方便。推荐', 'star': 5}
{'descr': '布丁酒店（无锡火车站店）房间风格时尚、干净整洁，就是网络有问题，基本上不了网！', 'star': 5}
{'descr': '布丁酒店（无锡火车站店）房间风格时尚、干净整洁，就是网络有问题，基本上不了网！', 'star': 5}
{'descr': '服务态度不错哦。。。。给我的房间也还是蛮大的，下次去还会去住', 'star': 5}
{'descr': '服务态度不错哦。。。。给我的房间也还是蛮大的，下次去还会去住', 'star': 5}
{'descr': '干净，整洁。房间很小。非常适合一个人，总的来说还不错。', 'star': 5}
{'descr': '干净，整洁。房间很小。非常适合一个人，总的来说还不错。', 'star': 5}
{'descr': '＋房间挺干净，整个装修风格得也很时尚，就是房间有点小。', 'star': 3}
{'descr': '＋房间挺干净，整个装修风格得也很时尚，就是房间有点小。', 'star': 3}
{'descr': '还不错的酒店 价格实惠吧 其他没什么感觉 房间挺小 ', 'star': 5}
{'descr': '还不错的酒店 价格实惠吧 其他没什么感觉 房间挺小 ', 'star': 5}
{'descr': '服务态度非常不错。。。给我安排的房间说是大床房最大的，呵呵确实房间还蛮大的，值得推荐，下次过来还住这里。', 'star': 5}
{'descr': '服务态度非常不错。。。给我安排的房间说是大床房最大的，呵呵确实房间还蛮大的，值得推荐，下次过来还住这里。', 'star': 5}
{'descr': '贵就不贵，但是小，实在太小了，而且窗户有等于无', 'star': 1}
{'descr': '贵就不贵，但是小，实在太小了，而且窗户有等于无', 'star': 1}
{'descr': '小巧精致 大床C的房间稍大  住起来更舒心', 'star': 5}
{'descr': '小巧精致 大床C的房间稍大  住起来更舒心', 'star': 5}
{'descr': '还可以的  很精致  \n 就是隔音效果不怎么样  ', 'star': 5}
{'descr': '还可以的  很精致  \n 就是隔音效果不怎么样  ', 'star': 5}
{'descr': '房间虽小，还挺温馨的，对于情侣和小夫妻来说特别合适。', 'star': 5}
{'descr': '房间虽小，还挺温馨的，对于情侣和小夫妻来说特别合适。', 'star': 5}
{'descr': '非常迷你，但是非常干净。晚上网速比较慢，旁边有好又多，购物方便。', 'star': 5}
{'descr': '非常迷你，但是非常干净。晚上网速比较慢，旁边有好又多，购物方便。', 'star': 5}
{'descr': '房间的隔音实在是太烂了，我住的大床房C，有一个小窗户，但不是通外面的，而是和对面的房间窗户相对，所以不敢开。那天晚上有几个女生住在一个房间里，一直闹到凌晨3点，叫前台去说了也没用，实在是太吵了，隔音差的一塌糊涂，话听的一清二楚。。。', 'star': 1}
{'descr': '房间的隔音实在是太烂了，我住的大床房C，有一个小窗户，但不是通外面的，而是和对面的房间窗户相对，所以不敢开。那天晚上有几个女生住在一个房间里，一直闹到凌晨3点，叫前台去说了也没用，实在是太吵了，隔音差的一塌糊涂，话听的一清二楚。。。', 'star': 1}
{'descr': ' 房间蛮小的，床跟门一步之遥。无锡的价钱还是很能接受的，下次来还会考虑', 'star': 3}
{'descr': ' 房间蛮小的，床跟门一步之遥。无锡的价钱还是很能接受的，下次来还会考虑', 'star': 3}
{'descr': '太精致。。。。就是太小了\n给我开的一间居然里面还有人，郁闷', 'star': 1}
{'descr': '太精致。。。。就是太小了\n给我开的一间居然里面还有人，郁闷', 'star': 1}
{'descr': '1）空间太狭小了\n2）网线是坏的，没法上网\n3）必需下午2点入住，其他酒店早晨7点入住都可以\n4）入住时服务员还在打扫房间', 'star': 1}
{'descr': '1）空间太狭小了\n2）网线是坏的，没法上网\n3）必需下午2点入住，其他酒店早晨7点入住都可以\n4）入住时服务员还在打扫房间', 'star': 1}
{'descr': '去了两次了~无锡的比其他城市便宜\n很合算啊', 'star': 5}
{'descr': '去了两次了~无锡的比其他城市便宜\n很合算啊', 'star': 5}
{'descr': '很喜欢里面透明的卫生间！！！\n服务也很好~很推荐~还能上网', 'star': 5}
{'descr': '很喜欢里面透明的卫生间！！！\n服务也很好~很推荐~还能上网', 'star': 5}
{'descr': '酒店的整体设计不错，但是房间实在是太小了，适合小女生住。', 'star': 5}
{'descr': '酒店的整体设计不错，但是房间实在是太小了，适合小女生住。', 'star': 5}
{'descr': '房间很温馨,也很干净,就是电脑的速度实在是太慢了,希望能改进吧', 'star': 3}
{'descr': '房间很温馨,也很干净,就是电脑的速度实在是太慢了,希望能改进吧', 'star': 3}
{'descr': '很好 很可爱 很精致 很迷人  总之来了就觉得舒服', 'star': 5}
{'descr': '很好 很可爱 很精致 很迷人  总之来了就觉得舒服', 'star': 5}
{'descr': '性价比非常高，就是房间比较小。不过值了。', 'star': 5}
{'descr': '性价比非常高，就是房间比较小。不过值了。', 'star': 5}
{'descr': '上次是大床B，这次是大床C，但是好像没有大啊，面积好像一样的。', 'star': 5}
{'descr': '上次是大床B，这次是大床C，但是好像没有大啊，面积好像一样的。', 'star': 5}
{'descr': '我觉得这个宾馆的房间太小了 大概只有4到5个平方  厕所也没有门 要是两个人住会很尴尬 你在床上就看见别人在上厕所  网速也不是很好 电话也打不了 只有到一楼大厅才能打 很是不方便', 'star': 1}
{'descr': '我觉得这个宾馆的房间太小了 大概只有4到5个平方  厕所也没有门 要是两个人住会很尴尬 你在床上就看见别人在上厕所  网速也不是很好 电话也打不了 只有到一楼大厅才能打 很是不方便', 'star': 1}
{'descr': '已入住', 'star': 3}
{'descr': '已入住', 'star': 3}
{'descr': '酒店离火车站很近，走过去10分钟不到，没必要打的，酒店里面布置蛮温馨的，很亮丽，墙贴很漂亮，房间确实很迷你，住惯了大房间的会很不习惯，酒店不提供一次性洗漱用品，要花钱买，但是有提供拖鞋。。害我还带了拖鞋过去，囧。。。卫生间。。只有半扇玻璃门。。。躺在床上能一眼望到里，洗澡的浴帘感觉有点透，灯很昏暗。。忒有情调了。。适合情侣吧，汗死，浴室只有2条浴巾，还是小的那种，所以如果喜欢大浴巾的朋友还是自己带', 'star': 5}
{'descr': '酒店离火车站很近，走过去10分钟不到，没必要打的，酒店里面布置蛮温馨的，很亮丽，墙贴很漂亮，房间确实很迷你，住惯了大房间的会很不习惯，酒店不提供一次性洗漱用品，要花钱买，但是有提供拖鞋。。害我还带了拖鞋过去，囧。。。卫生间。。只有半扇玻璃门。。。躺在床上能一眼望到里，洗澡的浴帘感觉有点透，灯很昏暗。。忒有情调了。。适合情侣吧，汗死，浴室只有2条浴巾，还是小的那种，所以如果喜欢大浴巾的朋友还是自己带', 'star': 5}
{'descr': '地方不是很好找，房间还不错，就是换气扇声音有点吵，睡觉时不吵还好。总体上，还算不错！', 'star': 3}
{'descr': '地方不是很好找，房间还不错，就是换气扇声音有点吵，睡觉时不吵还好。总体上，还算不错！', 'star': 3}
{'descr': '很小巧啊，也很精致啊，适合现代人。。。服务好的。很靠近火车站，旁边的青石路上有很多餐馆，楼下就有可的便利店，走几步有好又多超市，那路那头还有医院。。。衣食住行都很方便。。。', 'star': 5}
{'descr': '很小巧啊，也很精致啊，适合现代人。。。服务好的。很靠近火车站，旁边的青石路上有很多餐馆，楼下就有可的便利店，走几步有好又多超市，那路那头还有医院。。。衣食住行都很方便。。。', 'star': 5}
{'descr': '挺满意的', 'star': 3}
{'descr': '挺满意的', 'star': 3}
{'descr': '很迷你，但是同时也是她的硬伤，就是因为太迷你，对于追求大空间的住客来说就显得不是很好了，总的来说，很好', 'star': 5}
{'descr': '很迷你，但是同时也是她的硬伤，就是因为太迷你，对于追求大空间的住客来说就显得不是很好了，总的来说，很好', 'star': 5}
{'descr': '已住', 'star': 3}
{'descr': '已住', 'star': 3}
{'descr': '地理位置很好，就是太迷你了，附近餐饮超市经济实惠', 'star': 3}
{'descr': '地理位置很好，就是太迷你了，附近餐饮超市经济实惠', 'star': 3}
{'descr': '.房子味道大,别的还好', 'star': 3}
{'descr': '.房子味道大,别的还好', 'star': 3}
{'descr': '离火车站很近，晚上也比较安静，适合出差的人居住', 'star': 5}
{'descr': '离火车站很近，晚上也比较安静，适合出差的人居住', 'star': 5}
{'descr': '还可以，很温馨的感觉，还可以，很温馨的感觉，还可以，很温馨的感觉', 'star': 3}
{'descr': '还可以，很温馨的感觉，还可以，很温馨的感觉，还可以，很温馨的感觉', 'star': 3}
{'descr': '布置与装修真的很可爱，我非常喜欢，卫生间也很干净，唯一不足的就是房间真的太小啦，都没地方放东西，好小好小啊~~', 'star': 5}
{'descr': '布置与装修真的很可爱，我非常喜欢，卫生间也很干净，唯一不足的就是房间真的太小啦，都没地方放东西，好小好小啊~~', 'star': 5}
{'descr': '房间确实挺小  卫生间和床离得太近  地面一直都没干过  那天外面本来就下雨  可能跟天气有关吧  总之没想象中的适宜   不过房间布置设施挺好的  很喜欢房间的电脑', 'star': 5}
{'descr': '房间确实挺小  卫生间和床离得太近  地面一直都没干过  那天外面本来就下雨  可能跟天气有关吧  总之没想象中的适宜   不过房间布置设施挺好的  很喜欢房间的电脑', 'star': 5}
{'descr': '房如其名，布丁，还不错，空间比较紧凑，住着还算舒服。', 'star': 5}
{'descr': '房如其名，布丁，还不错，空间比较紧凑，住着还算舒服。', 'star': 5}
{'descr': '服务态度很好，酒店也很干净，就是房间小了点', 'star': 3}
{'descr': '服务态度很好，酒店也很干净，就是房间小了点', 'star': 3}
{'descr': '装修布置相当有调调，很适合情侣入住。卫生什么都蛮好的，酒店门口有公交站（北栅口），就是地方有点偏，离火车站有一站公交车的距离，到各个景点的话都得先到火车站才能转车。附近有市三院，打车什么的，可以以三院定位。', 'star': 5}
{'descr': '装修布置相当有调调，很适合情侣入住。卫生什么都蛮好的，酒店门口有公交站（北栅口），就是地方有点偏，离火车站有一站公交车的距离，到各个景点的话都得先到火车站才能转车。附近有市三院，打车什么的，可以以三院定位。', 'star': 5}
{'descr': '服务很到位，装修很温馨~虽然房间有点小，但还有电脑上网，前台提供寄存服务，这让我省了不少事儿~很不错', 'star': 5}
{'descr': '服务很到位，装修很温馨~虽然房间有点小，但还有电脑上网，前台提供寄存服务，这让我省了不少事儿~很不错', 'star': 5}
{'descr': '性价比是最最值得推崇的优点，这个价钱下从来没有住过比这个质量还好的酒店了。但是如果你比较在意房间小，还是不要选择它。这是一个环保理念的酒店，如果你想舒舒服服小资一些的，可能还是会觉得房间实在太小了点。', 'star': 5}
{'descr': '性价比是最最值得推崇的优点，这个价钱下从来没有住过比这个质量还好的酒店了。但是如果你比较在意房间小，还是不要选择它。这是一个环保理念的酒店，如果你想舒舒服服小资一些的，可能还是会觉得房间实在太小了点。', 'star': 5}
{'descr': '一般般', 'star': 5}
{'descr': '一般般', 'star': 5}
{'descr': '布丁酒店价格便宜，干净卫生，交通方便。硬件设施一流，房间还配备电脑。', 'star': 3}
{'descr': '布丁酒店价格便宜，干净卫生，交通方便。硬件设施一流，房间还配备电脑。', 'star': 3}
{'descr': '房间非常小，基本没有空间闲着。不过设施还算齐备。有的房间还有电脑电视一体机。就是晚上网速实在慢 还有很多病毒 搞了我半天才能用。另外弄个会员优惠不少。此店联通信号不好，有的房间会接受不到', 'star': 3}
{'descr': '房间非常小，基本没有空间闲着。不过设施还算齐备。有的房间还有电脑电视一体机。就是晚上网速实在慢 还有很多病毒 搞了我半天才能用。另外弄个会员优惠不少。此店联通信号不好，有的房间会接受不到', 'star': 3}
{'descr': '房间比较小，设施还算齐备 大床C有电视电脑一体机，不错，就是网速寒碜了点。还有病毒，我搞了半天才弄好。装修风格活泼，整体不错，以后还会住', 'star': 5}
{'descr': '房间比较小，设施还算齐备 大床C有电视电脑一体机，不错，就是网速寒碜了点。还有病毒，我搞了半天才弄好。装修风格活泼，整体不错，以后还会住', 'star': 5}
{'descr': '由于是新建酒店，卫生环境和提供的设施很好，不过真的就像名字一样，布丁嘛，房间很小很小呀！', 'star': 5}
{'descr': '由于是新建酒店，卫生环境和提供的设施很好，不过真的就像名字一样，布丁嘛，房间很小很小呀！', 'star': 5}
{'descr': '小而精致', 'star': 5}
{'descr': '小而精致', 'star': 5}
{'descr': '服务态度很好,卫生处理的及时，很干净，态度很和蔼。', 'star': 3}
{'descr': '服务态度很好,卫生处理的及时，很干净，态度很和蔼。', 'star': 3}
{'descr': '服务态度很好', 'star': 5}
{'descr': '服务态度很好', 'star': 5}
{'descr': '+还不错，房间虽小，蛮干净的。', 'star': 5}
{'descr': '+还不错，房间虽小，蛮干净的。', 'star': 5}
{'descr': '酒店很干净，工作人员服务态度也不错，下次还会选择。', 'star': 3}
{'descr': '酒店很干净，工作人员服务态度也不错，下次还会选择。', 'star': 3}
{'descr': '酒店很干净，服务很好。', 'star': 5}
{'descr': '酒店很干净，服务很好。', 'star': 5}
{'descr': '酒店不错。服务员态度很好。', 'star': 5}
{'descr': '酒店不错。服务员态度很好。', 'star': 5}
{'descr': '房间好迷你,一个人住刚刚好\r\n挺干净的,就是窗户小点儿,总体来说还可以吧', 'star': 3}
{'descr': '房间好迷你,一个人住刚刚好\r\n挺干净的,就是窗户小点儿,总体来说还可以吧', 'star': 3}
{'descr': '+很迷你的房间，干净。。。酒店离火车站很近，步行最多十分钟，还可以吧', 'star': 5}
{'descr': '+很迷你的房间，干净。。。酒店离火车站很近，步行最多十分钟，还可以吧', 'star': 5}
