{'descr': '。', 'star': 5}
{'descr': '服务很周到、原定双床标准间、到店后发现没有了，工作人员将我们安排到三人家庭房、房间干净、一张2.4X2米的大床和一张1.2X2米的小床、对于我们两人来说太奢侈了、宾馆周围环境不错、交通便利、去星海、老虎滩、森林动物园、都有公交车。早上旁边的北京街还有早市买东西便宜。晚上还有大排档。附近还有家乐福超市、买东西很方便。不足之处：房间内的电视尺寸太小了、卫浴设备老化。', 'star': 5}
{'descr': '不错.就是订两个房间却不在一个楼层.略有不便', 'star': 3}
{'descr': '环境还行 出行方便  价格实惠 热水很足 比较安静', 'star': 5}
{'descr': '宾馆不是特别好找，的打电话到前台问，不过晚间倒是肃静，大连的出租车拒载严重，后来才知道需要到火车站外面的出租车乘降点比较容易，因为出租车都感觉太近只是个起步价，所以拒载，房间干净，简单，床单都是新换的，服务有求必应，满意。', 'star': 5}
{'descr': '小孩放假带孩子都大连玩，订的特价房，感觉太小了，后来升级到家庭房，一张一张大床一张小床，房间干净简洁，床单被套刚刚换完，就是被子好像是新作的太厚了，没法盖， 热水充足，房间隔音不是特别的好，门口停车有人看但需要交钱，总体对的起价格，老虎滩旅游门票前台有卖，门票是比景点便宜，但不要相信送你去的导游，缆车和快艇没有必要做，四维影院值得一看。推荐', 'star': 5}
{'descr': '我前天才去住过  没觉得像他们说的那样破   觉得还不错  以前去住 他家是旧的被褥 但最近都换新的了 而且它家的卫生一直都不错  我觉得是挺喜欢的  会向大家推荐', 'star': 5}
{'descr': '超级后悔。。。谁让他便宜呢。。。被褥那个埋汰啊', 'star': 1}
{'descr': '服务态度不错，房间很大，也挺干净的，交通方便，出门5分钟就是家乐福超市，店员态度不错，就是我住的是特价房，也有个窗户窗户.还不错', 'star': 5}
{'descr': '在大连这个城市，通过网购内蒙宾馆，还是物有所值的；当然，越提前预订越超值。', 'star': 5}
{'descr': '在大连这个城市，通过网购内蒙宾馆，还是物有所值的；当然，月提前预订越超值。', 'star': 5}
{'descr': '环境很好，房间也很干净，被子什么的都是新的，很舒服，卫生间也很干净，住得很舒心，整体上来说还是很不错的，希望贵酒店生意会更加兴隆。', 'star': 5}
{'descr': '很好 很温馨 很舒适 地角便利 走哪里都方便 就是现在季节 价格也涨了些啊 \n会给朋友推荐的', 'star': 5}
{'descr': '很好 很温馨 很舒适 地角便利 走哪里都方便 就是现在季节 价格也涨了些啊 \n会给朋友推荐的', 'star': 5}
{'descr': '酒店环境很好很肃静、对面有个幼儿园打开窗户看着小孩子嬉戏有一种阳光的感觉。房间的床单被罩都是新的很清新。周围有很多宾馆都写着特价房几十块钱一间去看过之后到那就说没有房了很有一种挂着羊汤卖狗肉的感觉。。。。', 'star': 5}
{'descr': '内蒙宾馆的硬件设施越来越好了，第二次入住这里感觉很亲切，新换的布草很舒服。', 'star': 5}
{'descr': '这次去了之后  发现他家的床单被罩都换新的了   比以前干净多了  以前真是不怎么样啊  的确应该换新的了  呵呵  比以前住着舒服了  现在也是旅游的时候  于是就随着门口的商务中心 买了老虎滩的门票  车接车送  比门口能便宜20左右吧 玩了之后觉得还行   可是导游在途中介绍的地方 自费的  根本就不是那样  挺亏的   大家千万不能信导游的   真是赚钱就好  ', 'star': 5}
{'descr': '不知道前面的是否是托儿，把这间宾馆描绘的跟花儿一样，作为在这里住了三天的实际体验者，客观的讲，5分满分的话，这家宾馆只能得三分，位置一分、态度一分、价格勉强得一分。本人因为看了网上的评价，预定了内蒙宾馆3天的特价大床房，当天晚上到的时候进入房间我森森滴觉得对不住跟我一起来的妈妈。房间实在是“简洁”，简洁到连挂衣服的地方都没有，当时入住的时候屋里没有洗漱备品，也没有卫生纸。毛巾已经是洗不出来的黑了，', 'star': 1}
{'descr': '大床挺好，屋子简单整洁，不过毛巾都起边了，改换了，另外插座有些少……', 'star': 3}
{'descr': '总体感觉不错 环境很整洁干净  距离商业区很近 给满分', 'star': 3}
{'descr': '挺安静，挺干净的。周围环境 还比较方便 ，希望能添加早餐，所谓一年之计在于春，一天之计在于晨呀', 'star': 5}
{'descr': '整洁，性价比较高，出门有201电车到火车站，就是位置稍稍有点偏，基本满意哈', 'star': 3}
{'descr': '内蒙宾馆位置不在主道，很安静，附近有个幼儿园装修的特别漂亮，环境比较好，我从外地过来旅游，在内蒙宾馆前台买的门票特别便宜，要比在当地旅行社买的票还要便宜好几十，如果有旅游的，极力推荐内蒙宾馆。很满意', 'star': 5}
{'descr': '内蒙宾馆第一印象二星级宾馆，条件一般，价格待了解其他宾馆后再评', 'star': 3}
{'descr': '：不错！地处市中心离火车站不远打的八元，乘201有轨电车到北京街再往前走两个街口就是沈阳路。这宾馆刚翻新过，各方面很干净，值得推荐！', 'star': 3}
{'descr': '大连内蒙宾馆房间还可以，就是热水水流小，洗澡不痛快，周围环境安静，交通便利，各种餐厅云集。', 'star': 3}
{'descr': '内蒙宾馆的布草是新换的  ，比我之前入住时要好很多，感觉很不错，硬件措施也越来越好。', 'star': 5}
{'descr': '整体不错，环境好，安静,晚上吃烧烤的地方多，走几步就有，很爽', 'star': 5}
{'descr': '住宿条件和设备不错，房间大，但别的是否一样，不得而知；较干净和安静，但毛巾床单较旧。', 'star': 3}
{'descr': '不怎么好找  打电话前台给指的路  去了之后 门口交五元钱可以免费停车  给看管  就不用担心停车问题', 'star': 5}
{'descr': '我对这家酒店很满意,环境卫生硬件都很不错,干净舒适,价格也很合适.尤其是晚上一点都不吵，服务也很到位！！', 'star': 5}
{'descr': '推荐推荐推荐挺好的，非常喜欢非常喜欢，非常干净非常干净', 'star': 5}
{'descr': '内蒙宾馆地处市政府后身，不在主道上，不是太好找，但是晚间休息特别的安静，从宾馆无论去哪里都只需一元钱的公交费，离长江路就几步远，在前台买的景点票也要比景点门口的售票处便宜不少，总体感觉还是不错的。', 'star': 5}
{'descr': '卫生条件好,服务周到.感觉不错 地处住宅区 很安静 环境不错', 'star': 5}
{'descr': '第一次入住这个酒店，环境还不错，房间挺干净，服务员服务态度也不错。门前不是主道.晚上也不会吵.下次还会住。 \n\n', 'star': 5}
{'descr': '感觉该酒店还是不错的，住着舒服还很干净服务也很好，晚上也不吵，离火车站也很近。', 'star': 5}
{'descr': '卫生间比较干净，到了晚上也很安静，外面走的不远就是公车站，离购物的地方都挺近的。网速也不错，十分推荐 而且不会让你交过多的押金\n', 'star': 5}
{'descr': '很方便，出了火车站坐201三站地就到了，很喜欢他家的装饰风格，很温馨，很舒适。以后只要是在大连火车站附近住，这绝对是首选。 \n', 'star': 5}
{'descr': '地理位置很好，出去酒店外面就是很漂亮的街道，房間也很乾淨，非常推薦。\n', 'star': 5}
{'descr': '去的时候正赶上装修前台，有有点乱，房间很明亮，床很舒服，宾馆给我的整体感觉很好。服务人员的态度很好。', 'star': 5}
{'descr': '酒店不错 刚装修完 住着很舒适 感觉很好', 'star': 5}
{'descr': '我觉得内蒙宾馆很经济实惠 ，不但价位不高，而且服务态度也很好，我过来大连旅游，在这个宾馆买的票特别的便宜，交通挺好的，下了飞机一会就到了，不错', 'star': 5}
{'descr': '宾馆住着挺舒服的，绿色的背景墙很是清凉，网速白天飞快，晚间有点慢，但是下载速率还能达到220KB，前台还有装修没打扫好的痕迹，还担心房间里有装修的味道，住着没啥感觉，一问才知道房间装修好了好长时间了，在一楼买的景点门票价格实惠，报的一日游很省心，买的海鲜在对面饭店加工的，现在虾帕子挺肥。', 'star': 5}
{'descr': '我是在五一期间入住的这家宾馆酒店环境整体不错，楼道里挺乱的但是房间里面很干净。前面停车的费用很便宜一晚才5元。入住这家宾馆感觉很好。', 'star': 5}
{'descr': '还不错…挺安静的', 'star': 3}
{'descr': '我刚到宾馆的时候看见前台大厅正在装修挺乱的，看房的时候楼道里也挺乱的。但是房间里面很干净很不错。服务人员的态度也很好觉得挺满意的，在宾馆前台买的旅游景点的门票也很便宜，退房离店的时候前台大厅已经装修完了。感觉很不错。', 'star': 5}
{'descr': '去大连出差时入住的,酒店离火车站很近,房间设施尚可,对得起它的价格', 'star': 1}
{'descr': '酒店离火车站三站地，交通非常方便；周围配套设施也比较齐全、超市、餐厅挺多的；服务人员态度很好，丝毫没有因为住宿价格相对便宜而降低服务质量。', 'star': 5}
{'descr': '酒店位置很好找在火车站坐公交车三站地就到宾馆了 ，宾馆服务人员的服务态度很不错。内部设施也不错。住着很舒服。', 'star': 5}
{'descr': '很不错 热水很足 房间卫生很干净 服务态度也不错', 'star': 5}
{'descr': '还行吧，总之也不像别人说的那么好', 'star': 3}
{'descr': '内蒙宾馆位置比较好，距离火车站很近，交通很方便，四周有各大超市商场、家乐福、华联、百盛等买东西也很便捷，服务也不错，在这住了几次感觉很舒服，现在虽然在装修，但晚上也没有噪音，一点不受影响，听说马上就要竣工了。房间内还是蛮干净的，住的次数越来越多，更有一种住家的感觉，以后我会继续选择内蒙宾馆。', 'star': 5}
{'descr': '酒店很差，正在装修，无论从房间还是楼道内，都很查，性价比不高，房价最多值六七十块钱，不过酒店服务还是不错，前台微笑服务也很好，就是硬件不行', 'star': 1}
{'descr': '酒店住着还行，位置不怎么好找不在主道上，但找到以后就显得特别好找了，热水很足，网线很快。服务也很好。以后再来。下次再来就找的应该很方便了。', 'star': 5}
{'descr': '我看了好多客人的点评所以选择了这家宾馆，有点担心，因为之前有客人反映说宾馆正在装修，这次去了以后宾馆基本已经装修完了，房间内非常干净，房间里面是绿色的背景墙，家具有点像汉庭的家具，简洁大方，电视是液晶的电视，网速很快，宾馆大楼的外墙正在粉刷，服务员的态度也可以，热水非常的热，我洗了好长时间没有问题，感觉装修完事以后能更好，下次来大连还会选择内蒙宾馆', 'star': 5}
{'descr': '很便宜很实惠，交通也还好，附近有直接到火车站的公交，去的时候在装修，运气不好', 'star': 5}
{'descr': '酒店位置不错，价格便宜，住着很舒服，热水很足哦', 'star': 5}
{'descr': '没有网络，装修期间感觉特别脏乱，走廊里有噪音，还有装修工走动感觉很不安全，而且因为没有网络要求退房时服务态度也很不好。非常不推荐。', 'star': 1}
{'descr': '装修还没结束，感觉很脏，但室内还可以，就是被褥太老旧了，感觉很不舒服，附近有家乐福还是很方便，这家酒店旁边的科尔沁酒店不错，就在隔壁。', 'star': 1}
{'descr': '目前正在装修期间，应该说是个意外，因此早上不到八点的时候就会被噪音吵醒。但是，就这家酒店的性价比而言，已经非常不错。所处的地理位置属于大连市中心，闹中取静，交通也比较方便，以后还会考虑。', 'star': 5}
{'descr': '房间很宽敞,服务很周到.感觉很超值.下次来大连肯定还来内蒙宾馆.', 'star': 3}
{'descr': '挺好的，正好赶上重新装修，比较乱，有点脏，但装修完了就好了吧', 'star': 5}
{'descr': '价格还算公道，酒店设施还是有点旧。交通还算便利', 'star': 5}
{'descr': '近期在装修，灰尘大，噪音大，最好过段时间再入住', 'star': 1}
{'descr': '住着很舒服 ，环境也不错。给我的感觉很好', 'star': 5}
{'descr': '环境很不错～交通也比较方便   住着很舒服  下次还会去\n', 'star': 5}
{'descr': '位置市中心，洗澡用的热水很好，很充足，楼层不算高，很适合，下次到大连还来这住宿', 'star': 5}
{'descr': '感觉很好 位置很好找 价格便宜 干净卫生 设施就不好说了因为他们在现在，正在装修，我们就期待装修后的内蒙宾馆吧！我还会去住的。', 'star': 5}
{'descr': '周边环境不错，距离火车站比较近，周边有很多餐馆，吃饭 又很方便很好，下次还会考虑入住的。', 'star': 5}
{'descr': '宾馆给我的感觉很好，房间设施虽然一般但是，他们在装修效说全部要换新的，所以我很期待下次还会来啊。希望大家也来啊！', 'star': 5}
{'descr': '酒店大堂比较小，但是卫生间洗澡水很好热水很足，水流很大，洗的很舒服。我很满意。', 'star': 5}
{'descr': '房间环境很好，卫生间很好希望朋友多来住哦！', 'star': 5}
{'descr': '住了很多次，房间还是一样的干净，热水很足，网速也很快，以后来还会来住。', 'star': 5}
{'descr': '酒店位置很好，在市中心交通便利，吃饭购物特 方便室内卫生设施也很齐全，主要是卫生间是独立的而且热水是24小时供应，价格也比周边的宾馆要便宜，而且这现在正在装修，装修后会很好 我很满意。', 'star': 5}
{'descr': '卫生很好，热水舒服，网速快，出门吃饭坐车都很方便 ，性价比较高。', 'star': 5}
{'descr': '酒店的位置里大连西岗区婚姻登记处和区政府很近，外地的办理相关事宜比较方便。附近也有家乐福。环境么，他家正在装修，暂不做评论。不过床品应该改善一下。', 'star': 5}
{'descr': '很好， 价格便宜， 环境不错，还能上网， 在大连很难找到这么便宜。环境不错的宾馆了， 只是位置有点不好找~~', 'star': 5}
{'descr': '还行吧，设施有点陈旧，不过这个价位很便宜了', 'star': 5}
{'descr': '环境一般，硬件较差，不过房间还是挺暖和的，', 'star': 1}
{'descr': '环境很不错～交通也比较方便\n设备稍微旧了一些，不过使用还是很方便的，服务也非常好', 'star': 5}
{'descr': '宾馆开业时间很长，所以从设施上就谈不到更新，但是该有的设施也都有， 床 也挺舒服的。房间有分体空调，自己可以控制，房间很暖和，，住的挺舒服，  价位也不贵 ，  服务人员 也很专业，很热情， 很满意。', 'star': 5}
{'descr': '干净舒适，价格实惠，环境优雅，周围各种设施齐全', 'star': 5}
{'descr': '工作人员服务态度挺好,而且挺干净的', 'star': 3}
{'descr': '这家宾馆的位置很不错，去哪都很方便。很便利.', 'star': 5}
{'descr': '房间很干净，网速也很快，出门坐车都很方便，很不错', 'star': 5}
{'descr': '宾馆位置很好找，环境挺安静的，设施齐全，服务挺热情的。', 'star': 5}
{'descr': '房间装修的有点陈旧，卫生处理的特别干净，房间大概有25平方米，两个人住比较合适，里面电视、空调该有的设施都有， 热水很足，，浴巾稍微有点旧。周边环境不错，距离火车站比较近，周边有很多餐馆，吃饭  也很方便。', 'star': 5}
{'descr': '这家宾馆很不错，干净卫生，服务态度好，坐车方便，设施齐全，最重要的是房间价格便宜。', 'star': 5}
{'descr': '房间很干净，热水足，网速也很快，出门坐车都很方便，性价比挺高，下次还会住的.', 'star': 5}
{'descr': '房间装修的有点陈旧，卫生处理的特别干净，两个人住比较合适，里面电视、空调该有的设施都有， 热水很足，，浴巾稍微有点旧。周边环境不错，距离火车站比较近，周边有很多餐馆，吃饭  比较方便。有什么需要给他们打电话他们马上过来，如果有欠缺的地方，他们马上解决，知道你满意为止。', 'star': 5}
{'descr': '内蒙宾馆的房间入住感觉很好，虽然设施一般，但房间卫生干净， 网速下载很快，洗澡水充足，热水超热了，很好洗的很舒服，，房价也很优惠，周边吃饭购物，也很集中，方便我们出来旅游的人，我对这家宾馆印象不错，这样的价位住这样的宾馆，也很划算。有机会下次还会再来。', 'star': 5}
{'descr': '内装修比较陈旧， 但是卫生很干净，丝毫没有影响他们的质量，室外也很安静，住在高层看远方挺好的，周围景色也还不错，再他们宾馆附近，还有一个广场 到晚上有喷泉可以欣赏，在繁华的地方。服务挺好的，价格也很合理，唯一一点就是不提供早餐。 不过附近吃饭的地方还很多，值得推荐。\n \n', 'star': 5}
{'descr': '内蒙宾馆在市政府的后面，晚间可以去转一转，回来洗个澡睡觉舒服。他家最好的就是热水了，真是特别的好，旁边的几家我也住过，价格都贵，装修倒是挺新的酒店的位置还不错，离火车站非常近，服务也很好，热水充足而且24小时都有，这点让我非常满意，房间也很安静，就是我入住的是顶楼，水箱上水的声音在半夜显得特别大，这样我们需要安静睡眠的人有点不习惯，中的来说在大连市中心有家这样的宾馆是非常不错的，是去大连旅游人的很', 'star': 5}
{'descr': '看了以前网友的评价就 订了这个酒店，却实不错，附近吃饭的地方非常多，超市有华联 和家乐福，公交站点去哪的车都有，房间热水充足，装修风格略旧，但很干净，前台有个收受的姑娘说话慢生慢语的，特别的热情', 'star': 5}
{'descr': '第一次入住内蒙宾馆，看了好多网友的评价以后入住的，第一次去还算是好找吧，不在主道倒是晚间很肃静，价格我看现在又便宜，附近吃饭的地方很多，我吃了一顿飞来福狗肉不错，附近大超市有两个 华联 和家乐福，公交车非常多，走五分钟就到了公交车站，下次来大连还来内蒙宾馆', 'star': 5}
{'descr': '给内蒙宾馆好评，也给我赚点积分，已经不是第一次入住了，房间非常实惠，给我了想象不道的价格，一个字值', 'star': 5}
{'descr': '卫生很干净！服务不错，继续感受一下……', 'star': 3}
{'descr': '到了淡季大连的房间真是很便宜，一开始订内蒙宾馆这个价格都有点犹豫，但住了以后感觉太值了，干净 热情，招待所的价钱竟然住了一个二星的宾馆', 'star': 5}
{'descr': '这家酒店位置比较优越——位于市中心，设施齐全环境还好，服务态度也很OK 对得起这个价钱', 'star': 5}
{'descr': '里面电视、空调该有的设施都有， 热水很足，，浴巾稍微有点旧。周边环境不错，距离火车站比较近，周边有很多餐馆，吃饭适合我们出外旅游的人，我很喜欢下次还来。', 'star': 5}
{'descr': '网速很快，卫生也很干净，服务很到位，而且有事情及时为你解决感觉很好\n \n下次还会入住的。', 'star': 5}
{'descr': '看大家说不错才订的，结果很失望，条件差点没什么，但是卫生不能差吧，床单感觉很不干净，而且十一涨价很离谱，原来120涨到290，说什么也不敢住了，不过服务态度还算好，希望改进吧', 'star': 1}
{'descr': '内装修比较陈旧， 但是卫生很干净，  周围景色也还不错，再他们宾馆附近，还有一个广场 到晚上有喷泉可以欣赏，在繁华的地方。服务挺好的，价格也很合理，唯一一点就是不提供早餐。 不过附近吃饭的地方还很多，值得推荐', 'star': 5}
{'descr': '房价价格同等酒店比较便宜的了，宾馆不在主马路上，晚上到也 肃静，房间干净，舒服！下次继续入住(^.^) ，热水非常充足\n', 'star': 5}
{'descr': '八月末住过酒店，房间干净，服务员热情，有一点非常好可以煮海鲜，宾馆走50米有个早市，买来螃蟹回来一煮真是好吃，不想我们在旁边住，买海鲜到饭店加工，我们买的活的上来以后就感觉给我们换了没办法。宾馆附近公交车站方便，一元钱到那都可以', 'star': 5}
{'descr': '昨晚入住，目前感觉还行。', 'star': 3}
{'descr': '服务周到，卫生干净，设施还行，  可能是因为第一次的关系，不太好找，不过到那里经前台小姐告知，坐201有轨电车， 只需10多分钟，很方便 很好找还行。', 'star': 5}
{'descr': '我是第一次入住这家宾馆，感觉还不错，虽然这里的装修有些陈旧，不过吃饭坐车都很方便，附近购物还很集中，对于我们这些出来旅游的客人还说，在一个比较陌生的城市，就想找一个集中去哪里都方便 的宾馆住是最好的。所以我很喜欢这家宾馆，下次我还会去得\n', 'star': 5}
{'descr': ' 房间设施一般，卫生很干净，房间大概还可以，两个人住比较合适，里面电视、空调该有的设施都有， 热水很足，水流很大，就是浴巾稍微有点旧。不过周边环境不错，距离火车站比较近，周边有很多餐馆，吃饭 也很方便，去他们那里有201有轨电车，只需投币一元就到，我对于这家宾馆我很满意，有机会我还会去的', 'star': 5}
{'descr': '地方不太好找，还算干净。设备陈旧，服务还算到位。', 'star': 5}
{'descr': '这里服务很到位  ， 让人感觉很舒服  当然装修再好一点， 就更好了！在这里打出租车很方便，吃饭买东西， 也很方便 都很近，就是靠路边有正在施工的工地，白天有些吵，不过和他们一说，服务员很热心的，帮我调了一个对面的房间，这下好了我又 多住了好几天  。总之这里是个很好的地方；我下次还会再来的哦!\n\n', 'star': 5}
{'descr': '房间挺实惠的 服务 卫生方面都不错，交通方便，下次来大连还来内蒙宾馆住，他们的经理也不错是个赤峰人，非得点评五十个字真是麻烦，洗澡水是24小时都有我一天洗了三遍澡真爽，电梯有，空调有，网速看视频没问题，', 'star': 5}
{'descr': '我建议大家去这家酒店.他家服务态度很好.热水很好.网速也快.公交车很方便.价格也比周围便宜很多.他家是一个不错的选择', 'star': 5}
{'descr': '我住这家酒店好几回了.这回住了好几天.每天都有人打扫房间.特别是服务态度非常好.每个人都很好.他们还问我意见.然后他们好改正.他家很好.我建议大家也去', 'star': 5}
{'descr': '我很喜欢这家酒店.我一来大连就住这家酒店.这家酒店离公交车站很近.想去哪都方便.他家十月份要装修了.装完我还要去看看', 'star': 5}
{'descr': '我很喜欢这家酒店.也来过几次了.他家服务态度很好.价格便宜.公交车也很方便.热水也好.网速也快.我下次去大连还要去他家住.我建议大家也去试试', 'star': 5}
{'descr': '我住这家酒店好几回了.我很喜欢这家酒店.热水好.服务号.网速快.做车方便.是一个不错的选择.听说他家十月份要装修了.装完我还要去他家.我建议大家也去.价格也便宜哦', 'star': 5}
{'descr': '这家宾馆的地点很好。附近有家乐福、早市挺方便的。服务挺热心的，交通方便。就是电视老了点，要是换成液晶的就更好了。卫生间新装修过，卫生挺好的。', 'star': 5}
{'descr': '这家酒店给我的感觉始终很好 来大连好几次了 每次都在内蒙宾馆入住 他家服务态度好，服务热情 环境不错，房间内干净卫生 床睡着很舒服 我建议大家去大连，入住内蒙宾馆哦', 'star': 5}
{'descr': '我是第一次入住这家宾馆，感觉很好，虽然他们的装修看起来有些旧，但是卫生很干净，服务热情，热水很足，特别是 游玩了一天，回来 洗上一个热水澡，那感觉真的是很舒服的。而且交通很方便。我下次还会去的，在此推荐大家一定要去呀。', 'star': 5}
{'descr': '环境不错，态度也好！就是房间没有想向的好！', 'star': 3}
{'descr': '咱家乡人开的，值得推荐，周围交通不错，环境暂时因为周围盖楼而有点吵！以后会好的，性价比不错！值得推荐', 'star': 5}
{'descr': '一般服务不好', 'star': 3}
{'descr': '房间还可以，就是大床是拚接的！不过总的来说还是物有所值！', 'star': 3}
{'descr': '我在这家酒店住了好几次了.他家环境不错位置也不错.去哪都挺方便的.而且他家服务员都挺热情的.我向大家提议去那住哦', 'star': 5}
{'descr': '我又去了这家酒店.卫生还是那么干净.热水依旧好.网也快.听说他们十月份要装修了.装完我还要去.他家价格也便宜.公交车去哪都方便.他们家是一个不错的选择', 'star': 5}
{'descr': '我住这家酒店好几次了.还是那么干净.服务也还是那么好.我时常还跟他们开开玩笑.他们把我也当一家人看待.服务很周到.热水还是那么好.床也很舒服.这家酒店对于外出的人们是一个很好的选择', 'star': 5}
