{'短评内容': '嗯', '短评打分': 5}
{'短评内容': '住店手续较麻烦，其他卫生环境等还好。。。。。。', '短评打分': 5}
{'短评内容': '设施陈旧、条件一般、还是重庆所为的带星的，还是会推荐入住', '短评打分': 5}
{'短评内容': '前台电话咨询人员态度很一般，其他都很好！还会推荐客户来住！', '短评打分': 5}
{'短评内容': '太不舒服了，还是星级，设施陈旧，房间古板，点都不舒服。', '短评打分': 1}
{'短评内容': '不错的酒店，位置很好，虽然装修有点旧，但是各方面服务还是很好的，很放心，很干净', '短评打分': 5}
{'短评内容': '酒店总的来说很旧了 虽然是三星 但是性价比不是很高 交通地理位置还是可以', '短评打分': 1}
{'短评内容': '不错。 位置，价格都不错的 。\n\n装修稍微旧了点。 总体满意。 ', '短评打分': 5}
{'短评内容': ' 重庆大酒店比较差，下次来不能住这里了。', '短评打分': 3}
{'短评内容': '位置不错，服务员态度也很好。但房间有点小。', '短评打分': 5}
{'短评内容': '该酒店价格适中，但外部景观及内部装修老旧，且缺少停车位,显然已经落后于时代潮流。', '短评打分': 1}
{'短评内容': '太旧了，房间又小，价格偏高，早餐很早就没有了。', '短评打分': 1}
{'短评内容': '交通这些都还便利，其他也都不错，唯一遗憾的就是里面的设施老了一点，不过总体来说还行吧！', '短评打分': 5}
{'短评内容': '酒店要装修了，重新清洁房间设施，被子有点轻，希望能重示我们还会住的。', '短评打分': 5}
{'短评内容': '位置不错，满意', '短评打分': 3}
{'短评内容': '交通便利，性价比高。', '短评打分': 3}
{'短评内容': '服务比较周到，酒店的服务人员也很有热情礼貌。装饰别有风格。\n唯一的不足就是设备和环境稍显老旧。', '短评打分': 5}
{'短评内容': '位置可以，早餐一般、服务水平不高，设施太久了！', '短评打分': 5}
{'短评内容': '冬天入住的，空调很好，很暖和。我住了周五，周六两天。周五的晚上7点到9点很吵，因为外面步行街旁边有文化馆表演，声音超级大。其他时候还好', '短评打分': 5}
{'短评内容': '服务很好，就是装修有点老气。很老的三星级酒店', '短评打分': 5}
{'短评内容': '性价比不高,但住着还行,交通方便,位置好', '短评打分': 5}
{'短评内容': '住的豪华标准间，但没有觉得＂豪华＂两个字体现在哪里．不过这里交通方便，服务也不错，住的是新装修过的所以也没有觉得老旧', '短评打分': 5}
{'短评内容': '重庆大酒店服务还行，就是酒店设施较陈旧，晚上洗澡水不够热？', '短评打分': 5}
{'短评内容': '位置很好，只是房间略显陈旧，去的那天整个酒店还停电', '短评打分': 5}
{'短评内容': '太旧了,洗手间旧得不行!', '短评打分': 3}
{'短评内容': '入住这件酒店，感觉还不错，价钱也公道，还是3星的咧，网上预定还很便宜，房间也还不错，就是有点老了，酒店估计有很长历史了', '短评打分': 5}
{'短评内容': '地处重庆沙坪坝区，就在三峡广场旁，交通便利，房间整洁，价格适当。', '短评打分': 5}
{'短评内容': '酒店位置很好，设施比较旧，但比较干净。\n早餐还是差了点，没有三星级的水平。', '短评打分': 5}
{'短评内容': '服务好', '短评打分': 3}
{'短评内容': '重庆大酒店地理位置不错，地处沙坪坝商业中心，外出办事交通很方便。酒店卫生不错，服务员也很热情，早餐也不错，总之影响还不错，下次还会考虑入住。', '短评打分': 5}
{'短评内容': '酒店真的很老了 三星级的 大堂还可以 房间装修很老 而且电视有收费频道不方便 我的同事不小心就花了点播电影频道费 周围环境还可以', '短评打分': 1}
{'短评内容': '重庆大酒店的地理位置比较合适，位于三峡广场边缘，沙坪坝商业中心，但是设施比较陈旧，洗手间太小。', '短评打分': 5}
{'短评内容': 'keyi hao  可以可以可以可以可以可以可以可以可以可以可以可以可以', '短评打分': 5}
{'短评内容': '房间太老,窗户坏掉.重庆价格比没有优惠.但是地点是不错.', '短评打分': 1}
{'短评内容': ' 设施虽然不算新，但很温馨。', '短评打分': 3}
{'短评内容': ' ok', '短评打分': 3}
{'短评内容': '，房间一般，设施有点陈旧，不过位置确实很好，很方便', '短评打分': 3}
{'短评内容': '在沙坪坝办事还是很方便，室内摆设的兰花、茶具，很有文化味道', '短评打分': 5}
{'短评内容': '服务还可以', '短评打分': 3}
{'短评内容': '地理位置优越，服务态度很好，设施条件较陈旧。', '短评打分': 5}
{'短评内容': '不好，地理位置很好，出行方便，但是硬件条件设施太差了，相比起地理位置的好，硬件简直是不能容忍。', '短评打分': 3}
{'短评内容': '除了感觉房子有点年头了外，其他的都相当不错。', '短评打分': 3}
{'短评内容': '就是感觉有点旧了，还有电视居然没有收到《江苏卫视》，其他的都还不错了', '短评打分': 5}
{'短评内容': '酒店设施装修风格比较陈旧，但地处沙坪坝繁华地段，出行方便，价格适中，值得推荐', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '下次决不会入住该酒店 尤其是自驾游者  酒店停车场无任何标识我稍一不留神错过就围绕酒店绕了三圈还要穿遂道  酒店的大堂和房间的', '短评打分': 5}
{'短评内容': '位置很好，卫生还可以，但是我说说不推荐的理由，一是价格太高，小套房438，还是打折价，房间实际很小，还是异型房，让人感觉很不爽；二是洗澡的不太方便，浴缸有，但是一般我都不用浴缸，怕不卫生，淋浴水太小，喷头不好用；三是房间隔音差，比较吵；四是窗帘不挡光，早晨影响睡眠；五是最大的问题，早餐说是9点30分，其实9点10分去基本就什么都没有了，实在太恼火。这样的酒店，这样的房间，说实在的，220元左右差不', '短评打分': 1}
{'短评内容': '+重庆大酒店位置很好，装修再好点就更好了', '短评打分': 5}
{'短评内容': '入住挺顺利，住宿条件意料之中，三星标准只能如此了，没什么惊喜。', '短评打分': 5}
{'短评内容': '+设施破旧,对不起重庆大酒店名字,服务还可以。', '短评打分': 5}
{'短评内容': '酒店的位置很好，早餐也很丰富，装修风格很喜欢，值得推荐。', '短评打分': 5}
{'短评内容': '服务很好、出行方便，早餐味好、花样不多，干净整洁、设施陈旧。', '短评打分': 5}
{'短评内容': '酒店的位置很好，也正因为此，周围环境有点吵，标准间A的设施也太旧了些，衣橱的门也是坏的，总之设施较差，与酒店的档次不符，但价格较便宜，性价比还可以吧。', '短评打分': 5}
{'短评内容': '+工作人员很热情处理问题很及时就是房间旧了点', '短评打分': 5}
{'短评内容': '服务很好，价格偏贵！', '短评打分': 5}
{'短评内容': '一般般，住住还行，适合商务出行，设施比较陈旧了', '短评打分': 3}
{'短评内容': '在沙区中心位置，干什么都方便。要的216的标准间A，房间设施陈旧，2003年住过一次，7年过去了，设施好像没换过，房型、里面的设施和一般的经济型联锁酒店差不多，唯一区别的就是三星级了，个人觉得一般般，适合商务住。', '短评打分': 1}
{'短评内容': '位置还可以，其他一般，可以住住', '短评打分': 5}
{'短评内容': '地理位置不用说，好的很，但是里面的条件就比较差了，可能是旧的原因，住起来不舒服，房间也不大，而且差不多200块的价格，感觉实在对不起这个价格，不过我住的是最便宜的那种，豪华间不知道装修怎么样，', '短评打分': 1}
{'短评内容': '比较满意', '短评打分': 5}
{'短评内容': '太陈旧了', '短评打分': 3}
{'短评内容': '还是可以，交通方便', '短评打分': 3}
{'短评内容': '太陈旧了', '短评打分': 1}
{'短评内容': '停车不方便，送客人到店后临时停车位都没法提供，在附近临停被罚了200，呜呜！', '短评打分': 5}
{'短评内容': '交通方便，靠近三峡广场，服务也不错。', '短评打分': 5}
{'短评内容': '设施太旧，车库太差，房间整体看不象三星宾馆。', '短评打分': 1}
{'短评内容': '很旧的酒店了，早餐不怎么样，房间隔音也不好，设施陈旧了。价格还行吧', '短评打分': 1}
{'短评内容': '设施陈旧，性价比不高。', '短评打分': 1}
{'短评内容': '房间太久了.', '短评打分': 1}
{'短评内容': '处沙坪坝中心位置，装修也挺有特色，值得推荐！', '短评打分': 5}
{'短评内容': '没有想象的好！', '短评打分': 1}
{'短评内容': '好烂的地方，没什么好说的了', '短评打分': 1}
{'短评内容': '酒店的设施略显老旧，但胜在比较干净卫生，而且住着也比较舒服。对得起三星级的评星。而且离三峡广场很近，逛街很方便。', '短评打分': 5}
{'短评内容': '位于三峡广场商业区,周边餐饮购物等配套设施非常齐全和便利;\r\n尤其附近银行非常集中', '短评打分': 5}
{'短评内容': '靠近三峡广场，方便是最大的优点', '短评打分': 3}
{'短评内容': '沙坪坝核心区，方便', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '除了位置。。一无是处。', '短评打分': 1}
{'短评内容': '这应该是比较老的酒店了，房间设施感觉比较陈旧，隔音效果不太好，大清早隔壁的房间关门的时候我那个床就会震动一下……搞得我还以为地震了……', '短评打分': 1}
{'短评内容': '酒店位置非常方便，下楼就是沙区的三峡广场，逛街购物非常便利，小吃也过，旁边紧邻重庆最好的中学：一中，清晨看到学生的晨跑，很有怀念学生时代的感觉。\r\n酒店大堂还算可以，但房间设施老旧，卫生一般。', '短评打分': 5}
{'短评内容': '去沙坪坝办事，不错的酒店，位于沙坪坝中心。酒店设施太陈旧', '短评打分': 3}
{'短评内容': '名字听起来还以为是很好的酒店，失望', '短评打分': 1}
{'短评内容': '酒店比较老了，但是中规中矩，还可以！', '短评打分': 5}
{'短评内容': '设施太旧了', '短评打分': 1}
{'短评内容': '位置很不错的，很喜欢住这个酒店', '短评打分': 5}
{'短评内容': '这个位置这个价格算是很不错的了，性价比还不错', '短评打分': 5}
{'短评内容': '靠近沙坪坝核心商业区', '短评打分': 3}
{'短评内容': '位置不错', '短评打分': 3}
{'短评内容': '在三峡广场附近，在沙坪坝办事的还算方便！\r\n\r\n', '短评打分': 5}
{'短评内容': '在三峡广场，地理位置好。但房间一般，服务一般，早餐一般。', '短评打分': 1}
{'短评内容': '这家饭店地点标示不清，找了几次才找到， 外面没有酒店的名字，尤其是夜晚招牌灯都不开，太不好找，下次不入住了。', '短评打分': 1}
{'短评内容': '还可以。距重庆大学不远。交通比较便利。第一次去重庆就选择了这家酒店，感觉性价比还是比较高的', '短评打分': 3}
{'短评内容': '太吵了   位置不好', '短评打分': 1}
{'短评内容': '整体感觉可以，价格适中，唯一就是设施感觉有点陈旧', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '价格便宜，适中，在步行街旁边', '短评打分': 5}
{'短评内容': '这次住的是老装修的\r\n就是感觉有点老\r\n还有就是早餐说是7点开始的,有点晚,而且7点过去基本没什么吃的,基本上要到7.30才可以上齐', '短评打分': 5}
{'短评内容': '早餐很一般，时间段倒是还可以（到九点半）。碰上下雨，还需要经过一小段露天的路（需要到顶楼然后再往上爬）。', '短评打分': 3}
{'短评内容': '附近环境还可以。就是比较老了。作为三星级，好像有点不太合适。', '短评打分': 3}
{'短评内容': '因为附近的科苑酒店满了，这次住这里。是个比较老的三星级了。到普通间，设施很一般。老式的浴缸。可能是因为潮湿，空气里有一股发霉的味道。调整到豪华间，打折以后三百多。房间大小一样，有个小飘窗，还不错（虽然一直没有看到太阳）。卫生间太小了！改成小浴室，然后盥洗台非常小，以至于几乎没地方放东西，还被我打碎一个漱口杯子！\r\n总体来说，性价比不高。', '短评打分': 1}
{'短评内容': '酒店较老，硬件设施较差，性价比不高', '短评打分': 1}
{'短评内容': '2005、2006年都去了重庆，住的都是重庆大酒店，选的也都是普通标准间，感觉很不错：卫生整洁、服务到位、设施还不算陈旧，所以这次仍旧选择了它，却发现它现在已今非昔比。酒店的服务仍然很不错，软件方面都还过得去，硬件现在可是太差劲了：玻璃窗外脏兮兮的；电器设施陈旧不堪；壁柜的门得用手托住才可开合；房间隔音极差；楼道里稍微有些响动，房间的门也会吱呀吱呀的响，弄得我这几晚无法睡得安稳......在酒店重', '短评打分': 1}
{'短评内容': '第一次来重庆，住的这家酒店，离重庆大学很近，还是挺方便的', '短评打分': 5}
{'短评内容': '地理位置相当好，银行、商场、美食都近在眼前，不过门前是单行线，有点不方便。', '短评打分': 5}
{'短评内容': '位置很好，对面就是三峡广场，重庆百货公司。', '短评打分': 5}
{'短评内容': '酒店很老了，感觉不是特别干净，设施也很陈旧，但是他的位置非常的好，很方便，所以我觉得还是比较值得的。', '短评打分': 3}
{'短评内容': '当时到酒店的时候已经很晚了,晚上休息的时候窗户是关上的,但是一直有一种声音老是在响,很均匀,不知道是什么,一晚上也没有休息好,不过房间的卫生还是挺干净的,设施还可以,酒店可能时间是有些久了,设施显得不是那么好了.当时走的时候丢了一套化妆品在屋里,不过后来还是及时的还给我了,这点还是挺满意的.总体来说还可以', '短评打分': 3}
{'短评内容': '整个酒店比较老旧像是80年代的,位置很好在市中心交通很方便,卫生服务很一般,性价比不太好.下次不会去了.', '短评打分': 3}
{'短评内容': '可以住', '短评打分': 5}
{'短评内容': '酒店服务卫生方面还是不错的,设施方面也比较齐全的,周边环境也还不错,价格方面如果再便宜点就更好了.', '短评打分': 5}
{'短评内容': '整体感觉不错，地理位置在市中心，很便利，就是设施条件有点陈旧了，价格合适，服务和卫生条件也不错，整体感觉性价比可以\n', '短评打分': 5}
{'短评内容': '酒店感觉有点陈旧,位置很好交通便利,设施比较老旧,卫生和服务还都是很好地,因为当时也是想找离办事地点比较近的酒店,所以只能选这家.', '短评打分': 5}
{'短评内容': '地理位置还算可以 就是有点旧 整体不错 值得一住', '短评打分': 5}
{'短评内容': '服务卫生方面还是不错的,价格也蛮实惠的.', '短评打分': 5}
{'短评内容': '价格便宜,但是安排的房间与网上介绍的不一样,环境差些,位置还不错,出行很方便,服务也很好', '短评打分': 5}
{'短评内容': '酒店挺好的,房间很干净也很舒适,就是价格有些偏高', '短评打分': 5}
{'短评内容': '位置挺不错的交通购物挺方便的,价格也比较合适.就是设施老旧些了.', '短评打分': 5}
{'短评内容': '在同样地段上的酒店，这个算是环境服务都比较不错，硬件设施，价格都挺合适的。', '短评打分': 5}
{'短评内容': '装修不太好，墙面比较旧，设施也不好，电视都是前几年那种老款式的，主要酒店的位置很方便', '短评打分': 5}
{'短评内容': '酒店很一般，设施有点陈旧，服务也一般，有一点优势就是位置还算是很方便', '短评打分': 5}
{'短评内容': '生态酒店,室内人工植物的摆设很有特色.豪标的房间很舒服.不足的是有年头了,窗子不好使.下次还会选择.', '短评打分': 5}
{'短评内容': '交通方便，环境好，服务热情', '短评打分': 5}
{'短评内容': '订的商务标间，刚进门就抽了口冷气，也太旧了吧！！！屋子漆成蓝颜色，三扇窗开不大也关不实。卫生间的排风扇，只有声音，没有风吸上去。那个木头床感觉80年代用的。总之感觉非常之不好，虽然服务员接到电话马上上来查看，态度还不错，但是总之感觉非常之不好。地理位置是不错，出门就是三峡广场，开门的老伯也都很可亲。回来看了360度的展示，强烈怀疑我住的那间是唯一没有装修的一间，大家如果入住，不要住1706啊～..', '短评打分': 3}
{'短评内容': '感觉一般,位置购物方便', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;前台服务达不到星级标准,服务小姐和大堂副理在认识自己正确的情况下,态度很傲慢.建议在提供服务的同时要注意沟通和方式方法.&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;地点很热闹就不说啦, 设施一般,楼顶的餐厅性价比很好.&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;前台的人不太专业, 也不够热情&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;酒店还不能达到新型商务四星酒店的标准,不过在重庆沙坪坝来说,此酒店新装修的客房设施与服务水平是原甚于同区的丽苑大酒店!&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '终于外面的路修好了，但是酒店的设施有点陈旧了，还是没有改变。前台的工作熟练程度好像没有原来的了，住店的人现在也很杂，其中来开政府会议的人很多，没事就在电梯里面抽烟，味道很大。不过这不能说是酒店的问题。', '短评打分': 5}
{'短评内容': '在重大度过4年的青春岁月,对沙坪坝的一草一木都充满了感情,不谦虚的说咱也算个重庆通.毕业这么多年了出差还是自费的回去过几趟,重庆日新月异的变化让我欣慰,而重庆大酒店是我不变的选择,每次的感觉就像是到家了.', '短评打分': 3}
{'短评内容': '豪华房不错，布置温馨，小巧精致，床上用品很舒适。酒店的绿色主题及文化氛围颇有特色，床头的两本城市旅游特色介绍对于初来者尽快了解这个城市真是有很大的帮助。', '短评打分': 5}
{'短评内容': '房间较老，不过价格便宜', '短评打分': 5}
{'短评内容': '大厅有特色，不仅有名人字画，还有精美的鱼缸，很有文化氛围。房间的阳光窗很好，服务不错，价格适中。', '短评打分': 5}
{'短评内容': '第一次入住，迎宾老人非常礼貌，感觉很亲切，给人很好的印象。房间好，非常喜欢，设施齐全，很舒适，性价比好。', '短评打分': 5}
{'短评内容': '我是第一次入住，感觉环境和设施都不怎么好，且上网还要收费。现在很多酒店都是免费上网。而且房间设施比较陈旧，性价比不高。相比之下，重庆宾馆比这儿好多了，上网免费不说，且房间设施也比较新，环境也优雅。下次来还是选择重宾。希望重庆大酒店在这方面还要多多改进。', '短评打分': 3}
{'短评内容': '尊敬的Yzliu：&lt;br /&gt;\n  您好！对您提出的意见，我店作以下反馈说明：&lt;br /&gt;\n  我店地处重庆市科技文化中心—沙坪坝区繁华地段，酒店对面便是沙区商业步行街。我店本着把利益直接让给客人的经营思路，在房价的制定上趋于经济实惠，如我店准四星档次的豪华客房A类：价格仅为328元（含早）；豪华客房B类：价格为268元（净房价）。故在网上的销售价格与我店的柜台执行价格差异', '短评打分': 5}
{'短评内容': '我在这里住过一次，是普通标间，感觉还不错，房间有临街的窗子，房间内的设施也很好，我已经又预定了，这次是豪华标间，我想应该更好吧，我觉得这里的性价比很高', '短评打分': 3}
{'短评内容': '如果你到沙坪坝，重庆大酒店是一个不错的选择，不过一定要选择豪华标间以上的房间，新装修的各种特色生态房，住的还是挺舒服的。就是早餐比较差。', '短评打分': 5}
{'短评内容': '很好好啊...我今年春节前几天去住了...真的很好..各方面都很棒..我马上又去住那咯，,...', '短评打分': 5}
{'短评内容': '请问普通标间的情况好不好？房间都是临街的吗？有没有背街的呢？', '短评打分': 3}
{'短评内容': '房间不错，从我在重庆住过的所有酒店来看，价格和性能比是最好的。虽然酒店大堂正在改造升级，出入有些不便，但服务和房间都出人意外的好。希望装修完后，还能保持同样的价格', '短评打分': 3}
{'短评内容': '整體來說&lt;br /&gt;\n不錯ㄌ啦&lt;br /&gt;\n價錢那麼低-&lt;br /&gt;\n不過最近沒有附早餐ㄌ&lt;br /&gt;\n要自己買-&lt;br /&gt;\n入住也有 78 次&lt;br /&gt;\n感覺蠻方便ㄉ', '短评打分': 3}
{'短评内容': '国庆期间入住重庆宾馆，感觉这里最大的优点是交通极其便利，过马路就是步行街。距新世纪、重百、明日百货、立洋百货、沙坪电影院……极近，吃、喝、玩、乐方便极了，我想这里是女性朋友在沙区入住的最佳选择；室内环境不错，只是楼体外观太过显旧，大堂不够漂亮，电梯速度实在太慢。还有就是大堂门口的白发迎宾很有绅士风度，给我的印象较为深刻。', '短评打分': 3}
{'短评内容': '房间很旧，服务很差。', '短评打分': 3}
{'短评内容': '楼下的，离重庆大学大慨400米', '短评打分': 3}
{'短评内容': '请问该酒店离“重庆大学”有多远？', '短评打分': 3}
{'短评内容': '不错，装修风格富丽优雅,绝对物有所值.但如果你只是想享受客房的舒适,这里是首选.比较喜欢的是豪华大床房，舒适的大床尺寸应该有2M*2M， 好舒服。自助早餐也蛮合我的胃口。周围环境较好，走去步行街也蛮方便的。1分钟左右散步就到了。&lt;br /&gt;\n&lt;br /&gt;\n&lt;br /&gt;\n&lt;br /&gt;\n', '短评打分': 3}
{'短评内容': '在房间里，感觉真好，房间很不错，应该有四星的标准。尤其是可以宽带上网，太爽了。缺点就是大厦外观旧点，房间里配的网线质量比较差。装修了就是不一样，比我上次入住的感觉简直是天壤之别，躺在床上，看看书，哦，听听MP3，爽。想想，他们早该装修了，要不然我就另选酒店了，不过现在就常住这了。&lt;br /&gt;\n&lt;br /&gt;\n&lt;br /&gt;\n&lt;br /&gt;\n', '短评打分': 3}
{'短评内容': '客观的讲，酒店的软件就是服务还是相当不错的，服务热情而且很到位，就是硬件稍差点，不过好像是在装修，以后可能会好的多。还有就是距离火车站实在太远，10多公里的，根本不是所谓的2公里（2公里好像是指火车北站？），住一天，光交通费就增加很多，不知道划算不划算？', '短评打分': 3}
{'短评内容': '按照直辖城市的物价标准，328元能够达到这个水平，应该说是比较不错的。房间整体可以，入住后也没有特别的不舒服的感觉，浴室也挺干净的。总之，如果住客不是非常挑剔而且不是酒店行业评论员的话，是一家完全可以被大多数人接受的酒店。&lt;br /&gt;\n&lt;br /&gt;\n', '短评打分': 3}
{'短评内容': '酒店居然没有整理卡，还得打电话告诉前台麻烦。早餐时间提前太早了，9点半不到就开始收拾了，搞得我自己都不好意思继续用餐了，服务员好象在催你快走一样，收拾餐具的动作也太快了吧。', '短评打分': 3}
{'短评内容': '电话骚扰不断，，，硬件比较糟糕！！请不要再次上当！！吸取我的教训！！！！！！！！！11', '短评打分': 3}
