{'短评内容': '服务态度好', '短评打分': 5}
{'短评内容': '已经多次入住这家店了,以前的服务员态度都很好,业务也熟悉.但这次带朋友一起住的时候,前台的服务员对业务好像很不熟悉,也不见有老人员带,影响到我和朋友的心情.建议酒店在培养新人的时候一定要有业务熟悉的老人带一下,不然半天弄不好一个入住手续,让客人心烦', '短评打分': 5}
{'短评内容': '早餐相当不错哈！马桶有点旧了！师傅还来修过一次！', '短评打分': 5}
{'短评内容': '商务大床房，房间好大呀，卫生间也大，水热的也很快，服务态度也好，很满意！推荐！', '短评打分': 5}
{'短评内容': '周边环境不错，毗邻酒吧一条街。我住的大床房，房间设施还可以，就是小了点。不足：袋泡的茶居然还要收钱。', '短评打分': 5}
{'短评内容': '  可以', '短评打分': 3}
{'短评内容': '服务员态度不错，大厅过道都很干净，只是确实如一些顾客说的，房间设施比较陈旧，我住的那个有些应该已经翻新过了，不过空调肯定没换，噪音有点大，制热效果也不好，另外怎么什么都要钱啊，连包茶都要钱.....无语了，还有被子上有两块黑色的污渍，都没洗干净的，我是翻过被子来发现的，当时也懒得找人换，就将就了，总的来说，除开空调响被子脏，其他都还能接受，给中评，空调就不指望了，一时半会换不了，希望被套床单的清洁', '短评打分': 5}
{'短评内容': '轻轻的我来了、正如我轻轻的走了、挥一挥手、安逸的姑娘我一个没带走', '短评打分': 5}
{'短评内容': ' 环境不错,房间干净.卫生.下次出差我还会选择这里', '短评打分': 5}
{'短评内容': '非常喜欢这家啊，这是第二次入住了，离川大很近', '短评打分': 5}
{'短评内容': '酒店很安静，设施也非常不错，值得推荐，在成都这个地方，性价比算高的', '短评打分': 5}
{'短评内容': '第二次入住，感觉不错，今后还会继续再次入住', '短评打分': 5}
{'短评内容': '不错，干净舒适', '短评打分': 3}
{'短评内容': '服务态度不错，房间环境可以，空间很大。.........................', '短评打分': 5}
{'短评内容': '第二次入住，很干净，较新，性价比高，值得推荐', '短评打分': 5}
{'短评内容': '大床房更适合情侣住，因为房间很小，但是还算温馨干净。', '短评打分': 5}
{'短评内容': '酒店不错,早餐也可口.就是突然停电,总台都没有事先通知一声', '短评打分': 5}
{'短评内容': '房间有点小，环境还不错，挺干净的，大床房2个人够睡', '短评打分': 5}
{'短评内容': '性价较好的连锁酒店，房间较干净，但面积较小。', '短评打分': 5}
{'短评内容': '位置很好，庭院式布局环境十分静，卫生也很好，就是单间面积太小，非常适合喜欢安静独处的人', '短评打分': 3}
{'短评内容': '离香格里拉酒店近，旁边还有川大及酒吧街，早餐不好', '短评打分': 5}
{'短评内容': '强力推荐，我在网上预定晚上11点（其他好多店只能留到6点）到，等我10点57到的时候，店方还把房间给我保留着。当时前台都有好几位等着要房间的，店方都仍然没有让出来。之前我也没通知店方，店方也没有催我，很好 ，很诚信。这只是优点之一。\n之二：昨晚（10月30日）的前台服务员彬彬有礼，耐心解释，服务周到，强烈建议店方给他们表扬，发奖金啊！\n之三：我定的135的大床房，房间整洁，环境温馨，而且又不吵，一', '短评打分': 5}
{'短评内容': '环境还可以，但房间偏小，没有衣柜，背包等物品没地方放，只能放在地上。我住的是大床房', '短评打分': 5}
{'短评内容': '第二次住这家店了，还算不错的，就是两次都没有电吹风用，希望酒店能再添置一些这样的小电器。', '短评打分': 5}
{'短评内容': '好的', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '靠近香格里拉，风格类似锦江之星，性价比高。', '短评打分': 5}
{'短评内容': '酒店环境不错，房间可以，空间比较大，热水提供到位。但门锁设施就差了，刷卡的时候打不开，希望改进下。还有早餐比较一般，希望下次来能提供些牛奶之类的早餐。位置也很一般，在一环路东五环边，出去吃饭就不容易。总体来说还是可以的。', '短评打分': 5}
{'短评内容': '隔音效果有点差，其他都还不错，安逸小厨的自助早餐是亮点。', '短评打分': 5}
{'短评内容': '房间的格局还可以，就是隔音不好。有点吵闹。\n', '短评打分': 5}
{'短评内容': '房间的布局很好，有家的感觉，厕所热水很好，很舒服。\r\n热水是一个旅店很重要的评价标准，如果一个旅店水量很小，水又不热，住着都不舒服。\r\n但是总台的服务差点，客人都来了可是还是在自故自的和其他工作人员说事情，应该把客人的事情处理了先吧，希望下次有所改进。', '短评打分': 5}
{'短评内容': '最大的感觉就是很安静。酒店位置不错，性价比也可以', '短评打分': 5}
{'短评内容': '不错，就是卫生间小了些，不过和价位想必很好。而且服务人员态度很不错，很感谢帮助我女儿梳理头发。呵呵。九眼桥附近公园和娱乐设施很多，交通也还可以，特别是离川大很近，步行即可。酒店的介绍非常实在，推荐入住。', '短评打分': 3}
{'短评内容': '酒店的性价比还是不错的 下次可以考虑再住', '短评打分': 5}
{'短评内容': '连续住了3天，觉得还是不错~~位置交通方便~一环路上~~', '短评打分': 3}
{'短评内容': '房间比较干净，价格也还算适中~位置在九眼桥头交通业方便~~', '短评打分': 5}
{'短评内容': '酒店不错,在同段酒店中性价比高,且住起来也很舒服,安逸!', '短评打分': 5}
{'短评内容': '+挺好 方便', '短评打分': 5}
{'短评内容': '各方面都不错，除了吃饭要到马路对面的巷子里；不过性价比已经很高了', '短评打分': 5}
{'短评内容': '房间较小，但还舒适。餐厅小厨做的菜太难吃了！建议菜品上能做改进。', '短评打分': 3}
{'短评内容': '综合各方面的考虑，这家还是很不错的，惟一的缺陷是押金要的太多了。。呃。。还会再住的，呵呵', '短评打分': 5}
{'短评内容': '还算不错了，就是我是订的165元的房，早上退房的时候还是收我168元，我想到3块钱就懒得找她说了。', '短评打分': 5}
{'短评内容': '好处：足够干净卫生，空调制冷不错，洗澡的热水很舒服，有专门晾衣服的一个小空间，宾馆的地段位置不错。值得推荐一下~\r\n\r\n不足：房间不是很大（不知道是不是都这样大小），刚开门房间的气味有点重，不过敞一会儿就好了。标间里电视只对着一个床，电视很有几个频道都是雪花- -另外桌子稍微窄了些。\r\n', '短评打分': 5}
{'短评内容': '房间太小', '短评打分': 5}
{'短评内容': '性价比不错,卫生也还好,下次还会选择', '短评打分': 3}
{'短评内容': '我觉得这个酒店性价比还不错，就是足疗是史上最差的。', '短评打分': 3}
{'短评内容': '我觉得是一家性价比很不错的酒店，卫生、安静，早餐也不错。', '短评打分': 5}
{'短评内容': '酒店设施非常差，看起来很旧，商务大床房很小。对不起160多的价格。还有，房门很紧打不开，用脚轻轻一碰就出了个洞，竟然要我们赔600元，后来协商赔了200元。实在是很生气！！总之再也不会住这家店 。', '短评打分': 1}
{'短评内容': '酒店设施很简陋.建议还是选择别的酒店吧.', '短评打分': 3}
{'短评内容': '还好吧 很干净  就是稍微有点小 不过不要紧 还是不错的', '短评打分': 5}
{'短评内容': '价格在周围算比较划算的了，但是房间比较小，没有衣柜,地理环境不错，出门不远就有公交车站，一环路上，出行方便。', '短评打分': 5}
{'短评内容': '都还不错，房间较小~床有点硬~交通、卫生、价格这些方面都比较满意。', '短评打分': 5}
{'短评内容': '临街的房太吵了、不过后来住了四天509的标间，还真的蛮不错的。这里挺干净的，让旅客住得舒服。还有、服务的人都挺热情的！\r\n不过后四天的价钱是按就这给的，但从网站上定可以反80块……这样就是网站订合适了……\r\n', '短评打分': 5}
{'短评内容': '地理位置座车方便，但吃东西就不很方便了，比起抚琴西的那家店装修旧了点，但是服务很好', '短评打分': 5}
{'短评内容': '服务态度很好，性价比挺高的。135还含早，热水也快。', '短评打分': 5}
{'短评内容': '赞一个!各方面都不错!值得推荐!下次还来!嘿嘿~', '短评打分': 5}
{'短评内容': '最近住过7天和安逸158，价格差不多，不过更喜欢昨晚的安逸158，特别是早饭，那个叫丰盛啊！', '短评打分': 5}
{'短评内容': '为了赶第二天早上的机场巴士，特意选的这个地方。离春熙路、五桂桥公交总站都不远，但离耍都远，要是为玩的朋友，不建议住这儿。', '短评打分': 5}
{'短评内容': '很干净小巧舒适也很安静，值得推荐', '短评打分': 5}
{'短评内容': '很好 不错 就是住的旁边吃的少了些 一切都OK.', '短评打分': 5}
{'短评内容': '酒店保洁阿姨态度真的很好，人也很热情，赞一个。\r\n但是最后退房的时候，前台接待员态度真的太慢了！！！\r\n而且是眼大嘴小的感觉，4个接待员站在那里，\r\n不管是退房的还是check-in的，只要来一个人，她们就要一个人的资料身份证收据等等，然后要了以后就把大家凉在旁边，感觉她们手忙脚乱的，但是根本不能有条理的处理事情。', '短评打分': 5}
{'短评内容': '半夜来电话问要不要足浴.....打扰我们的好事.......', '短评打分': 5}
{'短评内容': '酒店还不错，价格便宜，订了个套间，就是小卧室面积太小，仅够放一张床的。', '短评打分': 3}
{'短评内容': '性价比不错，别的也想不出来哪里好，上次住的时候赶上暴雨停电，只好走楼梯。', '短评打分': 5}
{'短评内容': '房间很舒适，干净，好评。', '短评打分': 5}
{'短评内容': '421房间不错 晚上安静 空调效果可以 也安静  房间空间大  卫生间也大', '短评打分': 5}
{'短评内容': '房间太小,早餐一般。但是入住客人较多，大概是价格还可以吧', '短评打分': 5}
{'短评内容': '房间总体来说还是比较好的，但是卫生间里居然有烟头，卫生就不太好', '短评打分': 1}
{'短评内容': '我早上5点退房可惜没有电.电梯也没开.害的我要抹黑拎着行李爬4层.郁闷死.', '短评打分': 1}
{'短评内容': '值得推荐的酒店，酒店前台很热情，位置也好，去各景点都比较方便', '短评打分': 5}
{'短评内容': '总体说来还是不错的。就是一些细节还有待改善，比如说马桶的按钮按下去后就弹不起来了，7楼的水不稳定，洗澡时水有时要断流。没有驱蚊器，只有等蚊子来咬了。其他都不错，性价比还可以。', '短评打分': 5}
{'短评内容': '   这家安逸158确实值得推荐，前台服务热情，设备设施齐全，房间整洁干净，地理位置也不错，休息很舒服，就像是回家的感觉，安逸！\r\n   另外餐厅也很漂亮，早餐很丰富，我下次一定还会选择这个酒店，也会介绍给我的朋友。是一家真正值得推荐的酒店。', '短评打分': 5}
{'短评内容': '酒店房间有点小，不过也足够用了，设施基本齐全，服务态度非常好。位置也还不错，总的来讲性价比不错', '短评打分': 5}
{'短评内容': '空调声音吵死人！换个房间空调声音更加大吵人 外机声音都有！空调效果也不好！', '短评打分': 1}
{'短评内容': '感觉非常好的酒店，值得推荐', '短评打分': 5}
{'短评内容': '配套服务细致周到。但是，总台不提前告知退房时间，而且，非会员是需要提前一小时（下午1点前）退房，弄的客人手忙脚乱的收拾东西。打扫房间的员工很认真很负责。', '短评打分': 3}
{'短评内容': '很方便', '短评打分': 5}
{'短评内容': '地理位置不错，餐厅的服务和菜品很好\r\n只是卫生间的东西有点感觉不是很好', '短评打分': 5}
{'短评内容': '下次会再来住的。', '短评打分': 5}
{'短评内容': '房间太小了 除了床 基本没有什么别的空间', '短评打分': 1}
{'短评内容': '推荐给我的朋友', '短评打分': 3}
{'短评内容': '性价比很高，而且还提供免费早餐，就是房间不是好大。里面空气有点闷', '短评打分': 3}
{'短评内容': '前台收银服务态度特别的差', '短评打分': 1}
{'短评内容': '服务很不错！不过就是房间太小了 床也太小了还是所谓大床房- -！', '短评打分': 5}
{'短评内容': '刚刚在这家店住过4个晚上，感觉个方面都还可以。\r\n一个缺点是，窗户上没有纱窗。在潮湿的夏季开了一天的窗， 换来一身蚊子咬的疙疙瘩瘩。', '短评打分': 5}
{'短评内容': '比较差但地点好', '短评打分': 5}
{'短评内容': '酒店位置还是好找。就是附近吃的太少了。房间还行，1楼，就显得有点潮湿了。卫生间太小了。电视效果一般，有些台不是很清楚，空调效果很好，还算安静。总体来说，安逸158还算不错的，干净，整洁，服务太多都还好。住的大床房。', '短评打分': 5}
{'短评内容': '酒店还不错，早餐太单调了，每天都是那几种食品，在那里住了6晚，早餐都吃腻了。被单和洗漱用品不是很经常换。建议这些地方要改进下。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店位置虽偏，但出门82路公交非常方便。性价比较高。', '短评打分': 5}
{'短评内容': '房间有点小   服务不错   性价比是王道~', '短评打分': 3}
{'短评内容': '环境不错，位置也还好，只是去的那段时间在施工，还有有个窗户关不严...', '短评打分': 3}
{'短评内容': '网速不行  早餐一般  服务热情   设施简单 住房有些陈旧了   总体感觉，性价比不错~', '短评打分': 3}
{'短评内容': '住的是大床房，除了桌面有少许灰尘，被套的一条边是破的外，其他方面感觉都很好，环境安静，因为位于一环路，出门不远处就有公交站，交通很方便，里面的设置都很不错，洗浴的水很大，所以冲澡很爽快', '短评打分': 5}
{'短评内容': '典型的经济型酒店，从性价比上看，是一家还不错的酒店，该有的基本都有，含早餐，总体来说行。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '房间比较小，卫生比较一般，卫生间特小。不过在成都这个性价比还是可以的。', '短评打分': 5}
{'短评内容': '服务挺好  所住的大床房房型  太过紧凑  写字台太小  放了电脑，两个人的东西就不太放得下了  。   房间很安静  走廊的地毯踩起来软软的  很舒服      \r\n总的来说   对于旅游城市    这个酒店的性价比还算挺好的', '短评打分': 5}
{'短评内容': '总体比较满意', '短评打分': 5}
{'短评内容': '这家安逸158就坐落在成都夜生活丰富的九眼桥区域，周边有著名的小酒吧一条街和夜店一条街，更有豪华的香格里拉大酒店就在旁边。酒店是由之前的星级宾馆“薛涛宾馆”改建而成，因此相关的硬件设施都比较齐全也比较正规。酒店的房间稍微小了些，不过倒是舒适。卫生间也有点小，不过应付基本的需求还是没有问题的。酒店离前面的一环路有好几米的一段距离，因此整个酒店都很安静。价格很合理，还包含早餐，真是性价比非常高的一家正', '短评打分': 5}
{'短评内容': '值得推荐', '短评打分': 5}
{'短评内容': '酒店位置还错，值得推荐哈！', '短评打分': 5}
{'短评内容': '不是第一次住安逸了 感觉就像回家了！值得推荐而且还提供早餐。。。', '短评打分': 5}
{'短评内容': '位置还可以', '短评打分': 5}
{'短评内容': '住的感觉还可以', '短评打分': 3}
{'短评内容': '一般而已', '短评打分': 5}
{'短评内容': '设施不够完善  要是在大堂在设置一台可以上网的公用电脑就好了', '短评打分': 5}
{'短评内容': '酒店服务还可以', '短评打分': 5}
{'短评内容': '朋友反映不错！', '短评打分': 3}
{'短评内容': '首先总台服务的一点儿都不热情，房间很小，窗户还是烂滴，半夜旁边居民KLOK&#183;&#183;最不好的是居然枕套都没有换！！还大一股汗味，就是没有洗头那种味道&#183;&#183;再也不会来这里了。', '短评打分': 1}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': '酒店真的不错', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '房间很干净，设施可以，洗澡的地方有点小，性价比较高，位置很不错交通方便！总体感觉还比较温馨，就是大堂有奇怪的味儿', '短评打分': 5}
{'短评内容': '很不错的酒店', '短评打分': 5}
{'短评内容': '服务不行', '短评打分': 1}
{'短评内容': '还行，早餐不好，里面居然看到虫', '短评打分': 5}
{'短评内容': '位置及其环境不好，', '短评打分': 1}
{'短评内容': '总体来说还可以，就是地面不是很干净，隔音不是很好', '短评打分': 5}
{'短评内容': '住的房间有异味', '短评打分': 3}
{'短评内容': '性价比还不错', '短评打分': 5}
{'短评内容': '标间挺宽敞的 早餐也丰富 要是房间每天能送两瓶矿泉水就好了 ', '短评打分': 5}
{'短评内容': '没有7天的好，也不够舒适，早餐也一般！', '短评打分': 1}
{'短评内容': '价格有点偏高，但是地理位置很好，服务也还满意', '短评打分': 5}
{'短评内容': '性价比很高。', '短评打分': 5}
{'短评内容': '已经多次入住这个酒店了，性价比不错，重要是干净卫生', '短评打分': 5}
{'短评内容': '还不错。性价比可以。比7天和如家要好！', '短评打分': 5}
{'短评内容': '交通方便', '短评打分': 5}
{'短评内容': '总体感觉还不错,就是比较难打车', '短评打分': 5}
{'短评内容': '设施陈旧，我们只住了一天就搬到斜对面的酒店了，不会再来', '短评打分': 1}
{'短评内容': '位置不错，由于粮酒会的原因，价格有些高。', '短评打分': 5}
{'短评内容': '房间小巧，很不错~~设施很乖~就是淋浴的地方比较狭窄，不好住转身', '短评打分': 5}
{'短评内容': '再次来成都还是入住这里。好找方便经济', '短评打分': 3}
{'短评内容': '还行吧，我又入住了', '短评打分': 3}
{'短评内容': '相对还是不错的', '短评打分': 5}
{'短评内容': '这个价位来说，性价比很高，服务很好，不错!', '短评打分': 5}
{'短评内容': '地理位置和设施都还可以,就是优费的太少了\r\n.', '短评打分': 5}
{'短评内容': '整体来讲，位置还可以，比较方便，就在1环路边上，比较好找。离新南门旅游集散中心比较近，只有3站左右，周围有82路，途经新南门、武侯祠、杜甫草堂、终点茶店子长途站。\r\n入住的203房间，还算安静，就是写字台灯只有灯座没有灯泡，被子比较薄，睡得比较冷，枕头也很矮，加的被子有霉斑。\r\n卫生间的厕纸架位置涉及有问题，本来卫生间空间小，架子挤在马桶和洗手池中间，卫生纸很容易湿，又没有遮盖的，很不方便。', '短评打分': 5}
{'短评内容': '还可以，价格还将就。', '短评打分': 5}
{'短评内容': '干净 初次住宿 不错', '短评打分': 5}
{'短评内容': '不错 性价比很高，服务质量也可以。', '短评打分': 3}
{'短评内容': '房间小了点，卫生间大了点（标准间，卫生间的面积估计差不多和房间的一半大小了）。服务态度很好，很干净，只是窗户关不紧（改装有问题），电源按钮有一个快掉了。', '短评打分': 5}
{'短评内容': '破地板，脏地毯来形容不为过\r\n\r\n房间的空调动静很大', '短评打分': 1}
{'短评内容': '卫生状况不错，服务态度不错，地段偏了一点。原以为一环路边应该比较热闹，可是饭店周围比较冷僻，洗澡水小了一点，空调声音响了一点，送的早餐是千年不变的，其他基本过得去，看在价格和卫生状况、服务态度不错，总体还能接受。', '短评打分': 5}
{'短评内容': '总的来说服务比较好，只是morning call没有做到准时叫醒，早餐做得比较好。虽然设施不是特别好，但还是可以接受。位置比较好，隔河对面就是条酒吧街，晚上可以走过去坐坐。总的来说还可以。', '短评打分': 5}
{'短评内容': '主要特点就是便宜，门市价格最便宜的大床房才138元，但便宜带来的就是床铺被子和褥子太薄太薄，空调噪音大，而且制热效果不明显，晚上睡觉不够舒服。还有就是服务态度还不错，推荐在春秋天在不需要空调的季节过去，炎热的夏季，空调的制冷效果尚不清楚\r\n\r\n', '短评打分': 3}
{'短评内容': '地理位置不错。。性价比也可以。。就是房间不如其他店大些。。总体来讲还算可以吧。。比较快捷方便。。', '短评打分': 5}
{'短评内容': '房间太小。网络太慢了！', '短评打分': 3}
{'短评内容': '主要特点就是便宜，门市价格最便宜的大床房才138元，但便宜带来的就是床铺被子和褥子太薄太薄，空调噪音大，而且制热效果不明显，晚上睡觉不够舒服', '短评打分': 1}
{'短评内容': '经济实惠,交通方便.', '短评打分': 5}
{'短评内容': '性价比很高', '短评打分': 3}
{'短评内容': '卫生不错很干净,设施完善,地理位置交通方便,服务热情周到,性价比不错的酒店,值得推荐', '短评打分': 3}
{'短评内容': '第二次住居然地板是裂的，都翘起来了。虽然换了一个房间，但感觉很不好。', '短评打分': 1}
{'短评内容': '很舒适,交通很方便', '短评打分': 5}
{'短评内容': '酒店在市中心,很方便,房间里面也挺干净的,而且早餐还可以,价格也比较优惠,适合家庭旅游.', '短评打分': 3}
{'短评内容': '服务效率真的很一般，管理很不到位，房间很小且卫生间的水盆真的太小了，只有两只小手那么大，水温不稳定且水压小得可怜，空调晚上开到31度还是跟没有开一样很冷。餐厅的菜贵得很，简直是在杀猪的价格。', '短评打分': 1}
{'短评内容': '房间小的惊奇！', '短评打分': 5}
{'短评内容': '条件还可以！就是房间有点小！其他没的什么不好的！', '短评打分': 5}
{'短评内容': '比较小，服务都还挺不错的，很干净，出入交通也还比较方便，价格便宜', '短评打分': 3}
{'短评内容': '酒店位置还不错，离火车站稍微远了点，网速慢了点。其余还不错', '短评打分': 3}
{'短评内容': '离火车站远了点。其他都不错', '短评打分': 5}
{'短评内容': '房间很小，没有挂衣服的位置 很不舒服', '短评打分': 1}
{'短评内容': '我觉得性价比一般，主要是房间里设施有点差，别的还可以', '短评打分': 3}
{'短评内容': '不错的酒店，就在九眼桥头不远', '短评打分': 5}
{'短评内容': '房间的卫生和设施方面还是不错的,很符合酒店的价位,位置也可以出行都很方便,是一家性价比比较高的酒店.', '短评打分': 3}
{'短评内容': '这个酒店的位置还算可以，硬件条件我觉得很不错，服务也很到位，价格又便宜，很不错。', '短评打分': 3}
{'短评内容': '位置有点偏，出行不方便，不好打车，早餐不好，服务一般，房间的卫生和设施还可以，就是卫生间漏水，总的来讲性价比一般吧', '短评打分': 3}
{'短评内容': '房间太小。网络太慢。床很大。', '短评打分': 5}
{'短评内容': '位置很好自己开车去很找，设施，卫生，服务这些在这种经济型酒店里还算是不错的了。比较满意。', '短评打分': 3}
{'短评内容': '这家店服务热忱,价格合理,地理位置也不错!', '短评打分': 5}
{'短评内容': '真的很不错啊，位置好，九眼桥附近，一环路内侧，价格也不高，工作人员的服务态度也非常好。', '短评打分': 3}
{'短评内容': '那里的服务不错，恨温馨。位置也是一级棒，紧邻九眼桥，一环路内侧。大家到成都的话可以优先考虑啊，而且很重要的一点是，价格不贵，100左右。真的太难得了。', '短评打分': 5}
{'短评内容': '135的房间有点小，就是一张床和卫生间。还有宽带没连接线，只有一个接口。不过卫生和设施还算可以，价格适中。', '短评打分': 5}
{'短评内容': '内部设备一般！', '短评打分': 3}
{'短评内容': '我住了两天，房间打扫卫生的时候不是特别及时。性价比还是比较高的，交通方便。', '短评打分': 3}
{'短评内容': '卫生不是很好,设施还行,地理位置打车比较方便座公交不方便,价格比较便宜.', '短评打分': 3}
{'短评内容': '房间有点过小,卫生不错，周围环境还好……喜欢他的浴室', '短评打分': 5}
{'短评内容': '成都的这家位置还是很好找的，酒店的卫生和设施很不错。服务也还蛮周到热情的，是旅游度假不错的选择，整体来看还是一家性价比较高的酒店 值得推荐', '短评打分': 3}
{'短评内容': '酒店蛮经济实惠的,值得推荐', '短评打分': 3}
{'短评内容': '地理位置很好，距川大还有酒吧街，客运站很近。不足之处，牙刷只提供了一份，不过向酒店要他们马上送来了，希望以后能根据入住人数直接放好。', '短评打分': 3}
{'短评内容': '地理位置很好，距川大还有酒吧街，客运站很近。不足之处，牙刷只提供了一份，不过向酒店要他们马上送来了，希望以后能根据入住人数直接放好。', '短评打分': 5}
{'短评内容': '上次提出没有针线包这一问题后，这次去发现酒店提供免费针线包了。', '短评打分': 5}
{'短评内容': '还算干净，屋子有点小，窗子不让打开，有点闷，小厨卫倒还好不过有点贵,早餐不是很好，豆浆是冲调的，不好喝，变化少，而且不准时', '短评打分': 5}
{'短评内容': '安静卫生', '短评打分': 5}
{'短评内容': '卫生和态度都很好！就是设备有点旧！', '短评打分': 5}
{'短评内容': '房间比较干净，位置也不错，交通比较便利，就是设施一般，总的来说感觉还可以 ', '短评打分': 5}
{'短评内容': '服务态度很好，但酒店里面的设施差了些，酒店的地理位置挺好的，交通很方便', '短评打分': 5}
{'短评内容': '酒店比较一般,只是离办事地点比较近才选的这家酒店,不如如家这些酒店,卫生还不错,服务一般.', '短评打分': 5}
{'短评内容': '缺点是隔单稍差,早餐不太好,其他的都还说得过去,性价比还行', '短评打分': 5}
{'短评内容': '就是快捷酒店,除了隔音效果不太好,其他都还可以', '短评打分': 5}
{'短评内容': '这家酒店位置市中心交通还是蛮便利的，入住起来也蛮舒适的，即经济又干净，值得推荐', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都一般了，酒店位置不方便的，坐公交车不方便的，价格还可以的', '短评打分': 5}
{'短评内容': '除了设施条件有些陈旧了,其它方面还是不错的.', '短评打分': 5}
{'短评内容': '我感觉卫生间的面积挺大，但设施很小，很不协调，周边环境还不错，交通挺方便的，价格也蛮合适的。', '短评打分': 5}
{'短评内容': '房间挺干净的，服务也不错，总的来说性价比还可以，值得推荐 ', '短评打分': 5}
