{'descr': '房间小，但还算干净。这个价格，也算很好了。', 'star': 3}
{'descr': '酒店地处水游城边，逛街地铁都很方便，环境也不错，但房间略显小，木饰装修不够现代，最大的问题是房间内不提供吹风机，前台也总是借不到，还有大床房却只提供一套毛巾，两人用有些不够。不提供浴帽。', 'star': 5}
{'descr': '酒店地处水游城边，逛街地铁都很方便，环境也不错，但房间略显小，木饰装修不够现代，最大的问题是房间内不提供吹风机，前台也总是借不到，还有大床房却只提供一套毛巾，两人用有些不够。不提供浴帽。', 'star': 5}
{'descr': '很好，酒店管理很先进，卫生很干净，服务很热情。周边购物很方便，一切满意', 'star': 5}
{'descr': '很好，酒店管理很先进，卫生很干净，服务很热情。周边购物很方便，一切满意', 'star': 5}
{'descr': '帮日本客人订的，客户反映很好，而且价格不贵。只是找出租车比较费劲。', 'star': 5}
{'descr': '帮日本客人订的，客户反映很好，而且价格不贵。只是找出租车比较费劲。', 'star': 5}
{'descr': '干净卫生安全。。。。。。。。。。。。。。', 'star': 5}
{'descr': '干净卫生安全。。。。。。。。。。。。。。', 'star': 5}
{'descr': '设施与价格相符,大众消费,可能前台服务员是新人', 'star': 3}
{'descr': '酒店浴巾毛巾都太破旧了。', 'star': 3}
{'descr': '酒店浴巾毛巾都太破旧了。', 'star': 3}
{'descr': '很好，酒店管理很先进，卫生很干净，服务很热情。周边购物很方便，一切满意。', 'star': 5}
{'descr': '很好，酒店管理很先进，卫生很干净，服务很热情。周边购物很方便，一切满意。', 'star': 5}
{'descr': '床太窄，早餐太简单，卫生还好。', 'star': 3}
{'descr': '床太窄，早餐太简单，卫生还好。', 'star': 3}
{'descr': '单人间有点小，换成双人间后还是不错的，交通较方便，伊敏河上公交167路通向市中心。周边也较热闹。住宿条件对的起这样的价格。', 'star': 5}
{'descr': '离夫子庙的确是蛮近的，在南京么这个价位还算可以，就是吧台的东西实在少了点，晚上肚子饿了啥都没有吃啊', 'star': 5}
{'descr': '离夫子庙的确是蛮近的，在南京么这个价位还算可以，就是吧台的东西实在少了点，晚上肚子饿了啥都没有吃啊', 'star': 5}
{'descr': '离地铁不远，交通方便，卫生，推荐。离水游城也很近，吃饭、购物都不错。', 'star': 5}
{'descr': '离地铁不远，交通方便，卫生，推荐。离水游城也很近，吃饭、购物都不错。', 'star': 5}
{'descr': '酒店干净好评', 'star': 3}
{'descr': '酒店干净好评', 'star': 3}
{'descr': '不错 第三次住了 这家店还可以 就是吃的太少', 'star': 5}
{'descr': '不错 第三次住了 这家店还可以 就是吃的太少', 'star': 5}
{'descr': '交通方便，闹中取静，性价比也比较合适，顶一下', 'star': 5}
{'descr': '交通方便，闹中取静，性价比也比较合适，顶一下', 'star': 5}
{'descr': '环境可以，有机会还来住。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '应该是最近才开出来的店吧，店里装修都比较新，风格比较现代、简单，总体比较满意。酒店位置和员工服务都挺不错，以后还会考虑', 'star': 5}
{'descr': '应该是最近才开出来的店吧，店里装修都比较新，风格比较现代、简单，总体比较满意。酒店位置和员工服务都挺不错，以后还会考虑', 'star': 5}
{'descr': '离水游城非常近，步行10分钟。酒店小而精致，挺好的。牙刷需要打电话问客房服务要，不会像别的酒店一样摆在洗手间里。', 'star': 5}
{'descr': '离水游城非常近，步行10分钟。酒店小而精致，挺好的。牙刷需要打电话问客房服务要，不会像别的酒店一样摆在洗手间里。', 'star': 5}
{'descr': '性价比不错，离同济稍微有些远，但总体不错了', 'star': 5}
{'descr': '整体卫生情况不错，同时，由于道路改造，距离10米的公交站牌已经取消了，因此不是很方便。吹风机必须自己下楼去取且交押金，很不人性化。早餐22元，稍微贵了些~', 'star': 1}
{'descr': '整体卫生情况不错，同时，由于道路改造，距离10米的公交站牌已经取消了，因此不是很方便。吹风机必须自己下楼去取且交押金，很不人性化。早餐22元，稍微贵了些~', 'star': 1}
{'descr': '地角挺好，离水游城很近，服务也不错，就是感觉价格有点高，性价比不高。早餐22元，有点不值。', 'star': 5}
{'descr': '地角挺好，离水游城很近，服务也不错，就是感觉价格有点高，性价比不高。早餐22元，有点不值。', 'star': 5}
{'descr': '非常舒适。以后还会来', 'star': 3}
{'descr': '非常舒适。以后还会来', 'star': 3}
{'descr': '房间很好  房间内干净 整洁 清新 小巧的房间布局让人感觉温心。交通也便利。', 'star': 5}
{'descr': '房间很好  房间内干净 整洁 清新 小巧的房间布局让人感觉温心。交通也便利。', 'star': 5}
{'descr': '还不错，挺干净的。价格不错。', 'star': 3}
{'descr': '气味比较清新，有国外旅店的风格。房间面积比较小，但那是不值得比较温馨有特色。近期周边有工地，比较吵。地理位置还是不错的。', 'star': 5}
{'descr': '气味比较清新，有国外旅店的风格。房间面积比较小，但那是不值得比较温馨有特色。近期周边有工地，比较吵。地理位置还是不错的。', 'star': 5}
{'descr': '好破！！！好烂！！！好脏！！！千万别上当！！！', 'star': 1}
{'descr': '一般，设备旧了点。', 'star': 3}
{'descr': '这次住的房间有点小，其他都可以。不过觉得离同济还是有些远了。', 'star': 3}
{'descr': '马路在修，隔音不好。', 'star': 3}
{'descr': '马路在修，隔音不好。', 'star': 3}
{'descr': '我凌晨十二点入住的怎么中午十二点就让我退房呀！就不是而是四小时嘛！\n签名:小远', 'star': 3}
{'descr': '地理位置不错、房间装潢有特色，但空调不行、另外硬件设施少。值得推荐，性价比不算高', 'star': 5}
{'descr': '地理位置不错、房间装潢有特色，但空调不行、另外硬件设施少。值得推荐，性价比不算高', 'star': 5}
{'descr': '还不错，但是除了早餐，没别的饭可吃，有点不好！', 'star': 5}
{'descr': '还不错，但是除了早餐，没别的饭可吃，有点不好！', 'star': 5}
{'descr': '交通便利，离地铁方便，靠近新街口，方便逛街~~', 'star': 5}
{'descr': '交通便利，离地铁方便，靠近新街口，方便逛街~~', 'star': 5}
{'descr': ' 南京的宜必思服务太差', 'star': 3}
{'descr': ' 南京的宜必思服务太差', 'star': 3}
{'descr': '经济性酒店里的洋品牌,比较贵,但是房间还算是干净,地理位置一般,离夫子庙比较远,打车也不怎么方便,早餐22元没什么吃的', 'star': 1}
{'descr': '经济性酒店里的洋品牌,比较贵,但是房间还算是干净,地理位置一般,离夫子庙比较远,打车也不怎么方便,早餐22元没什么吃的', 'star': 1}
{'descr': '房间不大，不过很舒服，也很干净，很安静，不错', 'star': 3}
{'descr': '酒店整洁干净，离夫子庙步行15分钟时间。离水游城挺近的。不错\n', 'star': 5}
{'descr': '酒店整洁干净，离夫子庙步行15分钟时间。离水游城挺近的。不错\n', 'star': 5}
{'descr': '非常不错 离夫子庙又近 服务态度又很好~~', 'star': 5}
{'descr': '非常不错 离夫子庙又近 服务态度又很好~~', 'star': 5}
{'descr': '房间很干净，服务很好，就是早晨的时候有点小吵  其他都很好', 'star': 5}
{'descr': '房间很干净，服务很好，就是早晨的时候有点小吵  其他都很好', 'star': 5}
{'descr': '第二次入住了，应该还算不错的了，推荐······', 'star': 5}
{'descr': '第二次入住了，应该还算不错的了，推荐······', 'star': 5}
{'descr': '位置不错，服务不错，卫生不错。值得推荐。', 'star': 5}
{'descr': '位置不错，服务不错，卫生不错。值得推荐。', 'star': 5}
{'descr': '价格在省会级城市明显很高！牌子是宜必思，但服务质量不象是雅高旗下的！本人要求早上5：30叫早，而且再三强调不要忘，服务员用笔记下了，并承诺我绝对会叫的，但还是忘了！幸亏本人醒了，结帐时前台说就没有显示记录过！本人住雅高旗下宾馆近20年，第一次遇到这样的事！垃圾的管理，这样下去会成为莫泰168第二了！', 'star': 1}
{'descr': '价格在省会级城市明显很高！牌子是宜必思，但服务质量不象是雅高旗下的！本人要求早上5：30叫早，而且再三强调不要忘，服务员用笔记下了，并承诺我绝对会叫的，但还是忘了！幸亏本人醒了，结帐时前台说就没有显示记录过！本人住雅高旗下宾馆近20年，第一次遇到这样的事！垃圾的管理，这样下去会成为莫泰168第二了！', 'star': 1}
{'descr': '酒店的性价比还是挺高的 不过入住房间的电视不敢恭维', 'star': 5}
{'descr': '服务设置很好 我很喜欢这个风格，下次还会选用', 'star': 5}
{'descr': '服务设置很好 我很喜欢这个风格，下次还会选用', 'star': 5}
{'descr': '呵呵 宾馆有一点特别的好，就是离着超市近啊！不过到五角场的话还是稍微远了点，好在交通还好～！', 'star': 5}
{'descr': '呵呵 宾馆有一点特别的好，就是离着超市近啊！不过到五角场的话还是稍微远了点，好在交通还好～！\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '位置好，出门就是地铁，到哪都方便，地下商场还有很多南京小吃，干净卫生，市外地旅游首先的住处，就是卫生间设施稍微老了一点，被子有点硬，不太柔软。不愧是五星级酒店，服务生态度很好，让人感觉很温馨，还有就是一楼免税商店东西很便宜，下次还来住！', 'star': 5}
{'descr': '位置好，出门就是地铁，到哪都方便，地下商场还有很多南京小吃，干净卫生，市外地旅游首先的住处，就是卫生间设施稍微老了一点，被子有点硬，不太柔软。不愧是五星级酒店，服务生态度很好，让人感觉很温馨，还有就是一楼免税商店东西很便宜，下次还来住！', 'star': 5}
{'descr': '性价比较高，房间稍小，早上稍微吵了些，其他还行吧', 'star': 5}
{'descr': '好的地方：干净 \n不好的地方：电视台很少  水壶太旧', 'star': 5}
{'descr': '隔音效果不太好，又靠近马路比较吵。环境还不错。', 'star': 5}
{'descr': '隔音效果不太好，又靠近马路比较吵。环境还不错。', 'star': 5}
{'descr': '宜必思一向的高标准 很不错 服务到客房都很满意~ 地点距离车站 地铁站 商圈都很近 满意！', 'star': 5}
{'descr': '宜必思一向的高标准 很不错 服务到客房都很满意~ 地点距离车站 地铁站 商圈都很近 满意！', 'star': 5}
{'descr': '我已入住，好的，挺干净的。', 'star': 3}
{'descr': '我已入住，好的，挺干净的。', 'star': 3}
{'descr': '房间不大  整洁  法国人不少  地点也好可以', 'star': 5}
{'descr': '房间不大  整洁  法国人不少  地点也好可以', 'star': 5}
{'descr': '前台服务态度不好，标间的床也很小，走廊里老有一股油漆味', 'star': 1}
{'descr': '房间很大，里面的设施也不错，下次去还会选择这家', 'star': 5}
{'descr': '房间很大，里面的设施也不错，下次去还会选择这家', 'star': 5}
{'descr': '很有设计，设施很精致，喜欢壁挂电视和弧形浴室。', 'star': 5}
{'descr': '很有设计，设施很精致，喜欢壁挂电视和弧形浴室。', 'star': 5}
{'descr': '这个价格很有优势，很经济实惠，离同济北门也不是很远，还可以，适合学生群体~考试、面试什么挺好的', 'star': 5}
{'descr': '总体还可以，比较吵。房间较小', 'star': 3}
{'descr': '总体还可以，比较吵。房间较小', 'star': 3}
{'descr': '大床房还可以，床挺大的。', 'star': 3}
{'descr': '连锁店不错，离夫子庙很近，走走10分钟就到了。要比夫子庙旁边的酒店安静多了。', 'star': 5}
{'descr': '连锁店不错，离夫子庙很近，走走10分钟就到了。要比夫子庙旁边的酒店安静多了。', 'star': 5}
{'descr': '价格较低，服务一般，离同济大学较近，靠近高架，但听不到噪声。', 'star': 5}
{'descr': '尚可', 'star': 3}
{'descr': '尚可', 'star': 3}
{'descr': '卫生太差！其他的还可以，还有服务员的态度不是很好，有待改进！', 'star': 1}
{'descr': '舒适、干净的一家酒店，值得推荐给朋友来入住。如果下次有机会还会选择这家店。', 'star': 5}
{'descr': '舒适、干净的一家酒店，值得推荐给朋友来入住。如果下次有机会还会选择这家店。', 'star': 5}
{'descr': '一般，不提供毛巾，浴巾很旧', 'star': 3}
{'descr': '一般，不提供毛巾，浴巾很旧', 'star': 3}
{'descr': '价格还是比较实惠的！\n地点在高架路旁边，不过不是很吵~\n酒店卫生不错，房间还蛮大的，卫生间有点小，床大，但是不够柔软。。= =！', 'star': 5}
{'descr': '不错不错，交通环境都很好，就是网速极慢，刷网页刷半天', 'star': 5}
{'descr': '环境很不错，地点也不错，这次同济保研之旅的住宿就靠他了。', 'star': 5}
{'descr': '房间与大众化的布局不同，是一种不一样的风格，楼层较高蛮不错', 'star': 5}
{'descr': '房间与大众化的布局不同，是一种不一样的风格，楼层较高蛮不错', 'star': 5}
{'descr': '酒店挺不错，价格也适中，不错，就是没有吹风机，电视频道也少，不过还好有宽带', 'star': 5}
{'descr': '酒店挺不错，价格也适中，不错，就是没有吹风机，电视频道也少，不过还好有宽带', 'star': 5}
{'descr': '酒店很干净，服务专业', 'star': 3}
{'descr': '酒店很干净，服务专业', 'star': 3}
{'descr': '服务周到，离同济很近,环境还不错！！！离虹桥车站有点远', 'star': 5}
{'descr': '整体感觉很整洁，服务态度不错，地理位置上离夫子庙步行十分钟的距离，离地铁站也差不多这样。总之还不错。', 'star': 3}
{'descr': '整体感觉很整洁，服务态度不错，地理位置上离夫子庙步行十分钟的距离，离地铁站也差不多这样。总之还不错。', 'star': 3}
{'descr': '性价比较高，房间稍小，早上稍微吵了些，其他还行吧', 'star': 5}
{'descr': '该酒店地理位置不错，就是房间小点，距离夫子庙500米，开车去中山陵、玄武湖、雨花台、莫愁湖都不远。', 'star': 5}
{'descr': '该酒店地理位置不错，就是房间小点，距离夫子庙500米，开车去中山陵、玄武湖、雨花台、莫愁湖都不远。', 'star': 5}
{'descr': '非常满意。缩小版的五星酒店!', 'star': 3}
{'descr': '非常满意。缩小版的五星酒店!', 'star': 3}
{'descr': '第三次入住了，价格一次比一次贵，问前台，说原来在搞活动，现在恢复正常价格。现在这个价格，性价比太差了。', 'star': 5}
{'descr': '第三次入住了，价格一次比一次贵，问前台，说原来在搞活动，现在恢复正常价格。现在这个价格，性价比太差了。', 'star': 5}
{'descr': '酒店挺好的………服务态度好………如果199元入住………对得起这个价格……', 'star': 3}
{'descr': '酒店挺好的………服务态度好………如果199元入住………对得起这个价格……', 'star': 3}
{'descr': '该酒店位离夫子庙有2、3站路远。客观来说，酒店比较新，但是我确实没有住过这样的酒店，不太适应这种国际酒店。门前修路不方便，旁边的路口既不能左转也不能右转，地下停车场在酒店50米外，开车不走慢行道的话，你得倒车回去。我在酒店门前的路上倒腾了半个小时，晕啊。10月1日住一天，标准间329元一天的价位，早餐22元一位另算，最后办了两张会员卡（28元一张，含两人餐）。两间房子和餐共714元。没有房卡进不了', 'star': 1}
{'descr': '该酒店位离夫子庙有2、3站路远。客观来说，酒店比较新，但是我确实没有住过这样的酒店，不太适应这种国际酒店。门前修路不方便，旁边的路口既不能左转也不能右转，地下停车场在酒店50米外，开车不走慢行道的话，你得倒车回去。我在酒店门前的路上倒腾了半个小时，晕啊。10月1日住一天，标准间329元一天的价位，早餐22元一位另算，最后办了两张会员卡（28元一张，含两人餐）。两间房子和餐共714元。没有房卡进不了', 'star': 1}
{'descr': '一般', 'star': 3}
{'descr': '还行吧，就是半夜没东西吃啊，建议前台放点面水什么的啊', 'star': 5}
{'descr': '没有免费早餐。', 'star': 3}
{'descr': '没有免费早餐。', 'star': 3}
{'descr': '酒店服务非常好，交通非常方便，我很喜欢，下次有机会还会光临。', 'star': 5}
{'descr': '酒店服务非常好，交通非常方便，我很喜欢，下次有机会还会光临。', 'star': 5}
{'descr': '酒店还是比较干净，就是房间和洗手间都偏小。客房有一面对这工地，会比较吵。我们住的是十楼，没有无线网络覆盖。步行几分钟就到水游城，挺方便的。', 'star': 5}
{'descr': '酒店还是比较干净，就是房间和洗手间都偏小。客房有一面对这工地，会比较吵。我们住的是十楼，没有无线网络覆盖。步行几分钟就到水游城，挺方便的。', 'star': 5}
{'descr': '服务比较可以。', 'star': 3}
{'descr': '不错  房间很温馨 服务员态度也很好  比较干净  就是房间有点小了。。。。', 'star': 5}
{'descr': '不错  房间很温馨 服务员态度也很好  比较干净  就是房间有点小了。。。。', 'star': 5}
{'descr': '该酒店位于夫子庙繁华地段以外了，周围不是很繁华，要走出去一段才能看见繁华地段，稍微有点不方便。周围的小吃店也少，酒店早餐22元一位。不如夫子庙那边热闹。该酒店属于快捷酒店，没有房卡进不了电梯及你的楼层。安全性好，屋内的设施也还比较新。离地铁站（张府园站）也不算远。大堂有免费的电脑。', 'star': 1}
{'descr': '该酒店位于夫子庙繁华地段以外了，周围不是很繁华，要走出去一段才能看见繁华地段，稍微有点不方便。周围的小吃店也少，酒店早餐22元一位。不如夫子庙那边热闹。该酒店属于快捷酒店，没有房卡进不了电梯及你的楼层。安全性好，屋内的设施也还比较新。离地铁站（张府园站）也不算远。大堂有免费的电脑。', 'star': 1}
{'descr': '酒店地理位置不错，交通很方便，酒店给我们安排的房间也很舒服，也很安静，整体来说性价比很不错。', 'star': 5}
{'descr': '酒店地理位置不错，交通很方便，酒店给我们安排的房间也很舒服，也很安静，整体来说性价比很不错。', 'star': 5}
{'descr': '房间不错，就是床太小', 'star': 3}
{'descr': '房间不错，就是床太小', 'star': 3}
{'descr': '地理位置还不错，离夫子庙和新街口都不远。缺点是周围配套设施不好，没有什么超市或者便利店，买点生活用品不方便。', 'star': 5}
{'descr': '地理位置还不错，离夫子庙和新街口都不远。缺点是周围配套设施不好，没有什么超市或者便利店，买点生活用品不方便。', 'star': 5}
{'descr': '性价比还行，卫生条件希望能够再改善加强。', 'star': 5}
{'descr': '我觉得很不错！首先感觉很干净，给人感觉也蛮温馨的，下次去还要住这个酒店！感觉很好！\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '我觉得很不错！首先感觉很干净，给人感觉也蛮温馨的，下次去还要住这个酒店！感觉很好！\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '不错，还会选择去住，卫生间整体风格，小点但很干净。', 'star': 3}
{'descr': '不错，还会选择去住，卫生间整体风格，小点但很干净。', 'star': 3}
{'descr': '还可以吧，环境不错，装修很符合欧式的简约，利用空间，就是太环保了，穿过的拖鞋也不换，香皂也不会增加新的，让人有些不爽。', 'star': 5}
{'descr': '还可以吧，环境不错，装修很符合欧式的简约，利用空间，就是太环保了，穿过的拖鞋也不换，香皂也不会增加新的，让人有些不爽。', 'star': 5}
{'descr': '非常一般，就当是招待所来住了，算对得起这个价格', 'star': 1}
{'descr': '交通便利，环境还可以，就是性价比不高，加之酒店太环保了，很多东西不主动更换，比如拖鞋、香皂之类，除非你提出要求', 'star': 5}
{'descr': '交通便利，环境还可以，就是性价比不高，加之酒店太环保了，很多东西不主动更换，比如拖鞋、香皂之类，除非你提出要求', 'star': 5}
{'descr': '第二次预定了，主要就是位置方便，环境还可以。', 'star': 3}
{'descr': '第二次预定了，主要就是位置方便，环境还可以。', 'star': 3}
{'descr': '价格很便宜，服务一般，还算可以。没有24小时热水。房间空调也不行。不过在上海这个地段这个价格，也算是还可以了', 'star': 5}
{'descr': '酒店空间不大，但是给人的感觉很有范，有点档次。不过浴室的毛巾应该换新的了，上面还有窟窿眼，还有床单感觉有些潮，不过总体还可以。', 'star': 5}
{'descr': '酒店空间不大，但是给人的感觉很有范，有点档次。不过浴室的毛巾应该换新的了，上面还有窟窿眼，还有床单感觉有些潮，不过总体还可以。', 'star': 5}
{'descr': '一如既往的好，去新街口去水游城都特别的近。房间打扫的也很及时。就是房间有点气味\n就是卫生间地板有点小滑\n电视频道要在再多点好了', 'star': 5}
{'descr': '一如既往的好，去新街口去水游城都特别的近。房间打扫的也很及时。就是房间有点气味\n就是卫生间地板有点小滑\n电视频道要在再多点好了', 'star': 5}
{'descr': '入住快捷,条件筒单,价格合理,卫生尚可', 'star': 3}
{'descr': '地段不错。房间不大，不过感觉很紧凑，衣橱和洗手间的设计都比较特别。价格也比较合理。比较适合白领出差。', 'star': 5}
{'descr': '地段不错。房间不大，不过感觉很紧凑，衣橱和洗手间的设计都比较特别。价格也比较合理。比较适合白领出差。', 'star': 5}
{'descr': ' 前台友好，提供免费停车，房间可以，但是厕所排风设备坏了，味道特别大', 'star': 3}
{'descr': ' 前台友好，提供免费停车，房间可以，但是厕所排风设备坏了，味道特别大', 'star': 3}
{'descr': '还不错          一般话的商务酒店，房间比较小                                                                                       ', 'star': 5}
{'descr': '还不错          一般话的商务酒店，房间比较小                                                                                       ', 'star': 5}
{'descr': '南京中华宜必思酒店（夫子庙店）经济实惠，房间干净，设施简单实用，服务员态度不错，我和朋友都很满意，去夫子庙的朋友可以去住住。', 'star': 5}
{'descr': '南京中华宜必思酒店（夫子庙店）经济实惠，房间干净，设施简单实用，服务员态度不错，我和朋友都很满意，去夫子庙的朋友可以去住住。', 'star': 5}
{'descr': '很好，干净，方便，旁边就是SHOPPING MALL.靠近夫子庙，虽然价格比其他的宜必思贵，不过服务很好，楼层又高，满意！！', 'star': 5}
{'descr': '很好，干净，方便，旁边就是SHOPPING MALL.靠近夫子庙，虽然价格比其他的宜必思贵，不过服务很好，楼层又高，满意！！', 'star': 5}
{'descr': '酒店很干净，服务也不错，唯一的缺点是交通不是很便利，住那的几天出行基本都是出租，因此对上海的出租车印象超差，总是绕路！ \n', 'star': 5}
{'descr': '酒店很干净，服务也不错，唯一的缺点是交通不是很便利，住那的几天出行基本都是出租，因此对上海的出租车印象超差，总是绕路！ \n', 'star': 5}
{'descr': '环境不错，整体卫生间感觉很好。1-2人住还是不错的，房间布局紧凑，床头有可以休息的连着床的座椅。酒店位置很方便，旁边还有一个大型的shopping mall可以休闲购物和吃饭。去新街口也只有1-2站。', 'star': 5}
{'descr': '环境不错，整体卫生间感觉很好。1-2人住还是不错的，房间布局紧凑，床头有可以休息的连着床的座椅。酒店位置很方便，旁边还有一个大型的shopping mall可以休闲购物和吃饭。去新街口也只有1-2站。', 'star': 5}
{'descr': '环境不错，整体卫生间感觉不错。', 'star': 3}
{'descr': '环境不错，整体卫生间感觉不错。', 'star': 3}
{'descr': '我一直都住这个酒店的，感觉还是不错的。。。。。。 \n', 'star': 1}
{'descr': '我一直都住这个酒店的，感觉还是不错的。。。。。。 \n', 'star': 1}
{'descr': '我一直都住这个酒店的，感觉还是不错的。。。。。。', 'star': 5}
{'descr': '我一直都住这个酒店的，感觉还是不错的。。。。。。', 'star': 5}
{'descr': '已入住很满意', 'star': 3}
{'descr': '大堂进去很暗 好像住客很少 前台接待 并不是特别热情', 'star': 1}
{'descr': '位置还不错，出去游玩挺方便的，房间比较紧凑', 'star': 5}
{'descr': '位置还不错，出去游玩挺方便的，房间比较紧凑', 'star': 5}
{'descr': '价格很实在，就是房间没向外的窗户，床单和被套都不是每天换，也不是每天清洁房间。', 'star': 5}
{'descr': '价格合理，交通方便，卫生条件需加强，入住、退房办理时间很快。', 'star': 5}
{'descr': '酒店很干净，房间很大，交通也方便酒店很干净，房间很大，交通也方便', 'star': 5}
{'descr': '酒店很干净，房间很大，交通也方便酒店很干净，房间很大，交通也方便', 'star': 5}
{'descr': '房价比较合理，客房干净，服务比较规范，就是洗刷用品配的太少，电视机也很小。', 'star': 5}
{'descr': '房价比较合理，客房干净，服务比较规范，就是洗刷用品配的太少，电视机也很小。', 'star': 5}
{'descr': '性价比太低。\n1、设计不好，不安全。我订的是家庭房，一个大床和一个小床。小床特小，还在窗户边。床的上面20公分处有块木板，好象窗台一样，但小孩睡觉爱翻滚，容易撞头，不安全。\n2、毛巾跟大家说的一样破破的，好象是从哪里拣回来的。\n3、房价贵，性价比太差。这次一共走了五个城市，南京、扬州、苏州、无锡和上海，这家差不多最贵，但感觉最差，连上海280元的都比这360元的好。', 'star': 1}
{'descr': '性价比太低。\n1、设计不好，不安全。我订的是家庭房，一个大床和一个小床。小床特小，还在窗户边。床的上面20公分处有块木板，好象窗台一样，但小孩睡觉爱翻滚，容易撞头，不安全。\n2、毛巾跟大家说的一样破破的，好象是从哪里拣回来的。\n3、房价贵，性价比太差。这次一共走了五个城市，南京、扬州、苏州、无锡和上海，这家差不多最贵，但感觉最差，连上海280元的都比这360元的好。', 'star': 1}
{'descr': '还行吧，就是位置稍偏，离同济大学较远。。。。。', 'star': 5}
{'descr': '酒店离夫子庙不是很远.可以走过去.\n也可以在酒店旁边的水游城逛街吃饭什么的.还行.\n而且酒店有wifi,这点我喜欢.\n因为带的air,又忘记带以太网接口.\n本以为不能上网了.没想到到了酒店发现有wifi.\n现在内地有wifi的酒店还是不多.\n就这点就相对不错了.', 'star': 5}
{'descr': '酒店离夫子庙不是很远.可以走过去.\n也可以在酒店旁边的水游城逛街吃饭什么的.还行.\n而且酒店有wifi,这点我喜欢.\n因为带的air,又忘记带以太网接口.\n本以为不能上网了.没想到到了酒店发现有wifi.\n现在内地有wifi的酒店还是不多.\n就这点就相对不错了.', 'star': 5}
{'descr': '还不错啦。房间稍微小了些，不过够住，也不吵', 'star': 5}
{'descr': '空调热！住了几次了，空调开和没开一样，前台服务较慢', 'star': 1}
{'descr': '空调热！住了几次了，空调开和没开一样，前台服务较慢', 'star': 1}
{'descr': '房价贵，房间小，尤其是床巨小，都不能翻身，夜里一翻身就能掉下去', 'star': 1}
{'descr': '房价贵，房间小，尤其是床巨小，都不能翻身，夜里一翻身就能掉下去', 'star': 1}
{'descr': '酒店很干净， 地理位置也很方便， 离新街口，夫子庙很近。 周边现在在施工有点吵，还有就是毛巾不是很好', 'star': 5}
