{'短评内容': '好 ', '短评打分': 5}
{'短评内容': '环境很好，就是交通不太方便，里面的自助餐还是蛮好的！\n下次还是要来这里入住!\n如果价格可以打折便宜一点就更好了哦！', '短评打分': 5}
{'短评内容': ' 酒店很好,如果下次来还会入住。', '短评打分': 3}
{'短评内容': '很满意。\n双层隔音玻璃，客房内设备完善，设计合理，干净，舒适。\n很满意。\n双层隔音玻璃，客房内设备完善，设计合理，干净，舒适。\n很满意。\n双层隔音玻璃，客房内设备完善，设计合理，干净，舒适。\n', '短评打分': 5}
{'短评内容': '汗，住了两次就要评价两次，觉得不错，反正目前没发现什么不好的\n........................................................................................................................', '短评打分': 5}
{'短评内容': '不错，去石家庄经常住的..........................\n........................', '短评打分': 5}
{'短评内容': '不行', '短评打分': 3}
{'短评内容': '还不错，只匆匆住了一晚，只是越是星级酒店的床品越不舒服，据说是与国际接轨，看来老外果然是异类！怎么点评还有字数要求！怎么点评还有字数要求！怎么点评还有字数要求！', '短评打分': 5}
{'短评内容': '办理入住及退房手续太慢', '短评打分': 3}
{'短评内容': '绝对值得推荐，石家庄目前最好的硬件软件酒店了，房间很好，也很安静，前台及大堂的服务人员也很多很热情，今后石家庄绝对只住在这里了', '短评打分': 5}
{'短评内容': '，房间设施不错，周边环境不太方便。', '短评打分': 3}
{'短评内容': '很好的酒店,物有所值,早餐丰盛味道好.就是泳池的水太凉,旁边站了会,没敢下去.', '短评打分': 5}
{'短评内容': '很好，五星级酒店，价位很实惠，服务也很到位，酒店洗浴用品真是挺不错的', '短评打分': 5}
{'短评内容': '石家庄为数不多的五星级酒店，在还没有国际大品牌入驻的情况下，这个酒店服务、设施、餐饮，都还是不错的。其他别的酒店没有这个新。', '短评打分': 5}
{'短评内容': '第一次去石家庄，也是看大家的评论才选的这个酒店。总的来看，酒店很新，设施很高级。早餐很好，鸡蛋有五种吃法提供。服务态度也非常好，也就难怪入住率比较高，办入住的时候要等2点以后。', '短评打分': 5}
{'短评内容': '前台服务人员态度有些傲慢的感觉，希望能改进。酒店很忙碌，有很多会议，使得高档的酒店给人感觉也不是太高档。但是在石家庄，也只好推荐这几家酒店了。', '短评打分': 5}
{'短评内容': '酒店很新，房间宽敞，设施感觉比较豪华，很喜欢床和枕头，软软的，睡起来很舒服，符合五星级酒店的范儿。前台很热情，看到我行李多，在给我办完手续后还帮我刷卡按电梯，很贴心。早餐总类很多，要是热菜再多一些就好了，早餐一直到十点，比较适合我这种爱睡懒觉的人，总之，是很不错的五星级的酒店了 性价比很高 ', '短评打分': 5}
{'短评内容': '酒店真的不错，设施完备，洗浴好，有游泳池和gym，服务也好，周边环境不错', '短评打分': 5}
{'短评内容': '不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '每次都住，不错来来来来来来来来来来来\n不错。。。。。。。。。。', '短评打分': 5}
{'短评内容': '环境不错，性价比非常高，贵宾管家服务很好', '短评打分': 5}
{'短评内容': '不错的酒店，住了很多次了，好像涨价了。这次很多人在开会，有点吵。', '短评打分': 5}
{'短评内容': '酒店是不错尤其是游泳池很好！本来由于沟通的问题原先订的房间没留好，但大堂的负责人和接待小姐，还有家庭房的管家服务小姐一直在努力帮我们解决问题，态度始终良好，调换的房间我们非常满意，还额外赠送了早餐券，够五星级的服务水准！', '短评打分': 5}
{'短评内容': '酒店位置不错，环境很好，就是价格有点高。服务早餐也很好。', '短评打分': 5}
{'短评内容': '服务非常到位，性价比很高，早餐价格低廉但质量不输其他五星级酒店。\n唯一的缺点是毛巾不是很干净，不是雪白雪白的感觉。', '短评打分': 5}
{'短评内容': '很好很满意，酒店重新装修后很新，服务也很到位，性价比较高', '短评打分': 5}
{'短评内容': '我是听朋友介绍来的，第一次住该酒店，酒店的浴室挺不错的，那个床不软不硬，刚刚好，出差一天回来，挺累的，一进酒店，礼宾员很友好的给我打开车门，贵宾管家的体贴周到，前台的热情服务，让疲惫一天的我感觉很舒心，真体会到了什么是宾至如归！赞，这是商旅人士的不二选择！', '短评打分': 5}
{'短评内容': '不错的酒店，卫生服务都挺好，下次还会住这里。', '短评打分': 5}
{'短评内容': '虽然贵了点，但是贵的有理由，感觉不错，下次还会继续入住的.........', '短评打分': 5}
{'短评内容': '第一次来石家庄，看到网上这个酒店评价不错，所以选择了这里。新建的，所有的东西都很漂亮。晚上11点到店，大堂依然有服务员等候。知道是第一次入住，服务员还专程将我送到房间。特别喜欢房间的洗浴设施，独立的淋浴间，还有一个特别大的浴缸。透过玻璃还能看到电视。', '短评打分': 5}
{'短评内容': '春节期间入住，房间面积大，设施很好，酒店晚上自助餐很不错。酒店位置不错，但周边环境一般。', '短评打分': 5}
{'短评内容': '房间还挺不错的         早餐还算丰盛', '短评打分': 5}
{'短评内容': '仍然很好，房间干净安全，吃饭娱乐业方便。下次继续', '短评打分': 5}
{'短评内容': '服務不錯。因見帶着孩子，給升了級。', '短评打分': 3}
{'短评内容': '原来的省政府招待所，改建后更加富丽堂皇了，房间很漂亮，设施完善。政府官员开会的企业很多，显得大堂有些混乱，另外，早餐不够理想，质量像4星级的水平。', '短评打分': 5}
{'短评内容': '很好，第二次住了，来石家庄出差的不二选择', '短评打分': 5}
{'短评内容': '很好，选这家不会错', '短评打分': 3}
{'短评内容': '服务上乘，房间舒适整洁\n各种应用设施一应具全\n性价比极高\n同一级别酒店里首选之地', '短评打分': 5}
{'短评内容': '不错\n董亚辉（由GO SMS发送）', '短评打分': 3}
{'短评内容': '性价比很高的酒店.特别是硬件设施很好,装潢非常注重细节.女士房很新颖,下次出差一定还要入住.如果前台和早餐能提高一点英语服务水平,就更与五星级酒店相匹配了.总体满意度还是非常高的.谢谢!', '短评打分': 5}
{'短评内容': '可以，满意。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '不错，满意。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '新装修的酒店 环境舒适 属于石家庄最好的酒店', '短评打分': 3}
{'短评内容': '酒店设施很新，早餐也很好，在石家庄就住这儿了', '短评打分': 5}
{'短评内容': '好，各方面都不错，前台办完手续，服务员MM一直送到电梯，很热情，硬件设施也不错，打扫卫生的大妈都笑的很热情，够五星。', '短评打分': 5}
{'短评内容': '感觉不错！下次还住！', '短评打分': 3}
{'短评内容': '性价比比较高 算是当地比较好的酒店了 食物实在是不敢恭维', '短评打分': 5}
{'短评内容': '已经是第二次入住了，近几年里是石家庄最好的酒店，位置也很好，早餐也不错！！！', '短评打分': 5}
{'短评内容': '基本上属于石家庄的五星酒店了，服务意识各方便感觉非常舒服，价格到是不便宜，以后可以考虑要住！！！', '短评打分': 5}
{'短评内容': '是我住过的石家庄最好的酒店了，可惜早起没吃到早餐，很赞的', '短评打分': 5}
{'短评内容': 'the best hotel in shijiazhuang. ', '短评打分': 5}
{'短评内容': '同样预订的，有的有水果，有的怎么就没有呢、？？？', '短评打分': 5}
{'短评内容': '河北宾馆的确是间值得推荐的酒店，服务跟房间硬件都十分到位，早餐的丰富度算是可以，但还有进步的空间，只是卫浴的防漏有些小缺失，其余都很好', '短评打分': 5}
{'短评内容': '总体来说不错 但是标间住的是两个人 应该给两份早餐', '短评打分': 5}
{'短评内容': '大堂很气派，交通也比较方便，房间设施很新，服务也很好，下次还会入住！', '短评打分': 5}
{'短评内容': '设施很新\n\n热水不够热。卫生间玻璃墙需要清洗。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '在这住了一周了，整体性价比高，环境优良，服务佳，是个来石家庄最值得一住的地方，只是有一次房间会跳电，2个台灯无法使用，是一个小小美中不足之处，希望以后别再发生了', '短评打分': 5}
{'短评内容': '整体性价比高，环境优良，服务佳，是个来石家庄最值得一住的地方', '短评打分': 5}
{'短评内容': '酒店新，不错', '短评打分': 3}
{'短评内容': '酒店服务不错', '短评打分': 3}
{'短评内容': '酒店不错，环境好，服务也不错。早餐比较丰富。住起来感觉Ok', '短评打分': 3}
{'短评内容': '酒店的环境不错设施齐全，感觉很温馨，好评！', '短评打分': 3}
{'短评内容': '住宿环境整齐干净人性化、符合五星级的水平，早餐用餐环境还行，内容略显一般，但以50元/人的收费标准，的确是值得称赞，整体服务也属中上水平，是一间性价比较高的酒店', '短评打分': 5}
{'短评内容': '新酒店环境非常好，隔音也好，就是床有些短，性价比很高下次去还会住。', '短评打分': 5}
{'短评内容': '酒店硬件设施很不错,价位也合理,希望服务能再专业些,就更完美了.', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '符合五星标准。前台服务周到。尤其是一个叫马丽的小姑娘不厌其烦。早餐也不错。相对价位略高。稍降一点和移动公司协议价一致就更好了。', '短评打分': 3}
{'短评内容': '酒店设施很舒服，房间也够大。只是自助晚餐品种相对于价格来说不太丰富，另外退房的速度有点慢。', '短评打分': 5}
{'短评内容': '石家庄最好的酒店，的确不错，下次还住这里', '短评打分': 5}
{'短评内容': ' 非常不错 服务也很周到', '短评打分': 3}
{'短评内容': '我觉得该酒店服务很好，设施完善，周围购物也很方便。', '短评打分': 5}
{'短评内容': '非常好的酒的，性价比特别高，酒店里的SPA中心和日本料理都不错，下次还会去住', '短评打分': 5}
{'短评内容': '在河北省会自认为是最好的酒店,酒店环境,设施,地段都没得说', '短评打分': 5}
{'短评内容': '给我一个日本的朋友预订的，房间比较大，新装修的，不错的。', '短评打分': 5}
{'短评内容': '石家庄最好的酒店，号称主席来也住这，房间视野很好，可以看出很远，布局也比较合理，吧台内酒水价格也同样合理，不错。', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '还可以，是一个老外朋友强烈推荐的。入住时check in有点慢。房间不错.自助餐也很好', '短评打分': 5}
{'短评内容': '石家庄最好的酒店，没得说，下次还住这里。', '短评打分': 5}
{'短评内容': '这家酒店很不错，5星级的，住着很舒服，就是购物不太方便了！', '短评打分': 5}
{'短评内容': '第二次住，个人认为是石家庄最好的酒店，作为非国际连锁的酒店，服务水平还是相当不错的，赶上女士房优惠，希望酒店以后多搞一点这样的优惠。退房的时候下午快两点前台才打电话来询问，比绝大多数连锁酒店还强！早餐稍差，九点多就很多东西没有了，服务员添菜也不积极，这是唯一的缺陷。房间内部设计很好，也有点儿特点，可惜石家庄不是旅游城市，去的机会不多。另外相对这座城市的消费水平，这家酒店还是比较贵的，但是比世茂值。', '短评打分': 5}
{'短评内容': '酒店设施还可以，在石家庄来说算好的了。下次还会住。', '短评打分': 5}
{'短评内容': 'ji酒店不错，下回来还住这，新盖的酒店，还比较干净', '短评打分': 5}
{'短评内容': '好，推荐入住', '短评打分': 3}
{'短评内容': '住过很多次，是我喜欢的欧洲复古风。服务好～环境更好～推荐入住', '短评打分': 3}
{'短评内容': '名不符实，很糟！', '短评打分': 3}
{'短评内容': '＋好', '短评打分': 3}
{'短评内容': '客人总体感觉还是不错的。就是早餐和晚餐他们感觉不如世贸丰富。再有位置不如世贸那边热闹，方便。其他方面没有问题，他们住的狠舒服', '短评打分': 5}
{'短评内容': '由于事情没有办完，客人继续续住了几天。没有什么新的评论', '短评打分': 5}
{'短评内容': '第一次来石家庄，别人推荐这个酒店，不错。希望继续保持。', '短评打分': 5}
{'短评内容': '酒店硬件不错,床也很舒服,房间面积不算小,68元的早餐一般,总体上挺满意', '短评打分': 5}
{'短评内容': '房间和早餐都很不错。美中不足是下午没有任何餐点可以供应，只能到外面乱寻一通', '短评打分': 5}
{'短评内容': '不错啊，设施比另两家5星的强，服务态度也不错，应该是石家庄最好的酒店了！下次还会住', '短评打分': 5}
{'短评内容': '客人住了2天了，感觉早餐，晚餐不如世贸丰富。', '短评打分': 5}
{'短评内容': '第一次带客人住这里，房间看着很大，其他还不清楚', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '直接说目前石家庄最好的酒店。。。布局合理。。。。', '短评打分': 5}
{'短评内容': '房间还算是干净！但就是早餐种类太少,尤其是西式的很少！', '短评打分': 5}
{'短评内容': '还是那么舒适，整洁。每次来都让人心旷神怡。', '短评打分': 5}
{'短评内容': '石家庄最好的酒店了,房间很大,很干净,早餐也可以', '短评打分': 5}
{'短评内容': '不错，就是各方面不如刚开业的时候好了，这也是高档酒店的通病', '短评打分': 5}
{'短评内容': '非常舒服，就是自助餐不如刚开业的时候精致了', '短评打分': 5}
{'短评内容': '酒店竟然不提醒存车有免费券~气氛 白交了4天的冤枉钱！虽然是小数目但酒店也太不注意细节了吧。但环境可以，早餐不是很丰富！', '短评打分': 5}
{'短评内容': '条件不错，在当地这家酒店的性价比很高，服务也不错，整体水平还是比较高的.', '短评打分': 5}
{'短评内容': '软件不错，硬件也不错,性价比比较高，个人认为在石家庄市区属于一流的了', '短评打分': 5}
