{'descr': '设施齐全，干净卫生。', 'star': 5}
{'descr': '卫生和服务都很好，价格也可以，是工薪阶层住的起酒店，我喜欢。', 'star': 5}
{'descr': '饭店环境不错，很干净，很舒心，交通便利，价格也比较较合适。', 'star': 5}
{'descr': '一家新开的如家酒店，一如既往的如家风格。在邢台真的性价比很高，下次还会选择。', 'star': 5}
{'descr': '干净安全环境不错，唯一遗憾的就是隔音稍微差了点', 'star': 5}
{'descr': '酒店整体还不错，具备国内经济型连锁酒店的共同特性。房间面积偏小，布局过于紧凑，同时卫生间无论是瓷砖还是卫生洁具比较低档，装修比较粗糙', 'star': 5}
{'descr': '我每次去上海在那边住', 'star': 3}
{'descr': '位置挺好，交通方便，挺干净的，就是小了点，赠矿泉水，', 'star': 5}
{'descr': '满意', 'star': 3}
{'descr': '酒店服务很好，就是附近吃饭的地方很少，离市中心好像还有一个汉庭，那边吃饭比较方便', 'star': 1}
{'descr': '整体感觉很好，干净。早餐也很丰富，下次去的话，还会选择。', 'star': 5}
{'descr': '好！很好！非常好的酒店！房间干净明朗，还赠送矿泉水，服务非常好哦，以后还住这家酒店。', 'star': 5}
{'descr': '价格比较实惠，地段很好，停车方便，隔音不好，枕头也不太舒服。', 'star': 5}
{'descr': '非常不错的酒店，干净整洁，环境优美。值得推荐', 'star': 5}
{'descr': '房间配有吹风机，桌子和床头柜都装有网线，可以躺在床上上网，这一点很人性化。', 'star': 5}
{'descr': '还不错，地理位置挺好的，就是上楼电梯有点麻烦……', 'star': 5}
{'descr': '定的是新春特价 不错 性价比很高 希望此类活动经常举行 因为针对的是特定的消费群体 ', 'star': 5}
{'descr': '很好，非常不错!!!!!!!!!!!\n!!!!!!!!!!!!!!!!!!!!!!!!!!!!\nNnnNnnnbnbbnnn', 'star': 5}
{'descr': '·························································', 'star': 5}
{'descr': '网速有点慢，其余都还可以，···············', 'star': 5}
{'descr': '非常舒适，位置也不错，下次来还会入住，电梯不太方便。', 'star': 5}
{'descr': '定的大床房...比门市价便宜了8块...少了不少空间...最后换了高级大床房...', 'star': 3}
{'descr': '酒店的特价房的价格是不贵，但是房间是比较小了一点，其实大床房也就是单人房的，比较适合一个人出差住住的，比较实惠的。', 'star': 5}
{'descr': '房间很干净,性价比高,下次过来还住这里.', 'star': 5}
{'descr': '每次住感觉都不错。', 'star': 3}
{'descr': '最近入住该店比较频繁,这不老接到Elong方面的点评邮件,该酒店就一经济型商务酒店,出个小差什么的绝对可以', 'star': 3}
{'descr': '又住了一次还是感觉不错,不过没有在酒店吃早饭,不知道是不是象网友们传说的那么好', 'star': 5}
{'descr': '酒店位置很好，出行方便。', 'star': 5}
{'descr': '出差住个一晚,还行;出差住个一晚,还行;出差住个一晚,还行', 'star': 5}
{'descr': '地理位置好，安静，服务不错！便宜实惠！很好！下次还会住！', 'star': 5}
{'descr': '住房虽不大，但很干净，屋内设施很人性化，非常满意', 'star': 5}
{'descr': '缺点：房间太小了，有点难以想象\r\n优点：服务超级好，早餐超级好。大厅每天有三杯热饮（咖啡/茶/奶茶）可以免费饮用；还有茶包可以随意拿；房间每天一瓶矿泉水。感觉服务太贴心了！早餐是15元，怎么算都觉得他们会亏掉，超级值。网线在房间里有两根，床头柜上有一根，上网太方便了。', 'star': 5}
{'descr': '晚上隔壁闹了一晚上，不知道怎么回事,从晚上10点到早上4点左右一直开门关门，还有很大的说话声。', 'star': 5}
{'descr': '早餐不错但是靠近马路的房间还是比较吵，位置还算可以，价格也很适中。尤其是酒店的早餐应该算是很不错的了。', 'star': 5}
{'descr': '位置好，价格适中，出行方便，早餐也不错，可作为商旅出差的选择', 'star': 3}
{'descr': '+位置很好，很安静！', 'star': 5}
{'descr': '位置不错挺方便出行.不过硬件和软件条件方面就比较一般了.不过整体水平还可以.', 'star': 5}
{'descr': '房间还不错基本的设施都会有，位置也很好就是在市中心出行都很方便的，而且价格也很适中，感觉还不错。', 'star': 1}
{'descr': '酒店的室外停车不是很方便.室内的硬件和软件条件还不错，挺方便出行的.并且性价比也是蛮高的.', 'star': 5}
{'descr': '酒店各方面服务比较到位，而且硬件条件也比较好.总体感觉还可以.', 'star': 5}
{'descr': '不错吧', 'star': 5}
