{'短评内容': '还好，就是屋子小了点儿。服务，热水都行比较干净。', '短评打分': 5}
{'短评内容': '基本上来杭州就住这边,  离西湖近, 周边也不错, 早餐也舒服, 不需要太豪华, 但是住得舒心', '短评打分': 5}
{'短评内容': '非常好的酒店。干净，整洁。\n床很舒服，睡觉睡得很踏实，有回到家的感觉。\n淋浴水很大。\n总之非常满意。下次去杭州还会选择这家。', '短评打分': 5}
{'短评内容': '酒店还算比较干净整洁，床上的被子虽然不是蚕丝被，但还是比较柔软舒服，酒店房间的空间小了点。', '短评打分': 5}
{'短评内容': '地理位置很好，交通方便，公交站很多，离西湖一公园很近，附近好吃的也多，奎元馆，知味观，外婆家。周围也有购物点，离南宋御街也不远。房间比较舒适，服务人员态度也很好，下次去玩还是会选择这家。', '短评打分': 5}
{'短评内容': '服务很好！', '短评打分': 3}
{'短评内容': '酒店的硬件设施比较老旧，我订的是行政商务房，硬件和智选假日差不多，但是价格要比智选假日贵近一倍。性价比不高。', '短评打分': 1}
{'短评内容': '来杭州两次住这了，位置很不错，早餐需要额外加钱，但质量还不错。', '短评打分': 5}
{'短评内容': '一间由公寓楼改装的酒店，住的是一房一廳的房，很好。美中不足是只有一台电视机在睡房內和没有房內没有提供保险箱。', '短评打分': 5}
{'短评内容': '君亭西湖四季酒店我过去住过，现在改名了价钱提高很多，虽然不错的酒店但是也不够四星呀？？？他掏钱买的！！！！！！', '短评打分': 1}
{'短评内容': '总体来说还是比较好的，出行方便，火车站过来也就三站，停在酒店对面。房间里小茶几旁的单人沙发要比电脑椅坐着舒服，就是空间太小。浴室没有肥皂，老公不习惯用沐浴露，只好自己去便利店买了一块肥皂。淋浴房内放洗漱用品的地方太小。', '短评打分': 5}
{'短评内容': '去了，今本和图片一致，浴室很干净，离西湖还是很近的，杭州的出租车有交班时间，所以很难叫', '短评打分': 5}
{'短评内容': '酒店新的时候不错的,现在年数长了,保养不到位,设施什么的都不太好用了.用品也节省到有些抠门,像浴袍没有,小毛巾也没有.', '短评打分': 1}
{'短评内容': '第一次住这个酒店 还是不错的 离西湖近 旁边还有好的饭店 真的很方便 价格稍微贵了点呵呵', '短评打分': 5}
{'短评内容': '酒店地段很好，走到湖滨街大概5分钟，离夜市只要几步路，旁边有书店，银行和kfc。房间很干净，床很舒服，下次一定还住这里，就是门口的taxi千万不要做，宰人的，做taxi一定要打表。', '短评打分': 3}
{'短评内容': '离西湖很近 走路7、8分钟  吃、玩、购物都很方便 就是房间面积不是太大 不过卫生还好 大床房是1.5M的', '短评打分': 5}
{'短评内容': '房间太小了', '短评打分': 3}
{'短评内容': '门面有点小，里面还行，床不错，对得住这价钱', '短评打分': 5}
{'短评内容': '去了发现，在西湖边上的酒店还真密集，离西湖步行需要10都15分钟的！住的靠马路边的8楼豪华双人房，空调是中央空调，每个房间都有开关，比较方便！光线不错，就是有点点吵！', '短评打分': 5}
{'短评内容': '房间不错，够宽敞，榻榻米也很别致，位置不错离西湖很近，步行前往就可以，那边打车等公车实在太折腾了。', '短评打分': 5}
{'短评内容': '定了行政间，房间比较宽敞，酒店早餐不错。卫生间明显重新装修过，相比房间稍微旧了些。离西湖蛮近的，但是车不太好叫。', '短评打分': 3}
{'短评内容': '环境不错，比较新，就是酒店灯光装的躺着看电视眼睛不舒服', '短评打分': 3}
{'短评内容': '时隔二年再次入住该酒店，没有太大改变，装修稍显陈旧，但是服务不错，关键地段一流，出行便利。', '短评打分': 3}
{'短评内容': '酒店很干净 服务员很热情 酒店在西湖边很方便', '短评打分': 3}
{'短评内容': '地理位置很好 离西湖很近 身处闹市去哪都挺方便', '短评打分': 3}
{'短评内容': '本人已入住此酒店，请退20元', '短评打分': 3}
{'短评内容': '首先，酒店位置不错，距离西湖步行15分钟左右。附近有肯德基24小时，所以想吃东西是不成问题的。还有个奎元面馆也在附近。酒店旁边有条街上有药店、小吃、小超市，买日用品很方便。其次，酒店服务，早餐38元/位，还可以，打扫房间的保洁也不错。就是没有无线网络，很不方便。不方便的地方呢，就是从机场打车到酒店，出租司机会埋怨，觉得距离太近，他们没挣到钱，其实也有小一百元呢。', '短评打分': 5}
{'短评内容': '很好很不错的一家酒店。卫生服务都很好下次还会光顾、', '短评打分': 5}
{'短评内容': '清晨，守着河边，吃着早餐，很惬意，很放松', '短评打分': 3}
{'短评内容': '设施，建筑装潢有点旧。地理位置优越。前台服务不错。餐厅早餐一般。没有准时开始，几乎看不到服务员。用过的餐具没有及时清掉。我订的四季套房比较实惠，其他的房间看上去很小。', '短评打分': 5}
{'短评内容': '除了前台态度一般，其它的都还不错。位置离西湖很近。卫生很好！', '短评打分': 5}
{'短评内容': '地段很好，服务很好，可能酒店开了有一段长时间，有些装修开始旧，但值得推荐', '短评打分': 5}
{'短评内容': '在解放路，很好找，周围就是西湖景区，又有有名的吴山夜市、奎元馆，吃喝玩乐都有了', '短评打分': 5}
{'短评内容': '每年来往于杭州,会入住此酒店.今年入住豪华大床房,标注为新装修.感觉很一般,和之前变化不大,房间太小. 干净程度一般. 前台的效率不是很高.再入住,我得重新考虑了!', '短评打分': 1}
{'短评内容': '去杭州经常住这个酒店, 离西湖很近, 房间设施也不错, 停车免费, 值得经常入住.', '短评打分': 5}
{'短评内容': '除了服务差点外，其他都可接受，算是超值的了。', '短评打分': 5}
{'短评内容': '交通方便.还是不错的.推荐大家可以去住!', '短评打分': 5}
{'短评内容': '地理位置不错，房间较小了，隔音不太好。早餐需要另外付费不太好。', '短评打分': 5}
{'短评内容': '环境还可以，临街较吵，对面还行，早餐比较丰盛，但是要额外付费不太好。', '短评打分': 5}
{'短评内容': '地理位子很好，可是房间太小了，隔音也不太好。', '短评打分': 5}
{'短评内容': '各方面都不错，在这个地段应该算便宜的，就是隔音稍差', '短评打分': 5}
{'短评内容': '地理位置优越，距离西湖很近。房间很舒适，性价比高。', '短评打分': 5}
{'短评内容': '总体可以，前台有点冷淡，房间还是干净，空调有点不给力，热水不错。', '短评打分': 5}
{'短评内容': '1.离西湖景区和吴山广场都比较近，步行可达；\n2.房间比较干净；', '短评打分': 5}
{'短评内容': '市中心的区域，出入都很方便，离奎元馆超近，喜欢吃面有口福啦', '短评打分': 5}
{'短评内容': '酒店性价比很好,位置也很好,去西湖和商场很方便', '短评打分': 5}
{'短评内容': '出行很方便，旁边吴山夜市、解百逛逛，奎元馆吃吃，赞', '短评打分': 5}
{'短评内容': '酒店条件还好，位置不错，离西湖也就3分钟的路。只是酒店前台服务水平还需提高', '短评打分': 5}
{'短评内容': '非常舒适，非常干净，价廉物美，而且地理位置极佳！', '短评打分': 5}
{'短评内容': '地理位置很好，酒店装修风格也时尚，只是酒店整体感觉小了点', '短评打分': 5}
{'短评内容': '酒店位置佳，比较干净，设施也不错，就是价格小贵了那么一丁点，还有入住期间，正在外观装修。进出稍有影响。总之，去杭州，我每次必住这家', '短评打分': 5}
{'短评内容': '地點很好房間也干淨最主要的前台服務人員态度很好按\uf60a讚', '短评打分': 5}
{'短评内容': '酒店不错，条件，位置都很好。服务也还可以，网速不是很优，建议改进，如果能有无线的就很好了。', '短评打分': 5}
{'短评内容': '每次都住，没什么好说的了，各方面都不错，就是价格还需要一些竞争力！别老变动，一到紧张的时候就涨价。', '短评打分': 5}
{'短评内容': '在这住了好几次了，高楼层临街也很安静，还有城景欣赏。吴山夜市离酒店也很近。唯一不足就是没有无线网络，建议推广一下哦！', '短评打分': 5}
{'短评内容': '交通便利，设施也还不错,房间挺干净的，就是浴室是用玻璃隔起来的。', '短评打分': 5}
{'短评内容': '酒店很不错，位置很好，下次还会入住', '短评打分': 3}
{'短评内容': '位置距西湖很近，适合居家伴侣出游，房间干净、雅致。早餐还可以，品种有些少，咖啡味道不对，是糊的味道，不知道是什么原因。', '短评打分': 5}
{'短评内容': '酒店干净整洁,地理位置较好,价位适中.我每次都住这里.', '短评打分': 5}
{'短评内容': '宾馆离西湖很近，很方便，房间也很精致。前台的态度不是很好', '短评打分': 5}
{'短评内容': '挺好的，交通便利，环境优雅。直得推荐的。', '短评打分': 5}
{'短评内容': '感觉是旅馆，环境一般。隔音效果很不好。隔壁的动静全能听见，影响休息。', '短评打分': 1}
{'短评内容': '感觉不好。隔音很差的。抽马桶，说话全能听见，吵死人了。不能好好休息的。', '短评打分': 1}
{'短评内容': '地理位置还可以，信价比不算高，早餐一般。', '短评打分': 5}
{'短评内容': '近西湖门口，离湖滨路外婆家很近，打车去楼外楼都是起步价', '短评打分': 5}
{'短评内容': '感觉一般 没想像中好 房间挺小的 干净度还行 只是这个价格挂四星有点不值 还不如住锦江之星或汉庭这种快捷酒店 性价比一般', '短评打分': 3}
{'短评内容': '离西湖边近,附近繁华,房间较少.离西湖边近,附近繁华,房间较少.', '短评打分': 5}
{'短评内容': '离西湖很近，设施有点老，房间也不大，交通、餐饮都很便利。', '短评打分': 5}
{'短评内容': '离西湖听进，斜对门有家老陕西面馆不错；西湖边还有外婆家饭店，下次去肯定会再选择的。就是房间小了点', '短评打分': 5}
{'短评内容': '交通便捷，环境卫生，适合入住，床有点小。', '短评打分': 5}
{'短评内容': '第一次入住这酒店感觉和图片有差异不过总体还可以以后会考虑再次入住', '短评打分': 3}
{'短评内容': '房间还是不错的,地点也好,设施到位,服务也不错,值得一住', '短评打分': 5}
{'短评内容': '交通便利，干净。就是房有点小。其他都还好的。', '短评打分': 5}
{'短评内容': '每次去杭州，都会选择住这个酒店。。。。不过从未去过13楼的餐厅。。这次有幸上去了一次。。。挺失望的，那厕所就在餐厅的门口。。。而且。。。破陋不堪。。。。', '短评打分': 5}
{'短评内容': '交通便利，卫生。唯一不好的就是靠近路边，有点吵。', '短评打分': 5}
{'短评内容': '感觉一般。性价比不高。挺小的，感觉是旅店的档次。', '短评打分': 1}
{'短评内容': '离西湖很近，又地处热闹繁华的解放路湖滨，去南山路北山路都很方便，门口公交线路众多，去景区或火车站都很便利。', '短评打分': 5}
{'短评内容': '步行到西湖湖滨公园不用10分钟\n饭店大堂很小\n但服务很不错\n还可以透过他们订西湖印象的票\n房间也还不错', '短评打分': 5}
{'短评内容': '入住的房间很不错，但比想象中小。一切都还满意！', '短评打分': 5}
{'短评内容': '该酒店所处地段位置好，服务好，也比较干净，自助早餐也不错', '短评打分': 5}
{'短评内容': '此酒店比较干净也比较安静，周边交通比较方便并且离西湖还是比较近的。', '短评打分': 5}
{'短评内容': '交通非常便捷，下次还会再选择入住，赞一个！', '短评打分': 3}
{'短评内容': '地处闹市，离市区和西湖都很近，属于步行可达范围，出行公交和出租车都很方便，只是酒店设施有待改进。', '短评打分': 5}
{'短评内容': '酒店不错，房间略小。地段也不错。就是因为周末，同样的房间给我涨了120的价钱，唉。。', '短评打分': 5}
{'短评内容': '入住528房24、25两晚。', '短评打分': 3}
{'短评内容': '到杭州我都是住这里的，很干净，设备也蛮好，价格比一般经济型酒店高了点，但是位置是在太棒了，解百、湖滨、延安路都是步行几分钟就到了，浣纱路的联合售票点也很近，回家买票很方便。', '短评打分': 5}
{'短评内容': '该酒店所处地段位置好，服务好，也比较干净，自助早餐也不错；缺点：房间偏小，且其布局、包括卫生间的设置都不理想，有所不便。 给我的总体印象：这相当于一个三星酒店。', '短评打分': 1}
{'短评内容': '比艺联店感觉差不少, 不过相比同地段其他酒店,  性价比还是不错的,床挺舒服', '短评打分': 5}
{'短评内容': '干净，舒适，地理位置也方便。下次还会再入住。', '短评打分': 5}
{'短评内容': '房间比想象的小好多  隔音太差了  走廊里的脚步声   磁卡开门声音都能听到', '短评打分': 3}
{'短评内容': '乾淨, 價格OK; 離西湖, 夜市, 河彷街都在走路範圍之內. 逛街酒吧也都不遠, 可以推薦給好友. ', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '已经是常客了，房间依旧，室内还是很整洁。只是前台的服务生，应该还需专业一些。礼貌，专注，诚恳，耐心是服务行业的基本。', '短评打分': 5}
{'短评内容': '一切都蛮好的，早餐很棒，下次还会去，住的是商务间，就是感觉缺个浴缸。。累了泡个澡会更舒服的呢。。。你们说呢？？？', '短评打分': 5}
{'短评内容': ',酒店房间小,早餐不错,位置好,推荐。', '短评打分': 3}
{'短评内容': '满意。', '短评打分': 3}
{'短评内容': '，环境不错，价位公道', '短评打分': 3}
{'短评内容': '剛去住,周邊很熱鬧,離杭州火車站3站距離,西湖也算近,地點不錯;唯房間小,也有點舊了,特價房三百左右原來是面向後方民宅,棟距很近,不拉窗簾完全沒隠私可言;如果不是特價,應該會很嘔吧!!', '短评打分': 5}
{'短评内容': '房间不错，45平米的这种。服务稍差。', '短评打分': 3}
{'短评内容': '每次到杭州都是住这家，基本没有变过，很不错，就是最近的价格一直变动。', '短评打分': 5}
{'短评内容': '价格还可以.离西湖景区很近.前台服务有代提高.', '短评打分': 5}
{'短评内容': '很好很满意', '短评打分': 3}
{'短评内容': '感觉配套和细节够不上四星，性价比般般，最多三星。', '短评打分': 1}
{'短评内容': '地理位置很方便，只是特惠房有点小，隔音也不太好', '短评打分': 5}
{'短评内容': '性价比不高.当时住了一晚,价钱是488元,但是住了后感觉不值这个价,真的.房间里面的东西有点陈旧,整个房间给人的感觉有点灰暗,不明亮,当时订的是四季都市房,还以为是比较温馨敞亮的感觉,但是比较失望.', '短评打分': 1}
{'短评内容': '交通方便。位置也不错。环境优雅，离西湖很近。旁边就有购物的地方：新华书店、解百等', '短评打分': 5}
{'短评内容': '酒店的位置还是不错的，离西湖大概1公里内，价格跟酒店的档次不够吻合，也是占了地理位置好的光。酒店的服务不错，但是前台登记人员热情欠佳。值得一提的是，早餐非常不错，品种丰富，食材上成，而且搭配的非常合理。也为酒店的整体印象加了分。', '短评打分': 5}
{'短评内容': '房间比较干净，离西湖比较近，性价比还可以。', '短评打分': 5}
{'短评内容': '调价后的价格有点高,性价比比较不好, 酒店地理位置还是很好的, 也方便停车', '短评打分': 1}
{'短评内容': '位置很好，环境也不错，公婆带着女儿住的很满意的。', '短评打分': 5}
{'短评内容': '还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行', '短评打分': 5}
{'短评内容': '要是房间里能有小冰箱就好了，酒店前台的实习生业务还比较生疏，遇到问题有点不知所措。', '短评打分': 5}
{'短评内容': '比较一般！但是地段不错！就在吴山夜市对面！', '短评打分': 5}
{'短评内容': '四季套房不错，服务也蛮好，地处市中心，下次去还会住。', '短评打分': 5}
{'短评内容': '前台服务和客房服务都还行，就是客人使用的毛巾浴巾什么的只能下午三点后才能送来，慢！其实这样的价格可以换到开元', '短评打分': 1}
{'短评内容': '没有商务中心,很不方便. 十三楼的餐厅吃过早餐后,一身油烟味,很难闻.', '短评打分': 5}
{'短评内容': '装修一般，卫生状况一般，总的来说价格也偏贵', '短评打分': 1}
{'短评内容': 'OOOOOOOOOOOOOOOOOOOOOOOOOOO', '短评打分': 5}
{'短评内容': 'OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOQQ', '短评打分': 5}
{'短评内容': '房间还算干净的，离西湖非常近,晚上走到楼下就有杭州的夜市，挺热闹的。', '短评打分': 5}
{'短评内容': '位置很好，我是住在8楼，也比较安静。就是房间小了一点，特别是卫生间。总的来说还是不错的。', '短评打分': 5}
{'短评内容': '酒店交通便利，打车很方便，离西湖和杭州城站都比较近，酒店房间比较干净整洁，装修比较新，液晶电视比较大，就是房间小了一点，订的房间靠小区，免费升级，比较安静，适合商旅出行。', '短评打分': 5}
{'短评内容': '酒店设施一般，价格却将近400，跟200多的商务酒店没有什么区别，虽然有停车场，但是停车极不舒服，不会向朋友推荐此酒店，性价比不高。', '短评打分': 1}
{'短评内容': '地理位置还可以,出行很方便,但性价比太低,按一标间408元的价格应含早才比较合理，服务质量有待提高。', '短评打分': 5}
{'短评内容': '地理位置还不错，离西湖和步行街都比较近，值得推荐。', '短评打分': 5}
{'短评内容': '靠近西湖，离有名的吴山夜市只有几步之遥，出行方便。', '短评打分': 5}
{'短评内容': '上周末与几个朋友又去了次杭州，还是住这家酒店。感觉没啥变化，环境、服务依然不错，房价照旧有点偏高。', '短评打分': 5}
{'短评内容': '蛮好的 蛮好的 蛮好的 蛮好的\n蛮好的 蛮好的 蛮好的 蛮好的', '短评打分': 5}
{'短评内容': '位置不错，可以走到西湖，里面也还行，就是门脸小了点，下次来还会考虑', '短评打分': 5}
{'短评内容': '房间太小  价格稍高', '短评打分': 3}
{'短评内容': '酒店位置很好.可以散步到西湖. 周圍吃飯也方便, 旅遊商務都適合.', '短评打分': 5}
{'短评内容': '位置不错，很方便。服务还可以，晚上到得比较晚，给升级了，房间很干净。不知道没升级的怎样。', '短评打分': 5}
{'短评内容': '酒店不错.空调够凉!', '短评打分': 3}
{'短评内容': '房间太小了！其他还好！', '短评打分': 3}
{'短评内容': '很好，房间装修不错，交通也比较方便，下次还会考虑入住。', '短评打分': 5}
{'短评内容': '前台服务态度很好，房间非常满意，可是餐厅的口味就差了点', '短评打分': 5}
{'短评内容': '交通方便，房间干净，床很舒服，不过大床房没有标间好。', '短评打分': 5}
{'短评内容': '环境还好，但为什么沙发扶手有个破洞？', '短评打分': 3}
{'短评内容': '交通很方便，离西湖很近，而且周围吃饭的地方也多，离外婆家，白鹿，知味观，川味观都不远，酒店设施也可以，就是房间太小了些，早餐也不错，内容很丰富', '短评打分': 5}
{'短评内容': '酒店位置好，房间面积较大，离西湖很近，晚饭后步行去西湖大概5分钟，服务很好，房间物品也很好 \n', '短评打分': 5}
{'短评内容': '地理位置好,离西湖近,装修不错,空间少,物品质量好.', '短评打分': 5}
{'短评内容': '地理位置好,离西湖只有10分钟步行路程,内部装修不错,空间少了点,配套物品挺好.', '短评打分': 5}
{'短评内容': '酒店位置不错，走路到西湖10分钟以内，靠近解百。商务型酒店比较适合出差人士。交通方便，服务也不错。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '酒店不错，就是小了点，环境很好。', '短评打分': 3}
{'短评内容': '酒店位置好，早餐也很丰富，房间面积较大，下次还来。', '短评打分': 5}
{'短评内容': '离西湖很近,只需要步行10分钟,里面装饰和配置的东西很舒适,空间稍微小了点.', '短评打分': 5}
{'短评内容': '地理位置好,离西湖只有10分钟步行,里面装修和配置很舒服,只是空间小了点.', '短评打分': 5}
{'短评内容': '位置不错，距西湖步行几分钟就到，房间也较大，不错。', '短评打分': 5}
{'短评内容': '四季酒店地处解放路靠近西湖位置很好，酒店干净整洁，价格适中，服务也好！缺点无早餐！', '短评打分': 5}
{'短评内容': '感觉很干净，很舒适，就是房间太小', '短评打分': 3}
{'短评内容': '还可以还可以还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '就一句，离西湖很近，交通方便，火车站过来20元搞定，哈哈！', '短评打分': 5}
{'短评内容': '房间有点小，设施还可以，也比较安静，性价比不是特别高', '短评打分': 1}
{'短评内容': '酒店位置还不错，电视频道很少,虽然房间有点小，但设施还算齐全，总体不错', '短评打分': 5}
{'短评内容': '房间小了点，而且各项设施也不值这个价格', '短评打分': 3}
{'短评内容': '还好，位置挺好，房间简洁干净。但无食品，希望能增加一个小冰箱在里面', '短评打分': 5}
{'短评内容': '离西湖很近,只是纳闷:这年头叫四季的酒店怎么这么多呢?容易混淆啊', '短评打分': 5}
{'短评内容': '地处闹市区,有点闹中取静的感觉,早餐还可以,服务不错.', '短评打分': 5}
{'短评内容': '这里地理位置很不错走路5分钟到西湖也是我选择这里的很大原因。我住的是行政商务房578元一晚。说实话服务非常差让人觉得还不如我们那里的莫泰168.首先早上10点我还在去杭州的火车上已经接到酒店的员工打来让我现在就去入住，说实话我出门在外这是第一次接到这样的电话。然后我下午3点不到入住的，进入房间发现门是敞开的，里面一个工程部的师傅穿着鞋子站在沙发上修厕所的灯，难道他家酒店没好的房间也卖客人。接下来准', '短评打分': 1}
{'短评内容': '酒店位置不错。整体的卫生和服务都是比较令人满意的', '短评打分': 5}
{'短评内容': '软硬件都一般，还不带早餐，下次不会再住了！', '短评打分': 1}
