{'descr': '还不错，环境挺好，里清华有点远', 'star': 5}
{'descr': '入住格林豪泰北京学清路酒店后，感觉不错，房间整洁，环境优雅，管理规范。推荐。', 'star': 3}
{'descr': '房间整洁干净，前面态度很差，想要续房，态度非常坚决强硬不同意，不为客人考虑。房间竟然暖气管是凉的，晚上被冻醒', 'star': 1}
{'descr': '舒适，地方有点难找', 'star': 3}
{'descr': '环境较好，干净整洁，居住舒适，价格合理，位置优越', 'star': 5}
{'descr': '地段其实一点也不偏。房间非常干净，服务也非常好。住了几次格林豪泰，都不错。以后一定是首选。除了洗澡水不是特别的热以外！', 'star': 5}
{'descr': '大床房的房间很宽敞，卫生条件很好，价格也不贵。推荐！', 'star': 5}
{'descr': '床很舒服，环境也很好。。。离北京语言大学特别近 ，交通便利。', 'star': 5}
{'descr': '住这个店，恶心死我了！！！\n1.特别不隔音，都是隔断房，吵死了！\n2.结账时，前台竟然说预授权不能取消，又给我做的消费！！！格林豪泰这个店，成了黑店不成！！！！\n3.发票也没办法开。\n只能一个词来形容了，那就是 垃圾！！！！！！！！！！！', 'star': 1}
{'descr': '还不错', 'star': 3}
{'descr': '性价比还是可以的，不过没有电吹风，房间里只有台灯', 'star': 5}
{'descr': '酒店还可以，不过比其他的店好像面积小一些，房间的干净程度还是一样的，隔音不太好，早上出门打车不容易。', 'star': 5}
{'descr': '挺干净的 就是房间比较小挺干净的 就是房间比较小挺干净的 就是房间比较小', 'star': 5}
{'descr': '条件还不错', 'star': 3}
{'descr': '性价比很高~环境很好 推荐入住~~~~~~', 'star': 5}
{'descr': '很不错的哈~~我非常喜欢的啊。希望继续保持', 'star': 5}
{'descr': '好的 非常好 很新 也在路边 服务不错。', 'star': 5}
{'descr': '很满意！就是电视频道有点少，希望加以改进', 'star': 5}
{'descr': '服务很好,房间有点小,不错.', 'star': 3}
{'descr': '为了给其他用户提供更有价值的意见，请您发表20个字以上的点评\n隔音效果比较差，其他的还是不错的。', 'star': 5}
{'descr': '酒店较新，但第一印象很不好，到酒店后接待告诉我不好意思，你订的房间没有了，要不是带了小孩和老人，我非得给他逗硬，说是客人没有退出来，可笑！这是其一，其二，第二天早上服务员告诉我每个房间都有早餐，到前台问，接待首先问我们续房吗，我们说要回家了，他立马说早餐要出钱，怎么这样?还有，房间不太隔音，晚上玩了回去，听到隔壁阵阵叫喊声，仔细听来，才发现是=====，太清楚了，不太好！更有，卫生间响了一夜，不是', 'star': 1}
{'descr': '服务周到快捷，免费从大床房调换到标间，服务人员随叫随到。房间很干净，晚上也很安静，就是硬件维护还有待提高（换了4跟网线才找到一条能用的）。', 'star': 5}
{'descr': '环境很好 很干净 还送矿泉水  服务不错  房间还算宽敞 \n地理位置不太好  交通不便  \n晚上周围人很少  不宜出行  ', 'star': 5}
{'descr': '条件不错哦，值得推荐', 'star': 3}
{'descr': '环境和服务都很好，非常满意。', 'star': 3}
{'descr': '环境还不错，就是似乎还有装修的味道', 'star': 3}
{'descr': '离五道口还算不远，房间挺干净，就是房间隔音不行，走廊里的声音很清楚，隔壁洗澡放水的声音都听得见，前台那个女服务员态度不怎么样！', 'star': 5}
{'descr': '酒店挺干净就是隔音不好隔壁洗澡水的声音都可以听见', 'star': 3}
{'descr': '交通比较方便，离清华也很近。床单不是很干净，换了后还是有污渍，房子不是很隔音。总体来说，性价比还可以。', 'star': 5}
{'descr': '真的是哪哪都不错，环境也好，也很安静，就是稍微有点远，不过完全值得一去。', 'star': 5}
{'descr': '价格便宜，交通便利，但是离北大、清华不是很近，可能计算的是直线距离吧', 'star': 5}
{'descr': '在北京的住宿来说价格便宜，其他方面中规中矩。', 'star': 5}
{'descr': '前台的态度一般，但是房间超赞，非常卫生、整洁。', 'star': 5}
{'descr': '除离市区远点外其它都有很好，特别是早餐。品种虽然少。', 'star': 5}
{'descr': '住宿条件还不错，挺干净的，只是离北大清华还是挺远的，去的时候房间已满，等了3个小时才住上，送了2张早餐劵作为补偿', 'star': 1}
{'descr': '环境不错,性价比高,吃饭方便,离中关村20元的士.', 'star': 5}
{'descr': '这酒店里面环境特别好 就酒店而言性价比很高 但交通稍微不是很方便', 'star': 5}
{'descr': '在清华附近，环境还算可以，隔音效果有点差。', 'star': 5}
{'descr': '挺好的，就是隔音不大好，洗浴水漏不大给力', 'star': 5}
{'descr': '住宿的地方交通比较便利，但就是离地铁远了点。与同类价格区间的房间相比优势还是比较大的。周边晚上很静，休息很好。整体感觉不错，比较舒服。', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '我已于昨天上午电话取消预约.', 'star': 3}
{'descr': '房间比较干净,离公交车站进交通也比较便利', 'star': 5}
{'descr': '房间布置比我在天津 ，武汉住的感觉都好。 走3分钟也有公交站，楼下有餐馆。在北京这样的价格还是不错。', 'star': 5}
{'descr': '酒店干净、整洁。房间挺大，服务态度也较好。宽带免费上网，就是网速太慢，只能将就将就。一个较大的缺点是附近没有地铁，出行不够便利。但作为酒店本身来说性价比还是很高的。', 'star': 5}
{'descr': '卫生环境不错，出行也很方便 ，服务质量也不错 ', 'star': 5}
{'descr': '要是能提供早餐就好了，便宜点的早餐，收费也行。其它非常满意，谢谢', 'star': 5}
{'descr': '非常好，先前订志新宾馆的不爽一扫而空', 'star': 3}
{'descr': 'good good good good good good good good ..........', 'star': 5}
{'descr': '总体体验不错。干净舒适。出门也比较方便。大床房A里面有根柱子，还有书桌没有配备阅读灯，这点不太好。', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '环境不错，房间比较舒服的，挺好~~总体来讲不错，性价比还可以', 'star': 5}
{'descr': '屋里挺干净，环境挺安静，服务员态度挺好的。就是坐地铁不方便，总体推荐。', 'star': 3}
{'descr': '卫生干净舒适', 'star': 3}
{'descr': '貌似换可以，主要是看每个人对酒店的需求。', 'star': 5}
{'descr': '周围环境还不错，这是第二次来了，离要去的研究所比较近，所以还算方便~~', 'star': 5}
{'descr': '挺干净，性价比还可以，不过一定要提前定才好，前台服务态度很差', 'star': 5}
{'descr': '房间挺好,性价比合适', 'star': 3}
{'descr': '酒店很干净,住的邻接面,有些吵,酒店拖鞋质量不是很好,很薄,还有很浓重的味道,楼下有金百万饭店和小吃店,除酒店走不多远就有公交车,比较方便,性价比比较高.', 'star': 5}
{'descr': '环境很好，但比我以前住过的苏州店小', 'star': 3}
{'descr': '酒店环境还不错 选择的原因是因为离家近 \n价格还算合理', 'star': 5}
{'descr': '入住', 'star': 3}
{'descr': '整体都不错，临街一侧晚上有点吵，这次赶上空调坏了，也没有空房可换，希望尽快修缮。', 'star': 5}
{'descr': '很好！很干净！也清净，价格合理，装修风格舒服，好的没什么要说的，支持', 'star': 5}
{'descr': '酒店性价比还算不错，也比较干净。但是地理位置比较偏，打车也不是很容易。', 'star': 5}
{'descr': '服务非常周到,价格也合理,最重要的是卫生非常好,很干净.我还办了张这个酒店的会员卡,以后还会住这个酒店的', 'star': 5}
{'descr': '很好 很干净 房间也很大  外面看着很豪华 性价比很高', 'star': 5}
{'descr': '这是我住过最好的格林豪泰  干净 房间也很大  就是隔音效果不好', 'star': 5}
{'descr': '很好，很实惠。。。卫生间很有创意，很干净，前台也很热情', 'star': 5}
{'descr': '干净，卫生，总之不错！周围还有个生活区，比较方便！', 'star': 5}
{'descr': '一次愉快的入住经历。\n房间不算小，而且很干净舒适，屋内用品比较新。网速还不错，另外还送两瓶矿泉水哩，比较贴心~\n只是公共交通不是很方便。我们是开车过去的，但酒店门口貌似车位就几个，只能停在马路边上了……\n总之，一切还好，在住过的酒店里，性价比算高的啦~推荐！', 'star': 5}
{'descr': '非常超值！99元的价位能享受这种程度的房间，真的是大出意料。南向的窗户，采光很好。卫生很好，热水很好，大床很好，服务很好。总之非常超值！我老婆之前还说呢，是不是没有窗户啊？怎么这么便宜？结果一去，发现真的是一点问题都没有。\n不知道以后是不是总这个价位，即是涨价到150，我也强烈推荐！真的非常好。', 'star': 5}
{'descr': '环境不错，价格便宜。适合附近的学生住，周末啥的', 'star': 5}
{'descr': '晕啊，我明明点的推荐，怎么显示成不推荐了呀？？？？ 总之以我连续订了三个晚上的经验来说，我真的很推荐这家酒店，性价比超高，很开心', 'star': 5}
{'descr': '绝对物超所值，我订的是998特价房，但这里的环境比我花两三百订的大床房还要好，洗手间玻璃隔开，有窗，下午暖暖的阳光照进来很温馨。。。电视是液晶宽屏的，还有一张蛮大的写字桌，晚上办公也很方便。。。洗澡水也很舒服，用具非常齐全。。。总之，满分100，我打95分！', 'star': 5}
{'descr': '超赞的，主要是因为99元的特价房让我期望值不高，不过结果居然意外的好，很温馨舒适，液晶电视，浴室也很干净，洗澡很方便，特别推荐，太满意了', 'star': 1}
{'descr': '大床房A，特价的，很舒服，大而且清爽，有家的感觉。', 'star': 5}
{'descr': '大床房A，特价房，可是品质一点也不打折，感觉非常好，性价比很高，就是在五环以外了，交通稍微有些不便，不过如果出行都打的的话，倒也无所谓。', 'star': 5}
{'descr': ' 整个酒店的环境和设施很舒服，服务也是很及时的，各种设施具备，只是偶尔冲凉的水会有些凉，不过打电话给服务台，马上就给调水温了。\n  只是由于我入住的三天当时在网上订的价格不一样，前台服务没有衔接好，原本第三天的特价99.8还是按183元收的价格，到现在还没能把这问题解决好，多出的钱还没有还给我，尽管经理解决问题的态度很好，可是要等到什么时候呢？我已经离开酒店快一个星期了。希望能尽快解决。', 'star': 5}
{'descr': '非常好，性价比很高，房间也很舒适。非常喜欢', 'star': 5}
{'descr': '给朋友预定，反映还可以，以后去北京会优先考虑           ', 'star': 5}
{'descr': '房间干净、设施齐全。感觉不错，以后还会继续住的。', 'star': 5}
{'descr': '酒店卫生很好，房间挺安静，不错的选择，下次还住这里。价格合理，就是不是太好找，\n', 'star': 5}
{'descr': '感觉很好 浴室也很干净  很满意 下次有机会应该还会选择', 'star': 5}
{'descr': '很不错。每次都住这。但是这次给的房间太不好了。最最里面的。通风也不好', 'star': 5}
{'descr': '订的99.8元特价房 真的很喜欢 干净温馨 很棒！', 'star': 5}
{'descr': '不错啊不错啊不错啊不错啊不错啊不错啊不错啊不错啊不错啊不错啊不错啊不错啊不错啊不错啊', 'star': 5}
{'descr': '这个酒店真的非常超值，房间大而且很干净。', 'star': 5}
{'descr': '环境挺好的 就是隔音不好\n晚上睡觉听见旁边屋子放歌...', 'star': 5}
{'descr': '房间很大，很干净，就是位置有点偏，交通不便，地方不错，推荐之', 'star': 5}
{'descr': '房间挺干净的', 'star': 3}
{'descr': '总体来讲不错。格林豪泰的性价比还是挺高的。', 'star': 1}
{'descr': '房间非常舒服，同学很满意 下次还会来住。。。。。。。/', 'star': 5}
{'descr': '＋酒店挺干净，感觉不错。', 'star': 3}
{'descr': '住过很多次。一直很喜欢。', 'star': 3}
{'descr': '学清路的格林真不错，哈哈，服务很好，房间也很干净，订的是99.8的特价房，非常值！', 'star': 3}
{'descr': '还行吧，房间比较新，位置也不错，周围有很多吃东西的地方', 'star': 5}
{'descr': '挺好的，客房干净，位置也不错。设施还是比较齐全，在经济型酒店里，这家是最好的了。', 'star': 5}
{'descr': '不错。性价比高', 'star': 3}
{'descr': '房间冷', 'star': 3}
{'descr': '房间隔音不好', 'star': 3}
{'descr': '前台服务员很热情', 'star': 3}
{'descr': '环境好，干净卫生', 'star': 3}
{'descr': '不错的经济酒店，打扫的阿姨态度也很好。住了6天，阿姨天天来打扫。\n\n前台有个个子高高的脸有点大的女生态度很好，其他也有态度好的，有一二个态度冷淡些，总体很不错啦，房间也蛮干净的。床很舒服', 'star': 5}
{'descr': '不错的经济酒店，床很大很舒服。曾经在格林豪泰官网定过学院路店，差很大，那个像个农民搞得- =。', 'star': 5}
{'descr': '设施很新，卫生、环境都不错，服务态度也不错，推荐。\n', 'star': 5}
{'descr': '房間乾淨，網速也很快，電視屏幕很大看著不錯，總體算不錯。位置也還不錯。', 'star': 5}
{'descr': '房间大，坏境好，交通也方便，如果在学院路附近办事这里很合适。', 'star': 5}
{'descr': '房间很大很舒适，门的密封性不好，不隔音，卫生间很大很好，全透明玻璃，很棒', 'star': 5}
{'descr': '房间很宽敞，很干净，有对外的小窗，电视很大，卫生间很好。', 'star': 5}
{'descr': '房间很干净，也很温馨，住着很舒服，非常不错，哈哈', 'star': 5}
{'descr': '还行，就是有点偏僻，希望以后服务态度更加好一些！', 'star': 5}
{'descr': '酒店还不错，比想象中的要好', 'star': 3}
{'descr': '昨天订的今天住的北京格林豪泰因故取消,对不起了', 'star': 3}
{'descr': '前台服务很好，很热情。房间很温馨~总之比较喜欢~', 'star': 5}
{'descr': '整体环境不错，在北京的话这个价位也算合理..', 'star': 5}
{'descr': '＋这里不错哟，清净，房间设施不错，但大床房卫生间的玻璃没有加膜，站在卫生间外面，直接可以看见里面在干嘛。。。。这样不太好。\n', 'star': 3}
{'descr': '订的99.8的房，结账收了我183。。。。。。。。', 'star': 1}
{'descr': ' 很不错的地方，下次还会去！', 'star': 3}
{'descr': '环境不错    房间有根大柱子很温馨环境不错    房间有根大柱子很温馨', 'star': 5}
{'descr': '房间不小，环境不错，格林豪泰各个店之间差别还是挺小的 ，不错', 'star': 5}
{'descr': '酒店挺不错，就是地方挺难找的，不过很安静。 也很干净。总之会再去！', 'star': 5}
{'descr': '不错 满意 门口稍微有点乱 房间还不错 以后也会考虑住的 \n', 'star': 5}
{'descr': '房间很大很舒适，99.8特价非常划算，美中不足空调不让用，有点冷，还有隔音不是很好！而且没有2毛，最后零钱没有找。。。', 'star': 3}
{'descr': '很温馨，很舒适。周围交通也比较方便，离清华北大比较近。', 'star': 5}
{'descr': '除暖气不好外，其余都不错高质量，高效，高性价比，距离远交通便', 'star': 5}
{'descr': '还是不错的酒店，推荐，有免费的矿泉水送，设施还是不错的。', 'star': 5}
{'descr': '总体上比较，格林豪泰是经济型酒店里性价比最好的了。\n比较喜欢他们的大床房。感觉不错。', 'star': 5}
{'descr': '设施好，环境不错，态度好，下次有机会还会去~', 'star': 5}
{'descr': '环境不错，地采暖感觉燥', 'star': 3}
{'descr': ' 酒店很干净,有种回到家的感觉。就是稍有点远!', 'star': 3}
{'descr': '原预定大床房，到时说没有，改标间，价格不变，还行吧', 'star': 3}
{'descr': '酒店环境很好，房间很干净，周边吃饭很方便，但是门口马路大车有点多，鸣笛有点吵', 'star': 5}
{'descr': '房间太暗了 连个大灯都没有  电视非常不清楚 衣服撑也只有两个  空调遥控器也舍不得放在房间了里  前台服务态度非常一般 非常一般 这样的态度还是第一次见呢 在别的酒店都没见过  怎么可以这样呢 我的评论绝对客观真实  ', 'star': 1}
{'descr': '还不错，周围有好几个饭店，房间很干净，装修的也好！', 'star': 5}
{'descr': '到清华的人可以在这里入住,位置和价钱比较划算吧', 'star': 5}
{'descr': '地方不是特别好找，但是前台服务员比较耐心。\n房间整体不错，有个好大的康佳电视，卫生间很有爱，是透明玻璃的\n不足之处是隔音一般。\n另外为什么房间里没有主灯呢？看个书报杂志什么的不太方便', 'star': 5}
{'descr': '新装修，除有噪声外，设备很好，标准间A有宽屏液晶', 'star': 5}
{'descr': '虽然位置不好找，但是宾馆的性价比比较高，隔音也好。不错，明天第二次入住。', 'star': 5}
{'descr': '设施很好，隔音不错,主要是很干净，房间内布置也很温习，很喜欢', 'star': 5}
{'descr': '挺好的，条件不错，环境还行，适合家庭旅行。', 'star': 3}
{'descr': '酒店蛮干净的,服务也还行,就是位置有点难找,周围晚上也没什么吃的店,总体来说,这个价格能住到这样还是不错的', 'star': 5}
{'descr': '＋不错', 'star': 5}
{'descr': '推荐，虽然前台服务人员表情难看，地方太远，门口附近环境太差，只有内部设施还不错，但这个价位就算可以了。', 'star': 5}
{'descr': '很满意', 'star': 5}
{'descr': '真的哈不错，住宿条件 交通便利 周围也很安静', 'star': 5}
{'descr': '很不错，干净。交通也很方便。房间也不算小。很合适。', 'star': 3}
{'descr': '酒店比较新，但是同样的原因家具味道很重。服务不错，周围吃饭方便。性价比算是比较高的。总的来说，还是很推荐的。', 'star': 3}
{'descr': '+不错，挺好找，干净！以后还会住的', 'star': 5}
{'descr': '总体上住得比较舒服，尤其在一些细节上可以看出做得很用心，比如每天会送两瓶矿泉水，窗户打开有纱窗（但是有几天服务员打扫完卫生没把纱窗拉上，可能会让飞虫进来），还提供电吹风。电水壶、马桶、一次性拖鞋这些东西是我住过的同价位经济型酒店里质量最好的，服务员也挺热情，经常会主动帮忙。\r\n\r\n但是房间里有个设置我觉得很奇怪（我住的是大床房A），就是屋顶上只有一盏灯——门口的那个廊灯，房间里面竟然没有顶灯，这样', 'star': 5}
{'descr': '服务态度很好，走廊里面遇到服务人员，都会主动打招呼。', 'star': 5}
{'descr': '充满记忆的酒店.我爱你.我爱这....................', 'star': 3}
{'descr': '酒店干净 早餐10元比较合适 床都有比一般地的高 合适 电视还是液晶的 非常不错 洗手间的玻璃还都是透明的', 'star': 5}
{'descr': '设施比较新，安静，床比较硬，周边吃饭比较方便。性价比高。', 'star': 5}
{'descr': '酒店打扫卫生的大妈很贴心``还帮忙叠衣服~.  可惜前台有个胖接待有待提高.  整体不错~', 'star': 5}
{'descr': '从学知路站下车，向前走看见路口右拐就到了，在横着的那条马路上，提前知道就比较好找了，房间很干净舒适，楼下的粥店也不错', 'star': 5}
{'descr': '前台的服务员和全世界都欠他钱一样  简直就是面瘫。\r\n不够人性化的服务。', 'star': 1}
{'descr': '＋还不错', 'star': 5}
{'descr': '去中国科技馆很方便，周围吃饭不太方便，离地铁较远！', 'star': 5}
{'descr': '在北京算是一家性价比很高的宾馆了，但是退房时等的时间很久，前台会在处理退房手续的时候接电话或者是接待其他客人', 'star': 5}
{'descr': '感觉不错哦,大床房A也有大窗户，卫生间是玻璃隔出来的，需要拉帘子的那种，但感觉不错。电视是液晶的', 'star': 5}
{'descr': '提前四天在网上预订，到店却告知没房，最好因为服务人员态度比较好住了标间，但是不希望因为酒店工作人员的失误造成客户的麻烦！', 'star': 1}
{'descr': '交通便利，设施不错。淋浴间有些小。隔音效果有些差。服务态度有待提高', 'star': 5}
{'descr': '酒店服务态度热情，房间干净整洁，服务员每天清洁很彻底，能做到顾客至上的服务理念房内网速快，液晶电视让人感觉很气派有高档酒店的感觉，稍显不足的是卫生间玻璃设计虽然美观但略显有些不便~\r\n', 'star': 3}
{'descr': '价位很合适，174的明窗房间很难得啊，房间很干净，窗户很大，采光很好，每天送两瓶矿泉水，至于被诟病的透明浴室的问题，我表示有隔帘可以拉下来啊，总之很好很满意~地方略偏，不过忽略了~', 'star': 3}
{'descr': '+不错，性价比很高', 'star': 5}
{'descr': '格林豪泰（北京学清路店）我觉得客房服务的态度还是很不错的，就是房间的衣架太少了，打电话过去说每个房间都是有一定配置的，可是两个衣架一个人都不够用，更何况是标准间呢？望改进。', 'star': 3}
{'descr': '我觉得客房服务的态度还是很不错的，就是房间的衣架太少了，打电话过去说每个房间都是有一定配置的，可是两个衣架一个人都不够用，更何况是标准间呢？望改进。', 'star': 3}
{'descr': '只是稍微有些小，卫生间的玻璃有一片是透明的，放毛巾的地方离水池有些距离，不是很方便，如果桌子上有台灯就好了。\r\n很新，很干净，服务也很好，很安静。', 'star': 5}
{'descr': '物超所值，我大力推荐，新的酒店设施都不错，下次还定这里了。', 'star': 5}
{'descr': '还可以。本来预定的三个晚上的标间，第一天去了之后说由于别的旅行团没退房，所以要我们住大床间。后来又说有一间会员标准间，但是说我们不是他的会员，无法使用，让我现场办卡成为会员。实际我之前已经是格林豪泰的会员了，这家店是加盟店，说电脑系统落后，查不到我的会员资料。', 'star': 5}
{'descr': '不错的', 'star': 5}
{'descr': '从五道口下地铁，然后得打车，是起步价.\r\n是新开的店，所以卫生方面特别干净', 'star': 5}
{'descr': '房间非常干净便宜设施好 房间也很大 住着很舒服 服务态度也很好 性价比非常高 以后有机会还会去那边住', 'star': 5}
{'descr': '环静优雅，交通较便利，房间空间大，干静舒适。', 'star': 5}
{'descr': '新店，很干净，服务员业务不是很熟悉，工作比较慢。', 'star': 5}
{'descr': '如前者所言，酒店位置一般，离市中心较远，但是总体来说酒店非常干净，住得也非常舒服，本来有一天想预订一下去十三陵和长城的一日游的团的，但是酒店不提供这种旅行社服务，有点小失望，除此之外一切满意', 'star': 5}
{'descr': '离中关村比较近，与周围的酒店比较性价比比较高。', 'star': 5}
{'descr': '很干净，价位也很合适，性价比很高！而且旁边就有一家粥店，吃饭也算便捷。大床房的玻璃卫生间很有意思，而且卫生间没有锁，本人认为卫生间是隐私空间，即便是一个人住，即使玻璃卫生间能够拉上帘子，门锁还是装一把为好，现在的门锁大部分是心理上的象征意义，要不然感觉住的地方和卫生间就是一体的，感觉有点怪！', 'star': 5}
{'descr': '真的很好 下次还会住这家店的 交通很方便 如果有直达地铁站的公交车就更好了', 'star': 3}
{'descr': '很喜欢这里 度过了浪漫周末 我们的纪念日', 'star': 5}
{'descr': 'hao!', 'star': 5}
{'descr': '感觉这次住的还不错，希望以后也能得到这样的服务。有些房间的布局不是很合理，但愿不要住到那些屋子里去，呵呵', 'star': 3}
{'descr': '位置稍微有点偏，性价比高。', 'star': 5}
{'descr': '我觉得他们家的店，有些房间还是不错的。设施啥的，中规中矩吧，没什么特别大的毛病', 'star': 5}
{'descr': '设施比较新，就是位置稍稍有点偏', 'star': 5}
{'descr': 'hao', 'star': 5}
{'descr': '很好的酒店', 'star': 5}
{'descr': '服务人员都很周到热情,前台办事效率挺高的.就是卫生间条件不是很好.面积不大转不开身.其它各方面都不错.', 'star': 5}
{'descr': '可以', 'star': 5}
{'descr': '我觉得该酒店前台的素质值得提高，那个姓苏的前台服务态度很差。还把自己当做大姐大一样指示另一个小姑娘。客人提出的合理要求还被无理拒绝。', 'star': 1}
{'descr': '挺好', 'star': 3}
{'descr': '挺好', 'star': 5}
{'descr': '可以', 'star': 5}
{'descr': '网速有问题呀，一断一断的', 'star': 5}
{'descr': '酒店是新开的，硬件和卫生都还不错，就是服务人员好像素质不怎么高。特别是前台，对客人不冷不热的。还有就是网络长期掉线。', 'star': 5}
{'descr': '服务一如既往，就是打车不好找', 'star': 5}
{'descr': '室内装修的味道比较浓.位置稍有些偏，不过周边的交通还算便利.', 'star': 5}
{'descr': '位置不是很好找 环境不错', 'star': 3}
{'descr': '昨天入住了本酒点,新装修的,设施都是全新的,就是位置不是很好找,其他的都很喜欢~下次还住那里', 'star': 5}
{'descr': '房间设施不错，住得很舒服，下次还会去的。', 'star': 5}
{'descr': '挺一般的酒店，没啥好评价的', 'star': 1}
