{'descr': '很好', 'star': 5}
{'descr': '很一般，感觉是哪个小旅馆改造的，前台不像前台，完全没有酒店该有的门面，前台的服务员也爱搭不理，板着脸办理入住，不过有个GG还不错，比较热心的回答我们的问题，那个女服务员就板着脸，不知道在搞什么~~打扫卫生的车也一直堵在走廊里，也不知道打扫卫生的人在哪，反正出来进去车子都堵着。本来走廊就不宽，看着一车的乱七八糟真是不像样子啊！\r\n房间也巨小，要是的商务大床，还算是比较大的了，看到对面的一间普通大床，', 'star': 1}
{'descr': '酒店位置还可以，但服务一般，设施也不敢恭维，床很硬，隔音也不好。由于外面就是步行街，夜里两点还有些吵。', 'star': 5}
{'descr': '由于是自驾游，事先查好了路线去的，酒店在八一路上，但由于是步行街车子开不进去，绕了一圈停下的，不过停车很方便，路边都是画好的线。酒店房间干净，就是电视机太小了，现在很多酒店都换了液晶的了', 'star': 3}
{'descr': '房间很干净，也很安静，出门就是八一路步行街', 'star': 3}
{'descr': '房间很干净，就是电视机太小了', 'star': 5}
{'descr': '地里位置非常好，就在南门码头旁。。在城区的步行街，出入非常方便，晚上也挺热闹的。。\r\n就是我们开车去的，前后都显示“不可驶入”，后来打电话给酒店，才把问题解决的，酒店会帮消号的。。不错不错', 'star': 5}
{'descr': '崇明岛真的是挺大的，有这么个酒店还比较经济实惠，其他的旅游酒店虽然也不错，就是太贵了。这家性价比还蛮高的。', 'star': 3}
{'descr': '位置不错，吃饭也方便，打车也方便，就是车不能开到门口，因为禁行。得徒步走一段，好在不远。', 'star': 3}
{'descr': '服务还行，就是房间太差了，隔音非常差，晚上被吵醒好几会', 'star': 3}
{'descr': '前台服务还行，酒店设施还行，价钱合理，但要是看世博就是太远了', 'star': 5}
{'descr': '服务态度还可以，地理位置也不错。但酒店的硬件设施很陈旧，而且上不了网。', 'star': 1}
{'descr': '位置很好比较方便，停车要违章比较烦能否让外地车辆进入八一路有路牌指引', 'star': 5}
{'descr': '总体来说很好，但是一开始安排我入住的801实在称不上是一个房间，提出后很爽快的给我换了同级别的103，但是103似乎网络有问题，我自带的笔记本电脑连接不上，最后说我的电脑设置有误，一开始我还真信了，后来我回到家里才发现电脑完全正常，希望酒店能够把这个问题给解决一下！', 'star': 5}
{'descr': '地段不错,下面就是步行街.不过到崇明还是去农家乐有味道.\r\n\r\n开车走人民路口进去,帮你 销掉摄像头拍照违章.\r\n\r\n停车位很少.', 'star': 5}
{'descr': '还不错，老公说有家的感觉，卫生啊什么的都很不错的。不过就是太远了，跑到崇明那里！！！当时就是没注意看崇明在那里，从上海坐车过去就要一个多小时，看世博的话还是不建议入住这家酒店。离市区近点还是好些', 'star': 5}
{'descr': '位置在步行街内，吃饭还算方便。酒店挺干净，服务也热情', 'star': 5}
{'descr': '酒店位置很好，就是因为是步行街，所以开车的朋友得注意了，其他的都还不错，毕竟是经济型酒店，这样已经不错啦，我已多次入住喽。', 'star': 5}
{'descr': '酒店的房间面积比较小,服务还可以,也蛮干净的,而且价格比较合理,所以还是可以推荐,比较适合年轻入住,因为床比较短,所以不太适合老年人住.', 'star': 3}
{'descr': '很差，当时住屋里还漏水，要求换房告诉说没房了，再也不住了', 'star': 3}
{'descr': '停车不方便,门前是步行街,汽车进入是违章的。酒店的卫生很差，湿气味道很重。', 'star': 1}
{'descr': '对商务旅行者来说,莫泰是很好的选择.', 'star': 5}
{'descr': '淋浴器的水温老是偏低', 'star': 5}
{'descr': '房间很小，卫生什么均一般', 'star': 5}
{'descr': '适合商旅', 'star': 5}
{'descr': '就是房间小点,其他都还不错,住着蛮舒适的', 'star': 5}
{'descr': 'GOOD', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '位置不错，房间不算大，还挺干净。', 'star': 5}
