{'短评内容': '可以。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店位置很好 在别的网站订不到房 在Elong订到了', '短评打分': 3}
{'短评内容': '在那个地理位置性价比不错，不过酒店比较老了', '短评打分': 5}
{'短评内容': '还不错吧！', '短评打分': 3}
{'短评内容': '环境不错，比较干净。网速很给力。总体来说还是推荐的。', '短评打分': 3}
{'短评内容': '酒店的服务和设施都不错，也不太吵，就是出租车太难打了，一般出租车都不愿意拐到酒店来。', '短评打分': 3}
{'短评内容': '位置不错，紧挨着国贸，去机场楼下就有大巴', '短评打分': 3}
{'短评内容': '房间整体来说还是可以，但是早餐不行，种类少，而且还要另算钱，并且并不值那个价钱', '短评打分': 5}
{'短评内容': '地段好，环境好，服务好，交通便利，价格又很优惠！对于一个四星级酒店来说，是可以为旅行添加些精彩的！推荐~\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '地段好，环境好，服务好，交通便利，价格又很优惠！对于一个四星级酒店来说，是可以为旅行添加些精彩的！推荐~', '短评打分': 5}
{'短评内容': '交通比较方便，地铁国贸站C出口出来没多远就到了。房间干净卫生。不好的就是如果房间朝南的话临近主干路，晚上比较吵', '短评打分': 5}
{'短评内容': '艾维克酒店交通比较方便，地铁、公交、机场大巴就在附近；大床房的床够大，睡4个人没问题，早知道当初少订一间房了；一间房间浴缸下水坏了……', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '我很满意', '短评打分': 3}
{'短评内容': '每次出差都住在这个酒店，设施服务都还不错，就是打车不方便', '短评打分': 5}
{'短评内容': '挺好的 就在银泰购物中心边上 很方便 。\n就是上下班高峰人超级多', '短评打分': 5}
{'短评内容': '酒店离国贸和朋友家里双井比较近，很方便', '短评打分': 3}
{'短评内容': ' 就在soho对面比较方便，软件条件一般，服务态度不错。', '短评打分': 3}
{'短评内容': '很不错了，还说啥啊，700元钱一晚，给老总订的，我没住了，我住不了，好不，输输输输输输僵佃输输佃僵止 ', '短评打分': 5}
{'短评内容': '房间不小，条件还算不错，不过有点儿味道，整体来说还算满意', '短评打分': 5}
{'短评内容': '酒店地址位置不错，但是周边环境比较乱。如果到CBD办事，可以考虑', '短评打分': 1}
{'短评内容': '服务很好 环境也很不错 在国贸 周围吃饭购物也很方便', '短评打分': 5}
{'短评内容': '位于国贸中心区，交通极为便利，早餐很好，', '短评打分': 5}
{'短评内容': '地理位置较冷偏，大堂感觉不够气派，房间设施一般。', '短评打分': 1}
{'短评内容': '挺好的，位置优越，服务也好，会推荐给朋友。', '短评打分': 5}
{'短评内容': '酒店还好。', '短评打分': 3}
{'短评内容': '酒店位置还可以，就是有点老，设施之类的感觉次了一点点~~~~~~~~~~', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': '位置好，房间比较温馨，朋友来了一般会推荐', '短评打分': 5}
{'短评内容': '＋地理位置非常优越，酒店附近也很安静，不错～', '短评打分': 3}
{'短评内容': '艾维克酒店非常干净温馨，才一进房间的感觉特别舒适，有到家的感觉，而且细节考虑周全，准备了免费的咖啡包很符合我的心意，很多酒店只有茶包，价位也比较合适，感谢公司的推荐！', '短评打分': 5}
{'短评内容': '酒店位置很好，国贸商圈，交通便利，去机场很方便', '短评打分': 5}
{'短评内容': '位置很好，服务也不错，就是出门会堵车。。。', '短评打分': 5}
{'短评内容': '服务还可以', '短评打分': 3}
{'短评内容': '位置不错，地毯有些脏，价格有些贵', '短评打分': 3}
{'短评内容': '老牌酒店，但环境不错，地点方便。但内设相对简单，网络不是太好。', '短评打分': 5}
{'短评内容': '此酒店服务不错，房间也比较大，下次还继续入住。', '短评打分': 5}
{'短评内容': '马马虎虎，早餐特别不咋滴，还贵！出路还算方便，只是正好在最拥挤的道路口。', '短评打分': 1}
{'短评内容': '很方便很干净的酒店。缺点是房间隔音不好。', '短评打分': 5}
{'短评内容': '前台服务较好，酒店房间宽敞', '短评打分': 3}
{'短评内容': '在国贸附近，地点好。价格优，酒店规格也高。是附近性价比较高的酒店。', '短评打分': 5}
{'短评内容': '性价比高，服务也不错，交通便利，标间的卫生间比较小。', '短评打分': 5}
{'短评内容': '挺不错的， 干净整洁，服务不错，位置适合\n\n', '短评打分': 5}
{'短评内容': '国贸桥那边可以选择的四星酒店并不多,所以如果你不打算降低标准,这里是个不错的.', '短评打分': 5}
{'短评内容': '标间房间不算大 卫生间更小 设施较老 离4星差不少 推荐附近国泰 房间好不是一点\n\n', '短评打分': 1}
{'短评内容': '服务很好，环境设施都不错。预定的是单人间，办理入住时没有房间了，升级成套间还是单人间的价格。', '短评打分': 5}
{'短评内容': '交通方便，但中餐不好，卫生差，愧对四星级，不建议住', '短评打分': 1}
{'短评内容': '我的朋友对该酒店比较满意，对价格也比较认可。酒店很不错，性价比高 \n。', '短评打分': 5}
{'短评内容': '很干净', '短评打分': 3}
{'短评内容': '艾维克酒店的设施一般，似乎没有四星的档次，感觉不好。', '短评打分': 3}
{'短评内容': '酒店的地理位置不错，值得推荐，下次有机会还会住', '短评打分': 5}
{'短评内容': '该酒店的位置非常方便，服务也很周到，干净、清净。因为是节日打折入住的房价很合适，比较满意，有机会还会再来的。', '短评打分': 5}
{'短评内容': '蛮好的,洗浴用品质量有待提高 ', '短评打分': 3}
{'短评内容': '饭菜质量不错', '短评打分': 3}
{'短评内容': '实在是不好找的一家酒店，看到了酒店标志，但找到酒店入口却要费些精力。但对于较普通的商务出差而言，性价比还是不错的。', '短评打分': 5}
{'短评内容': '这次入住的大床间, 房间很宽大.  可能是因为到了淡季, 价格也下来了.', '短评打分': 5}
{'短评内容': '酒店很一般，而且设施陈旧简陋，服务人员不够专业，虽然很热心，但是和它的房间价位不能形成正比', '短评打分': 1}
{'短评内容': '交通十分方便，但是房间有点小，而且房间不隔音，隔壁看电视到半夜吵得不行', '短评打分': 5}
{'短评内容': '酒店的西侧(三环内)的SOHO, 有不少的餐饮选择, 东侧(100米以外)也有些餐馆, 所以用餐比较方便.', '短评打分': 5}
{'短评内容': '国贸周边性价比较好的酒店, 交通也蛮方便的, 只是酒店入口有点难找.', '短评打分': 5}
{'短评内容': '希望以后能够提供早餐座位的预定服务', '短评打分': 3}
{'短评内容': '设施太老，而且很多房间其实是3O房，但是却不维修就给客人居住了。这很不方便而且欠妥。', '短评打分': 1}
{'短评内容': '优点：干净整洁、服务周到、交通便利、价格适中。\r\n建议：含早餐就更好了。', '短评打分': 3}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '+不错', '短评打分': 5}
{'短评内容': '好，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '性价比非常高的酒店，而且交通方便', '短评打分': 3}
{'短评内容': '交通方便，价格适中，但是打车不方便', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '酒店位置不错，但是价格稍高，环境还可以；房间里的配置也还不错', '短评打分': 5}
{'短评内容': '总的来说还行，态度不错', '短评打分': 3}
{'短评内容': 'Pretty good place. easy to go and reasonable price ', '短评打分': 3}
{'短评内容': '房间设施旧了点，其他都很不错！', '短评打分': 5}
{'短评内容': 'Good location not expensive and good serivce', '短评打分': 5}
{'短评内容': '大致上还行，但是隔音很不好隔壁房讲电话都听的到，无烟层还是不时的闻到烟味！', '短评打分': 5}
{'短评内容': '感觉还算可以 总体不错', '短评打分': 5}
{'短评内容': '非常好。', '短评打分': 5}
{'短评内容': '很不错的酒店.', '短评打分': 5}
{'短评内容': '一般的酒店', '短评打分': 5}
{'短评内容': '这是个不错的酒店，位置好，设施较新，而且服务还不错，是个值得推荐的酒店，', '短评打分': 5}
{'短评内容': '适合商务短期，主要也是唯一的便利就是地点，否则设施等也就三星水平吧', '短评打分': 3}
{'短评内容': '适合在国贸附近出差的同志，不然的话，性价比不高。', '短评打分': 1}
{'短评内容': '应该说还可以', '短评打分': 5}
{'短评内容': '酒店的本身的条件是不错的，挺干净，服务也不错，硬件设施还算可以，就是他门口就是立交桥，晚上会有噪音，有一点影响，而且挨着立交桥，打车不太方便，价格相对来说也有点高。', '短评打分': 1}
{'短评内容': '感觉酒店还行，挺干净的，而且位置很好，交通比较便利，就是设施不是很好', '短评打分': 5}
{'短评内容': '酒店位置很方便.卫生服务都不错.环境设施也很好.', '短评打分': 5}
{'短评内容': '酒店的设施有点陈旧，不过位置很好，交通便利我们办事什么得都很方便。', '短评打分': 5}
{'短评内容': '地理位置优越，交通便利。设施、服务、卫生状况较好。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '房间感觉比较舒服', '短评打分': 3}
{'短评内容': '设施尚可，但服务态度差，与起房价不相匹配&lt;br /&gt;\n宽带上网费用高得有些离谱', '短评打分': 3}
