{'descr': '挺好的不错的房间跟环境', 'star': 5}
{'descr': '房间通风一般 很小 但是北方住宿都是这样   哎    ', 'star': 5}
{'descr': '地理位置不错，就是房屋内设施略显陈旧了。窗台窗框有较多尘土。', 'star': 5}
{'descr': '地理位置不错，就是房屋内设施略显陈旧了。窗台窗框有较多尘土。', 'star': 5}
{'descr': '还可以吧，主要是地点好，距离火车站很近。没有电梯，房间还算干净。', 'star': 1}
{'descr': '还可以吧，主要是地点好，距离火车站很近。没有电梯，房间还算干净。', 'star': 1}
{'descr': '＋很不错 房间干净 设备齐全 有宽带上网很方便  比较满意', 'star': 3}
{'descr': '＋很不错 房间干净 设备齐全 有宽带上网很方便  比较满意', 'star': 3}
{'descr': '这个家旅店服务差，设施差，隔音差，地板斑驳，卫生间斑驳。床硬，空间小，而且空调不好用，声音也大。住在里面，别的屋干什么都能听的很清楚。而且价钱相对来说还不低，如果再去，那就是傻子。', 'star': 1}
{'descr': '这个家旅店服务差，设施差，隔音差，地板斑驳，卫生间斑驳。床硬，空间小，而且空调不好用，声音也大。住在里面，别的屋干什么都能听的很清楚。而且价钱相对来说还不低，如果再去，那就是傻子。', 'star': 1}
{'descr': '已住308房！', 'star': 3}
{'descr': '已住308房！', 'star': 3}
{'descr': '客房条件还不错，挺舒服的，而且价格也比较优惠.住着感觉还好.', 'star': 5}
{'descr': '客房条件还不错，挺舒服的，而且价格也比较优惠.住着感觉还好.', 'star': 5}
{'descr': '性价比很高.位置还好挺方便出行，不过第一次去不太好找.软件条件都不错.整体给我感觉挺好的.', 'star': 5}
{'descr': '性价比很高.位置还好挺方便出行，不过第一次去不太好找.软件条件都不错.整体给我感觉挺好的.', 'star': 5}
{'descr': '房间很小，墙壁斑驳，卫生间味道很难闻，不值得住！', 'star': 1}
{'descr': '房间很小，墙壁斑驳，卫生间味道很难闻，不值得住！', 'star': 1}
{'descr': '房间硬件设施有些陈旧，电脑不太好用，但是比较齐全，卫生一般，酒店靠近火车站，走路就能过去，出行相对方便些', 'star': 1}
{'descr': '房间硬件设施有些陈旧，电脑不太好用，但是比较齐全，卫生一般，酒店靠近火车站，走路就能过去，出行相对方便些', 'star': 1}
{'descr': '无商务事情还可以居住，电脑电视一体化，还可以，喜欢冲浪就更好了', 'star': 5}
{'descr': '无商务事情还可以居住，电脑电视一体化，还可以，喜欢冲浪就更好了', 'star': 5}
{'descr': '感觉还不错，设备挺齐全的，环境挺整洁的，服务员服务态度也挺好的。', 'star': 5}
{'descr': '感觉还不错，设备挺齐全的，环境挺整洁的，服务员服务态度也挺好的。', 'star': 5}
{'descr': ' 无窗型还真是不推荐大家去住 为什么卫生间没有门呢?那个马桶的味道简直....', 'star': 3}
{'descr': ' 无窗型还真是不推荐大家去住 为什么卫生间没有门呢?那个马桶的味道简直....', 'star': 3}
{'descr': '比较便宜，室内比较干净，服务太度好！只是房间取电不方便，需要服务员的帮忙。', 'star': 5}
{'descr': '比较便宜，室内比较干净，服务太度好！只是房间取电不方便，需要服务员的帮忙。', 'star': 5}
{'descr': '一个旧字代替，木地板有点翘，电热水壶开关坏了，用胶带缠上的；水开的呼呼的，我才知道要拔插头才行。我是晚上要赶一份文件才找的这家带电脑酒店。电脑液晶显示器是白的，看起来特费劲（电脑和电视共用）。文件做到一半时，电脑出来了一个对话框，怎么也关不掉。我就把电脑重启了一下，这个电脑竟然会自动删除不是它原装的文件，要从头再来。一夜没睡，不知床怎样？5点收拾东西赶六点的火车', 'star': 1}
{'descr': '一个旧字代替，木地板有点翘，电热水壶开关坏了，用胶带缠上的；水开的呼呼的，我才知道要拔插头才行。我是晚上要赶一份文件才找的这家带电脑酒店。电脑液晶显示器是白的，看起来特费劲（电脑和电视共用）。文件做到一半时，电脑出来了一个对话框，怎么也关不掉。我就把电脑重启了一下，这个电脑竟然会自动删除不是它原装的文件，要从头再来。一夜没睡，不知床怎样？5点收拾东西赶六点的火车', 'star': 1}
{'descr': '总体感觉不错 隔音效果不太好 能听见隔壁打呼噜 楼梯有点陡 房间里有电脑 能上网 很方便 22寸液晶显示器很不错  建议：卫生间的玻璃上加个帘 被同室看到 洗澡 如厕 很不自在', 'star': 5}
{'descr': '总体感觉不错 隔音效果不太好 能听见隔壁打呼噜 楼梯有点陡 房间里有电脑 能上网 很方便 22寸液晶显示器很不错  建议：卫生间的玻璃上加个帘 被同室看到 洗澡 如厕 很不自在', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '不是特别好房间设施特别不好整个酒店看起来就特别简陋，位置还是比较合适，价格还是有些高，酒店的环境特别不好。', 'star': 1}
{'descr': '不是特别好房间设施特别不好整个酒店看起来就特别简陋，位置还是比较合适，价格还是有些高，酒店的环境特别不好。', 'star': 1}
{'descr': '房间不像新装修的，感觉像个小旅馆的格子房，不太隔音，网络用自己的电脑上不去网，网速到还可以', 'star': 5}
{'descr': '房间不像新装修的，感觉像个小旅馆的格子房，不太隔音，网络用自己的电脑上不去网，网速到还可以', 'star': 5}
{'descr': '地理位置很好，但房间潮味很大。', 'star': 5}
{'descr': '地理位置很好，但房间潮味很大。', 'star': 5}
{'descr': '房间装修的比较简约，服务员很好，办事效率快，而且随叫随到，服务态度特别好', 'star': 5}
{'descr': '房间装修的比较简约，服务员很好，办事效率快，而且随叫随到，服务态度特别好', 'star': 5}
{'descr': '房间打扫的很干净，另外卫生间里的洗漱用品都是密封的，服务蛮周到的，性价比还可以', 'star': 5}
{'descr': '房间打扫的很干净，另外卫生间里的洗漱用品都是密封的，服务蛮周到的，性价比还可以', 'star': 5}
{'descr': '真不该随便定酒店,门脸很小要是不仔细看就找不到,觉得安全没有保障.', 'star': 1}
{'descr': '真不该随便定酒店,门脸很小要是不仔细看就找不到,觉得安全没有保障.', 'star': 1}
{'descr': '这里就是小商铺2层跟3层改造的，卫生环境一般，内部比较差，优点就只有地理位置好，是商业繁华地区。', 'star': 1}
{'descr': '这里就是小商铺2层跟3层改造的，卫生环境一般，内部比较差，优点就只有地理位置好，是商业繁华地区。', 'star': 1}
