{'descr': '不错', 'star': 5}
{'descr': '环境不错，安静不说，卫生还是不错的。', 'star': 5}
{'descr': '还不错，离我想去的地方很近，房间小了点不过价钱合理', 'star': 3}
{'descr': '很好，在上海就很不错了！', 'star': 3}
{'descr': '位置偏了一点，交通不是很方便', 'star': 5}
{'descr': '电视最好换成液晶的，每天有两瓶免费的矿泉水，虽不贵，但是感觉还很周到.订酒店的时候，网上说离机场很近，实际可真没有那么近。', 'star': 5}
{'descr': '酒店位置较偏僻，但是性价比还是蛮高的。', 'star': 5}
{'descr': '主要是距离公司近，汉庭品质保证啊！', 'star': 5}
{'descr': '新春百元房，而且在上海已经算是很好了，各方面服务都很不错！', 'star': 5}
{'descr': '住的很好，但是办入住手续时太慢了！', 'star': 5}
{'descr': '不错的地方，房间也不错，卫生比较好，房间挺大。', 'star': 5}
{'descr': '酒店的后面在造楼，早上5点就开始动工，非常之吵难以入眠。\r\n酒店的停车位就在门口的台阶上，停不了几辆车，有些就停在路边，早上出门时正好看见一个警察在一辆一辆的抄牌开罚单，还好没开车来。', 'star': 3}
{'descr': '房间太小，酒店的后面在造楼，早上5点就开始动工，非常之吵难以入眠。\r\n酒店的停车位就在门口的台阶上，停不了几辆车，有些就停在路边，早上出门时正好看见一个警察在一辆一辆的抄牌开罚单，还好没开车来。', 'star': 5}
{'descr': '因为是汉庭连锁的，所以设施什么都挺好的，只是位于这么难找的地方，那个房价相对太贵了点。', 'star': 5}
{'descr': '酒店的各个方面都很不错，我已经推荐很多朋友去那里去住了', 'star': 5}
{'descr': '感觉酒店还行，干净整洁，服务也很周到。', 'star': 5}
