{'descr': '很好', 'star': 5}
{'descr': '表扬一下，现在前台结账比以前快多了，其它的也就那样了', 'star': 5}
{'descr': '服务太差！\r\n\r\n是我住过的汉庭最差的！\r\n首先，前台态度极其蛮横！本来汉庭都是微笑服务，有的比星级宾馆做的还要到位！可是这家非但没有微笑，前台服务也很差劲！\r\n\r\n大家不要去了！', 'star': 1}
{'descr': '我订的是高级大床房，本想花了大价钱能住得舒服一点，可惜打开房门后，房间小的让我透不过气，除了床之外，能让我走动的地方不到两个平方，和一般的快捷型酒店真的没的比，更重要的是，在如此寒冷的冬天，花了200块，连个热水澡就洗不到，微凉的水让我们哭笑不得，咨询总台，小姐的态度倒是不错，可惜解决不了问题。哎，反正上当就一回吧，总之以后就是倒贴给我钱，我也不会去住了，花钱买罪受啊！有受虐倾向的朋友可尝试！', 'star': 1}
{'descr': '房间面积有些小，卫生不错很干净，设施也比完善，地理位置交通方便，服务热情周到，值得推荐', 'star': 3}
{'descr': '不错。还可以上网', 'star': 3}
{'descr': '因为定的迟了，只定到特价房，是没窗户的，有点闷有点潮。又带着小孩，不太敢开空调，一夜没有好好睡！第二天坚决换房，还算比较幸运，换到大床房。不错！比特价房好很多。卫生不错，也不吵不潮。尤其推荐的是，汉庭还可以用房卡在大厅上网，这在其他酒店里是没有的。对于没带笔记本，又想预定好下一站酒店的旅客来说，真的是很方便。免去了满大街找网吧的痛苦，还可以给手机省几个钱，实在很划算！另外顺便感谢一下这个店的大厅服', 'star': 5}
{'descr': '酒店的住宿条件还是不错的,就是位置不太好找,出租车司机都不知道在哪.整体感价格还是比较合适的.', 'star': 5}
{'descr': '除了房间有点小，别的都不错，挺干净的，位置也比较方便，价格适中，值得推荐', 'star': 5}
{'descr': '酒店的环境还不错，服务也很周到，而且周围的商店，超市，餐饮都很齐全，地理位置也很好', 'star': 5}
{'descr': '酒店卫生不错,特价房没有窗户有点闷在中间感觉不到白天黑夜,但是价格还是非常便宜地性价比很高,总体感觉这个酒店还是不错的.', 'star': 5}
{'descr': '酒店的环境还不错，设施以及卫生方面也挺好的，而且地理位置好，交通很方便', 'star': 5}
{'descr': '感觉酒店的装修有些过时了，而且当时住的房间也是挺小的，不过地理位置还是蛮好，下面就是美食街，交通也比较方便，价格也挺实惠的', 'star': 5}
{'descr': '酒店的设施条件比较差，空间很小，没有以前在住的汉庭酒店的条件好，价格到是不贵', 'star': 1}
{'descr': '酒店硬件不错，蛮舒服的，交通位置也不错，离市中心不超过15分钟。但是个别服务员的服务态度还真的有待提高。', 'star': 5}
{'descr': '酒店各方面条件都挺好的，服务也很热情，就是价格有些偏高', 'star': 5}
{'descr': '酒店各方面条件都挺好的，服务也很热情，就是价格有些偏高', 'star': 5}
{'descr': '酒店位置不错，周围的饭店很多，特别是旁边的“六必居”快餐挺好。扬州的特色饮食挺丰富，价钱也不高，很方便。', 'star': 5}
{'descr': '酒店的服务非常不错，而且挺干净的，我主要到附近办事，住这里方便，正好订的是特价房，感觉他们的硬件社会司和环境，除了房间比较小，性价比还是不错的。', 'star': 5}
{'descr': '房间小，与居民区紧邻。服务较好', 'star': 1}
