{'descr': '还行，就空调不够给力', 'star': 5}
{'descr': '房间挺干净的，价格也合适，最重要的，我超时了还帮我预留房间，赞一个！', 'star': 5}
{'descr': '卫生还行。 就是交通没想象中的方便。另外洗手间的磨砂玻璃的设置也有点不好', 'star': 5}
{'descr': '酒店到西湖交通很方便，很干净卫生，服务态度也很好，有机会会再去的~', 'star': 5}
{'descr': '还行吧，经济实惠~~~~~~~~~~~~~~~~~~~·', 'star': 5}
{'descr': ' 房间很大 说是双人床 其实每张单人床都可以睡2个人 很便宜也干净 ', 'star': 3}
{'descr': '去了很多次了。。。很不错。。。房间大，也很干净。。。感觉很舒适。。。', 'star': 5}
{'descr': '這酒店房間 滿大的。 是我一路上住的性價比最高的房間，下次如去那呆的時間多，肯定再回去的。', 'star': 5}
{'descr': '价格实惠，房间宽敞。但是电视都需要服务员来调试，很不方便，临街有点吵闹。', 'star': 5}
{'descr': '很好！住了很多次了，到杭州基本上住这里！', 'star': 5}
{'descr': '去杭州一直入住的酒店，性价比不错，工作人员都很友善', 'star': 5}
{'descr': '大!舒适!干净!温馨!给力!有机会,再去!', 'star': 5}
{'descr': '还比较经济实惠。就是地方偏了点。边上又在修路，交通不是很方便。', 'star': 5}
{'descr': '这家店的环境很好，面积也很大，要是有早餐就更好了，还有网线要是能提供长的就好了！下次还会继续入住', 'star': 5}
{'descr': '很满意…不错', 'star': 3}
{'descr': '空调几乎不起作用,晚上被冻醒N次,被子实在太薄了,向总台要求加被子,总台回复没有被子,无语.', 'star': 3}
{'descr': '环境很好！服务也不错！以后还会作为首选！', 'star': 5}
{'descr': '价格决定品质.酒店床很潮.位置很一般,打车到西湖大概25块左右.', 'star': 1}
{'descr': '酒店在马路边，如果住靠马路的房间还是有点吵的，是一条主干道，半夜还是有车经过的~\n房间比较大~设施都挺好~门口有公交车可以直接到西湖和武林广场~离正在修的地铁站也比较近~等地铁修好了估计更方便~', 'star': 5}
{'descr': '出差办事都喜欢住这家酒店，不错以后还会光顾', 'star': 5}
{'descr': '还是很不错的~  特价房很合算~  设施也不错啊~ \n', 'star': 5}
{'descr': 'very good. value for money', 'star': 5}
{'descr': 'bucude jiudian zhide tuijian ,zogtihai bucuo de ', 'star': 5}
{'descr': '不错不错的~很好的，值得推荐不错不错的~很好的，值得推荐', 'star': 5}
{'descr': '不错的酒店，不知道现在为什么大床房总是靠马路这边，记得以前的大床房还是有靠内的，大概是价格不一样吧', 'star': 5}
{'descr': 'VERY GOOD LOCATION. FRIENDLY N HELPFUL FRONT DESK STAFF N ROOM SERVICE STAFF. WELL WORTH THE PRICE. RECOMMEND.', 'star': 5}
{'descr': '没有衣橱，虽然环境很不错，不过电视机是受潮的，时好时坏。  房间里插座太少。也没有床头柜。。手机充电，或者放东西很不方便', 'star': 1}
{'descr': '很干净，有自己房间的感觉，而且她们的服务态度很好，交通也方便', 'star': 5}
{'descr': '酒店还不错，唯一让我感觉不好的是昨天入住竟然没有热水', 'star': 5}
{'descr': 'hao hehhaoddddddddddddddddddddddddddddddddddddddd', 'star': 5}
{'descr': '\n每次来都入住假日之星，挺好的，服务员也很友善。', 'star': 5}
{'descr': '酒店外观整洁干净，稍微有点旧，不影响美观。里面很亮堂，分两个楼。貌似是三层吧？这个没怎么注意诶。。房间蛮大的！很宽敞，卫生间的设计也很好，又大又简洁，是淋浴，用貌似玻璃的材质隔开的，有洗浴用品的，牙刷什么的也都有。就是浴巾和毛巾...貌似差了点。我觉得酒店可以改善了，换点好的毛巾浴巾来配酒店的格调！房间有数字电视，频道多，可以点播。床蛮大的。配一次性拖鞋。整体来说，还是很不错的！138的特价大床房', 'star': 5}
{'descr': '还可以', 'star': 3}
{'descr': '还不错。。。。。。。。。。。。。。。。。。。                    ', 'star': 5}
{'descr': '很不错的高性价比酒店，就是价格涨了——优惠券只可以用10元了，原来是可以用20元的。不过还是会光顾的。', 'star': 5}
{'descr': '酒店很不错~我在杭州住过很多家~150左右的就算这家最好了！！！', 'star': 5}
{'descr': '价格便宜，环境不错.值得去住的。下次还去哦', 'star': 5}
{'descr': '住的是商务大床房 房间挺大的～而且床也比一般的大床房要大～房间很干净舒适～卫生间没有浴缸，但是浴室比较大～牙刷啊洗发水啊都齐全～而且我们选择了有电脑的房间，网速不错，就是没有耳机～房间里可以自己烧热水，还有空调，总之都很方便啦～唯一不好的是通风有点差～周围交通还算方便～往西湖啊银泰那边啊都有车直达～周围走不远在天城路上有很多吃东西的地方～很方便～～总之很好很满意', 'star': 5}
{'descr': '离我去办事的地方挺近，比较方便,房间卫生也还可以。', 'star': 5}
{'descr': '早餐太简单了，虽然便宜，价格稍微高了点。', 'star': 5}
{'descr': '房间还可以，就是离市中心距离远点，打车不太方便。', 'star': 5}
{'descr': '不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店', 'star': 5}
{'descr': '实惠的酒店 这次去卫生情况不是很好，而且特惠房只能在副楼，比较不方便', 'star': 5}
{'descr': '不错，位置和性价比都是比较不错。值得去住', 'star': 5}
{'descr': '\n每次来杭州都选择假日 挺实惠的 性价比也很高\n\n服务员都挺好', 'star': 5}
{'descr': '住的很好 下次还来', 'star': 3}
{'descr': '早餐太简单,价格稍高了些,能再便宜点就好了,比较干净.', 'star': 3}
{'descr': '性价比不高,和他的配置比,价格偏高了些,早餐也太简单了.', 'star': 3}
{'descr': '老公说住得很好 下次还住', 'star': 5}
{'descr': '总体感觉还是不错的,就是房间靠进马路边,白天有点吵,晚上还不错!', 'star': 5}
{'descr': '不错的酒店，除了位置稍微离市区远了点其余完美了。楼下还有足疗的。', 'star': 3}
{'descr': '\r\n挺不错的。\r\n\r\n性价比蛮高的。\r\n\r\n', 'star': 5}
{'descr': '很干净，很宽敞的酒店，就是地理位置不算好，总的来说还是会推荐', 'star': 5}
{'descr': '不错，性价比较高，临街房间有点吵，地段比较偏，服务态度有待提高', 'star': 3}
{'descr': '不错，性价比较高，房间也挺大挺干净的，就是大厅没地方休息，等待入住的时候只能站着，服务态度有待提高', 'star': 5}
{'descr': 'very clean n friendly service. recommended.', 'star': 3}
{'descr': 'very clean. staff are friendly, helpful and knowledgeable about bus transport. recommended.', 'star': 3}
{'descr': 'very helpful staff. conveniently located.', 'star': 5}
{'descr': '特价大床房靠近马路，晚上睡觉有点吵。房间卫生还可以，有有线电视，没有骚扰电话，酒店门口有公交车可以直接到西湖和武林广场（乘坐机场大巴），交通比较方便。', 'star': 5}
{'descr': '+假日之星真的不错，千净、舒服给我一种家的感觉。', 'star': 5}
{'descr': '房间的床很大,不过前台服务员的服务能力参差不齐,问机场大巴如何乘座,竟有一位服务员回答不知道.', 'star': 5}
{'descr': '房间颜色很漂亮，电视里有很多大片，卫生间比较大，只是屋子里没有壁橱或者其他能够挂衣服的地方，临街的一面夜里有些吵，隔音效果有待加强。', 'star': 5}
{'descr': '房间味道很大。床太硬。卫生间干湿分离做的不是太好。但酒店的服务还行。周围几乎没有便利店。但出行挺方便。', 'star': 1}
{'descr': '不错的酒店 很推荐，性价比很高 出差和游玩都是不错的选择', 'star': 3}
{'descr': '经常住的酒店，出差游玩都是不错的选择，推荐推荐', 'star': 5}
{'descr': '很好！很喜欢！推荐！就是位置稍微偏了点，出去西湖边玩不怎么方便（主要是晚上晚晚点就只能打的回来了）。', 'star': 5}
{'descr': '位置不太找太偏了，没东西不太方便，总的还是不错的选择。', 'star': 3}
{'descr': '位置不太好找比较偏，买东西也不方便，总的还是不错的选择。', 'star': 3}
{'descr': '位置不太好找，买东西不方便，吃东西不太方便，房间没有网络，总的还是不错的选择。', 'star': 1}
{'descr': '好的地方：有史以来性价比最高的连锁酒店，比如家，布丁都高。宽带下载速度快，浴室水有力，装饰蛮温馨，床单不是纯白，看多了纯白觉得单调，所以觉得这个不错，房间还算大，附近公交车很方便\n改进的地方：窗户很难开合，百叶窗是坏的，卫生间的门和浴室的门设计很不合理，同时打开卫生间就被堵住了，2319窗户外就是大马路，噪音有点，隔音有待改进\n下次还会入住', 'star': 5}
{'descr': '环境还可以，位置有点偏', 'star': 5}
{'descr': '性价比很好性价比很好性价比很好性价比很好', 'star': 3}
{'descr': '还不错的酒店，对面有吃饭的地方。楼下有足疗。也有公交车去火车站\r\n总体可以了', 'star': 5}
{'descr': ' 还行\nSong', 'star': 5}
{'descr': '房间挺舒服，床单挺特别的，卫生很好，就是房间小了点，交通方便，离市区也不远，下次还来', 'star': 5}
{'descr': '哇哈哈。太好了。网速巨快无比。下次还要去！！！！！！！！！！！！', 'star': 3}
{'descr': '好旅馆。性价比高...............................', 'star': 3}
{'descr': '性价比不错的酒店 很适合出外游玩的朋友 推荐', 'star': 3}
{'descr': '性比价不怎么样，这样的酒店设施168显然贵了点，呵呵。', 'star': 1}
{'descr': '前台,房间，环境,交通非常好,以后去杭州还会再次考虑', 'star': 3}
{'descr': '性价比很高，洗澡的水很好，被子很舒服，没有不好的味道，住着很舒服！', 'star': 5}
{'descr': '从外观上看，酒店采用绿色的墙漆感觉很舒服，进去之后的楼梯布局等都显得蛮温馨的，房间不算小，我们住的大床房，其实性价比已经算很高了，赞一下浴室热水，喷头很给力哈。', 'star': 5}
{'descr': '环境舒适,性价比很高，前台很热情,如果下次去杭州还是会选择这家酒店!', 'star': 3}
{'descr': '环境舒适,性价比很高，前台很热情,如果下次去杭州还是会选择这家酒店', 'star': 5}
{'descr': '房间小了点，但是挺干净，唯一不好的是没地方挂衣服，只有两个挂钩，住两人就不方便了……', 'star': 3}
{'descr': '性价比不错,干净，就是床垫有些硬，位置稍有些远。', 'star': 5}
{'descr': '比较干净，交通也比较方便，就是空调声音有点大，不过性价比不错', 'star': 5}
{'descr': '感觉房间有点小啊，没有衣柜，挂衣服不方便，其他还不错。', 'star': 1}
{'descr': '很舒服,干净舒服，服务态度好，停车方便\r\n', 'star': 3}
{'descr': '很舒服,干净舒服，服务态度好，停车方便\r\n', 'star': 3}
{'descr': '很好', 'star': 5}
{'descr': '不错的 浴室很干净 附近的交通也是蛮方便的', 'star': 3}
{'descr': '酒店性价比还是很高的.住的也很舒服.尤其是浴室不错的.就是小角落有一点垃圾.在清洁的干净一些就好了.总的来说很不错', 'star': 5}
{'descr': '酒店性价比还是很高的.住的也很舒服.尤其是浴室不错的.就是小角落有一点垃圾.在清洁的干净一些就好了.总的来说很不错', 'star': 3}
{'descr': '住的很舒服,装修很人性化,就是位置有点偏,不好找', 'star': 5}
{'descr': '我到杭州的首选酒店，超高的性价比，房间的装修风格也很明快、温馨，设施还是比较新的。推荐入住。', 'star': 5}
{'descr': '性价比够高！房间整洁，外墙的图画很喜欢，下次还来住。', 'star': 3}
{'descr': '总体还是不错的！刚装修的，颜色鲜艳，看起来舒适，住起来也舒心！', 'star': 5}
{'descr': '前台人太少，办理速度慢，但是酒店比较宽敞，网速快，很好', 'star': 5}
{'descr': '离城区有点距离，不过门口就有车站和自行车站，都很方便！很干净很温馨！特别感谢数字电视，在全国哀悼日的时候有凤凰卫视和亚视可以看，实在是太感激了！下次还会考虑！', 'star': 5}
{'descr': '很好的酒店，指的推荐哦！！！就是位置不太方便！', 'star': 5}
{'descr': '酒店装修很温馨，呵呵，卫生也很干净，下次有 机会还是会选择这里的', 'star': 5}
{'descr': '小住几天，感觉还好。就是离西湖远些。但价格在那呢，性价比高，实惠。如果时间富裕，一家去旅游还是比较划算的。附近公交，小饭店啊，比较方便的。唯一欠缺的事，淋浴房的淋浴喷头是坏的，但还可以将就着用。下次还会光顾这里。', 'star': 5}
{'descr': ' 环境好，推荐；不过空调效果稍欠，晾衣也不方便，交通的话，有k5到西湖，相信地铁一号线修好了后会更方便～这边酒店很集中～', 'star': 5}
{'descr': '房间设计很合理，空间不大但不感觉小，靠近马路边但这里晚上睡得很安稳，隔音效果不错，大床房的床挺大。全玻璃设计的卫生间将房间一分为二，让酷热的夏天节省了空调工作的空间，快速调到满意温度。最赞的数字电视，可接受国内外近100个频道，让夜晚不再无聊。', 'star': 5}
{'descr': '酒店不大，但胜在性价比高酒店不大，但胜在性价比高酒店不大，但胜在性价比高', 'star': 5}
{'descr': '酒店不大，但胜在性价比高酒店不大，但胜在性价比高酒店不大，但胜在性价比高', 'star': 3}
{'descr': '性价比非常高的酒店,再杭州能住到这种价格的很不容易了 卫生条件也不错', 'star': 5}
{'descr': '硬件设施挺好，性价比高，但服务人员房间卫生打扫还是比较欠缺，比如卫生间及房间有前面客人留下的毛发。', 'star': 5}
{'descr': '性价比高 但是位置有点偏啊 不过这样的价格房间比上海的大多了', 'star': 5}
{'descr': '交通方便，去城站、去客运中心、去西湖都有公交车，住的条件也不错', 'star': 3}
{'descr': '去住好几次了，这次一连住了三天，感觉还是不错啦', 'star': 5}
{'descr': '蛮不错的。也很干净。服务员也很友善，下次来应该还会入住', 'star': 3}
{'descr': '很不错 服务很好', 'star': 3}
{'descr': '比较好', 'star': 5}
{'descr': '很安静，房间够大。', 'star': 5}
{'descr': '性价比比较高，前台服务态度也很好，就是地方不太好去。', 'star': 5}
{'descr': '离杭州城站15元的taxi路程，加之公交等都很方便~价格合适，房间也很温馨。总而言之：不错~', 'star': 5}
{'descr': '挺舒适的\r\n价格也不是很贵', 'star': 5}
{'descr': '总体感觉不错，夜间安静。', 'star': 5}
{'descr': '真的不错，加上送的消费篿，性价比真的不错。坐公交车也方便，下次还会住。', 'star': 5}
{'descr': '总的来说还不错，性价比挺好，房间赶紧，网速也快，附近吃饭的地方也挺多，就是位置有偏。其实这个价位很好了', 'star': 5}
{'descr': '还不错吧~房间大小也可以~服务态度也不错~就是还缺了点东西~类似肥皂之类的~刷牙用的杯子也不是很干净~~', 'star': 5}
{'descr': '环境设施都一般吧。。位置也蛮远的。。当初是在是没地方住了才定的这一家。。服务还不错。。', 'star': 1}
{'descr': '性价比很高，以后家人来玩还要这一家', 'star': 5}
{'descr': '很精致的一家小店。房间也很大。整体感觉也比较不错。', 'star': 5}
{'descr': '环境不错，就是有点绕，像迷宫，但室内环境不错，床很软，我孩子当蹦蹦床玩了，呵呵。下次还会住。', 'star': 5}
{'descr': '挺好的，性价比高', 'star': 5}
{'descr': '很不错的酒店', 'star': 3}
{'descr': '还不错 就是远点', 'star': 3}
{'descr': '不错 就是地理位置有点偏 价格不错 ', 'star': 5}
{'descr': '是一家很不错的酒店，就是位置太偏，离火车站及汽车站都比较远。但如果在附近办事是很不错的选择！', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '还不错，性价比较高', 'star': 5}
{'descr': '住过好几次了，性价比是是有点！', 'star': 5}
{'descr': '临街的，晚上吵点，别的都还好', 'star': 5}
{'descr': '性价比的确很高，价格实惠，环境良好，下次还会去', 'star': 5}
{'descr': '性价比超好。', 'star': 3}
{'descr': '性价比非常好，房间很大。', 'star': 5}
{'descr': '很不错的酒店，设施比较新，停车也还方便。性价比非常高。只是有一点不爽，以前住在这个酒店的话，延迟退房到13点，14点都可以的，这次总台的服务员却不同意我延迟到13点。这一点希望以后改进。', 'star': 5}
{'descr': '住的是特价房,很干净!只是酒店位置有些偏离市中心远!', 'star': 5}
{'descr': '好！干净整洁，下次还去', 'star': 3}
{'descr': '地理位置不错，环境也不错，干净舒服，下次去还订这个', 'star': 5}
{'descr': '我觉得这家店性价比挺高的，虽然距离西湖有一点点远，但是正因为如此环境幽静，寄存服务也满贴心~~', 'star': 5}
{'descr': '位置有点偏。但是设施、卫生及干净程度都很好。', 'star': 5}
{'descr': '不是很好找，说在117医院旁边，但是医院很大，路口在修地铁，我是绕着医院走了一圈，才找到的。酒店对面有个很大的居住区，不如以那里作为地标参照呢。', 'star': 5}
{'descr': '位置挺好的，房间也蛮干净，有车的话离市区也不是很远。\r\n性价比不错\r\n就是晚上会有很奇怪的电话，听到MM声音就挂了 郁闷呢', 'star': 5}
{'descr': '这家店住过好几次了，房间确实按照房价来说已经算大了，我订的商务大床房比较不错，住了挺舒服，设施相对来说就稍微旧了一点。', 'star': 5}
{'descr': '不错的酒店，干净，而且房间也比较大，标准间的两张床都比想象中药大，值得推荐~', 'star': 5}
{'descr': '卫生不错，厕所玻璃门也挺严实，便便的气味很少会扩散到外面，有数字电视还不错，可惜电视小一些。唯一的缺点就是离西湖景区比较远。', 'star': 5}
{'descr': '性价比很高的一家酒店，虽然所处位置不是很好但是很适合自驾或自助游时居住。酒店有免费停车场，附近20米远有公共自行车租赁点。很方便。', 'star': 5}
{'descr': '房间很大，比较干净，地址有点偏', 'star': 3}
{'descr': '住的是特价房,室内比较整洁,设施较新,总体感觉不错!性价比很高!不过临街的房间晚上睡觉有点吵,窗户隔音效果不好!', 'star': 5}
{'descr': '性价比还不错', 'star': 5}
{'descr': '酒店房间比较整洁，床也很大，网速也不慢，住着挺舒服的。', 'star': 5}
{'descr': '价格合理，干净整洁。值得推荐，就附近没啥逛得', 'star': 5}
{'descr': '不错，价格便宜，条件也行，就是窗外是马路，晚上车有点吵。', 'star': 5}
{'descr': '相当不错，超喜欢他们房间的颜色，性价比也超好！', 'star': 3}
{'descr': '相当不错，超喜欢他们房间的颜色，性价比也超好！', 'star': 5}
{'descr': '除了距离西湖远点 其他都非常好', 'star': 5}
{'descr': ' 房间很大，色彩舒适', 'star': 5}
{'descr': '性价比蛮高~就是临街有点吵', 'star': 1}
{'descr': '服务很棒，靠窗房间有点吵', 'star': 3}
{'descr': '还行，离火车站坐一个公交', 'star': 5}
{'descr': '总体上来说，还可以', 'star': 5}
{'descr': '总体不错，下次还会去', 'star': 5}
{'descr': '性价比高的酒店，房间舒适，就是特价房靠着马路，又不是双层玻璃有点吵闹。到火车站很方便快捷，打的也不贵，去西湖景点则比较远，以后通了地铁，会方便很多。', 'star': 3}
{'descr': '不错的酒店，就是有时候空调不好', 'star': 3}
{'descr': '相当不错，强烈推荐！', 'star': 5}
{'descr': '总得来说很不错，适合于商务人士', 'star': 5}
{'descr': '性价比很好，下次来杭州还要住', 'star': 5}
{'descr': '从杭州城站火车站到酒店打的走环城东路直达，车程5公里多点，费用15元。除了打的，到火车站和上城区景点的还可以乘坐多辆公交车，但由于杭州道路交通拥挤，公交行驶缓慢，时间长，所以从旅游的角度来看，酒店位置一般。我住的是酒店特价大床房，房间面积20多平米，有窗，靠街道。房间很干净，颜色搭配也很舒适，卫生间很宽敞，24小时有热水，还有写字台，提供免费上网，电视机能收看的频道很丰富也很清晰。但房间内没有储物', 'star': 5}
{'descr': '服务很好，稍有点吵', 'star': 5}
{'descr': '热水舒服，大床感觉不错！下次还订他！', 'star': 3}
{'descr': '还行吧', 'star': 5}
{'descr': '很温馨的一家连锁酒店，住的大床房性价比超级高！内部装潢很简洁，卫生也搞的很干净，就是位置稍微不太好找一点。但是自己开车去的，就感觉很方便，停车也还方便的。以后还会入住。', 'star': 5}
{'descr': '不错，值得推荐，唯一缺点地理位置偏僻。', 'star': 3}
{'descr': '还可以,门前不好打的.', 'star': 5}
{'descr': '总体非常值得推荐，尤其服务非常好。当我过了晚上9点去，打电话给前台，依然给我 保留房间。值得表扬。唯一缺点就是位置比较偏，周边的干净点的餐馆也没有，打的不方便。不过对面一家不甚干净的饭馆的菜做的很不错，价格也合理。还有对面的拉面比较地道好吃。只能坐坐公交出去到热闹地方才能打到TAXI。总体非常值得推荐，下次还住。', 'star': 5}
{'descr': '位置不好找 设施一般 临街较吵', 'star': 1}
{'descr': '特价房的房间有点小，大点就更好了', 'star': 5}
{'descr': '房间布置很清爽,到市中心也比较方便~', 'star': 5}
{'descr': '酒店位置一般，房间干净，设施还不错，就是住的靠马路晚上比较吵，特价大床性价比高！', 'star': 5}
{'descr': '服务态度很好，交通还算便利，值得推荐', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '店么在文晖大桥东边的机场路上,还算好找;\r\n酒店隔音不好,在路边的房间很容易被大街上的车辆声困扰;\r\n房间不大,卫生间还不错\r\n大堂有免费的电脑供顾客使用.', 'star': 3}
{'descr': '好不错~总体还可以', 'star': 3}
{'descr': '尽量不要在这家酒店停车，这边的停车交易纠纷很多很多。小车经常停这被刮搽！保安根本不管的，而且态度很凶。', 'star': 5}
{'descr': '挺不错的', 'star': 5}
{'descr': '住在路边的那栋楼有点吵，还好不在闹市区，其它都还好，价格较实惠。', 'star': 5}
{'descr': '性价比很高，服务态度好，值得推荐。', 'star': 5}
{'descr': '一住进去感觉很温馨很舒服，虽然大床房有点小，但是已经够合理了！服务没问题，热水供应也还好！总之，只要我还在杭州找酒店，这家就是首选！！', 'star': 5}
{'descr': '1、卫生间的洗发水和沐浴露应该张贴标签以明示，不至于用猜测。\r\n2、电话机铃声太轻。\r\n3、迷你间也应该放置可以挂衣物的，衣帽钩。', 'star': 5}
{'descr': '各个方面都还不错，挺满意的，下次如果去杭州，还会选择住这里。', 'star': 3}
{'descr': '特价大床房太吵了，在马路边', 'star': 5}
{'descr': '138的特价大床房，加上20元的消费券，相当于就是118一晚，很值！', 'star': 5}
{'descr': '很不错的酒店，房间环境都不错。就是离市区远了点。', 'star': 3}
{'descr': '位置还行，这边出行还是很方便的，房间的卫生和设施还不错，服务也可以，整体感觉这家酒店的性价比还是较高的', 'star': 3}
{'descr': '位置较偏，靠近马路的房间比较吵。总体居住环境还不错。', 'star': 5}
{'descr': '优点：价格实惠，设施也比较新。缺点是地理位置有点偏，卫生间没有空调，比较冷。', 'star': 5}
{'descr': '感觉还好，唯一一点美中不足就是空调外设机就在床头这里，不打空调有点冷，打了空调又吵。', 'star': 5}
{'descr': '位置有点偏，交通不是方便，不适合第一次去住，不好找，内部的设施环境很好，服务很满意，价格也不贵', 'star': 3}
{'descr': '价格超实惠，房间很干净，也很安静。下次还要光顾', 'star': 3}
{'descr': '不错啊', 'star': 3}
{'descr': '就是刚入住的时候有点烟味', 'star': 3}
