{'短评内容': '都不错的，性价比高', '短评打分': 5}
{'短评内容': '该酒店在新金都小区面，外面没有指示牌。酒店环境很一般是个老酒店，电视几乎没法看，感觉是个夫妻店的招待所鉴于为大家负责的态度严重性价比不符，不推荐。', '短评打分': 1}
{'短评内容': '感觉还好 。就是当时自己订错房了。而且去的比较晚，剩余的房间都比较小，通知前台有房帮我们调换。可能是没有房间一直都没有换。都还挺正常的', '短评打分': 5}
{'短评内容': '感觉还好 。就是当时自己订错房了。而且去的比较晚，剩余的房间都比较小，通知前台有房帮我们调换。可能是没有房间一直都没有换。都还挺正常的', '短评打分': 5}
{'短评内容': '安静，离景点近，服务态度好！入住后有问题随时就给解决了！挺不错', '短评打分': 5}
{'短评内容': '安静，离景点近，服务态度好！入住后有问题随时就给解决了！挺不错', '短评打分': 5}
{'短评内容': ' 挺好的 很干净第二次来了  就是晚上车挺吵的  。。。', '短评打分': 5}
{'短评内容': ' 挺好的 很干净第二次来了  就是晚上车挺吵的  。。。', '短评打分': 5}
{'短评内容': '帮朋友订的 住得很满意 房间干净整洁 床也很舒服 \n出行交通也十分便利～', '短评打分': 5}
{'短评内容': '帮朋友订的 住得很满意 房间干净整洁 床也很舒服 \n出行交通也十分便利～', '短评打分': 5}
{'短评内容': '整体感觉不错，但是距离市中心较远。我是来考试的，所以位置很好。', '短评打分': 5}
{'短评内容': '整体感觉不错，但是距离市中心较远。我是来考试的，所以位置很好。', '短评打分': 5}
{'短评内容': '挺好，就是离火车站太远了，有一点点偏啊啊啊。。。。。。', '短评打分': 5}
{'短评内容': '挺好，就是离火车站太远了，有一点点偏啊啊啊。。。。。。', '短评打分': 5}
{'短评内容': '这个价格的这个房间，也就这样了。凑合着了。', '短评打分': 5}
{'短评内容': '感觉还好', '短评打分': 3}
{'短评内容': '感觉还好', '短评打分': 3}
{'短评内容': '首先，应该叫新金都会馆，是新金都花园小区里的一个会馆，只有位于第3层的约20间客房。\n\n其次，条件比较简陋，房间很简单地装修，并且没有介绍所说的无线上网，只能通过有线。\n\n最后，前台实在过于简陋，只有很小的一台桌子，一个人，简直不敢将个人物品寄存在那。', '短评打分': 1}
{'短评内容': '酒店在小区内，环境安静，服务员态度也不错…适合迎考的人居住备考…', '短评打分': 3}
{'短评内容': '没有冰箱,屋子太小,毛巾和床被不干净,床缝还有遗留的手纸(恶心),热水是饮水机烧的,量少且不开,窗外噪音大.地角偏\n凑合一宿还行,常驻就算了', '短评打分': 1}
{'短评内容': '没有冰箱,屋子太小,毛巾和床被不干净,床缝还有遗留的手纸(恶心),热水是饮水机烧的,量少且不开,窗外噪音大.地角偏\n凑合一宿还行,常驻就算了', '短评打分': 1}
{'短评内容': '很好！:-):-DB-)', '短评打分': 3}
{'短评内容': '很好！:-):-DB-)', '短评打分': 3}
{'短评内容': '＋房间太小', '短评打分': 3}
{'短评内容': '＋房间太小', '短评打分': 3}
{'短评内容': '酒店在小区里面，酒店环境可以，也没有噪音。就是出租车驾驶员不知道这个地方。', '短评打分': 5}
{'短评内容': '还算不错，酒店比较肃静，卫生条件也好，交通方便，但服务一般。', '短评打分': 5}
{'短评内容': '还算不错，酒店比较肃静，卫生条件也好，交通方便，但服务一般。', '短评打分': 5}
{'短评内容': '交通挺方便的，附近饭店均不错，大连湾酒家，紫菜包饭，等', '短评打分': 5}
{'短评内容': '交通挺方便的，附近饭店均不错，大连湾酒家，紫菜包饭，等', '短评打分': 5}
{'短评内容': '酒店位置离市区较远，附近基本找不到饭店，但是去海边很近很方便。同价位房间大小不一样，小的太局促。房间玻璃胶味道很大。对住宿要求不高的还可以。早餐12元/人偏贵、服务一般，因为餐品缺的太多、上的太慢还惹的一位天津大姐发飙。大连城市不大、公交发达、打车不贵，推荐来大连玩的住繁华地段。大连城市干净、本地人（特别是女生）非常热情、城市形象好，玩的不错。', '短评打分': 1}
{'短评内容': '酒店位置离市区较远，附近基本找不到饭店，但是去海边很近很方便。同价位房间大小不一样，小的太局促。房间玻璃胶味道很大。对住宿要求不高的还可以。早餐12元/人偏贵、服务一般，因为餐品缺的太多、上的太慢还惹的一位天津大姐发飙。大连城市不大、公交发达、打车不贵，推荐来大连玩的住繁华地段。大连城市干净、本地人（特别是女生）非常热情、城市形象好，玩的不错。', '短评打分': 1}
{'短评内容': '这里的服务还可以，比较好打车！就是离市区较远，不过很安静！', '短评打分': 5}
{'短评内容': '这里的服务还可以，比较好打车！就是离市区较远，不过很安静！', '短评打分': 5}
{'短评内容': '环境服务什么都挺好的，去海边也挺方便的。', '短评打分': 5}
{'短评内容': '环境服务什么都挺好的，去海边也挺方便的。', '短评打分': 5}
{'短评内容': '太吵了，连续三晚要求加被子，都说没有，建议旅游的别选这家。', '短评打分': 1}
{'短评内容': '太吵了，连续三晚要求加被子，都说没有，建议旅游的别选这家。', '短评打分': 1}
{'短评内容': '地理位置挺好，离海边挺近，房间也不错。就是早餐需要改进', '短评打分': 5}
{'短评内容': '地理位置挺好，离海边挺近，房间也不错。就是早餐需要改进', '短评打分': 5}
{'短评内容': '环境很好', '短评打分': 3}
{'短评内容': '环境很好', '短评打分': 3}
{'短评内容': '房间干净，面积也不小，有热水，不错。', '短评打分': 3}
{'短评内容': '房间干净，面积也不小，有热水，不错。', '短评打分': 3}
{'短评内容': '酒店环境 地理位置都很好 去哪都很方便！！', '短评打分': 5}
{'短评内容': '酒店环境 地理位置都很好 去哪都很方便！！', '短评打分': 5}
{'短评内容': '酒店环境很好，房间很干净，床也很大，就是附近吃饭的地方很少！机场打车30多元就到了。', '短评打分': 3}
{'短评内容': '酒店环境很好，房间很干净，床也很大，就是附近吃饭的地方很少！机场打车30多元就到了。', '短评打分': 3}
{'短评内容': '交通倒还方便，就是房间小。不适合度假的人住。', '短评打分': 5}
{'短评内容': '交通倒还方便，就是房间小。不适合度假的人住。', '短评打分': 5}
{'短评内容': '很干净，服务态度也很好，离各景点都不会太远，很方便。', '短评打分': 5}
{'短评内容': '很干净，服务态度也很好，离各景点都不会太远，很方便。', '短评打分': 5}
{'短评内容': '地點離市中心有一點點偏，但是還是有蠻多路公交車停在飯店門口的。前臺服務不錯，房間裝修很新，大床房的床的確很大，房間也蠻大的（522房）。最主要是很安靜！搭公交到銀沙灘10分鐘內就到，到市區（友好廣場）30-40分鐘左右。總而言之很實惠！', '短评打分': 5}
{'短评内容': '地點離市中心有一點點偏，但是還是有蠻多路公交車停在飯店門口的。前臺服務不錯，房間裝修很新，大床房的床的確很大，房間也蠻大的（522房）。最主要是很安靜！搭公交到銀沙灘10分鐘內就到，到市區（友好廣場）30-40分鐘左右。總而言之很實惠！', '短评打分': 5}
{'短评内容': '1、定的商务大床房，但房间极小，就一张床和桌子，连转身的地方都没有。很怀疑给我安排的到底是不是商务大床房。\n2、隔音效果很差，隔壁房间、走廊的声音都听得很清楚，下水道的水流声，还有马路上汽车声。非常影响睡眠\n3、枕头太高，想换个矮点的都没有\n4、要了两次电吹风才拿到，不过第二次服务员帮我保留了一天，这一点还比较满意', '短评打分': 1}
{'短评内容': '1、定的商务大床房，但房间极小，就一张床和桌子，连转身的地方都没有。很怀疑给我安排的到底是不是商务大床房。\n2、隔音效果很差，隔壁房间、走廊的声音都听得很清楚，下水道的水流声，还有马路上汽车声。非常影响睡眠\n3、枕头太高，想换个矮点的都没有\n4、要了两次电吹风才拿到，不过第二次服务员帮我保留了一天，这一点还比较满意', '短评打分': 1}
{'短评内容': '隔音效果不太好 房间有点小 不会推荐朋友', '短评打分': 1}
{'短评内容': '隔音效果不太好 房间有点小 不会推荐朋友', '短评打分': 1}
{'短评内容': '如家还是蛮舒服的，只是服务的速度慢了点，其他都非常好！', '短评打分': 5}
{'短评内容': '如家还是蛮舒服的，只是服务的速度慢了点，其他都非常好！', '短评打分': 5}
{'短评内容': '房间有点小，不过环境不错，周边很安静，离海边也近', '短评打分': 5}
{'短评内容': '房间有点小，不过环境不错，周边很安静，离海边也近', '短评打分': 5}
{'短评内容': '各方面都还行，不好不坏吧。。。离公园很近', '短评打分': 5}
{'短评内容': '各方面都还行，不好不坏吧。。。离公园很近', '短评打分': 5}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': ' 还好，就是空间太小了，不过房间里居然还有暖气，5月了已经，太奇怪了…', '短评打分': 3}
{'短评内容': ' 还好，就是空间太小了，不过房间里居然还有暖气，5月了已经，太奇怪了…', '短评打分': 3}
{'短评内容': '位置有点偏，厕所的马桶不是很好，冲水很难冲下去，其他还好了。', '短评打分': 5}
{'短评内容': '位置有点偏，厕所的马桶不是很好，冲水很难冲下去，其他还好了。', '短评打分': 5}
{'短评内容': '空间很大，服务态度也不错…', '短评打分': 3}
{'短评内容': '空间很大，服务态度也不错…', '短评打分': 3}
{'短评内容': '比较经济实惠，卫生、服务都不错，预定的带早餐，比金卡稍贵一点而已。', '短评打分': 5}
{'短评内容': '比较经济实惠，卫生、服务都不错，预定的带早餐，比金卡稍贵一点而已。', '短评打分': 5}
{'短评内容': '环境卫生很好，交通很好，房间的环境卫生也很好，只是早餐最好再好一点', '短评打分': 5}
{'短评内容': '环境卫生很好，交通很好，房间的环境卫生也很好，只是早餐最好再好一点', '短评打分': 5}
{'短评内容': '居住环境很好，交通也很好，服务可以，房间很干净。但是早点最好改进一下', '短评打分': 5}
{'短评内容': '居住环境很好，交通也很好，服务可以，房间很干净。但是早点最好改进一下', '短评打分': 5}
{'短评内容': '环境不错 挺惬意', '短评打分': 3}
{'短评内容': '环境不错 挺惬意', '短评打分': 3}
{'短评内容': '环境不是很满意，床的位置很憋屈，浴室很小而且开关很容易碰到，水酒一会热一会冷，很憋气，电视很小，看起来费力，水还是过期了一个月的~~~~很无语啊', '短评打分': 1}
{'短评内容': '环境不是很满意，床的位置很憋屈，浴室很小而且开关很容易碰到，水酒一会热一会冷，很憋气，电视很小，看起来费力，水还是过期了一个月的~~~~很无语啊', '短评打分': 1}
{'短评内容': '时间太长了，忘记具体什么样了，印象中好像还不错。', '短评打分': 5}
{'短评内容': '时间太长了，忘记具体什么样了，印象中好像还不错。', '短评打分': 5}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '性价比比较高，适合自驾游的朋友们~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '性价比比较高，适合自驾游的朋友们~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': ' 环境好', '短评打分': 3}
{'短评内容': ' 环境好', '短评打分': 3}
{'短评内容': '+酒店环境好，很满意，下次来大连还来这里', '短评打分': 5}
{'短评内容': '+酒店环境好，很满意，下次来大连还来这里', '短评打分': 5}
{'短评内容': '设施卫生都还可以，但前台服务态度生硬，应加强，同时地理位置有些偏僻', '短评打分': 5}
{'短评内容': '设施卫生都还可以，但前台服务态度生硬，应加强，同时地理位置有些偏僻', '短评打分': 5}
{'短评内容': '交通、环境都不错，就是价格上有问题，网上价格为299元，其店面挂牌价格为199元，这样一来，会员的优惠或折扣就是虚假的了。', '短评打分': 3}
{'短评内容': '交通、环境都不错，就是价格上有问题，网上价格为299元，其店面挂牌价格为199元，这样一来，会员的优惠或折扣就是虚假的了。', '短评打分': 3}
{'短评内容': '酒店很好，很干净，就是离市区有点远，不过公交比较多，也挺方便，下次去还入住！', '短评打分': 5}
{'短评内容': '酒店很好，很干净，就是离市区有点远，不过公交比较多，也挺方便，下次去还入住！', '短评打分': 5}
{'短评内容': '+非常满意~还会再来~\n', '短评打分': 5}
{'短评内容': '+非常满意~还会再来~\n', '短评打分': 5}
{'短评内容': '房间太小了，然后就是隔音不是太好，房间外的推车、隔壁的动静都能听到', '短评打分': 5}
{'短评内容': '房间太小了，然后就是隔音不是太好，房间外的推车、隔壁的动静都能听到', '短评打分': 5}
{'短评内容': '去机场、火车站、步行街、老虎滩、森林公园都有公交车，位置很方便', '短评打分': 5}
{'短评内容': '去机场、火车站、步行街、老虎滩、森林公园都有公交车，位置很方便', '短评打分': 5}
{'短评内容': '挺不错的，卫生环境很好，服务态度也好，就是有些偏僻，而且隔音偏差，其他一律非常不错。', '短评打分': 5}
{'短评内容': '挺不错的，卫生环境很好，服务态度也好，就是有些偏僻，而且隔音偏差，其他一律非常不错。', '短评打分': 5}
{'短评内容': '离我要考试的地方很近，不错。别的还好，但是房间没有窗户，当时订也没有说的内宾，不知道怎么回事，有点憋的慌，更难过的是不知道外面的天气状况，连下雨了都不知道。而且电视只有20多个台～', '短评打分': 5}
{'短评内容': '离我要考试的地方很近，不错。别的还好，但是房间没有窗户，当时订也没有说的内宾，不知道怎么回事，有点憋的慌，更难过的是不知道外面的天气状况，连下雨了都不知道。而且电视只有20多个台～', '短评打分': 5}
{'短评内容': '非常满意，尤其是酒店所在的位置，就是我所想的，隔音不好是缺点', '短评打分': 3}
{'短评内容': '非常满意，尤其是酒店所在的位置，就是我所想的，隔音不好是缺点', '短评打分': 3}
{'短评内容': '酒店位置挺不错，闹中有静，服务人员比较热情。就是离市中心有点远。离付家庄浴场也近，其实付家庄比老虎滩，星海强好多，沙也细，水也干净。去码头702坐到人民广场换乘708直接到码头，忒方便。', '短评打分': 3}
{'短评内容': '酒店位置挺不错，闹中有静，服务人员比较热情。就是离市中心有点远。离付家庄浴场也近，其实付家庄比老虎滩，星海强好多，沙也细，水也干净。去码头702坐到人民广场换乘708直接到码头，忒方便。', '短评打分': 3}
{'短评内容': ' 服务不错,卫生挺干净,房间有点小。', '短评打分': 5}
{'短评内容': ' 服务不错,卫生挺干净,房间有点小。', '短评打分': 5}
{'短评内容': '房间很干净，环境也不错，前台的接待很热情，让客人很舒服。不足是离市区较远，交通出入不方便，附近餐厅较少。', '短评打分': 5}
{'短评内容': '房间很干净，环境也不错，前台的接待很热情，让客人很舒服。不足是离市区较远，交通出入不方便，附近餐厅较少。', '短评打分': 5}
{'短评内容': '对于去大连海滨度假的朋友，选择八一路的如家快捷酒店确实是正确的选择，室外空气质量清新，不喧闹，距离傅家庄海滨浴场，极地馆，星海广场都不远，在下面的南市街乐购超市边临街还有一家卖海鲜的相当新鲜。我们足吃了7斤多的飞蟹。感觉如家唯一不好的就是墙壁隔音不好，商务大床房能听到情侣。。的声音。除此之外，很棒。', '短评打分': 5}
{'短评内容': '对于去大连海滨度假的朋友，选择八一路的如家快捷酒店确实是正确的选择，室外空气质量清新，不喧闹，距离傅家庄海滨浴场，极地馆，星海广场都不远，在下面的南市街乐购超市边临街还有一家卖海鲜的相当新鲜。我们足吃了7斤多的飞蟹。感觉如家唯一不好的就是墙壁隔音不好，商务大床房能听到情侣。。的声音。除此之外，很棒。', '短评打分': 5}
{'短评内容': '+大连如家八一路店交通方便，房间干净，服务热情，性价比高。', '短评打分': 5}
{'短评内容': '+大连如家八一路店交通方便，房间干净，服务热情，性价比高。', '短评打分': 5}
{'短评内容': '条件不错,是经济形酒店,但室内空调,应该能自己调节就好了,', '短评打分': 3}
{'短评内容': '条件不错,是经济形酒店,但室内空调,应该能自己调节就好了,', '短评打分': 3}
{'短评内容': '条件不错,是很好的经济房,价格合理,房间里还有饮水机.但房间里要有窗户才好', '短评打分': 5}
{'短评内容': '条件不错,是很好的经济房,价格合理,房间里还有饮水机.但房间里要有窗户才好', '短评打分': 5}
{'短评内容': '位置很好 离老虎滩  森林动物园 星海广场 都很近   交通便利  服务也不错', '短评打分': 3}
{'短评内容': '位置很好 离老虎滩  森林动物园 星海广场 都很近   交通便利  服务也不错', '短评打分': 3}
{'短评内容': '位置不错 离星海广场 老虎滩 付家庄 森林动物园  机场都不远  服务态度也不错', '短评打分': 5}
{'短评内容': '位置不错 离星海广场 老虎滩 付家庄 森林动物园  机场都不远  服务态度也不错', '短评打分': 5}
{'短评内容': '干净，房间小，如果坐火车到大连，从火车站坐公交去该店公交站不太好找，位置稍偏，但去付家庄游泳方便。', '短评打分': 5}
{'短评内容': '干净，房间小，如果坐火车到大连，从火车站坐公交去该店公交站不太好找，位置稍偏，但去付家庄游泳方便。', '短评打分': 5}
{'短评内容': '房间设施很好,床铺都是粉红色的,很温馨可爱.服务人员很热情!就是地方偏远~去市中心有点远!!!', '短评打分': 5}
{'短评内容': '房间设施很好,床铺都是粉红色的,很温馨可爱.服务人员很热情!就是地方偏远~去市中心有点远!!!', '短评打分': 5}
{'短评内容': '整体装修设计像儿童房，没体现什么商务特色，性价比不高。要命的是房间（房门）几乎就不隔音，万籁清晰的。。。囧~~而且，卫生间门开关很费劲，总能听到别的房间的卫生间门被开或者关的砰砰砰山响，此起彼伏，令人心惊肉跳。。。选这是为了看海方便，但这里的海滩实在让人失望，小碎石滩而已，扎脚不说，且人潮汹涌，海水浑浊，根本就是人滩。。。', '短评打分': 3}
{'短评内容': '整体装修设计像儿童房，没体现什么商务特色，性价比不高。要命的是房间（房门）几乎就不隔音，万籁清晰的。。。囧~~而且，卫生间门开关很费劲，总能听到别的房间的卫生间门被开或者关的砰砰砰山响，此起彼伏，令人心惊肉跳。。。选这是为了看海方便，但这里的海滩实在让人失望，小碎石滩而已，扎脚不说，且人潮汹涌，海水浑浊，根本就是人滩。。。', '短评打分': 3}
{'短评内容': '房间很大，很舒适，交通方便，离海边不远。', '短评打分': 5}
{'短评内容': '房间很大，很舒适，交通方便，离海边不远。', '短评打分': 5}
{'短评内容': '居住环境很安静。交通方便。服务人员亲切、热情。下次还会住这里。', '短评打分': 5}
{'短评内容': '居住环境很安静。交通方便。服务人员亲切、热情。下次还会住这里。', '短评打分': 5}
{'短评内容': '环境可以', '短评打分': 3}
{'短评内容': '环境可以', '短评打分': 3}
{'短评内容': '选这位置是为了看海近，挑了商务大床房，但房间可用空间狭小，家具设施非常简单，并未体现商务特点，且摆放格局别扭，让人行动不便。装修色彩也过于鲜艳，整体上感觉是精打细算的儿童房，性价比不高。不过酒店服务比较专业，人员素质较好，值得肯定。', '短评打分': 1}
{'短评内容': '选这位置是为了看海近，挑了商务大床房，但房间可用空间狭小，家具设施非常简单，并未体现商务特点，且摆放格局别扭，让人行动不便。装修色彩也过于鲜艳，整体上感觉是精打细算的儿童房，性价比不高。不过酒店服务比较专业，人员素质较好，值得肯定。', '短评打分': 1}
{'短评内容': '帮姐姐订的 她觉得还好 ', '短评打分': 3}
{'短评内容': '帮姐姐订的 她觉得还好 ', '短评打分': 3}
{'短评内容': '位置稍微偏僻了一点。其他的都还好！', '短评打分': 5}
{'短评内容': '位置稍微偏僻了一点。其他的都还好！', '短评打分': 5}
{'短评内容': '条件很好，环境不错', '短评打分': 5}
{'短评内容': '条件很好，环境不错', '短评打分': 5}
{'短评内容': '性价比不太好.硬件条件一般,中央空调不能自行开关调整.这点很不好,其它各方面也一般.连锁酒店还是有欠缺的地方.', '短评打分': 1}
{'短评内容': '性价比不太好.硬件条件一般,中央空调不能自行开关调整.这点很不好,其它各方面也一般.连锁酒店还是有欠缺的地方.', '短评打分': 1}
{'短评内容': '地理位置还比较好，离海近，就是房间比较小，设施一般，餐厅的服务员很和蔼，在那里吃饭很方便。推荐。', '短评打分': 5}
{'短评内容': '地理位置还比较好，离海近，就是房间比较小，设施一般，餐厅的服务员很和蔼，在那里吃饭很方便。推荐。', '短评打分': 5}
{'短评内容': '离海边很近去老虎滩的话打车也还不到十块钱 价格也便宜，房间就是小点但是其他的都还行，服务也还不错感觉还是挺好的酒店我挺满意的。', '短评打分': 5}
{'短评内容': '离海边很近去老虎滩的话打车也还不到十块钱 价格也便宜，房间就是小点但是其他的都还行，服务也还不错感觉还是挺好的酒店我挺满意的。', '短评打分': 5}
{'短评内容': '卫生还是挺干净，不过酒店位置挺一般不是很好找但是离海边是比较近，性价比挺一般的，', '短评打分': 5}
{'短评内容': '卫生还是挺干净，不过酒店位置挺一般不是很好找但是离海边是比较近，性价比挺一般的，', '短评打分': 5}
{'短评内容': '还不错，近景区', '短评打分': 5}
{'短评内容': '还不错，近景区', '短评打分': 5}
{'短评内容': '海景房图有虚名，到海边还是要坐一块钱公交车，和住市内差别不多，好处在于傍晚想去海边也能走到。房间设施一般。', '短评打分': 1}
{'短评内容': '海景房图有虚名，到海边还是要坐一块钱公交车，和住市内差别不多，好处在于傍晚想去海边也能走到。房间设施一般。', '短评打分': 1}
