{'短评内容': '早餐一般般', '短评打分': 5}
{'短评内容': '价格很实惠的经济型连锁酒店，房间还是蛮干净的，隔壁就有一个挺大的超市', '短评打分': 5}
{'短评内容': '相对于当地的环境来说，确实挺不错的地方。楼下有超市，比较方便', '短评打分': 5}
{'短评内容': '房间比较大，床垫比较舒服，楼下就是超市，性价比较高。\n\n缺点是周围卫生较差。', '短评打分': 5}
{'短评内容': '  坏境挺好。 嘿嘿，以前我和朋友就经常在这里住的。', '短评打分': 5}
{'短评内容': '比较干净', '短评打分': 3}
{'短评内容': '还算干净 \n性价比不错\n楼下就是超市\n还有烧烤摊 \n\n', '短评打分': 5}
{'短评内容': ' 性价比非常不错', '短评打分': 3}
{'短评内容': '很干净的，隔音效果没有想象中的好。服务也好~总体不错~', '短评打分': 5}
{'短评内容': '第一次入住锦江之星，进房间后第一感觉还不错，LP也挺满意，比较简洁温馨。', '短评打分': 5}
{'短评内容': '5就是没窗！其他都很好', '短评打分': 3}
{'短评内容': '还比较好找的，就是隔音不太好。其他都没什么问题。', '短评打分': 5}
{'短评内容': '总体情况不错，就是有点吵，隔音条件有点差。', '短评打分': 5}
{'短评内容': '房间很大，卫生情况不错。酒店位置很方便，早上周围有不少吃早餐的地方，到海鲜街步行过去也不算太远，就是海鲜街太宰人了，不建议前往。', '短评打分': 5}
{'短评内容': '很干净，性价比还可以。就是房间隔音差了点。', '短评打分': 5}
{'短评内容': '石浦的锦江之星是不错的选择，很干净，服务也不错，价格也很实惠，去吃海鲜也很方便，值得一试。', '短评打分': 3}
{'短评内容': ' 推荐', '短评打分': 3}
{'短评内容': '\n很好', '短评打分': 3}
{'短评内容': '酒店装修比较新，但是刷牙杯和喝水杯居然用纸杯，尤其是刷牙杯，我觉得很不方便。另外酒店18元的早餐我觉得还比较超值，总体说来还可以，基本值这个价。', '短评打分': 5}
{'短评内容': '酒店很干净，订的是标间A，房间挺大，楼下有加贝超市，挺方便', '短评打分': 5}
{'短评内容': '交通方便，门前就是停车场，自驾的朋友不用担心没停车点，旁边还有个大超市。房间干净，标准A房虽是双床，但一个大些，适合带孩子出来住，很不错。', '短评打分': 5}
{'短评内容': '我们住的是179的，房间很大很干净，感觉不错！', '短评打分': 5}
{'短评内容': '感觉房间还是不错的，蛮干净的。距离海鲜街也挺进的。好评！', '短评打分': 3}
{'短评内容': '整理环境还不错，就是卫生间小，房间隔音不大好，生活听方便的，楼下有超市，晚上楼下还有烧烤等夜宵。酒店的性价比比较高', '短评打分': 5}
{'短评内容': '环境不错，墙上还有壁画，很温馨的感觉，交通还算便利，前台服务蛮热情！如果在沿港路上更好！住了两个晚上，在石浦玩了渔港古城和中国渔村还有影视城，不错！', '短评打分': 5}
{'短评内容': '就是厕所太小，房间隔音也不怎么好，卫生还是挺干净的，也很整齐，我们也不知道有没有地下室停车场，反正车是全部停车门口的，', '短评打分': 5}
{'短评内容': '很好，性价比很高，之前就比较了一下，在这个区域内是性价比最高的了。有超市、药店，晚上楼下还有烧烤和麻辣烫，很方便。离渔港也不远，不过那边的海鲜一条街有点宰人。', '短评打分': 5}
{'短评内容': '酒店还算干净整洁，服务态度不错，就是觉得房间比较小，隔音效果比较差,标准间B的朝向不好，整个房间有种压抑和阴暗的感觉，下次要A的，最后离店的时候还送了两个小旅行套装，总体来说还是不错', '短评打分': 5}
{'短评内容': '性价比高！环境好 干净。房间 大性价比高！环境好 干净。房间 大性价比高！环境好 干净。房间 大性价比高！环境好 干净。房间 大', '短评打分': 5}
{'短评内容': '酒店房间很大，很干净！在石浦算不错了的', '短评打分': 3}
{'短评内容': '酒店干净，有停车场，挺好的。', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店干净，交通便利，下面有小吃摊。近邻超市和海鲜一条街。我觉得不错。~而且我觉得天香楼附近的桂明海鲜不错，价格实惠。我连着去了两次', '短评打分': 5}
{'短评内容': '住了两天，整体感觉还可以。第一次住商务酒店，感觉房间比较宽敞，也比较干净。\n有两点遗憾：1）房间里没有小冰箱。第一次住锦江，不知是不是全国的锦江之星都这样。\n               夏季来象山的人应该主要是来旅游的吧？自然会带来一些小食品之类的东西。没有冰箱实在是不方便。\n2）每张床都有两个大枕头。希望最好是放一大一小的。不一定每个人都喜欢高枕头。\n\n以上如果能满足的话，有必要经常住锦江之星', '短评打分': 5}
{'短评内容': '条件一般。。因是周末房价巨高。。。无奈的选择了。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '环境服务都还可以，但是就是空调太老式。更恶心的是空调遥控器既然固定在墙上。晚上睡觉的时候还得跑出被窝去按。', '短评打分': 5}
{'短评内容': '干净，房间很大，唯一不好的地方就是，步行到海鲜一条街实在是太远了，走路大约30分钟吧！总之对住宿还是很满意的！', '短评打分': 5}
{'短评内容': '现在锦江之星没有我以前想象中的差，通过这次入住，对他有了新的认识。感觉就是干净，舒服，价廉！哈哈', '短评打分': 5}
{'短评内容': '很干净，房间挺大的，地理位置也好,就是在这周围吃饭的地方太少', '短评打分': 5}
{'短评内容': '环境不错，离景点也很近。服务态度也很好。值得推荐', '短评打分': 5}
{'短评内容': '很干净，位置不错，周末价格要贵一点，住的多很多，就是没有早餐。', '短评打分': 5}
{'短评内容': '酒店感觉还可以', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店不错，房间格局好较明亮，比较干净舒适，就是酒店早餐东西少了点', '短评打分': 5}
{'短评内容': ':房间整洁 面积够大 有空调 服务良好 超值！', '短评打分': 3}
{'短评内容': '环境不错，价格实惠。', '短评打分': 3}
{'短评内容': '每次来石浦都习惯住这里了，环境不错，物美价廉', '短评打分': 5}
{'短评内容': '很一般，锦江之星的标准摆在那面，也就过过夜', '短评打分': 5}
{'短评内容': '环境很好，卫生好 经济型 \n是旅游出门的好选择', '短评打分': 5}
{'短评内容': '酒店地位位置很好，出入很方便。酒店房间不错，面积也大，整体感觉不错。', '短评打分': 5}
{'短评内容': '非常不错的锦江之星，房间非常干净，东西也一应齐全，下次去一定还住那里，不愧是连锁的，很规范。只是我定了商务A两间，两间大小差很多，这点让我有点疑惑，后来问工作人员，说是商务A只是窗户朝外面的，至于大小都不同的。', '短评打分': 5}
{'短评内容': '酒店设施不错，干净整洁，服务人员态度也挺好，就是出行不太方便', '短评打分': 5}
{'短评内容': '还行，蛮不错的。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好,房间相当不错,很满意.有机会的话也会入住的', '短评打分': 5}
{'短评内容': '房间很大，位置一般，还算不错，性价比还是比较高的', '短评打分': 5}
{'短评内容': '入住的是标B，房间也较小，卫生间太小，人都转不过来，服务不错。', '短评打分': 5}
{'短评内容': '很愉快的旅行！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '一定要淡季去 才划算  不然价格不实惠  最好提前一个星期订，不然好的房间都会没有的', '短评打分': 5}
{'短评内容': '还不错，性价比挺高的。就是餐厅的早晚餐比较贵，还是出去吃海鲜比较好。', '短评打分': 5}
{'短评内容': '这家是我住过的锦江之星里最好的一家，床很舒服，整体都很干净清爽。', '短评打分': 5}
{'短评内容': '房间大，住的舒服，宽敞明亮，楼下就是超市很方便.值得推荐', '短评打分': 5}
{'短评内容': '酒店位置不错，楼下就是超市。房间隔音比较差，常常听到门外喧哗声，不过这是经济型酒店的通病了。', '短评打分': 5}
{'短评内容': '房间大，住的舒服，宽敞明亮，值得推荐，早餐很好，应该去吃。下次来还会住的。\n', '短评打分': 5}
{'短评内容': '性价比很高，地理位置处于较繁华地段周围设施齐全，旁边紧邻大超市特别好。到各个景区打车一般20就足够了~出行不是问题~~推荐入住', '短评打分': 3}
{'短评内容': '酒店装修还好，比较整洁，价格在节日期间有点高，总的来说还好，今后会继续选择入住。', '短评打分': 5}
{'短评内容': '酒店是石浦性价比最高的酒店了，而且干净，宽敞。处于镇中心去哪里打车也方便，基本上20以内各个景点都到了~~很不错~~推荐', '短评打分': 5}
{'短评内容': '玩的很开心，海鲜也不错，酒店还可以，下次还会来', '短评打分': 5}
{'短评内容': '总体不错。很干净。但节假日比平时贵了50%还不止。另外我住的房间窗外是一堵墙，什么都看不到。', '短评打分': 5}
{'短评内容': '我这次入住感觉很好，房间很干净，下次来肯定也住这', '短评打分': 5}
{'短评内容': '+环境还不错，到海鲜街不远～', '短评打分': 5}
{'短评内容': '石浦唯一一家的连锁经济酒店，位置还可以，酒店一般', '短评打分': 5}
{'短评内容': '+环境不错', '短评打分': 5}
{'短评内容': '住的比较舒服，服务态度也比较好！下次去石浦还会选择锦江之星！', '短评打分': 5}
{'短评内容': '相对于其他农家都要100-200的价格，锦江之星179的价格非常公道，而且房间也比较干净，一大一小2张床，也比较宽敞。酒店的交通也很方便。离景点比较近。性价比比较高。就是周末的价格有点高了。', '短评打分': 5}
{'短评内容': '房间很干净很不错哦，对得起这个价格．而且楼下有个超市买东西很方便啊', '短评打分': 3}
{'短评内容': '总体对我这种平民百姓来说性价比挺高的 唯一不足就是隔音有点不好 睡着倒是很舒服', '短评打分': 5}
{'短评内容': '酒店很干净不错啊！', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '由于旅游季节的到来，周末石浦的酒店都涨价50%以上，性价比有所降低了', '短评打分': 5}
{'短评内容': '本来是订了两天的，结果12号那天晚上停电，只好换了半岛酒店，原来是想省钱的，结果是把179的退了，住了700的，真是肉痛哦。老停电还是备一套发电机组吧', '短评打分': 5}
{'短评内容': '酒店的位置不错，下面就是一家相对比较大的超市。房间很整洁，很新。总体来说是家非常不错宾馆，推荐入住。', '短评打分': 5}
{'短评内容': '不错，可以向朋友推荐，下次出去可再次选择锦江之星旅馆！', '短评打分': 5}
{'短评内容': '设施条件不错，位置也好，锦江之星都还不错的', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 5}
{'短评内容': '在石浦镇上，地理位置不错，楼下就有超市，晚上有很好吃的烧烤，比较方便，也比较干净，但是睡不好，因为实在太吵了，酒店隔音不是一般的差，过道里说话声音房间可以清楚听到，半夜又经常有人走来走去。另外费用够得话不要定最便宜的那种标间，那是在内围的，没有窗户。 我们住的商务房有床，远处还有海景，景色不错。总体满意。早餐比较值得吃，价廉物美。', '短评打分': 5}
{'短评内容': '挺好的，房间很干净，也挺大的，看着是刚建的吧，34层还住装修，房间里还送2瓶矿泉水，下次要是来还住这~~', '短评打分': 5}
{'短评内容': '酒店挺干净,服务很好,超市很大很方便', '短评打分': 5}
{'短评内容': '蛮好的', '短评打分': 5}
{'短评内容': '星连心的服务很不错，菜的量超大，味道还行，就是那个雪菜肉丝面有点夸张。', '短评打分': 5}
{'短评内容': '非常满意 地理位置也很不错 \r\n', '短评打分': 3}
{'短评内容': '非常喜欢这家酒店，是我住过经济型酒店里最宽敞，最舒适的了\r\n不过不推荐他们家早餐 15元/位 还不如勤快点去肯德基吃早饭\r\n', '短评打分': 5}
{'短评内容': '平时日子入住性价比很高，周末的话价格要上调100 有点贵了', '短评打分': 5}
{'短评内容': '一如既往地高性价比……不过周六涨价100多还订不到房', '短评打分': 3}
{'短评内容': '酒店很干净，就是贵了点。', '短评打分': 3}
{'短评内容': '别的不说了。旺季里石浦的宾馆价格都往上窜，只有锦江之星还是一如既往。', '短评打分': 5}
{'短评内容': '周五周六两天竟然要319每天，太贵了。\r\n而且服务一般般。', '短评打分': 1}
{'短评内容': '房间很大很舒适，前台的服务员态度很好，价格也比较便宜～', '短评打分': 5}
{'短评内容': '酒店比较干净，设备较新', '短评打分': 5}
{'短评内容': '整体还是很不错的，交通方便，卫生及设施方面都还可以，隔壁有个大超市，购物也很方便', '短评打分': 5}
{'短评内容': '不错的酒店，干净卫生，就是服务还是停留在当地的水平', '短评打分': 3}
{'短评内容': '都挺好 \r\n打开窗户就能看到山\r\n 就是隔音差了点', '短评打分': 5}
{'短评内容': '节假日要提前订，房间很紧张。', '短评打分': 3}
{'短评内容': '1.门口有停车场，适合自驾。\r\n2.楼下是超市，方便。\r\n3.前台推荐去酒店附近的福满楼用餐，经济实惠。', '短评打分': 5}
{'短评内容': '房间超大，是我见过的最好的连锁酒店（200元以下），非常干净。', '短评打分': 3}
{'短评内容': '房间非常大，床单和被子很干净，住石浦的首选之地。楼下是个大卖场，路边有烧烤。', '短评打分': 5}
{'短评内容': '房间挺大的 就是我们楼下有很多小摊 晚上会比较吵', '短评打分': 5}
{'短评内容': '该酒店的房间超大，也比较干净，地理位置不错，价格公道，值得推荐', '短评打分': 5}
{'短评内容': '房间里有蚊子，电视机太小', '短评打分': 5}
{'短评内容': '周边有点臭', '短评打分': 1}
{'短评内容': '在石浦要找一家200元以内的酒店入住的话强烈推荐这家锦江之星。\r\n房间很宽大，采光良好，床也很软，整体来说性价比不错。\r\n比起其他的小旅馆来说卫生、安全都有保障', '短评打分': 5}
{'短评内容': '在石浦中心，打车，吃饭相对比较方便。下次还会入住。', '短评打分': 5}
{'短评内容': '酒店地理位置好，找起来非常方便，房间内设施很好，性价比高，值得推荐入住。', '短评打分': 3}
{'短评内容': '床睡得很舒服，洗澡超级爽，不错的酒店，性价比非常高。', '短评打分': 5}
{'短评内容': '位置不错，差不多是位于石浦的一个居民中心。而且宾馆很大，是我见过的最大的一个锦江之星了。服务员的态度也很好，所以推荐大家可以去入住。', '短评打分': 5}
{'短评内容': '位置不错，开车一找就找到了。楼下有卖场，配套很方便。', '短评打分': 5}
{'短评内容': '以后再去象山，一定还要入住此店，干净舒适，前台服务员非常可心哦。', '短评打分': 3}
{'短评内容': '房间挺大，周围吃饭购物很方便，旁边就是一个大超市。房间隔音不好，走廊里的脚步声很清晰。另外酒店全部都是提供的一次性纸杯，好像太不环保了。', '短评打分': 5}
{'短评内容': '值得一住的店', '短评打分': 3}
{'短评内容': '是个很新 的酒店，才开一年，装修和别家的略有不同 楼下就是大的超市，觉得非常方便', '短评打分': 5}
{'短评内容': '总的说来还不错，就是价格有点偏高', '短评打分': 5}
{'短评内容': '晚上竟然没热水洗澡，打房务中心说坏了，一直等到11点过还没有就睡着了。其他一切都好！', '短评打分': 5}
{'短评内容': '所有住过的经济型酒店最满意的一家，卫生，房间没有异味，前台的服务也很到位。', '短评打分': 3}
{'短评内容': '每次去都是住这个酒店，酒店设施比较新，但和大多数的经济型酒店一样，隔音太差。旁边就是一个大超市，后面街上吃饭很方便。', '短评打分': 3}
{'短评内容': '住过了，才知道它的好，真的好。', '短评打分': 5}
{'短评内容': '我就是象山人，这家酒店位置很不错，这边交通也很便利，房间的设施是符合三星酒店的这样一个标准，卫生很干净，服务也还不错，性价比还是比较高的 值得推荐', '短评打分': 3}
{'短评内容': '唯一感觉不方便的就是没有早餐,其他方便都很好,住着比较舒适,价格也合适.', '短评打分': 3}
{'短评内容': '房间标房有窗但是看不见阳光,所以都不知道当天的天气情况如何.商务房相对就比较明亮.感觉订商务房会更加好.房间都蛮大的,卫生也比较好.总体还是很满意,楼下就是大超市,所以需要什么楼下直接买就行,不需自己带东西.', '短评打分': 3}
{'短评内容': '很好很干净,设施也很新.房间也够大.总体很满意', '短评打分': 3}
{'短评内容': '总体来说很满意,就是标房看不见阳光不好,感觉商务房更加核算点,毕竟有很大的窗户和阳光照入室内.房间空间都很宽畅.设施也很新.早餐的时候因为十一假期人很多,点心和酸奶都没有了,但是经理很负责,让店员很快就补足了所有的东西,让住客都非常满意.因为很多都是吃完了就不会再补的,而经理是让店员去楼下超市买来的,很是感动.', '短评打分': 5}
{'短评内容': '硬件设施都挺新的，在石浦算是比较好的酒店了。不过入住那天发生了一件不愉快的事，因为我到得较早，预订的一间商务间估计还没腾出来，虽然我一再表示把房间先给我，我可以先不住，但服务员还是不给我开房间，并且明确表示我可以先去玩，晚上回来登记下就行，肯定给我保留房间（我定了4间房，因为亿龙上只有3个标间，所以另外定了一间商务间）。没想到，等我晚上回到酒店，却被告知商务间已经没了，连我的订单都被撤了。这肯定是', '短评打分': 5}
{'短评内容': '隔音不好,应加强这方面的改进,早餐品种不多,服务人员比较少,打电话叫了好几次才来,郁闷...', '短评打分': 5}
{'短评内容': '此店是锦江之星的直营店，房间够大且干净，设施都是按照锦江之星的标准建造和配备，都还比较新。这次入住，前台从我的信用卡里扣了1500的预授权，自己电脑里只记录了600元，害得我第二天中午回来，怎么都打不开门。还好信用卡的水单没有丢掉，否则还真很难说清了。\r\n还有就是这个酒店很多当地的人入住，很多人开着门打麻将，小孩追打吵闹，大人说话声音很响，半夜到凌晨被吵醒好几次。酒店好像根本也不管。', '短评打分': 5}
