{'短评内容': '火车站附近', '短评打分': 4}
{'短评内容': '除了隔音效果不行，停车麻烦外，别的都还好，建议住宿客人停车免费，中途出去提供房卡不就行了。还要收费。。。', '短评打分': 5}
{'短评内容': '房间比较小，设施一般，不过周边配套还有位置很方便。还是会入住的', '短评打分': 5}
{'短评内容': '一直很好，有温泉洗浴，按摩，唯一不好没早餐好在隔壁就是肯德基。', '短评打分': 5}
{'短评内容': '比较干净，就是一个字“冷”，空调不暖和呀！', '短评打分': 5}
{'短评内容': ' 酒店还是不错 虽然在马路铁路边 但隔音效果不错 卫生也还可以 对得起三星称号 就是这么高价格没含早餐有点郁闷', '短评打分': 3}
{'短评内容': ' 好环境一般，其他还可以。价格有点高，交通方便，总的还可以', '短评打分': 5}
{'短评内容': '酒店还不错，算不错的三星了酒店门口就是肯德基，对面是麦当劳，打车也很方便，房间比较干净卫生，就是灯光有些暗。能接到服务电话的，呵呵。。。总起来说还是不错的三星了，以后去还住那里。。。', '短评打分': 5}
{'短评内容': '宾馆条件可以，服务可以，就是年夜饭对外包桌，我们没法吃！！！', '短评打分': 5}
{'短评内容': '靠近火车站和汽车站，比较吵。房间装修也相对陈旧。', '短评打分': 5}
{'短评内容': '离火车站和中央门汽车客运站很近，适合短暂行程人士。\n价格适中，房间层高有点低。', '短评打分': 5}
{'短评内容': '位置方便，经常入住，性价比不错。。。。。', '短评打分': 5}
{'短评内容': '位置方便，就在汽车站对面，不错。。。。。。', '短评打分': 5}
{'短评内容': '我感觉总服务台的服务比较慢。而且我办登记手续时，他们说没有订单。我没办法，给e-long打个电话。e-long的服务员应付了局面。\n但是，这个饭店其他的服务还不错。退房时间下午2点锺，真好。 ', '短评打分': 5}
{'短评内容': '价位还可以,购物也挺方便,交通离火车站不远.', '短评打分': 5}
{'短评内容': '房间内设施太陈旧 灰尘也很多 很差', '短评打分': 3}
{'短评内容': '中规中矩的酒店，房间里设施一般，价格也还公道。', '短评打分': 1}
{'短评内容': '还不错，房间也还好，就是为什么不送早餐呢', '短评打分': 5}
{'短评内容': '酒店地点好，环境一般，走廊的吊顶掉的太低', '短评打分': 5}
{'短评内容': '住好几次了，很方便，离火车站汽车站都不远，服务也不错', '短评打分': 5}
{'短评内容': '就是退房的时侯有点慢！\n需   要    改     进。', '短评打分': 5}
{'短评内容': '酒店位置不错性价比较高', '短评打分': 3}
{'短评内容': '不错很好', '短评打分': 3}
{'短评内容': ' 环境不错，火车过的时候有些吵，总体还好。', '短评打分': 3}
{'短评内容': '地理位置很好，紧挨长途车站，距离火车站也不远。吃饭也方便。惟一不好的就是半夜也有客人入住，所以不太安静。睡眠不好的最好不要住进来哦。此外，只有淋浴，没有浴缸哦', '短评打分': 5}
{'短评内容': '性价比很高，干净，卫生，推荐去南京试一下！', '短评打分': 5}
{'短评内容': '隔音不好', '短评打分': 3}
{'短评内容': '接待热情，服务周到，环境优美，手续办理迅速', '短评打分': 5}
{'短评内容': '离火车站很近, 交通比较方便,房间设施一般, 服务可以', '短评打分': 5}
{'短评内容': '酒店干净整洁，住着适合，免费停车，美中不足之处，可充电的插座很少，不方便。', '短评打分': 5}
{'短评内容': '还口以…就是木有早餐啊', '短评打分': 3}
{'短评内容': '退房慢点，其他还行', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店里南京站很近，房间设施陈旧了点，早餐38元/位，太不好，还是自己去楼下吃吧。', '短评打分': 5}
{'短评内容': '卫生一般，服务还可以，网速很快', '短评打分': 3}
{'短评内容': '酒店大堂還不錯，交通還算方便，但是房間裝修陳舊，有待改善，300塊一晚的價格應該可以有更好的選擇，性價比不高', '短评打分': 1}
{'短评内容': '一进酒店大堂，感觉挺气派，我住的是A型标间，很干净，卫生间也挺宽敞，我喜欢，就是洗浴的花洒出水不好，建议定期维护一下。', '短评打分': 5}
{'短评内容': '住了几次还不错，服务较好，就是没早餐，不过边上就是肯德基麦当劳，吃还是很方便的住了几次还不错，服务较好，就是没早餐，不过边上就是肯德基麦当劳，吃还是很方便的住了几次还不错，服务较好，就是没早餐，不过边上就是肯德基麦当劳，吃还是很方便的住了几次还不错，服务较好，就是没早餐，不过边上就是肯德基麦当劳，吃还是很方便的', '短评打分': 5}
{'短评内容': '不错，离火车站近，价格公道，非常不错的酒店，就是房间里那张沙发有点老土，很烦。提供免费停车，在南京这样的城市这样的价格还是非常公道的', '短评打分': 5}
{'短评内容': '在南京还算是性价比较为可以的一家酒店了，只是略显装璜旧了一些。离车站很近，远眺玄武湖很美!', '短评打分': 5}
{'短评内容': '白宫酒店1707和1405房间服务态度挺好不错刑', '短评打分': 3}
{'短评内容': '我还没入住，这模块就要我发表点评，你们是做什么的，', '短评打分': 1}
{'短评内容': '交通蛮方便的，感觉不错，要是再有地铁就更好了', '短评打分': 5}
{'短评内容': '挺干净，设施比较好，挺舒服，离车站很近。', '短评打分': 5}
{'短评内容': '蛮好的，经济实惠，就是离铁路太近了，出门倒是方便', '短评打分': 5}
{'短评内容': '隔音不大好，其他都蛮好的啦！', '短评打分': 3}
{'短评内容': '初次入住白宫酒店,不错。', '短评打分': 3}
{'短评内容': '对于要求不高的朋友，随便住住还是可以，交通方便，不过服务不怎么样，我让帮我寄个快递 ，后来有急事要出门，我把单子写好了让帮我寄一下都不愿意。', '短评打分': 5}
{'短评内容': '靠近火车站旁边，一天到晚都是火车的声音，吵死了；住了商务大床房，居然都不送早餐，还要28元/位，太贵了；整个房间都是用射灯，真是奇怪的布置；最后一个晚上，房卡居然开不了门，跑去柜台弄了一次，还是不行；第一天住的时候，就交了押金，第三个晚上又叫我们交了600押金，莫名其妙的酒店；', '短评打分': 1}
{'短评内容': '酒店离火车站步行15分钟样子，斜对面就是长途汽车站，交通比较方便。房间双号的好点，单号的房间不知道为什么气味很大。', '短评打分': 5}
{'短评内容': ',白宫大酒店可以调换冬天用的厚被子了，现在己进入夏季。客人盖冬天用的厚被子受不了。', '短评打分': 3}
{'短评内容': '白宫酒店服务满意。建议下次卫生间改建花洒固定式改为移动软管。张桐生住客。', '短评打分': 3}
{'短评内容': '房间干净，整洁。地处火车站汽车站交通便利，购物环境特别好。', '短评打分': 5}
{'短评内容': '挺好的！', '短评打分': 3}
{'短评内容': '这里靠近火车站，交通很方便。酒店新装修的，挺干净。\n如果能够针对团体入住有优惠就更好了。', '短评打分': 5}
{'短评内容': '不错哦', '短评打分': 3}
{'短评内容': '房间很不错，环境很好，就是电视关了以后咋都开不了有点小郁闷，总的来说性价比还是很不错的', '短评打分': 5}
{'短评内容': '酒店地理位置比较合适，离火车站、汽车站近。酒店环境不错。', '短评打分': 5}
{'短评内容': '服务不到位，其票务中心极不负责任，很有待提升服务水平。', '短评打分': 1}
{'短评内容': '酒店的地理位置不错，离火车站近，晚上睡觉有点吵', '短评打分': 5}
{'短评内容': '这家酒店离火车站比较近，其他一般般吧\n这家酒店离火车站比较近，其他一般般吧', '短评打分': 5}
{'短评内容': '不错，还是老样子，悠久的酒店。很干净。以后还常住！\n', '短评打分': 5}
{'短评内容': '不错，还是老样子，悠久的酒店。很干净。以后还常住！', '短评打分': 5}
{'短评内容': '住过后觉得交通方便,购物中心就在旁边', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '服务超级不好，入住后，带我们去了一个根本没法住人的房间，是个储藏室似的房间，后来他们意识到自己的问题了，还说我“怎么这么激动，不要这么大声跟我说话好不好”。我对此很气愤。以后在也不会来了。', '短评打分': 1}
{'短评内容': '还不错，交通很方便。有线速度很快，就是不能上无线', '短评打分': 3}
{'短评内容': '酒店还不错，位置也还好，就是隔音效果太差～住北边，有火车声，蛮吵的……', '短评打分': 3}
{'短评内容': '价廉物美。早餐差一些，品种少，饮料只有牛奶，还需用勺子盛。', '短评打分': 5}
{'短评内容': '地理位置很好，停车场非常大，旁边还是个大商场，购物方便。', '短评打分': 5}
{'短评内容': '装修与配置不错，可餐厅价格很贵', '短评打分': 3}
{'短评内容': '我们住入白宫大酒店看到设备很好,值。陈虎根', '短评打分': 3}
{'短评内容': '虽然看了评价后，选择的是安静的一边的房间，但还是有不小的噪音，其他还好，确实离车站很近', '短评打分': 5}
{'短评内容': '离火车站挺近的离火车站挺近的离火车站挺近的离火车站挺近的', '短评打分': 5}
{'短评内容': '各方面都很不错很不错很不错很不错很不错很不错很不错', '短评打分': 5}
{'短评内容': '酒店服务不好!', '短评打分': 3}
{'短评内容': '整体条件还不错，住着比较舒服，而且性价比高.条件还算不错.', '短评打分': 5}
{'短评内容': '酒店的装修还行，地理位置上佳，离火车站就一个出租车起步价，到对面中央门汽车站步行3分钟即可，缺点是房间隔音非常差，隔壁房间电话振铃声，电视机的声音，声声入耳，北面房间下方正对着火车轨道，有时隔3-5分钟就能听到火车呼啸而过的轰鸣声， 晚上不怎么能睡好觉.', '短评打分': 5}
{'短评内容': '设施卫生还行，地理位置挺好找的，价格还是能接受。', '短评打分': 5}
{'短评内容': '价格贵  早餐不好吃  服务一般 ……………………', '短评打分': 1}
{'短评内容': '还可以，就是晚上有点吵，服务质量一般，房间有点味道，其他还不错，希望改经。', '短评打分': 5}
{'短评内容': '还不错啊，离火车站挺近的，住着也还好，我们住的三人间的', '短评打分': 5}
{'短评内容': '房间设施老,卫生一般,服务—般', '短评打分': 3}
{'短评内容': '总体来说都挺满意的，地理位置不错，价钱也很合适，床很舒服，呵呵', '短评打分': 5}
{'短评内容': '商务大床房，非常舒服，尤其是大床，整个陷下去了，好爽，设备也很新，不过酒店外观不怎么样，显的旧了点', '短评打分': 5}
{'短评内容': '这个酒店位置不错，总体一般吧，但是从价位上来说还过得去。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '住的很好', '短评打分': 5}
{'短评内容': '    入住的带电脑的单间，15层朝南，能看见玄武湖湖面。房间挺干净，外面有施工但住在十五层关上双层玻璃很难听见外面声音。服务挺满意，数字电视开始调不了台打了客服电话，服务员很快就上来弄好了。位置靠近中央门汽车站步行也就6分钟，早上不到7点打车到火车站也用了不到5分钟。热水供应正常。底下有肯德基和麦当劳，吃饭还能保证。\r\n    缺点是电脑主频挺高3.06G，内存小256兆，是一体机，开网页不能开', '短评打分': 5}
{'短评内容': '位置较好,离火车站、中央门汽车站较低近,交通方便，安静,舒适。', '短评打分': 5}
{'短评内容': '+硬件还行，住的还算舒服，总台服务态度也不错，就是退房太慢了', '短评打分': 5}
{'短评内容': '离火车站和长途汽车站近，交通比较方便，大堂装修可以，但房间装修还不行，例如门窗部分、卫生间等。\r\n', '短评打分': 5}
{'短评内容': '很不错，位置不错，隔音效果也不错，设施挺好的，推荐', '短评打分': 5}
{'短评内容': '酒店洗手台的下水管都漏水了，服务员都没发现，电视机也太旧了，可以换了', '短评打分': 1}
{'短评内容': '位置离汽车站很近。房间及走廊有异味，感觉不舒服，空调也有霉味。而且电视不好，网速还可以接受。比较安静。', '短评打分': 5}
{'短评内容': '总体来说还可以，但是早餐的质量实在是不怎么样，有待改进', '短评打分': 5}
{'短评内容': '平安到达入住良好谢谢', '短评打分': 5}
{'短评内容': '还不错，虽然贵了点，但是环境还好', '短评打分': 5}
{'短评内容': '很好，性价比很高。还会推荐给其他朋友\r\n', '短评打分': 5}
{'短评内容': '环境还好，就是住着不舒服，空调不好，声音太大，而且没效果，今天我想换个房间，不知是否可以', '短评打分': 5}
{'短评内容': '服务挺好的！', '短评打分': 5}
{'短评内容': '非常超值噢！', '短评打分': 5}
{'短评内容': '这个酒店邻居在装修，门口也有点破，设施旧，进商务房有较重的气味儿。', '短评打分': 1}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '新近装修，总体还是不错的，只是房间还是略微有些味道，可以推荐', '短评打分': 5}
{'短评内容': '酒店位置不错 ，靠近新的火车站， 帮同事预订的， 反馈的信息不错， 如果是到火车站附近的话， 这个酒店值得一住。 ', '短评打分': 5}
{'短评内容': '南京白宫大酒店太旧了,空调也不行,酒店服务人员素质教差,可能是上层管理不行', '短评打分': 5}
{'短评内容': '酒店旧了点，服务跟不上。', '短评打分': 5}
{'短评内容': '有点吵！', '短评打分': 1}
{'短评内容': '下了火车就可以看到很好找,空调只有三个档,而且很小,根本不管用.房间还算干净.', '短评打分': 1}
{'短评内容': '就算是特价房也不能偷工减料啊', '短评打分': 5}
{'短评内容': '连个网都没有 环境不怎么样 不配四星', '短评打分': 1}
{'短评内容': '不错！！！', '短评打分': 5}
{'短评内容': '5月21日住进去感觉上当，电视、电话、网络全部停用，只有电灯，汗！', '短评打分': 1}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '下次去南京，还住那里！', '短评打分': 5}
{'短评内容': '卫生状态不够好，且服务超差', '短评打分': 1}
{'短评内容': '正在装修,并且房间与房间之间隔间不好', '短评打分': 1}
{'短评内容': '位置好，价格将就，就是服务员态度不是很好，加上最近在施工，出入有点不方便。', '短评打分': 5}
{'短评内容': '还在装修比较乱，其他一般．', '短评打分': 3}
{'短评内容': '靠近长途汽车站和火车站，位置好，但还在装修显得比较乱．', '短评打分': 5}
{'短评内容': '价格有点贵', '短评打分': 5}
{'短评内容': '该酒店地理位置很好，交通也非常方便，环境舒适，唯一缺点就是现在正在进行大堂门面及外部装修，进出有点不方便，也影响卫生。', '短评打分': 5}
{'短评内容': '该酒店地理位置优越，距火车站较近，饭菜质量好，总台服务周到，楼层服务一般，感觉有点冷淡，应进一步提高楼层服务员的素质。住在宾馆的人停放车辆不应收费，酒店规定只免一次显得有些勉强。', '短评打分': 5}
{'短评内容': '去的时候正好在装修，很乱；房间也没有想象中的好', '短评打分': 3}
{'短评内容': '酒店正在申请评定为4星级酒店，一楼大堂正在装修，房间也重新做了油漆，我入住的10楼房间内还有油漆味！现阶段在没有装修好之前，我不会推荐给朋友！', '短评打分': 1}
{'短评内容': '地段好，离火车站和长途汽车站比较近，性价比较高，不过正在装修，底层脏、乱、差，听说劳动节后可以搞好。', '短评打分': 5}
{'短评内容': '酒店总体性价比还是不错的。就是因装修而显得环境很差，几乎找不到入口。 酒店在管理方面有很多值得改进的地方，比如，完全可以把入口通道1搞得像样一点。', '短评打分': 1}
{'短评内容': '  房间很宽敞，卫生很不错，感觉舒适，服务也很好。不足的地方一是中央空调效果不好，二是淋浴喷头不好调，而且不能冲洗。', '短评打分': 5}
{'短评内容': '施工期间环境真的很乱', '短评打分': 1}
{'短评内容': '比较差', '短评打分': 1}
{'短评内容': '早餐的种类可以再丰富点。', '短评打分': 5}
{'短评内容': '1、酒店在装修，很乱\r\n2、房间设施旧\r\n3、前台工作人员态度一般\r\n', '短评打分': 1}
{'短评内容': '位置还不错', '短评打分': 5}
{'短评内容': '整体来说都不错，就是餐饮差一些，卫生蛮干净的，服务也不错，酒店位置很方便，设施也很完善', '短评打分': 3}
{'短评内容': '这家酒店的外观看起来比较陈旧了但是里面的设施都比较不错,服务还行,位置还是比较好找的附近的交通还是比较拥挤的只能步行叫出租都不能叫,性价比还是比较不错的,下次去南京我还是会选择这家酒店的.', '短评打分': 3}
{'短评内容': '设施条件不好，正在改造，位置在铁道下面，比较吵，我原来预订了两天，只这一天就走了', '短评打分': 3}
{'短评内容': '旁边灰尘大的不得了～太脏了', '短评打分': 5}
{'短评内容': '位置离火车站比较近，就是去的时候门口在进行装修改造，噪音有些大，感觉其实还不错的', '短评打分': 5}
{'短评内容': '这家酒店当时门面在装修进去的感觉挺乱,房间的卫生和设施也很一般,位置还是比较好找的而且还是它的那个霓虹灯广告做的很好晚上找的话还是很好找的酒店离火车站和长途汽车站都挺近的,但是它的那个服务不是很到位,性价比还是比较一般.', '短评打分': 3}
{'短评内容': '性价比非常好!', '短评打分': 5}
{'短评内容': '酒店在装修,当时去的时候我们也不知道反正外部搞的好狼狈很乱,房间的卫生和设施也马马虎虎,价格和位置还是比较好的.挺一般的酒店.', '短评打分': 3}
{'短评内容': '整体感觉还好，卫生服务都很好，交通也很方便，性价比比较高的酒店。', '短评打分': 3}
{'短评内容': '酒店前台人服务真不好，问她去玄武湖怎么走，她就是就是前面，再问前面哪里啊，她说火车站对面，我们都是过去出差，谁知道火车站哪里，我就说我只看到客运站，没有看到火车站，她就说，在客运站旁边，我就问，那是不是玄武湖在客运站对面，她很不耐烦的说，是啊是啊。后来才发现根本不是，火车站离客运站很远，要去玄武湖起码坐公交车要3站路。一大早，被服务员骗，真是不舒服啊。太恶劣了。那个染了颜色，烫了点小卷，短头发女人', '短评打分': 1}
{'短评内容': '位置非常不错，酒店在装修，所以不是很方便，服务员态度比较好，性价比也不错，可惜的是当天天气有点热，酒店的中央空调没开。', '短评打分': 5}
{'短评内容': '房间挺干净，服务也不错，就是设施一般，餐厅餐饮方面种类太少，太单调，性价比一般 ', '短评打分': 3}
{'短评内容': '酒店的住宿条件挺好的，早餐提供的也比较丰富，个方便条件都很好。非常值得推荐的一家酒店，很满意！\r\n\r\n', '短评打分': 5}
{'短评内容': '酒店的住宿条件挺好的，早餐提供的也比较丰富，个方便条件都很好。吧台小姐服务态度也很好，非常值得推荐的一家酒店，很满意！', '短评打分': 3}
{'短评内容': '我去的时候酒店周边正在修路,出行不是很方便,酒店里边的环境还是不错的,卫生打扫的蛮干净的,整体感觉性价比还是不错的.', '短评打分': 3}
{'短评内容': '我晚上才到的酒店，到了前台接待的只有两个人办理入住手续的速度有些慢，酒店在车站旁边交通方便。但是酒店的外部在装修，很乱。', '短评打分': 3}
{'短评内容': '且不说酒店正在装修，弄得几乎没办法进去，门口还没有服务员指引和帮着搬行李。前台服务员完全一副欠她钱的感觉，早餐卷订房的时候就是两张，结果死活不给第二张，说必须第二个人拿不同的身份证登记后才能给第二张。要投诉，结果当班大堂副理居然不在，找不到人----所谓的看见玄武湖的景观房，也纯粹是胡人，玻璃上还厚厚的灰尘，房间倒是不小，不过设施陈旧，几乎没有服务。入住后就后悔了，住哪里不好啊，所以个人极力不推荐', '短评打分': 1}
{'短评内容': '最近在装修,要提着行李自己到2楼,实在有点累,都没人帮忙\r\n唯一的好处是离火车站比较的近,不然肯定不考虑住', '短评打分': 5}
{'短评内容': '选的不靠铁路的一面，感觉隔音其实很不错的，东西没什么不好，住得也蛮舒服。就是我住在20层，热水开了一小时都还没有热起来。如果不是服务态度太差的话，我觉得我还会去住的。前台的那脸不用说了，家里有事生气别给臭脸我看啊，客房中心更是搞笑，和他说没热水，居然就说声“等一下”就挂掉了。连句不好意思都没有。\r\n从头到尾我都没有和服务员多一句交流，这种态度也没什么好交流的。所以不要以为我有和她们吵过架，没有。', '短评打分': 1}
{'短评内容': '服务态度好，有点火车声音', '短评打分': 5}
{'短评内容': '这家酒店房间的设施还比较齐全,卫生服务方面也都可以,以后家人朋友来这边的话,也会推荐给他们.', '短评打分': 3}
{'短评内容': '酒店比较老了，所以设施方面旧一点，不过环境还可以，服务也还不错，而且他这个位置，交通也挺方便的，我觉得还不错。', '短评打分': 3}
{'短评内容': '各方面条件环境都挺好的,交通也很方便；就是卫生做的不太彻底；窗户特别的脏；好像很久都没擦过似的；', '短评打分': 5}
{'短评内容': '白宫酒店的环境挺好的，酒店的服务也不错，房间清洁的干净，设施摆放整齐，位置也挺好的，比较方便。', '短评打分': 5}
{'短评内容': '坐长途车，购物都很方便', '短评打分': 5}
{'短评内容': '当时去的时候正好赶上酒店装修,所以环境稍微有点乱,地理位置离车站有点远,其他方面都还可以吧,不过周围可以选择的酒店挺多的,所以建议多比较.', '短评打分': 1}
{'短评内容': '酒店的服务一般，住的的条件也很一般', '短评打分': 1}
{'短评内容': '位置很方便,酒店里面的环境也不错,设施也比较全,物有所值', '短评打分': 5}
{'短评内容': '感觉还可以,卫生和设施都不错,就是当时住的是靠火车道的房间,有些吵', '短评打分': 5}
{'短评内容': '价格合适，服务和卫生条件也不错，整体感觉不错', '短评打分': 5}
{'短评内容': '最近附近有装修，灰尘很大，房间内都有灰尘，且房间隔音太差，两间相连房就象在一间，隔壁的讲话呼吸都听得一清二楚。', '短评打分': 5}
{'短评内容': '酒店设施比较老旧,晚上老有小姐的骚扰电话很讨厌休息不好,电梯太慢,位置还可以离火车站很近,其它感觉一般不会给朋友推荐这家酒店.', '短评打分': 1}
{'短评内容': '住了一晚，感觉还不错，酒店在汽车站附近的，环境不吵，还比较舒适，出行也很方便', '短评打分': 5}
{'短评内容': '酒店是老酒店了，设施有点陈旧了，价格还是比较的优惠，地理位置也便利', '短评打分': 5}
{'短评内容': '酒店正在装修,房间环境一般,早上比较吵,本来定了两天,但是这样只住了一天就退房了.', '短评打分': 1}
{'短评内容': '酒店的网络太差了,总是掉线,当时去的时候酒店周围装修,把酒店给遮住了,所以找了很久,不过对酒店还是挺满意的', '短评打分': 5}
{'短评内容': '酒店的服务不太好，不是很热情，环境还可以，酒店离市中心比较远，交通也不方便，如果是在周围办事的话也可以参考一下这个酒店', '短评打分': 5}
{'短评内容': '離火車站800米,晚上火車窗外過', '短评打分': 1}
{'短评内容': '感觉价格偏贵了些，其他还挺不错的，服务、环境也很好', '短评打分': 5}
{'短评内容': '酒店靠近长途汽车站，交通很方便，而且价格也不高', '短评打分': 5}
{'短评内容': '酒店位于市中心,交通很便利,而且周围环境比较安静,价格很便宜', '短评打分': 5}
{'短评内容': '酒店位于火车站附近,出行非常方便,环境设施都还不错.', '短评打分': 5}
{'短评内容': '酒店的服务卫生还是可以的，位置也不错购物交通挺方便的，价格稍微偏高些了。', '短评打分': 5}
{'短评内容': '环境不错，服务也周到', '短评打分': 5}
{'短评内容': '酒店还不错，可能是才装修过，东西比较新，就是离海边远了点，大概有20多公里，适合商务', '短评打分': 5}
{'短评内容': '虽设施较简陋，但位置很不错，服务态度好，总体上性价比好。', '短评打分': 3}
{'短评内容': '不知道是什么酒店，管理很差很差，在酒店买飞机票还要另外收30元，这不是硬抢吗？下次再也不去了。大家一定要注意哟', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;还行，环境，服务都不错，在员工的服务态度上加强一些就更好了．那就是真正的四星级酒店了．&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt; 第一次到南京,经人介绍入住这家酒店,总体感觉不错,大堂比较宽敞特别是总台的一位李小姐给我留下了深刻印象.因为是第一次来宁所以想多玩玩并带点特产回去.该服务员不厌其烦地介绍哪里有小吃,购物中心在哪, 如何乘车等非常热情.&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt; 房间比较干净,交通也比较方便.下次来宁还住这家酒', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;听说白宫装修的比较雅.感觉比较干净.免费宽带上网省钱噢.电视频道多,电视机再大一点就更好了.服务也不错.离火车站和汽车站比较近:方便.&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '现在硬件是比以前好多了，但是，可惜啊，人员的素质有待提高！！新装修的，味道比较大，但是，非常气人，中央空调不开，房间空气不好！我要求开，服务员说，电工师傅们下班了！！！岂有此理！', '短评打分': 3}
