{'descr': '，挺好，就是正在装修，有点乱。', 'star': 3}
{'descr': '已经入住，谢', 'star': 3}
{'descr': '还不错，前台服务也很好。环境还好，就是隔音不太好。以后还会来。', 'star': 5}
{'descr': '环境不错，就是大床没有窗户。 酒店的早餐也很丰盛。 ', 'star': 5}
{'descr': '不错  早餐挺好  环境也舒适  总体比较好', 'star': 5}
{'descr': '还不错吧，早餐一般，希望如家能改进早餐，房间挺小的，只能放下一把椅子，吃饭很不方便，但是服务不错， 北京的服务态度真的很好，需要什么都可以满足。', 'star': 5}
{'descr': '还不错，就是没窗户的房间一睡就睡到11点了，起不来床啊啊啊啊啊 ', 'star': 5}
{'descr': '不错，很干净，周围也比较清静，只是在梅雨季节一楼有点潮湿。', 'star': 5}
{'descr': '很一般，没有以前住过得如家好，装修都很差～失望', 'star': 3}
{'descr': '还不错,很干净', 'star': 3}
{'descr': '环境卫生都还不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '不错。。挺温馨的。', 'star': 3}
{'descr': '还不错，价格公道，环境好。', 'star': 3}
{'descr': '很不错，房间干净，交通便利，出差旅游选择的最佳栖息之所。', 'star': 5}
{'descr': '交通比较便利，出门有公交车也可以打车；房间虽然小，但是很干净，家具和生活用品一应俱全！', 'star': 5}
{'descr': '不错，设施齐全，房间内家居用品也都很干净。', 'star': 5}
{'descr': '一般吧，一层房间有点霉味。服务相当不错。也挺干净。', 'star': 5}
{'descr': '经济实惠，下次还住那里。周围吃饭购物特别方便', 'star': 5}
{'descr': '很实惠！', 'star': 3}
{'descr': '价格优惠，，，，，，，，，，，，，，，，，，，，，，，，，，，', 'star': 5}
{'descr': '很不错，就是屋里有点潮', 'star': 3}
{'descr': '各方面都挺好，服务好，地理位置好，如果早餐免费就更好了', 'star': 5}
{'descr': '如家单纯、实惠，很方便。餐饮供应可以进一步改进。', 'star': 3}
{'descr': '服务周到，附近公交也很方便，就是地铁离的有点远。旁边有烧烤饭店，也很实惠。屋内设施齐全，就是刚开始找房间容易找不到', 'star': 5}
{'descr': '酒店在北京算性价比不错的酒店。', 'star': 3}
{'descr': ' 交通还算便利 环境还算安静', 'star': 3}
{'descr': '房间干净整洁，大小适中。交通也便利，就是受不了那种小卡片的到处发放。遇到过的人会懂的。我是一女生，所以特看不惯。', 'star': 5}
{'descr': ' 服务不错，房间较好', 'star': 3}
{'descr': '酒店位置不错，价格适中，服务质量很好。最后一天出了没有热水的小插曲，但酒店及时给予调换房间，还不错。下次来还得选这家。', 'star': 5}
{'descr': '很不错，二环边上很方便，靠近国贸，靠近天安门\n', 'star': 5}
{'descr': '室内的空间布局还是不错的，显得宽敞，环境也还可以，干净整洁，美中不足的是没有窗户，显得闷，空气质量较差，必须开空调', 'star': 5}
{'descr': '离我去的地方很近，房间很干净，下次还会去的', 'star': 5}
{'descr': '如家我是第一次入住，这个分店的客房位置不错，不临街，还蛮安静，卫生也还行，就是隔音效果不太好，隔壁说话都能听到。', 'star': 5}
{'descr': '还不错  因为只在北京呆一个晚上，服务员态度 很不错', 'star': 5}
{'descr': '其他都不错、就是隔音太差了、我住的还是标准间……', 'star': 5}
{'descr': '不错！房间挺干净，不过特价房都在一层，通风不好！不过想想就这个价格真的很值了!', 'star': 5}
{'descr': '房间太小', 'star': 3}
{'descr': '蛮不错的 很干净，服务很好...............', 'star': 5}
{'descr': '蛮不错的 很干净，服务很好....................', 'star': 5}
{'descr': '蛮不错的 很干净，服务很好.。。。。。。。。。。。。', 'star': 5}
{'descr': '房间很干净，内容很好，卫生，交通方便，服务态度很好啊', 'star': 5}
{'descr': '酒店隔音太差。', 'star': 3}
{'descr': '很破的酒店，没隔音，晚上被吵醒好几次，以后不会住了。', 'star': 1}
{'descr': '酒店条件简陋，一点不隔音，服务态度尚可。交通不算方便，距离地铁口较远，大概两站地远。', 'star': 1}
{'descr': '服务员态度一般', 'star': 3}
{'descr': '位置不错，靠近10号地铁站，房间也挺好，就是隔音效果一般', 'star': 5}
{'descr': '距离地铁站相对较远，步行大约15分钟。不过搭公交比较方便，门口就是公交站。优惠大床房的房间比预想中的要小，但就一个人住而言，还是比较适合的。供暖十足，冬天去在房内穿短袖也绝对OK。有早餐供应也很好，起码能吃饱。隔音需要完善，不过假如你是淡季去的话，其实问题也不是那么大，起码本人一睡能到天亮。', 'star': 5}
{'descr': '很安静的酒店，出行也方便，银行、超市周边都有。', 'star': 5}
{'descr': '不错，干净 。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '价格还是很实惠，周围吃饭购物也很便利', 'star': 3}
{'descr': '蛮不错的，就是早上有点吵，都跑去上班了', 'star': 3}
{'descr': '一楼卫生间下水道味道比较重，隔音效果稍微差了点', 'star': 5}
{'descr': '房间很大，涩北很充足，地处繁华，商店众多，交通便利、周围环境却比较安静。', 'star': 5}
{'descr': '房间在1楼，晚上来来回回的脚步很吵，屋里有股味道，很小。', 'star': 5}
{'descr': '已入住，还不错，请帮忙确认啊！', 'star': 3}
{'descr': '一如既往的不错 就是有些客人有点吵', 'star': 3}
{'descr': '服务很好，卫生很好，就是隔音不好，走道上來往往都听得一清二楚', 'star': 3}
{'descr': '房间条件较好,性价比较高,很好！', 'star': 3}
{'descr': '房间很整洁,住宿条件尚好,交通方便。', 'star': 3}
{'descr': '房间干净整洁，性价比很高。', 'star': 3}
{'descr': '不错，卫生，交通便利，还好啦。。。就是住宿的第三天，客服打电话来说要我更换房间，我说我预定了三天的，客服态度不是很好，希望有所改进', 'star': 5}
{'descr': '很干净，暖和，交通方便，唯一缺点就是不隔音', 'star': 5}
{'descr': '还行，比较干净,就是没地方停车，还得另外付费停到一家医院的停车场里。', 'star': 5}
{'descr': '回头客了，还不错', 'star': 3}
{'descr': '住的特惠大床房，房间倒是很大，就是不隔音。', 'star': 5}
{'descr': '一如既往的好，服务员很热情，早餐也不错哦', 'star': 5}
{'descr': '这个价位真的是很超值，下周过来还住那里。', 'star': 3}
{'descr': '舒适，性价比高，就是隔音效果太差，会有干扰。', 'star': 5}
{'descr': '  还行吧   就是酒店大门太小', 'star': 3}
{'descr': '会向朋友推荐这家酒店，环境、卫生都不错，性价比高，挺好的。', 'star': 5}
{'descr': '很不错哦，值得住。干净卫生，我下次还会来的哦，笑嘻嘻笑嘻嘻', 'star': 5}
{'descr': '如家的隔音确实差，隔壁说话声，走廊脚步声，声声入耳，看来这样价位的经济酒店只能凑合住，不适合节日旅游休闲住，睡不好，第二天也玩不好！', 'star': 1}
{'descr': '性价比很高，周围有购物中心影院酒吧。。。', 'star': 5}
{'descr': '酒店面积不大\n但设施基本齐全\n唯一遗憾的就是没有无线上网\n入住时最好自备笔记本\n晚上睡觉很安静\n', 'star': 5}
{'descr': '性价比高.经济实惠.只是房间有点小.但瞒干净.', 'star': 5}
{'descr': '位置比较理想，交通方便。房间数量较多，但上楼麻烦一些，比较绕。', 'star': 5}
{'descr': '还是和以前一样出了房间里有一点点异味', 'star': 3}
{'descr': '还不错，地理位置好', 'star': 3}
{'descr': '房间还是不错的嘛~~赞一个~周边交通比较便利~', 'star': 5}
{'descr': '服务很好，隔音方面有待加强（我是为了考试而住店的，这个最重要啊）。虽说隔音方面是经济型酒店的通病，但是既然是通病，稍稍注意一下就出类拔萃了呵呵。\n另外，我住的房间水槽的塞子怎么打不开的。。。', 'star': 5}
{'descr': '酒店干净，卫生环境很好，服务态度很不错哦', 'star': 5}
{'descr': '挺好的，在乌鹊桥路和竹辉交叉口…相对安静，房间没有锦江大但也不错…', 'star': 3}
{'descr': '整体环境还不错，迷你，温馨，整洁，就是隔音效果差。如果入住单人间只提供一套洗漱用品', 'star': 3}
{'descr': '挺干净 挺好的 感觉性价比很高', 'star': 3}
{'descr': '还好吧，简简单单，没有惊喜也没有失望 ！总台的工作人员态度不错，比我以前住的168的好多了。', 'star': 5}
{'descr': '房间整洁，服务态度良好，性价比相当高。就是房间的隔音效果太差，说话声音较大隔壁吵到隔壁房间。', 'star': 5}
{'descr': '太吵了,第一间在电梯旁...换了间早晨就有装修的动静...', 'star': 5}
{'descr': '本店地理位置很好，步行3分钟左右就到了十全街，酒吧街。夜生活很丰富。服务很好，房间空间很大', 'star': 5}
{'descr': '第二次入住了，感觉还不错。服务，卫生都挺好，下次还会入住。苏州打车太难了。。。。', 'star': 3}
{'descr': '总的来说还行 隔音差点 隔壁的动静大 影响休息', 'star': 5}
{'descr': '环境不错，隔音效果再好点就好了', 'star': 3}
{'descr': '住了几次了  这次终于肯安排二楼了  每次都跟我说特价房只在一楼  可是介绍的时候明明是1--2楼   但是环境设备还是不错的  ', 'star': 5}
{'descr': '房间比较小，给人严重的局促感。没有停车位，而且靠近主路，若不是我的车没有挂牌，根本不敢停的。酒店的通道很诡异，要先从楼梯上到二层，然后走很远才能到电梯，上其他楼层。唯一的一点好处是隔壁就是崇文门菜市场，还有一家饭馆早晨卖现做早餐（有豆浆油条神马的），买买吃的还是方便的。', 'star': 1}
{'descr': '如家总是让人失望，屋子小的可怜，价位又不便宜，粉色的被子，让我很是不舒服，以后会选择周围的，应该不会选择这家', 'star': 1}
{'descr': '服务和设施都不错错，就是有点吵！', 'star': 3}
{'descr': '信价比一般', 'star': 3}
{'descr': '我入住的是特惠价大床房，网上预订比门店直接入住价便宜10元，该分店有几十个房间，服务较好，房间比较干净，只是沐浴间小了点，洗澡时不太方便。', 'star': 5}
{'descr': '隔音差', 'star': 3}
{'descr': '还不错！！设施还可以，因为是去北京去办事，感觉住到这里，交通很方便，离同学家也挺近的，下次有可能还会预订！！', 'star': 5}
{'descr': '不错,就是早上吵了点,内部布局需要时间适应.', 'star': 5}
{'descr': '总体还不错，对得起这价格，有的屋中央空调，有的壁挂。进入有迷宫的感觉哈哈', 'star': 3}
{'descr': '服务很好。房间干净。就是稍微有点不隔音。总体来说。很满意！', 'star': 5}
{'descr': '卫生不好，床单几天才一换，\n里面设备有点陈旧，没有更换\n客服还行。', 'star': 1}
{'descr': '一般吧 有点不太干净 其他还凑合 我们那被子 掀开发现有污点的  空调也是坏的 郁闷啊', 'star': 5}
{'descr': '情急这下订了这个酒店，还不赖。酒店位置不错，出行也方便。', 'star': 5}
{'descr': '客房还不错的，就是有点想迷宫，哈哈，刚入住的时候一下子还绕不出来。', 'star': 5}
{'descr': '挺好的 就是酒店窗户有点儿吓人 外面是竹子 灯坏了 太黑了\n电梯也不太好用  剩下都挺好', 'star': 5}
{'descr': '环境不错，态度很好', 'star': 3}
{'descr': '环境不错  很喜欢  服务也很周到哦  以后有会还会去哒', 'star': 5}
{'descr': '服务到位、挺好！给力', 'star': 3}
{'descr': '位置不错，服务挺好', 'star': 3}
{'descr': '有一位前台女的服务还真是差，从不正眼看人，语气差。之前电话致店问公交路线，描述不清（线路站数）害我们坐错车耽误了好久时间，到店后好言好语跟她说话不晓得是不是没领到工资怎么那样的态度，同时她还和别的客人发生争执，态度恶劣无法形容。\n房间比较干净，较小，性价比低，晚上8点就没有服务了，想要个干净拖鞋说什么阿姨下班都没人拿，我们就住2楼，借了吹风机结果不给拿拖鞋... 237一晚，离车站很远，有点不值，', 'star': 1}
{'descr': '一如如家一贯的风格，干净温馨，到各个景区都比较方便。是个不错的选择。', 'star': 3}
{'descr': '位置比较好，离十全街很近，价格合适。\n但是酒店里的毛巾等不适很干净', 'star': 1}
{'descr': '很好，很热情，挺舒适。下次还住这儿，地理位置不错。', 'star': 5}
{'descr': '环境不错，房间虽小，但布置得很温馨。干净。。。服务也很不错', 'star': 5}
{'descr': '地点在3环之内，交通还是蛮方便的，门口有公交车可以坐到王府井、天安门广场、地铁站，经济实惠，选择自由行的驴友可以考虑一下的。早上出门酒店隔壁就有餐厅，早餐实惠好吃，特别是炸油饼，味道和上海的油条很相似，不过，油很干净，没有上海油条的那种明矾的味道，很好吃，我天天早上都要吃一个。', 'star': 5}
{'descr': '服务不错，房间干净！热水水量也很大！房间隔音效果一般！早上有早餐吃！不错~', 'star': 5}
{'descr': '我已入住', 'star': 3}
{'descr': '电视信号间断', 'star': 3}
{'descr': '很不错, 非常干净, 洗澡水的水流也很大', 'star': 5}
{'descr': '总体还不错，就是隔音效果不太好，楼道客人说话有点吵，但是服务很周到。', 'star': 5}
{'descr': '这个如家还不错，挺干净，幽静！可以考虑下次入住！', 'star': 3}
{'descr': '今入住苏州如家竹辉店，房间挺好而温馨。感觉待续！', 'star': 3}
{'descr': '位置很好，十全街附近，也很安静。但是房间内毛巾浴巾看起来不干净，很旧。', 'star': 5}
{'descr': '房间还可以而且离我去的地方很近，下次还会去住', 'star': 5}
{'descr': '广渠路上，公交地铁还算方便\n和周边的快捷酒店比起来价格也不错，相对便宜\n如家一贯的风格，简介舒适，很喜欢，以后还会来住', 'star': 5}
{'descr': '地理位置好，晚上散步时周边风景优美，只是房间有点吵。', 'star': 5}
{'descr': '比较中意的一家快捷酒店，希望设施有点改善，可以吸引更多的顾客', 'star': 5}
{'descr': '总的来说条件不是很好，不建议住宿。总的来说条件不是很好，不建议住宿。总的来说条件不是很好，不建议住宿。总的来说条件不是很好，不建议住宿总的来说条件不是很好，不建议住宿.总的来说条件不是很好，不建议住宿.总的来说条件不是很好，不建议住宿.总的来说条件不是很好，不建议住宿.', 'star': 1}
{'descr': '浴室下水有点问题，其他都不错，试了下网速，只能说一般，到了晚上速度就可以了，浏览网页的话没什么问题。', 'star': 5}
{'descr': '卫生状况很好，也很整洁，各方面都不错。', 'star': 3}
{'descr': '虽说在北京246元住一晚不能算贵（大床带窗），但是还是不得不说下不满，第一就是离地铁站太远，走20分钟才能到，要是带太多行李真的不是很方便。第二床垫简直不能睡，弹簧都呼之欲出了，还好被子够大，一半裹在下面，要不就得练就金刚不坏之身才行。第三洗手间味道还是听大的，开了排气后好一点。', 'star': 1}
{'descr': '标准间房间干净，性价比高，值得推荐，入住中发现2个遗憾的地方：1、卫生间及浴室地漏不通畅，必须将地漏面板拿掉才行，浴室积水；2、标准间没有配“电吹风”，男士到还可以凑合，女士头发较长的就必须等着晾干了', 'star': 1}
{'descr': '还行吧 之前住过,比较可以的!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '我入住了，这里环境还不错', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': '房间有点小，价格比较低，床单也还算干净吧，交通方便，靠近地铁，走大概15分钟，整体算不错的，北京如家最便宜的了', 'star': 5}
{'descr': '安预定提前来信息提醒 服务到位 很满意 谢谢', 'star': 3}
{'descr': '广渠门如家二店服务热情，很好，离地铁4号线双井桥站大约2站的距离，有空调.电视.浴室，蛮干净的，住特惠房实惠，除了没窗户其他都好。', 'star': 5}
{'descr': '广渠门如家二店服务热情，就是旧了一点，还算不错，180双床房，物有所值，离朝阳区双井很近，离火车站也很近，早餐15元，吃的很好', 'star': 5}
{'descr': '不错的地方，来过几次了，以后还会常来，对登记的工作很负责，这点很重要，提高了住客住宿的安全性，周围购物的地方也很近', 'star': 5}
{'descr': '特意打电话咨询想要的房间窗户冲外面，定的是商务大床房，结果到那发现是窗户冲外没错，不过窗户外面还有个玻璃！！晕！和走廊的窗户没却别！', 'star': 1}
{'descr': '地理位置还算可以，离地铁4号线双井桥站大约2站的距离，酒店设施一般，房间较小，一楼到二楼没有电梯哦。服务还行', 'star': 5}
{'descr': '很好啊，服务态度也好，离火车站也近，打车起步价', 'star': 5}
{'descr': ' 不错啊，有空调.电视.浴室，蛮干净的，一出门就有人会打扫，不像以前看的评论噪音很大大到睡不着之类的，就是电脑只有大厅里有，最好多配几个。下回还回去，价格蛮合适的', 'star': 5}
{'descr': '特价房的价格很优惠，环境也不错，内部设施还是很齐备的，很不错', 'star': 5}
{'descr': '酒店似乎是刚刚装修好，环境一般，比较闷热，没有停车位。房间的床也不舒服，比别的如家差。', 'star': 1}
{'descr': '酒店位置不错，服务也挺好，周围及店内环境然给人感觉确实有如归家的感觉。', 'star': 5}
{'descr': '整体不错，服务也挺好，就是房间隔音效果不太好', 'star': 5}
{'descr': '位置不错，整体环境也不错，卫生很好，就是那个啥，墙能不能砌厚点，隔音不好', 'star': 5}
{'descr': '除了隔音效果不行，其他硬件不错，价格也适中。。。', 'star': 5}
{'descr': '总体不错，服务质量挺好，但是室内通风有点不好，感觉有点闷', 'star': 5}
{'descr': '总的来说，价位适中，卫生环境不错，就是隔音效果不是太好', 'star': 5}
{'descr': '办个一卡通，交通还是算比较方便的，\n离广渠门桥很近。\n离地铁站2个公交车站的距离。\n服务人员很细心。\n价钱也实惠。', 'star': 5}
{'descr': 'Good but still need to improve the decoration!', 'star': 5}
{'descr': ' 凑合能住', 'star': 3}
{'descr': '就在广渠门桥边上。停车不太方便。其他还好。', 'star': 5}
{'descr': '服务不错！隔音效果确实不是很好！但服务真的很好，总体来说是不错的！', 'star': 5}
{'descr': '住房条件还不错。', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '离北京站很近，比较方便。隔音差一些，希望改善', 'star': 5}
{'descr': '一般', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '还可以 比较安静 不是靠路边的 就是电视坏了比较郁闷。。。。。', 'star': 5}
{'descr': '还可以', 'star': 3}
{'descr': '很不错，虽然房间很小，但是感觉确实很方便，该有的都有，设计比较巧妙', 'star': 5}
{'descr': '服务真的很一般，进来房间一股味道，卫生间手纸没了，洗澡时发现淋浴器的喷头从墙上松动掉下来，躲得快，险些砸伤。', 'star': 1}
{'descr': '酒店位置比较方便就在广渠门立交桥东北角，房间比较舒适。隔音很差，因为有玻璃幕墙的原因通风效果较差。', 'star': 5}
{'descr': '特惠大床房床有点硬，另外无窗的感觉有点闷热，而且隔音效果不是特别好，大早上楼道里跟炸了锅一样！没睡好！', 'star': 3}
{'descr': '大体环境还可以,就是装修味有点重', 'star': 3}
{'descr': '房间特别小，设备极其陈旧，隔音极差，隔壁干什么都能听的清清楚楚\n', 'star': 1}
{'descr': '酒店很温馨，床单很干净，环境很优雅，服务态度好。', 'star': 5}
{'descr': '经济实惠，但酒店很多用具都比较旧了，隔音不太好，差旅目的随便暂住还算过得去。', 'star': 3}
{'descr': '交通方便!距離酒巴街很近,飲食和購物算是便利!', 'star': 5}
{'descr': '很干净的酒店，位置也不错，走路到沧浪亭和孔庙不过几分钟。', 'star': 5}
{'descr': '如家，无所谓的好与坏，只是为了办事方便才住', 'star': 5}
{'descr': '如家是一贯的，无所谓特别好，离办事位置方便', 'star': 5}
{'descr': '这是我全国住过最破的如家,基本上和地下室的小旅店差不多,从来没想过如家会有这么个水平.', 'star': 1}
{'descr': '酒店在市中心，比较干净，但是酒店的拖鞋有很浓的化学品的味道，希望酒店能为客人的健康着想，提供好一些的拖鞋。', 'star': 1}
{'descr': '不错~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '值得推荐，一直都很满意。房间也很大，空调也很好。', 'star': 5}
{'descr': ',房间干净清洁卫生，装饰温馨，给人犹如家的感觉！淋浴喷头出的水舒服', 'star': 3}
{'descr': '房间虽然小一点，但是干净，热水出水很快，空调也很暖，房间里灯光也足。', 'star': 5}
{'descr': '除了没窗子有点闷之外，别的都很好，对得起这个价钱', 'star': 3}
{'descr': '房间不错，卫生、舒适，特别是前台接待很温馨。值得推荐，下次还会入住', 'star': 5}
{'descr': '环境不错，很干净，就是房间有点小', 'star': 3}
{'descr': '方便，主要附加还有个早点小店，实惠干净。力推菜饭。\n还是要评价下这个酒店的水，够大的。舒服', 'star': 5}
{'descr': '市区地段，交通方便，但是早餐食品卫生 要注意，客人离店不久就开始拉肚子~~~~~~囧', 'star': 5}
{'descr': '很好，很温馨，被子是粉红的，很有家的感觉。呵呵。服务也很好。', 'star': 5}
{'descr': ' 热水供应很好,设施都不错,还有书桌,真的有小家的感觉。床很软,喜欢被子的颜色!', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '除了隔音 什么都好\n那隔音不是能比的\n隔壁拉SHI 放P 干什么都能听的清清楚楚\n人家夫妻晚上的聊天 一字不落进耳朵里了', 'star': 1}
{'descr': '工作人员太没有责任感，前台登记完后当时没有返我证件，他发现后又不主动送回房间，早上结帐时又没有返给我，我离开后又不想办法联系我，等我晚上到机场后才发现证件没了,差一点害我上不了飞机。而且房间很冷。', 'star': 1}
{'descr': '入住的特价商务大床房，性价比不错，环境卫生较好，比较安静。', 'star': 5}
{'descr': '地理位置还算方便\u3000酒店的早餐也不错\u3000如果想省钱\u3000门口也有早点。房间稍微有点旧', 'star': 5}
{'descr': '价格比较实惠。位置也比较不错，离地铁较近。出外方便。', 'star': 5}
{'descr': '房间很小除了床没有别的东西了，饮用水有一股味道，房间内没有吹风机，其他都还可以', 'star': 5}
{'descr': '现在的如家比不过从前了，乱，没有安全感。有损于自身的品牌。', 'star': 1}
{'descr': '还可以，就是房间不好找，隔音不是很好', 'star': 3}
{'descr': '离最近的地铁站坐公交两站 订的是特价大床房 超小 关键是 地毯脏到你不能想象 一进卫生间 小强就在向我们问好了……  ', 'star': 1}
{'descr': '房间特别小，设备陈旧，好多东西都是坏的，服务员服务态度还不好', 'star': 3}
{'descr': '离朋友家非常近    如家的服务态度一向很好  性价比高！', 'star': 5}
{'descr': '很不错的一家店，交通还算便利旁边就是广渠门桥，住特惠房实惠也干净除了没窗户其他还好，服务业还好', 'star': 5}
{'descr': '酒店设施陈旧，服务态度不好，不过地点很好，离火车站近，很方便！', 'star': 1}
{'descr': '离地铁站确实有点小远，需要坐两站的公交车，不过交通确实挺方便的。', 'star': 5}
{'descr': '+酒店硬件一般，服务还好', 'star': 5}
{'descr': '我们定的是无窗大床房，整体来说在北京性价比还不错，但空间比较小，透气性不好，隔音效果比较差，当晚被一帮疯狂的年轻人潮的不行', 'star': 5}
{'descr': '总体感觉很好，就是发票让人不爽，发票的题头写的是烤鸭店。尽管写明是住宿费，还是觉得是虚假发票。\r\n前台的答复是：他们就是烤鸭集团下属的企业，所以发票只能这样。\r\n', 'star': 5}
{'descr': '感觉还可以，来的比较匆忙，住这还行，离地铁站也挺近的，方便', 'star': 5}
{'descr': '标准间房间不大，但床垫很厚很舒服，价格不贵。建议房价包含早餐！', 'star': 5}
{'descr': '其他都好，就是太吵', 'star': 5}
{'descr': '不错 环境很好', 'star': 3}
{'descr': '离地铁站有一点点远，不过很不错，性价比高', 'star': 5}
{'descr': '提行李上楼不方便，电梯位置不好', 'star': 5}
{'descr': '价格比较便宜，只是房间的隔音实在是不敢恭维，尤其是剧烈运动的声音，房间比较小，住的是大床房没有窗户，比较对得起这个价格', 'star': 3}
{'descr': '门市价169   网上161  便宜8块钱  网线是坏的  叫前台换 也没音讯 后来也就算了 没上网 其他还过得去 ', 'star': 1}
{'descr': '卫生条件还不错 就是周边吃的东西太少了 ', 'star': 5}
{'descr': '也许是因为装修，网上有点吵', 'star': 5}
{'descr': '地理位置还可以，距离地铁站不是很远，入住的是特价房，没有窗户，房间还是很干净，可是墙壁实在是太...，隔壁的各种声音都很清楚，尤其是半夜的时候xoxoxo，多亏订的比较早，晚了还真没地方。', 'star': 3}
{'descr': '酒店还不错 ，就是房间无窗，空气不大好。', 'star': 5}
{'descr': '价格还是太贵', 'star': 5}
{'descr': '基本上就是前面的用户提到的问题：隔音效果不好，这个倒不是很影响，因为我睡得还蛮好。但是床的问题，就的确是有一点痛苦，感觉真的是好薄的一层下面就直接是钢丝了……位置离我的目的地很方便，下楼可以直接坐公交，所以顶一个。总的来说在北京应该算性价比不错了。', 'star': 5}
{'descr': '地理位置很不错。乘坐公交车、出租车很方便。\r\n酒店卫生也可以。\r\n房间环境不错。唯独就是带窗户的房间有些少。隔音效果一般。\r\n性价比还可以。 ', 'star': 5}
{'descr': '隔音不行，我住的是无窗户的特惠房，全是墙按理说隔音应该好，却连隔壁说话都能听见。其他的还过得去了，位置也算可以，闹中取静。主要是性价比高。', 'star': 5}
{'descr': '离地铁不算太远，但周边没有什么吃饭的地方，房间比较小，性价比还可以，房间隔板比较薄，什么声音都可以听到', 'star': 5}
{'descr': '位置特别好，交通方便，性价比较高。', 'star': 3}
{'descr': '不错 住的很舒心~', 'star': 5}
{'descr': '住的无窗的大床房，床垫很差，里边的弹簧太硬了，一根一根的，床垫上只有一层部，趟着的时候都觉得扎的晃，只能把被子垫在下边裹着身体凑合睡了一晚上。第二天匆匆离店换了个地方。本来预定了两天，但是床实在是叫人受不了。电视不清楚。卫生马马虎虎，房间里有味道，卫生间有蟑螂。淋浴间也太小了点。毛巾、浴巾很干净，房间里镜子很多，很方便。离火车站比较近，北京站东很多公交车到广渠门下就可以了。比如，638、52、29', 'star': 1}
{'descr': '条件不错～', 'star': 3}
{'descr': '无窗房间，嗯，倒是很适合睡觉，睡到几点都像是在深夜~~~；房间隔音很不好，四周的房间里声音都能听的比较清楚，点背的是隔壁好像挨着的是库房，一晚上光听见进进出出的咣咣的关门声了，而且它那门一关，房间里洗手间墙上的镜子也跟着咣当咣当作响，太郁闷了~~~；嗯，不过性价比比较高吧，房价不贵~~~', 'star': 3}
{'descr': '无窗房间，嗯，倒是很适合睡觉，睡到几点都像是在深夜~~~；房间隔音很不好，四周的房间里声音都能听的比较清楚，点背的是隔壁好像挨着的是库房，一晚上光听见进进出出的咣咣的关门声了，而且它那门一关，房间里洗手间墙上的镜子也跟着咣当咣当作响，太郁闷了~~~；嗯，不过性价比比较高吧，房价不贵~~~', 'star': 5}
{'descr': '还不错～', 'star': 5}
{'descr': '位置极佳，条件一般', 'star': 5}
{'descr': '该酒店不错', 'star': 5}
{'descr': '性价比不高。', 'star': 3}
{'descr': '房间没有窗户，有点闷，设施条件还行，位置倒是挺方便，所以还是不错的。', 'star': 3}
