{'descr': '谁住谁知道。。', 'star': 5}
{'descr': '初次找有点时间长，找到之后发现交通很便利，酒店很干净，设施比较全，下次还会去', 'star': 5}
{'descr': '挺好，房间要隔音就更好了。', 'star': 3}
{'descr': '挺干净的', 'star': 3}
{'descr': '房间太小，电视小，什么都小，隔音也不好，隔间房，很不舒服', 'star': 1}
{'descr': '价格实惠， 服务很好， 就是条件有点艰苦， 晚点回酒店洗澡就没热水了。 推荐给在旅游中对吃住无所谓着重游玩的朋友。 ', 'star': 5}
{'descr': '房屋干净 服务不错 房间稍小 位置不太好找 不过附近有个超市 比较便利', 'star': 5}
{'descr': '这个价位的，还好吧。反正也是在旺季定到的无窗的房间，朋友反馈还可以。', 'star': 1}
{'descr': '性价比不错，服务态度较好。房间虽小，五脏俱全。', 'star': 5}
{'descr': '非常不错，位置很好，购物、观光、乘车都狠方便，服务态度很好，卫生也不错，以后可以作为常住的首选，', 'star': 5}
{'descr': '推荐来说不能推荐  但可以建议  对我来说 168大床房还是可以的  但还有更低的价格  只是我没有弄到  卫生挺干净的 没有什么异味 服务很好 唯一不方便的就是感觉离地铁站比较远  走路15-20分钟  我是感觉远的  因人而异吧  打车不方便  在小区里面 得走出了才能打车  ', 'star': 1}
{'descr': '还行，床太垫，价格稍高。整体还可以，就是房间隔音效果不好，太吵', 'star': 5}
{'descr': '员工很友善，很耐心地为我找正确的房间号。', 'star': 5}
{'descr': '感觉还可以，就是房间小了点，隔音差了点，但价钱还是很便宜的哦', 'star': 5}
{'descr': '我已入住服务好', 'star': 3}
{'descr': ' 较卫生', 'star': 3}
{'descr': '酒店位置不错，交通方便，干净卫生，就是房间有点小，隔音不太好，总之还可以，下次去还入住。', 'star': 5}
{'descr': '房间有些太小了！电视信号不好，手机干脆就没有信号！房间还是挺干净的！适合穷游一族或者不想被电话骚扰的情侣！', 'star': 5}
{'descr': '卫生条件还可以。不过我去时是晚上9点，给的房型极其差，两床一字摆着，电视在一角，只有一个床上的人能看到，只在卫生间有个小窗户，这根本不是我订的商务标准间。', 'star': 1}
{'descr': '不是酒店介绍里的距离地铁站400米，走了至少1000米。隔音很差。隔壁房间打呼噜的声音整整一个晚上，根本无法入睡。卫生也差劲，前面住过的人留下的香烟盒还在，都没打扫干净。', 'star': 1}
{'descr': '总体还不错，最大的缺点就是隔音不好。。隔壁打呼噜的声音都听得到。，', 'star': 3}
{'descr': '房间有点紧凑,感觉有点挤', 'star': 3}
{'descr': '还不错，很值', 'star': 3}
{'descr': '房间很温馨也安静，非常干净，推荐哦', 'star': 3}
{'descr': '住的单人间，很干净，很小。但麻雀虽小五脏俱全，还有电吹风，超出了我的想象，有机会去北京，会再去的', 'star': 5}
{'descr': '卫生不错服务很好就是房间小点', 'star': 3}
{'descr': '酒店比较难找，房间比较小，但有独立卫生间和宽带。还不错', 'star': 3}
{'descr': '房间比较小，卫生一般。没有电话、没有床头灯。\n离北京站比较近，位置有些偏，不太好找。', 'star': 1}
{'descr': '酒店位置不错，距离国瑞新世界，天安门都比较近，附近两个路口处有个地道的老北京口味餐馆，溜羊肝，麻豆腐，肉包子，面条都很正宗，十几元吃的很好，还有超市，农贸市场，还有个山西羊肉汤馆，价格都在十几块钱。房间也比较干净，这个价格在北京也差不多了，前台也很热情。附近有地铁到鸟巢。', 'star': 5}
{'descr': '房间比较干净比较温馨…隔音果然如评价所说不是很好，但总体感觉很不错了，地方也好找…主要是方便就近就诊的朋友，下次还会选择这里', 'star': 3}
{'descr': '还可以。就是感觉有点闷，前台很好给调剂带窗户的。', 'star': 3}
{'descr': '就是房间太小了，别的还好……多开开门通通气还好。', 'star': 3}
