{'descr': '不错，卫生', 'star': 5}
{'descr': '地理位置很好，紧邻迎泽大街，出行非常方便，卫生也不错。', 'star': 3}
{'descr': '地理位置很好，紧邻迎泽大街，出行非常方便，卫生也不错。', 'star': 3}
{'descr': '这个地理位置非常好，离市区很近，因为我们是来招聘的，距我们要去的学校也不远，非常方便。整体来说，这里环境不错，但由于我们的标间在马路边，窗户打开的话会有些吵，关了还可以。\r\n房间的设施挺齐全，也较方便，是个不错的快捷酒店。', 'star': 5}
{'descr': '这个地理位置非常好，离市区很近，因为我们是来招聘的，距我们要去的学校也不远，非常方便。整体来说，这里环境不错，但由于我们的标间在马路边，窗户打开的话会有些吵，关了还可以。\r\n房间的设施挺齐全，也较方便，是个不错的快捷酒店。', 'star': 5}
{'descr': ' 不错，房间内卫生，舒适度都比较好，挺方便的', 'star': 5}
{'descr': ' 不错，房间内卫生，舒适度都比较好，挺方便的', 'star': 5}
{'descr': '住的是桃园北路的汉庭，比较干净，服务也可以，只是停车位太少了，我们就没停进去，只好停到几十米外的一个收费停车场', 'star': 5}
{'descr': '住的是桃园北路的汉庭，比较干净，服务也可以，只是停车位太少了，我们就没停进去，只好停到几十米外的一个收费停车场', 'star': 5}
{'descr': '环境还挺不错的，浴巾要是能更新一点就好了', 'star': 5}
{'descr': '环境还挺不错的，浴巾要是能更新一点就好了', 'star': 5}
{'descr': '酒店很干净，隔音效果稍差，位置好找', 'star': 5}
{'descr': '酒店很干净，隔音效果稍差，位置好找', 'star': 5}
{'descr': '房间还可以,位置也不错,\r\n但价格不便宜', 'star': 3}
{'descr': '房间还可以,位置也不错,\r\n但价格不便宜', 'star': 3}
{'descr': '酒店总体环境不错，地理位置也很好，遗憾的是不送早餐及价格也相对较高。', 'star': 3}
{'descr': '酒店总体环境不错，地理位置也很好，遗憾的是不送早餐及价格也相对较高。', 'star': 3}
{'descr': '总体感觉不错，但遗憾的是我定了高级商务大床房竟然不送早餐。', 'star': 5}
{'descr': '总体感觉不错，但遗憾的是我定了高级商务大床房竟然不送早餐。', 'star': 5}
{'descr': '不错，推荐，位置环境都很好~就是停车位太少了~', 'star': 5}
{'descr': '不错，推荐，位置环境都很好~就是停车位太少了~', 'star': 5}
{'descr': '+酒店环境不错 位置方便 前台那个声音细细的女服务员态度不好', 'star': 5}
{'descr': '+酒店环境不错 位置方便 前台那个声音细细的女服务员态度不好', 'star': 5}
{'descr': '山西太原的房价现在不便宜。\r\n不含早餐是一大不足！', 'star': 5}
{'descr': '山西太原的房价现在不便宜。\r\n不含早餐是一大不足！', 'star': 5}
{'descr': '就在省委旁边，位置很好，里面很干净，服务也不错，下次来还住。', 'star': 5}
{'descr': '就在省委旁边，位置很好，里面很干净，服务也不错，下次来还住。', 'star': 5}
{'descr': '位置不错，环境也可以，卫生也行，性价比不错。', 'star': 3}
{'descr': '位置不错，环境也可以，卫生也行，性价比不错。', 'star': 3}
{'descr': '汉庭作为快捷酒店不错，各方面都挺到位，这次没有停车位，还得停到马路对面，下次还会入住！', 'star': 5}
{'descr': '汉庭作为快捷酒店不错，各方面都挺到位，这次没有停车位，还得停到马路对面，下次还会入住！', 'star': 5}
{'descr': '干净，舒适。交通便捷，下次还住。', 'star': 5}
{'descr': '干净，舒适。交通便捷，下次还住。', 'star': 5}
{'descr': '酒店整体感觉还不错,硬件和软软件服务都比较到位,综合性价比挺高的.', 'star': 5}
{'descr': '酒店整体感觉还不错,硬件和软软件服务都比较到位,综合性价比挺高的.', 'star': 5}
{'descr': '卫生环境不错，地理位置很好，出行很方便。感觉房间床垫应该换一换了，有些不平，可能是用的时间比较长了。', 'star': 5}
{'descr': '卫生环境不错，地理位置很好，出行很方便。感觉房间床垫应该换一换了，有些不平，可能是用的时间比较长了。', 'star': 5}
{'descr': '地理位置很好很方便，酒店很干净', 'star': 5}
{'descr': '地理位置很好很方便，酒店很干净', 'star': 5}
{'descr': '位置很好，房间很大。但装修太太旧了，特别是卫生间的门开关都响。', 'star': 3}
{'descr': '位置很好，房间很大。但装修太太旧了，特别是卫生间的门开关都响。', 'star': 3}
{'descr': '还可以', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '没有餐厅 有点遗憾 价格比如家稍贵 但是房间比较大', 'star': 5}
{'descr': '没有餐厅 有点遗憾 价格比如家稍贵 但是房间比较大', 'star': 5}
{'descr': '发表一下有奖金的吧!!!!!!!!!!', 'star': 3}
{'descr': '发表一下有奖金的吧!!!!!!!!!!', 'star': 3}
{'descr': '很干净，位置在省人大附近，推荐入住', 'star': 5}
{'descr': '很干净，位置在省人大附近，推荐入住', 'star': 5}
{'descr': '很不错的酒店,位置不错!!!!!!!!!', 'star': 5}
{'descr': '很不错的酒店,位置不错!!!!!!!!!', 'star': 5}
{'descr': '价格不算贵，服务态度也很好的，环境也不错，位置也好找，性价比挺高的。', 'star': 5}
{'descr': '价格不算贵，服务态度也很好的，环境也不错，位置也好找，性价比挺高的。', 'star': 5}
{'descr': '价格不算贵，服务态度也很好的，环境也不错，位置也好找，性价比挺高的。', 'star': 5}
{'descr': '价格不算贵，服务态度也很好的，环境也不错，位置也好找，性价比挺高的。', 'star': 5}
{'descr': '酒店房间配置齐全，卫生很好。干净舒适。', 'star': 5}
{'descr': '酒店房间配置齐全，卫生很好。干净舒适。', 'star': 5}
{'descr': '酒店值得一提的地方就是很方便，位置都还好。其它都比较一般。', 'star': 5}
{'descr': '酒店值得一提的地方就是很方便，位置都还好。其它都比较一般。', 'star': 5}
{'descr': '酒店挺干净的，服务也不错。配置硬件都还好，性价比还是比较好的，可以推荐。', 'star': 5}
{'descr': '酒店挺干净的，服务也不错。配置硬件都还好，性价比还是比较好的，可以推荐。', 'star': 5}
{'descr': '入住过几次，酒店的位置很好。在中心位置，去柳巷一些景区非常方便。配置也很达标。', 'star': 5}
{'descr': '入住过几次，酒店的位置很好。在中心位置，去柳巷一些景区非常方便。配置也很达标。', 'star': 5}
{'descr': '房间面积有些小，配置都还齐全，价格算是合理适中的。位置很方便。', 'star': 5}
{'descr': '房间面积有些小，配置都还齐全，价格算是合理适中的。位置很方便。', 'star': 5}
{'descr': '这家酒店价格蛮实惠的，设施比较简陋，卫生打扫比较不及时，位置很好，位于繁华地带，出行很方便，整体感觉还是可以的，价格很实惠。', 'star': 5}
{'descr': '这家酒店价格蛮实惠的，设施比较简陋，卫生打扫比较不及时，位置很好，位于繁华地带，出行很方便，整体感觉还是可以的，价格很实惠。', 'star': 5}
