{'短评内容': '垃圾', '短评打分': 1}
{'短评内容': '位置不錯,也安靜,價格也合理,會再來入住的', '短评打分': 5}
{'短评内容': '很不错的酒店 每次到惠州都入住\n早餐尤其是不错\n就是有点旧了 不过不妨碍入住', '短评打分': 5}
{'短评内容': '为朋友订的，还可以吧。离车站不远。坐长途车蛮方便的', '短评打分': 5}
{'短评内容': '酒店较旧，但是服务不错。', '短评打分': 3}
{'短评内容': '酒店是惠州的老牌酒店，设施比较陈旧，但是价格不贵。', '短评打分': 5}
{'短评内容': '床有些硬，地TAN有污点，但应该是以前留下的：）服务不错。', '短评打分': 5}
{'短评内容': '感觉很舒服，服务态度好，价格也经济实惠。', '短评打分': 5}
{'短评内容': '服务还可以，尤其客房部，房间设施略旧，毕竟几十年了，马桶冲后还会响，自助西餐喝的太少', '短评打分': 3}
{'短评内容': '酒店还是不错，就是旧了点。地理位置在市中心，出行方便', '短评打分': 5}
{'短评内容': '酒店环境很好，很干净。', '短评打分': 3}
{'短评内容': '酒店有游泳池很不錯, 大堂有四星級水準,位置在市中心,行街很房便,但是房间設施跟舊,比那些连锁式酒店也不如, ', '短评打分': 5}
{'短评内容': '总体还不错 就是里面的东西旧了点 希望可以改进', '短评打分': 5}
{'短评内容': '该酒店地理位置较好，位于惠州市中心，服务态度较好，有包早餐，早餐质量很好，只是好像客房整体的装修和家具显得旧了点', '短评打分': 5}
{'短评内容': '房间不太好，空调效果也差。………………………………………………', '短评打分': 1}
{'短评内容': '装修有点旧，不过服务不错，床铺弄湿了要求换房也很快答应了，早餐也可以。', '短评打分': 5}
{'短评内容': '位置好，交通便利。不过房间设施也点陈旧。\n', '短评打分': 5}
{'短评内容': '酒店位置还可以，餐饮比较方便，服务态度也可以，只是设施有些陈旧。', '短评打分': 5}
{'短评内容': ' 酒店还不错，自助餐也可以，离长途车站有点路，出租车经常拒载，只能打摩的。', '短评打分': 5}
{'短评内容': '5分制：\n位置5，硬件2，服务5，早餐4，综合评价：4', '短评打分': 5}
{'短评内容': '第一印象与大家感觉一样,就是旧,房间不大.不过细节服务还是挺贴心,早餐也比较丰富.', '短评打分': 5}
{'短评内容': '酒店环境和地理位置不错，但是设备过于成就。', '短评打分': 5}
{'短评内容': '不错的酒店，喜欢，有送水，早餐也不错，N回', '短评打分': 5}
{'短评内容': '又来住了，继续支持支持支持支持支持支持支持支持支持', '短评打分': 5}
{'短评内容': '五星级的底蕴犹在，只是房间家具老了，过时了。', '短评打分': 5}
{'短评内容': '房间一般，电视坏了都没人换。', '短评打分': 3}
{'短评内容': '酒店的人员都很有礼貌，见到客人都会主动问候，感觉很温馨。\n', '短评打分': 5}
{'短评内容': '4月份已经是第三次入住该酒店了，一贯的满意！\n一点小感受：\n1.豪华大床房 26楼的比22楼的床舒服\n2.小冰柜的饮料时间有点久，没有喝。\n', '短评打分': 5}
{'短评内容': '酒店很不错 虽然设备有点老了 不过很干净 早餐尤其好', '短评打分': 5}
{'短评内容': '住了几次了，总体感觉满意，服务也行，支持', '短评打分': 5}
{'短评内容': '同事出差那里一般都顶这家酒店，周边吃饭很方便', '短评打分': 5}
{'短评内容': '好像是SONY的协议酒店，出差那里很方便', '短评打分': 5}
{'短评内容': '环境不错，周边热闹，早餐也还可以，同事反映满意', '短评打分': 5}
{'短评内容': '房间不错，上网不怎么顺利，周边很热闹，支持一把', '短评打分': 5}
{'短评内容': '酒店位置还好， 就是内部设施太旧了！\n早餐还可以的。', '短评打分': 5}
{'短评内容': '作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持', '短评打分': 5}
{'短评内容': '作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持作为我的常住酒店支持', '短评打分': 5}
{'短评内容': '酒店比较气派，环境也不错，是出差商务的好地方，周边很热闱', '短评打分': 5}
{'短评内容': '安静舒适的酒店。\n床很舒服，还可以有两种枕头可以选择，很好。\n喜欢。', '短评打分': 5}
{'短评内容': '酒店有点旧，但是安静，晚上很安静。\n早餐挺丰富。\n下回还来住。', '短评打分': 5}
{'短评内容': '酒店感觉不错，该有的都有，对面有超市和kfc，交通也方便。', '短评打分': 5}
{'短评内容': '服务态度不错。酒店的管理和档次也高但是房间太旧了。', '短评打分': 1}
{'短评内容': '冬季没空调，但服务还好打电话马上送热风机到房间，早餐马虎', '短评打分': 5}
{'短评内容': '房间比较差，有很多头发在墙角！只能住380以上的才舒服点。', '短评打分': 1}
{'短评内容': '酒店位于比较繁华的区域，衣食住行都很方便。设施比较旧，也就比较平价，较适合家人出行。', '短评打分': 3}
{'短评内容': '服务不错，再次入住感觉好像冬天没暖气，但还可以接受', '短评打分': 5}
{'短评内容': '不错已经多次入住，早餐多点中式的点心选择就更好。', '短评打分': 5}
{'短评内容': '还不错，基本满意。', '短评打分': 3}
{'短评内容': '不抽烟的朋友，建议入住无烟房。交通挺方便的，27楼有点吵', '短评打分': 5}
{'短评内容': '27楼有点吵，建议不吸烟的客户选无烟房，我住的那间烟味比较大。', '短评打分': 5}
{'短评内容': '除了设施有点旧,其他各方面都算可以。吃饭购物相当方便。', '短评打分': 5}
{'短评内容': '各方面都不错', '短评打分': 3}
{'短评内容': '客服态度很好，我们的客户很满意，口碑不错，考虑长期合作。', '短评打分': 5}
{'短评内容': '环境可以，交通方便，价格优惠，就是家具有点旧。', '短评打分': 5}
{'短评内容': '帮人订的。。。。。。还可以吧。。。。。就是餐厅饭菜非常一般。。', '短评打分': 5}
{'短评内容': '帮老板订的啦。。。服务员还OK吧会日语。。。。。。。', '短评打分': 3}
{'短评内容': '帮领导订的啦。服务员态度挺好的~主要是会日语~', '短评打分': 5}
{'短评内容': '适合日本人住嘛有日语服务员。每次帮老板定都是这家。。', '短评打分': 5}
{'短评内容': '前台人员找定单时间期待能更高效率。', '短评打分': 5}
{'短评内容': '服务不错。提前与客人确认到达时间。', '短评打分': 5}
{'短评内容': '可以！推荐！', '短评打分': 5}
{'短评内容': '老板喜欢这有日语服务生。。', '短评打分': 5}
{'短评内容': '很满意', '短评打分': 3}
{'短评内容': '我住豪华房,房间够大,装修和家具较陈旧,床垫较硬,但浴室内浴巾很新且柔软.五星级酒店房间没有电脑上网是个遗憾.酒店位置很好,对面就有华润超市,出门左边就是中国银行,很方便.下次还可考虑住这里.', '短评打分': 5}
{'短评内容': '虽然设施旧了点，不过住的很舒服，服务也不错。性价比很高', '短评打分': 5}
{'短评内容': '设施稍旧，服务不错。', '短评打分': 5}
{'短评内容': '2010-6-7入住，位置在市中心，交通方便，价格不高，性价比高。软硬件均达到四星级标准。商务出差住宿不错的选择。客房的装修略显旧一点。总体很不错。', '短评打分': 5}
{'短评内容': '每次都是帮日本人上司订的。反正那里有懂日语的服务员等等，日本人上司比较喜欢咯，怎么来说都方便些', '短评打分': 5}
{'短评内容': '酒店比较旧，应该有十几年。房间设施比较旧，有股发霉味道。 \r\n住过2次，以后会考虑别的酒店。', '短评打分': 1}
{'短评内容': '酒店有日本人翻译，老板每次都指定要这家。。', '短评打分': 3}
{'短评内容': 'Ok吧帮领导订的，我没住过~', '短评打分': 5}
{'短评内容': 'Nice hotel and good location', '短评打分': 5}
{'短评内容': 'Old 4-star hotel but good price.', '短评打分': 5}
{'短评内容': '惠州这个价位的酒店比较好的一家，吃饭也方便。', '短评打分': 5}
{'短评内容': '一般般的酒店，挂牌四星？五星？可能地方的标准不一样吧。房间设施比较旧', '短评打分': 3}
{'短评内容': '第一天房间,马桶不好.今天说修过了,又给我了这个房间(1603),看得出来有修理,但仍然不顺畅.可能设施老了吧?', '短评打分': 3}
{'短评内容': '房间不够明亮，没有暖气，不是很舒适。不过在惠州找得到这样的酒店应该算不错的了，400不到的价格。', '短评打分': 5}
{'短评内容': '比较老了,我住1603,马桶不大好使.', '短评打分': 5}
{'短评内容': '设施稍显老，不过很对得起这价格！\n还有个长得有点象周海媚的年轻美女大堂经理满脸笑容地过来帮我搬行李－－行李比较重，当然是我英雄救美地自己搬了－－感觉很好！', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '位置不错，其他的都和四星标准相差不少，虽然宣称是按五星设计。', '短评打分': 1}
{'短评内容': '服务很好就是设施有点旧', '短评打分': 5}
{'短评内容': '客户推荐的酒店，地理位置好，只是房间的设施比较旧，地毯不干净，价格还算适中。', '短评打分': 5}
{'短评内容': '会再次入住', '短评打分': 5}
{'短评内容': '每次来都住这里，服务很好，就是早餐品种少。', '短评打分': 3}
{'短评内容': '服务比较周到，就是硬件设施比较老化，卫生间还算干净，周边吃饭比较方便，酒店对面有个大超市，买东西比较方便', '短评打分': 5}
{'短评内容': '设施有点旧但尚好，地点不错。隔音非常差，差点想投诉。', '短评打分': 5}
{'短评内容': '服务很好，每次来都住这里。', '短评打分': 5}
{'短评内容': '网订价格很划算，标价要8百多呢，门市价600多，\r\n已经入住的同事来订都要4百多。。。可网订只要3百多还送果盘，嘿嘿\r\n非常划算喔~^o^性价比很高！很好。', '短评打分': 5}
{'短评内容': '地理位置很不错，对面有华润万家超市，附近餐厅也有几家。设施比较陈旧了，电视机很小，卫生状况还算比较好，前台和26楼的楼层服务员的服务非常好，值得表扬。早餐品种少了一点，质量到是还过得去，餐厅服务员的培训还不到位', '短评打分': 5}
{'短评内容': '服务很好，房间里面添加了多功能的电源插座。', '短评打分': 5}
{'短评内容': '第一次住这个酒店，位置还可以，酒店有的陈旧的感觉。', '短评打分': 5}
{'短评内容': '设施比较老了', '短评打分': 1}
{'短评内容': '酒店不错. 只是郁闷的是登记时对我说了一通日本鬼话,我可是正宗中国人啊!', '短评打分': 5}
{'短评内容': '性价比高，服务都很到位，它是在交通枢纽位置的，出行非常方便，在这里住了一晚，非常舒适', '短评打分': 3}
{'短评内容': '还不错，就是装修旧一点，酒店位置不错，很热闹，在市中心', '短评打分': 3}
{'短评内容': '房间装修较旧，酒店位置不错，电视有点小。', '短评打分': 3}
{'短评内容': '酒店位置不错，但房间设施比较旧。终合起来还行', '短评打分': 5}
{'短评内容': '周邊環境還不錯， 性價比還行.', '短评打分': 5}
{'短评内容': '市中心, 交通方便; 附近有大超市,很多饮食店, 晚上可去走走看看.', '短评打分': 5}
{'短评内容': '定的标准间，去的时候标准间被旅游团包完了，给换了套房。\r\n套房其实就是两个标准拼起来的。\r\n服务不错，周边环境一般，性价比不高。', '短评打分': 5}
{'短评内容': '适合商旅、适合度假.', '短评打分': 5}
{'短评内容': '装修比较旧，不过位置很好.', '短评打分': 1}
{'短评内容': '服务还不错，整体感觉环境跟价格不成正比，设施太旧了', '短评打分': 1}
{'短评内容': '酒店各方面条件感觉都挺不错的,很干净,服务太度也很热情,性价比还是挺高的', '短评打分': 5}
{'短评内容': '酒店挺好的,服务很热情,价格也挺实惠的,房间住着很舒服,很值得推荐', '短评打分': 5}
