{'短评内容': '好。      。', '短评打分': 5}
{'短评内容': '感觉就是在楼梯上搭了一间房，怎么都干净不了的走廊和盥洗台，除了床上用品还说得过去，其他的不提了。我觉得花一百块不是省了钱，而是减了配置而已，这就是特价？', '短评打分': 1}
{'短评内容': '其他都好，就是停车不够方便，要停到马路对面去，希望改进。', '短评打分': 3}
{'短评内容': '被子很干，很暖和，但是不要住靠街的一边，有点吵，总体来说值得信赖', '短评打分': 5}
{'短评内容': '汉庭快捷酒店成都玉双路店,我是第一次入住环境好价格实惠,服务态度好,很满意', '短评打分': 3}
{'短评内容': '前台服务员非常热情，服务很周到，房间干净，客房服务员服务太好了，更换用品很及时', '短评打分': 5}
{'短评内容': ' 感觉房间有点小。', '短评打分': 3}
{'短评内容': '非常好，双人房非常宽敞。有独立的餐台。有五个朋友进来吃饭一点都不挤。房间也很整洁。', '短评打分': 5}
{'短评内容': '交通条件不错，主要是没有骚扰电话和乱七八糟的卡片，实用型的酒店。', '短评打分': 5}
{'短评内容': '房间干净卫生、温馨舒适，交通方便，服务一流！很不错的商务酒店！', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '前台服务非常好，感觉比较温馨。房间设施及舒适度一般而已，住的是临窗的房间，感觉稍微有点吵。', '短评打分': 5}
{'短评内容': '周边吃的还挺多的，能停车。不喜欢过道里很浓的空气清新剂的味道。', '短评打分': 5}
{'短评内容': '还行，就是太偏僻了，有点嘈杂，交通还比较方便', '短评打分': 3}
{'短评内容': '感觉一般，位置不是太好，旁边吃的位置还不错', '短评打分': 5}
{'短评内容': '酒店还凑合。就是双床房都是临街的，有点吵。服务台态度不错。', '短评打分': 5}
{'短评内容': '交通方便,和适合商务人事居住,不过也挺适合一家三口住,可惜没有早餐,很不方便.', '短评打分': 5}
{'短评内容': '汉庭一如既往的温馨和舒适，目前来说非常满意', '短评打分': 5}
{'短评内容': '真的很好真的很好真的很好真的很好真的很好', '短评打分': 5}
{'短评内容': '一直很喜欢汉庭，服务和硬件都让人非常满意', '短评打分': 5}
{'短评内容': '卫生条件好，房间哈卫生间稍显小了点，其它都还很满意！', '短评打分': 5}
{'短评内容': '虽然100元，性价比也是差的，房间是比较大，太吵了，晚上被吵醒3次，这个是在一个十字路口上面，车的鸣笛声很大', '短评打分': 1}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '住宿条件好，费用也不贵。', '短评打分': 5}
{'短评内容': '比较干净整齐.', '短评打分': 5}
{'短评内容': '总的来说还是不错，就是老旧了一点，隔音效果不是很好', '短评打分': 1}
{'短评内容': '感觉位置有点偏，周边商业点也不多，一般吧', '短评打分': 1}
{'短评内容': '干净整洁是汉庭一如既往的特点 无论老店新店都让人感到干净整齐 ', '短评打分': 5}
{'短评内容': '100元的大床房，我还是第一次遇到，真的非常优惠，而且房间里面也非常整洁，确实是超值！', '短评打分': 5}
{'短评内容': '环境蛮好的，交通也比较便利，房间很干净也很整洁。', '短评打分': 3}
{'短评内容': '环境很好，适合三口之家居住，交通也很便利。', '短评打分': 3}
{'短评内容': '朋友在那住了两天，感觉还比较满意，就是觉得有点远！', '短评打分': 3}
{'短评内容': '酒店位置还可以，交通比较便利，也比较干净，但是入住的时候房间有味道哦，厕所的味道有点到处串。', '短评打分': 3}
{'短评内容': '总之很舒服的一家酒店，100圆房很划算！', '短评打分': 5}
{'短评内容': '各方面条件都不错，马路边有点吵，但能接受。高级双床房很适合一家三口入住。', '短评打分': 5}
{'短评内容': '酒店位置不错，交通也很方便。浴巾和面巾觉得有些粗糙，不是特别舒服。总体感觉不错。', '短评打分': 5}
{'短评内容': '下次去成都还会住这里', '短评打分': 5}
{'短评内容': '离市中心还是有点远', '短评打分': 5}
{'短评内容': '当初预定的特大床房，前台接待人员好像弄错了预定的房间类型，但是在提出异议之后迅速纠正了，床比较大，睡着比较舒服。入住的那间房好像是其他人刚退出来的，入住后发现有一股怪味，好像是霉味之类的东西，第二天都还没有消散。', '短评打分': 1}
{'短评内容': '体验后就知道了，值得推荐，赞一个1', '短评打分': 5}
{'短评内容': '房间的卫生和设施方面都很不错,住着很舒适,位置也不错,出行都很方便,我很满意.', '短评打分': 3}
{'短评内容': '房间一直有股怪味，开了窗还是有，不知道为什么。\r\n前台的服务态度是超好，赞一个', '短评打分': 1}
{'短评内容': '还可以，住了两天，楼下可以免费和咖啡和奶茶，还可以上网。喜欢成都', '短评打分': 5}
{'短评内容': '感觉不错，周围饮食、娱乐挺多的，出路也蛮方便的，服务不错。我住了两晚，只是房间整理时，好像茶杯没有换过，觉得整理房间时肯定有很多灰进到杯子里，是否能把杯子倒扣或者加个盖子。', '短评打分': 5}
{'短评内容': '虽然离春熙路市中心稍远了一点，但交通非常方便。服务人员很热情，硬件设施也还不错，推荐一下', '短评打分': 5}
{'短评内容': '临近双玉路美食街，吃饭，出行都比较方便！', '短评打分': 5}
{'短评内容': '酒店硬件一般，但人员服务非常好，从接待到房间清洁员。推荐', '短评打分': 5}
{'短评内容': '酒店服务人员不错,看来是经过严格培训的.唯一不足就是房间靠路边比较吵', '短评打分': 5}
{'短评内容': '交通还比较方便，到周边旅游坐车很方便。两个宽带网线，可以两人同时上网！\r\n', '短评打分': 3}
{'短评内容': '房间比较干净，房间有点小！\r\n', '短评打分': 5}
{'短评内容': '位置不错，交通也方便，门口有很多公交车，吃饭的地方也多。\r\n不过有一点疑问，我在房间都是把固定电话拔掉的，结账的时候居然说我有市内通话，而且他说的通话时间我根本不在酒店。', '短评打分': 5}
{'短评内容': '空间利用的很好，房间设计一点小小的时尚，还提供两个宽带网线，可以两人同时上网', '短评打分': 5}
{'短评内容': '床真的很大 100元还是很值的', '短评打分': 5}
{'短评内容': '酒店的整体都还不错，环境挺好的，全国连锁的酒店，就是价格有点高', '短评打分': 5}
{'短评内容': '总觉得房间有股味道，窗户本来就小，只能开一半，双床房一个床大一个床小，不知道是什么意思……', '短评打分': 5}
{'短评内容': '酒店就是房间的通风不太好，所以有股味道，其他方面都还不错，还是可以推荐的。', '短评打分': 5}
{'短评内容': '酒店很不错,住着比较舒适,价格也很合适,尤其周日住百元特价房,很值,下次去还会住这.', '短评打分': 5}
{'短评内容': '酒店好象是新装修的，挺新的，不过房间里装修的味道特别重，房间挺干净的，位置也不错，性价比很高，值得推荐 ', '短评打分': 5}
{'短评内容': '酒店位置非常好,属于成都的1环地区,交通很方便,而且当时住的是周日特价房只有100块钱,超值,房间内很整洁,住的着很舒适,就是走廊的环境不是特别好.', '短评打分': 5}
{'短评内容': '服务周到，设施新，交通便捷', '短评打分': 5}
{'短评内容': '环境非常不错，干净舒适，价格也不贵，下次出差一定还去！', '短评打分': 5}
{'短评内容': '房间装修和其他汉庭一样，大小适中，就是刚进去觉得有味道，可能是新装的原因？', '短评打分': 5}
{'短评内容': '入住的汉庭周末百元房，可谓相当超值。房间非常温馨干净，床特别的大。如果汉庭能够把百元房的活动长期搞下去就好了，而且最好不限时间，每天推出部分房间。', '短评打分': 5}
{'短评内容': '床很大很舒适', '短评打分': 5}
{'短评内容': '配套设施比较好，写字台和床头都有宽带接入，很周到，服务好', '短评打分': 5}
