{'短评内容': '无早餐', '短评打分': 4}
{'短评内容': '性价比高，干净。\n房屋布局不太好.\n八楼以上洗手间水量不足，洗澡喷头安放太低，洗澡很不方便', '短评打分': 5}
{'短评内容': '住宿的是豪华大床房特价大床房，比较了一下，还是豪华的性价比更高些。房间不错，服务也挺好，就是早餐差了点，品种少些。这个地方距离海滩挺近的，跟前的烧烤不粗，交通也算方便', '短评打分': 5}
{'短评内容': '酒店离金沙滩比较近，特别适合带小孩玩时住该酒店，我这次入住总的说来还比较满意，不足之处早餐起的晚的话就没啥吃的了，另外预订3间标间，居然有一间是没有窗户，前台也没有预先通知，最后结账也没有打折处理，这点让人比较不爽，其它都还不错', '短评打分': 5}
{'短评内容': '很好 ，听舒适 。服务周到。有一种到家的感觉 。房间很干净', '短评打分': 5}
{'短评内容': '环境干净，价格合理，交通便利，周围不远有大排档，楼下有超市。', '短评打分': 5}
{'短评内容': '早餐一般，整体卫生条件还行，房间特别大，性价比不错的一家酒店 ', '短评打分': 5}
{'短评内容': '很不错的地方，每次到烟台都会去。干净卫生，环境也很好。\n', '短评打分': 5}
{'短评内容': '性价比不错的一家酒店 早餐只吃过一次 品种不多 但是做的还不错 位置不错', '短评打分': 5}
{'短评内容': '态度好，早餐也不错，卫生条件还行，就是房间面积不像图片上的那么大。', '短评打分': 5}
{'短评内容': '浴室设计很不科学，很蹩脚，隔音效果不好，环境还行', '短评打分': 1}
{'短评内容': '这个酒店地处经济开发区，办事比较方便，而且干净卫生，设备都比较新。但是也有不足之处，比如卫生间的门开启的方向不好，洗漱不方便，如果换个方向就好了。另外，洗澡的下水道不好，容易积水，希望改进', '短评打分': 5}
{'短评内容': '酒店很新，是新装修的。\n早餐种类较少，不过一分价钱一分货。\n', '短评打分': 5}
{'短评内容': '大落地窗很不错，卫生间空间大的怪异~总体房间干净，很不错。离金沙滩不远。', '短评打分': 5}
{'短评内容': '停车不是很方便 其他一般化吧 还可以吧，服务还有可以吧', '短评打分': 1}
{'短评内容': '服務態度很好，還算乾淨，交通方便，對面燒烤便宜！', '短评打分': 5}
{'短评内容': '不错  挺好的。  \n环境有4星级了。\n早餐有待改善，吃的东西太少了。', '短评打分': 5}
{'短评内容': 'very clean, near to the market, cheap, good service', '短评打分': 5}
{'短评内容': 'good access to town, difficult to find. ', '短评打分': 1}
{'短评内容': '酒店位置可以，就在开发区的主要道路长江路/天山路交界处，公交也比较方便，接待也比较热情，房间卫生条件可以，但面积不大，反而卫生间面积相对很大，尤其是淋浴的空间大的不成比例。墙壁有裂缝，希望可以重新装修。酒店有不少外国人入住。', '短评打分': 5}
{'短评内容': '离开发区的工厂较近的酒店了,价格有时贵,4月时入住较划算,酒店旁就是家家乐超市,买东西很方便.', '短评打分': 5}
{'短评内容': '环境很好,紧邻海边.性价比不错.床有些硬', '短评打分': 5}
{'短评内容': '酒店服务很好，靠海边步行十五分钟可到达', '短评打分': 3}
{'短评内容': '酒店不贵，适合一般人群居住，房间不大，卫生干净', '短评打分': 5}
{'短评内容': '很不错的酒店!很温馨，很干净，推荐入住\n很不错的酒店!很温馨，很干净，推荐入住', '短评打分': 5}
{'短评内容': '环境很好，室内空间很大，很干净很舒服，早餐也不错', '短评打分': 5}
{'短评内容': '早餐不怎么样。其余的都还不错，前台不错。', '短评打分': 5}
{'短评内容': '不错的小酒店，很干净，很温馨，推荐朋友们入住', '短评打分': 5}
{'短评内容': '  性价比不错,进门就遇到几个老外,不过在经济开发区,离市区较远', '短评打分': 3}
{'短评内容': '卫生条件好，以后再来！卫生条件好，以后再来！', '短评打分': 5}
{'短评内容': '很不错的酒店，卫生条件很好。推荐入住\n很不错的酒店，卫生条件很好。推荐入住', '短评打分': 5}
{'短评内容': '舒适、干净、下次去烟台开发区，还会入住。', '短评打分': 5}
{'短评内容': '不错，很干净。服务员态度也很好。交通方便。建议大家来住。', '短评打分': 5}
{'短评内容': '位置不错  卫生可以  就是电视频道少了点', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '地有点滑！。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '挺好的，特别喜欢那里的地毯，很温暖，不过价钱有点贵哦', '短评打分': 5}
{'短评内容': '挺好的，就是贵点。喜欢里面的地毯，很温暖的感觉。', '短评打分': 5}
{'短评内容': '酒店真的不错，空间虽小，但是很温馨，特别是暖气真的很好，不知道夏天会不会凉快！', '短评打分': 5}
{'短评内容': '不错呀', '短评打分': 3}
{'短评内容': '很好!服务态度好!我没身份证服务员还把我带到派出所开证明!', '短评打分': 3}
{'短评内容': '酒店位置还可以，工作人员很认真热情。房间也非常新，很暖和。非常不错，性价比极高！！！！', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '性价比很高，服务很热情，有机会去烟台还会选择这家酒店', '短评打分': 5}
{'短评内容': '房间很暖和，房间也很干净！地理位置不错，性价比高~', '短评打分': 5}
{'短评内容': '房间取暖设置很好，枕头也很舒服，但就是面积太小、隔音效果差', '短评打分': 1}
{'短评内容': '酒店还可以，就是位置稍有点偏。', '短评打分': 3}
{'短评内容': '优点：早餐还可以，房间很温馨，卫生和设施都不错。\n建议：窗户不太严密，有风透入房间，希望改善一下。', '短评打分': 5}
{'短评内容': '比较安静，干净。性价比高！但是除了没有塑料拖鞋，洗澡时候只好穿着布的拖鞋去，都弄湿了。', '短评打分': 5}
{'短评内容': '非常棒的酒店，在烟台的好心情有大多来自它了，距离海边也很近，酒店对面的饭店小吃都很好，楼下有一个大超市，购物方便。酒店装修典雅，值得入住！', '短评打分': 5}
{'短评内容': '这里很好，离海滩很近，而且周围环境很好，下次还住这里。', '短评打分': 5}
{'短评内容': '呵呵，又来评价了，不错，一直感觉都挺好的，会常来的。', '短评打分': 5}
{'短评内容': '位置很好，楼下就是超市，离海边走路10多分钟。大床房的床很小而且很硬，枕头和被子也很不舒服。电视噪音很大。洗澡水一会凉一会热。免费的早餐几乎没法吃。', '短评打分': 1}
{'短评内容': '还可以，卫生间很大，离海边很近，酒店楼下有超市，吃饭的地方不多', '短评打分': 5}
{'短评内容': '服务还可以,酒店位置很方便，早餐时间短，品种少，卫生稍差', '短评打分': 5}
{'短评内容': '在烟台开发区里面，位置不错，楼下就是山东连锁的家家悦超市，买东西方便，对面有几家饭店，吃吃家常菜不错，离卧龙海鲜城也不远，最最关键是离金沙滩特别近，而且这边的沙滩人少砂细，环境好，非常适合亲子游。距离张裕葡萄酒城也近，因为不是市区，路宽车少城市干净。豪华标准房房间也蛮大的，超值推荐', '短评打分': 5}
{'短评内容': '加州时尚酒店干净整洁，服务很好。', '短评打分': 5}
{'短评内容': '很舒服，服务很亲切。性价比不错的酒店。离海滩和购物都很近', '短评打分': 5}
{'短评内容': '+酒店设施和服务都不错。', '短评打分': 5}
{'短评内容': '房间设施很新。只是房间小了点。地理位置很不错，方便好找。周围餐饮也很方便。', '短评打分': 5}
{'短评内容': '不错~前台有个手上有文身的MM很漂亮！！！！！！！！！！', '短评打分': 3}
{'短评内容': '这个酒店还是很不错的、刚去了以后正在打扫客房，我们等了大概有20多分钟，好累的那会！ 卫生，服务，设施之类的都很好，就是位置有点太偏 虽然靠近海就是出行有点不方便 如果你要有自己的车那就再不是问题 后来找的找的知道附近的公交还是很不错的滴！ 舒适度=性价比 给我印象很好 要说不好就是卫生间里的浴室用品不全，就有个盒子、、 希望能在以后仔细点', '短评打分': 5}
{'短评内容': '非常喜欢这个酒店的风格, 设施很新, 床很舒服.不过热水不够热. 对面有夜排档,离海边也不远.', '短评打分': 5}
{'短评内容': '不错的服务，住了好几次，感觉不错，推荐！！！', '短评打分': 3}
{'短评内容': '不错的位置，不错的服务，不错的客房，推荐一住！', '短评打分': 5}
{'短评内容': '装修比较新，设施也很全面，除了房间稍小，别的都非常不错。', '短评打分': 5}
{'短评内容': '烟台加州时尚酒店不错的，出门就是超市，站点，最喜欢房间的落地窗，很大，酒店设施齐全，性价比非常高，', '短评打分': 3}
{'短评内容': '可  设施差了点 \r\n其他的还不错  地理位置不错  ', '短评打分': 5}
{'短评内容': '不错，虽然离市区稍远，但里免费的海滩很近。感觉很好。酒店的服务很好', '短评打分': 3}
{'短评内容': '下次来烟台还住这里 但酒店要改进热水系统 住了两天 水都偏冷', '短评打分': 3}
{'短评内容': '酒店设施一般 但离海边很近 步行5分钟 海边游泳不收钱', '短评打分': 5}
{'短评内容': '性价比非常高 离金沙滩较近 但是公共汽车不方便 离市区比较远', '短评打分': 5}
{'短评内容': '房间整体感觉不错，就是淋浴间下水不畅，早餐太差，希望改进，性价比高，附近的海滨浴场非常好，下次再去还会住这里。', '短评打分': 5}
{'短评内容': '+房间比较大，离海不算远但绝对看不到！附近排挡超市很多，生活很方便。卫生间如果除了浴缸再有淋浴房就完美了。', '短评打分': 5}
{'短评内容': '服务很一般，结账速度很慢，而且服务员对待客人很冷淡，效率很低，希望改善', '短评打分': 1}
{'短评内容': '酒店位置对驾车者而言比较方便，环境还算安静，不错的酒店。', '短评打分': 3}
{'短评内容': '早餐九点完事，我8点40到那里就已经什么东西都没有了，不满意！！！', '短评打分': 3}
{'短评内容': '酒店不错~设施也很齐全，服务也很好~特别是服务态度，好的没话说，我到的时候因为没有预定好的豪华大床房，酒店立刻就给更换了豪华套间，并且没有加钱~~~很好很好~以后去肯定还会去的', '短评打分': 5}
{'短评内容': '+加州时尚酒店不错', '短评打分': 5}
{'短评内容': '已住', '短评打分': 5}
{'短评内容': '酒店条件很好', '短评打分': 5}
{'短评内容': '性价比较高,干净,色调明快.早餐样数比较少.到海边挺近.它所在的天山路正对的海滩,我个人感觉更好一些,沙滩更宽广.洒店还允许客人把浴巾带出去用.开发区那里不错,人很少,街道安静.', '短评打分': 5}
{'短评内容': '总体感觉还可以，服务只能给一般，原因是上午出门前在门上已放置请打扫卫生的牌子，等到中午回来时仍未打扫，房间一次性物品还常常没给全，但你打电话到总台会很快送来一堆让你选。\r\n', '短评打分': 5}
{'短评内容': '感谢总台的梁雯雯小姐：当天入住前，由于长途奔波，我的身体情况欠佳，与梁小姐说明情况后，她积极主动协调四楼客房部的工作人员优先打扫我入住的房间，并提供了无微不至的问询服务，让宾客有宾至如归的感觉。', '短评打分': 3}
{'短评内容': '感谢总台的梁雯雯小姐：当天入住前，由于长途奔波，我的身体情况欠佳，与梁小姐说明情况后，她积极主动协调四楼客房部的工作人员优先打扫我入住的房间，并提供了无微不至的问询服务，让宾客有宾至如归的感觉。', '短评打分': 5}
{'短评内容': '这里的设施还可以，住了4天，但是服务人员从来没有打扫过房间卫生，地毯很脏。有一天服务员都没有收垃圾，中午1点打电话给前台然他们清洁一下房间，等了一下午都没有人清洁，晚上6点又继续给前台打电话，他们才来。对这种态度比较不满。早餐免费，也很一般，品种很少，吃到最后我们都觉得是例行公事了。', '短评打分': 5}
{'短评内容': '这家酒店非常舒适，离海边很近，干净卫生、服务热情、设施完善、性价比很高，而且含早餐，早餐也非常好，采用自助餐方式，真是宾至如归。唯一美中不足的是晚餐价格有些贵，希望能办得更好。', '短评打分': 5}
{'短评内容': '酒店不错，离海很近，早餐也很好吃。不好的是：淋雨头的胶管坏了，两天都没修好。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '地点不错，离海边很近。', '短评打分': 3}
{'短评内容': '性价比高。去海边方便，离超市，医院，车站都不远，也不算太吵闹，很适合假度~~~', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '一半  酒店房间根本 没有那么大   餐厅也一般   ', '短评打分': 1}
{'短评内容': '真的很不错。热情推荐。服务无可挑剔。餐也好。\r\n', '短评打分': 5}
{'短评内容': '离海边较近，步行五分钟就可以到达海滩。不可思议的是客房服务晚上居然下班，有点离谱。', '短评打分': 5}
{'短评内容': '酒店设施挺好的，房间也舒适，离海边近。', '短评打分': 3}
{'短评内容': '位置在经济技术开发区，离市区较远。但很方便火车站坐21路直接就到了。其实住市区也没什么意思，住在这里最大的优点是离金沙滩很近。沙滩太好了而且是免费的。游泳，晚上遛弯，感觉很好。酒店的服务很棒，设施很新，周围是小区。饭店、超市购物很方便。推荐来烟台的人首选这里。', '短评打分': 5}
{'短评内容': '新建的酒店，服务，设施都不错，距离金沙滩10分钟路程，这里的沙滩非常美丽，游人也不多，玩的很爽。', '短评打分': 5}
{'短评内容': '很干净。位置也很清静。性价比不错。值得住。', '短评打分': 5}
{'短评内容': '不错，很方便，推荐！', '短评打分': 5}
{'短评内容': '不错的酒店，值得推荐。\r\n', '短评打分': 5}
{'短评内容': '房间比较大，光线也不错，就是位置偏僻了点', '短评打分': 5}
{'短评内容': '很满意~', '短评打分': 3}
{'短评内容': '公务出差推荐', '短评打分': 5}
{'短评内容': '很好很强大~', '短评打分': 5}
{'短评内容': '值得一住!!!', '短评打分': 3}
{'短评内容': '整體感覺非常好, 樓下有洗衣店, 超市! 挺方便的!!!!', '短评打分': 5}
{'短评内容': '非常干净舒适，性价比很高', '短评打分': 3}
{'短评内容': '很安静 很干净 所以代价就是地点离市中心太远\n', '短评打分': 5}
{'短评内容': 'nice, clean and comfortable, good place to stay', '短评打分': 5}
{'短评内容': '很不错的酒店，位置有点偏，设施很完善，景色也很漂亮，很满意', '短评打分': 5}
{'短评内容': '干净，服务态好，离海边较近，步行10分钟就到。总体感觉不错。', '短评打分': 5}
{'短评内容': '服务好~环境也不错~前台的MM很漂亮！！！！！！', '短评打分': 5}
{'短评内容': '第一次去烟台，这个小酒店感觉还不错，比较干净，楼下超市、饭店都有。离海边1000米左右吧。没感到有什么不好的地方，下次还来！', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '很新', '短评打分': 5}
{'短评内容': '有浴缸，没有办法淋浴，感觉卫生状态一般，不推荐。', '短评打分': 1}
{'短评内容': '值得推荐的经济型酒店，地热效果很ok', '短评打分': 5}
{'短评内容': '卫生不错，服务业不错，就是最后出现意外，希望入住的朋友检查下房间内的设施是否全。最后结账发现浴室内少了一条地锦，被逼叫了30元。希望入住该酒店检查下在入住', '短评打分': 1}
{'短评内容': '很好很舒适~', '短评打分': 3}
{'短评内容': '服务态度比较好;但是卫生间的设计稍有不合理,没办法搜集落地的水,造成卫生间半个地面都是积水;早餐一般,选择性比较少;加州小厨的味道实在不敢恭维,真是我吃过最差的,希望能尽快改良!!!', '短评打分': 5}
{'短评内容': '窗帘太薄，遮光性能不好，早上很早就太亮了', '短评打分': 5}
{'短评内容': '除了位置有点偏僻，别的都很满意呢，住的豪华标准间，还有浴缸，都很干净舒服。冰箱和微波炉没大用，下次还会去。', '短评打分': 5}
{'短评内容': '很好很舒适~', '短评打分': 5}
{'短评内容': '除了地理位置偏了点外  其它都不错  性价比很高 ', '短评打分': 5}
{'短评内容': '性价比很高的一个酒店,虽然位置不在市中心,但对于有车的旅行人还是很方便的,购物,医药,餐饮都很方便,房间很干净,采光也好', '短评打分': 5}
{'短评内容': '旅游度假理想之选', '短评打分': 3}
{'短评内容': '酒店不错,性价比高', '短评打分': 5}
{'短评内容': '酒店很温馨~ 值得推荐！！', '短评打分': 5}
{'短评内容': '前台服务很好', '短评打分': 3}
{'短评内容': '前台服务很好', '短评打分': 5}
{'短评内容': '什么都非常满意', '短评打分': 5}
{'短评内容': '酒店很不错，还有早餐。', '短评打分': 5}
{'短评内容': '不错，就是开窗的时候，窗户上的把手自己就断了，太脆弱了。可能是冬天天气太冷的原因吧。', '短评打分': 5}
{'短评内容': '靠近海滩，环境安静，就是酒店隔音不好，隔壁有动静能听到。总之是出去游玩住宿的首选。', '短评打分': 5}
{'短评内容': '值得一住的酒店', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店总的来说还可以，服务，硬件和地理位置都还行，价格能接受。', '短评打分': 3}
{'短评内容': '挺不错的一家酒店', '短评打分': 5}
{'短评内容': '酒店很新很干净，服务也不错，值得推荐。只是洗澡水时冷时热，稍有遗憾！以后去烟台还会住这家酒店的。', '短评打分': 5}
{'短评内容': '挺不错的一家快捷酒店。\r\n', '短评打分': 5}
{'短评内容': '挺好的,以后还会住', '短评打分': 3}
{'短评内容': '什么都可以,就是房间有点简单,家具单薄,服务员早晨开门的时候把房间门给开坏了,呵呵', '短评打分': 5}
{'短评内容': '干净舒适，服务很好。就是位置不在最繁华的地方，首次入住订的普通的房间，居然还送豪华房，值了。', '短评打分': 3}
{'短评内容': '干净卫生，设备完好，以后去烟台就住这里了。', '短评打分': 5}
