{'descr': '好的', 'star': 5}
{'descr': '莫泰168外滩店到外滩确实很近，在这个地段价格也实惠感觉不错今天又订了5号入住的一间208元的房', 'star': 3}
{'descr': '酒店位置不错，出行方便，就是无线网，怎么都上不去', 'star': 5}
{'descr': '该店性价比不错。', 'star': 3}
{'descr': '交通方便，干净舒适，下次去上海还住这酒店。', 'star': 3}
{'descr': '酒店太残旧  房间很小 空气光线不好  地毯破旧  楼层服务差  不建议前入住', 'star': 3}
{'descr': '房间位置很好，离外滩非常近，走路最多十分钟就到和平饭店了。但是房间太小，通风采光都不太理想，白天像黑夜一样，至少我住的这个265的房间就是这样，。不过看着上海的物价，和外滩这个地方，这个价格应该还算过得去吧。', 'star': 5}
{'descr': '服务很好..环境幽静..下次去还要住那边', 'star': 5}
{'descr': '朋友来玩帮订的，离步行街近，交通方便。。。。。', 'star': 5}
{'descr': '房间比想象中大，就是晚上回来的时候在门缝看到了不良小卡片···', 'star': 5}
{'descr': '挺好的 交通方便,就是有点旧旧的  其他的都没什么', 'star': 5}
{'descr': '交通的确方便，上海人的服务态度不要要求太高，全国是出了名眼睛长到额头的，如果受不了就别订这里，房间是小了点，但这价格在上海这地段还是可以接受。', 'star': 5}
{'descr': '交通方便，临近2号，10号地铁线，上海人的态度就不要要求太高了，房间小了点，但这价格在上海还是可以接受的。', 'star': 5}
{'descr': '地理位置非常好  就是7楼设施陈旧   无线网络信号很差', 'star': 5}
{'descr': '房间非常小～～～～～～～～～～～～～～～', 'star': 1}
{'descr': '位置不错，特价房隔音不好，旁边房间的弟弟妹妹晚上很卖力！', 'star': 3}
{'descr': '很宽敞很大 就是被蚊子叮了一下  感觉 挺好的价格不便宜呀', 'star': 5}
{'descr': '离外滩什么的都很近，环境很好，服务也好，总体来讲还不错，', 'star': 5}
{'descr': '位置不错, 房间显陈旧, 服务态度不错, 我帮两个老外朋友预订的, ', 'star': 5}
{'descr': '是我目前住过的酒店中最差的。比之速8，汉庭差远了，连7天都比它好。房间小，窗户小，电梯也小。最让人不舒服的是服务态度差，根本就没有楼层服务。服务员好像没睡醒似的。问前台要吹风，说都借出去了。也不做任何努力。声音平坦，没有一点热情。其他客人总不会用一个吹风用一晚上。隔壁的客人晚上十二点还在喝酒划拳，告诉前台，他让我们去敲隔壁的门。总之，我们以后再不会住MOTEL168，哪怕其他地方的连锁店不错。', 'star': 1}
{'descr': '特价房…在七楼…看到东方明珠…感觉还是不错的…', 'star': 3}
{'descr': '位置很好！交通方便！周边设施好，去外滩、南京路很方便，地铁站也就在附近', 'star': 5}
{'descr': '酒店很安静,离外滩很近,步行10分钟左右就到了,就是酒店大门比较小,需要好好找才能找到. ', 'star': 5}
{'descr': '优点：\n1.酒店位置离地铁走路大概2、3分钟。\n2.酒店出门右手过马路有一家小笼包好吃。\n缺点：\n1.酒店房间的床单被褥上面都是印记，开始叫换说白色的床单洗久了都是这样（那为什么七天怎么没有这个问题呢？）后续坚持要求换才给换掉，换了以后效果稍微好点。\n2.相同价格建议可以选择住豫园或者城隍庙附近的酒店，到南京路也是很近的。', 'star': 5}
{'descr': '酒店價格不錯，就是太舊了', 'star': 3}
{'descr': '较其他168环境较差，安全问题也存在。地理位置倒是很好', 'star': 1}
{'descr': '  一般般··· 房间比想像中矮··· 其它莫泰都不矮··', 'star': 5}
{'descr': '酒店的地理位置不错，但是员工的服务态度不好。而且宾馆内的设施较为陈旧，使人感到不舒服。', 'star': 1}
{'descr': '酒店房间设备太旧，卫生几乎没打扫过，但去外滩很近，购物也不便。', 'star': 1}
{'descr': '酒店地理位置非常好，去外滩.南京路.城隍庙非常近。就是酒店有些陈旧.整体面积有点小.卫生还可以.对住宿要求条件不是很高的还可以。', 'star': 5}
{'descr': '还可以。就是网络不稳定，经常出现网络掉线，无法传输邮件', 'star': 5}
{'descr': '服务态度还行吧，没怎么接触，房间地板比较脏，蹲下找东西在地毯上摸了一堆粘呼呼的东西，不知道是啥，恶心得很。\n临走的时候落在枕头旁边一支小手电筒（我习惯把手电筒放在枕边，晚上起夜用起来方便），打电话回去问，都说没见过。所谓“筒友”我只能希望捡到的人好好珍惜吧，别浪费了。可惜是绝版，厂家停产已经再买不到了。', 'star': 1}
{'descr': '只能说还可以，貌似是顶层阁楼…', 'star': 3}
{'descr': '酒店就在南京路附近远远看过去还窃喜地理位置好，可入住后对房间大失所望，酒店前台说我订的是特价房，在7楼，电梯只能到6楼，自己再从安全出口走到7楼，感觉怪恐怖的。不舒服要多一张被子，服务员拿的被芯上有好多头发。', 'star': 1}
{'descr': '住的特价房，在顶层，房间太矮了，床单和被罩上有血迹，只有地理位置比较便利！特价房订的时候207，但是到店后说是要根据他们当日房价作出调整，一共住了两天，第二天又多加了钱！在别的酒店从来没出现过这种情况', 'star': 1}
{'descr': '地理位置不错 ！离外滩和南京路很近，离地铁也很近，交通方便。订的双标房，还给免费升级到了商务房，不错！', 'star': 5}
{'descr': '地方离外滩很近，是在一栋老楼上面的。设施个方面一般般~感觉比其他的连锁酒店稍微差那么一点点~不过总体还算ok', 'star': 5}
{'descr': '离外滩近，为游客提供了旅行的方便，但是房间有点小，隔音效果不好，影响睡眠。', 'star': 5}
{'descr': '房间偏小但可以理解。除了这一点，总体感觉很好，交通便利，必须好评！', 'star': 3}
{'descr': '离外滩很近 前台的MM很热情 升了一个豪华标间 房间挺宽敞的 就是窗户有点小窄窄的一条 ', 'star': 5}
{'descr': '唯一的优点就是离外滩和南京路很近，酒店房间很陈旧，墙皮剥落，卫生条件一般，第一天冲凉时发现淋浴房里有上个客人留下的长长的头发，可见卫生做的很马虎。最难以忍受的是房间里没有上网的网线，无线信号极差，住了两天只有上午连上一次。只好退房另找了附近的宾馆。适合上了年纪不上网的人住', 'star': 1}
{'descr': '小住不错！长住受不了~浴室灯管有些暗~床不是很舒服，但是离地标性建筑都很近！', 'star': 5}
{'descr': '离外滩步行也就5分钟，离南京路也很近，附近有很多不错的馆子，姥姥家，南麓都不远~而且出手整治了小广告！不错！但是房间不新，不建议长住', 'star': 5}
{'descr': '这个酒店太差了！服务态度还不好！房间还小，卫生也不好', 'star': 1}
{'descr': '总的来说，感觉不是特别干净，设施略显陈旧。', 'star': 1}
{'descr': '门脸不大，入住的客人很多，房间内的卫生还好。临近上海外滩，这样的价位应该可以接受。', 'star': 5}
{'descr': '房间很小，封闭性还不错，墙体之间不是隔板。200多元在上海已经很便宜了。', 'star': 1}
{'descr': '我觉得设施有点陈旧，光线不是很好，地理位置还好。', 'star': 1}
{'descr': '一年前住过，这次去上海还是选了这一家。感觉没以前那么好了！设施也比较旧了。住的是7楼的特价房，隔音效果很不好，早上很早外面的声音听得一清二楚，休息得不是很好，地理位置相对来说还是好的。', 'star': 5}
{'descr': '，非常方便，旁边有两个物美价廉饭店，到南京路步行街100米，到外滩200米。', 'star': 3}
{'descr': '恩不错的酒店！离外滩相当近！而且住着也很舒服！强烈推荐！这个价格值！', 'star': 5}
{'descr': '挺好的，离外滩和地铁都挺近的。只是大堂电梯不太方便。而且房卡只能一张。总体来说还是不错的。', 'star': 5}
{'descr': '位置好，出行方便，适合旅游居住，今后还会考虑。', 'star': 5}
{'descr': '酒店的位置非常好，脑中取静，离外滩和南京路步行街，还有地铁站都比较近，就是酒店的卫生需要再加强点！服务还行.', 'star': 5}
{'descr': '  门面太小  订的商务大床房差点被骗', 'star': 3}
{'descr': '在那么靠近南京路的地方  性价比非常高  床也很大很干净  非常不错~~赞一个', 'star': 5}
{'descr': '位置不错，就是服务有点马马虎虎。不过价格合理，可以值得考虑。', 'star': 5}
{'descr': '地理位置很好，紧挨着地铁\n虽然房间有点小，不过这个价格在上海能住到位置这么好的已经很不错了', 'star': 5}
{'descr': '这房间太小了，意外的小。', 'star': 3}
{'descr': '地理位置很好啊。很方便！', 'star': 3}
{'descr': '地理位置太好了，其他的就不管了，总体还不错！', 'star': 5}
{'descr': '地段好离外滩、南京路都近。房间不大，但干净整洁。前台工作人员挺好也高效。', 'star': 3}
{'descr': '环境不错，位置离地铁站很近', 'star': 3}
{'descr': '＋感觉很差，订了房间六点才check in,但是卫生还没搞好，然后打扫阿姨匆匆走了，房间很小，check in很慢', 'star': 3}
{'descr': '酒店环境不错，位置好。', 'star': 3}
{'descr': '酒店的交通位置不错，但是。订的特价房在7楼，就有点不咋样了。\n\n走道低，还得防止撞头，房间小，光线差。晚上还有人从门缝塞小广告进来。', 'star': 1}
{'descr': '第二次住了，房间偏小，但很安静，坐2、10号线方便，打车也不成问题', 'star': 5}
{'descr': '1. 地理位置超好！距外滩就是2分钟，第一次住但是很好找。\n2. 距离南京路步行街也只有5分钟以内\n3. 前台服务非常好\n4. 因为没有特价房所以免费升级大床房，房间非常干净，而且房间一股淡淡的香，非常注重细节，很喜欢！有窗户也不会很闷。晚上也很干净', 'star': 5}
{'descr': '房间空间不大 但是位置很好 出门走不远就是外滩 ', 'star': 5}
{'descr': '住了个大房床，房间不大，卫生间灯坏了，黑乎乎的，墙上脏了有脚印也没有处理，', 'star': 1}
{'descr': '離外灘和南京路都很近，因為到店比較晚了，還給了更好的房間！', 'star': 5}
{'descr': '房间还可以…挺不错的。就是房间里面没有电吹风…', 'star': 3}
{'descr': '如果自己开车千万不要住这家店，停车3小时55元。。。停一晚又能开一间房了。', 'star': 5}
{'descr': '就去外滩方便而言。。。这个位置可以。。。。环境很一般／／／／／／／／／／／／／', 'star': 5}
{'descr': '地段好，环境过得去。去上海玩的话强烈推荐入驻', 'star': 5}
{'descr': '性价比不错，酒店也干净，前台服务挺好的，我们离店了还帮我们存包。地理位置挺好的，相当于北京的王府井那种位置，值得推荐~', 'star': 5}
{'descr': '房间设施比较旧，不过地理位置好，离南京东路步行5分钟，外滩也就是四五分钟距离，很方便！', 'star': 5}
{'descr': '给我们的是阁楼改装的，比较低落矮，房间比较旧，还算干净。', 'star': 3}
{'descr': '除了离外滩近一点，设备陈旧房间又更小。', 'star': 3}
{'descr': '位置很好，离外滩和南京路都很近，地铁也很方便，出门就有豪享来，早上有粥很方便，很不错', 'star': 5}
{'descr': '给我安排了7楼，当时前台就说电梯只到6楼，需要走一段。我想这也没什么，哪知道，七楼是加盖的一层，房间不到2米的层高，我这个不到一米八的人，都觉得怕碰到头。房间的空调就是一个拖拉机，不开，房间嫌冷，开了，吵死了，根本睡不着。还有，卫生间和卧室床之间居然有个透明的玻璃，这个创意真的很弱智，透明是为了什么？是给家人直播洗澡的过程吗？很不舒服！', 'star': 1}
{'descr': '地理位置就在外滩边上  但是环境不是很好 有点旧了  还算干净', 'star': 1}
{'descr': '不错不错，想去的地方都比较近，下次还是回去的', 'star': 5}
{'descr': '环境一般，设施也过的去，没有想象的好', 'star': 3}
{'descr': '优点：位置非常好，去外滩、豫园等地方很近，出行方便。卫生间热水给力这也很重要。电视电脑一机两用很独特。\n缺点：房间太小了（俺图便宜定的特价房）呵呵，毛巾等陈旧了，空调温度可以就是声音大太吵了。\n结论：旅游暂住性价比很高，推荐。', 'star': 5}
{'descr': '住了几天，还可以', 'star': 3}
{'descr': '酒店的位置非常好，靠近南京路。客房服务也不错，第一天的空调很吵，反应了马上换了一间房，而且能在房间看见东方明珠。就是空调真的很吵', 'star': 5}
{'descr': '超级迷你大床房。。。。房间实在是太小了。。。简直让人无语。。难道上海人真这么小气？', 'star': 1}
{'descr': '还可以吧，定的家庭房，床挺大的。', 'star': 3}
{'descr': '1、靠近外滩和南京路，挺方便；\n2、订的168特价房，感觉还行；\n3、前台在2楼，建议乘电梯上去；\n4、7楼走廊不高，有点压抑，个高的不方便；还有，电梯只到6楼；\n5、168特价房卫生间木有梳子、木有香皂；网速不咋滴；\n6、总体而言，这个价，过得去', 'star': 5}
{'descr': '酒店真的很不错，很方便，真的很满意，很谢谢这个网站！', 'star': 3}
{'descr': '住的特价房，看起来是在楼顶自建的类似阁楼的房子，屋子面积和一般大床房小点，高度矮很多，估计也就不到2米吧。但地理位置不错，离南京路和外滩都挺近，168也还算可以吧。', 'star': 5}
{'descr': '酒店位置很好，步行外滩只要5分钟，值得下次再次入住。', 'star': 5}
{'descr': '环境很差，在7楼，楼层太矮了，腰都直不起来。而且服务员的态度极差，下次就是露宿街头也不住那里了。、！', 'star': 1}
{'descr': '这家酒店离南京路有3分钟路程，离外滩有8分钟路程。地理位置不错。酒店前台在2楼，挺温馨的。酒店旁边有超过5个便利店，有超过5家吃饭的地方。出酒店往右走3个路口，有家上海名小吃“小杨生煎”，味道特别棒！！！', 'star': 5}
{'descr': '酒店位置较好！去周围都方便！下次到上海还去住宿！', 'star': 5}
{'descr': '服务不错，但是酒店设施老旧~~房间空凋竟然在床头悬挂着，噪音很大~~', 'star': 1}
{'descr': '位置好，离外滩，南京路步行街，城隍庙都不远。离地铁站也不远。价格公道，房间干净，设施齐全。以后还会选择这家酒店。', 'star': 5}
{'descr': '出行方便，离外滩、南京路、地铁都很近，附近有好几家小吃店,网速也还可以.就是房间设施比较陈旧，卫生一般，房间隔音差，色情小广告多.', 'star': 5}
{'descr': '经济房确实太经济了  头被屋顶撞了好几次', 'star': 1}
{'descr': '很方便的地方', 'star': 3}
{'descr': '环境差，服务态度只能总恶劣来形容！这家莫泰真的很让人失望', 'star': 3}
{'descr': '地理位置很好，离南京路、外滩都很近。\n服务质量不错。\n总体满意。', 'star': 5}
{'descr': '蛮好的，离南京路和外滩很近。以后到上海还会光顾的。', 'star': 5}
{'descr': '大床房太小了，浴室里的洗漱工具也不齐全，都没梳子', 'star': 1}
{'descr': '还不错！很干净？在楼顶的天台就能看到东方明珠', 'star': 3}
{'descr': '具垃圾的酒店，确实是无法形容的垃圾。具垃圾的酒店，确实是无法形容的垃圾。', 'star': 1}
{'descr': '环境很差，很脏，电源插座和电吹风还有椅子和空调都是坏的，枕头和床单都黑了', 'star': 3}
{'descr': '环境不错，而且位置很好，出门步行十分钟左右就是南京路步行街，很不错的酒店。', 'star': 5}
{'descr': '建筑很有老上海的气息，离外滩、南京路相当的近，步行五分钟就到了。\n房间很温馨，床很舒服。\n唯一的遗憾是有点小嘈杂……\n不过不影响睡觉', 'star': 5}
{'descr': ' 主要离地铁近，出行十分方便。还有就是风景还好。', 'star': 3}
{'descr': '酒店位置不错，离南京路近在咫尺，就是这个宁波路是条小街。房间还算ok，临时住住没问题的。', 'star': 5}
{'descr': '一直都喜欢住莫泰，喜欢他的装修风格，感觉很温馨', 'star': 5}
{'descr': '整个酒店的面积不会超过7平米，还吹牛说有16平，条件也太一般了。', 'star': 1}
{'descr': '地理位置还不错，不过酒店有点老，是以前的老房子改的 总体还不错', 'star': 5}
{'descr': '莫泰168外滩店的位置优越，服务热情周到！', 'star': 5}
{'descr': '酒店卫生不够好', 'star': 3}
{'descr': '优点：出行、出游方便，离外滩、南京路、地铁2号10号线都很近，附近有几家小餐馆，吃饭也不算贵，网速能保持1M。缺点：房间太小，我觉得可能不足10平方，设施比较陈旧，卫生一般，住了三天，拖鞋就没给换过新的，房间隔音差，色情小广告多。总结：黄金路段这个价格住还算将就。', 'star': 5}
{'descr': '位置非常好，白天可以逛南京西路，晚上看外滩夜景', 'star': 5}
{'descr': '感觉酒店有点老旧。', 'star': 3}
{'descr': '经济实惠，距离外滩很近，朋友们来上海旅游都住这里', 'star': 5}
{'descr': '挺好的，方便快捷，可以推荐朋友，就是房间有点小。', 'star': 5}
{'descr': '这家酒店在几年之内我已经来过三次。第一次入住了后，我后悔了，但是需要办事，只能住这里。第二次预定后来到这里与第一次比较没有变化，我立即不办入住了，退了订单。这次是第三次来这家酒店。没有办法，因为需要办事的单位离这里很近，只有委屈求全了。但是明早我一定退房，换一家酒店。存在的问题：几年内连续来这里没有发现有变化，没有检修，墙壁坏损，卫生间陈旧黑暗，3个灯泡坏了2个，网线不好用。拜拜了，莫泰168酒店', 'star': 1}
{'descr': '还行吧，离外滩比较近，其他方面一般了，出个差，住几晚的还行，档次不是很高。周围饮食还是挺方便的，', 'star': 5}
{'descr': '地点好,房间设备挺好,比一般商务酒店好,但走道卫生较差', 'star': 5}
{'descr': '房间不隔音', 'star': 3}
{'descr': '还可以，价格比较便宜，交通也很方便,有机会还去', 'star': 5}
{'descr': '位置很方便，吃饭也还方便，地铁不算远，只是门面很小', 'star': 5}
{'descr': '酒店太霉', 'star': 3}
{'descr': '出差住店首选！值得推荐', 'star': 3}
{'descr': ' 交通方便，装修旧了些，网络速度慢', 'star': 3}
{'descr': '酒店房间很干净，离着外滩也近，附近交通方便，价钱也合适，很好，以后去上海还会选择这里。', 'star': 5}
{'descr': '交通便利；各方面多不错。服务员的三好一满意态度。不错', 'star': 5}
{'descr': '位置较好，处于上海外滩商圈，出行方便，但房间卫生环境不佳，床单上有不明斑点，噪音污染较少。', 'star': 1}
{'descr': '我预定的是莫泰168，进去一看是莫泰268 酒店也有山寨的？？？？', 'star': 1}
{'descr': '地理位置好,紧邻外滩,步行街,地铁,下次来上海还要选这里', 'star': 3}
{'descr': '地段好，离外滩、南京路步行街、豫园都可以步行到达，房间小，住的7楼，电梯只能到6楼，行李还要自己扛着上一层，房间设施老旧床上用品已经发黄了，感觉不干净。前台服务态度还好，就是早上门外有服务员大声说话，影响休息。仅供参考，要是我下次不会住那了', 'star': 1}
{'descr': '房间陈旧、有异味；管理有问题，黄舍卡片一天塞进20张；早餐太简单。酒店位置还可以。', 'star': 1}
{'descr': '己入住', 'star': 3}
{'descr': '地理位置还行，离南京路和外滩都比较近。不过洒店前台态度巨差，拉拉个大脸，像欠他钱似的。跟他们说话心里就堵的慌！！！', 'star': 1}
{'descr': '位置确实很好，到外滩 南京路都很近，楼下吃生煎和小笼包的地方也近，缺点就是特价房很小，很不好。。。。网速还是挺快的~', 'star': 5}
{'descr': '位置不错，离步行街和外滩都挺近，房间挺干净舒适，在这个地段非常划算', 'star': 5}
{'descr': '房間老舊又小,隔音不夠,但有免費無線上網', 'star': 1}
{'descr': '交通方便，就在10号地铁站附近，走路也就五分钟，同时在地下稍走远一点，还可乘地铁2号线。离豫园很近，坐一站地铁也行，直接走过去也行。去外滩只有10分钟的路，白天玩外滩，晚上正好逛南京路。房间条件较陈旧，不过相对价位来说也就无可挑剔了。', 'star': 5}
{'descr': '是朋友推荐的，但是去的时候洗手间的抽水马桶坏的，一直在有水声。不过对面的酒楼吃东西便宜实惠味道也不错。', 'star': 5}
{'descr': '酒店地理位置很好，离外滩、周边景点、地铁都很近，环境不错，卫生，晚上睡觉不吵。', 'star': 5}
{'descr': '地理位置很好 住的顶层 晚上能看到上海的风貌 不错 就是房间很低  我老公185的个子感觉都要撞到天花板了 ', 'star': 5}
{'descr': '位置不错，离步行街和外滩都挺近，房间挺干净舒适，在这个地段非常划算', 'star': 5}
{'descr': '莫泰168酒店豪华商务大床没有电脑叫什么豪华商务呀。', 'star': 3}
{'descr': '好地点挺好的。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '很好的地理位置，离地铁也很近，外国朋友觉得很好', 'star': 5}
{'descr': '除位置好，我就说不出有啥好的。房间小而旧，感觉不舒服', 'star': 1}
{'descr': '还好,有点旧', 'star': 3}
{'descr': '上海外滩莫泰大床房,房间太小,连转身都转不过来,前台服务太差.隔音效果很差,走廊说话听得很清楚.一点都不值258元.更恶心的是,从门下面塞进来一堆按摩小姐的电话!', 'star': 3}
{'descr': '地理位置挺好，价位还可以接受，就是网速太慢啊，不适合商务人士，花点钱升升宽带速度能亏多少哦', 'star': 5}
{'descr': '还行，地理位置比较方便，但是房间在顶层的阁楼，有点矮。', 'star': 3}
{'descr': '服务很好，环境也不错，交通十分方便，感觉很满意！！', 'star': 5}
{'descr': '环境好 交通便利', 'star': 3}
{'descr': '房间不错,干净,值得信赖', 'star': 3}
{'descr': '地方小小的,还算整洁,设备一应俱全,没有什么异味,交通便利,地段蛮好的.不过不是情侣的请注意了:通过卧室是可以看到卫生间里的淋浴间的,有一块玻璃哦!卧室从前台要了报纸和胶带贴上的.\n这个性价比在这边是合理的,经济快捷,推荐一下.', 'star': 5}
{'descr': '只想告诉大家这店不好，干嘛要至少要写50字才能提交。\n这店位置不错，不过店里味道很难闻。\n房间的空间狭小。', 'star': 1}
{'descr': '离外滩很近，酒店招牌很大，容易看见容易找。大堂设在二楼，很小。前台服务员的态度较差，可能入住率不错，去前台办理手续时，总见有人开房退房，前台也没太多时间搭理你，更别说热情笑脸服务了。订的是特价房，在6楼通道的最后一间，房间不大，但感觉比较干净整洁，房间不邻街道，比较安静。电视机旁的桌子上有鼠标键盘，底下是上网装置，只是出来游玩没带电脑，对于出差办公人士倒是比较方便。\n房间隔音不好，不过似乎是很多酒', 'star': 5}
{'descr': '住宿环境不怎么样，味道很难闻，凑合住吧', 'star': 3}
{'descr': ' 比想象的差', 'star': 3}
{'descr': '地理位置很不错，出行很方便。去南京步行街，外滩都很快。。房间不大，不过地点相当好，卫生间很漂亮很干净。', 'star': 5}
{'descr': '总的来说还算不错，离闹区也很近。价格也可以接受~不过订的是特价房，所以房间有点小。卫生，交通都算是不错。', 'star': 5}
{'descr': '很满意', 'star': 3}
{'descr': '很久才点评，总体还好。住的顶层，没想到电梯不到，最后一楼还要自己走楼梯上去，整栋楼有点旧，不过房间内设施还好。', 'star': 5}
{'descr': '最好提供一次性小香皂。呵呵……', 'star': 3}
{'descr': '房间太小,一次性拖鞋竟然有一双是黑的,由于门面太小,不太好找,服务态度不是很好,第一间房间的门竟然开不了,还有人往房间里面塞小广告', 'star': 1}
{'descr': '地理位置很不错，出行很方便，我住的是特价大床房，条件还可以，对得起这个价格。', 'star': 5}
{'descr': '位置好，价格是最好的了。旅游的人士如果不是太挑剔，住个一两天没问题。', 'star': 5}
{'descr': '地理位置好，环境设施一般。我在网上定的大床258 和我后来订的 208的特价房怎么一样的啊。感觉之前住的258的房子像被骗了似的', 'star': 5}
{'descr': '一如往常的好，不错。只是早餐简单了些。下次还能选择这里。', 'star': 5}
{'descr': '地理位置极好 一开始给我们安排了6楼最后一个房间 最里面一个 那个房间挺阴暗的 不想住那里 后来和前台的人商量 给我们换了一间房 还算不错的 就是环境很好 去哪都方便 地铁很近', 'star': 5}
{'descr': '优点：1）地段优势明显，地处外滩、南京路、豫园、城隍庙等景点；2）交通便利，有地铁2号，10号线到达，10号线出口离酒店较近。3）旅店7楼有早餐提供，较便利。\n缺点：1）酒店设施不是太新，不是中央空调，空调声音较大；2）地板不平整，有洞；3）房间内照明设施不是太好，有的灯坏了不及时维修；4）酒店内小广告发放，至于内容你懂得，让人感觉不太安全啊。\n总的来说，在黄金地段有这样的设施与价格已经是不错了，', 'star': 5}
{'descr': '房间不大，不过地点相当好，卫生间很漂亮很干净。', 'star': 5}
{'descr': '此次出行最大败笔，就是订了这家饭店，空调很响，有窗和没窗一样，窗在房子的角上，屋里很潮湿', 'star': 1}
{'descr': '  还不错\r\n', 'star': 3}
{'descr': '房间太小了，服务态度也不好，就是地理位置挺好的，不建议去住', 'star': 1}
{'descr': '该酒店位置和服务都很好，唯一的遗憾就是电梯只到6楼', 'star': 5}
{'descr': '条件一般，但还能接受，地点很好，去外滩，南京路，地铁都很近，出行很方便。', 'star': 5}
{'descr': '楼很旧，房间很小，但很卫生，舒适！', 'star': 3}
{'descr': '有点奇怪，预定是168，入住是268，都不知道有没有被骗，整体感觉还好，地理位置相当好，去南京步行街，外滩都很快。', 'star': 5}
{'descr': '环境一般', 'star': 3}
{'descr': '位置佳，临近地铁站，交通便利，可步行至城隍庙小吃街。', 'star': 5}
{'descr': '环境不错！就是进了房间还没有打扫好！', 'star': 3}
{'descr': '地理位置很不错，离外滩很近，周边吃饭也很方便。', 'star': 5}
{'descr': '房间比较小，但是去哪里都比较方便，靠近外滩和地铁站\n旅游的朋友们很适合', 'star': 5}
{'descr': '紧挨地铁站，外滩，南京路，地理位置很好。', 'star': 3}
{'descr': '整体说还可以吧，网络无线的，信号太差了点。\n', 'star': 5}
{'descr': '房间有点小不过看起来还算干净温馨 价格还算可以 走廊地板需要修了。。。服务什么都还算不错', 'star': 5}
{'descr': '好： 离步行街很近，卫生还算可以，如果是去游玩的话可以选择；\n不好：离地铁口有点远，与同等价位的酒店比较，装饰环境有点差，而且浴室里毛巾就只有一条(双人标准间)；', 'star': 5}
{'descr': '交通方便，房间也还不错，住的特价房也还是有窗户的，很好，下次还会选择这里！', 'star': 5}
{'descr': '酒店太旧了，房间很小，床上有小虫子，就是位置好，在市中心购物很方便', 'star': 1}
{'descr': '交通很方便', 'star': 3}
{'descr': '感觉不错，舒服', 'star': 3}
{'descr': '离外滩，南京路也近，但房间很差，房价也贵。', 'star': 3}
{'descr': '环境一般，还掉墙皮，床小屋矮，房间设备服务不齐全', 'star': 1}
{'descr': '还算可以。', 'star': 3}
{'descr': '   酒店太小咯！', 'star': 3}
{'descr': '地段非常好，里地铁200米不到的距离。酒店干净清爽，房间也不算小。不过订的231房间空调噪音绝对能让你一夜无眠，所以夏天去这家宾馆尽量避开这个房间。沿街双层玻璃，隔音效果非常好。前台服务态度还算不错~价格因为是淡季，也算给力了！', 'star': 5}
{'descr': '6楼无窗的特价房，空气不是很好，有窗的还是可以的', 'star': 5}
{'descr': '已经住下', 'star': 3}
