{'短评内容': '不错的，第一次住，离客户比较近，交通还算比较方便！', '短评打分': 5}
{'短评内容': '房间挺干净，环境不错，不过浴巾貌似很旧了，没有浴缸比较不足', '短评打分': 5}
{'短评内容': '已经4月份了，酒店以中央空调为由不提供冷气，房间温度很高，一晚上都没睡好。而且，说是5星豪华，实际上设施很差，拖鞋打开一股异味 连3星都比不上 可能比好一点的快捷酒店还要差', '短评打分': 1}
{'短评内容': '酒店不错 房间有点小 总体可以的', '短评打分': 3}
{'短评内容': '酒店还不错 就是定了以后去了说没有定 搞的很不爽', '短评打分': 5}
{'短评内容': '酒店地理位置便利，装修很不错。推荐！', '短评打分': 3}
{'短评内容': '五星级这个价物超所值！很干净，隔音很好！', '短评打分': 5}
{'短评内容': '房间的床还是蛮舒适的。缺点就是不够干净，浴巾和毛巾太脏！', '短评打分': 5}
{'短评内容': '总体不错 前台服务员要再培训', '短评打分': 3}
{'短评内容': '环境不错。干净整洁。就是空气太干燥了。应该考虑放加湿器。整体来说还不错。前台服务不敢恭维。', '短评打分': 5}
{'短评内容': '不错，就是房间小点！', '短评打分': 3}
{'短评内容': '一切都好，但房间灰尘较多。服务员对请勿打扰的提示灯视而不见，这点希望完善。', '短评打分': 5}
{'短评内容': '感觉不错地方稍偏', '短评打分': 3}
{'短评内容': ' 整体感觉不错', '短评打分': 3}
{'短评内容': '酒店干净卫生，房间很整齐，浴缸很喜欢。下次还住在这里', '短评打分': 5}
{'短评内容': '每次到北京都住这家酒店，价格是不断的涨，但是卫生和服务很好', '短评打分': 5}
{'短评内容': '很喜欢这个酒店，干净卫生，服务员服务好。', '短评打分': 5}
{'短评内容': '非常好的酒店喜欢哦~~ 以后会推荐家人和朋友入住 干净又舒适价格也非常合理 good 很不错呢', '短评打分': 5}
{'短评内容': '北京长白山国际酒店地理位置很好，交通方便，我是从南站坐地铁过去的，不存在堵车现象，出地铁站几分钟就到酒店啦，很好找。星级酒店商务可以旅游就不必了，价格贵。从房间就可以看见鸟巢很好。', '短评打分': 5}
{'短评内容': '酒店房间虽然不大，但还蛮温馨，游泳池是没有的，还在建设中，酒店门口的早点小吃还是很实惠的。', '短评打分': 5}
{'短评内容': '酒店设施和服务都不错，但是住宿停车还收费有点说不过去，钱不多10元 但是让人心里不太舒服。', '短评打分': 5}
{'短评内容': '多次入住，春节期间网络价格有优势，2月份价格偏高。', '短评打分': 5}
{'短评内容': '超值的五星酒店，干净，高档。下次还会选择这里。', '短评打分': 3}
{'短评内容': '酒店硬件设施很好。\n服务还需完善。比如服务员在不确定房间是否入住客人的情况下就冒然开房间。', '短评打分': 5}
{'短评内容': '春节放假期间，服务员较少，可以理解,2月份价格恢复后，网络价较高', '短评打分': 5}
{'短评内容': '第二次住了已经，还是很不错的，服务到位，住着很舒服', '短评打分': 5}
{'短评内容': '春节期间价格有优势，房间内的绿茶和菊花比大多数酒店的茶包要强很多', '短评打分': 5}
{'短评内容': '一直都很喜欢这个酒店，服务很好，二楼的菜很有东北特色。', '短评打分': 5}
{'短评内容': '  酒店房间不错很舒服，就是餐厅太少，一会议就没地方，周边餐厅又不多。', '短评打分': 3}
{'短评内容': '干净舒适,交口称赞,交通线方便,价廉物美,饭菜也好.值得!', '短评打分': 5}
{'短评内容': '你们让我说什么，住你们家酒店，停车居然还要收过夜费，就10元你们至于嘛？？？你们配五星级吗？有脸没脸？？？什么玩意？', '短评打分': 5}
{'短评内容': '服务高效热情，每天都会送迎宾水果。但对请务打扰的提示灯好像无提示作用。', '短评打分': 5}
{'短评内容': '房间床下，各种客遗，垃圾，望加强清洁，朝阳面房间较热，如果怕热的客人建议入住时加以注意。', '短评打分': 5}
{'短评内容': '非常好，还给送了水果，也很干净，价格适中', '短评打分': 5}
{'短评内容': '据说是活动,高级房388,性价比高,不过没活动,价格就偏高了。早餐偏贵。总体没活动偏贵，可能是吉林政府消费，不差钱。', '短评打分': 1}
{'短评内容': '年底会议较多，酒店满房，导致办理手续等待时间较长', '短评打分': 5}
{'短评内容': '干净，舒服，比想象的好。就是停车场还要收费。               ', '短评打分': 5}
{'短评内容': '房间干净，安静，上网免费，装修也不错。下次有机会还会选择住这里！', '短评打分': 5}
{'短评内容': '酒店的位置不太好找，但是床很舒服，房间很温馨', '短评打分': 5}
{'短评内容': '酒店干净整洁，装修也不错。下次还会选择住这里。', '短评打分': 5}
{'短评内容': '床很舒适，房间很干净，也非常安静，以后还会入住的。', '短评打分': 5}
{'短评内容': '住宿条件不错。上网不该收费，且太高，每分钟两毛钱。简直是抢钱！', '短评打分': 3}
{'短评内容': '酒店服务很好。', '短评打分': 3}
{'短评内容': '酒店位置在小区中，周边环境安境，但早晨较难叫车', '短评打分': 5}
{'短评内容': '环境设施很好,很舒适，房间略显小些。', '短评打分': 3}
{'短评内容': '地点较偏，不在主路上。 酒店设施不错，干净整洁。 服务员态度很好，只是退房时查房较慢。 ', '短评打分': 5}
{'短评内容': '帮朋友订的,结果被朋友批评了半天,说酒店很差,根本达不到五星标准,房间好小', '短评打分': 1}
{'短评内容': '帮朋友订的，结果被朋友说了好半天，酒店很差，根本达不到五星标准，房间好小', '短评打分': 3}
{'短评内容': '此酒店从新装修后屋内环境设置还不错（现代风格），房间还是那么小改变不了。', '短评打分': 5}
{'短评内容': '为开会住这儿的，价高没早餐，很不值，不会再用这里了', '短评打分': 3}
{'短评内容': '多次入住，进入淡季，携程价格不降反升。酒店服务及卫生保持不错。', '短评打分': 5}
{'短评内容': '  很好的酒店', '短评打分': 3}
{'短评内容': '价格608一晚，还不包含早餐，房间比较小，特别是洗手间超级小，而且宽带还要另外收费，0.2一分钟。。这酒店性价比不高呀。。床还是比较舒服的。。', '短评打分': 1}
{'短评内容': '酒店位置有些偏僻,但很舒适.  价格有些贵,不过设施不错. 值得推荐.', '短评打分': 5}
{'短评内容': '住的很舒服，早餐也很丰富，交通也挺方便就在奥体附近', '短评打分': 5}
{'短评内容': '一直在住这个酒店，非常喜欢，只是价格越来越高！', '短评打分': 5}
{'短评内容': '环境优雅卫生条件好服务态度妈，价格较高。建议适当调整以满足更多消费者需求 ', '短评打分': 5}
{'短评内容': '多次入住，卧具比较整洁。早餐以中式为主，价格60元，还算合理', '短评打分': 5}
{'短评内容': '还不错 木地板 周围也有好吃的 出租车司机都不太熟 有点奇怪', '短评打分': 5}
{'短评内容': '非常非常喜欢，商务大床间太好了，床特别舒服，浴缸太棒了>///<', '短评打分': 5}
{'短评内容': '房间较小，但卫生干净，周边为居民小区，较安静。但前台工作比较繁忙，退房等待时间比较长。', '短评打分': 5}
{'短评内容': '第二次住,前台还是照样的慢,看来习惯一旦形成,很难改变.发现酒店的吉林菜做得不错,特别是梅花鹿系列的.还有每天送水果,虽然只是一小苹果小梨,但感觉不错.估计还会住.', '短评打分': 5}
{'短评内容': '环境和设施都不错,周边餐饮也挺多的,有贵州酸菜鱼馆,很好!就是前台有时服务员太少了,办理入住时间太长.', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '不错，值得住。', '短评打分': 3}
{'短评内容': '房屋干净，服务周到，下次来了还住这个酒店。', '短评打分': 5}
{'短评内容': '房间不错，干净卫生 ，非常喜欢这个酒店，只是价格有点贵', '短评打分': 5}
{'短评内容': '房间很小，空间较压抑，隔音不好。。。十一限时抢购价比较有优势。', '短评打分': 5}
{'短评内容': '—般', '短评打分': 3}
{'短评内容': '位置不错,房间比较舒适,价格合理,但周边环境不太好,打车不方便位置不错,房间比较舒适,价格合理,但周边环境不太好,打车不方便位置不错,房间比较舒适,价格合理,但周边环境不太好,打车不方便', '短评打分': 5}
{'短评内容': '........................................................................................', '短评打分': 5}
{'短评内容': '房费是贵的，离地铁是远的。卫生还算干净的，位置还可好找的，设施是没有五星的，服务最多是三星的，装修是吵人的，睡个午觉是不可能的，房间装修是深沉的，饭菜味道是平淡的，停车场是要收费的，上个网也是要花钱的，全面改进是应该的，尤其前台人员是需要更换的，要不别看旺季是牛牛的，可个把月之后是关门的。\n------------------------------------------------------', '短评打分': 1}
{'短评内容': '服务态度好，价格合理 下次还来，内部设施特别人性化', '短评打分': 5}
{'短评内容': '该酒店位置好，易出行，工作人员服务热情，房间较干净。', '短评打分': 5}
{'短评内容': '感觉有房费点贵，离地铁站远。但酒店比较干净，很新！', '短评打分': 1}
{'短评内容': '位置还可以 比较好找\n房间设施是五星级的标准 可以放心\n唯一挑的出的就是房间设计过去色调深沉', '短评打分': 5}
{'短评内容': '强力推荐，入住房间虽然不大，设计合理，物品齐全，真是集客人所需。床特别舒服，干净，环境好，安静。自助晚餐性价比很高，服务态度好！还会再次入住。如果送早餐就更好啦！', '短评打分': 5}
{'短评内容': '酒店外面停车场的位置太少了，应该再改进下', '短评打分': 5}
{'短评内容': '酒店非常好，只是二楼的饭菜有点一般，希望做的更好', '短评打分': 5}
{'短评内容': '酒店干净，而且小套间的标准间，我们都很喜欢', '短评打分': 5}
{'短评内容': '环境和服务都不错，爸妈很喜欢。停车过夜要收费，比较郁闷', '短评打分': 5}
{'短评内容': '又多住了一晚，感觉很不错的酒店！值得推荐！', '短评打分': 5}
{'短评内容': '订的是高级间，房间非常舒服，酒店靠近办事要去的中日友好医院，下次再去中日友好一定会再住长白山', '短评打分': 5}
{'短评内容': '位置非常好，虽然大厦旧点但内部装修很好，早餐也丰富', '短评打分': 5}
{'短评内容': '酒店很舒适,安静,位置虽说有些偏,还算比较便捷,房内设施简约而明快,其他设施未曾到达,尚不可评论:-)', '短评打分': 3}
{'短评内容': '很好很舒服！稍稍就是房间稍小了点！', '短评打分': 3}
{'短评内容': '房间还不错，早餐也不错，还送水果。只可惜上网太贵了。\n建议下调', '短评打分': 5}
{'短评内容': '酒店设施还不错，还送水果。\n可惜是上网费用过高，居然包天要120元。', '短评打分': 5}
{'短评内容': '酒店服务我很满意', '短评打分': 3}
{'短评内容': '不象五星，最多四星。', '短评打分': 3}
{'短评内容': ' 不错', '短评打分': 3}
{'短评内容': '这个酒店地段及服务都非常好!', '短评打分': 3}
{'短评内容': '该酒店设施还可以，管理差了许多；还需要进一步改进', '短评打分': 5}
{'短评内容': '还不错，交通比较方便，服务很好，就是房间有点偏小，床有点偏高', '短评打分': 5}
{'短评内容': '价格不便宜，服务还超差。晚上十点多到店没有门童，想找个行李车找不到，宾馆门口一个西装革履的工作人员，一个打扫卫生人员，问了两边竟没人答理我！跑到酒店里面找到行李车后，因为不好推卡在门口，他们就像没看见一样，还对我微笑一下后置之不理！没见过这种4星级服务。', '短评打分': 1}
{'短评内容': '房间太小 早饭不错 服务尚佳 停车比较难 一般一般', '短评打分': 1}
{'短评内容': '新装修过，房间很不错，早餐也还可以。就是位置有点偏，大门不在主干道，比较难找', '短评打分': 5}
{'短评内容': '房间很大，很舒服，各方面都很不错！给客户订的，客户很满意，下次还会入住长白山！！！', '短评打分': 5}
{'短评内容': '很好 房间宽敞 设施齐全 尤其是浴缸前的小电视 非常适合泡澡\n如果能加强迎宾的积极性有更好了', '短评打分': 5}
{'短评内容': '绝对优秀的酒店 消费适中 并不很贵 服务一流 ，门童很好', '短评打分': 5}
{'短评内容': '虽然不太好找，但位置还是很不错的。住的阴面，空调一直开着，房间里却不热。希望能改善一下。', '短评打分': 5}
{'短评内容': ' 房间隔音很差', '短评打分': 3}
{'短评内容': '设施及服务还不错，有些细节处卫生还做的不够仔细。酒店旁边有一厂子的大烟囱有碍瞻观。\n', '短评打分': 5}
{'短评内容': '房间比上次住的大了一些 设计的很周到 尤其是浴缸前的电视 非常好', '短评打分': 5}
{'短评内容': '很棒', '短评打分': 3}
{'短评内容': '喜欢地毯的同志们就别来了，喜欢木地板的可以选择', '短评打分': 5}
{'短评内容': '酒店位置虽然在奥体周边临近北四环，但实际位置比地图上显示的要难找，出门打车不便，价格不便宜，晚上10点以后酒店内找不到可以吃饭的地方。', '短评打分': 1}
{'短评内容': '，很满意，很安静。', '短评打分': 3}
{'短评内容': '环境好!', '短评打分': 3}
{'短评内容': '性价比较高，只是房间小的点。没地方做，但应该不是每个房间都这样吧。', '短评打分': 5}
{'短评内容': '酒店离鸟巢水立方很近。很干净卫生。服务态度也很好。交通便利！', '短评打分': 5}
{'短评内容': '细节布置的很用心 房间略小 价格略高 总的来说值得推荐', '短评打分': 5}
{'短评内容': '不错，整洁、舒适、安静，早餐非常好，有中式亦有西式，我最喜欢吃酸奶泡玉米片。', '短评打分': 5}
{'短评内容': ' 卫生环境好', '短评打分': 3}
{'短评内容': '除了下水坏掉，吹风机把头发卷进去，上网要收费，水壶开了不跳，没有浴缸外，其他的都可以，特别是果盘和床还是很舒服的。', '短评打分': 5}
{'短评内容': '公司在北京开展会推荐的，应该不错，服务应该挺好的，电话沟通时候态度很好！', '短评打分': 5}
{'短评内容': '相当不错,到机场方便,旁边餐馆很多,离地铁步行五分钟,房间也很好', '短评打分': 5}
{'短评内容': '房间特别小，和网上描述的一点也不符，价格高，交通还算可以，离地铁很近的', '短评打分': 1}
{'短评内容': '去北京一般都会入住这家酒店，这次到酒店告知没有预定。投诉以后酒店给安排了入住，不清楚是什么情况但不希望在发生。', '短评打分': 3}
{'短评内容': '到北京 司机竟然说不认识 只能找到26号找不到25号 联系了酒店前台 态度还是很好的 很耐心的讲解 相信服务应该不错', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店不错', '短评打分': 5}
{'短评内容': '酒店是按照五星级标准建造的，硬件条件不错，出行位置很方便，房间在细节上也很讲究，很温馨，性价比比较高，推荐！！', '短评打分': 5}
{'短评内容': '总的来说还可以，只是觉得价钱有点贵。花580/天不如住更好的酒店。', '短评打分': 1}
{'短评内容': '干净卫生，设计新颖，装修欧式，行李员服务态度好，会英语', '短评打分': 5}
{'短评内容': '不错，酒店很干净。', '短评打分': 5}
{'短评内容': '是个住的非常舒服的酒店，领导很满意，会和来北京的朋友推荐，价格很公道，只是不含早餐有点遗憾。', '短评打分': 5}
{'短评内容': '连续两年开会都在这个酒店住，感觉不错，睡得比在家里还舒服。', '短评打分': 5}
{'短评内容': '干净净，整洁，交通方便，价格略贵！', '短评打分': 5}
{'短评内容': '酒店新装修，房间内很干净，位置安静，房间稍小。', '短评打分': 5}
{'短评内容': '不错装修也挺好的，只是对于五星级来说就是房间小了点!', '短评打分': 5}
{'短评内容': ' 不错', '短评打分': 5}
{'短评内容': ' 挺好的', '短评打分': 5}
{'短评内容': '酒店房间虽然有点小,但是布局合理,房间内设施一应俱全,大床非常舒服。卫生间、淋浴间非常干净，而且对于入住客人每天都有水果赠送。\r\n在北京应该属于性价比很高的酒店了。', '短评打分': 5}
{'短评内容': '给日本同事订的，说是不太好找。房间很好，设施齐全，服务也到位，早餐还行。有朋友喝酒喝醉了，吐得乱七八糟，酒店方面迅速清理了，在此表示感谢。', '短评打分': 5}
{'短评内容': ' 酒店不错。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '酒店干净，服务好，地理位置较好，只是房间有点小，下次还会住。', '短评打分': 3}
{'短评内容': '干净舒适，服务很贴心，提供的洗浴用品非常好，只是房间有点小，咖啡也不够', '短评打分': 5}
{'短评内容': '作为五星酒店不到500元的高级间实在是很划算。酒店服务热情，舒适，干净，设置齐全，有宾至如归的感觉。卫生间的设计很人性化，设施也比较新。强烈推荐。', '短评打分': 5}
{'短评内容': '房间很小，与描述的不符,价格不合理，性价比低，房间异味重，不算5星标准', '短评打分': 1}
{'短评内容': '有个小院，安静，停车方便。只是收停车费不应该。', '短评打分': 5}
{'短评内容': '很好很舒适。非常满意', '短评打分': 5}
{'短评内容': '订的高级房，免费升级行政房，感觉不错。只是如果不是免费升级，行政房的价位就有点不值', '短评打分': 5}
{'短评内容': '满意。', '短评打分': 5}
{'短评内容': 'nice', '短评打分': 3}
{'短评内容': '条件不错，信价比高', '短评打分': 5}
{'短评内容': '价格比较合适', '短评打分': 5}
{'短评内容': '其實說實在還不錯!!~~!!酒店會幫我們安排到較上面的樓層!!視野非常好\r\n  如果有游泳池就更棒了', '短评打分': 5}
{'短评内容': '房间小,其他还可以.', '短评打分': 5}
{'短评内容': '性价比比较高的酒店，离地铁站也不远，下次还来', '短评打分': 5}
{'短评内容': '是个好酒店', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '服务生少', '短评打分': 5}
{'短评内容': '住宿条件很好，如果赠送早餐更好', '短评打分': 5}
{'短评内容': '宾馆内部装修不错，洗浴也不错。 我住的是喷淋房，要是有带浴缸的就更好一些了。 下次计划预订尝试一下。\r\n酒店服务不错，都是东北风格。', '短评打分': 3}
{'短评内容': '环境不错，位置不错，以后可以再选择。比较讨厌的就是宽带收费？现在都什么年代了，还搞宽带收费，一小时12元RMB，太贵了吧。 我住了五天，花掉几百个元在宽带上，心疼心疼。。。', '短评打分': 3}
{'短评内容': '不错，以后还会订这家', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店综合条件不错，是该地区性价比较好的酒店。安静、干净、设备较新、配备了熨衣板及电熨斗非常好的考虑。我个人比较喜欢这样的酒店，以后会推荐给其它人，也会再考虑入住。\r\n\r\n不足之处：洗手泄缺一个防溢流口。另外就是上网要另外支付费用，价格不菲。', '短评打分': 5}
{'短评内容': '挺好。不错。推荐。', '短评打分': 3}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '空调27&#176;，温度调不下来。被子太大、太厚有点不舒服。其他都不错。', '短评打分': 5}
{'短评内容': '用的是木地板，設備是準五星，大床非常舒適。', '短评打分': 5}
{'短评内容': '我已对我的朋友进行了强烈推荐，因为我的住后感非常好，理由如下：\r\n1、门童非常热情，主动提行李陪伴开房登记，送到电梯口。\r\n2、房间非常干净、卫生，这是最主要的。\r\n3、还送了2瓶饮料，坚持哟。\r\n建议：\r\n1、房间里的免费水最好放在卫生间的台上，这样一看就明了是免费的，省得再问。\r\n2、上网最好是免费的，现在好多宾馆都是免费的。', '短评打分': 5}
{'短评内容': '总体不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '房间好小', '短评打分': 5}
{'短评内容': '还行。挺好的。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '性价比还算比较的高，还不错了', '短评打分': 5}
{'短评内容': 'henhao', '短评打分': 5}
{'短评内容': 'fsadfvv ', '短评打分': 3}
{'短评内容': '挺好。房间也不错。', '短评打分': 5}
{'短评内容': '上网竟然收费，位置也不是太好！', '短评打分': 3}
{'短评内容': '上网收费是这家酒店的特色之一，还有就是位置有一点不好，其它都不错！', '短评打分': 1}
{'短评内容': '我住的商务间，干净，有赠品雪碧和水果，门前交通方便但打车不容易，门童只问候但不招呼打车。澡盆很大很深，两个人洗绝无问题，估计是北京最大浴盆。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '住的很舒服。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '与以前的吉林大厦相比，舒适了很多，房间虽然不大，但布置地十分舒适，灯光也舒服，洗澡的水很大，热水出水很快。晚间睡觉前还有服务员帮你准备床铺，送小点心和饮料。\r\n\r\n尽管已经不是以前的吉林大厦，但是饭菜还是保留了吉林菜的特色，特别是油豆角、酸菜以及各式东北菜，很好吃，量特别足，价格也不贵，大厅里还有二人转，大厅的人不多，桌子也摆的很开，用餐还是非常舒服的。\r\n\r\n唯一觉得有点遗憾的就是上网还要收费，', '短评打分': 5}
{'短评内容': '别的都很好，就是房间小了点', '短评打分': 5}
{'短评内容': '真的还不错 就是房间有点小', '短评打分': 5}
{'短评内容': '老板和家人去北京看鸟巢，帮他们定的这家饭店。\r\n离奥运场馆非常近。环境也都不错。', '短评打分': 3}
{'短评内容': '地理位置还是不错 去奥体中心挺方便，房间比较小，设施还行，服务也还行。', '短评打分': 3}
{'短评内容': '入住过一次，然后又引见朋友去住过。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '我住过的最舒适的酒店', '短评打分': 3}
{'短评内容': '坐落地点不太好，离地铁站比较远，酒店环境还可以！', '短评打分': 5}
{'短评内容': '还可以 ', '短评打分': 5}
{'短评内容': '酒店很新,装修格调不错,很喜欢.设施、卫生都很好,免费上网，位置也不错打开窗户就能看见鸟巢水利方.', '短评打分': 3}
{'短评内容': '这次住的是商务间，呵呵，没想到只与高级间差30块钱，房间面积居然差好多，呵呵，物超所值，尤其是卫生间，我非常喜欢！强烈推荐啊', '短评打分': 5}
{'短评内容': '不错,再次入住', '短评打分': 3}
{'短评内容': '房间非常温馨，但就是有点小，其他没有问题', '短评打分': 3}
{'短评内容': '装修以后还不错，房间稍微小了点', '短评打分': 5}
{'短评内容': '房间很温馨，服务也很好，入住一小会就有水果送来，房间装修很好，就是有点小', '短评打分': 5}
{'短评内容': '酒店很不错，价格和位置都相当不错，就是在酒店停车一晚还要10元的停车费。', '短评打分': 3}
{'短评内容': '不错,下次还来这里', '短评打分': 3}
{'短评内容': '不错的酒店,就是位置偏了点.前台的服务不是很好,到了酒店没有人接行李', '短评打分': 5}
{'短评内容': '总的来说这家酒店还是不错的，就是酒店停车还要交停车费！', '短评打分': 5}
{'短评内容': '酒店距离奥运会场馆非常近，步行10分钟内均可到达。\r\n', '短评打分': 5}
{'短评内容': '位置很不错，出行还是很方便的，房间的卫生和设施都还好，服务也不错，我觉得这家酒店性价比是很高的 值得推荐', '短评打分': 3}
{'短评内容': 'haozhi', '短评打分': 5}
{'短评内容': '干净舒适', '短评打分': 5}
{'短评内容': '非常好。', '短评打分': 5}
{'短评内容': '酒店的地理位置和设施以及服务都非常好。不过，酒店的东西都非常贵。千万不要打破杯子什么的。我打碎一个刷牙杯，赔偿98元。顺便看了一下价格表，如果是红酒杯或者是水杯，要100多呀', '短评打分': 5}
{'短评内容': '已经第二次入住了,感觉一切都还好,值得推荐!', '短评打分': 5}
{'短评内容': '住房很舒适,酒店位置及周边环境也不错,如果能包含早餐,就更好了,值得推荐!', '短评打分': 5}
{'短评内容': '第一次住找地方稍微费了点儿劲，住的很舒服值得推荐。', '短评打分': 5}
{'短评内容': '酒店各方面都不错,挺满意的,只是这次住价格比上次住贵了50块钱.', '短评打分': 3}
{'短评内容': '位置离办事地方比较近,酒店里面条件也不错,住着比较舒适.下次去还会住这.', '短评打分': 5}
{'短评内容': '我感觉酒店的性价比还是蛮不错的,住起来挺舒适的,值得推荐', '短评打分': 5}
{'短评内容': '酒店的整体不错的，浴室有点小了，服务卫生以及设施都很好的，酒店的位置以及周边的交通很方便的，周边的环境不错的，性价比不错的酒店的。', '短评打分': 5}
{'短评内容': '装飾，照明不錯，服務好。門周囲比較乱。', '短评打分': 5}
{'短评内容': '环境很好,服务也到位,交通也便利,价格也很优惠', '短评打分': 5}
{'短评内容': '北京十一月初，居然没有中央空调——号称5星级酒店不供暖，和居家一样，厉害！', '短评打分': 1}
{'短评内容': '服务，卫生都很不错，但是感觉室内没有时尚，豪华，舒适感，感觉很简单，设施陈旧。这是国内所有喜来登的通病。', '短评打分': 5}
