{'短评内容': '还不错，网上订方便快捷', '短评打分': 5}
{'短评内容': '酒店很干净，商务标间有点小，自助早餐品种一般！！', '短评打分': 5}
{'短评内容': '位置还不错，价格也不高，就是房间有点下，不过自己一个人还可以吧，在上海这么便宜也不能要求太多。', '短评打分': 5}
{'短评内容': '还不错，挺干净的，就是不知道为什么房卡经常不能用，要到柜台重新刷，很麻烦。这点要改进。', '短评打分': 5}
{'短评内容': '交通很方便，住着感觉也不错。下次还会考虑住这里', '短评打分': 5}
{'短评内容': '地理位置还不错出行方便，就是前台速度有点慢等了好久', '短评打分': 5}
{'短评内容': '在这个区域有这个各位的宾馆实属难得，而且设施齐全，环境优良~~', '短评打分': 5}
{'短评内容': '挺不错的离NBA主场源深体育中心很近就过个马路 坐地铁也很方便 价格也很划算 在上海这种大城市这种地理位置这个已经算性价比很高的了', '短评打分': 5}
{'短评内容': '价格挺实惠,房间也确实的小,不过五脏俱全啊', '短评打分': 3}
{'短评内容': '感觉商务大床房还可以，就是有些设施比较老化，小零件损坏比如个别灯不亮，墙皮阴水什么的，但交通方便，价格便宜', '短评打分': 5}
{'短评内容': ' 还不错，我们住的无窗的大床房，房间很小，无窗是有点闷，一定要开空调，前台可提供吹风机，交通挺方便的，从深源体育中心站下来，走一会儿就到了。总体还可以。', '短评打分': 3}
{'短评内容': ' 从没碰到过要排4米长队退房 等了整整30分钟 这么大一个店前台就两个人 期间打印机还坏了没人修 很过分', '短评打分': 3}
{'短评内容': '房间好小呀，', '短评打分': 3}
{'短评内容': '这个地方就不是人住的！！！！！！！脏乱差完全体现，别住这里，千万记住！', '短评打分': 1}
{'短评内容': '感觉良好！', '短评打分': 3}
{'短评内容': '周围生活设施便利，已经是多次入住了，还会再来。', '短评打分': 3}
{'短评内容': '这个酒店很不错 很安静的环境', '短评打分': 5}
{'短评内容': '酒店房间偏小，设施不错，位置佳，性价比高，前往浦东公务人士首选', '短评打分': 5}
{'短评内容': '太烂了,千万别去住,条件差的相当可以', '短评打分': 3}
{'短评内容': '房間有小蟑螂', '短评打分': 3}
{'短评内容': '274元的商务大床房间不错，但早餐环境很一般了，高峰时甚至有些混乱', '短评打分': 5}
{'短评内容': '价格便宜，地理位置优越！房间太小了点！空调不给力', '短评打分': 5}
{'短评内容': '条件还是可以，床比较硬，房间较小', '短评打分': 3}
{'短评内容': '房间内设施非常一般，感觉没有锦江之星或者如家之类的好，不过位置非常不错，在上海这个价位也就这个水平了', '短评打分': 5}
{'短评内容': '这个价格算可以了。', '短评打分': 3}
{'短评内容': '无窗房，有噪声，交通便利，美林阁的早餐好吃。', '短评打分': 5}
{'短评内容': '干净舒适、交通便利，美林阁的早餐很好吃。', '短评打分': 5}
{'短评内容': '挨着地铁站，设施确实一般，不过便宜，没有窗子，浴室里面的喷头也是坏的，排气扇噪音很大', '短评打分': 5}
{'短评内容': '服务蛮好，房间较小了，卫生上感觉一般。', '短评打分': 3}
{'短评内容': '这个酒店我出差住过几次，条件还不错，也比较方便。', '短评打分': 5}
{'短评内容': '酒店环境很好室内干净整洁。酒店地里位置很方便。', '短评打分': 3}
{'短评内容': '无窗房，不错。交通便利，很温馨。就是隔音效果不太好~', '短评打分': 5}
{'短评内容': '房间很小，电视很老，浴室很容易踫到胳膊，除了离地铁近点，没别的好处', '短评打分': 3}
{'短评内容': '交通比较便捷，8分钟到地铁口，标间很小，厕所也很小，有吹风机。', '短评打分': 5}
{'短评内容': '总体来说还不错啦，价格便宜，交通便利。\n唯一不好的是，我座的8905房间马桶坏了，我座3天就坏了3天，说明打扫的人不是很认真哦。那样一直开着很浪费水哦。', '短评打分': 5}
{'短评内容': '干净方便', '短评打分': 3}
{'短评内容': '地理位置非常好，楼层高，房间空间小点，性价比高！', '短评打分': 3}
{'短评内容': '定的自主特价房~房间小，晚上厕所还堵了，最关键觉得前台的态度很差 入住和结算时的态度都很冷淡 让我等了蛮久 ', '短评打分': 1}
{'短评内容': '气愤至极 3楼在装修还让我住 住进去的时候是晚上不知道他们早上5、6点就会开工 闹的我头痛心慌 我还以为自己在伊拉克战场上 怒！', '短评打分': 1}
{'短评内容': '性价比极高，干净卫生，就是电话怎么不太好用。', '短评打分': 5}
{'短评内容': '房间虽然很小但卫生还可以价格还算实惠。', '短评打分': 3}
{'短评内容': '103的房间很大，卫浴都有，热水也很足，就是电视机很小频道很少而且没有有线台，不过我就是睡觉的，总体来说不错不错，很值很值。', '短评打分': 5}
{'短评内容': '房间略小，但是在上海这种寸土寸金的地方，性价比还算可以的了', '短评打分': 5}
{'短评内容': '房间略小，但是在上海这种寸土寸金的地方，性价比还算可以的了～～～', '短评打分': 5}
{'短评内容': '位置不错，环境还可以', '短评打分': 3}
{'短评内容': '位置很好，距外滩很近。交通方便。室内干净，服务周到。', '短评打分': 5}
{'短评内容': '住的QQ房，洗手间的排气扇是坏的，所以房间有股气味，总的来说性价比不错。', '短评打分': 3}
{'短评内容': '感觉卫生还好，就是电视太小了，还挂在墙上，看得脖子不舒服。', '短评打分': 3}
{'短评内容': '我住的是QQ房，房间是过小了，且隔音效果不是很好..但房间颜色很卡哇伊，中午偶尔水会不够热，电视放太高，而且才14寸...但总的来说还算满意吧...', '短评打分': 5}
{'短评内容': '房间小，没窗户，有些闷，灯光也有些暗，不过价钱还是可以的', '短评打分': 5}
{'短评内容': '放间超级超级超级小，下次不去了，还没我家主卧一半大', '短评打分': 1}
{'短评内容': '酒店房间设施还算满意，但是有两个地方是我不会推荐给朋友的原因，第一点，酒店内部甚比迷宫，电梯和客房你第一次去保证让你迷路。第二点，酒店的服务人员，不是说服务不周到，而是太少了，住宿的楼层都不告诉，拿着房卡以为是6楼，结果却是2楼，2楼就2楼吧，一出电梯，一个人都没有，我就在那里绕了一圈又一圈的找房间，加上酒店楼层比较矮，又一个人都没有，想找电梯回去又找不到，居然有种诡异的感觉。', '短评打分': 1}
{'短评内容': '环境不错，很高，视线很好，很干净。。。。。。。。。。。。。。。离地铁站也很近', '短评打分': 5}
{'短评内容': '环境不错，很高，视线很好，很干净。。。。。。。。。。。。。。。离地铁站很近', '短评打分': 5}
{'短评内容': '酒店不错，住的很开行酒店不错，住的很开行酒店不错，住的很开行', '短评打分': 5}
{'短评内容': '超级差劲的酒店，隔音很差，命不好的话，如果你住到离空调室外机很近的话，那么你别睡了，吵死人。我就是被吵到半夜睡不着，去前台换个房间吧，前台说了，大半夜的没法换了。', '短评打分': 1}
{'短评内容': ' 不是太满意。感觉不是很干净。卫生间水很大。房间有烟味。不过这个价在这个地段算很实惠的了。', '短评打分': 3}
{'短评内容': '便宜，特价房尤其便宜，房间还算干净，餐厅不好，服务一般', '短评打分': 5}
{'短评内容': '帮朋友订的，因为他要很晚才去睡，隔天很早就离开，所以要愈便宜愈好。\n', '短评打分': 5}
{'短评内容': '感觉温馨，就是房间难找，通道像迷宫一样！总之入住感觉不错！', '短评打分': 5}
{'短评内容': '這家來住的人多，所以服務就有點差，早餐真不怎樣，不如吃KFC!其他OK!', '短评打分': 5}
{'短评内容': '前台态度不是很好，需要改善！毕竟是服务行业！', '短评打分': 3}
{'短评内容': '各方面还可以房间小了点', '短评打分': 3}
{'短评内容': '服务不太好，餐厅很差，交通还不错~~~~', '短评打分': 5}
{'短评内容': '地段还不错的\u3000住的是QQ房\u3000还可以，\u3000主要是价格实惠', '短评打分': 5}
{'短评内容': '位置很好，性价比很高 但是 地毯等什么的 要干净一点就更好了', '短评打分': 5}
{'短评内容': '房间比较小,早餐质量一般,但房间收拾的挺干净,交通也方便', '短评打分': 5}
{'短评内容': '132定的特价房，挺好啊~由于没有热水，前台送了两张早餐券，不错~', '短评打分': 5}
{'短评内容': '不错的地方 离体育馆特别近 看球很方便~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店环境不错，早餐一般，酒店位置也比较好，去国际展览中心打车15元左右！', '短评打分': 5}
{'短评内容': '酒店的白色浴巾有那种洗不掉的颜色，感觉很差！', '短评打分': 1}
{'短评内容': '房间面积不是很大，床上用品有些没洗干净，总体感觉还行~', '短评打分': 5}
{'短评内容': '蛮好的，很满意的，交通环境都不错，下次旅游还是首选的地方！', '短评打分': 5}
{'短评内容': '交通方便，离地铁8分钟路程，酒店对面就是公交车站。环境不错，安静整洁。', '短评打分': 5}
{'短评内容': '整洁简约，但服务员有点少，总体还行，位置好，环境不错', '短评打分': 5}
{'短评内容': ' 还挺不错的，在地铁站附近', '短评打分': 3}
{'短评内容': '硬件设施不错，但是前台服务太少，入住、结账都要排队跟买房差不多', '短评打分': 1}
{'短评内容': '交通较方便，服务态度好，但房屋有些破 整体不错。', '短评打分': 5}
{'短评内容': '交通方面、价格还可以，但空调效果、餐厅服务应提高', '短评打分': 5}
{'短评内容': '酒店服务还可以,但餐厅饭菜质量不高,希望能提高,能够给商务人士提供方便', '短评打分': 5}
{'短评内容': '价格便宜.下面说缺点.被子是破的，电视只能收7个台。更郁闷的是退房的时候，说给了两个房卡，我擦，单人间哎.我要两个房卡，脑子抽啊？不过服务还可以。可能以后还会去，希望有改善，没办法，它近。', '短评打分': 5}
{'短评内容': '因为离看球的地方比较近，所以比较方便，由于楼层较高，隔音措施也很好。', '短评打分': 5}
{'短评内容': '位置不错，住的是QQ房，还可以，热水温度不够高，不是蛮干净', '短评打分': 5}
{'短评内容': ' 房间不大 空调不给力 干干净净 下次还是不贪便宜', '短评打分': 3}
{'短评内容': '还不错，对的起这个价格，周边配套也还算方便！', '短评打分': 5}
{'短评内容': '酒店卫生不错 就是卫生间稍小。下次继续呵呵', '短评打分': 5}
{'短评内容': '酒店很好.位置很好', '短评打分': 3}
{'短评内容': '酒店布局良好，色调还可以，服务也还行，离办事地点近，可以推荐', '短评打分': 5}
{'短评内容': '酒店地里位置不错，价格合理，就是电视没有有线，只有几个台。', '短评打分': 3}
{'短评内容': '相比之下比起他的好得多。条件好，位置也不错。', '短评打分': 5}
{'短评内容': '无窗房的确无法在里面久待，尤其是酒店竟然使用13寸显像管的老电视悬挂在天花板。还好我只是很晚回酒店睡个觉，早上一起来，洗个澡就离店了', '短评打分': 5}
{'短评内容': '  房间还好，卫生间太小，早餐超差。', '短评打分': 3}
{'短评内容': '服务很好，卫生也很干净，有家的感觉', '短评打分': 3}
{'短评内容': '很好，很舒服', '短评打分': 3}
{'短评内容': ' 位置不错，房间太陈旧，卫生间太小', '短评打分': 3}
{'短评内容': '房间还不错', '短评打分': 3}
{'短评内容': '经常住的，motel就那样啦，交通比较方便，离地铁站不远', '短评打分': 5}
{'短评内容': 'Charge and location is OK. Service not good enough, but acceptable.', '短评打分': 5}
{'短评内容': '卫生环境很好，电梯速度特快很稳，交通方便，下次住宿还会来。', '短评打分': 5}
{'短评内容': '价格比其酒店连锁的蓝卡、金卡价都要高，但还算能接受，房间带阳台，还不错。', '短评打分': 5}
{'短评内容': '给朋友定的，卫生间的门是破的，房间有网络,但没有电脑,没有WIFI,所以用不了IPAD,沮丧!', '短评打分': 1}
{'短评内容': '经济型酒店性价比还可以，跟一般的莫泰差别不大，住过好几次了。', '短评打分': 5}
{'短评内容': '房间小的可怜啊，墙壁有霉点啊，感觉不是很感觉，前台的服务员态度也不咋么热情，噶们相得嘞，也不问我们又没有会员卡啊，其他什么的需求，早餐券也不给，早上退房说是自助的，结果等了好久好久', '短评打分': 1}
{'短评内容': '位置不错，比较干净，以后还会考虑!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '还不错，就是房间有点小，交通还是满方便的～', '短评打分': 5}
{'短评内容': '标准的经济型商务酒店，适合出差人士临时住一晚。由于太早退房，早餐尚未开始，无法验证早餐品质，不过应该和如家、七天之类的差不多吧', '短评打分': 5}
{'短评内容': '酒店就在浦东源深体育中心傍边,交通比较方便,酒店的早餐价格有点贵,一楼的美林阁餐厅的味道还是可以的,就是分量偏少,还有就是餐厅服务员的态度不好,感觉好象客人欠他们钱一样的,总是挂着一张脸在那.', '短评打分': 5}
{'短评内容': '总体的情况不错，房间较大还有电脑可以上网。卫生情况也还可以，比较安静，交通比较方便；就是早餐一般般。', '短评打分': 5}
{'短评内容': '离地铁站近,交通便利,经济实惠~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '除了房间比较小 其他都还好 前台办事非常灵活 会尽量按你要求帮你想办法 帮客户定这里很多次了 下次还会选这里', '短评打分': 5}
{'短评内容': '酒店还不错，但下面的餐饮太差了，比在那里吃饭，单是住，还是不错的，很方便。', '短评打分': 5}
{'短评内容': '房间还是挺宽敞、干净。给父母预订的，貌似没说不满意。就是客梯有点难找。', '短评打分': 5}
{'短评内容': '性价比还可以，毕竟在上海\n酒店还算干净，房间较小', '短评打分': 5}
{'短评内容': ' 住过多次了，有机会还是会去住的，也会向朋友介绍。', '短评打分': 5}
{'短评内容': '住过多次了，关键就是位置好，提点小意见，早餐是否可以换换花样，老几样，腻歪了', '短评打分': 5}
{'短评内容': '超级差的酒店，酒店设施陈旧不说，酒店的经理态度也是差的没话说，这个电视机只要一断电就没信号了，出去一趟就要过来调一次，酒店知道这个有问题还让客人入住，真是太过分了，那个值班经理过来，看见我是个女的，就很凶，像要打架的感觉，直接投诉了莫泰总店，当天没住就退了走人了，建议大家不要去住，设施差人品更差。', '短评打分': 1}
{'短评内容': '房间很小，卫生间下水道堵塞，虽然来人清理了，但是作为连锁酒店，不应该出现啊。', '短评打分': 1}
{'短评内容': '性价比还好,周边环境还好,就是美林阁的服务差一点', '短评打分': 5}
{'短评内容': '比较不错的快捷酒店，个人比较喜欢，设施还比较新', '短评打分': 5}
{'短评内容': '不错,实惠,希望有更多的优惠就好啦.价格还是蛮合理的.服务也不错.', '短评打分': 5}
{'短评内容': '非常不错的酒店！以后还会光顾！会向朋友推荐！！', '短评打分': 5}
{'短评内容': '酒店位置非常好，環境算比較乾淨！只是隔音不太好！房間內的設施可以在加多點！員工的服務態度也須要改善(是個別)！', '短评打分': 5}
{'短评内容': ' 还可以实惠', '短评打分': 3}
{'短评内容': '房间设施很不错，地理位置也好，离地铁和磁悬浮车站都很近。去浦东机场非常方便。', '短评打分': 5}
{'短评内容': '酒店干净卫生，交通便利，价格合理。', '短评打分': 3}
{'短评内容': '帮朋友订了，每次来上海都是住莫泰268，环境比较好，交通方便。', '短评打分': 5}
{'短评内容': '附近交通挺方便，但吃饭不太方便。房间内的装修一般，感觉是168的水准', '短评打分': 1}
{'短评内容': '旁边有真锅咖啡二十四小时超市很方便', '短评打分': 3}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '1. 環境: 方便 有超商, 水果店, 安靜\n2. 內部陳設, 過於老舊, 仍有改善空間\n3. 以此價位, 算是OK', '短评打分': 5}
{'短评内容': '门锁不够安全，房间窗户比较大，不错', '短评打分': 3}
{'短评内容': '2007年成立, 現內部陳設有點老舊, 且很髒, 洗手間及冷氣皆有異味.', '短评打分': 1}
{'短评内容': '连锁酒店，还是不错的。值得推荐，房间很干净。', '短评打分': 5}
{'短评内容': '不错，住过几次了，有个停车场不错,开车去附近办事比较方便。', '短评打分': 5}
{'短评内容': '地段还可以 但是设施过于简陋，性价比不高', '短评打分': 1}
{'短评内容': '酒店的感觉很好，就在小区内，感觉就像住在小区里面，很安静\n临路的房间有小阳台，临小区的房间有躺椅，感觉很舒服\n只是床感觉还是锦江之星的舒服一些', '短评打分': 5}
{'短评内容': ' 还行', '短评打分': 3}
{'短评内容': '床太硬了', '短评打分': 3}
{'短评内容': '房间有点小，电视也不是液晶的，交通及环境较好。', '短评打分': 5}
{'短评内容': '价格实惠，电视机不是液晶的，卫生间较小，总体还可以', '短评打分': 5}
{'短评内容': '特价大床房，房间很小，酒店内的装修很现代，比一般的经济酒店要好，位置也不错很好找，步行离地铁有点远', '短评打分': 3}
{'短评内容': '我们当时定了两间，我住的是单人间，感觉还是不错的，关键是在上海能够住到这样的价位性价比还是不错的。。。', '短评打分': 5}
{'短评内容': '简单，干净，安静。靠近世纪公园和新博览中心，看车展还不错。', '短评打分': 5}
{'短评内容': '还好，设施陈旧了，空间小，尤其是电脑桌位置，胖子进不去', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '离公司很近，加班时常住的地方，走几分就到了', '短评打分': 5}
{'短评内容': '主要优点为交通方便，价格适中，环境还可以', '短评打分': 5}
{'短评内容': '一来就说预定的房间没有要我换其他房型，在我的要求下给我预定的房间。到房间发现厕所不能用，又换房间。个人觉得这事我住的最差的莫泰。', '短评打分': 3}
{'短评内容': '酒店不错，环境、交通都合心意，会再推荐朋友来入住。', '短评打分': 5}
{'短评内容': '酒店环境还可以，早餐也比较丰富不贵；就是前台较小服务人员也少，入住和结帐时都需排队。', '短评打分': 5}
{'短评内容': '卫生间小的可怜，前台服务态度极差，跟欠他们钱似的！！', '短评打分': 1}
{'短评内容': '卫生间小的实在是转个身都觉得困难，前台客服人员顾自己聊天，态度冷淡毫不礼貌', '短评打分': 1}
{'短评内容': '有个大的停车场，停车比较方便，在附近办事比较好。', '短评打分': 5}
{'短评内容': '大床房的性价比不错，所以选择了延住一晚。', '短评打分': 5}
{'短评内容': '酒店的地段和硬件设施还是不错的\n不明白的是商务大床房的大小和大床房是一样的，价格高出20却没有宽带。', '短评打分': 5}
{'短评内容': '价格还可以接受，网速也还行；就是床不舒服，床垫太差了。\n卫生间，一开水龙头，管道中的声音就特大\n总体而言，价格与设施不一致', '短评打分': 1}
{'短评内容': '位置还不错，到浦东办事算是方便，不过和别的268比起房间有点小，', '短评打分': 5}
{'短评内容': '交通便利，位置很好，商务酒店所以价格也比较高，总的来说性价比还是很高的', '短评打分': 5}
{'短评内容': '房间小 ，前台服务态度很差，是我见过不是最差的也差不多，够NB,不推荐！', '短评打分': 1}
{'短评内容': '地理位置可以，早餐简单了点，房间有点味道', '短评打分': 5}
{'短评内容': '一般啦。', '短评打分': 3}
{'短评内容': '房间太小！设备和168的没啥区别！差了点！', '短评打分': 1}
{'短评内容': '价格便宜，设施齐全，吃住方便，交通也方便，还有小买部。', '短评打分': 5}
{'短评内容': '酒店地理位置不错，很喜欢，以后还会光顾！', '短评打分': 5}
{'短评内容': '交通方便，价格合理，有各种房型可选，配套成熟，但不够灵活', '短评打分': 5}
{'短评内容': '这家酒店不错，离地铁站较近，卫生状况较好，希望前台结账再快一点！', '短评打分': 5}
{'短评内容': '酒店位置很好，交通便利；酒店内温馨舒适，物有所值！值得推荐。', '短评打分': 5}
{'短评内容': '交通方便，配套齐全，房价合理，服务态度好', '短评打分': 5}
{'短评内容': '服务非常好，床品还可以，老客户稍微延时到达什么的都可以做到，好评', '短评打分': 5}
{'短评内容': '这个地段的话，只有这类快捷酒店的价格还可以。相对来说，更建议选择他家的QQ房，138或者158的这种。房间一般吧，不如如家的好。', '短评打分': 5}
{'短评内容': '地点很好，很方便，房间一般，适合出差住，但最有优势的当然就是价格了。', '短评打分': 5}
{'短评内容': '还行，只是无打印。地理位置还是比较好的，也方便。', '短评打分': 5}
{'短评内容': '-房间小 尤其是卫生间 设计不合理 人几乎进不去 还有蟑螳出入 大堂服务员面无表情 印象不是太好', '短评打分': 3}
{'短评内容': '房间很一般，电视机是老款的，房间里就一把椅子，没早餐。而且，厕所的死角还有没清理的塑料垃圾。如果要入住，建议入住他家的QQ房间，那种158的还可以，278的不值。', '短评打分': 1}
{'短评内容': '地理位置比较好，酒店服务好，以后还会选择！', '短评打分': 5}
{'短评内容': '酒店位置不错，加班时会住这里。里面七拐八拐有点迷宫。', '短评打分': 5}
{'短评内容': '还算价格环境性价比不错的房间，上海的酒店吗，就这样了', '短评打分': 5}
{'短评内容': '地点尚好,服务一般,价格偏贵,早餐一般.', '短评打分': 5}
{'短评内容': '帮朋友订的酒店,说环境啊,卫生什么都不是太好.住的时候正好在世博期间,价格也很贵..就觉得花了钱却住得不舒服...如果不是已经信用卡担保(住了很多天,信用卡就得担保多少天的住宿费),不然应该会考虑换酒店的.', '短评打分': 1}
{'短评内容': '热水忽冷忽热，房间隔音也差，走廊里走路的声音很大，性价比不高', '短评打分': 1}
{'短评内容': '还行', '短评打分': 3}
