{'短评内容': '酒店很有特色 睡地板上', '短评打分': 5}
{'短评内容': '酒店不错！很特色的装修，习惯了那些千篇一律的酒店风格之后，的确让人耳目一新，性价比挺不错的，第一次找的时候有点难找，不过交通倒是挺方便的，出来就是四环路上了。', '短评打分': 5}
{'短评内容': '地方十分不好找 服务态度很差 房间小 设施陈旧 感觉相当不好 而且隔音很差', '短评打分': 1}
{'短评内容': ' 一般般吧，安静倒是挺安静', '短评打分': 3}
{'短评内容': '我觉得这个酒店挺好的啊，地理位置非常好，我公司就在对面，走路三分钟就到了，门口打车不方便，我也没觉得啊，旁边就是四环路，出租车多的不得了的，而且地铁也很近啊，我非常喜欢他们的设计风格，同意楼下说法，感觉挺有新意的，设计者肯定是个浪漫主义者，喜欢，至于卫生条件，还不错了，酒店都这样，不能跟五星大酒店比吧，服务员大姐都很热情，怎么能说他们服务不好呢？我觉得都挺好的，值得推荐了。', '短评打分': 5}
{'短评内容': '位置比较方便，设计也不错，下次还会选择的，支持一下', '短评打分': 5}
{'短评内容': '交通太差，房间很小，风格还可以，比较安静，在小区里确实不好找。', '短评打分': 1}
{'短评内容': '性价比低，价格高，房间小，服务设施很一般。如果有选择，还是选别的吧。', '短评打分': 1}
{'短评内容': '酒店很差，房价也高，位置不好找。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '不好的酒店，下次不会再去了，很差，服务、卫生、环境都不好；', '短评打分': 3}
{'短评内容': '房间太小，服务和位置都不是很好，卫生也太差；', '短评打分': 1}
{'短评内容': '位置不太好找，在小区里面，不太方便停车，门脸比较小，房间也很小，但是非常温馨，有家庭小卧室的感觉，卫生间的装修很棒', '短评打分': 5}
{'短评内容': '这一次办事距离很近，离机场特别方便，值得推荐！', '短评打分': 5}
{'短评内容': ' 房间小，缺放行李的架子，外面没有牌子，晚上找了半天。总体感觉就是个一般旅馆，根本不是什么准四星', '短评打分': 5}
{'短评内容': '+酒店环境还不错，离地铁站也不远，就是不太好找，在一个小区里。', '短评打分': 5}
{'短评内容': '酒店在东四环边上，打车不怎么好找，第一次来的话，坐地铁到四惠还比较近点。我乘地铁到大望路，多走了好多。\n晚上的安静程度与四环上的车流量成反比，而北京的四环就从来没有车少过……\n酒店房间不大，但是装修比较温馨。', '短评打分': 5}
{'短评内容': '感觉性价比很一般的 空间也太小 图片差异太大 不是理想中的风格', '短评打分': 5}
{'短评内容': '比较舒适温馨', '短评打分': 5}
{'短评内容': '一般，房间小，但干净。', '短评打分': 5}
{'短评内容': '此酒店是酒店式公寓，虽然房间小了一些，但是整体感觉还过得去。适合短期居住。', '短评打分': 5}
{'短评内容': '还不错，就是房间有点小，经过精心的设计，有居家感', '短评打分': 5}
{'短评内容': '晚上临时到北京才预定的，位置不好找，其他还可以', '短评打分': 5}
{'短评内容': '房间太小，又暗，一个大床全占满了，卫生间淋浴器四处冒水。', '短评打分': 1}
{'短评内容': '以入住', '短评打分': 5}
{'短评内容': 'haihao.', '短评打分': 5}
{'短评内容': '房间真的有点小', '短评打分': 5}
{'短评内容': '一般了', '短评打分': 1}
{'短评内容': '老了一点', '短评打分': 1}
{'短评内容': '性价比很高的酒店', '短评打分': 5}
{'短评内容': '地段不错。房间是欧式风格，别具一格。除了房间小点，其它尚可，呵呵。', '短评打分': 3}
{'短评内容': '总体还是挺好的,唯独感觉房间太小了点.', '短评打分': 5}
{'短评内容': '原来的价格性价比更高。现在有点小贵。\r\n房间比较干净，欧式风格，别具一格。除了小点，也无大碍，呵呵。', '短评打分': 1}
{'短评内容': '特价房小，但是很干净，一人住很舒服，性价比较高。', '短评打分': 5}
{'短评内容': '风格很有特点，就是房间感觉有点小，还是挺不错的', '短评打分': 5}
{'短评内容': '其实说实话，位置还不错，华贸，新光近在咫尺，但是要走到那就要绕一大圈...一进去一股浴池的味道，房间也很小。', '短评打分': 3}
{'短评内容': '太差了，从哪能看出四星的标准？怎么会推荐这个呢', '短评打分': 1}
{'短评内容': '房间略小。出差住宿很适合。门口公交车也很多。', '短评打分': 5}
{'短评内容': '其实酒店的位置还行，看着和新光天地、华贸近在咫尺，不过要到那就要绕以大圈，要坐一站公交车或者走路15-20分钟。酒店的装修还可以，不过房间小的可怜，而且洗手间还有下水道的味道。', '短评打分': 1}
{'短评内容': '400这个价位，这样的酒店，性价比真的很低，除了位置好以外，其他都没什么可取的了，房间就那么丁点，排水要排好久，几乎都淹到房间了，但前台和保安服务还是不错的，总体来说就是硬件差。', '短评打分': 1}
{'短评内容': '洗漱用品不好', '短评打分': 5}
{'短评内容': '房间有些小，除了床几乎没有别的空间，装修装饰很有特色，设施有些陈旧', '短评打分': 3}
{'短评内容': '条件有些简陋，有待提高，交通便利就在慈云寺桥边上', '短评打分': 5}
{'短评内容': '床很舒服~', '短评打分': 5}
{'短评内容': '整体来说还是不错的。交通也很便利', '短评打分': 5}
{'短评内容': '虽说面积不大，但总体感觉还是挺好的。298按性价比来说还是有点贵，但有会员卡的话200块钱我觉得还是很不错的~', '短评打分': 5}
{'短评内容': '酒店内部条件挺好的,感觉挺温馨的,房间温度也蛮舒适的,不过价格有点贵,位置是靠近四环的,所以可看需求来选择了!', '短评打分': 3}
{'短评内容': '垃圾酒店，房间小得连坐的地方都没有，除了床就要垫着脚走路，还这么贵！', '短评打分': 1}
{'短评内容': '总体感觉还行', '短评打分': 5}
{'短评内容': '在小区里的，地段还不错，开车或打车出行比较方便，房间有些小，浴室的下水不是很畅通，墙面帖的是镜子，有些许的破损了，当时看点评说是楼梯是有音乐的，但过去后没有，可能没开吧，价格还比较适中', '短评打分': 3}
{'短评内容': '酒店的装修设计比较有特色，细部做的比较好，就是卫生间的莲蓬头不好用，房间还是比较拥挤。', '短评打分': 5}
{'短评内容': '不错，床很软，感觉很好', '短评打分': 5}
{'短评内容': '酒店位置还是很不错的；很符合我的要求；但是总体感觉酒店星级与它的条件环境相比不太相符；性价比还是不是很高；', '短评打分': 5}
{'短评内容': '酒店各方面都没问题，就是房间有点小', '短评打分': 5}
{'短评内容': '酒店的环境，设施，服务等条件都很一般，就是位置也还可以，交通算是比较方便，但是条件不行。', '短评打分': 1}
{'短评内容': '这家酒店挺好的，挺有特色，房间干净整洁，位置也方便，就在四环边上', '短评打分': 5}
{'短评内容': '房间面积面积比较小，地段不是很好，四惠稍微有些偏。价格因为是五一期间价格有些偏高，早餐6块钱，直接包含在房费里不就行了，还要另外加收。', '短评打分': 5}
{'短评内容': '我第一次去的时候也不好找，但服务员很耐心的告诉我怎么走。就在四环路边上，门口是我最爱的“萨拉伯尔”，酒店被别的高楼挡住了，闹中取静，挺好！\r\n服务特别热情周到呦！房间特温馨，都贴的是花花的壁纸，被子也是大花的，相当干净，是我从来没住过的类型，房间不大，床很舒服，跟家里的一样，喷头挺冲的，好棒！\r\n下次再去的话希望可以换一间不同风格的屋子感觉一下，总之不错，推荐一下。', '短评打分': 5}
{'短评内容': '位置不太好找，我是开着gps才发现的，宾馆在小区里面。\r\n房间极小，近期可能外部施工，晚上很吵，厕所下水道一直有怪味冒出来。\r\n性价比很低的宾馆\r\n如果第二天早上要从四惠车站坐长途，选择这家宾馆凑合一下还行', '短评打分': 1}
{'短评内容': '还不错\r\n\r\n除了房间是挺小的\r\n\r\n不过还算瞒温馨的吧``', '短评打分': 5}
{'短评内容': '服务态度很好，房间装修比较有特色，卫生各方面都不错。酒店的地理位置也不错，离国贸和SOHO打车起步价就到了。就是吃饭不太方便，而且去的时候洗澡热水不是很热，需要改进。房间隔音效果一般。不过性价比算是比较高了。大厅的各类书籍还可以拿回房间。', '短评打分': 5}
{'短评内容': '不知道之前充满溢美之辞的评论是不是住的所谓豪华型的套房之类，承认自己确实是看了评论收了打动，正好地段在我的选择范围之内，所以就订了。我住的是288的大床房。\r\n客观的说，酒店确实有特色，但是有多艺术，多漂亮还真是仁者见仁，如果说贴了花花的壁纸就算艺术，那么这里可真是够艺术的。但是再有特色也弥补不了房间狭小的局促感。家居的仿古可能也不是我喜欢的类型，卫生间龙头和花洒的特别，也不能弥补淋浴空间狭小和水', '短评打分': 1}
{'短评内容': '酒店装修的不错，挺有特色的，服务也很好，很周到，位置也不错，交通很方便', '短评打分': 5}
{'短评内容': '上周末来北京出差，听同事介绍在慈云寺桥附近新开了一家艺术型酒店，叫万禧，办完事呢，正好也需要休息一下，便驱车来到了这家酒店&lt;br /&gt;\n    酒店在慈云寺小区里面，环境相对来说很好，很安静，刚一下车，便有服务人员来帮我拿东西，让我感到很亲切，进大厅，酒店的前台小姐也很耐心的给我排房，无意中我发现大厅的墙壁上是一幅整体的艺术画，后来听前台说这原来是专门请大师手工绘制的，感觉很棒，&lt', '短评打分': 5}
{'短评内容': '这次去北京让我感触的最深的就是万禧酒店，因为离机场也不远，我下了飞机大车半小时就到了，在东四环慈云寺桥下，从走进大厅到进入客房，我一直在四处看，不愧为艺术酒店，真漂亮，像“洞房”一样，晚上躺在床上可想我女朋友了，真后悔没让她一起来，早晨冲了个澡才发现浴室档次可够高了，真不错，下次去北京还住万禧酒店', '短评打分': 5}
{'短评内容': '很不错的酒店', '短评打分': 5}
