{'descr': '挺好 环境不错 交通便利', 'star': 5}
{'descr': '+宾馆的服务很好，服务员见到客人就会主动问好，给人宾至如归的感觉', 'star': 5}
{'descr': '+定的特价房，但是真的是三面冷山，象冰窖一样，后来加四十元钱升级换的豪华大床房。还行。139元 这个真的 冬天太冷。', 'star': 5}
{'descr': '我满意\u3000谢谢', 'star': 5}
{'descr': '位置不太好找,但是很安全,必须用房卡,否则坐不了电梯', 'star': 3}
{'descr': '位置不太好找,但是很安全,必须用房卡,否则坐不了电梯', 'star': 3}
{'descr': '酒店空调没有，中央空调好像被关了，开不了。还有到室内距离远了点。其它都不错。', 'star': 5}
{'descr': '一切良好，就是老修路，很脏，周围吃饭不方便。洗浴很多', 'star': 3}
{'descr': '服务不错  楼有点旧\r\n\r\n早餐15太贵了 10  ok!', 'star': 3}
{'descr': '位置不错\r\n\r\n楼老点\r\n\r\n服务态度挺好的', 'star': 5}
{'descr': '前台服务之恶劣令人发指。。保修地漏一晚上没动静\r\n跟附近的锦江之心、如家 同样的价格 我实地看过样板间\r\n是在没法比 忒次了……~', 'star': 1}
{'descr': '环境很好，也比较安静，点滴需要刷卡，浴室的是两个水阀，我不太喜欢', 'star': 5}
{'descr': '还好吧，服务还可以，挺安静的，就是个别的房间感觉上有点装修差一些了，可能是时间长了点的原因吧', 'star': 3}
{'descr': '卫生好，服务好，早餐不错，地理位置佳；下次还会再住这里', 'star': 3}
{'descr': '地方干净，比较安静，空间安排合理，价格便宜，适合出差居住。', 'star': 5}
{'descr': '很好，前台姑娘漂亮，礼貌，卫生也可以，就是早餐贵', 'star': 5}
{'descr': '整体不错，室内很安静，性价比还可以，就是有的地方改修缮了（比如卫生间房顶什么的）。', 'star': 5}
{'descr': '什么都好，就是上网慢，周围环境不行，到处在修路', 'star': 3}
{'descr': '非常好，价格便宜，床比较舒服\r\n\r\n灯光也好\r\n\r\n就是上网慢', 'star': 5}
{'descr': '这家店条件一般，房间比较小，还有蚊子，我晕！', 'star': 1}
{'descr': '设施很新，环境幽雅，地理位置还很适合在这附近出差的人士，卫生比较干净，早餐丰富', 'star': 3}
{'descr': '服务态度很好，很适合商旅人士的入住;上网速度有待进一步的解决，室内设施很完备。', 'star': 5}
{'descr': '铁西合适的宾馆不多，基本就住这个，还行。', 'star': 5}
{'descr': '总体来说还行！隔音不是很好！其他的还是可以的！交通也算便利！', 'star': 3}
{'descr': '总体来说还行！隔音不是很好！其他的还是可以的！交通也算便利！', 'star': 5}
{'descr': ' 环境不错，就是没有浴袍和前台记录入住人员的时候速度 太慢', 'star': 5}
{'descr': '沈阳的汉庭还不错啦.交通也还行.就是忘记早上叫床了', 'star': 3}
{'descr': '还不错。设施不错.服务不错.就是忘记早上叫床了', 'star': 5}
{'descr': '都还不错 很喜欢。去铁西办事的朋友可以选择这家酒店，旁边订车票的就三家呵呵。。', 'star': 5}
{'descr': '设施就算一般吧，价位稍微贵点，地点没的说，因为是去买家具，住在这确实很方便。', 'star': 1}
{'descr': '服务不错，也比较干净整洁，对得起这个价格。', 'star': 5}
{'descr': '还不错,预定起来很方便，全国连锁，住着放心', 'star': 5}
{'descr': '汉庭快捷酒店（沈阳铁西店）很有特点，商务设施很好。大堂的咖啡，书吧，网络服务，打印服务都是免费的。 电梯是刷卡的，安全性有所提高。 不足之处是：店里到处写的都是晚餐到20：00， 而19：30到餐厅，厨师就已经下班了。而且看来是惯例，餐厅服务员只是说“明天早点来” \r\n', 'star': 3}
{'descr': '很有特点，商务设施很好。大堂的咖啡，书吧，网络服务，打印服务都是免费的。 电梯是刷卡的，安全性有所提高。\r\n\r\n不足之处是：店里到处写的都是晚餐到20：00， 而19：30到餐厅，厨师就已经下班了。而且看来是惯例，餐厅服务员只是说“明天早点来”', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错，经常去的酒店', 'star': 3}
{'descr': '隔音效果一般 其他还可以', 'star': 5}
{'descr': '好 ', 'star': 5}
{'descr': '酒店很好', 'star': 3}
{'descr': '酒店很好', 'star': 5}
{'descr': 'ok bu cuo', 'star': 5}
{'descr': '性价比高', 'star': 5}
{'descr': '总体来说不错，我定的特价大床房，房间小了点，但是还算舒适。', 'star': 5}
{'descr': '我是酒店行业出身，但都是喜来登之类的五星级酒店，可能之前对这类快捷酒店期望太高了吧。总体来讲还可以，但房间的卫生和舒适度差了点。床很硬，我只能把被子铺着，盖着浴巾睡的，还好是夏天，还好房间空调就跟没有一样。卫生，床单粘糊糊的感觉，墙上随处可见蚊子尸体的踪迹，服务员就不能处理一下吗，看着这么恶心呢。但房间热水还是不错的，不管多晚，热水还是不错的。住了两晚总体来讲还可以吧。第三天去了皇姑的锦湖之星，相', 'star': 5}
{'descr': '不错，就是空间有点小，菜有点咸，可能与个人口味有关。总体来讲不错。', 'star': 3}
{'descr': '就是房间小了点。', 'star': 1}
{'descr': '房间卫生还可以，空间小了点！！！', 'star': 5}
{'descr': '住了几次，感觉各方面都还好，只是卫生间下水不太流畅。', 'star': 5}
{'descr': '就是卫生间有点小，房顶有点破，总的来说一般吧', 'star': 1}
{'descr': '还行，不过就是厕所离床太近了！', 'star': 5}
{'descr': '房间还比较干净，服务也可以，整体还算不错！！！', 'star': 5}
{'descr': ' 凑合', 'star': 5}
{'descr': '服务很好，特别是房间打扫很及时！', 'star': 5}
{'descr': '酒店环境卫生相当不错', 'star': 5}
{'descr': '非常好', 'star': 5}
{'descr': '汉庭本身就挺干净的，服务也好，总体感觉不错，就是如果有免费早餐就好了，哈，', 'star': 5}
{'descr': '在铁西或者说是沈阳139的汉庭酒店都是比较合算的，性价比高单指对如家。。。', 'star': 5}
{'descr': '我是入住的是位于13楼电梯口的特价房，离下水管道很近，早晚上下水的声音都很大，影响休息，酒店地角不错，周边配套交通都很方便，服务有些死板，登记入住时，非说当地派出所不允许一代身份证登记入住，而且没有解决方案，将我拒之门外，我都快气晕了，经过好半天协调才同意入住，无奈。。。', 'star': 5}
{'descr': '一直都觉得铁西店不错。但唯一一点不足就是空调不太好。不是分体独立的空调。', 'star': 3}
{'descr': '卫    生： 非常好 很好 好 一般 差 \r\n服    务： 非常好 很好 好 一般 差 \r\n设    施： 非常好 很好 好 一般 差 \r\n位    置： 非常好 很好 好 一般 差 \r\n舒适度： 非常好 很好 好 一般 差 \r\n性价比： 非常好 很好 好 一般 差 \r\n', 'star': 5}
{'descr': '除了空调不是独立的不能使用暖风以外，其他的都不错', 'star': 5}
{'descr': '性价比还行', 'star': 5}
{'descr': '很好，上几楼就要刷相应的房卡，很安全！', 'star': 5}
{'descr': '各方面条件还行，只是卫生间下水不畅', 'star': 5}
{'descr': '卫生还不错，房间比较小，灯光比较暗点，总体感觉还可以吧。', 'star': 5}
{'descr': '好错', 'star': 3}
{'descr': '总体感觉还行，就是特价房的房间很冷，而且不是24小时供热。', 'star': 5}
{'descr': '很好，只是停车不太方便', 'star': 5}
{'descr': '百元特价还有券超划算！', 'star': 5}
{'descr': '服务不错，但房间太小，隔音很差，夜里隔壁说话都听的清楚。', 'star': 1}
{'descr': '除了冷一些，其他的都还可以。', 'star': 3}
{'descr': '服务人员的态度非常好,我的笔坏了,给前台打电话,服务员马上给送来一个,速度快,态度亲切,以后还会住这里', 'star': 5}
{'descr': '性价比不错，可惜就是房间太小了，没有挂衣服的地方', 'star': 3}
{'descr': '性价比还不错，就是房间太小了。', 'star': 5}
{'descr': ' 服务，卫生都很好，就是冷了点～～～', 'star': 5}
{'descr': '总的来说还可以！', 'star': 3}
{'descr': '除了没有空调，其他的都还算可以', 'star': 5}
{'descr': '交通便利，房间很宽敞，房间内设施设计比较人性化，注重细节。', 'star': 5}
{'descr': '卫生很好  服务周到  ', 'star': 5}
{'descr': '不错的酒店，环境卫生，服务较好', 'star': 3}
{'descr': '挺不错的，卫生干净', 'star': 3}
{'descr': '第一次入住汉庭，总体感觉非常适合商务性人士的短暂居住，设施齐全，尤其上网速度很快，服务人员态度很好，以后再次来，我还会选择这家酒店。', 'star': 5}
{'descr': '房间太小！7-100322', 'star': 3}
{'descr': '因为定的特价房，紧挨电梯，也算个遗憾吧！整体很不错，服务也好！安全性比较高！', 'star': 5}
{'descr': '可以，不错', 'star': 5}
{'descr': '很不错 设计合理 服务周到 大厅还能免费上网 就是房间有点小', 'star': 5}
{'descr': '房间不错，性价比较高，只是我想存一点速冻海鲜的要求被拒绝了。', 'star': 5}
{'descr': '交通方便，房间干净简洁，牙刷口杯分颜色区分，细节做得不错。早餐一般。很安静无打扰，是休息的好地方。周边商业饮食都方便', 'star': 5}
{'descr': '我在网上预约订的是特价房，所谓特价房就是三面是把山墙的房子，刚到酒店的时候前台人员告诉我们这个房子会有一点冷，但是入住后，觉得其实一点也不冷，反而很热，酒店的中央空调很好。还有就是早餐很好吃，但是相对于15块钱一位，觉得性价比不是很高。', 'star': 5}
{'descr': '房间有大小', 'star': 1}
{'descr': '我觉得特价房间把山 还是有点冷的\n去的那天门口的灯坏了 服务员态度很好 维修也很及时\n这个季节没有暖气只有空调 还是中央空调 多少要减些分的', 'star': 5}
{'descr': '把边的房间实在是太冷了，开了空调都不暖和。就价格还可以', 'star': 5}
{'descr': '非常不错，高级大床房2*2的大床，赠送单早，营养丰富!', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '还是挺不错的去处，价位也不高，环境也不错，值得推荐。', 'star': 5}
{'descr': '住的是100元的新春特价房，被安排在2米宽床的豪华房间两晚。性价比高，很值得一住。尤其适合每天都需要用电脑（大厅的公共电脑每房每天房卡免费使用一小时），而又没自备电脑的人士。服务非常好。', 'star': 5}
{'descr': '该酒店很清洁，价格合适，是理想的休息场所', 'star': 5}
{'descr': '虽然整体不错，但还是感觉总缺少点什么似的，不够温馨？不够浪漫？不够人性化？', 'star': 5}
{'descr': '就是早餐时，人多地方小，服务有点跟不上', 'star': 5}
{'descr': '很正统的汉庭，房间很干净~冬天也不冷~推荐入住！就是浴室不算大，不过一个人洗澡没问题~呵呵~', 'star': 5}
{'descr': '房间空调比较冷，性价比比较高。', 'star': 5}
{'descr': '住住还可以了', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '位置不错,房间隔音不好', 'star': 3}
{'descr': '房间宽敞，总的来说不错', 'star': 5}
{'descr': '总的说还不错', 'star': 5}
{'descr': '位置比较偏，门脸较小，不太容易找。\r\n房间比较干净，中央空调挺好用。\r\n卫生间的水龙头没有标示旋转的方向，经常搞反，遗憾。\r\n价格还行，总的来说值得推荐。', 'star': 5}
{'descr': '空调声音有点大，洗澡的地方漏水太严重了，不过性价比还好', 'star': 3}
{'descr': '空调声音大，位置还可以', 'star': 5}
{'descr': '服务很好 不错', 'star': 3}
{'descr': '暖气有点低 服务很好 还可以', 'star': 5}
{'descr': '都还不错，适合暂住', 'star': 5}
{'descr': '房间里面有些冷里面的卫生和设施还是挺好的挺不错,位置也是挺好找的出行很方便,性价比挺不错的.', 'star': 3}
{'descr': '服务很好，感觉很舒服，像在家的感觉，不会觉得很陌生。', 'star': 5}
{'descr': '性价比还不错', 'star': 5}
{'descr': '酒店的服务很一般,一点都不主动.卫生方面还可以.设施方面也比较齐全.整体感觉性价比还是可以.', 'star': 3}
{'descr': '冬天 特价房真冷', 'star': 5}
{'descr': '卫生还可以，很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店，值得推荐', 'star': 3}
{'descr': '整体感觉还不错，就是冬天有的房间有点冷。', 'star': 5}
{'descr': '早点15元一位，和当地相比，确实贵点了。如果是10元我们也能接受。另外不知是暧气声音还是其他声音，隔间效果不好，服务还是很到位的。', 'star': 5}
{'descr': '酒店的环境硬件设施都还不错，卫生服务都还不错，价格也很优惠，位置出行很方便，性价比很高的酒店，值得推荐入住。', 'star': 3}
{'descr': '酒店整体感觉很好，就是酒店位置有点偏了。', 'star': 3}
{'descr': '没有独立的餐厅是一个缺陷！', 'star': 5}
{'descr': '房间很干净，被子和床都很舒服，就是停车不方便，停车地方太小了！服务态度相当好，下次还是住他们的连锁店！', 'star': 5}
{'descr': 'it is so far to railway station,but it is worth staying', 'star': 5}
{'descr': '地点比较好，服务态度也很好，卫生也比较满意，推荐', 'star': 5}
{'descr': '性价比很高，值得去住', 'star': 5}
{'descr': '不错，挺干净', 'star': 5}
{'descr': '我觉得这家酒店位置是非常好找的，房间的卫生和设施也还是非常好的，房间很干净，酒店服务还算周到热情，我觉得这家酒店性价比还是比较高的 值得推荐', 'star': 3}
{'descr': '服务不错、酒店整天环境也不赖！另，建议那洗刷的毛巾该丢掉了！', 'star': 5}
{'descr': '酒店的性价比还是比较高的，地理位置也好，值得推荐！', 'star': 3}
{'descr': '这家酒店我比较满意，环境还可以，房间挺干净的，位置也比较方便，值得推荐 ', 'star': 3}
{'descr': '感觉挺好  再前台还遇见了多年不见得战友.', 'star': 5}
{'descr': '这个锦江之星感觉还不错，像是他们的环境挺好的，服务也还不错，而且硬件和他的地理位置我觉得都是比较不错的，除了房间不太隔音其他都还好。', 'star': 3}
{'descr': '就是酒店有点信誉一般。。。总想跳过中介推自己的会员卡\r\n我们他们酒店金会员我都不在他们网站预订因为我也是经商的所以大家要讲究不讷讷个过河拆桥呀\r\n还想拿一份早餐来贿赂我真的太可悲了！！我就是不同意！！我想汉庭这么大一品牌要杜绝这样的商业行为！！', 'star': 1}
{'descr': '热水洗浴不错，房间小了点。', 'star': 5}
{'descr': '酒店价格比较实惠,与它的整体条件和服务相比来说,还是比较有物超所值的感觉的!', 'star': 3}
{'descr': '总体感觉还不错 就是没看见暖气 而且 热风不是特别好用不知道冬天怎么过 但是 洗澡的水真好 热而且水流足 特价129的房间性价比还不错', 'star': 5}
{'descr': '酒店的硬件条件环境对于这个价位来说还算是可以的，位置也挺方便的，经济实惠。', 'star': 3}
{'descr': '建议拓展停车场。其他均好。', 'star': 3}
{'descr': '淋浴水量很大，比洗浴中心水都好，很舒服。网速很慢，建议改进。', 'star': 3}
{'descr': '酒店就是前台服务人员太少了,忙不过来,需要等着,这点挺不方便的,地理位置也稍微有点偏,不过酒店的住宿还是不错的,房间也蛮干净舒适的,价格也不贵,还是比较值得推荐的\r\n\r\n', 'star': 3}
{'descr': '酒店就是前台服务人员太少了,忙不过来,需要等着,这点挺不方便的,地理位置也稍微有点偏,不过酒店的住宿还是不错的,房间也蛮干净舒适的,价格也不贵,还是比较值得推荐的', 'star': 5}
{'descr': '酒店就是前台服务人员太少了,忙不过来,需要等着,这点挺不方便的,地理位置也稍微有点偏,不过酒店的住宿还是不错的,房间也蛮干净舒适的,价格也不贵,还是比较值得推荐的', 'star': 3}
{'descr': '性价比良好，服务周到，推荐居住。车位有点少，高峰时期比较头疼。', 'star': 5}
{'descr': '卫生服务设施都还是不错的，就是服务人员少，等待的时间长点。', 'star': 5}
{'descr': '酒店比较干净，服务方面也很热情，酒店的性价比很合适，地理位置也很不错', 'star': 3}
{'descr': '酒店总体可以，有停车场，但餐厅厨师水平，中午点了一套餐，主菜咸的的要命，所以劝大家要吃饭还是到酒店边上的惊驾路餐饮一条街。', 'star': 5}
{'descr': '酒店的卫生间漏水，酒店的服务卫生以及设施都很好的，酒店的位置不错的，酒店的价格还可以的。', 'star': 3}
{'descr': '很好  ', 'star': 5}
{'descr': '酒店里的设施不太齐全,卫生环境还可以,人员服务态度也挺好的,还是可以接受的.', 'star': 5}
{'descr': '酒店服务卫生以及设施都很好的，酒店的位置还可以的，交通不方便，酒店的价格还可以的，', 'star': 5}
{'descr': '服务不太好，把毛巾弄脏了一点，就非要赔洗毛巾的钱，酒店在单行线，不方便，打车不好打', 'star': 1}
{'descr': '服务很不错,房间里面的环境也很好,物有所值!!', 'star': 5}
{'descr': '酒店就是前台服务人员太少了,忙不过来,需要等着,这点挺不方便的,地理位置也稍微有点偏,不过酒店的住宿还是不错的,房间也蛮干净舒适的,价格也不贵,还是比较值得推荐的.', 'star': 5}
{'descr': '酒店很干净，硬件设施感觉也是不错的，包括他的位置也挺好的，对于我这次的出行挺方便，因为我开车过去的，停车什么都挺方便的，但是他们的服务太死板了，我们在那里住了三天，前台小姐是说每天结账会比较方便，但是我住到第三天的时候，想起我住了这么多天，感觉还不错，于是想办个会员卡，到了前台被告知一下付三天的房费才可以办会员卡，而且办会员卡正好有活动，每天还可以返还50块钱，我现在每天结账是不能办理的，但是我住', 'star': 1}
{'descr': '只说我不太能接受的几点：\r\n1，地理位置，略显偏僻，如果不是去铁西办事，你想去中街等地打车应该是40元左右。\r\n2，饮食:早餐菜品还算丰富，但服务人员那一天不变的黑抹布，在桌上擦过之后，一股腥味扑鼻而来，你很难下咽，刚刚选好的食物。\r\n3，网速：我住酒店最关心的其实是上网，连这个都不太满足，上网速度超慢，问前台，他说：对不起先生，我们没有网管等人员，不能对网络设置，如果有人下载，那只能这样。几乎就', 'star': 1}
{'descr': '酒店价格便宜，服务态度也很好，交通很方便', 'star': 5}
{'descr': '还可行,服务也蛮热情的,就是空间小了点,不过卫生方面还不错,总的来说还是可以接受的.', 'star': 5}
{'descr': '酒店的位置位于铁西区比较偏的位置，距离我去的地方比较方便，价格合理适中，卫生服务都还不错，配置硬件设施也很好，只不过我当时入住的是特价房，房间面积比较小，其它还好。', 'star': 5}
{'descr': '酒店的环境硬件设施都很不错,位置出行也很方便,服务很好,卫生情况也很达标,很干净的连锁商务型酒店,还是可以考虑入住的酒店类型.', 'star': 5}
{'descr': '感觉还是不错的,价格也蛮合适的.值得推荐了', 'star': 3}
{'descr': '还好', 'star': 5}
{'descr': '地理位置很不错，吃饭，购物，出行都挺方便的，旁边就是天伦广场，里面有不少特色的小吃的，川菜，湘菜的，沙县小吃，当然还有兰州拉面，韩国料理，说明：韩国料理与那个湘菜的不实惠.距离南站15元打的，距离会展中心，10元，房价价格还算实惠，预订的时候标间179，单间169元；购物有家乐福；对面有休闲的足浴，美中不足的时，房间的隔音不是很好！影响睡眠，整体感觉，推荐一下！', 'star': 3}
{'descr': '酒店的位置很不错，距离会展中心4.3KM，打车10元，距离汽车南站，火车南站打车15元；周围就是天伦广场，吃饭挺方便的，购物的话有家乐福，也在旁边；酒店的设施比较新的，比较整洁，服务态度也较好；娱乐休闲方面，门口有足浴中心，对面有KTV，档次挺高，或许是经济型的缘故吧，房间的隔音效果不是很好，睡眠受到一定的影响.\r\n另外旁边的酒店有123INN连锁酒店，还有一个是什么的呀，倒是想不起来了，价位了解', 'star': 5}
{'descr': '住起来还不错，交通也便利', 'star': 5}
{'descr': '酒店的服务卫生方面还是不错的,价格也挺合适的.', 'star': 5}
{'descr': '酒店环境和设施很好，很多设备都很齐全，酒店服务也非常不错', 'star': 5}
{'descr': '酒店无论服务卫生还是位置都很好,环境硬件条件也很达标.', 'star': 5}
{'descr': '住过几次感觉都还不错，价格比较优惠，才100元，很合适', 'star': 5}
{'descr': '比较满意,以后如果有机会还住汉庭', 'star': 5}
{'descr': '沈阳这家汉庭快捷环境卫生都很不错,位置出行交通方便,当时入住的价格非常便宜.', 'star': 5}
{'descr': '经常住这家酒店，在我家附近挺方便的，价格也比较优惠', 'star': 5}
{'descr': '经济实惠，去沈阳都是住这家酒店', 'star': 5}
{'descr': '酒店的服务挺好的，价格觉得也比较优惠', 'star': 5}
{'descr': '酒店很舒适很干净但是硬件有些偏旧了，价格都是很便宜.', 'star': 5}
{'descr': '酒店的环境很舒适卫生也很好,位置也很方便.', 'star': 5}
{'descr': '酒店的房间的窗户居然都和楼道相通。在酒店吃饭打包，居然还要加钱。', 'star': 3}
{'descr': '该用户未发表文字评论', 'star': 5}
