{'短评内容': '酒店环境很不错 第一次入住感觉很不错 酒店圣诞气息很隆重 很漂亮 前台小邵介绍游玩的景点 推介绿色骑行 服务人员文文帮忙拿行李送房间 介绍酒店设施设备', '短评打分': 5}
{'短评内容': '酒店非常不错，我们加钱升级到湖景房，千岛湖的风景一览无余。值得推荐', '短评打分': 5}
{'短评内容': '环境好，服务到位，很人性化，早餐很丰盛，家人都很开心，下次还要来', '短评打分': 5}
{'短评内容': '环境很好，服务很到位，下次还选择开元', '短评打分': 5}
{'短评内容': '第四次入住该酒店了。这次带父母和女儿来，订了家庭套房含四早，非常满意。几年下来酒店设施保养得很好，服务也很好，特别亲切。', '短评打分': 5}
{'短评内容': '酒店环境很漂亮，依湖而建，渡假村内居然还看到有孔雀在路上散步，很美！房间内还有独立的小阳台，坐在阳台上看着外面的美景，真是不错的享受！下次如果来千岛湖还住开元渡假村！不过在这儿想给点小小建议，现在一家三口出游很多，象我们的孩子半大不小11岁也不在少数，如果酒店可以推出类似一大一小床的家庭房，我想一定会很受客人欢迎。', '短评打分': 5}
{'短评内容': '酒店软件景色不错。', '短评打分': 3}
{'短评内容': '房间很舒服，面朝湖面，感受夕阳落下。\n如果桌球室不另外收费就感觉更棒啦\n', '短评打分': 5}
{'短评内容': '很好的酒店，很贴心、细心的服务，晚上回来的时候还给我们留言，并给我们全家每人准备了一杯牛奶，在这里真诚的说声谢谢，下次还会住这里的。', '短评打分': 3}
{'短评内容': '蛮不错的酒店，服务很好。.............', '短评打分': 5}
{'短评内容': '房间不错，就是蚊子太多，有负五星之名', '短评打分': 3}
{'短评内容': ' 酒店位置很好，空气好，水也甜，服务极其周到，是一个休息放松的好地方。', '短评打分': 3}
{'短评内容': '酒店整体很好…送的果盘有点小', '短评打分': 3}
{'短评内容': '，酒店不错，下次来还住这儿！', '短评打分': 3}
{'短评内容': '很好！我的客人很满意，下次会推介给他的朋友。', '短评打分': 3}
{'短评内容': '行程虽然短，但是对酒店的印象很好，订的湖景房不光能看湖，还看到好多松鼠，很有趣，房间的设施都不错，酒店工作人员每个人都很有礼貌，让人感觉很舒服。另外，酒店的中餐厅和西餐厅的菜品很赞，不愧是餐饮名店', '短评打分': 5}
{'短评内容': '最早的五星级酒店知名度很高\u3000配套设施齐全\u3000入住率很高\u3000自助餐性价比一般\u3000综合还过的去吧\u3000\u3000', '短评打分': 5}
{'短评内容': '湖景房太棒了，漂亮啊，酒店里边也漂亮，这样的五星级酒店才舒服。', '短评打分': 5}
{'短评内容': '服务很贴心 很好啦。。。第一次去 反正下次还是会去的 如果有机会的话。。。希望下次再去的时候会有更多的惊喜 会有更好的改变', '短评打分': 5}
{'短评内容': '环境超美，冬天房价特平', '短评打分': 3}
{'短评内容': '有很多意见，我喜欢到驴评网点评去，请酒店经理好好看看。', '短评打分': 1}
{'短评内容': '房间很舒服，风景优美，空气清新，不错的度假地', '短评打分': 5}
{'短评内容': '進到酒店就可以感受到酒店服務人員的用心 不論是在哪遇到服務人員都會帶著笑容跟你問好 最後離店時有遺漏東西在房間 酒店也立刻處理用快遞寄到蘇州 真得是很貼心的酒店', '短评打分': 5}
{'短评内容': '相当满意,一共住了2天,有点蚊子,孩子被咬了5-6个蚊子包,前台提示有蚊香,后来给换了房间,下次如果能够把明确提示蚊香就好了,放在抽屉里谁知道呢', '短评打分': 5}
{'短评内容': '服务相当不错,虽然酒店不是很新,但是给人感觉很好,很温馨', '短评打分': 5}
{'短评内容': '～酒店很安静，早餐不错，就是就市中心有点路，自驾车出游很好的选择', '短评打分': 3}
{'短评内容': '除了餐厅的服务人员，其他工作人员永远带给你职业的微笑和问候.湖景房的风景相当美，加上酒店具有热带风情的庭院，真是超级喜欢。另外，酒店自助早餐也相当不错。', '短评打分': 5}
{'短评内容': '服务很好，景色很美；很像外国的度假型酒店。把双床一并，两大一小睡得很宽敞。', '短评打分': 5}
{'短评内容': '非常好的酒店，位置相當好，離景區與市區都很近，酒店服務人員都很有禮貌，下次還住這裡', '短评打分': 5}
{'短评内容': '酒店的服务让人感觉很温馨、很上档次。每碰到一个服务人员，都会很礼貌地向客人问好。\n手上晃一个塑料袋，在大厅走着，就有服务生热情地跑来帮忙。虽婉言谢绝，但仍感到服务很感动。\n谢谢，住得很开心。', '短评打分': 5}
{'短评内容': '服务态度挺好的。里面的装修不错。阳台挺好的，可惜的是我们的套房看不到湖面，阳台外面就是条小路，有点不安全呢！', '短评打分': 5}
{'短评内容': '住得是家庭套房，非常大。至少可以住四个人。环境很好。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '环境好，房间有特色，服务不错。', '短评打分': 3}
{'短评内容': '度假村真的不错，环境好，服务员态度也不错', '短评打分': 3}
{'短评内容': '酒店服务很热情，设施不错。感觉不错，下次还是会入住的', '短评打分': 5}
{'短评内容': '酒店装修不错，外面的景色也很好。下次还会入住的', '短评打分': 5}
{'短评内容': '酒店不错,就在湖边,边游泳边欣赏风景,风景很好.服务态度一流,知道我带了孩子,还特地准备了小枕头和玩具,孩子非常高兴.就是价格贵,不过还算值.', '短评打分': 5}
{'短评内容': '每次去千岛湖都住这家酒店 环境 早餐 住房 地段都是最棒的 下次还会入住 服务也是五星标准   就是不知道面糊的房间 的景观 如何', '短评打分': 5}
{'短评内容': '酒店设施及服务非常不错。甚至比国际酒店还要舒适。就是出去不太方便，每次要酒店安排叫车。不过千岛湖城市本身就很小，因此也没多大关系。如果是短时旅行，可以安心在酒店度过了。总之，入住该酒店，很放松的感觉。', '短评打分': 5}
{'短评内容': '我想，如果下次再去千岛湖的话，我还是选择这里！不光光是因为五星的缘故，服务态度一级棒，我想好的酒店卖的就是服务吧！另外风景什么的也很好,早餐也很丰富！', '短评打分': 5}
{'短评内容': '到达酒店 很顺利的入住了 总体说来环境很好 服务质量非常的好 特别是第二天打扫房间的服务人员 非常贴心的给我加了室外晾衣架 看到有小孩入住还送来小童拖鞋 晚上回来了晚了 她们还会贴心的把你晾在室外的衣服收回来 特别是看到台上有我老公用的润喉片还很贴心的烧好开水 反正感觉真的很舒服 像在家的感觉 谢谢', '短评打分': 5}
{'短评内容': '不错，每次去千岛湖都选择开元，这次我父母对开元非常满意。宝宝也玩的很开心。室外游泳池很好，晚上的情调非常好，', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '环境很好 服务不错！', '短评打分': 3}
{'短评内容': '酒店环境很是不错\n下次会给朋友推荐  \n\n千岛湖很是值得一去的地方\n酒店服务也不错    \n\n适合全家度假入住的酒店', '短评打分': 5}
{'短评内容': '千岛湖最喜欢的就是开元度假酒店了，花园一样的环境  早餐非常丰富 房间也很不错 五星级标准 游泳池很漂亮', '短评打分': 5}
{'短评内容': '开元度假村位置不错，离镇中心较近。距中心旅游码头约5KM。服务和餐饮水准较高，房间设施较陈旧，特别是电视机--还是CRV的。跟五星的定位不大相符。\n同是五星的洲际性价比要高些。', '短评打分': 5}
{'短评内容': '五星级酒店软硬件均到位，环境非常优美，美国设计师的设计有夏威夷特色。服务员非常客气和热心。不过，地址写麒麟半岛比较难找，应补充路名：阳光路888号，进店找大堂必须一路开车盘山上去（大堂在5楼），但标识不够明显，最好能改进。', '短评打分': 5}
{'短评内容': '千岛湖开元度假村环境优美,价格优惠,硬件不错,服务周到!', '短评打分': 5}
{'短评内容': '俺定的1399元的家庭房，绝对超值，房间很大，卧室是一个大床，客厅是两张小床，四个人住很宽敞，有两个卫生间，主卫大而且豪华。含四份自助早餐，以西餐为主，很丰盛。服务员都很热情。泳池很好，小孩一到这就不走了，连漂流都不去了。退房时不用查房，直接就结账了，很少能有的信任呀！打车需要叫车来，另外周末好像贵一些。', '短评打分': 5}
{'短评内容': '我是从网上了解到千岛湖开元度假村的，入住以后感觉确实不错，环境好，服务水平高，继承了开元一惯的风格。', '短评打分': 5}
{'短评内容': '挺好的 环境相当的好 还有孔雀 服务态度非常的好', '短评打分': 5}
{'短评内容': '酒店设施整体环境服务都很不错,可惜天热没看到孔雀,呵.有机会会再去.', '短评打分': 5}
{'短评内容': '非常满意！当初选择这家酒店就是冲着诸多好评去的，果然是理想之选，下次还是会住那里', '短评打分': 5}
{'短评内容': '非常棒 据说当地最好酒店非常棒 据说当地最好酒店', '短评打分': 5}
{'短评内容': '非常棒 据说当地最好酒店非常棒 据说当地最好酒店', '短评打分': 5}
{'短评内容': '非常棒 据说当地最好酒店非常棒 据说当地最好酒店', '短评打分': 5}
{'短评内容': '酒店设施可以，就是湖景房没有单独淋浴房。游泳池不错', '短评打分': 5}
{'短评内容': '非常好的酒店，尤其是客房服务特别周到，假期过的很愉快!', '短评打分': 5}
{'短评内容': '已到店', '短评打分': 3}
{'短评内容': '很好，很安静。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '除了卫生间和一些国际性五星级宾馆还有一些差距, 其他各方面都非常满意, 下次还会再来!', '短评打分': 5}
{'短评内容': '冲着网上的高分决定此行住开元，总体还是挺满意的。酒店和花园非常漂亮，有热带海岛度假风情。服务人员态度亦友善热情。但也有几点不足，希望开元将来能有所改进：\n1，餐饮不好，在酒店的农家菜餐厅吃的晚餐，贵且量少，还很难吃，厨师水准不如我家阿姨。早餐品种虽还丰富，但菜品一般。 \n2，设施、装修有点陈旧了。室外的泳池也没有专人维护和打理，不太干净。', '短评打分': 5}
{'短评内容': '非常好的酒店，下次有机会肯定还会选择入住。而且会推荐给朋友。', '短评打分': 5}
{'短评内容': '去之前在网上看了很多关于酒店的评论，抱了蛮大的希望去的，结果呢，没有想像中的好，装修什么的有些旧了，那个电视机柜太有空间感了，呵呵。然后室外也没想像中的大，稍稍走一下就没路了，我还向前台要酒店地图呢，哈哈，太囧了。不过话说回来，酒店的服务还蛮贴心的，小孩有玩偶熊送，还会主动配备牙具啊浴衣啊什么的，还有睡前牛奶啊，早餐也不错。还行吧，下次嘛，如果价格在四五百左右我可能还会考虑再去，否则就未必了~~', '短评打分': 5}
{'短评内容': '服务好，自助餐不错，人太多，酒店位置很好，但明显装修老了', '短评打分': 5}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '酒店比较舒适，有两只孔雀在花园，像海边的度假村。', '短评打分': 5}
{'短评内容': '有孔雀的漂亮酒店，房间比较舒适，前台态度很好，效率差了点。', '短评打分': 5}
{'短评内容': '千岛湖没什么可玩的，这家酒店还挺舒服的。', '短评打分': 5}
{'短评内容': '千岛湖最好的酒店像三亚的感觉，但是景色 不如三亚，服务不错，早餐丰盛，就是楼道稍有点味道，但是房间还是满舒服的！', '短评打分': 5}
{'短评内容': '服务很好，早餐品种很丰富，但人很多，室内游泳池也不错，带一个小小的儿童池，服务员会主动询问小朋友需不需要游泳圈。', '短评打分': 5}
{'短评内容': '房间满舒服下次还会来', '短评打分': 3}
{'短评内容': '酒店风景很好，景观也不错，就是隔音效果有点差！', '短评打分': 5}
{'短评内容': '酒店的软硬件环境都是不错的。 置身酒店有点像来到海边酒店。 ', '短评打分': 5}
{'短评内容': '酒店环境很好，服务也很好！\n很清静，下次有机会，我还会选择去开元度假村的。', '短评打分': 5}
{'短评内容': '服务蛮好', '短评打分': 3}
{'短评内容': '开元的服务是很好的，希望能一直保持下去。不过数长高了三楼以下看不见湖了。', '短评打分': 5}
{'短评内容': '环境服务都不错，就是餐饮还未达到五星级标准', '短评打分': 3}
{'短评内容': '非常好的一个度假酒店，值得推荐，不足之处都写了给他们总经理了，而且也收到了总经理的亲自电话回访。有机会的话还会住那！', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '舒适的环境，热情贴心的服务，美景尽收眼底。', '短评打分': 5}
{'短评内容': '酒店设施够标准，服务很到位。', '短评打分': 3}
{'短评内容': '酒店的环境很好，很适合休息疗养，这次去是为了一个好朋友的求婚，事先有和酒店商量房间的布置等细节，酒店都很配合，还给我们免了布置费，很感谢。布置的很漂亮哦，哈哈。晚上的自助餐和第二天中午的中餐都很不错。自助餐很合算，118RMB饮料也畅饮，而且是听装的，喝着放心。中餐的浓汤鱼头让人难忘。走之前还再预定了两周后的两个房，哈哈，我会常来的。', '短评打分': 5}
{'短评内容': '酒点环境很漂亮 度假很不错 服务态度也很好 我们入住的是园景房 房间的设施梢现陈旧 其中电视机竟然还不是液晶的 而且很小 其他的都很不错 值得再入住', '短评打分': 5}
{'短评内容': ' 开元渡假村是五星级酒店吗？早餐厅里怎么还有人抽烟啊？服务生也不提醒！？', '短评打分': 3}
{'短评内容': '酒店环境不错，适合一家人周末度假，不过餐饮有待提高，价格偏高，服务停留在2星的标准，可能春节生意太好了吧，我们坐上半个小时都没有服务员招呼我们，而是忙着在翻台好接待另外的客人，而且同样的菜肴晚上跟中午量少了差不多有一半，无语中，还有西餐更是离谱，118元一位的自助餐基本没什么上档次的菜肴，本来想选择不推荐，看在客房服务还算到位的情况下就算了，本来在预定的时候选择绿城还是开元犹豫了一下，毕竟开元是老', '短评打分': 5}
{'短评内容': '除了中餐厅价格较贵以外，其他各方面都还不错，建议就餐试试自助餐。', '短评打分': 5}
{'短评内容': '位置偏了点，不是很好找，其它室内条件还算不错.', '短评打分': 5}
{'短评内容': '环境不错，早餐一般，价格略高吧。湖景不错\n', '短评打分': 5}
{'短评内容': '不错的酒店，非常满意', '短评打分': 3}
{'短评内容': '  开元度假村环境优美，设施良好。', '短评打分': 3}
{'短评内容': '各方面还不错哦,都还行吧,条件还好,不错!', '短评打分': 5}
{'短评内容': '就性价比来说，国庆期间涨到1357元显得贵了。\r\n按照平时的价格来说，环境、服务等方面还算可以。\r\n早餐还不错。', '短评打分': 5}
{'短评内容': '这家酒店很不错，已经入住好多次了。很满意。', '短评打分': 3}
{'短评内容': '服务人员培训的非常好，房间小了一点，价格高了一点。地下车库到客房不方便。', '短评打分': 5}
{'短评内容': '这家酒店非常不错。环境很好，有点三亚酒店的感觉。喜欢。', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '很棒的酒店，环境太好了，有点像三亚的感觉。服务也很好，喜欢！', '短评打分': 3}
{'短评内容': '+酒店不错，服务员很热情，房间也挺温馨的。谢谢！', '短评打分': 5}
{'短评内容': '不错的酒店,景色非常美,很温馨,值得一住', '短评打分': 3}
{'短评内容': '整个酒店的服务态度都非常好，无论在哪里碰到服务人员，都会微笑的和你问好。硬件和软件都好。只是到达酒店办理了check in，房间才开始整理的。可能我们预定的家庭套房太抢手了,价格超实惠！下次一定还要去！', '短评打分': 5}
{'短评内容': '   酒店很棒，坐在床上就可以看到外面的美景，而且服务也很好，不愧是五星的度假村啊！', '短评打分': 5}
{'短评内容': ' 满意', '短评打分': 5}
{'短评内容': '+已住', '短评打分': 5}
{'短评内容': '比某些国际连锁品牌的五星酒店的服务还要好！微笑招呼（很自然的，不像是敷衍的或不情愿的），特别看到小朋友都会说“小朋友好”，给个小玩意哄哄小朋友开心。其实很多大人都一样，看到小朋友开心自己也开心。酒店的环境，早餐，房间打扫等等综合起来都比好还要好点。绝对对得起这个价格！中餐厅看了价格很贵的，比较适合商务，像我们这种全家出游的，就开车到附近的餐厅去，也很方便的。', '短评打分': 5}
{'短评内容': '非常好的酒店，我们（4个大人1个小孩）是9月4-6日住的家庭套房，很大。进门是一个有2张单人床的房间，看上去像商务套房改造的还有3人沙发呢，有阳台。然后是一个超级大的洗手间和房间差不多大， 有淋浴还有浴缸（在中间），很漂亮。（备注：一家人住挺好，但要是2家人住，可能洗手间的使用上不太方便）。最里面是一个大床房，有阳台，风景还成（2楼）。房间的装修挺不错的， 好像也没有以前网友说的那么陈旧，电视机不', '短评打分': 5}
{'短评内容': '环境很好，所处位置的性价比一般，周围生活设施不方便', '短评打分': 1}
{'短评内容': '服务人员的微笑很nice，还给孩子们准备了小熊很贴心，早餐很不错有很多鲜榨果汁和蔬菜汁。酒店中餐厅的菜也不错，价格也合理。就是室内儿童活动再多点就好了！', '短评打分': 5}
{'短评内容': '+千岛湖开元度假村浴室冲淋头小孩洗澡不便。冲淋头都是固定的。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '很好的酒店，环境漂亮，服务也不错，但餐厅中的千岛湖大鱼头实在烧的不好吃。', '短评打分': 3}
{'短评内容': '我是第2次入住了，非常喜欢这个酒店，就是3楼的饭店有点小问题。', '短评打分': 5}
{'短评内容': '是当地最好，最大的酒店', '短评打分': 5}
{'短评内容': '酒店不错，适合入住', '短评打分': 5}
{'短评内容': '酒店景色非常美，游泳池也很大，设施齐全，休闲度假只想在这里静静地待着', '短评打分': 5}
{'短评内容': '近1000的价格在五星酒店里，价格不高了。不过屋子里设施竟然没有我第二天住的黄山国际大酒店才400多的好！电视都很老了！洗手间的门很难拉合，还没有独立淋浴间，看来下次要说明。不过人员服务太好了，无论是前台，还是房间服务员都很热情无微不至，酒店的鱼头就很好，性价比高，点菜的服务员会很为你着想。环境不能跟三亚的比，不过已经是很难得了！值得再去，希望那个时候设施都更新换代了！呵呵', '短评打分': 5}
{'短评内容': '室外泳池很漂亮，晚上可以边听音乐边游泳。可惜不是室外温水泳池。早餐很丰盛。', '短评打分': 5}
{'短评内容': '很漂亮的酒店，服务也不错，但餐饮不好吃，有机大鱼头烧的实在不好吃。', '短评打分': 5}
{'短评内容': '各方面都很好，尤其是服务，宝宝和我都喜欢，若再去千岛湖会选择这家酒店。', '短评打分': 5}
{'短评内容': '很不错的酒店，下次有机会还会入住', '短评打分': 3}
{'短评内容': '很漂亮的一个酒店，风景不错，有好几个泳池，适合带孩子去住。', '短评打分': 5}
{'短评内容': '酒店在千岛湖度假酒店中是数一数二的', '短评打分': 5}
{'短评内容': '非常好的酒店', '短评打分': 5}
{'短评内容': '服务果然如大家所夸奖的一样好。外面买的鱼头吃不完酒店餐厅也帮忙料理。各方面都非常满意。有机会还会再入住。', '短评打分': 5}
{'短评内容': '人员素质高，服务态度好，酒店规模大，很不错！值得再去！', '短评打分': 5}
{'短评内容': '在千岛湖算是不错的酒店了，不过电视机是比较小尺寸的那种，另外沐浴露相关的洗浴用品不是太妥，应该要更人性化一点。早餐很好！值得入住。', '短评打分': 5}
{'短评内容': '3月份去过一次，这次夏天如果有时间还想再来一次，感受一下，夏天开元的感觉，肯定会更好，坐在露天游泳池旁的感觉也会更好。', '短评打分': 3}
{'短评内容': '一直很喜欢千岛湖，水质好，空气清鲜，在这个环境优美的地方建的五星级度假村，好山好水好心情，适合度假休闲，酒店是东南亚风格，大堂到处是荣誉奖章，周末不提前订，很难订到，房间不错，有小阳台，就是少了护发素，早餐也很丰富，小馄饨和白斩鸡尤其好吃，空下来在外面走走，看看千岛湖的风景，真是很舒服，如果能拥有一幢湖边别墅就更好了，就是酒店到坐车地方很远，步行要爬山，不是自驾的有点累，建议加电瓶车接送客人', '短评打分': 5}
{'短评内容': '环境不错,景色也美,感觉有点像三亚.', '短评打分': 5}
{'短评内容': '很开心选择了这家酒店，下次还会去这里！', '短评打分': 5}
{'短评内容': '本月20日入住,各方面都还是比较满意的,\r\n1、酒店整体感觉的确跟三亚的海边酒店非常相似,但去一定要有自驾车，从大路到酒店还有很长一段路，没看到有电瓶车么。\r\n2、酒店的房间并不是很大，但还算可以，阳台设计不错，坐在阳台上的感觉真是太好了。\r\n3、酒店的早餐很不错，东西很多很多，有五星的感觉。\r\n4、中餐厅也还可以，招牌鱼头68元一斤也做了不错，价格跟外面饭店差不多,其他菜的价格就比较贵了,不过毕', '短评打分': 5}
{'短评内容': '的确五星的环境，五星的硬件和五星的服务，最特别的就是人员服务的软性化，很自然舒心，这是在其他五星酒店少有感受到的。', '短评打分': 3}
{'短评内容': '春节期间入住了自称是华东最好的度假酒店的开元度假村，但实在是令人失望，忍不住分几个方面来详细评论一下吧。\r\n\r\n1）酒店整体。有朋友说可以和海南的五星级酒店媲美，但在我看来即便和亚龙湾的二线酒店，如天域，也还是差了一个档次。酒店号称有300亩，但大多数面积是被个人买走的别墅，真正酒店的面积非常有限。室外的部分，除了养了几只鸽子和孔雀，还有好像3个不大的露天游泳池，规模上就没法和亚龙湾的酒店比。酒店', '短评打分': 1}
{'短评内容': '慕名而来，满意而归。', '短评打分': 5}
{'短评内容': '环境很美，面对一湖宁静、清澈的湖水，心情也变得分外安静，适合悠闲度假。\r\n酒店设施也不错，住在里面很舒服。就是乒乓、桌球要收费，觉得酒店还不够大气，因为房费也不算便宜，所以应该给与一定的优惠。', '短评打分': 5}
{'短评内容': '下次还去', '短评打分': 5}
{'短评内容': '酒店建在湖边，景色非常好，同时酒店本身的建设非常有特色，和周围景物有机的融合，值得一提的是有好多漂亮的孔雀！酒店也很舒适，服务员很热情。不过此次入住房卡换了两次，是本人不甚满意的地方。', '短评打分': 5}
{'短评内容': '环境不错，干净整洁，设备齐全；淡季过去的，觉得价格应该再优惠一些才对', '短评打分': 3}
{'短评内容': '卫生很好很干净,设施完善,地理位置交通方便,服务热情周到,性价比不错的酒店,值得推荐', '短评打分': 3}
{'短评内容': '酒店的位置、环境及房间的设施都是一流的，除了电视机可以考虑随时代更新，阳台上可放置两张椅子之外，其他的都很不错了。比起其他的五星酒店，这个度假村最大的特点在于软性的服务，真能做到宾至如归，各岗位的服务人员都自然亲切，而不是死板的按规矩办事。这一点是难能可贵的。', '短评打分': 5}
{'短评内容': '卫浴设施不到五星，缺少单独淋浴房。晚餐中餐厅餐饮服务一般，主要是服务员人手不够。\r\n\r\n', '短评打分': 3}
{'短评内容': '卫浴设施不到五星，缺少单独淋浴房。晚餐中餐厅餐饮服务一般，主要是服务员人手不够。', '短评打分': 5}
{'短评内容': '非常满意，国内屈指可数，但有苍蝇进入房间，待改', '短评打分': 5}
{'短评内容': '还不错，酒店是沿湖的，离镇中心有点距离，价格还合理，住的还比较舒适', '短评打分': 3}
{'短评内容': '入住以后感觉酒店的服务，设施卫生各方便都很好，很满意.性价比非常高，非常值得推荐！', '短评打分': 3}
{'短评内容': '尽管节日涨价了，还是物有所值的，湖景很漂亮，自助早餐也不错，关键是服务很好，度假的好地方', '短评打分': 5}
{'短评内容': '酒店非常漂亮，房间大，景观好，服务也非常细致．除三亚外，这是我在内地住过的最好的渡假酒店．而且这里的消费不贵，在酒店里按摩，吃饭，饮料的价格和在北京好一点的地方基本一样的消费水平，加之环境质量都不错．很喜欢．\r\n休闲渡假首选酒店．', '短评打分': 5}
{'短评内容': '今年8月23－25号入住开元酒店。环境非常好，就在湖边。露天的游泳池很漂亮，夏天的晚上去游一下很有感觉。室内的游泳池有点冷，没有室外的感觉好。在宾馆中散养的孔雀很美丽，小孩子都很喜欢。房间和床都很舒适，湖景房更漂亮。\r\n餐厅的鱼头做的很棒。感觉比鱼味馆和品鱼馆做的都好。\r\n就是早餐的餐厅人有点多，位子有点乱。需要改进。 ', '短评打分': 5}
{'短评内容': '千岛湖本来不大，所以这个位置影响都不大，算是不错，价格我能接受，而且里面的硬件配备很满意，服务也挺好的，很干净。', '短评打分': 3}
{'短评内容': '我们在这住了几天感觉很不错,很适合休闲度假来选择,舒适度比较好,性价比也不错,卫生和服务也都很满意.', '短评打分': 5}
{'短评内容': '整体感觉酒店还不错，房间干净整洁，服务也不错，价格也还算合理，值得推荐', '短评打分': 5}
{'短评内容': '酒店的整体感觉不错的,卫生服务以及酒店的设施都非常好的,酒店的位置不错的,性价比不错的酒店', '短评打分': 5}
{'短评内容': '酒店非常不错,但就是节假日时价格比平时高很多.', '短评打分': 5}
{'短评内容': '总的来说不错，早餐非常丰富，唯一缺点就是SPA太差，不建议去做。', '短评打分': 5}
{'短评内容': '感觉酒店的服务,卫生,舒适度方面比较好.但是入住的时候并不是旅游旺季价格也有点偏高了,还有酒店附近的交通不是很方便,可能是景区的交通还不是很发达.', '短评打分': 5}
{'短评内容': '当时住酒店发生一些事情，酒店门口有喷泉，而且水面和地面的颜色是一样的，我的两个小孩都掉进水里了，还好没磕到，而且酒店的经理解决的也还比较让我满意，不过我也希望酒店能在喷泉那设立一个明显标志物', '短评打分': 5}
{'短评内容': '酒店环境非常好,很怡人,很舒适,而且人员服务也都挺热情,就是价格有些偏高', '短评打分': 5}
{'短评内容': '酒店整体感觉还是不错的,就是价格有些偏高;', '短评打分': 5}
{'短评内容': '在千岛湖来说这家酒店还不错，比较适合度假，环境好，而且干净整洁，服务很周到', '短评打分': 5}
