{'descr': ' 性价比还可以。', 'star': 3}
{'descr': '快捷典范', 'star': 5}
{'descr': '快捷典范', 'star': 5}
{'descr': '还算不错，有点偏贵', 'star': 5}
{'descr': '还算不错，有点偏贵', 'star': 5}
{'descr': ' 很不错，住的是新春百元特价房。服务员和热情，有北方人的热情。房间很舒服，干净还送了一瓶水。从机场到酒店也挺方便，开车大概15分就到了，去火车站打出租也只7元。不错，以后有机会还会住那里', 'star': 5}
{'descr': ' 很不错，住的是新春百元特价房。服务员和热情，有北方人的热情。房间很舒服，干净还送了一瓶水。从机场到酒店也挺方便，开车大概15分就到了，去火车站打出租也只7元。不错，以后有机会还会住那里', 'star': 5}
{'descr': '总体服务可以 房间不大 但是很整洁 简单方便 交通也good', 'star': 5}
{'descr': '总体服务可以 房间不大 但是很整洁 简单方便 交通也good', 'star': 5}
{'descr': '男性服务员服务意识太差', 'star': 1}
{'descr': '男性服务员服务意识太差', 'star': 1}
{'descr': '快捷酒店的典范 硬件好 房间小 但是很舒适', 'star': 5}
{'descr': '快捷酒店的典范 硬件好 房间小 但是很舒适', 'star': 5}
{'descr': '酒店的条件，房间的设施用品，服务态度我觉得都还是不错的，连锁酒店价格也都差不多，交通位置比较方便。', 'star': 3}
{'descr': '酒店的条件，房间的设施用品，服务态度我觉得都还是不错的，连锁酒店价格也都差不多，交通位置比较方便。', 'star': 3}
{'descr': '房间还可以，有点创意', 'star': 5}
{'descr': '房间还可以，有点创意', 'star': 5}
{'descr': '酒店位置靠南面，床很舒服的，不错', 'star': 3}
{'descr': '酒店位置靠南面，床很舒服的，不错', 'star': 3}
{'descr': '酒店位置比较靠南面，前台服务很热情，床也很舒服，不错', 'star': 5}
{'descr': '酒店位置比较靠南面，前台服务很热情，床也很舒服，不错', 'star': 5}
{'descr': '非常好。下次去一定还住那里。太原的城市印象不好，但是酒店还是不错的。性假比比较好。', 'star': 5}
{'descr': '非常好。下次去一定还住那里。太原的城市印象不好，但是酒店还是不错的。性假比比较好。', 'star': 5}
{'descr': '房间小了一些但是里面卫生还行设施也都挺齐全的,酒店的服务态度也不错,地理位置也还行出行也挺方便的,价格也比较适中,还是比较满意这家酒店的.', 'star': 3}
{'descr': '房间小了一些但是里面卫生还行设施也都挺齐全的,酒店的服务态度也不错,地理位置也还行出行也挺方便的,价格也比较适中,还是比较满意这家酒店的.', 'star': 3}
{'descr': '由于当时预定的是特价房,房间里面是没有窗户的住这感觉不是特别舒服.不过酒店的交通地理位置还比较不错的.', 'star': 3}
{'descr': '由于当时预定的是特价房,房间里面是没有窗户的住这感觉不是特别舒服.不过酒店的交通地理位置还比较不错的.', 'star': 3}
{'descr': '比较偏僻,环境还可以,房间面积够大,有些设备比较老', 'star': 5}
{'descr': '可以  适合居住', 'star': 5}
{'descr': '可以  适合居住', 'star': 5}
{'descr': '大床很大，可以睡4个人，哈哈。', 'star': 5}
{'descr': '大床很大，可以睡4个人，哈哈。', 'star': 5}
