{'短评内容': '房间挺干净，不错', '短评打分': 5}
{'短评内容': '酒店位置隐蔽，不太好找，但是里面的设施还不错，也还算挺新的。距离西湖也不远，又安静，应该算是挺好的啦~布丁一直不错，支持支持啦。', '短评打分': 5}
{'短评内容': ' 也太小了啊', '短评打分': 3}
{'短评内容': '这个酒店在一个小弄堂内，一清二白，什么都没有', '短评打分': 1}
{'短评内容': ' 没有想象中的好，价格又很贵。', '短评打分': 3}
{'短评内容': ' 房间除了电视机和床之外没有其他设施，房间较小，不过挺干净的。随便对付一个晚上没有问题。只是周末价格稍贵。', '短评打分': 3}
{'短评内容': '外表有点难看，但内部不错，麻雀虽小五脏俱全', '短评打分': 5}
{'短评内容': '前台MM很热情，酒店免费升级为温馨大床房A,麻雀虽小，五脏俱全，环境也很清静不吵杂，唯一不太方便就是吹风在转角处共用，冬天还好，夏天就不太方便啦。至于床嘛，小两口住很合适啦。不过周边确实没什么餐馆，吃东西不太方便。', '短评打分': 5}
{'短评内容': '临时私事外出，一般选择经济实惠又干净有序的住宿，布丁连锁就是这样的酒店。只要地点合适，我就会选择布丁。', '短评打分': 5}
{'短评内容': '还行吧，就是位置有一点偏，周围感觉像建筑工地', '短评打分': 5}
{'短评内容': '很不错，服务超好。离公交站点和机场大巴非常近！！交通方便！！！下次来一定还会住这家~~~', '短评打分': 5}
{'短评内容': '厕所没有门的,让人情何以堪。。。单人还好。但是双人呢。。。', '短评打分': 3}
{'短评内容': '房间非常小，里面只能放下一张床，不过卫生还好。没有洗漱用品，有毛巾但是没有毛巾架，这很不方便', '短评打分': 3}
{'短评内容': '除了太小其它都很好，交通便利，退房快捷。', '短评打分': 3}
{'短评内容': '除了太小，其它都还好，卫生不错。', '短评打分': 3}
{'短评内容': '酒店卫生不撮', '短评打分': 3}
{'短评内容': '房间较干净，但比较小，价格算便宜\n外面在施工，有点吵', '短评打分': 5}
{'短评内容': '还不错吧，太紧凑了，无线网不太给力，不能看视频。', '短评打分': 5}
{'短评内容': '卫生还可以，就是房间稍微有点小，总体来说还是满意的', '短评打分': 5}
{'短评内容': '一般，不推荐', '短评打分': 3}
{'短评内容': '不错，实惠又舒服。', '短评打分': 3}
{'短评内容': '房间过于简单 不配备洗漱用品  服务员总推荐一些付费项目  床还是很舒服的', '短评打分': 3}
{'短评内容': '总体还算不错，就是地方有点偏僻，附近吃的，购物不方便。地方是整洁的，房间大概8平米。住起来还是比较温馨的。大概就这样 ', '短评打分': 1}
{'短评内容': '地理位置不佳，难找，太多不方便。住过一次，不会住第二次了。', '短评打分': 1}
{'短评内容': '缺点：\n第一，房间太小太小，两个人的行李一放，几乎没有走路的地了。\n第二，卫生间没门，很潮，而且还对着床，很不舒服。\n第三，洗漱什么都没有，还得下去买，漱口杯还得在前台那边自己拿。\n第四，这个地理位置不好找，真的是犄角旮旯里面，车子很难停。\n第五，电视机小的可怜，躺在床上几乎看不清楚。\n第六，没有吹风机，对于长头发女孩来说，实在太不方便了。\n第七，价格根本不实惠，还没有99客栈好，空间太小太小，躺', '短评打分': 1}
{'短评内容': '借用网友的话就是麻雀虽小却五脏俱全，这家酒店的房间虽小但确实干净卫生，设备也不错！对于我这种喜欢小空间的人来说是非常合适的，唯一感觉不舒服的就是网速.....', '短评打分': 5}
{'短评内容': '很可爱的小房间，可惜连锁的点只在杭州，不然可以办张卡', '短评打分': 5}
{'短评内容': '在没有去杭州之前有关住宿查找了很多酒店作为参考，最终选择武林广场布丁酒店，房间是预料中的小，但是比较干净，毕竟刚刚装修过吧，小而精致，洗漱用品我们已经自带了，所以很从容的住下了，酒店离西湖大约5个站点吧。很方便感觉不错，不过到上海的万好万家酒店后，感觉那个酒店也很好。', '短评打分': 5}
{'短评内容': '房间虽小，但很温馨，价格还能接受。唯一不能适应的是，牙具得另外出钱买。', '短评打分': 5}
{'短评内容': '服务和增值服务都很差，网络也很差，这家是我住过的最差的一家', '短评打分': 1}
{'短评内容': '超级迷你，大概只有9个平方，洗漱用品要钱买。地址位置也是很偏的。', '短评打分': 1}
{'短评内容': '依旧不错，麻雀依旧小，舒适依旧足，119温馨大床房还是不错的五分', '短评打分': 3}
{'短评内容': '优点：小巧，风格我喜欢。适合小青年们。\n缺点：难找。\n提醒一下，自带洗漱用品。', '短评打分': 5}
{'短评内容': '房间虽小，五脏俱全，第一次过去找很费劲，建议在路边做点提示。', '短评打分': 5}
{'短评内容': '房间太小，卫生间没有门并且对着床，总之，相对于其他经济型酒店，这个价格明显不值，去过一次再也不想去第二次了', '短评打分': 1}
{'短评内容': '空间很小很压抑，空气不流通。厕所没有门。', '短评打分': 1}
{'短评内容': '小，温馨，须自备牙刷。安静，步行就可以到武林广场。', '短评打分': 5}
{'短评内容': '环境不错，交通方便，服务态度也挺好的。我认识路的不太好找', '短评打分': 5}
{'短评内容': '除了厕所没门，其他还能接受~\n还有千万别忘记带洗漱用具', '短评打分': 5}
{'短评内容': '很小很温馨。。适合年轻人住。估计爸爸妈妈级的不会喜欢。厕所没门。表示很纠结。装一个吧。。', '短评打分': 5}
{'短评内容': '房间的床单和窗帘让人感觉很温馨，房间一点都不吵，是过来出差的，觉得交通很方便，办完事，16块钱就到火车站了，唯一的不好就是房间太小，而且洗手间那边没有门。', '短评打分': 5}
{'短评内容': '这个酒店太小气，一次性洗涮用品没有电话没有', '短评打分': 3}
{'短评内容': '酒店虽然在闹市区，但是很安静， 环境也不错，也很凉快。\n只是房间确实有点小，特别是最小的房间，像被切割出来的。房间的窗帘不挡光线，太亮了，建议换厚实的，这样有助于睡眠。还有就是隔音效果确实不咋滴，隔壁或者走廊里别人讲话能听得很清楚。', '短评打分': 5}
{'短评内容': '很不错', '短评打分': 3}
{'短评内容': ' 不错，睡的舒服。就是房间太小了点。', '短评打分': 3}
{'短评内容': '在小区里面，离武林广场确实还蛮近的，门口马路上就有公交站台，车也蛮多的。工作人员态度都很好，有个满口台湾腔还说自己不是偶像剧看太多的男生~房间定的是标间，就是有点小。浴室是半透明的，小囧啊...酒店色调设备还是很完备的，不过没有一次性洗漱用品，但是自动售货机可以买，但还是建议自己带吧~有浴巾和拖鞋的~刷牙杯要去一楼消毒柜里自己拿，楼梯上有功用电吹风。退房的时候还会送95折卡和杯垫手机挂件，很可爱~', '短评打分': 5}
{'短评内容': '太差了，在一个犄角旮旯里。房间很小，180一晚上根本就不如99的我的客栈，一晚上打死三个指甲盖大的蜘蛛！！！吓得根本不敢睡。厕所在床的对面，距离一米多点，厕所没有门！洗澡水汽特别重，一晚上潮的要死，每次回来房间都是发霉的味道，被子是湿的。再也不回去了。又贵又差，基本是住过最差的酒店了，各位慎重！', '短评打分': 1}
{'短评内容': '真的是太小啦啊，还没有电脑，和上次在上海、住的相差好大啊·················还是去住杭州其他的酒店把', '短评打分': 1}
{'短评内容': '房间不大，但很齐全很可爱，需要自备牙刷牙膏及沐浴的东东哦', '短评打分': 5}
{'短评内容': '住的比较舒服，价格实惠~下次还会选择入住。', '短评打分': 5}
{'短评内容': '床很大，还不错。宾馆附近交通很便利。', '短评打分': 3}
{'短评内容': '酒店比较不好找，房间有点小，但是还算舒适。地点靠进闹市相当方便。离开市区机场大巴站不算远方便赶早班机。', '短评打分': 5}
{'短评内容': '设计比较温馨的。。。就是有点小的。。。。', '短评打分': 5}
{'短评内容': '还不错，就是找的时候着实让费了些功夫~打电话过去问怎么过去，给的答案居然就是错的！', '短评打分': 5}
{'短评内容': '这是我住过的面积最小的酒店了，不还交通还比较方便，也比较干净和有特色，因此小一点也就无所谓了，关键是价格比较便宜', '短评打分': 5}
{'短评内容': '很方便很实惠还能看到地图，很不错。下次我还会试着订的', '短评打分': 5}
{'短评内容': '很干净 在杭州店也很多。就是床小了点，然后不太隔音，洗漱工具得自带', '短评打分': 3}
{'短评内容': '没有洗漱用品，位置不好，比较难找，吹风机每层只有一个。', '短评打分': 1}
{'短评内容': '房间小而 整洁，挺满意的。', '短评打分': 3}
{'短评内容': '温馨大床房怎么那么小', '短评打分': 3}
{'短评内容': '地点方便，住宿价格经济实惠，是背包壳的不错选择，从这里去小河直街玩蛮方便', '短评打分': 5}
{'短评内容': '价格优惠、干净整洁，不错的，就是不是太好找', '短评打分': 5}
{'短评内容': '干净卫生，交通方便。就是卫生间没有门不太好。', '短评打分': 5}
{'短评内容': '整体感觉不错，在居民区里面，晚上比较安静（房间之间的隔音效果有待改善噢），有去西湖和客运中心的直达车。', '短评打分': 5}
{'短评内容': '感觉一般，干净倒还可以，但是洗漱用品那些确实不方便', '短评打分': 1}
{'短评内容': '首先我很不满意的是我很早就定了大床C，但是到店的时候没有给我留，只说是忘了，这个解释很不满意，其他的都很好，挺干净的', '短评打分': 5}
{'短评内容': '没想象的好', '短评打分': 3}
{'短评内容': '就是在一个住宅区里面不太好找，还有就是从住宅区门口到酒店的路不好。酒店感觉还好，也挺安静的，离武林广场2站公交车的距离', '短评打分': 5}
{'短评内容': '新开业的所以挺新挺干净的，不过洗漱用品都要自己带。', '短评打分': 5}
{'短评内容': '去各个景点交通便利~酒店干净整洁，唯一不足就是房间有点小', '短评打分': 5}
{'短评内容': '一般般，貌似新开业的', '短评打分': 3}
{'短评内容': '干净温馨舒适', '短评打分': 3}
{'短评内容': '听说是新开的，感觉里面的装潢是比西湖店的新多了，相当满意。', '短评打分': 5}
{'短评内容': '很好 不错', '短评打分': 3}
{'短评内容': '很干净，就是隔音不太好，其它还可以', '短评打分': 3}
{'短评内容': '第一次住布丁，很可爱很干净，布置很有创意，只是洗漱用品得另够，有些不方便。', '短评打分': 5}
{'短评内容': '房间有点小 床也有点小 两个人住有的窄 没有浴巾 其他还不错', '短评打分': 3}
{'短评内容': '酒店很新，就是附近没有便利店，吃饭什么的要走很远。', '短评打分': 3}
{'短评内容': ' 我对布丁宾馆的。环境很不满意，浴室没有香皂和沐浴露，没有喝水的杯子。', '短评打分': 3}
{'短评内容': '房间小了点，还行，能凑合，希望价格还可以优惠些。', '短评打分': 5}
{'短评内容': '房间超级迷你，隔间效果不好，不过挺干净的，在杭州这个寸金寸土的地方这个价格真的已经很不错了，酒店不提供洗漱用品。', '短评打分': 5}
{'短评内容': '感觉不错，酒店的位置价位都还不错的，呵呵。', '短评打分': 5}
{'短评内容': '房间内没有可用的非一次性洗浴用品。酒店的隔音效果一般，可以接受。', '短评打分': 5}
