{'短评内容': '酒店还可以', '短评打分': 5}
{'短评内容': '总的来说符合性价比，早餐还不错。......', '短评打分': 5}
{'短评内容': '房间较大，还可以。隔音效果也不错！', '短评打分': 3}
{'短评内容': '还行，房间不大，中规中矩，出行也算方便，挺好找的。', '短评打分': 5}
{'短评内容': '酒店条件一般,地理位置较好', '短评打分': 3}
{'短评内容': '房間好; 但要提醒各位, 房內所有設備, 都要錢的, 而且是 細細隻字, 說明這要$1, 這要$1.5; 這有點兒小家', '短评打分': 5}
{'短评内容': ' 太旧了。', '短评打分': 3}
{'短评内容': '第一次住这边，还算是终归中矩了，价格稍微有点小贵\n第一次住这边，还算是终归中矩了，价格稍微有点小贵\n第一次住这边，还算是终归中矩了，价格稍微有点小贵', '短评打分': 5}
{'短评内容': '每次到长沙都会住在该酒店，酒店的卫生非常好，出门很方便，性价比高', '短评打分': 5}
{'短评内容': '性价比非常高，特别是早餐非常丰富，周边环境很好很方便，交通也很方便', '短评打分': 5}
{'短评内容': '很好！下次到长沙还会住这家酒店，房间的卫生很好，早餐很丰富，谢谢！', '短评打分': 5}
{'短评内容': '非常好的一家酒店，周围的环境很好交通也很方便，卫生也非常好，', '短评打分': 5}
{'短评内容': '还行吧，就是味道稍大，其他的一般吧，餐厅海鲜湘菜还不错', '短评打分': 5}
{'短评内容': '酒店很好，就是稍微有点味道，我住的的顶楼，建议注重细节，交通也比较方便，价格实惠。', '短评打分': 5}
{'短评内容': '酒店设施老旧啊，而且光线不好啊。服务还是可以的', '短评打分': 5}
{'短评内容': '订的电脑房间电脑不错，设施老化，酒店内空气不好，早餐对不起这房价', '短评打分': 5}
{'短评内容': '交通很便利，房间很干净，值得推荐的一家酒店。', '短评打分': 5}
{'短评内容': '很不错的酒店，下次来还会选择这一家，推荐一下！', '短评打分': 5}
{'短评内容': '每次都住这,不错.', '短评打分': 3}
{'短评内容': '真不乍的,卫生差.反正我住了2天就换酒店了', '短评打分': 1}
{'短评内容': '已入住\n\n\n\n', '短评打分': 3}
{'短评内容': '价格338的和368的没什么区别?', '短评打分': 3}
{'短评内容': '还行，特别电脑房电脑特快，但房间有一股味，早餐一般。总体上再降价才好。', '短评打分': 5}
{'短评内容': '不错,每次都住这', '短评打分': 3}
{'短评内容': '准4星，区域方便，每天送水果，早点也很不错', '短评打分': 5}
{'短评内容': '也不是第一次住了，以前住的商务大床，感觉还可以，这次弄了网络休闲房，感觉真不咋地，一进门就是一股刺鼻的味，房间也小，装修陈旧，没发现什么亮点。', '短评打分': 1}
{'短评内容': '第一次住这家酒店，感觉非常好，服务态度很好，交通也很方便', '短评打分': 3}
{'短评内容': '在房间里觉得热有点出汗开空调居然没冷风吹，打电话给前台说要我等一会结果等到天亮也没空调。\n结帐居然还说我多用了房间里的东西要收费～～查房还查半天居然查出这样的结果。', '短评打分': 1}
{'短评内容': '餐厅菜挺好吃的,不贵', '短评打分': 3}
{'短评内容': '环境不错,早餐很一般', '短评打分': 3}
{'短评内容': '地理位置及环境不错，就是前台的收银员（男性）不好，大早晨在那玩游戏，客人等那么久还不尽快结账，有待提高，其他不错', '短评打分': 5}
{'短评内容': '酒店的服务还是很不错，早餐也比较丰富，值得推荐', '短评打分': 5}
{'短评内容': '酒店总体不错，不过尽然提示说牙刷，拖鞋等都要收费，不过价格比较便宜，一般1元一样，拖鞋3元，最后结帐貌似没有收费，总体还是不错。', '短评打分': 5}
{'短评内容': '新时空华程大酒店离火车站不远，条件还不错，不提供一次性用品有点不习惯', '短评打分': 5}
{'短评内容': '不错不错，非常好的酒店，服务很到位，设施也很早，下次还要去', '短评打分': 5}
{'短评内容': '非常好\n停车方便\n非常好\n停车方便非常好\n停车方便', '短评打分': 5}
{'短评内容': '位置不错，环境还行，空调声音大点，房间打扫不够细致，纸巾用完了也不知道加，还有其他的细节需要注意加强', '短评打分': 5}
{'短评内容': '酒店前台所售的是假烟，不诚信。希望能整顿一下。', '短评打分': 1}
{'短评内容': '早餐品种偏少，只能下碗面吃，也没什么变化，下次不住了。', '短评打分': 1}
{'短评内容': '非常超值的好酒店', '短评打分': 3}
{'短评内容': '酒店的硬件设施不错,除了中央空调稍有杂音。服务员的素质也不错。可是酒店的保安大有问题，我有事回来的比较晚，我的女友晚上住酒店很晚凌晨4点都有酒店的“特殊服务人员”敲门，各大酒店都有类似情况也可以理解。可是酒店也不规范一下这种人的行为吗？让她们在楼里面到处乱窜！这位素质太差的“服务人员”甚至还拍门踢门 大声叫喊 强行要求开门 时间持续了20分钟左右也没人来予以阻止！！我女朋友很害怕，我以最快的速度赶', '短评打分': 1}
{'短评内容': '很不错的酒店，性价比很高，值得再次来住。', '短评打分': 5}
{'短评内容': '还不错的酒店，价格还算适中', '短评打分': 3}
{'短评内容': '今年第三次入住了，发现房间的空调不行，只出风不制暖。', '短评打分': 5}
{'短评内容': '  牙刷拖鞋等一次性用具竞然收费，出乎意料，位置还可以，性价比一般', '短评打分': 3}
{'短评内容': '酒店内服务还行。客房内层高比一般酒店要高、面积也不小，卫生间也比较宽敞，台面是大理台台面，所以挺舒服的感觉。房间内也有一些比较贴心的小设备，比如卫生间内有体重称，床头柜上有闹钟，书桌那边还有手电。晚上还有水果送，可惜的是晚上忘记吃了，不过水果样子很新鲜。但是房顶中央没有灯，只有边上有灯，即使所有灯打开还是觉得比较暗。客房服务的速度也比较慢，需要打两次电话才来\n总体还是挺好的。\n', '短评打分': 5}
{'短评内容': '入住的是商务客房，设施比较新，层高也比较高。总体还不错', '短评打分': 5}
{'短评内容': '上次忘记说了，酒店提供免费水果，一个苹果一个梨，不错。', '短评打分': 5}
{'短评内容': '地理位置好，交通方便，卫生一般，服务态度好，下次还会去。', '短评打分': 5}
{'短评内容': '位置还不错，出行较方便。但服务质量有待提高。而且性价比不高。', '短评打分': 1}
{'短评内容': '位置不错，但前台服务态度不太好。同级别酒店，较贵。', '短评打分': 1}
{'短评内容': '房间还是挺好的，服务的话还是一般，开车过去是挺方便的，性价比还算合适。', '短评打分': 5}
{'短评内容': '酒店位置很好，早餐也可以，挺舒服的，重点推荐4楼的中医足疗，价格公道，很正规，酒店内很少有这么理想的', '短评打分': 5}
{'短评内容': '不错！服务好！环境也还可以！价格在附近的酒店比还可以！下次来还住着！早餐时间能提前一些就好了，如果是早上赶时间的就吃不上了，6到6点半最好！', '短评打分': 5}
{'短评内容': '酒店环境很好，工作人员的服务态度也很好，我出去吃晚饭，回来后，发现屋里还放了水果，虽然长沙地区规定不允许提供一次性用品，但酒店内一次性用品标价，真的不高，很人性化，超赞', '短评打分': 5}
{'短评内容': '位置还可以。就是有点吵。房间里的浴缸清洗的不干净，还有头发的。', '短评打分': 5}
{'短评内容': '位置不错，出行方便。性价比一般。房间尚可。', '短评打分': 5}
{'短评内容': '酒店硬件设施很齐全，性价比高，服务很好，服务员都很有礼貌，住宿环境蛮好的', '短评打分': 5}
{'短评内容': '酒店地处位置较为理想，早餐非常丰盛，价格适中。但作为4星级酒店，在设施和内部卫生上有待进一步提高。', '短评打分': 5}
{'短评内容': '帮朋友定的，反应不错，每次都要我帮他定这儿。', '短评打分': 5}
{'短评内容': '酒店不错的，我是帮朋友定的，朋友表示下次还要入住。', '短评打分': 3}
{'短评内容': '还不错的，酒店位置比较好，而且交通也还不错，早餐不错', '短评打分': 5}
{'短评内容': '房间里还是蛮舒适的，卫生间很大，卫生打扫也不错，设施也比较完善，感觉还是挺舒适的。', '短评打分': 5}
{'短评内容': '房间布置的倒是挺时尚挺现代化的，提供的洗漱用品质量也很好。', '短评打分': 5}
{'短评内容': '卫生方面都是很不错，从地面到墙面，床上到卫生间打扫都很干净，住的很舒心。', '短评打分': 5}
{'短评内容': '酒店位置极佳，周边购物游玩很方便，交通也很便利的。', '短评打分': 5}
{'短评内容': '需要和门卫加强沟通，给客人一个更好的服务，否则门卫只注重收钱，没有服务', '短评打分': 5}
