{'短评内容': '环境不错，服务也很好。', '短评打分': 5}
{'短评内容': '酒店性价比还是不错的，可以有下次。', '短评打分': 5}
{'短评内容': '商务出差也够了 免费给升级了还算不错', '短评打分': 3}
{'短评内容': '交通、吃饭都很方便，酒店也很舒适，还会来的。', '短评打分': 5}
{'短评内容': '房间里卫生间有味道，服务员处理了一下就好了，不过第二天又开始了', '短评打分': 4}
{'短评内容': '还不错，离鸟巢水立方也近', '短评打分': 5}
{'短评内容': '周边环境好，边上就是中科馆和奥林匹克公园', '短评打分': 4}
{'短评内容': '楼上的KTV太吵了，投诉也没用，以后绝对不会再住这里了！', '短评打分': 4}
{'短评内容': '商务出行，感觉蛮温馨的，推荐入住', '短评打分': 5}
{'短评内容': '服务好', '短评打分': 4}
{'短评内容': '酒店很安静，设施齐全，靠近鸟巢、水立方、奥林匹克公园。交通比较方便。', '短评打分': 5}
{'短评内容': '房间还行，附近吃东西的挺多，就门口有点儿堵车', '短评打分': 5}
{'短评内容': ' 还可以不错房间 就是酒店内没有什么娱乐设施好像  早饭一般没有五星的水准', '短评打分': 3}
{'短评内容': '周边环境不错，有各种风味的餐厅，酒店的环境也不错，早点也还行，就是房间里的设施有些旧了，尤其是地毯上有印迹很多，看着不舒服。', '短评打分': 5}
{'短评内容': '哈。。是帮别人预订的，不知道住得怎么样。没见打电话说不好，应该是不错的。', '短评打分': 5}
{'短评内容': '虽然价格过高，但离国家会议中心很近，方便展会。', '短评打分': 5}
{'短评内容': 'check in时，前台有3人都很忙，无法顾及到我这个唯一在前台等候的客人，态度很‘北京’', '短评打分': 1}
{'短评内容': '整体还不错的酒店，离我要去的展会也很近~ 只不过我住的时候是冬天，还是特价无窗房，真是把我热得不行，住了一天，第二天回去就生病了~', '短评打分': 5}
{'短评内容': '服务很好，房间也比较干净。\n早餐挺丰富的。\n就是房间太干了，睡觉很难受。', '短评打分': 5}
{'短评内容': '环境不错，交通便利，价格相对实惠，商务可选', '短评打分': 5}
{'短评内容': '酒店大堂不是特别气派,但是周围用餐特别方便,价格也合适,推荐!', '短评打分': 5}
{'短评内容': '酒店交通便利，环境不错，服务周到，设备稍旧，但不影响使用', '短评打分': 5}
{'短评内容': '还可以 还算干净， 就是没有窗户 房间有点小， 但是地点不错 很好', '短评打分': 5}
{'短评内容': '性价比不错，房间很暖和，值得推荐。ok!ok', '短评打分': 5}
{'短评内容': '没有窗户的房间很热，不过排气扇马力十足，空调不要开太大。很干净，隔音效果不怎么好', '短评打分': 5}
{'短评内容': '没窗户的都要450， 而且最莫名其妙的的是大白天的同接朋友一起入住登记时，帮着一起拿行李上楼都不行，非要让在大堂等，还没听说过哪个酒店会有这样的规定呢，少见！！！再也不住了。 ', '短评打分': 1}
{'短评内容': '设施还行,房间不够安静.', '短评打分': 3}
{'短评内容': ' good hotel, good location good service rice and good price. next time will also be my best choice.', '短评打分': 5}
{'短评内容': '配置很好，环境很好，离鸟巢进，下次还会来', '短评打分': 5}
{'短评内容': '一般，旁边有好多吃的，离会展中心很近，就是没窗户', '短评打分': 5}
{'短评内容': '性价比还可以，地理位置也还可以\n不过冰箱不制冷，有些遗憾', '短评打分': 1}
{'短评内容': '开会去，还不错的酒店，当然价格也“不错”。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '环境、地理位置、设施设备都不错，服务态度也很好！推荐！如果价格再稍低点就更好了！', '短评打分': 3}
{'短评内容': '我已多次安排我的客人入住此酒店，设施不错，服务都可以，就是停车有问题。', '短评打分': 5}
{'短评内容': 'Nice place , will stay again', '短评打分': 5}
{'短评内容': 'Okla, ,  nice place . Very close to the place I wanna go \n', '短评打分': 5}
{'短评内容': '感觉干净卫生，有免费停车场，很好！下次还在这里住，很喜欢。', '短评打分': 5}
{'短评内容': 'Nice hotel，neat & clean. Convenient location, good service, fair price, will stay again.', '短评打分': 5}
{'短评内容': '酒店位置不错，管理也很好，价格也很合适，早餐简单了点', '短评打分': 5}
{'短评内容': '还不错，有内部停车场，但是下面有KTV睡觉很辛苦。', '短评打分': 5}
{'短评内容': '不错不错不错不错。离鸟巢，水立方很近。交通方便，', '短评打分': 5}
{'短评内容': '性价比还不错，只是门童业务素质太差，没有告诉我酒店可以免费停车，害的我被酒店门前的一帮承包车位的农民工狠狠敲诈了一把！', '短评打分': 5}
{'短评内容': '客观的讲，酒店的前台服务态度还不错，但管理上缺乏灵活度，对于每一个订了此酒店的客人应提供一切可提供的方便，而不应为了获得高房价而服务。管理的灵活度有待提高。', '短评打分': 5}
{'短评内容': '基本上比较干净，地方比较方便，早餐也很丰盛，选择比较多。', '短评打分': 5}
{'短评内容': '服务不错，但这个季节没窗户的房间确实太闷热。', '短评打分': 5}
{'短评内容': '酒店位置很好，距离机场很近。早餐比较丰富，卫生不错。\n', '短评打分': 5}
{'短评内容': '酒店位置很好，距离机场很近。早餐比较丰富，卫生不错。', '短评打分': 5}
{'短评内容': '酒店价格这2年涨的好快，房间还是可以，不过现在空调不制冷', '短评打分': 5}
{'短评内容': '酒店很好，无窗房住着总是有一点别扭，毕竟一分钱一分货，房间设计的还是比较合理的', '短评打分': 5}
{'短评内容': '位置不错，硬件一般，服务不错。无窗房间有不见天日之感。', '短评打分': 5}
{'短评内容': '周边环境非常方便， 吃饭休闲娱乐都有。 房间干净， 国外客人不少， 楼层低， 出入方便。', '短评打分': 5}
{'短评内容': ' 离开国家会议中心比较近 还是很方便的', '短评打分': 3}
{'短评内容': '酒店位置非常好，早餐也不错。但就是没有窗，这点需要改进。总体上还是非常不错的。\n服务人员的素质也非常高。', '短评打分': 5}
{'短评内容': '酒店的房间很大，设施也新，酒店的服务也很好，吃东西很方便，出门步行就可到奥运村，交通便利，下次还可再住并推荐给我的其他客户。', '短评打分': 5}
{'短评内容': '被子很厚热醒了', '短评打分': 3}
{'短评内容': '酒店房间很大，交通不是很方便，周边全是著名餐饮，招待客户很好！去机场走五环很快，现在我来的客人都推荐到这里了！', '短评打分': 5}
{'短评内容': '第一次来由于是出差，所以没有怎么提前准备。但是酒店的整体感觉还是很不错的，住的副楼，人员服务热情周到。就是硬件有待提升，估计有点年生了。下次来还会住的。\n', '短评打分': 5}
{'短评内容': '酒店房间比力较大，没早餐，边上吃在还算多，离中国科技馆比较近，水井方也比较近，就是离铁口比较远，还要打的，有点不便，价格稍偏高一点', '短评打分': 5}
{'短评内容': '酒店的服务很好，管理也不错。美中不足的是房间的隔音比较差，另外周五不到8点就开始装修噪音了，声音很吵！', '短评打分': 5}
{'短评内容': '房间的床 枕头 被子都很舒服\n星级酒店的标准', '短评打分': 5}
{'短评内容': '酒店门外是美食街，附近有超市，有免费停车位，离地铁较远', '短评打分': 5}
{'短评内容': '酒店在亚运村，门外很多饭店，房间干净，交通方便', '短评打分': 5}
{'短评内容': '早餐非常好，赞一个！但是房间有点儿味儿，希望改进', '短评打分': 5}
{'短评内容': '比较不错酒店，满干净的，性价比还可以。有机会还住。', '短评打分': 5}
{'短评内容': '房间有点不好，比武汉的华美达要差一些，服务也不是很好', '短评打分': 5}
{'短评内容': '为了看意大利超级杯，定了这个酒店，位置好，周围是美食街，超市也很近。不过离地铁站远了点，走路大概要30分钟。房间比较干净，电视频道不是很多，没有湖南卫视。上网速度也很快。唯一缺点就是在房间能听到走廊传来的声音。', '短评打分': 5}
{'短评内容': '装修噪音消失之后 还是值得入住的 很不错', '短评打分': 5}
{'短评内容': '不错，很舒服，第一次入住，但感觉还不错！呵呵', '短评打分': 5}
{'短评内容': '服务还好，酒店业很干净，但房间有蟑螂，希望酒店赶紧处理一下吧。', '短评打分': 5}
{'短评内容': '房间是很干净服务也很好，但东楼装修没法休息。\n总体还行。', '短评打分': 5}
{'短评内容': '正在装修 非常恶心！\n前台竟然拿出北京市什么破烂规定条款说可以装修到8点\n酒店是给客人提供服务的地方\n你不帮客人解决问题 只是找借口出来搪塞 实在不怎么样！', '短评打分': 1}
{'短评内容': '地段不错，但楼层太低，再加上正在装修，有些嘈杂。房间较大，布置也还不错', '短评打分': 5}
{'短评内容': '硬件还可以，性价比较好。不太好找，司机都不认识。', '短评打分': 5}
{'短评内容': '酒店面积不大，但是房间面积还不错，就餐比较方便，设施也还可以', '短评打分': 5}
{'短评内容': '干净、设施比较新，但是被蚊子咬了2个包，花洒很给力，浴室也很干净。总体满意，会考虑一直入住。嘿嘿', '短评打分': 5}
{'短评内容': '酒店条件基本符合4星标准，早餐不错，就是上网有点慢', '短评打分': 5}
{'短评内容': '位置比较方便 价格合理 下次出差还是会选这家的 当然在价格合适的情况下', '短评打分': 5}
{'短评内容': '不错，尽管是无窗房间，但还不错，早餐很丰富，送餐也不贵，房间比较舒服，但有一点，房间外走廊好像有股味道', '短评打分': 5}
{'短评内容': '走廊宽敞，服务较规范，房间及浴室用品较好，但据华美达品牌规范有一定差距，房间地毯污渍较重。', '短评打分': 5}
{'短评内容': '酒店就在新中国科技馆东面几百米，去科技馆非常方便，酒店硬件还是不错的，服务稍差，综合来看尚可。', '短评打分': 5}
{'短评内容': '酒店糟糕，不符合华美达的品牌，唯一图的就是离开国家会议中心近，方便去那里参加展会。', '短评打分': 1}
{'短评内容': '房间比较小，交通不是很方便，开车好了一会，才看见', '短评打分': 5}
{'短评内容': '房间挺好的，网上预付的，所以价格也便宜了些。', '短评打分': 5}
{'短评内容': '挺好的，这家酒店挺好的，在别的城市也喜欢住这间酒店，信任这个品牌', '短评打分': 5}
{'短评内容': '感觉一般般，通讯地址与实际地址出入较大，不太好找。', '短评打分': 1}
{'短评内容': '交通比较方便，设施有点旧，但是酒店的大床房太少。', '短评打分': 5}
{'短评内容': '交通方便，离王府井和西单都近，房间也干净，周边饭店也多，不错，推荐。。。', '短评打分': 5}
{'短评内容': '什么也是一般, 周边吃饭的地方不多. 每次回酒店司机也会走错路...', '短评打分': 5}
{'短评内容': '酒店的服务、房间都还不错，早饭品种好像少了，可吃的不够，总体是个不错的酒店。不过我个人感觉有两点建议，一是卫生间的门吸损坏需要维修；二是房间房门底部缝隙太大，这是先天的不足，预留地毯时失误所致。', '短评打分': 5}
{'短评内容': '  续住一晚8419房  满意', '短评打分': 3}
{'短评内容': '干净整洁，环境好，食物好吃，下次会继续住', '短评打分': 5}
{'短评内容': '还好，替客人定的，客人很满意，去国家会议中心很方便，', '短评打分': 5}
{'短评内容': ' 三个房间已经入住  我的房号8419  房间不错  满意', '短评打分': 3}
{'短评内容': '环境不错，干净整洁，值得推荐~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '很干净，价格也不贵，位置非常不错，周边餐厅很多，临近鸟巢和森林公园，至王府井或西单购物街都有直达车', '短评打分': 5}
{'短评内容': '酒店不错，卫生不错，早餐也还可以，距离机场很近。', '短评打分': 5}
{'短评内容': '酒店很干净整洁！', '短评打分': 3}
{'短评内容': '去开会的地方比较方便,服务也很好,下次会继续入住', '短评打分': 5}
{'短评内容': 'good location and the room is good', '短评打分': 5}
{'短评内容': '干净整洁，环境好，饮食方便，唯一不足是两间联通的房间太多。', '短评打分': 5}
{'短评内容': '这次主要带孩子去中国科技馆，所以住在这里非常方便，还能顺便去鸟巢、水立方。房间整洁，设施也不错。唯一遗憾的是酒店周围没有超市或便利店，想买点零食找不到地方。', '短评打分': 5}
{'短评内容': '很精致，没窗有点闷。', '短评打分': 3}
{'短评内容': ' 满意', '短评打分': 3}
{'短评内容': '还不错,就是地址难找。', '短评打分': 3}
{'短评内容': '帮朋友定的，朋友说环境不错，印象挺好的。', '短评打分': 5}
{'短评内容': '房间不隔音,太吵', '短评打分': 3}
{'短评内容': '酒店附近吃饭的地方很多 买东西的地方也很多 不错', '短评打分': 5}
{'短评内容': '因为位置不错，酒店性价比不高，每天都有成人小卡片的骚扰', '短评打分': 1}
{'短评内容': '酒店还不错，冷气很足，离鸟巢和水立方很紧，去玩很方便', '短评打分': 5}
{'短评内容': '最近住了好几次啦 ，还是有窗户的房间好些，要是价格再实惠些就更满意啦！', '短评打分': 5}
{'短评内容': '哈哈，帮老板定的套间不错比高级间好多啦！', '短评打分': 5}
{'短评内容': '呵呵，这次定了有窗的房间还拿到了大床房，不错！', '短评打分': 5}
{'短评内容': '多次入住了，还是比较满意的！机场过去比较方便，外出办事交通也很便捷！', '短评打分': 5}
{'短评内容': '无窗的房间就是通风有问题，其它的方面还是不错的。高级间和豪华间大床房太少老是订不着，下次住套间试试。', '短评打分': 5}
{'短评内容': '同事点名入住这家酒店，看来应该是不错的~', '短评打分': 5}
{'短评内容': '服务很周到。房间感觉不错。就是周围有点吵。如果能控制一下就更好了', '短评打分': 5}
{'短评内容': 'good location for meeting there', '短评打分': 5}
{'短评内容': '感觉挺不错的，房间很宽敞。而且免费升级还可以', '短评打分': 5}
{'短评内容': '还可以。如果能提供出租车叫车等方面的服务就更好了', '短评打分': 5}
{'短评内容': '房间可以,,但是隔壁是金钱豹。晚上有点太吵了。如果能解决就最好了。早餐味道不错。要是能种类也增加点，特别是饮料方面。会更好。', '短评打分': 5}
{'短评内容': '设施很新，附件餐饮很集中，离鸟巢很近。就是我订的无窗房很闷了。下次要有窗的。', '短评打分': 5}
{'短评内容': '整體環境還是不錯，房間也很舒服。', '短评打分': 3}
{'短评内容': '环境不错，我喜欢酒店里面的走廊，好宽阔，感觉不错，舒服。。。嘎嘎', '短评打分': 5}
{'短评内容': '地段很好，特别是去鸟巢参观的游客。早餐也可以。', '短评打分': 5}
{'短评内容': '房间很好，地段也可以。可我不知道是几星的，感觉是4星的。但没有找到星级。', '短评打分': 5}
{'短评内容': '交通方便，外面就有好几个餐厅，有湖南和四川的，感觉不错。', '短评打分': 5}
{'短评内容': '环境还是不错的，但是比较郁闷的是房间我要的大床房4间，结果是4间标准房，跟我说当时的说法是尽量大床房，这个怎么没跟我确认过呢？\n另外比较新鲜的是两个房间之间居然还有两扇门可以互通，我孤陋寡闻，第一次遇见，太新奇了', '短评打分': 5}
{'短评内容': '很不错。方便，环境设施都不错。\n不过有一点，晚上用淋浴的时候水不够热，希望下次住会有改进。', '短评打分': 5}
{'短评内容': '老板每次来都会入住的酒店~~已经作为老板来京的长期入住酒店', '短评打分': 5}
{'短评内容': '很舒适~~性价比很高的酒店！老板每次来都住！', '短评打分': 5}
{'短评内容': '是见到过最矮的华美达酒店，房间不错，挺大的。周边吃饭的地方也蛮多。', '短评打分': 5}
{'短评内容': '比较干净卫生,地理位置不错,服务挺好,性价比较好。', '短评打分': 5}
{'短评内容': '酒店位置离中国科技馆特别近，对带孩子去科技馆的客人来说非常合适。打车也很方便，东边50米远处就是安立路，有超市和麦当劳。从科技馆南行大约800米远处就是鸟巢和水立方。从酒店打车去故宫北门(神武门）大约30元。', '短评打分': 5}
{'短评内容': '住的是无窗的标间，房间硬件不错，有一盆小植物，淋浴的空间也挺大，有小冰箱，电视液晶，细节做得不错，小用品也挺齐全（如润肤露）。也很喜欢他们的早餐，还是挺丰富的。唯一不好的就是无窗，无冷气，真的挺闷/热的，如果不计较倒没关系，酒店配了个加湿器，我自己也让酒店提供点冰块降温，呵呵。', '短评打分': 5}
{'短评内容': '酒店位置不错，房间也可以，但是有点热，冬天容易干燥，希望能配上加湿器（只是冬天即可），另外，早餐的自助非常好，也很丰富。', '短评打分': 5}
{'短评内容': '可能是不同房型的原因，对于没有窗户的标间是绝对不能住，其它有窗户的标间可能好些。', '短评打分': 5}
{'短评内容': '实在是太热并且非常干燥，常入不能忍受，其它方面还是可以的。', '短评打分': 1}
{'短评内容': '交通还行，早餐丰富，地理位置较好，但是房间内太热且干燥。', '短评打分': 5}
{'短评内容': '整体环境不错，但是温度较高，赞成房间湿度不够', '短评打分': 5}
{'短评内容': '离鸟巢很近，价格也还合理，酒店设施比较新。', '短评打分': 5}
{'短评内容': '设施不错，服务不错。地方不好找。店名长难记住。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '物有所值，非常满意，就是房间有点热，呵呵，下回还会住这的。', '短评打分': 5}
{'短评内容': '早餐很普通，没有免费网络，竟然要3元/10分钟，有点黑\n不喜欢格局，感觉跟汉庭一个档次，竟然收4星的钱，小过分哦～～', '短评打分': 1}
{'短评内容': '房间很大，很干净，装修简洁时尚。旁边就有很上档次的早餐店和饭店。很方便。去鸟巢和国际会议中心很近。我们还被免费升级，真高兴。', '短评打分': 5}
{'短评内容': '酒店不错 老板很满意~以后还是会住的 YEAH~', '短评打分': 5}
{'短评内容': '位置好，距离鸟巢水立方啥的，都近，吃喝周围全有，非常不错', '短评打分': 5}
{'短评内容': '价格在北京比较实惠，周围有的吃喝。还是值得住的', '短评打分': 5}
{'短评内容': '好地点，距离鸟巢近，亚运村，吃喝都方便。', '短评打分': 5}
{'短评内容': '没有窗户，也没有其它通风设备，味道极差，另外房间温度过高，前台也没有办法降温，整晚都没睡好！', '短评打分': 1}
{'短评内容': '房间还不错，但是交通不方便，打车很成问题。', '短评打分': 1}
{'短评内容': '这次参加2010世界高铁大会入住本酒店。很好！距离国家会议中心很近，步行15分钟。', '短评打分': 5}
{'短评内容': 'The serivce has been improved significantly. The food is okay.', '短评打分': 5}
{'短评内容': '各方面都不错，达到了4星标准。距离国家会议中心很近，可以步行去。', '短评打分': 5}
{'短评内容': '地点不错，离机场不远，交通通畅。早餐品种丰富，性价比不错。', '短评打分': 5}
{'短评内容': '房间还可以，距离鸟巢、水立方和中国科技馆新馆比较近。价格偏贵。', '短评打分': 5}
{'短评内容': '价格适中，就是有的房间隔音差，所以务必了解是否房间离KTV较近', '短评打分': 5}
{'短评内容': '性价比高，地理位置好，新装修的舒适环境！很喜欢\n', '短评打分': 5}
{'短评内容': '涨价涨的太快了吧，比去年差不多贵了200块，越来越没性价比了，还不如加点钱住对面的马可波罗呢。。', '短评打分': 1}
{'短评内容': '位置不错，周围吃饭的地方不少，而且可以步行到奥体公园地铁站，面积大但装备旧了，相比其它华美达而言，也偏贵了；早餐丰富', '短评打分': 5}
{'短评内容': '住的是高标，房间宽敞设施很新，总体舒适卫生安静，走路到科技馆2、3分钟，到鸟巢水立方15-20分钟，因为是带孩子去科技馆玩，所以觉得很好很方便。', '短评打分': 5}
{'短评内容': '总体个方面还可以，但是服务感觉一般，延迟入住非常麻烦', '短评打分': 1}
{'短评内容': '有停车位，而且停车位比较充足，这点很不错。', '短评打分': 5}
{'短评内容': '+设施都很不错,环境也很好,电视很大还有国际台,就是厕所门后面的那个吸住门的东西很容易绊人一跤,有点危险...', '短评打分': 5}
{'短评内容': '北京中奥华美达大酒店不是五星的,更象是家庭旅馆.我不知道怎么会在五星(豪华)里找到这家酒店.卫生服务还是不错的,而且离鸟巢很近.如果呢价格在300元左右呢我想会更合适一点.我定的是豪华大床房价格是668,感觉很不值哎!', '短评打分': 1}
{'短评内容': '服务态度极差，感觉很差！下次绝对不会选择这么差的酒店！', '短评打分': 1}
{'短评内容': '今年涨价了，有点贵，中秋住的又涨了100元', '短评打分': 1}
{'短评内容': '酒店的价格、位置、卫生及服务都不错，离金钱豹很近，周边吃饭很方便', '短评打分': 5}
{'短评内容': '很不错，设施服务卫生都很好。出门走3分钟就是公交车站，出行算是很方便了，就是价格还是有点高', '短评打分': 3}
{'短评内容': '酒店很干净，设施十分齐全，装修也很新，服务很好，就是价格不便宜', '短评打分': 5}
{'短评内容': '前台服务有点慢，不过可以接受。地理位置极佳。出门就有很多饭店。性价比很高。不过最近连续再涨价。', '短评打分': 5}
{'短评内容': '酒店硬件不错，早餐不错。前台服务生（一个男的）服务很不专业。', '短评打分': 5}
{'短评内容': '感觉非常好，交通方便。价格相对偏高，不过性价还是不错。', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '位置好，上五环去机场非常方便。房间大，设施也好。餐厅对住店客人优惠幅度大。\r\n只是太牛，晚上订房，要押金担保，不够人性化。', '短评打分': 5}
{'短评内容': '房间设施，卫生都很好，交通也非常便利。 离鸟巢，奥体中心非常近。 吃饭也很方便，紧邻食街。 ', '短评打分': 3}
{'短评内容': '房间设施，卫生都很好，交通也非常便利。 离鸟巢，奥体中心非常近。 吃饭也很方便，楼下就是金钱豹，旁边就是条食街。', '短评打分': 5}
{'短评内容': '非常适合带孩子逛科技馆，走路只要五分钟哦。', '短评打分': 5}
{'短评内容': '交通就餐停车都很便利，只不过前半夜会听到点儿周围ｋｔｖ的歌声', '短评打分': 5}
{'短评内容': '前台免费升级至豪华房，很棒，一夜睡得香！', '短评打分': 5}
{'短评内容': '入住的是无窗的标准间，感觉不错。房间很干净，星级感觉不错，但是似乎隔音一般东西也很齐全。\r\n', '短评打分': 3}
{'短评内容': '挺不错的酒店。但在预订时需要注明要无烟房。\r\n不然，会有烟味。', '短评打分': 3}
{'短评内容': '酒店KTV隔音效果差，离得近的房间晚上很吵影响睡眠', '短评打分': 5}
{'短评内容': '住了很多次了。不用多说。\r\n酒店是很好的酒店。日本客人都觉得价格可以。', '短评打分': 3}
{'短评内容': '帮公司领导订的。公司领导说好。以后来北京都住这家。', '短评打分': 3}
{'短评内容': '不错。以后还要来住。前台办理手续还是比较快的。\r\n无烟房比较少。', '短评打分': 3}
{'短评内容': '已经住了好几次了。\r\n不用说，感觉不错。\r\n就是价格贵了点。要是能便宜点更好', '短评打分': 5}
{'短评内容': '推荐！推荐！我一直都喜欢华美达集团下的酒店，干净！', '短评打分': 3}
{'短评内容': '位置很好！旁边还有金钱豹美食汇！喜欢啊。', '短评打分': 3}
{'短评内容': '我朋友反映不错！值得推荐！下次还可以选择这里。', '短评打分': 5}
{'短评内容': '+酒店不错 价格比上月贵了', '短评打分': 5}
{'短评内容': '我觉得还不错,住的是无窗房,没有很压抑,位置很好下次可能还会入住', '短评打分': 5}
{'短评内容': '今年涨价了，以前420的变成490了,不过相比较周边的还算可以', '短评打分': 5}
{'短评内容': '住了好几次了。不错。\r\n早餐时，有苍蝇在飞', '短评打分': 5}
{'短评内容': '位置好，性价比高。', '短评打分': 5}
{'短评内容': '性价比很高的一家酒店', '短评打分': 3}
{'短评内容': '不错，我每次到北京都住', '短评打分': 5}
{'短评内容': '开始以为宽带免费是房间有电脑，原来误会了。房间蛮大，非常干净也非常舒服。走到鸟巢有20多分钟，也挺方便的。周围交通也蛮方便的。总的来说，很不错', '短评打分': 5}
{'短评内容': '下次还会再住这家酒店。不过好像出租司机都不大认识这家酒店，你可以说“长沙宾馆”，就在附近', '短评打分': 3}
{'短评内容': '酒店周边餐饮选择不少，眉州小吃既可解决便餐，又有点餐。酒店自家的中餐馆还能享受7折，挺优惠的。挺喜欢这家酒店，感觉挺新的。', '短评打分': 3}
{'短评内容': '我很喜欢这间酒店，因为在北京国家会议中心开会，出行方便。房间很大。推荐。', '短评打分': 5}
{'短评内容': '很温馨，要是没有旁边的KTV就更好了', '短评打分': 3}
{'短评内容': '不错，很温馨的一家酒店', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '还不错的酒店，位置和各个方面的配套都不错。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '位置不错,装修现代,不错很舒适', '短评打分': 5}
{'短评内容': '一切都不错,下次会来住', '短评打分': 5}
{'短评内容': '位置很好离鸟巢很近，适合晚上散步\r\n装修不错\r\n下次还住', '短评打分': 5}
{'短评内容': '性价比比较合适，上午出差不较合适，离机场近交通方便。服务中规中矩！', '短评打分': 3}
{'短评内容': '虽然没有窗户，但是综合400元的价格还是性价比较出众的，没有窗户另外一个好处就是比较安静！', '短评打分': 5}
{'短评内容': '位置与价位都还可以接受', '短评打分': 5}
{'短评内容': '提前很多天订的，性价比很高，下次还会住', '短评打分': 5}
{'短评内容': '就京城的消费水平，感觉还可以。在亚奥商圈办事还比较方便。', '短评打分': 5}
{'短评内容': '还行吧。一般的商务型经济酒店。不过楼下就是KTV。', '短评打分': 5}
{'短评内容': '北京的酒店,最近每年不少住20次,50晚.(4星以上)\r\n比这酒店失望的实在不多见.', '短评打分': 3}
{'短评内容': '性价比很高的酒店。早餐很丰富。距离机场很近。下次还入住。', '短评打分': 5}
{'短评内容': '要以4星来评,实在有距离.\r\n早餐的煎蛋是量产的,做好的一大堆,偏凉的需要自己拿.\r\n早餐服务和内容3星不如.\r\n\r\n以后不想再住.', '短评打分': 1}
{'短评内容': '酒店的地址不对，出租车司机找起来都比较麻烦', '短评打分': 5}
{'短评内容': '总的来说，服务和舒适度都挺好的，价格适中。好评！', '短评打分': 3}
{'短评内容': '总的来说挺好的。', '短评打分': 5}
{'短评内容': 'very good.', '短评打分': 3}
{'短评内容': '太喜欢酒店的位置了, 离机场近,交通方便,走路可以到地铁, 最开心的是酒店前面就是饮食一条街, 想吃什么都有. 每次来北京都住这儿. 还推荐了几个朋友住, 也都很满意.', '短评打分': 5}
{'短评内容': 'Good', '短评打分': 5}
{'短评内容': '一楼中餐厅的“川菜”不错，很地道。', '短评打分': 5}
{'短评内容': '交通方便 还可以。', '短评打分': 3}
{'短评内容': '舒适 早餐食物很好。', '短评打分': 5}
{'短评内容': '性价比较高', '短评打分': 3}
{'短评内容': '还不错，就是靠西边的房间晚上有点吵', '短评打分': 3}
{'短评内容': '非常喜欢华美达没有窗户的房间~~性价比很高', '短评打分': 5}
{'短评内容': '性价比很高，距离200米远的马哥波罗的价格要加倍。距离机场很近。下次入住。', '短评打分': 5}
{'短评内容': '适合家庭旅游，价格在北京算适中。 房间干净，走廊较宽。\r\n', '短评打分': 3}
{'短评内容': '下次还可以住！离奥运村很近！', '短评打分': 3}
{'短评内容': '不错的酒店！', '短评打分': 5}
{'短评内容': '位置不错！房间卫生也不错！周围吃饭的地方比较多！', '短评打分': 5}
