{'descr': '还行干净。', 'star': 4}
{'descr': '服务不是很好，酒店被子很薄，正好那几天沈阳大降温，在那我都感冒了，后来给前台说了说才给换的厚被子', 'star': 1}
{'descr': '服务不是很好，酒店被子很薄，正好那几天沈阳大降温，在那我都感冒了，后来给前台说了说才给换的厚被子', 'star': 1}
{'descr': '这家的电视竟然不是互动电视，上当了，早知道还住在小东门店了', 'star': 5}
{'descr': '这家的电视竟然不是互动电视，上当了，早知道还住在小东门店了', 'star': 5}
{'descr': '环境优雅', 'star': 3}
{'descr': '环境优雅', 'star': 3}
{'descr': '酒店挺干净的   也很安静  下次还会入住？  ', 'star': 3}
{'descr': '酒店挺干净的   也很安静  下次还会入住？  ', 'star': 3}
{'descr': '1、网络太烂，经常掉线，网页都打不开。\n2、房间内的毛巾太旧，看上去很不干净的感觉。\n\n房间还算可以', 'star': 1}
{'descr': '1、网络太烂，经常掉线，网页都打不开。\n2、房间内的毛巾太旧，看上去很不干净的感觉。\n\n房间还算可以', 'star': 1}
{'descr': '位置就在鞋城对面，去鞋城很方便。早餐也比较丰富，在如家里算是不错的。离市区稍远了点，打车不大容易，公交车又实在太慢，出行便利方面还差些。', 'star': 5}
{'descr': '位置就在鞋城对面，去鞋城很方便。早餐也比较丰富，在如家里算是不错的。离市区稍远了点，打车不大容易，公交车又实在太慢，出行便利方面还差些。', 'star': 5}
{'descr': '房间小床小', 'star': 3}
{'descr': '房间小床小', 'star': 3}
{'descr': '已入住', 'star': 3}
{'descr': '已入住', 'star': 3}
{'descr': '帮朋友预订的，入住后很满意。他说，这家酒店位于沈阳药科大学不远，是一家干净整洁性价比高的商务酒店，值得入住！', 'star': 5}
{'descr': '帮朋友预订的，入住后很满意。他说，这家酒店位于沈阳药科大学不远，是一家干净整洁性价比高的商务酒店，值得入住！', 'star': 5}
{'descr': '环境不错，交通方便，逛鞋城就是方便中啊。', 'star': 5}
{'descr': '环境不错，交通方便，逛鞋城就是方便中啊。', 'star': 5}
{'descr': '房间干净整洁、服务热情，位置也不错，值得入住。', 'star': 5}
{'descr': '房间干净整洁、服务热情，位置也不错，值得入住。', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '非常好', 'star': 3}
{'descr': '非常好', 'star': 3}
{'descr': '哟哦ttffdfde到来之际和平里黄金时间淡淡的大反覆谔谔扼杀eedctdcxr时代', 'star': 5}
{'descr': '哟哦ttffdfde到来之际和平里黄金时间淡淡的大反覆谔谔扼杀eedctdcxr时代', 'star': 5}
{'descr': '离鞋城近，比较方便，价格较低，下次去鞋城还会住本酒店。', 'star': 5}
{'descr': '离鞋城近，比较方便，价格较低，下次去鞋城还会住本酒店。', 'star': 5}
{'descr': '朋友住在那里，交通方便。但是据说吃饭不是很方便，周边没有像样的餐饮服务。', 'star': 5}
{'descr': '朋友住在那里，交通方便。但是据说吃饭不是很方便，周边没有像样的餐饮服务。', 'star': 5}
{'descr': '和所有的如家一样，已经住习惯了，早餐不错，住的好、吃的好。', 'star': 5}
{'descr': '和所有的如家一样，已经住习惯了，早餐不错，住的好、吃的好。', 'star': 5}
{'descr': '我已退房', 'star': 3}
{'descr': '我已退房', 'star': 3}
{'descr': '  一如既往的感觉，很温馨', 'star': 3}
{'descr': '  一如既往的感觉，很温馨', 'star': 3}
{'descr': '比较好但早餐不怎么样', 'star': 3}
{'descr': '比较好但早餐不怎么样', 'star': 3}
{'descr': '地点稍微有点偏,快到郊区了,晚上人烟稀少,吃饭要往军总方向一直走,过3条马路吧,才会有几家小饭店.如家早饭真的是一般!不但菜式花样很少而且每天还有重复,没什么可吃的.咖啡饮料机也是坏的,永远贴了张纸条说在维修中.房间的网络常常自动断线,电视也会因为网速关系造成延迟!前台的服务还可以,但客房服务员老是一大早出房间看到你就问是不是要退房??有看到没行李的人退房的嘛???还连续二天问??等第三天真退房了', 'star': 5}
{'descr': '地点稍微有点偏,快到郊区了,晚上人烟稀少,吃饭要往军总方向一直走,过3条马路吧,才会有几家小饭店.如家早饭真的是一般!不但菜式花样很少而且每天还有重复,没什么可吃的.咖啡饮料机也是坏的,永远贴了张纸条说在维修中.房间的网络常常自动断线,电视也会因为网速关系造成延迟!前台的服务还可以,但客房服务员老是一大早出房间看到你就问是不是要退房??有看到没行李的人退房的嘛???还连续二天问??等第三天真退房了', 'star': 5}
{'descr': '交通还可以，设备陈旧，房间一般。周边吃饭也不太方便，走很远才有合适的餐馆吃饭', 'star': 1}
{'descr': '交通还可以，设备陈旧，房间一般。周边吃饭也不太方便，走很远才有合适的餐馆吃饭', 'star': 1}
{'descr': '不错的酒店，以后应该还会去的，给我留下很好的映像', 'star': 5}
{'descr': '不错的酒店，以后应该还会去的，给我留下很好的映像', 'star': 5}
{'descr': '来这里住几次了，条件还好，推荐。交通便利、卫生条件好', 'star': 5}
{'descr': '来这里住几次了，条件还好，推荐。交通便利、卫生条件好', 'star': 5}
{'descr': '这家酒店有些破旧，看来算是开的比较早的如家了。不过服务员态度都挺好的。附近500米之内全是经济型酒店，汉庭、速8、锦江之星、雅悦，这个如家是最贵的。楼下就是个24小时营业的超市，很方便。但是缺点是，这个酒店附近想找一些吃饭的，很难。所以住在这里的日子，基本上都是在如家餐厅吃的饭。', 'star': 5}
{'descr': '这家酒店有些破旧，看来算是开的比较早的如家了。不过服务员态度都挺好的。附近500米之内全是经济型酒店，汉庭、速8、锦江之星、雅悦，这个如家是最贵的。楼下就是个24小时营业的超市，很方便。但是缺点是，这个酒店附近想找一些吃饭的，很难。所以住在这里的日子，基本上都是在如家餐厅吃的饭。', 'star': 5}
{'descr': '不是很好，不像头几年的如家，感觉那么舒服了， 酒店的整体环境和屋内的味道不舒服~\n不过电视还可以，房间也够大，PS我一个人住的', 'star': 1}
{'descr': '不是很好，不像头几年的如家，感觉那么舒服了， 酒店的整体环境和屋内的味道不舒服~\n不过电视还可以，房间也够大，PS我一个人住的', 'star': 1}
{'descr': '总体还好。但有一个是需要上网的人无法忍受的：在这住了3晚，发现宽带只能在清晨和白天才能正常浏览网页；到晚上想正常浏览是不太可能的，有时得刷新十来次才能出来。从这点上来看，距离如家的宣传口号差得太远太远。实在不行给每根网线限速也行啊，至少要保证最低的网页浏览速度。\n工作着急用的时候，只能下去找个网吧了，但沈阳的网吧更差，你得承受每台机子里有四五十种病毒、间谍软件、木马等恶意软件的风险（用360安全卫', 'star': 5}
{'descr': '总体还好。但有一个是需要上网的人无法忍受的：在这住了3晚，发现宽带只能在清晨和白天才能正常浏览网页；到晚上想正常浏览是不太可能的，有时得刷新十来次才能出来。从这点上来看，距离如家的宣传口号差得太远太远。实在不行给每根网线限速也行啊，至少要保证最低的网页浏览速度。\n工作着急用的时候，只能下去找个网吧了，但沈阳的网吧更差，你得承受每台机子里有四五十种病毒、间谍软件、木马等恶意软件的风险（用360安全卫', 'star': 5}
{'descr': '环境和地点都不错，停车有些费劲（没有停车场），屋内的数字电视有点毛病，总是死机，调了也没有调好，后来就不看了，早饭没吃，情况不详！', 'star': 5}
{'descr': '环境和地点都不错，停车有些费劲（没有停车场），屋内的数字电视有点毛病，总是死机，调了也没有调好，后来就不看了，早饭没吃，情况不详！', 'star': 5}
{'descr': '位置，卫生都挺好，就是贵了点，服务也很好', 'star': 5}
{'descr': '位置，卫生都挺好，就是贵了点，服务也很好', 'star': 5}
{'descr': '不错的酒店，房间很干净。交通也还可以。值得入住。', 'star': 5}
{'descr': '不错的酒店，房间很干净。交通也还可以。值得入住。', 'star': 5}
{'descr': '去辽宁电视台录节目，离电视台很近，早餐很丰盛，下次还会订。', 'star': 5}
{'descr': '去辽宁电视台录节目，离电视台很近，早餐很丰盛，下次还会订。', 'star': 5}
{'descr': '开展会时住的，经济实惠啦。沈阳这个城市开展会不咋的，酒店算不错的了！', 'star': 5}
{'descr': '开展会时住的，经济实惠啦。沈阳这个城市开展会不咋的，酒店算不错的了！', 'star': 5}
{'descr': '住过几次这家店了，还是一样的舒适。就是附近吃东西的地方不多，都是些很小的店。不过还是很不错了。', 'star': 5}
{'descr': '住过几次这家店了，还是一样的舒适。就是附近吃东西的地方不多，都是些很小的店。不过还是很不错了。', 'star': 5}
{'descr': '没有中央五台节目是最讨厌的。附近没什么选择，现在对面开了家汉庭快捷酒店下次去试住一下。', 'star': 1}
{'descr': '没有中央五台节目是最讨厌的。附近没什么选择，现在对面开了家汉庭快捷酒店下次去试住一下。', 'star': 1}
{'descr': '第二次入住了，卫生条件很好，要求换薄被子，服务员在5分钟内就及时更换了，还会再来', 'star': 5}
{'descr': '第二次入住了，卫生条件很好，要求换薄被子，服务员在5分钟内就及时更换了，还会再来', 'star': 5}
{'descr': '之前入住在紧邻的一家酒店，一晚上就受不了了，早早的退房到了如家，这次去出差还是住在这里。', 'star': 5}
{'descr': '之前入住在紧邻的一家酒店，一晚上就受不了了，早早的退房到了如家，这次去出差还是住在这里。', 'star': 5}
{'descr': '还不错，就是白天去的时候外面环境有点乱，总体来说还不错。', 'star': 5}
{'descr': '还不错，就是白天去的时候外面环境有点乱，总体来说还不错。', 'star': 5}
{'descr': '环境还算好，地理位置优越，但是房型差了些。', 'star': 3}
{'descr': '环境还算好，地理位置优越，但是房型差了些。', 'star': 3}
{'descr': '整体环境不错，交通也方便，就是房间的隔音效果比较差，旁边房间的洗澡和冲水的声音特别清楚，尤其是半夜时分', 'star': 3}
{'descr': '整体环境不错，交通也方便，就是房间的隔音效果比较差，旁边房间的洗澡和冲水的声音特别清楚，尤其是半夜时分', 'star': 3}
{'descr': '感觉还是挺温馨的\r\n尤其是被子很舒服.\r\n相对地理位置来讲,\r\n价格也算公道.', 'star': 5}
{'descr': '感觉还是挺温馨的\r\n尤其是被子很舒服.\r\n相对地理位置来讲,\r\n价格也算公道.', 'star': 5}
{'descr': '，第一次到沈阳的如家酒店。感觉不错，房间还算大，很干净，电视收的台也多，内容丰富，值得入住，可以推荐。', 'star': 5}
{'descr': '，第一次到沈阳的如家酒店。感觉不错，房间还算大，很干净，电视收的台也多，内容丰富，值得入住，可以推荐。', 'star': 5}
{'descr': '挺好！', 'star': 5}
{'descr': '挺好！', 'star': 5}
{'descr': '环境可以,周边环境比较差.服务中规中矩.', 'star': 5}
{'descr': '环境可以,周边环境比较差.服务中规中矩.', 'star': 5}
{'descr': '是如家的感觉，非常舒适，没有特别的好，但从没感觉过不好，在其它城市也住过几次，每家店都如家的感觉。', 'star': 5}
{'descr': '是如家的感觉，非常舒适，没有特别的好，但从没感觉过不好，在其它城市也住过几次，每家店都如家的感觉。', 'star': 5}
{'descr': '出差讲究不大，主要看位置，出行方便就行！', 'star': 3}
{'descr': '出差讲究不大，主要看位置，出行方便就行！', 'star': 3}
{'descr': '还算不错的酒店吧，反正出差也没啥子大讲究，呵呵！', 'star': 5}
{'descr': '还算不错的酒店吧，反正出差也没啥子大讲究，呵呵！', 'star': 5}
{'descr': '位置比较方便，性价比符合如家的一贯风格，网速还不错', 'star': 5}
{'descr': '位置比较方便，性价比符合如家的一贯风格，网速还不错', 'star': 5}
{'descr': '不错 下次去奥体还住那里 不错 下次去奥体还住那里 不错 下次去奥体还住那里 不错 下次去奥体还住那里 不错 下次去奥体还住那里', 'star': 5}
{'descr': '不错 下次去奥体还住那里 不错 下次去奥体还住那里 不错 下次去奥体还住那里 不错 下次去奥体还住那里 不错 下次去奥体还住那里', 'star': 5}
{'descr': '很好。下次还来。', 'star': 5}
{'descr': '很好。下次还来。', 'star': 5}
{'descr': '很干净服务态度好…', 'star': 5}
{'descr': '很干净服务态度好…', 'star': 5}
{'descr': '干净，地理位置好！交通便利！值得入住!缺点：这次上网速度不是很快', 'star': 3}
{'descr': '干净，地理位置好！交通便利！值得入住!缺点：这次上网速度不是很快', 'star': 3}
{'descr': '满意', 'star': 5}
{'descr': '满意', 'star': 5}
{'descr': '总体感觉不错 拖鞋还是一穿就漏 还掉毛!!!!!!!!!!!!!!!!!!!!', 'star': 3}
{'descr': '总体感觉不错 拖鞋还是一穿就漏 还掉毛!!!!!!!!!!!!!!!!!!!!', 'star': 3}
{'descr': '此店很好从开业到现在我每次到沈阳出差都入住', 'star': 3}
{'descr': '此店很好从开业到现在我每次到沈阳出差都入住', 'star': 3}
{'descr': '很满意 还会一如既往的 饮水机很好 不过拖鞋还是一样差劲 穿穿就漏', 'star': 5}
{'descr': '很满意 还会一如既往的 饮水机很好 不过拖鞋还是一样差劲 穿穿就漏', 'star': 5}
{'descr': '非常不错的一个酒店，在周边是性价比最好的。推荐！', 'star': 5}
{'descr': '非常不错的一个酒店，在周边是性价比最好的。推荐！', 'star': 5}
{'descr': '房间里有一股呛人的香味，而且网络不稳定。上不去网找工作人员就说重启', 'star': 1}
{'descr': '房间里有一股呛人的香味，而且网络不稳定。上不去网找工作人员就说重启', 'star': 1}
{'descr': '酒店总体还不错,交通方便,邻近工业展览馆,适合参展人士选项择', 'star': 3}
{'descr': '酒店总体还不错,交通方便,邻近工业展览馆,适合参展人士选项择', 'star': 3}
{'descr': '总体来说酒店还是不错的,交通方便.离工业展馆不远,适合参加展会的人选择', 'star': 5}
{'descr': '总体来说酒店还是不错的,交通方便.离工业展馆不远,适合参加展会的人选择', 'star': 5}
{'descr': '交通便利，由于南塔改造，附近饭店较少。', 'star': 5}
{'descr': '交通便利，由于南塔改造，附近饭店较少。', 'star': 5}
{'descr': '此地交通方便', 'star': 5}
{'descr': '此地交通方便', 'star': 5}
{'descr': '个人感觉有些贵199的价格，连锁里面算不上便宜不过可以接受', 'star': 5}
{'descr': '个人感觉有些贵199的价格，连锁里面算不上便宜不过可以接受', 'star': 5}
{'descr': '南塔店比一般别的快捷酒店都要大，设施也很全。在鞋城办事非常方便。以后还会入住。', 'star': 3}
{'descr': '南塔店比一般别的快捷酒店都要大，设施也很全。在鞋城办事非常方便。以后还会入住。', 'star': 3}
{'descr': '南塔店比一般别的快捷酒店都要大，设施也很全。在鞋城办事非常方便。以后还会入住。', 'star': 3}
{'descr': '南塔店比一般别的快捷酒店都要大，设施也很全。在鞋城办事非常方便。以后还会入住。', 'star': 3}
{'descr': '酒店还行，中午一点结账。如果去南塔鞋城办事，非常方便，对面就是国际鞋城。', 'star': 5}
{'descr': '酒店还行，中午一点结账。如果去南塔鞋城办事，非常方便，对面就是国际鞋城。', 'star': 5}
{'descr': '出差住如家还是很方便，就是宽带太慢了。', 'star': 5}
{'descr': '出差住如家还是很方便，就是宽带太慢了。', 'star': 5}
{'descr': '服务态度好,餐厅食物种类多.干净卫生.希望能提供更多凉衣的地方.', 'star': 5}
{'descr': '服务态度好,餐厅食物种类多.干净卫生.希望能提供更多凉衣的地方.', 'star': 5}
{'descr': '就是房价高了点。', 'star': 5}
{'descr': '就是房价高了点。', 'star': 5}
{'descr': '对于工作来说，最近的酒店，只能算一般', 'star': 3}
{'descr': '对于工作来说，最近的酒店，只能算一般', 'star': 3}
{'descr': '对于工作来说，最近的酒店，只能算一般', 'star': 3}
{'descr': '对于工作来说，最近的酒店，只能算一般', 'star': 3}
{'descr': '不错,很好的酒店', 'star': 3}
{'descr': '不错,很好的酒店', 'star': 3}
{'descr': '好！', 'star': 5}
{'descr': '好！', 'star': 5}
{'descr': '很不错,帮朋友预订的!他很喜欢!', 'star': 5}
{'descr': '很不错,帮朋友预订的!他很喜欢!', 'star': 5}
{'descr': '总的来说还不错，但是价格可是如家里比较高的', 'star': 1}
{'descr': '总的来说还不错，但是价格可是如家里比较高的', 'star': 1}
{'descr': '电视不是液晶的 有点失望 其他都还不错服务员低声细语很讲究. 空调功率不是很大 晚上会冷\r\n\r\n建议:大床房床再大点 可以参考大卫营的豪华大床房标准 谢谢', 'star': 5}
{'descr': '电视不是液晶的 有点失望 其他都还不错服务员低声细语很讲究. 空调功率不是很大 晚上会冷\r\n\r\n建议:大床房床再大点 可以参考大卫营的豪华大床房标准 谢谢', 'star': 5}
{'descr': '   酒店环境及卫生不错，但有的房间上网不稳定。在酒店内吃住方便，值得推荐。', 'star': 3}
{'descr': '   酒店环境及卫生不错，但有的房间上网不稳定。在酒店内吃住方便，值得推荐。', 'star': 3}
{'descr': '   酒店环境及卫生不错，但有的房间上网不稳定。在酒店内吃住方便，值得推荐。', 'star': 5}
{'descr': '   酒店环境及卫生不错，但有的房间上网不稳定。在酒店内吃住方便，值得推荐。', 'star': 5}
{'descr': '价格高了些，吃饭的地方味道不错，也实惠。', 'star': 5}
{'descr': '价格高了些，吃饭的地方味道不错，也实惠。', 'star': 5}
{'descr': '很好的酒店，干净整洁服务好！', 'star': 3}
{'descr': '很好的酒店，干净整洁服务好！', 'star': 3}
{'descr': '不错，环境很好', 'star': 5}
{'descr': '不错，环境很好', 'star': 5}
{'descr': '不错的酒店', 'star': 5}
{'descr': '不错的酒店', 'star': 5}
{'descr': '住着很舒服', 'star': 5}
{'descr': '住着很舒服', 'star': 5}
{'descr': '还不错 不过有个衣架坏了，非得说是我弄坏的，其实我前一天回来也发现衣架断了，应该是服务员打扫房间的时候弄的，倒是不用跟他们计较，给个服务差吧', 'star': 5}
{'descr': '还不错 不过有个衣架坏了，非得说是我弄坏的，其实我前一天回来也发现衣架断了，应该是服务员打扫房间的时候弄的，倒是不用跟他们计较，给个服务差吧', 'star': 5}
{'descr': '价格公道', 'star': 5}
{'descr': '价格公道', 'star': 5}
{'descr': '卫生很好很干净,设施完善,地理位置交通蛮方便的,前台人员的服务态度人情周到,总体来说都很不错,值得推荐的酒店', 'star': 3}
{'descr': '卫生很好很干净,设施完善,地理位置交通蛮方便的,前台人员的服务态度人情周到,总体来说都很不错,值得推荐的酒店', 'star': 3}
{'descr': '交通方便，房间很干净', 'star': 5}
{'descr': '交通方便，房间很干净', 'star': 5}
