{'descr': '特别差', 'star': 1}
{'descr': '地点挺容易找的，价格也很合适，附近交通便利，有超市有饭店，整体条件还不错。但是，隔音效果太差了，我是去考试的，开房时特地说要安静点的房间，可是当晚被隔壁吵死了，而且酒店附近有KTV，晚上唱歌声音也隐约能听见，这让一心想安静的我很是难过。而且枕头不干净，床上还有头发。', 'star': 5}
{'descr': '条件还不错，就是隔音效果太差，而且被罩和枕头不太干净，床上还有头发。', 'star': 5}
{'descr': '条件还不错，就是隔音效果太差，而且被罩和枕头不太干净，床上还有头发。', 'star': 5}
{'descr': '环境不错，有空调，有暖气，而且比较新，大床房间的被绝对够大，很温馨，离火车站打车只需15元，总之下回还会光顾的，呵呵', 'star': 5}
{'descr': '环境不错，有空调，有暖气，而且比较新，大床房间的被绝对够大，很温馨，离火车站打车只需15元，总之下回还会光顾的，呵呵', 'star': 5}
{'descr': '不错，交通方便，房间也挺干净的。。。。。。。。。。。。', 'star': 5}
{'descr': '不错，交通方便，房间也挺干净的。。。。。。。。。。。。', 'star': 5}
{'descr': '不错，床很大很干净，周围环境也不错，无论是出差还是旅游，住着绝对值', 'star': 5}
{'descr': '不错，床很大很干净，周围环境也不错，无论是出差还是旅游，住着绝对值', 'star': 5}
{'descr': '很干净，服务态度还不错，但是感觉有些年头了', 'star': 1}
{'descr': '很干净，服务态度还不错，但是感觉有些年头了', 'star': 1}
{'descr': '很干净，服务态度还是不错的，不过酒店毕竟有些年头了', 'star': 1}
{'descr': '很干净，服务态度还是不错的，不过酒店毕竟有些年头了', 'star': 1}
{'descr': '服务比较差，浴巾比较脏，周围购物吃饭不是很方便', 'star': 1}
{'descr': '服务比较差，浴巾比较脏，周围购物吃饭不是很方便', 'star': 1}
{'descr': '价格便宜 房间挺干净 \n前台服务员态度很好 \n总体满意', 'star': 5}
{'descr': '价格便宜 房间挺干净 \n前台服务员态度很好 \n总体满意', 'star': 5}
{'descr': ' 已经如住福祥酒店 环境还不错 就是房间小点', 'star': 3}
{'descr': ' 已经如住福祥酒店 环境还不错 就是房间小点', 'star': 3}
{'descr': '100块的价格还算合理，就是房间隔音效果太差，临屋轻咳嗽下就能听得很清楚，影响睡眠。前台态度也很基础化，知识对陌生人漫不经心回答的感觉。服务基础化，感觉不到一点到位、细心。', 'star': 1}
{'descr': '100块的价格还算合理，就是房间隔音效果太差，临屋轻咳嗽下就能听得很清楚，影响睡眠。前台态度也很基础化，知识对陌生人漫不经心回答的感觉。服务基础化，感觉不到一点到位、细心。', 'star': 1}
{'descr': '房间很干净很温馨，跟照片上的一样，服务人员也很友好很热情。只是地理位置有点太偏了，到市中心和火车站的话，坐公交车都是很方便的，从滨江道打车回来住的地方花了27.5元，这个给大家做个参考。在路口的拐角处有一家规模不大的华润便利店，是24小时营业的。周围的建筑都在拆迁，所以没什么好转的。', 'star': 1}
{'descr': '房间很干净很温馨，跟照片上的一样，服务人员也很友好很热情。只是地理位置有点太偏了，到市中心和火车站的话，坐公交车都是很方便的，从滨江道打车回来住的地方花了27.5元，这个给大家做个参考。在路口的拐角处有一家规模不大的华润便利店，是24小时营业的。周围的建筑都在拆迁，所以没什么好转的。', 'star': 1}
{'descr': '位置有点偏 交通还是很方便 环境也还行  卫生间总有气味 换气扇开了一晚上都有臭味', 'star': 5}
{'descr': '位置有点偏 交通还是很方便 环境也还行  卫生间总有气味 换气扇开了一晚上都有臭味', 'star': 5}
{'descr': '酒店环境不错，卫生还可以，经济舒适，交通较方便，下次还会选择这家酒店。', 'star': 5}
{'descr': '酒店环境不错，卫生还可以，经济舒适，交通较方便，下次还会选择这家酒店。', 'star': 5}
{'descr': '酒店不错，房间挺宽敞的，卫生条件也不错，以后还会去的。不过有一点不满意的就是，入住的第二天，在我们外出的时候服务生居然进门打扫房间了……还好没有丢什么拉下什么。', 'star': 5}
{'descr': '酒店不错，房间挺宽敞的，卫生条件也不错，以后还会去的。不过有一点不满意的就是，入住的第二天，在我们外出的时候服务生居然进门打扫房间了……还好没有丢什么拉下什么。', 'star': 5}
{'descr': '还可以,就是水流小', 'star': 3}
{'descr': '还可以,就是水流小', 'star': 3}
{'descr': '价格不错，对天津不熟悉，也不好说位置好不好，我都是打车去打车回的，还算干净', 'star': 5}
{'descr': '价格不错，对天津不熟悉，也不好说位置好不好，我都是打车去打车回的，还算干净', 'star': 5}
{'descr': '挺好！价格便宜   条件还可以！！！！！！！！！！！！！啊范德萨似懂非懂阿萨德发射点阿萨德发射点发隧道发生阿萨德发射点发啊阿萨德发射点发啊', 'star': 5}
{'descr': '挺好！价格便宜   条件还可以！！！！！！！！！！！！！啊范德萨似懂非懂阿萨德发射点阿萨德发射点发隧道发生阿萨德发射点发啊阿萨德发射点发啊', 'star': 5}
{'descr': '还行吧', 'star': 3}
{'descr': '还行吧', 'star': 3}
{'descr': '很安静卫生很好不错', 'star': 3}
{'descr': '很安静卫生很好不错', 'star': 3}
{'descr': '服务态度不是很好，被子和床单有点潮湿，希望以后能改进', 'star': 5}
{'descr': '服务态度不是很好，被子和床单有点潮湿，希望以后能改进', 'star': 5}
{'descr': '价格还好，服务员态度不行，被子是湿的，枕头有味道。希望改进。', 'star': 5}
{'descr': '价格还好，服务员态度不行，被子是湿的，枕头有味道。希望改进。', 'star': 5}
{'descr': '没见过这么垃圾的酒店了 洗澡水一会热一会凉的 再说网络 住了3天 得有2天上不了网 房卡坏了N回 每次出去再回来想进房间 都要到前台再弄 同等价位的酒店 比这好很多 想来的朋友最好要慎重啊！！！！！！', 'star': 1}
{'descr': '没见过这么垃圾的酒店了 洗澡水一会热一会凉的 再说网络 住了3天 得有2天上不了网 房卡坏了N回 每次出去再回来想进房间 都要到前台再弄 同等价位的酒店 比这好很多 想来的朋友最好要慎重啊！！！！！！', 'star': 1}
{'descr': '感觉很温馨,布局很合理.十分满意,打一百分。', 'star': 3}
{'descr': '感觉很温馨,布局很合理.十分满意,打一百分。', 'star': 3}
{'descr': '还可以，卫生欠佳，性价比高，住住客复杂，会再来', 'star': 5}
{'descr': '还可以，卫生欠佳，性价比高，住住客复杂，会再来', 'star': 5}
{'descr': '我住的标准间，感觉很温馨，只是灯光不太亮，希望换个高瓦数的节能灯，其他的都很好啦~！', 'star': 5}
{'descr': '我住的标准间，感觉很温馨，只是灯光不太亮，希望换个高瓦数的节能灯，其他的都很好啦~！', 'star': 5}
