{'descr': '床很舒服，很干净', 'star': 5}
{'descr': '挺不错的，性价比挺高的，服务也还行，卫生也没多大问题。', 'star': 3}
{'descr': '挺不错的，性价比挺高的，服务也还行，卫生也没多大问题。', 'star': 3}
{'descr': '很好呀！路边的房子有点吵是正常的啊！家里不也是这样么…服务也蛮好的，也很卫生…豪华大床房', 'star': 3}
{'descr': '很好呀！路边的房子有点吵是正常的啊！家里不也是这样么…服务也蛮好的，也很卫生…豪华大床房', 'star': 3}
{'descr': ' 还行 值这个价', 'star': 3}
{'descr': ' 还行 值这个价', 'star': 3}
{'descr': '酒店位置描述得不详细，找了好久啊', 'star': 3}
{'descr': '酒店位置描述得不详细，找了好久啊', 'star': 3}
{'descr': '还可以', 'star': 3}
{'descr': '还可以', 'star': 3}
{'descr': '交通挺方便的 到哪儿都有公交~ 服务房间神马的都还好~', 'star': 5}
{'descr': '交通挺方便的 到哪儿都有公交~ 服务房间神马的都还好~', 'star': 5}
{'descr': '不错,环境还可以的!干净的!房间还行的!', 'star': 5}
{'descr': '还行的。。服务员态度也不错。地段也还行。', 'star': 5}
{'descr': '住宿还行，但早餐是和麦当劳合作的，没有自己的餐厅，不好！而且还贵！', 'star': 1}
{'descr': '位置不好，外面 很吵，紧邻马路，空气也很差，房间设施陈旧，价格一般，总之不推荐。', 'star': 1}
{'descr': '服务不错，只是停车位有限 性价比不错。周边交通便利。', 'star': 5}
{'descr': ' 交通是方便，但硬件设施差，服务态度是真差，完全没有汉庭其他地方的水准，很无语', 'star': 3}
{'descr': '有些物品还是旧了点，但是服务人员的态度很好，地点也蛮好的，就是打车有时候不好打', 'star': 5}
{'descr': '不错的地点。房间一般。服务不错。下次还可以考虑。', 'star': 5}
{'descr': '位置非常好，设施一般，卫生一般，房间用墙的颜色化分功能区挺有意思的，下次去还会住的', 'star': 5}
{'descr': '无论出多少价钱 档次都是一样的……不过周边好多好吃的 特别方便  服务员的态度都很好 就是房间老旧了点 ', 'star': 5}
{'descr': '房间较小,还算干净，服务一般。', 'star': 5}
{'descr': '室内设施太差，被子都是起毛的，问前台也没得换，房间靠马路，很吵，宽带倒是挺快。', 'star': 1}
{'descr': '作为经济型的酒店来讲，比较不错，值得推荐。', 'star': 3}
{'descr': '设施很差，房间小，交通一般，下次不再住这家汉庭了，比较失望!', 'star': 1}
{'descr': '总体感觉比较一般。服务比较生硬，没有酒店应该有的那种对客人微笑相迎的态度', 'star': 5}
{'descr': '环境不错，地理位置优越，靠近新街口，夫子庙，钟山岭。', 'star': 5}
{'descr': '作为经济型的酒店来讲总体还可以，值得推荐', 'star': 5}
{'descr': '+不錯！', 'star': 5}
{'descr': '卫生干净，服务周到，待客礼节训练有素，交通便利，非常好的住宿点', 'star': 3}
{'descr': '地理位置不错，适合逛街。楼下的避风塘好吃不贵。', 'star': 5}
{'descr': '干净。安静。舒适。周边餐厅多。交通更是方便', 'star': 3}
{'descr': '又到南京，又回到了汉庭瑞金店^-^安全方便贴心的服务', 'star': 5}
{'descr': '很好的酒店，不错的选择，离许多景点坐公交车十几二十分钟就到。', 'star': 5}
{'descr': '位置离中山陵夫子庙都很近，交通方便', 'star': 3}
{'descr': '位置好，设施陈旧，性价比不是很高', 'star': 5}
{'descr': '干净整洁，服务好，周边的餐饮多元化，也很好吃，交通也很方便，下次来还会入住', 'star': 3}
{'descr': '房间不大，但是很整洁', 'star': 5}
{'descr': '周边的餐饮和交通无比的方便与便利服务亲切有礼', 'star': 3}
{'descr': '周边的餐饮和交通无比的方便与便利服务亲切有礼', 'star': 5}
{'descr': '交通很便利，室内环境也还不错。', 'star': 5}
{'descr': '地点还好，房间勉强', 'star': 5}
{'descr': '位置不错，交通方便，房间略小点。怖。总体不错。总体不错。', 'star': 5}
{'descr': '地理位置很好，交通便利，附近很多吃饭的地方。服务很好。', 'star': 5}
{'descr': '这是我住的最差的一次了，隔音非常差，我所住的房间，窗边每天有响声，我根本无法入睡', 'star': 1}
{'descr': '这个店的位置在瑞金路的一个拐角处，门面不是太明显。房间里设施比较简陋。', 'star': 1}
{'descr': '很不错', 'star': 5}
{'descr': '整体较好，值得推荐', 'star': 5}
{'descr': 'good', 'star': 5}
{'descr': '位置很好。', 'star': 3}
{'descr': '地理位置不错，房间偏小，服务还好，房间装潢偏旧。无早餐不够实惠', 'star': 5}
{'descr': '很不错', 'star': 5}
{'descr': '整体还不错，就是靠窗的房间晚上太吵了，睡不着', 'star': 5}
{'descr': '这是我在南京常住的酒店，附近的避风塘是我常去的地方。交通方便，对面就是机场巴士。', 'star': 5}
{'descr': '服务快捷，双床间很舒适。而且交通方便，出门就有公交车站。', 'star': 5}
{'descr': '周围有很多小吃，位置很好，到中山陵很近', 'star': 5}
{'descr': '大床房确实没有以前大了额 服务态度也很可以 就是不知道为啥 我那个房间愣是没有卫生纸 郁闷啊', 'star': 5}
{'descr': '其他都挺好的，就是由于在闹市区，很吵，我住6楼，关了窗还是很吵！建议酒店换双层玻璃！', 'star': 5}
{'descr': '房间小，小到比小旅馆还小。房间里都转不过身来2个人。\r\n\r\n07年住过的豪华大床很好很舒适，房间很大。结果后来重新装修之后，全部搞成小房间了，估计就是为了多卖一点。但是房间真是小到无语了啊。\r\n\r\n总的来说除了对面就是机场大巴之外，楼下夜里吃的多之外，基本没什么好推荐的', 'star': 1}
{'descr': '瑞金路店交通方便，周围吃饭的地方也很多，不错', 'star': 3}
{'descr': '交通比较方便，吃饭的地方也比较多，还不错，临街的位置有点吵', 'star': 3}
{'descr': '酒店设施和服务都不错，就是临街的位置比较吵，交通比较方便，门口有公交车站，吃饭的地方也比较多。', 'star': 5}
{'descr': '不错，周边方便，', 'star': 3}
{'descr': '很难忘，周围买东西很方便', 'star': 3}
{'descr': '还不错，对面有很多小吃，有家“辣当家”很多人排队等着吃，连续吃了两顿呢', 'star': 5}
{'descr': '住在临著瑞金的房 半夜了  还很吵  睡眠不佳', 'star': 1}
{'descr': '交通和餐饮很便捷，有多路公交到主要景点，过马路50米就能坐到机场大巴。美中不足的是酒店房间的隔音效果不太好，楼道里有人路过发出点声音，房间里都听得一清二楚', 'star': 5}
{'descr': '一般', 'star': 3}
{'descr': '酒店交通位置还可以，房间比较差', 'star': 5}
{'descr': '总的来说住的还舒服，服务态度ok的', 'star': 5}
{'descr': '很不错 呵呵 就是有点吵了 其他的 还好', 'star': 3}
{'descr': '位置佳，只是灯光太暗', 'star': 5}
{'descr': '酒店有免费停车，但车位很少很少。酒店内部全部是木板隔出来的，所以隔音效果很差。我的商务大床房虽然说是有窗，但是是隔出来的， 像个天井。相应在汉庭中还有性价比更高的。', 'star': 5}
{'descr': '还好吧！就是有点不隔音，晚上有点吵，还有位置离市区景点不是很近，不是很好去', 'star': 5}
{'descr': '卫生良好。洗澡热水够大够热。服务员挺礼貌的，但对周围交通什么的不太了解，比如说坐什么车到哪里，都给了不太准确的信息...... 但房间本身很好，性价比高。', 'star': 5}
{'descr': '汉庭整体不错', 'star': 5}
{'descr': '还行,就是隔壁女人的呻吟声大了点,哈哈', 'star': 3}
{'descr': '环境不错，房间也挺好的。交通很方便，去机场去奥体去市中心都有直达的车。生活购物也很方便，楼下就是好又多麦当劳大娘水饺，对面就是KFC苏果。然后，对面那条街道里好吃的东西太多啦，嘿嘿。唯一美中不足是临街，有一点点吵。', 'star': 5}
{'descr': '价格不错 车位太少 隔音一般 老有发色情卡片的 烦人', 'star': 5}
{'descr': '不是一次住在这里了，最看重的是这里的交通。无论是去南京的任何旅游景点都可以直接坐公交车到达。另外，去机场、火车站都非常方便。百米之内就有民航巴士站点。\r\n周围的餐饮、购物也很方便。有快餐、中餐、饺子等，还有苏果、好又多超市。\r\n房间设施和其他汉庭并无太大差异，如果以后还到南京，应该还是会首选这里。', 'star': 5}
{'descr': '隔音差，整体还可以', 'star': 3}
{'descr': '位置还可以，房子隔音太差，隔壁叫的那个响啊，房屋较老，空调不好，床到不错，整体还可以吧', 'star': 5}
{'descr': '推荐了,就是开房的学生太多,都定不了.', 'star': 5}
{'descr': '总体还可以', 'star': 5}
{'descr': '酒店周围吃喝玩乐一应俱全，下次还住这边，就是房间小了点，没有衣柜', 'star': 5}
{'descr': '可惜早饭是麦当劳肯德基的，另外就是大堂的次序过于吵闹了点～', 'star': 5}
{'descr': '很好~交通很方便~', 'star': 5}
{'descr': '这次我住的是新春百元房，原以为会是很普通的客房，结果到了房间看过，是标准的双标，两张大床，很干净，服务员的态度非常好，设施也是很新，以地理位置来看，靠近南航明故宫校区，出门不远就是公交车站，旁边有饭店超市，对于外地来此的人很方便', 'star': 5}
{'descr': '环境良好，交通方便，周围配套设施相当完善', 'star': 5}
{'descr': '总体感觉性价比不错的,值得推荐', 'star': 5}
{'descr': '还可以', 'star': 3}
{'descr': '距离机场大巴很近，其他一般，价格也不便宜，房间隔音效果不好，似乎用木板隔的墙壁，有些开裂，空调声音超大。', 'star': 1}
{'descr': '设施、服务与其他的汉庭酒店并无二致，最大的问题是停车难。', 'star': 5}
{'descr': '就是没衣柜', 'star': 5}
{'descr': '位置不错，交通方便，附近都是麦当劳肯德基超市，都在门口，很近。\r\n不过感觉房间隔音不是很好，开了门直接能看到房间内的所有情景', 'star': 1}
{'descr': '服务真是不错,而且也干净 ,交通也方便,才151的房价很超值啊!\r\n(门口小店的茶蛋很是美味~~~)', 'star': 5}
{'descr': '房间较干净，周围设施很齐全，交通也很方便', 'star': 5}
{'descr': '还可以  就是没有拖鞋了啊！ 别的还好', 'star': 5}
{'descr': '酒店的环境还可以,感觉挺安静舒适的,房间也比较干净,而且价格也不是很贵,所以还是可以选择的.', 'star': 3}
{'descr': '很干净，服务态度也好，配套的设施使用很方便\r\n不过我住的那个房间空调的叶子板是坏的，所以空调效果不理想', 'star': 5}
{'descr': '毛巾比较干净。。。房间有点小。', 'star': 5}
{'descr': '酒店里面挺干净的,但条件一般的,人员服务还算到位,而且当地可选择的酒店也挺多的,所以建议多比较.', 'star': 3}
{'descr': '感觉还不错，就是空调有点老化', 'star': 5}
{'descr': '不错，性价比高', 'star': 5}
{'descr': '很不错，地理位置很好，苏果，KFC，麦当劳，傣妹等等都在100米以内，吃喝不愁，卫生也不错，看上去很温馨', 'star': 5}
{'descr': '酒店设施还行，就是靠马路一边太闹，晚上不能好好休息', 'star': 3}
{'descr': '酒店设施一般，服务也一般，我住的那个房间的下水道不够通畅，洗澡时会积很多水,而且水龙头也不好，希望改进', 'star': 1}
{'descr': '靠窗的房间太吵', 'star': 5}
{'descr': '路上堵车，晚退房10多分钟就多收50%钱，一点人情味没有。下次死也不来了。失望。', 'star': 1}
{'descr': '这家蛮一般的.', 'star': 1}
{'descr': '还不错！', 'star': 5}
{'descr': '比较一般的酒店设施有些陈旧了,服务比较一般没有什么突出的地方,位置还可以出行挺方便的,性价比还是比较一般的.', 'star': 3}
{'descr': '很好', 'star': 5}
{'descr': '隔音效果不好，每个房间感觉都不规律，我住的房间的空间很小，整体的性价比不怎么样', 'star': 3}
{'descr': '位置还不错 性价比很高', 'star': 5}
{'descr': '卫生和服务还是不错，酒店设施一般，房间外不知道有什么设备声音噪杂，睡眠受到很大影响。', 'star': 5}
{'descr': '一般而已', 'star': 1}
{'descr': '总体来说这家酒店还是不错的，呵呵，环境可以，服务业到位。\r\n如果下次去还会住这家酒店的吧', 'star': 5}
{'descr': '位置身处沪宁高速和市中心之间\u3000瑞金路交通方便\u3000小吃众多\u3000\u3000酒店不大但也舒适好找', 'star': 5}
{'descr': '不错，就是隔音效果不是很好，能听到门外的过客声音', 'star': 5}
{'descr': '交通方便,只是临街房间的窗户应改为中空隔音玻璃,', 'star': 3}
{'descr': '背靠南京航空航天大学,打车到总统府,中山陵不过12元,非常方便,吃住行都很方便', 'star': 5}
{'descr': '距离新街口 明孝陵都比较近  出行比较方便', 'star': 5}
{'descr': '酒店服务挺好的，环境也还可以，不过卫生间感觉很潮，有异味，整体感觉性价比还行', 'star': 3}
{'descr': '总的来说，还可以。对于确实要住在附近的人来说。算是个不错的选择。比较方便。', 'star': 5}
{'descr': '卫生较好，交通方便，管理比较规范。', 'star': 5}
{'descr': '我感觉除了房间面积小了点,其它方面还是不错的,整体感觉价格还是比较合适的.', 'star': 5}
{'descr': '经济实惠，整体上还可以，服务和卫生很好，但周围的环境不好', 'star': 5}
{'descr': '酒店卫生还可以,酒店停车不太方便,位置不错在市中心,价格比较便宜性价比比较好.', 'star': 5}
{'descr': '酒店的位置还是可以的，吃饭很方便。', 'star': 5}
{'descr': '位置较好,出行比较方便,但停车不太方便.卫生较好,也较舒适,但稍微有点闹,最好更换双层玻璃加强隔音', 'star': 5}
{'descr': '他们这里的交通挺方便的，内部的环境服务硬件条件都不错，就是临街房间晚上有点吵，其他都不错。', 'star': 5}
{'descr': '\u3000\u3000这次是出差入住，到会场（江苏省会议中心）只要步行10分钟即可。但靠街的房间比较吵，尤其是夜深时。如果睡眠不好的人，最好挑一下房间，有靠内的房间。窗户只能开一扇，不能做到自然通风，因此要靠空调透气。\r\n\u3000\u3000建议靠街的窗户采用双层玻璃，噪音会小很多。', 'star': 5}
{'descr': '车位少', 'star': 1}
{'descr': '房间面积小了点，设施方面也有些陈旧了，但卫生弄的还是蛮干净的，位置也比较不错，在繁华地带交通还是挺方便的，整体感觉价格还是蛮合适的。', 'star': 5}
{'descr': '位置一般,其他都还好,就是快捷式酒店,也不是说特别豪华.', 'star': 5}
{'descr': '我们当时预定时就是因为他离中山风景区进，可是到了才知道一点也不近，而且给我们分的房间位置特别不好，窗户不是临街，只能看到酒店的外墙，可是街上嘈杂的声音一点也不小。其他的到还不错。', 'star': 5}
{'descr': '环境很干净 ，也比较安静，价格也很便宜，很不错的酒店，自费出行住非常的合适', 'star': 5}
{'descr': '房间里的卫生弄得还是挺不错的,设施方面一般了点,整体感觉价格还是比较合适的.', 'star': 5}
{'descr': '经常入住汉庭酒店,这家店的价格有点高了,不过卫生以及服务还有酒店房间的设施都可以的,', 'star': 5}
{'descr': '除了隔音效果不太好,其它方面都还不错的.', 'star': 5}
{'descr': '酒店服务很好,但是隔音效果不好.', 'star': 5}
{'descr': '酒店服务还可以,位置也还可以,离民航大巴近就选择了这个酒店,其它各项好也还可以', 'star': 5}
{'descr': '刚进酒店的时候觉得酒店非常干净，酒店服务、环境也很不错，地理位置也不错，交通很方便', 'star': 5}
{'descr': '酒店没有停车场，对于自驾出行不是特别方便，而且卫生间地漏不是特别畅顺，其他都还不错，像是服务挺好的，硬件设施也都比较不错。', 'star': 5}
{'descr': '第一次入住感觉还可以了,但觉得还是没有7天住着习惯.呵呵 ,可能习惯了.', 'star': 5}
{'descr': '我蛮喜欢汉庭这种形式的酒店,布置的挺温馨的,设施方面挺齐全的,价格也不贵,算是性价比不错的酒店了.', 'star': 5}
{'descr': '挺好的交通也算方便', 'star': 5}
{'descr': '房间的电视信号不好，收的台不稳定，当时住的是特价房间，价格便宜，如果是正常价的话就有点高了', 'star': 5}
{'descr': '房间的外面的好象是锅炉什么的，有噪音翁翁的，不知道其他的房间是不是也这样，酒店的价格还是相当便宜的才100块', 'star': 5}
{'descr': '酒店的位置非常好,交通出行非常方便,环境卫生舒适度都很好.', 'star': 5}
{'descr': '房间小了点  别的都不错', 'star': 5}
{'descr': '酒店的环境设施都很好,很干净很舒适的连锁型酒店.位置非常好附近交通也很便利,价格也很优惠.', 'star': 5}
{'descr': '服务态度好，环境也不错，出行方便', 'star': 5}
{'descr': '酒店价格便宜，位置也比较好，服务，环境卫生都还算一般吧。', 'star': 5}
{'descr': '服务热情周到， 房间干净整洁，就是位置稍有点偏', 'star': 5}
{'descr': '我住酒店主要考虑便捷度，这里位置很好，很方便。', 'star': 5}
{'descr': '我是16日晚入住的,第二天早7:50飞机.这里离瑞金路机场大巴站很近.&lt;br /&gt;\n总体感觉不错,前台服务生彬彬有礼,较温馨.让你有再当回头客的想法.', 'star': 3}
{'descr': '我住的是大床房和卫生间在一起的，加上房间装修的颜色。感觉蛮不错的，挺温馨的~~~酒店位置也不错，去新街口9元。而且退房后酒店可以免费存包12小时，正好上午退房出去购物，下午回来取包走走就可以去民航中心坐大巴。很方便的', 'star': 3}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '总的感觉还不错，隔音太差，对面电视放什么节目都听得见。', 'star': 5}
{'descr': '房间还是比较干净整洁,而且酒店位置也不错,价格也不高.', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '总体感觉还不错，我定的大床房和卫生间在一块，有点不舒服，酒店离机场bus很近，去机场方便。', 'star': 3}
{'descr': '交通方便，服务周到，价格适中，就是床有点硬，希望汉庭南京瑞金路店越办越好！', 'star': 5}
{'descr': '我是15日如住的,订的是两间双床房.总体感觉不错,新装修的,卫生方面也不错;交通方面我大都打车的,到景点一般在20元左右,性价比很高,下次我仍然会预定在这里.', 'star': 5}
{'descr': '卫生差，环境差，服务差，所在街区太脏。不推荐', 'star': 3}
