{'短评内容': '暗房', '短评打分': 4}
{'短评内容': '感觉被骗了。房间与照片上差距满大的，没有那么温馨，浪漫。房间非常小。地方有点难找，找了1个小时。打电话去酒店问具体地址，服务员居然不耐烦的挂掉电话。', '短评打分': 1}
{'短评内容': '好，在电脑城附近，就是设施旧了点,晚上不够安静，', '短评打分': 5}
{'短评内容': '不好', '短评打分': 3}
{'短评内容': '感觉好的方面：位于商业区，购物、乘坐地铁公交很方便，隔壁是百货公司，可以随时弥补短缺物品。\n感觉差的方面：如开车或与开车的朋友相约，则交通非常不便；酒店内部隔音比较差；房间空调只有冷气，虽然气温尚可承受，但对冬天入住时仍感觉不舒服；酒店服务较差，不能每天打扫房间不说，还需要三番五次的召唤服务员。', '短评打分': 5}
{'短评内容': '性价比高，设施也不错，坐落在福田老区，不大好找。', '短评打分': 5}
{'短评内容': '性价比不是太高，吃的还较方便，旁边就是超市，但是我住的房墙角掉灰，地板有水。', '短评打分': 1}
{'短评内容': '我很少评论这些，但是这个酒店我一定要说几句。它是第一家让我住不下去的酒店，是第一家让我换房间的酒店，是第一家让我生气发火的酒店。这个根本就不是什么酒店，就是个旅社改的，第一次进房间，墙皮发霉发黑，忍了。酒店电梯一股麻辣烫的味道，忍了。在前台喊服务员，服务员让你等下，一等就是10分钟，10分钟我站在前台跟个SB一样，你们酒店就是这样服务的。\n晚上回酒店，电梯不能用，我有急事要上楼，问怎么办，前台让我', '短评打分': 1}
{'短评内容': '性价比OK\n性价比OK\n性价比OK\n性价比OK\n性价比OK', '短评打分': 1}
{'短评内容': '房間雖小，但還可以', '短评打分': 3}
{'短评内容': '在日月住过几次了，除了房子隔音效果不是很好。环境倒是蛮干净的，没有窗户，感觉比较封闭。', '短评打分': 5}
{'短评内容': '隔音差，房间设施陈旧，以后我是不会再来的了', '短评打分': 1}
{'短评内容': '该酒店卫生差，无免费牙具，上网不便，总体看不会再来住', '短评打分': 3}
{'短评内容': '总体不错，地处繁华商业区，房间安静卫生整洁', '短评打分': 5}
{'短评内容': '酒店离地铁口不方便，入住办理员未尽必要的说明义务', '短评打分': 5}
{'短评内容': '+服务员态度欠佳，且未尽必要的入住办理说明', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '房间布局较为紧凑，内部设置合理，但马桶较高，使用起来不够舒适。房间内部有吹风筒较为人性化。', '短评打分': 5}
{'短评内容': '房间不错，就是没有窗户的，有点压抑，希望在没有窗户的房价可以提供早餐！', '短评打分': 5}
{'短评内容': '吃饭非常方便，房间装修较别致，价位适中，适合年轻人。', '短评打分': 5}
{'短评内容': '一般、隔音不好', '短评打分': 5}
{'短评内容': '地理环境不错，离华强北不远。但是里面的环境真的挺差。床上用品发霉，然后叫服务员换了一套新的。床的边缘和墙，都挺脏，不知道有什么污渍。里面的环境，连连锁酒店都不如。但是服务挺好的。', '短评打分': 1}
{'短评内容': '一般般，感觉不是很好！\r\n房间有异味，不能换房！', '短评打分': 1}
{'短评内容': '帮朋友订的 房间里有臭味 本来要住两晚 朋友第二天就退了房 实在没有面子 下次再也不能住这了', '短评打分': 3}
{'短评内容': '除了比较喜欢那里的圆床外，其他真的不行，空调改换了吧，清洁该做好点吧，能不能不那么吵？', '短评打分': 3}
{'短评内容': '房间有很浓的空气清新剂的味道\r\n仔细问有股臭味', '短评打分': 5}
{'短评内容': '帮朋友订的,真没面子,实在太差!!!朋友说那里太远太臭环境太差了,给大家一个参考,实地考察后自然明白.', '短评打分': 1}
{'短评内容': '位置很好，离雅思考点很近，服务员态度也不错。而且安全管理很好，进入都要身份证。就是一缺点，房间里总有一点不知是空调还是换气扇的噪声，即使把房间里全部东西惯了也是一样有点呼呼的声音。', '短评打分': 3}
{'短评内容': '空调很吵，还有电梯升降的声音很大，床的弹簧都翘出来了，电视太小', '短评打分': 1}
{'短评内容': '房间空调有点吵，清洁不够干净，地板垫子有之前住过的人弄到的水。', '短评打分': 5}
{'短评内容': '卫生：床单和枕套上有一点黑色污迹，但一个男人睡就无所谓了。只是一点点。\r\n服务：男前台顾着接电话完全没鸟我。另外的女前台和清洁阿姨都很热情。\r\n设施：不错。该有的都有了。不过桌子小了点，放了电脑以后基本上没位置了。\r\n位置：很好。在华润万家上面，离雅思考试地点很近没去过的10min肯定走到。\r\n舒适度：一般般，因为空调只要打开都很冷即使调30度。关了空调刚刚好。但是晚上睡觉会有抽风机还是什么的声音', '短评打分': 5}
{'短评内容': '态度差，去到竟然说没房，妈的，想死。。。', '短评打分': 1}
{'短评内容': '酒店还算可以吧\r\n只是有点不太容易找到', '短评打分': 5}
{'短评内容': '在华强北购物很方便.性价比高.', '短评打分': 5}
{'短评内容': '不做评价，反正不会入住第二次', '短评打分': 1}
{'短评内容': '总的感觉就是不爽，房间内没有指南，更不用说酒店附近的地图，电话号码。我是不会在选择入住这个地方了', '短评打分': 1}
{'短评内容': '位于市中心,十分方便,唯一不足的就是没有窗户.', '短评打分': 5}
{'短评内容': '挺好的，在华强北这么繁华的位置算比较实惠的了。就是感觉房间有点小。', '短评打分': 3}
{'短评内容': '第四次住，也是最后一次住\r\n1、客房的服务指南都没有，连电话如何拨前台都没有指示，有事只好用手机打前台。\r\n2、网络坏了，和前台说，她倒是反问我“为什么会坏”“不可能啊”，再我强调了找人过来修，她才答应\r\n3、掐着表算整整30分钟后，没反应，于是又电话催第二遍才来。\r\n4、弄检测的人说好像是端口坏了，我说直接换个房就好，他到是让我拿着电脑去了几个房间试网络，无语\r\n5、换了房间，楼层服务员看到不但', '短评打分': 1}
{'短评内容': '卫生不好', '短评打分': 1}
{'短评内容': '地理位置优越，附近餐厅很多。酒店设施较新，比较干净\r\n', '短评打分': 5}
{'短评内容': '定的特色房，房间很小很小，一股霉味，空调噪音太大。房间不隔音，整晚听到走廊里人来人往和开关门声。之前也定的特色房被升级到豪华圆床房，今次没有咁好彩。优点是位置', '短评打分': 1}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '房间细有味，冷气吾冻，无热水，水又细，', '短评打分': 1}
{'短评内容': '电梯坏了 一段时间 空调制冷一般', '短评打分': 5}
{'短评内容': 'no good ', '短评打分': 1}
{'短评内容': '很大的霉味。床睡了不舒服', '短评打分': 1}
{'短评内容': '环境和周边都很好，之前都是住标准房，这次试了下特色房，彻底给特色了\r\n1、前台人就一个人，登记和退房时间很长\r\n2、门卡刚领就刷不开门，楼层服务员帮忙开了说等会服务员会来弄，然后没下文了；\r\n3、毛巾都是破的，反正只是出差一个晚上无所谓了\r\n4、只有洗发液，沐浴液的罐子都不见了\r\n杯具，出差想方便的朋友可以考虑，周边吃的蛮多的', '短评打分': 5}
{'短评内容': '华强北附近性价比很高的酒店 就是没有窗户 每次都住这', '短评打分': 5}
{'短评内容': '房间太小，隔音太差。', '短评打分': 1}
{'短评内容': '房间很小,很脏,隔音很差,也就值100元左右房价,所谓特价其实并不特价.', '短评打分': 1}
{'短评内容': 'OK', '短评打分': 3}
{'短评内容': '在那边住了五六天，感觉还不错', '短评打分': 3}
{'短评内容': '预定的房间没了，转成圆床间了，离华强北很近，下次过去的时候还会住', '短评打分': 3}
{'短评内容': '隔音不好', '短评打分': 5}
{'短评内容': '还可以，交通便利。', '短评打分': 3}
{'短评内容': '服务设施一般，重在地点交通方便，离我办事处那里比较近。', '短评打分': 5}
{'短评内容': '位置很好 吃东西方便', '短评打分': 5}
{'短评内容': '……', '短评打分': 1}
{'短评内容': '总体感觉不好', '短评打分': 1}
{'短评内容': '没有窗户是唯一不能接受的，其他都还好，主要性价比高，适合购物居住', '短评打分': 1}
{'短评内容': '总的来说还是比较满意的，关键还是没什么隔音效果，走廊的声音都能听的到 ，更别说在房间说话了。然后餐厅配置不齐全，连汤都没的喝', '短评打分': 5}
{'短评内容': '完全被忽悠了，这辈子都不会住这酒店了，还四星级，真的是无语了，整栋楼还有股发霉的恶臭味。', '短评打分': 1}
{'短评内容': '定的豪华圆床，但给的确是标准。位置不错，周围餐厅很多。机场巴士也近。', '短评打分': 5}
{'短评内容': '地理位置不错，出门就是万家超市。\r\n步行十分钟就到华强北茂业。\r\n169的价钱来说应该是比较划算的，而且周末不提价。很好。', '短评打分': 5}
{'短评内容': '还不错，关键是离我办事儿的地区较方便。众多的商业圈里，不错。', '短评打分': 5}
{'短评内容': '环境和服务都还不错，虽然不能和四星级的比。但跟三星级也差不多了，服务态度堪比四星级', '短评打分': 3}
{'短评内容': '位置较好，没窗。', '短评打分': 5}
{'短评内容': '第一次入住，卫生、服务挺到位，有种家的感觉。吃、住、行很方便，唯一缺点就是隔音差了点。下次来还会住。', '短评打分': 5}
{'短评内容': '空间小，房间密集，开空调很吵闹，不开则空气不好，但特价房便宜，适合预算不高的朋友门', '短评打分': 5}
{'短评内容': '环境还可以，不是很吵', '短评打分': 5}
{'短评内容': '蛮实惠的，不过好像特价房涨价了', '短评打分': 5}
{'短评内容': '离深圳雅思考点仅一步之遥哦！', '短评打分': 5}
{'短评内容': '酒店还不错，以后肯定还会去的。性价比高，房间很干净，服务态度也很好。特价房的床够两个人睡的，很大。', '短评打分': 3}
{'短评内容': '经济实惠，比较干净。即使是特价房，床也很舒服很大，够两个人睡。屋子里有宽带，速度还不错，有吹风机等。以后再去可能还会选择这家。', '短评打分': 5}
{'短评内容': '房间小，太吵了。不过离华强北很近，在深圳逛街超方便。', '短评打分': 5}
{'短评内容': '除了没窗户剩下都不错', '短评打分': 5}
{'短评内容': '环境还不错，在热闹的华强北，可以好好shop了，哈哈', '短评打分': 3}
{'短评内容': '不错哦~~还价也很好', '短评打分': 3}
{'短评内容': '~~~', '短评打分': 1}
{'短评内容': '服务很好，特别是前台，再来还会入住的！！', '短评打分': 5}
{'短评内容': '感觉很不错，就是房间小了点，其余都还好', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '房间有点小，隔音也不是很好，不过位置很高，靠近华强路。', '短评打分': 5}
{'短评内容': '客房过道始终飘着一股霉味。', '短评打分': 3}
{'短评内容': '本来点的特价房，升级成圆床，还是很不错的', '短评打分': 5}
{'短评内容': '餐厅的饭菜还是比较可口，距离华强北非常近，是性价比非常不错的酒店', '短评打分': 5}
{'短评内容': '在华强北，位置不错。\r\n  就是房间超乎我想象的小。\r\n电视机离床大概也就一步的距离了\r\n  房间放了床空隙很小', '短评打分': 5}
{'短评内容': '门口的这条路从中午开始一直堵到晚上，根本无法打车。', '短评打分': 1}
{'短评内容': '11', '短评打分': 1}
{'短评内容': '地理位置好,周边购物休闲很方便,房间小但是很实惠，性价比不错，服务不错，赞一个。', '短评打分': 3}
{'短评内容': '地理位置好,周边购物休闲很方便,房间小但是很实惠，性价比不错，服务不错，赞一个。', '短评打分': 3}
{'短评内容': '很有特色的旅馆，性价比也不错，服务也很体贴，位置很好不难找，走路距离地铁站15分钟左右', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '服务员态度好，用餐环境较好，餐费可以入房费，周边方便，楼下就是超市。', '短评打分': 5}
{'短评内容': '房间小但是很实惠，干净\r\n地理位置非常好\r\n缺点就是没有窗，我住的特色房厕所和浴室没有门，有点郁闷……', '短评打分': 5}
{'短评内容': '我住的是特色房，在深圳中心位置，房间小是可以理解的，最不能接受的是床已经凹下去了，估计是不知道那对情侣运动力度太大，早上起来背部很酸痛。其他还好。', '短评打分': 1}
{'短评内容': '位置很好 购物 饮食 交通 都十分便利 推荐', '短评打分': 5}
{'短评内容': '房间内布局设置不合理。', '短评打分': 1}
{'短评内容': '很好，酒店设施很好，交通也很方便，值得推荐。', '短评打分': 5}
{'短评内容': '酒店的地理位置极佳 周边购物休闲很方便 楼下就是超市 原本的定的特价房前台给升级到了大圆床温馨房间 能睡三个人  唯一就是房间太小 没有窗  呵呵  不过性价比已经很好了  下次还住在这里', '短评打分': 5}
{'短评内容': '在深圳，如此性价比高的酒店很少。', '短评打分': 5}
{'短评内容': '除了位置好外,其他方面真是很一般', '短评打分': 1}
{'短评内容': '环境可以，但是服务速度有点慢，房间安排不错，就是里面没有卫生纸，我打了2个电话才送来', '短评打分': 5}
{'短评内容': '就是房间有点小，别的还好。', '短评打分': 5}
{'短评内容': '推荐', '短评打分': 5}
{'短评内容': '有怪味道，說不上來，總體還好', '短评打分': 5}
{'短评内容': '早餐很差。卫生也不行！', '短评打分': 1}
{'短评内容': '没有主动打扫房间，第一天上午出门下午5点左右回到酒店还没有打扫', '短评打分': 3}
{'短评内容': '定的特价房，免费升级到豪华圆床房。房间设计新颖温馨，酒店地理位置好，周围很多吃的，步行到华强北步行街就几分钟。不过管理和服务水平有待提高，要卷卫生纸半个小时也送不来。缺点：床太硬不舒服，直接挨到弹簧。建议再放一层褥子或者薄床垫。房间隔音不好，空调噪音不是一般大。对门男人晚上打呼噜声音听得一清二楚。水压太低，洗澡不方便', '短评打分': 3}
{'短评内容': '定的特价房，免费升级到豪华圆床房。房间设计新颖，酒店地理位置非常好，周围很多饭店，步行到华强北步行街就几分钟。不过管理和服务水平有待提高', '短评打分': 5}
{'短评内容': '离华强北很近', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '一般，位置很难找，住进去的时候烟灰还没倒，浴室的下水道有点堵塞，我定的圆床房和图片上的区别有点大', '短评打分': 3}
{'短评内容': '我觉得一般，位置很难找，本来定的是标准的圆床房，和照片上面。。。差距有点大，而且烟灰还没倒，浴室里的下水道也有些堵塞，不过附近有很多逛街的地方，也有很多吃的多些', '短评打分': 1}
{'短评内容': '跟华强北近', '短评打分': 5}
{'短评内容': '位置不错 ', '短评打分': 5}
{'短评内容': '因为房间比较偏僻,本以为隔音会比较好,但是事与愿违,总体感觉不好.', '短评打分': 1}
{'短评内容': '位置不错，价格适中，设施还可以，只是里面真的好复杂，因为房间太多，太密。', '短评打分': 5}
{'短评内容': '酒店早餐一般，但是酒店的硬件设施绝对是非常舒适的，而且很是安静。适合商旅居住，印象里应该是坂田地区性价比最好的酒店了。', '短评打分': 5}
{'短评内容': '酒店的服务挺不错的，房间干净舒适，条件也还可以，主要他的位置很不错，非常方便。', '短评打分': 3}
{'短评内容': '酒店不错，干净，隔音差点！', '短评打分': 3}
{'短评内容': '市内办事推荐！', '短评打分': 5}
{'短评内容': '缺陷：特色房间小点 ', '短评打分': 5}
{'短评内容': '飞机在 华联大厦下 机场大巴后可以打个车 直接过去，或者走路过去都可以。比较近的了，位置不错，容易找到。我去的时候刚好客满，给我免费升级了一个VIP房间。\r\n洗澡水为常温，不能调太高。\r\n电视机为液晶的，床铺和沙发都很不错。\r\n有按摩足浴服务，只要有按摩的都有特殊服务。\r\n总体感觉还是比较舒服的，有机会我还会去消遣消遣。', '短评打分': 5}
{'短评内容': '說真的話，這樣的價錢…和地點和舒適已經算不錯了!下次去的話，我一定還會在住的，還會帶朋友去的!還有如果可以的話，順幫在幫我 升級吧，真開心的呢!', '短评打分': 5}
{'短评内容': '这家酒店布置的还是蛮不错的,卫生打扫的也蛮干净,服务人员态度一般了,周边环境还不错,出行挺方便的,整体感觉性价比还是蛮不错的.', '短评打分': 3}
{'短评内容': '房间的设施有些陈旧,从外面看还不错进去一看不怎么好,卫生,服务很一般,交通很方便.', '短评打分': 3}
{'短评内容': '位置很好,位于市中心,出行很方便,卫生服务方面也都不错,打扫的很干净,但就是房间没有窗户,不太舒适.', '短评打分': 3}
{'短评内容': '较好的位置，服务也不错，推荐！', '短评打分': 3}
{'短评内容': '房间还行设施和卫生都不错,服务态度也还可以,位置还是挺好找的,性价比还不错.', '短评打分': 3}
{'短评内容': '这家酒店我住了好几次了，主要是位置比较好，挺方便的，房间环境也还可以', '短评打分': 3}
{'短评内容': '总体还好.会考虑以后入住.', '短评打分': 3}
{'短评内容': '酒店本身不错，位置、装修都不错。我订的是特价房，没窗的那种，空调很吵，房间隔音不好。', '短评打分': 5}
{'短评内容': '服务还挺好的当时我一开始给我安排的房间不是太好和它说了都能够及时给我更换解决还是挺及时的,换过的房间感觉里面的设施和卫生都还不错,酒店的位置还行,性价比也挺不错的,下次去深圳的话我还会去这家酒店的.', '短评打分': 3}
{'短评内容': '酒店环境还可以，里面还挺安静的，也挺方便的，附近就有大商场..总的价格也比较OK', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '还不错,可以考虑', '短评打分': 5}
{'短评内容': '卫生一般 刚到的时候厕所还有卫生纸没冲干净 而且地板是湿的', '短评打分': 5}
{'短评内容': '位置虽然距离地铁站远了点，但是还是很好的，整体来说不错', '短评打分': 5}
{'短评内容': '很不錯的酒店,地點很方便,隔壁便有超市,去那裡地方也好找', '短评打分': 5}
{'短评内容': '酒店服务员的服务态度很不好,卫生设施很一般,位置很好交通方便.', '短评打分': 3}
{'短评内容': '环境很好  ', '短评打分': 3}
{'短评内容': '还不错 性价比比较高', '短评打分': 3}
{'短评内容': '位置还行，交通还可以，房间的卫生和设施也还好，服务也不错，整体感觉这家酒店的性价比还是比较高的 值得推荐\r\n\r\n', '短评打分': 5}
{'短评内容': '酒店是没车场的,人员服务也不是很好,不是很人性化,当时虽然订的是比较好的房型,但里面内部住宿条件也很一般,而且噪音很大,不是很满意.', '短评打分': 3}
{'短评内容': '还行~~', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '房间卫生和设施都还可以,服务挺一般的,位置还是有些偏不是很好找,性价比还行,总体感觉还不错.', '短评打分': 3}
{'短评内容': '服务态度非常不咋的，不过室内设施倒还行吧，地理位置也不错。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '总体来说还可以', '短评打分': 5}
{'短评内容': '其实还可以了，再便宜一点就更好了。大缺点是没有窗户了，很想让人睡懒觉，不上闹铃睡到12点都以为才8点...地毯好脏了....地理位置挺好的，附近几百米有地铁，也有去机场的大巴，还有更多的商场跟赛格', '短评打分': 5}
{'短评内容': '实惠', '短评打分': 1}
{'短评内容': '被子，味道很重！ 麻烦洗干净点。。。 其实位置真的还不错。 我们是去考雅思的。离考场蛮近。', '短评打分': 1}
{'短评内容': '酒店的位置、服务、内部装饰都可以。如果你不担心没有对外窗户而觉得心闷的话、又想购物方便，这家酒店可以选择。', '短评打分': 5}
{'短评内容': '酒店这个房间没有窗户，光线不好，而且隔音条件也不行，但是还挺干净的，位置交通也挺方便的。', '短评打分': 3}
{'短评内容': '价格实惠，地段好，性价比很高', '短评打分': 5}
{'短评内容': '我觉得房间有点潮，别的还可以，位置挺方便，我感觉性价比还行', '短评打分': 3}
{'短评内容': '房间小点，噪音有，淋浴马桶声音大！不通风！', '短评打分': 3}
{'短评内容': '位置好，装修不错，临近商场，干净！', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 3}
{'短评内容': '还不错 就是房间太小了点！', '短评打分': 5}
{'短评内容': '卫生挺好挺干净的,设施完善,地理位置交通方便,服务热情周到,性价比不错的酒店,下次还会入住\r\n\r\nhttp://www.77hotel.cn', '短评打分': 3}
{'短评内容': '位置不太好找，就只有一个路标，他们的服务态度啊、软硬件设施都还好，价格也还比较合理', '短评打分': 3}
{'短评内容': '位置还行，但房间很潮湿，空气不流通，隔音不好，卫生和设施也一般，没感到有什么服务，我觉得性价比是挺低的', '短评打分': 3}
{'短评内容': '位置很好，服务态度很好，买东西吃饭出行都很方便，房价便宜。卫生不错，卫生服务员很有礼貌。房间有潮气味。下次还会入住。', '短评打分': 5}
{'短评内容': '经济,但前台太慢了', '短评打分': 5}
{'短评内容': '闹中取静，而且服务态度值得一赞，我到的时候订的特价房没空房了，就自动帮我升级到大床房，床很舒适，在深圳像这种价格和这种环境的地方真是比较难找，性价比也是很高。', '短评打分': 5}
{'短评内容': '楼层服务员很有礼貌.特别是那个矮矮小小的圆脸短头发女孩子.值得表扬.酒店唯一的缺点是房间有衣架就好了.或者有个衣物篮.衣服没地方放.希望改进', '短评打分': 5}
{'短评内容': '交通便利，环境很好', '短评打分': 5}
{'短评内容': '我住的是韩式房~~室内设计还不错~~感觉很舒适~也很干净~~但是边上MS有夜店。。。', '短评打分': 5}
{'短评内容': '卫生一般，就是位置还可以，', '短评打分': 1}
{'短评内容': '不错的酒店，是客人过去住的，说交通挺方便，服务态度也不错', '短评打分': 5}
{'短评内容': '位置优势，10月入住，没有太潮湿的感觉，但房间没有窗，即使有也是很小的通风孔一样，心理感觉不好，淋浴设施不错，只是偶尔水温不高，洗手池完全没有热水，晚上睡觉走廊里会很吵，大吼大叫，有时一路跑来突然尖叫，应该是他们自己人在闹着玩，完全不顾时间，不顾别人感受，有时是客人有时是服务员，一天夜里3点再次被吵醒，看表5分钟声音还没小下去，打了前台电话，总算安稳了，总体来说这个价格在这个位置相对来说还算可以了', '短评打分': 5}
{'短评内容': '说是没有挂牌的四星，简直相差太远，没有窗户，隔音效果差，下次不会再选择这里', '短评打分': 1}
