{'短评内容': '押金好几天都不退', '短评打分': 2}
{'短评内容': '宝宏大酒店有一流的服务，主楼大堂非常气派，这里的装修风格我非常喜欢，房间很温馨，停车方便。可惜酒店周边环境欠理想，缺少花园和游泳池。谢谢酒店赠送的双人晚餐和送机服务。推荐大家来宝宏酒店入住！', '短评打分': 5}
{'短评内容': '宝宏大酒店主楼还不错，比较干净、舒适，也许是节假日，价格偏高了些，如果价格优惠些，宝宏是不错的选择。', '短评打分': 3}
{'短评内容': '很不错的酒店', '短评打分': 3}
{'短评内容': '本次由家庭房升级至豪华间，19楼。\n酒店设施很好，环境以及早餐都不错，特别酒店沙滩不错，本准备游玩的最后就呆在酒店海滩没动，超享受的。\n只是晚餐自助海鲜烧烤品种不是很丰富，略显不足。\n下次再来还住这。', '短评打分': 5}
{'短评内容': '宝宏整体感觉都不错，但是对面的工地似乎有好几年了，还没盖好，如果能直通海边就更好了!不过对老客户似乎没更多的优惠。', '短评打分': 5}
{'短评内容': '不错的酒店，环境不错，到哪里都很方便。。。', '短评打分': 5}
{'短评内容': '大东海边，交通非常方便，到海边有酒店的电瓶车，整点和半点出发。私家海滩就是有自己躺椅和帐篷，不过在海滩上晒太阳，躺椅还是很给力的。\nPS：附楼建议选不靠马路的房间，应该是小号那边8*0*，我们8518是靠海韵路的，晚上还是有点吵得。', '短评打分': 5}
{'短评内容': '我住的是家庭房（二期）酒店环境很好，服务态度挺热情，退房推迟到下午2点，酒店去沙滩较方便有电瓶车接送。但是有一点需提出的就是房间隔音太差，楼上打牌的声音影响睡眠。', '短评打分': 5}
{'短评内容': '还可以，性价比比较高，没沙滩没海景，商务住，老板崇明人。', '短评打分': 5}
{'短评内容': '订了四晚的套餐，感觉很超值，酒店内饰很好，送的晚餐也很棒！', '短评打分': 5}
{'短评内容': '住副楼家庭房，总体感觉不错，服务也蛮好，就是晚上吵了点', '短评打分': 5}
{'短评内容': '周围环境太差了，太吵了。\n房间太压抑。感觉性价比低。\n好的是，卫生干净，服务非常好。早餐也非常好。', '短评打分': 1}
{'短评内容': '酒店空间很大，也很舒适，唯一不足是没有泳池', '短评打分': 3}
{'短评内容': '我住的是2期庭景房，朝向只有西北向，开窗望过去是居民楼还有简易板房！不太好！\n有2张床，宽度应该在1.4M左右！目测！\n比较好的有小冰箱和保险柜，不足的是拖鞋太寒颤了！电视机是大屁股的！\n房间其他设施还算OK.\n从机场过来也是比较方便，出机场一直往前走，上一个台阶就看到八路汽车了！\n坐到鹿岭路口下车往回走10米，沿那条路往南走500米就是！\n去海边溜达走大概需要10分钟！\n早餐还没去吃呢，第一晚！', '短评打分': 5}
{'短评内容': '离市区挺近的，二期虽然是四星但是比一期的房间大，还有阳台，酒店附近在建设，酒店早餐很棒', '短评打分': 5}
{'短评内容': '整体感觉不错，尤其是家庭套餐中的免费接、送机，省了我们不少麻烦，而且由于回程的飞机较晚，跟前台商量了一下延迟退房到14:00，感谢！唯一感觉不足的是虽然酒店离海边不远且有电瓶车接送但往窗外望去只能看到街道与楼房，度假感觉不足，下次应该会选择一线海景的酒店。但整体来说性价比不错，打个4.5星吧！', '短评打分': 5}
{'短评内容': '向各位朋友推荐这家酒店。带父母三亚五天游，在宝宏住了4晚，住的是二期。虽然大堂和一期比逊色一些，但房间够大，床也比较好。早餐很丰盛。服务员服务也比较到位。是一家性价比不错的酒店。', '短评打分': 5}
{'短评内容': '酒店设施不错，到海边电瓶车也算方便，就是打车不方便，主要是三亚打车就不好打，服务还不错', '短评打分': 5}
{'短评内容': '三亚宝宏大酒店房间好价格也实惠，下次还会入住。', '短评打分': 5}
{'短评内容': '今晚二十四点到店', '短评打分': 3}
{'短评内容': '不在海边，而且价格也不便宜，不好不好了不啊好哦', '短评打分': 1}
{'短评内容': '当时进酒店的时候感觉大堂装修的还蛮古典的，酒店的餐饮做的挺不错的，服务也很热情周到基本上的要求都是可以满足的，还送了个呀喏哒一日游的房间，从接机到旅游都是专车接送，非常不错，推荐！', '短评打分': 3}
{'短评内容': '酒店很漂亮，很干净，服务也很好，早餐很棒，下次还会去', '短评打分': 5}
{'短评内容': '各项服务都不错，要是对老客户有更多优惠就好了。', '短评打分': 5}
{'短评内容': '还好', '短评打分': 3}
{'短评内容': '酒店的房间味道很差  特别臭', '短评打分': 3}
{'短评内容': '酒店感觉非常好!\n从酒店人员的服务和环境都很好...\n下次有机会一定会继续订这酒店...\n说一下要注意的地方,副楼近马路...晚上噪音比较大...不能适应的朋友请注意.\n洗手间的水渠估计设计有一点小问题,成天有些味道,但不影响对酒店的感觉.\n餐厅的食物和早餐都很好^_^', '短评打分': 5}
{'短评内容': '可以\n还不错，这里比较热闹，酒店比较干净，感觉还不错', '短评打分': 5}
{'短评内容': '酒店服务环境不错。就是酒店周边施工噪音大', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '服务很满意，没有什么需要改进的，非常好！', '短评打分': 5}
{'短评内容': '副楼装修3星，唯一优点房间大。原计划住3天，第二天改到旁边的酒店。主楼以前住过，房间太小。', '短评打分': 1}
{'短评内容': '非常经济的酒店，还有私家沙滩，交通也方便，离市区也近，服务也不错', '短评打分': 3}
{'短评内容': '我已经连续2年在9月份入住宝宏酒店,总体感觉非常好!卫生!服务员热情有礼貌,有求必应!早餐不错,品种多,中西结合.也有遗憾的地方,在2层用晚餐,服务员把我当成了司机,提供的菜单与宣传的内容有差距,需要改进.下次去三亚还会住,不知道有没有对老客户的其他优惠!', '短评打分': 5}
{'短评内容': '副楼的家庭房，各方面都不错，有私属沙滩，可坐电瓶车前往，30分钟一班。早餐品种比较简单，味道一般。遇上台风，正餐在酒店西餐厅吃，还行，价格不贵，有特产东山羊和文昌鸡。', '短评打分': 5}
{'短评内容': '住在副楼的家庭房，主楼的大厅很漂亮，早餐种类不是很多，房间比较宽敞，床1大1小，很不错，卫生间比较满意，淋浴的水很大，也很方便，住在3楼，略微有点潮，酒店没有游泳池，去海边可以坐电瓶车，离海有点距离，', '短评打分': 5}
{'短评内容': '性价比非常一般，优点是离市区近点，到各景点比较方便，有接机服务，早餐不错。缺点是酒店只有两幢楼，没有任何绿化植备，没有泳池，就比那些商务旅馆好那么一点点，离大海还得走一段时间。门卫的业务水平太差，问他电瓶车在哪坐，指个相反的方向，害我们等了20多分钟也没等到，只能走到海边。住的是的17楼的豪华房，房间好小，只能看到大海的一个小角，电视太旧太差，声音画面对不上号，有的频道画面还直闪，不知道从哪方便可', '短评打分': 1}
{'短评内容': '各方面都还可以。', '短评打分': 5}
{'短评内容': '舒适，卫生，服务态度好！', '短评打分': 5}
{'短评内容': '订的是家庭房,住了一晚上发觉太吵了,一晚上没睡着,在这里要提醒预定副楼的朋友们,如果你喜欢安静的,还是定主楼吧,第二天就换到了主楼,睡了三天好觉,其他各方面还是值得推荐的,服务、早餐等都不错，有电瓶车直接送到酒店专属沙滩，出行也比较方便', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 5}
{'短评内容': '位置好、性价比高', '短评打分': 3}
{'短评内容': '一切都很好，就是偶尔能见到壁虎在房内爬，不过还好', '短评打分': 5}
{'短评内容': '我预定的是蜜月套房，是海景房但是房间太小了，有一种快捷酒店的感觉。但是宝宏的早餐还是很好吃。赠送的一顿晚餐味道也非常不错哦。', '短评打分': 5}
{'短评内容': '今年3月份入住的酒店，位置非常好，距离大东海海滨只有5分钟的步行路程，酒店有往返的电瓶车，半小时一趟，很方便，酒店在沙滩提供有躺椅，很舒服，酒店赠送的家庭套餐很好吃，酒店给人的感觉就是很舒适，服务员服务也很好，我们住的家庭房，一张1.8米床，一张1.5米床，适合一家人居住，只有一点不好，我们和隔壁房间之间有道门，基本没有什么隔音作用，隔壁说话的声音能听得清清楚楚，酒店要是能改一下就好了。其他的都不', '短评打分': 5}
{'短评内容': '酒店离海边和市中心都很近，出门散步10分钟之内就到私人海滩，很方便。\r\n之前看点评说这家酒店的早餐特别丰盛，尝试之后总算没有失望，对于四星级酒店有这样的水准，属于很不错了。\r\n晚餐自助餐的羊排特别好吃，只是很纳闷为什么没有海鲜，呵呵~\r\n我们住得房间靠近街道，隔音还好不算很吵。只是景观真的不咋地，楼下还在修路，看起来像个工地。\r\n房间实在很小，我们的2个行李箱都没有地方放，好在床还不算小，也还舒服', '短评打分': 5}
{'短评内容': '价格实惠，我们订的是蜜月房,有送机,有一顿烛光晚餐(可以送到客房),不错', '短评打分': 5}
{'短评内容': '淡季价钱值得推荐', '短评打分': 5}
{'短评内容': '就是靠马路，有点吵。', '短评打分': 5}
{'短评内容': '环境不错，安静，离海边不远，酒店有自己的私家海滩，并定时有电瓶车接送，很方便。靠近商业街，走不多远就有食街，那里的海鲜值得一去再去哦。特别值得一提的是酒店提供的西式早餐真的很丰富！', '短评打分': 5}
{'短评内容': '我住的的副楼，设施、环境、卫生也好，但服务员的工作效率低了点，我们一行取了匙牌，房间竟卫生还未搞。中午2点钟也未能真正入住，担误了不了休息时间。', '短评打分': 5}
{'短评内容': '卫生很好就是隔音不是特别好', '短评打分': 5}
{'短评内容': '酒店还不错', '短评打分': 5}
{'短评内容': '本次入住的是副楼翠景房，窗外景色一般，但房间很大，客房设施也很好。感觉性价比很高。最值得称道的是主楼那边的早餐，我和同事吃得都很满意。回到北京感觉我都吃胖了。', '短评打分': 5}
{'短评内容': '酒店既适合商务也适合度假入住。大堂很高雅，很漂亮，就灯光稍微暗了点。因为我订的是爱之旅套餐，入住时有不少问题要问，但接触的各位服务人员都很客气，有什么事情都好商量。本人住的特色大床房布置不错，但稍微小了点。唯一的缺点是酒店没有泳池，去沙滩有电瓶车也挺方便的，酒店私家沙滩位置很好，面前就能直接下水。早餐也挺丰盛。周边购物餐饮也很方便。', '短评打分': 5}
{'短评内容': '酒店中规中矩，没有特别好的地方，也没有什么不好，属于标准的五星级酒店。但是离海较远，想下海有点不方便。不过对我而言无所谓，因为已经在亚龙湾住了两晚。由于我定的是蜜月套餐，酒店提供的一份双人晚餐和送机服务很不错。', '短评打分': 5}
{'短评内容': '酒店位置不错，出脚很方便。\r\n性价比很高。', '短评打分': 5}
{'短评内容': '前台服务很好，但房间味道太大', '短评打分': 1}
{'短评内容': '我住的是主楼；\r\n性价比不错；\r\n前面有施工，有点吵。', '短评打分': 5}
{'短评内容': '酒店服务比较热情周到，餐饮也较好，甚至连这里的言论也关注，实在是难得。就是噪音太大，晚上睡觉不安静。请酒店方一定想个办法，不然很影响生意哟。', '短评打分': 3}
{'短评内容': '位置挺好的，到哪儿都很方便，就是感觉房间稍微小了点，早餐种类少了点，不过总体来说还是很不错的啦O(∩_∩)O~赞一个', '短评打分': 5}
{'短评内容': '特色大床房虽然有点小，但是布置很温馨，酒店服务人员周到热情，父母也很满意，地理位置很方便，下次来还会住', '短评打分': 5}
{'短评内容': '酒店的房间实施还不错，特别是床很宽敞，睡上去感觉还挺好；服务生的态度也挺好；就是晚上太吵。', '短评打分': 3}
{'短评内容': '酒店离马路近，噪音大，晚上休息不好；离海滩远，到海边不方便。', '短评打分': 1}
{'短评内容': '这酒店是帮朋友订的，订的时候一起去的总台，外面看看还挺不错，立面的装修摆设真是不够大气，在总台看了订房的时候，正好有个看房的客户打电话过来，看了一出戏。呵呵，上去看房间，地毯一股味道，哎，没办法，谁让自己这个时候去的三亚，这个酒店比银泰的差多了。象个土包子在管理的，看推荐还说是专业的酒店管理。', '短评打分': 1}
{'短评内容': '很方便，离银泰不远，可以进银泰。但是银泰太难定了。而且贵所以这个很实惠了', '短评打分': 5}
{'短评内容': '感觉不错，离海边不远，还有电瓶车定时往返沙滩接送游客，弥补了大部分房间看不到海景的缺陷。早餐时间很长，给客人充分宽松的环境。健身房设施健全，早上可以先健身，再去海边游个泳，回来再吃早餐很是休闲！', '短评打分': 5}
{'短评内容': '酒店的服务还是不错的，临马路的房子太吵了，最大的问题就是去海边的穿梭电瓶车太少了，从海边回来要等很久，如果能把这个问题解决的话，还是值得推荐的。', '短评打分': 5}
{'短评内容': '不错，，服务态度好，环境不错，就是临街有点吵，', '短评打分': 3}
{'短评内容': '不错，服务很好，环境也不错，私家沙滩不错，有点远，有车接送，', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '由于订得比较晚,又是旺季,住了四天带着孩子换了三个不同的房间,从主楼搬到副楼再到主楼,不过整个过程服务都比较好.但是外面施工加上汽车过往,四天基本上都没有睡实,外边施工好像是二十四小时的,让这次的度假感觉很累.\r\n总的来说,酒店设施还行,服务很好但是周围环境很差.', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 3}
{'短评内容': '我觉得酒店性价比挺好的，环境不错，就是因为临街，有点吵', '短评打分': 3}
{'短评内容': '临界，有点有吵', '短评打分': 3}
{'短评内容': '宝宏酒店性价比高', '短评打分': 5}
{'短评内容': '房间的卫生和设施方面都很不错,打扫的很干净,而且出行也很方便,就是酒店位于马路边有点吵,', '短评打分': 3}
{'短评内容': '环境很好，但临街的房间晚上有点吵，价格合适，服务也到位', '短评打分': 3}
{'短评内容': '可以,值得住下,如果更近些海边就更好', '短评打分': 5}
{'短评内容': '给爸妈订的房间，他们感觉不错。但在旺季入住，还是感觉价格偏高。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店的性价比不错，早餐很丰富，还有私人海滩可以用，唯一不好就是靠近街道的房间很吵，总是来说很好，下次还会考虑这家', '短评打分': 5}
{'短评内容': '入住的是家庭房,性价比很高! 一个大床,一个小床还送3份早餐. 希望ELONG以后能多一些这样的酒店.', '短评打分': 5}
{'短评内容': '早餐很好，房间很舒适。', '短评打分': 5}
{'短评内容': '卫生服务方面做的非常好,打扫的很干净,住着非常舒适,但就是离海边稍微有点远.', '短评打分': 3}
{'短评内容': '酒店非常好和喜欢.遗憾的是应该有游泳池和给房间送报纸.今后有机会一定会再去的.', '短评打分': 5}
{'短评内容': '其它都还不错就是房间临街比较吵', '短评打分': 3}
{'短评内容': '第二次住寶宏,家庭房除了有點吵,其他都很好.值得推荐!', '短评打分': 5}
{'短评内容': '临街这边实在是太吵了，建议酒店可以再装一层玻璃门隔音，还有早餐内容应该再丰富一点，', '短评打分': 5}
{'短评内容': '第三次住了，还是觉得这家酒店很不错。我们早上5点多赶飞机，本来以为吃不上早餐了，结果早上在结账时，服务员送来了打包好的早点，很感动。酒店管理的很规范，以后来还会住这里。', '短评打分': 5}
{'短评内容': '酒店位置还行，出行比较方便，但离沙滩稍微远一点，房间的卫生和设施还是不错，服务也很好，我觉得这家酒店性价比还是比较高的 值得推荐 ', '短评打分': 3}
{'短评内容': '临近公路，太吵闹了，其他都很好的', '短评打分': 5}
{'短评内容': '入住宝宏二期家庭房三天,总体感觉不错,只是靠公路比较吵.', '短评打分': 5}
{'短评内容': '我的三亚游入住的是家庭房，感觉很舒适，睡到自然醒在酒店用完早餐，坐上酒店的电瓶车到酒店的专用沙滩，看着碧水/蓝天/风筝，晒着太阳，真是惬意！', '短评打分': 5}
{'短评内容': '酒店很好，大堂很大气，服务人员态度非常好，非常热情。虽然酒店不是出门就到沙滩，但是走路过去也很近。酒店周围环境很好，吃喝都很方便，去市区也很近。我住的是豪华房家庭套餐，房间很大，洗手间特别阔气，让人很舒服。酒店免费加了床，还送了我们一个风筝和一顿海岸餐厅的免费晚餐。早餐是包含在房费里的，早餐种类很多，质量也很不错。推荐这家酒店，下次来还会选择宝宏。', '短评打分': 5}
{'短评内容': '不好，前台的服务水平及态度有待提高，那天去的晚，本来房定好了，但前台一点意识都没有，弄到最后差点没房住。。。', '短评打分': 1}
{'短评内容': '挺满意他们的服务，挺满意他们的设施，十分规范、贴心的管理。挺满意我的选择。下会到三亚会再考虑住这里。', '短评打分': 5}
{'短评内容': '十一入住的，标间大概600的样子，贵了点，但是服务很贴心，推荐！私家海滩不去也罢呵呵，人实在多', '短评打分': 5}
{'短评内容': '度假住这样的酒店真的很舒服。遗憾的是礼宾部推荐的潜水项目太差了，就是出海潜水、钓鱼的那家，服务项目严重缩水。', '短评打分': 5}
{'短评内容': '我住的最满意的酒店，真舍不得走啊。', '短评打分': 5}
{'短评内容': '住家庭房四天三晚,一六尺大床、一标准床，比较人性化。三人中早餐还不错，主楼中餐吃的很好价格不算贵，到三亚车多，直达各个想去的地方包括机场，很方便。还有电瓶车去自己的海滩（半小时一次），当然，最好能随去随乘提供更优服务。送免费自行车很好，在大东海海边兜风感觉非常爽，建议一试。', '短评打分': 5}
{'短评内容': '第一次住感觉太好了，推荐家庭房很人性化，吃的很好价格不贵，到三亚8路车直达机场，很方便，还有自己的海滩，只可惜我去之订了两天，到期续房间没有了，下次去还住那', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的房间隔音效果比较差，酒店的位置不错的，出行很方便的，酒店的价格还可以。', '短评打分': 3}
{'短评内容': '酒店的环境硬件设施都比较不错，位置出行交通方便。价格合理适中房间的配置也很达标，价格合理适中整体来讲性及比是很不错的可以考虑入住的酒店。', '短评打分': 5}
{'短评内容': '前台的态度不好，卫生间有味道。酒店的地段位置很好，行李员都没有看到，每次提行李都没有看到行李员，平时路过还是可以看到的，整体来讲酒店的硬件设施方面还是比较满意的，就是酒店的服务需要加强了。其他的都还好了。', '短评打分': 5}
{'短评内容': '性价比高，位置嘛离海边远点，但是如果喜欢清静的可以选择这家酒店，还挺不错的', '短评打分': 5}
{'短评内容': '酒店性价比非常高,内部环境也不错,但就是位置比较偏,离海边很远,而且不好打车', '短评打分': 5}
{'短评内容': '服务挺好的，我住的是家庭房挺宽敞舒适，酒店的位置离海边很近，走几分钟就能到海边，休闲住这儿挺不错', '短评打分': 5}
{'短评内容': '酒店感觉都不错，干净舒适，服务也不错，就是去酒店的公交车不多，而且酒店提供到海边的班车有点少', '短评打分': 5}
{'短评内容': '我是一月份去的三亚，订了宝宏的蜜月套餐，总体感觉不错，特别是早餐，很丰富，赠送的晚餐也可以，就是餐厅里没有其他客人，那么大的餐厅只有我和老婆两个人，感觉有点奇怪。其他方面，地理位置还行，比较适合喜欢清净的人住，离大东海热闹的地方有一段距离，但不是太远，步行五分钟；服务方面还可以，就是在入住的时候等了一段时间，说是房间还没有准备好。入住后，房间的感觉不错，就是稍微小了一点，从窗户里勉强可以看见一片海', '短评打分': 5}
{'短评内容': '服务太差，怎么说呢，我们在宝宏定的是特色豪华蜜月房，听说宝宏奉行100-1=0的服务理念，但是在我\r\n\r\n们入住期间，就不是-1的问题了，短短3天就发生了5件让人极度郁闷、不符合酒店星级的事。首先是入\r\n\r\n住时沙滩袋少了一个，问服务员，说是拿去洗了，还没有干，干了就给我们拿过来，我想这也没什么，\r\n\r\n好，先按下不表；接下来我们用潜水票去潜水，门童开电瓶车送我们去，一路推销，就像上上楼那位说\r\n', '短评打分': 1}
{'短评内容': '我对这家酒店非常满意,酒店的价格比较优惠,应为当时入住的是家庭房,环境设施都很好的,很温馨很舒适.', '短评打分': 5}
{'短评内容': '应该不够4星， 特别是早餐， 不够3星的。蔬菜里竟然有剩菜！！！', '短评打分': 1}
{'短评内容': '订了二期的家庭房，真的很差，大堂很小，CHECK IN的时候等了30分钟，没有听我说我是什么房就和我说房间都是脏的，到后来食再等不下去了让他看一下家庭房有没有干净的，他才懒洋洋的找找，然后不耐烦的办理CHECK IN。\r\n然后座电瓶车去沙滩的时候，事先问过30分钟一班的，掐着时间10：55到一期的，看到那个酒店的人开着电瓶车回来，问他走不走，他说等一下，然后一等等到11：10都没有人来开车，只好到', '短评打分': 1}
{'短评内容': '整体看还过得去，但是达不到相应的星级标准。只能说退而求其次了。任何期望都是白废，如果酒店管理层不把提高服务质量和水平放到重要的位置。', '短评打分': 5}
{'短评内容': '2期的房子和3星的差不多，说是庭景房，看到的景色却是破烂的球场。入住check in花了半个小时，给我的房卡还是不能开房的，小姑娘服务精神太差，三个前台，两个在休息', '短评打分': 1}
{'短评内容': '服务卫生还是不错的,价格也挺适合的.挺适合开大型会议啊.团队旅游啊', '短评打分': 5}
{'短评内容': '总体还可以,性价比一般,没啥5星的感觉,4星的话觉得就还不错了', '短评打分': 5}
{'短评内容': '当时我们预订了两个房间，两个房间住的都很满意，酒店的设施不错，整体性价比高', '短评打分': 5}
{'短评内容': '酒店整体环境不错，主楼档次较高，我们住的附楼也不错，干净、整洁，附带的早餐很好吃，总体满意度打8.8分', '短评打分': 3}
{'短评内容': '11月中，和爸妈一家三口去三亚玩，定了该酒店的2 1套餐，非常满意，性价比很高。房间是在副楼的，虽然大厅没有主楼豪华，但房间比主楼大，一张6尺大床，一张4尺小床，一家三口住其乐融融。套餐里还赠送了一份2 1晚餐，也很不错。酒店虽然不是直接通沙滩，但酒店安排电瓶车接送，3分钟左右路程，还是很方便的。服务人员态度也不错，值得赞一个。400元一天的价格绝对物超所值。', '短评打分': 5}
{'短评内容': '我们入住的是5天4夜的蜜月套餐,在10楼基本上是看不到海,不过酒店的设施和环境都还不错,还赠送了很多项目,性价比还是比较高的,唯一让我们觉得遗憾的地方就是门童的推销,想让我们在原来赠送的项目上加钱,在送我们去沙滩的一路上都在不停的游说,这点让我们觉得很不舒服.除此之外都还是很好的,下次来还是会继续住的.', '短评打分': 5}
{'短评内容': '酒店的服务卫生还是不错的 ，价格也是满实惠的，看海只需要步行就可以到了。', '短评打分': 5}
{'短评内容': '服务挺好的，就是位置离海边有点远，酒店的内部设施还不错', '短评打分': 5}
{'短评内容': '环境卫生比较好，就是离海远些，价格高些', '短评打分': 5}
{'短评内容': '二期楼没有一期的配套设施好，下次要是去会住一期楼。', '短评打分': 5}
{'短评内容': '住的是该店的深海游鱼套餐5天4晚的行程，过去一看，这个酒店的朝向有问题，和大海大概是70度角，所以海景很一般。不过酒店的服务和设施还不错，再加上这个套餐还送一些潜水券什么的，性价比一流。', '短评打分': 5}
{'短评内容': '很好的一个酒店，任何方面都很好，也就造成了性价比的不高', '短评打分': 5}
{'短评内容': '环境很好，房间够大，很干净，在市区里面，去第一市场买海鲜打车不超过10元，但是，因为副楼在路边，车辆的噪声比较大，对声音比较敏感的人来说是个缺点', '短评打分': 5}
{'短评内容': '所有都好，早餐特好吃，位置不错到那都方便，提醒大家，该店搞得那个星五和六的晚餐海鲜烧烤不太好，没吃头，建议酒店改进或取消．房内的空调太噪，别的都好，下次去还会入住．', '短评打分': 5}
{'短评内容': '所有都好，早餐特好吃，位置不错到那都方便，提醒大家，该店搞得那个星五和六的晚餐海鲜烧烤不太好，没吃头，建议酒店改进或取消．房内的空调太噪，别的都好，下次去还会入住．', '短评打分': 5}
{'短评内容': '房间很小，早餐也没啥吃的 ，到海边也比较远，非常一般，建议去三亚还是选个海边的酒店。', '短评打分': 2}
