{'短评内容': '棒棒哒！150', '短评打分': 5}
{'短评内容': '第一次试用，方便，实惠，荐', '短评打分': 3}
{'短评内容': '酒店房间硬件设施一般，晚上晚点都没有热水了，周围环境很不错', '短评打分': 5}
{'短评内容': '该酒店服务态度点都不好，自己酒店的位置都说不清楚乱指路，让我们走了好多冤枉路', '短评打分': 1}
{'短评内容': '离灵秀温泉近！比红珠山便宜，但是硬件不要报太高的要求就很OK！', '短评打分': 5}
{'短评内容': '还不错，周围的小吃比较好、交通还行。卫生一般。', '短评打分': 5}
{'短评内容': '环境和服务没的说…特别是和温泉的合作特别优惠', '短评打分': 5}
{'短评内容': '还行，早餐不错，环境也不错，温泉没来及泡', '短评打分': 5}
{'短评内容': '和朋友出去玩，也是听朋友介绍预定的这个酒店，很舒适', '短评打分': 5}
{'短评内容': '酒店的外部环境很好，位置也不错。就是房间的设施比较旧了，最多三星的标准。唯一的优势就是交通方便。', '短评打分': 5}
{'短评内容': '离报国寺观光车站很近，但是性价比不高，酒店设施比较旧。', '短评打分': 5}
{'短评内容': '临近车站，这是优点;\n性价比不高，早餐还可以。', '短评打分': 5}
{'短评内容': '离报国寺观光车站很近，这是优点。\n缺点：酒店感觉不够四星，优点小贵。', '短评打分': 5}
{'短评内容': '非常一般\n停车不方便\n设施很旧 \n不推荐\n\n', '短评打分': 1}
{'短评内容': '酒店环境不错，但泡温泉仅开放了部分池子，紧邻汽车站，出行方便', '短评打分': 5}
{'短评内容': '服务很好，环境很好，3号楼房内设施老旧，但是性价比还是不错', '短评打分': 5}
{'短评内容': '房间够大！服务态度比较好！卫生比较干净！离温泉就2分钟距离！640含2张温泉票可以了！  就是房门隔音效不是特好', '短评打分': 5}
{'短评内容': '房间还不错，卫生间的装修还蛮精致的。就是房间地毯是浅米色的，有污渍很明显。因为是山脚下，所以离峨眉山入口超级近。离“好吃街”也很近。对了，还有离灵秀温泉也很近，有房卡去泡温泉还会打折。原价好像198，有房卡就是98块。环境也比较安静。隔音稍微差点。但是性价比还是比较高的。因为第二天5点就上山了，所以没有吃早餐，就不点评了。', '短评打分': 5}
{'短评内容': '性价比太低了，房间烧水壶一插就跳闸，吹风机风好小；水也不够热，只能勉强说不冻；房间内还有一股霉味.....电视也是很老旧的那种.....500多的房间还没如家这些连锁酒店好.......停车还要收费.....', '短评打分': 1}
{'短评内容': '在网上看了该酒店的评论觉得还可以，所以才定的这家酒店，没想到入住之后大为失望，原因有三：一、房间设施陈旧，地毯很脏，电视很旧效果也不好，根本当不起4星这种标准。二、帮忙拿行李的服务生一直在跟我们说上山有交通管制，自己开车的话只能开到山门那里开不上雷洞坪，建议我们坐他们酒店的车上山，140元一个人（不含门票、索道费），还好我们没有相信自己去的，根本就没有交通管制，自己的车也可以开到雷洞坪。如此推销，', '短评打分': 1}
{'短评内容': '酒店位置很好，前台的服务人员很热情一直微笑待客，入住的3号楼房间装修和设施都有点老，空调也不是最给力。去温泉很方便，走过去最多5分钟', '短评打分': 5}
{'短评内容': '酒店算山脚下干净，服务好的酒店了。', '短评打分': 3}
{'短评内容': '酒店不错哈，还免费升级到五星标准的房间，赞一个。', '短评打分': 3}
{'短评内容': '号称门卡系统坏了，每次进门都要前台联系。结果进门的时候居然都不和我们核对身份信息就开门了，安全何在？还有，房间里保险箱也没有，去泡温泉手机什么都没法锁。总之，很不值，性价比非常低', '短评打分': 1}
{'短评内容': '    入住的是3号楼标间，床很软，不错，装修显得比较陈旧，不过还可以啦。酒店周边环境不错，有温泉，有小吃街，有停车场，不过过夜车辆要收20元。酒店离报国寺走路即可，很方便。温泉是一大亮点，不过里面的鱼疗要单独收费，饮料也是10元一瓶，有点小贵。总体不错，值得推荐，据说住1号楼条件要比3号楼好哈，当然价格也要贵点。', '短评打分': 5}
{'短评内容': '离旅游集散中心仅有一步之遥（去景区、回成都都很方便），同时房间温暖舒适（由中央空调、热水很热）。冬游峨眉山算是最佳选择之一。早餐不错', '短评打分': 5}
{'短评内容': '酒店在山脚下，到处都是树，环境很好，温泉不错', '短评打分': 5}
{'短评内容': '早餐不错，品种比较多。房间卫生舒适，环境不错，温泉也不错。', '短评打分': 5}
{'短评内容': '还是老问题价格贵了离谱，泡温泉不方便。3号楼的装修相当于3星级的标准1号楼相当于4星级的标准。', '短评打分': 5}
{'短评内容': '酒店还可以就是价格有点离谱。泡温泉不方便，3号楼和1号楼相差太多。', '短评打分': 5}
{'短评内容': '酒店早餐很好!离温泉近，很方便!', '短评打分': 3}
{'短评内容': '空调很好，热水也不错。但是设施比起四星的要差点点。环境和位置很不错，离灵秀温泉和报国寺都很近，周围吃得也很方便。', '短评打分': 5}
{'短评内容': '位置不错，在峨眉山脚下；在酒店就直接可以预订游峨嵋的行程，很方便；酒店内就有温泉，入住还有优惠价格；出了酒店，还有散步的小山坡，很有情调～～', '短评打分': 5}
{'短评内容': '酒店环境很好，但服务态度有待提高，特别是住酒店还要收停车费，大家去入住的话要注意哈。', '短评打分': 5}
{'短评内容': '酒店不错，但住店客人还要收20元停车费，觉得不人性化。', '短评打分': 3}
{'短评内容': '还不错。我的房间转成了1号楼大床房。价格还是偏贵了一点。', '短评打分': 5}
{'短评内容': '挺好的，就是临近假日价格变高了。。--平日还是很划算啊', '短评打分': 5}
{'短评内容': '还是挺不错的，可惜泡温泉时刚遇到雷雨，只能在室内，遗憾。', '短评打分': 5}
{'短评内容': '入住进该酒店后，给我的第一印象还是不错的，停车很方便，温泉结果是要走出酒店后，步行约三分钟路程，酒店本身没有温泉可泡，就是在离店后发现带的毛线帽子没拿走，结果再回去拿时，总台却很久没有找到，还是没拿着，这点有些不太舒服！', '短评打分': 5}
{'短评内容': '酒店环境，大堂服务这些都还是接近星级标准，可惜不能理解的有2个地方\n1.在酒店停车，居然还需要收费20元。\n2.找客房人员拿双拖鞋，居然还要收费5元，还必须现金', '短评打分': 1}
{'短评内容': '环境好，服务不错，还可以提供早餐，如果出发早，可以前台特别预订，不过要提前哟', '短评打分': 5}
{'短评内容': '温泉不错，就是酒店设施比成都同级别的要差点，不过还好。', '短评打分': 5}
{'短评内容': '酒店很新，服务很好，还给升级了房间，不错。就是吃得太贵。\n不过可以出去吃，很方便，不远就是好吃街，不贵，菜的分量很足。', '短评打分': 5}
{'短评内容': '地点很好，就在温泉旁边。上山也很近。可以在前台请当地导游。200元1天。服务态度挺好。', '短评打分': 5}
{'短评内容': '    酒店在温泉山庄里面，离峨眉山脚下的客运中心比较近。酒店环境不错，设施比较新，是星级酒店标准。由于时间紧张，温泉没有去尝试，听说也是拿着温泉票在酒店门口的一个地方。酒店消费还是比较贵的，总体可以。', '短评打分': 5}
{'短评内容': '房间还可以，就是有点贵了。几年前住过这个三号楼，是旧了点。', '短评打分': 3}
{'短评内容': '酒店环境很好，就在峨眉山脚下，非常安静，硬件设施与服务也很到位，即使是3号楼特价房也不错，只是早餐太简单，没什么可以吃的。另外酒店是没有温泉的，要泡温泉得走到隔壁的灵秀温泉，如果是专为泡温泉而来，且对住宿要求不高的，灵秀温泉也是可以住宿的，当房间比较简陋，价格也更低。\n', '短评打分': 5}
{'短评内容': '十酒店很不错,位置好温泉也好', '短评打分': 3}
{'短评内容': '价格和酒店服务不匹配！硬件设施太一般！而且酒店工作人员告诉我没有跑步机！这就是1100一晚的房间！', '短评打分': 1}
{'短评内容': '酒店环境不错，国庆价格偏高了一点', '短评打分': 3}
{'短评内容': '，性价比太低，国庆节不能住景点', '短评打分': 3}
{'短评内容': '酒店很大，环境很好，服务到位，临走前落下一条毛巾，酒店也能提醒，不错，值得推荐', '短评打分': 5}
{'短评内容': '我妈说可以。我觉得除了旧点，其他还好。早餐也还可以。', '短评打分': 5}
{'短评内容': '环境和设施还不错,离报国寺近，缺点是起早的朋友要爬山，5点前没早餐，酒店准备的饼干不好吃,应该弄点好吃的。', '短评打分': 5}
{'短评内容': '位置很好，离温泉很近，入住酒店后温泉可以打折，酒店的性价比一般，一号楼装修比较陈旧，不像5星级的标准，价格偏高，总台服务态度非常不好', '短评打分': 1}
{'短评内容': '风景区反正就这水平啦。。。还可以吧。。。', '短评打分': 5}
{'短评内容': '装修旧了一点，女儿说不像****酒店，是天黑后入住，8点过走的，感觉环境不是很好，服务态度还可以，就是停车要收20块让人不舒服', '短评打分': 5}
{'短评内容': '周边环境不错，但是房间的装修就落后点，价钱不太实惠。可以，可以，可以，可以，可以，可以，可以，可以，可以，可以，可以，可以，可以！', '短评打分': 5}
{'短评内容': '住宿将就吧  不过早餐不错~ 离报国寺很近 走几步就是车站 直上峨眉  内部环境还不错 就是有点潮湿  可能是因为你住在底楼的原因', '短评打分': 5}
{'短评内容': '房间设施还是比较老的，房价还是比较贵的,总体性价比不高，温泉还是不错的，不过好多池子都没开，而且都是大池子。', '短评打分': 5}
{'短评内容': '3号楼相当差劲，我住的近一晚上，居然冷气都没有，完全不值！原本打算住两晚，最后一晚退房换地方了，没有住也居然收了200元的退房费，非常气人！不地温泉还是可以，尤其是冬天泡很不错。', '短评打分': 1}
{'短评内容': '温泉还行，室内室外都有。房间很贵，设施与房价比起来，有差距。洗发水等在浴房外，使用很不方便，取时不小心把放在同一处的玻璃烟缸打碎，还扎破脚。住店客人还收20元停车费，在酒店业里还是少见。', '短评打分': 1}
{'短评内容': '酒店位置非常好，离报国寺客运中心非常近，出行方便。住的398特价房，房间还不错，略有点旧，作为四星级酒店该有的都有了。持酒店房卡可以享受9898的灵秀温泉（正常报价168）。早餐一般，服务人员非常热情。', '短评打分': 5}
{'短评内容': ' 酒店符合预期，推荐', '短评打分': 3}
{'短评内容': '我把个人的住店感受给大家分享，我住的是1号楼的豪华标间，房间的门需要使劲抬起才能打开和关闭。修门的师傅说他们的门就是那样的，酒店的施工有问题，停车一天要收费20元。这家酒店是我去过的唯一要收取停车费的酒店，最后还得告诉大家，这家酒店一颗星也没有，不是4星的。', '短评打分': 1}
{'短评内容': '还好··············································································································', '短评打分': 1}
{'短评内容': '峨眉山温泉饭店周边环境幽静，绿化多，客房较老旧，房间面积较大，饭店停车收费20元，不够合理；温泉价格下午5店之前有优惠，可以享受水果浴、药浴、漂浮、泥料、鱼疗、花浴等。。。', '短评打分': 5}
{'短评内容': '非常满意，很舒适', '短评打分': 3}
{'短评内容': '很舒服，温泉项目很多，就是周末太难订房了', '短评打分': 5}
{'短评内容': ':良好', '短评打分': 3}
{'短评内容': '位置很好，温泉也非常舒服！度假非常放松，值得推荐！', '短评打分': 5}
{'短评内容': '起码有一条能够达到四星级标准，那就是。。。价格', '短评打分': 1}
{'短评内容': '作为旅游景点的酒店，设施和服务还是可以的。1号楼要更好一些。大堂边的餐厅的质量及价格也挺好。只是早餐的粮食类相对多了一些。\n温泉的楼里的人员素质不行，按摩，脚摩的价格比北京上海要贵的多，还要小费。按摩师的工头的行为举止看上去像个痞子。不知是否由酒店管理。另外，酒店大堂里在促销名牌服装，估计也是外来的。一看货都是假的。看来外包需要加强管理。\n\n\n\n\n\n\n\n\n\n\n', '短评打分': 5}
{'短评内容': '酒店号称四星级，大堂富丽堂皇，但房间的设施不敢恭维。壁纸破旧，地毯肮脏，早餐简陋，如果能发图片你就会看得很清楚；而且管理混乱，预定的房间入住时告诉你没房间了，费了半天劲，前台与营销部门才沟通清楚，可能是生意太好的缘故吧。', '短评打分': 1}
{'短评内容': '昨晚入住今天早上5：30离店登峨眉山，离开时总台给了两份免费＂路早＂：牛奶饼干等，感觉很＂家＂，如有机会还会选择入住风景怡人的这家酒店。', '短评打分': 5}
{'短评内容': '无论设施还是环境和服务都只是三星水平，但夏季周末的价格绝对是五星级680一间。虽然预订时注明要二楼以上的房间但还是只安排了一楼。一号楼是最好的了，但一股霉味，多要一瓶矿泉水必须自付费。生意好得餐厅都象客运中心，服务员一脸爱住不住的国营招待所样儿，住店仃车每天二十元。', '短评打分': 1}
{'短评内容': '酒店的地理位置很好,从后门出来就是散客运营中心,但酒店房间内的设置有点旧,连床头灯都不亮了.', '短评打分': 5}
{'短评内容': '价格和房间的配备有点不相符,不值那个价.而且房间内还不能上网.', '短评打分': 1}
{'短评内容': '帮朋友订的,据说还不错.\n下次自己去感受一下', '短评打分': 5}
{'短评内容': '酒店不错，地理位置好，服务人员也很热情。建议：在客房里或者酒店大堂显眼处多提供一些在什么样的季节怎样更好地游览峨眉山的线路图、时间表、注意事项等。', '短评打分': 5}
{'短评内容': '酒店不错，价格适中。位置也很方便,离美食街很近。', '短评打分': 5}
{'短评内容': '免费进行了升级，酒店硬件还是不错的，就是主要是团队接待，大堂比较闹腾', '短评打分': 5}
{'短评内容': '替家人定的，他们住着还不错，酒店位置不错，很好找。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '我很喜欢这家酒店，每次都希望住这里，很干净，离温泉又近，环境好。就是价格太贵了，和酒店设施不符。', '短评打分': 5}
{'短评内容': '位置很好,环境不错,房内设施挺新的，住的是一号楼的豪华双标,小了一点!', '短评打分': 3}
{'短评内容': '房间较陈旧，服务有待考查。', '短评打分': 3}
{'短评内容': '峨眉山性价比较高的一家酒店，就是过夜还收20元的停车费不合理', '短评打分': 5}
{'短评内容': '很舒适卫生。下次还去', '短评打分': 3}
{'短评内容': '总体不错，但是停车收费，太小气', '短评打分': 3}
{'短评内容': '温泉饭店环境很好，离灵秀温泉很近，离车站也很近。缺点：床太硬', '短评打分': 3}
{'短评内容': '酒店规模很大，有四星和五星楼，服务很热情，交通很好，下次去的首选', '短评打分': 5}
{'短评内容': '酒店环境很好，早餐很不错，服务态度有待提高，如果酒店有安排车上山就更好了', '短评打分': 5}
{'短评内容': '环境不错，餐厅的饭菜也可以，我住的3号楼标间，感觉卫生条件也还可以。', '短评打分': 5}
{'短评内容': '我的小孩上午想去玩水，可总台说除了春节和国庆上午十点开放，其余都是下午2点后开。有点扫兴。其他还不错。', '短评打分': 5}
{'短评内容': '比较满意，以后还会选择。不过温泉上午不开放不方便客人，希望改进。', '短评打分': 5}
{'短评内容': '酒店外在还可以 但房间挺差的 不过交通不错', '短评打分': 3}
{'短评内容': '酒店住置很好，就在报国寺风景区内，步行几分钟可到达。酒店很大，感觉像是小型公园，房间也整洁干净。满意', '短评打分': 5}
{'短评内容': '饭店周围环境较好，只是三号楼比较旧。\n饮食一般，比较贵。\n', '短评打分': 5}
{'短评内容': '环境很好，服务也很到位。早餐稍嫌单调，希望改进。下次还会来！', '短评打分': 5}
{'短评内容': '周末疲惫了一周后到了温泉饭店放松心情，1号楼标间690元应该说在周末还是不错的性价比，总体感觉不错，但应该住豪华房，一号楼普标窗口没景面对农家，夜晚鸡犬猪狗齐呜，睡眠不好的要择房的注意，其它应该都是可以的 ，', '短评打分': 5}
{'短评内容': '整体环境不错，房间内装修略显陈旧，行李员比较滑头', '短评打分': 3}
{'短评内容': '窗外只能看到对面的窗户，基本没有景致。\n狭窄的淋浴房，花洒漏水且角度不可调，不拿在手里，只能冲头。\n空调风机噪音巨大。\n餐厅的价格是外面的至少一倍且口味非常一般。早餐基本算吃斋，除了几片双汇火腿肠片，其它基本是素菜。\n总台的椅子靠背都是坏的。\n结账时提出以上意见，就跟没听到一样。\n停车要额外收费20元，在同区域同级酒店比较少见。\n优点：离温泉比较近、床垫不算太差，睡一晚腰不疼。\n建议：不如住周边酒', '短评打分': 1}
{'短评内容': '休闲中心有欺诈行为', '短评打分': 3}
{'短评内容': '房间很安静，服务员态度很好，就是装修太旧，温泉的服务态度很差，温泉也不咋地', '短评打分': 5}
{'短评内容': '帮朋友订的,听说还不错!!!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '酒店总体不错，房间不够整洁，停车收费，服务不达标/', '短评打分': 5}
{'短评内容': '不错.', '短评打分': 3}
{'短评内容': '还可以~~温泉没有话说~~~推荐大家入住', '短评打分': 5}
{'短评内容': '旅游景点的饭店，硬件还行，软件就不敢恭维了。打扫房间时有吸尘器，但放在走道上很少使用。地毯上有毛发和杂物。餐厅的菜肴味道不错。住在酒店里一直在餐厅吃的饭。价格还行，感觉不会比街上的性价比差。起码图个安心和方便。灵秀温泉没黄山的醉温泉有情调，人工味道笼。更衣室管理较差，和澡堂相似。整体感觉峨眉山的卫生条件不怎么样，和九寨沟不能比。', '短评打分': 5}
{'短评内容': '环境优美，价格适中。就是购买日常用品不是那么方便。', '短评打分': 5}
{'短评内容': '-硬件有点差，旅游景点可以理解。', '短评打分': 3}
{'短评内容': '酒店环境不错，服务态度和设施也还好。就是3号楼的房间比较旧', '短评打分': 5}
{'短评内容': '住的一号楼，房间很好很安静 ，本来以为酒店的房费是包含了温泉的，结果温泉还要另外买票 ，温泉酒店的称号有点名不副实。\n', '短评打分': 5}
{'短评内容': '温泉值得推荐~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店设施很完善(*^__^*) 服务态度也很不错哦！', '短评打分': 5}
{'短评内容': '饭店不错', '短评打分': 3}
{'短评内容': '很一般的酒店.我们住的是一号楼的,号称按照五星级标准装修的,但是整个房间也就能算3-4星级吧.还有最起码的服务不是很好,我和同事因为是出工差.带了很多东西,男宾服务员引导我门到房间(因为找不到),但是竟然都不帮助我们拿行李.还有一个问题就是客房服务人员,我们房间的电视没有声音,和服务员说竟然让自己去弄,后来让他们来,10分钟才来.还号称4星级,服务差极了,一个个服务人员就都像欠他们200吊似的,强', '短评打分': 1}
{'短评内容': '这次住的3号楼房间设施比较陈旧，但周边很安静，温泉很安逸', '短评打分': 5}
{'短评内容': '一直都很喜欢这个酒店。但是没有住过三号楼。确实没有一号楼好。床垫太硬了，睡着很不舒服。其他的都很好', '短评打分': 3}
{'短评内容': '如果为温泉而去，这里是首选。早餐还可以。', '短评打分': 5}
{'短评内容': '温泉不错，房间没有太多亮点，对应这个价位，属于马马虎虎吧。', '短评打分': 5}
{'短评内容': '峨眉山温泉饭店服务很好 很舒服还可以泡温泉 ', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '酒店周边环境很好，酒店设施很旧，早餐很不错', '短评打分': 5}
{'短评内容': '酒店位置不错，就是设施比较老了，而且价格也不低，大门口有家仙山饭店不错，价格公道，饭菜可口。', '短评打分': 5}
{'短评内容': '這酒店一號樓很不錯,我們住三號樓感覺比較陳舊,三星標準吧,搭車上雷洞坪和萬年寺很方便.', '短评打分': 3}
{'短评内容': '如果到了峨嵋，没有订上金顶酒店，还是选他家吧，温泉很不错的！！', '短评打分': 5}
{'短评内容': '总体还算不错！就是建议灵秀温泉就不要去了！太划不来了！', '短评打分': 5}
{'短评内容': '2010年9月底订的1号楼标准间，610元一间。说是四星级，感觉不行，电视机都不是液晶的。窗户外面不远的地方还有猪圈，倒是没闻到臭味，但是早上猪叫的声音还是让人挺心烦的。另外，要去灵秀温泉还要走出酒店大门，到外面去走一圈，很恶心。酒店准备的浴袍也挺旧的。那个灵秀温泉，劝大家别去，太差劲了，给的浴巾还没有我家狗狗用的新。', '短评打分': 1}
{'短评内容': '＋已入峨嵋山温泉饭店。该饭店环境幽静，房间温馨洁净，设施优良服务周到。谢谢你们的推荐以后继续请你们订房。', '短评打分': 5}
{'短评内容': '装修有点旧，环境还可以，服务可以再提高一些，冬天来住比较好，可以泡温泉，我们是夏天来的，可惜了。', '短评打分': 5}
{'短评内容': '该酒店位于峨眉山景区，号称四星，从外表和大堂等公共区域看还不错，可标准客房房间小且内部设施较陈旧，停车场对酒店客人还另收费，很难理解！最令人气愤的是酒店大堂某些工作人员以酒店周边饭店宰客为由向客人推荐另外的饭店，结果被宰更严重，这种连自己酒店客人都欺骗的应该立即解雇，奉劝各位朋友千万小心，这是我和家人朋友的亲身经历！', '短评打分': 1}
{'短评内容': '床单被套潮湿，停车收费贵，早餐无特色，口味欠佳。温泉消费贵，不是大众消费', '短评打分': 1}
{'短评内容': '环境不错，在线定酒店很快捷', '短评打分': 5}
{'短评内容': '环境好，设施差点。', '短评打分': 5}
{'短评内容': '温泉还是不错的～但是感觉这家的床太硬了～睡着不很舒服～我们住的单间～环境啥的没的说～服务确实不错～下次有机会的话，争取换个更牛的～哈哈～', '短评打分': 5}
{'短评内容': '房间还可以，就是周末价格高了点。', '短评打分': 5}
{'短评内容': '酒店的大堂，以及走廊和周边环境都不错。房间也还可以。就是房间里的地毯比较脏。和其星级有些不符合标准。前台态度都很好。性价比还可以。三百来元。在同等星级酒店来说不算贵。可以一住。', '短评打分': 5}
{'短评内容': '我觉得酒店环境还可以，服务也还行，唯一的缺点就停车需要另外收费', '短评打分': 3}
{'短评内容': '周围环境挺安静的,房间的舒适度也还行里面的卫生和设施都还不错,酒店的服务态度还是挺好的,位置也是挺好找的,性价比还不错.', '短评打分': 3}
{'短评内容': '总体情况非常的差！', '短评打分': 1}
{'短评内容': '房间的设施挺一般也很陈旧了卫生还可以,服务也还行,餐厅里面吃饭很贵还不如外面的饭店,位置还不错离温泉也挺近的,总体感觉还是比较不错的.', '短评打分': 3}
{'短评内容': '本房间基本就是三星的标准', '短评打分': 5}
{'短评内容': '这家酒店设施较新，服务也挺好，入住该酒店去旁边的灵秀温泉凭房卡洗大众温泉为70元/人（原价118元/人）。\r\n其他没什么，就是停车过夜要收20元钱，白天10元钱，建议以后停车费由酒店免单。', '短评打分': 5}
{'短评内容': '被子有点硬。房间可能由于湿气大有味道，但是比起豪华间来说，和位置来说性价比还行', '短评打分': 5}
{'短评内容': '去过几次了，还不错，只是现在的温泉要贵些了啊', '短评打分': 3}
{'短评内容': '还是不错啊．', '短评打分': 5}
{'短评内容': '是一家非常好的酒店', '短评打分': 5}
{'短评内容': '住1号楼豪华标间，设施很新。酒店紧挨报国寺观光车站，很方便。打车去市区好吃街约10分钟，车费9-10块。', '短评打分': 5}
{'短评内容': '我觉得酒店环境还不错，位置也可以，我还是比较满意的', '短评打分': 3}
{'短评内容': '房间灯光太暗,卫生间及下水道的味道充斥着整个房间.差!', '短评打分': 1}
{'短评内容': '酒店设施房间等都很满意，只是停车要收费，这还是头回遇到，询问后回答为是景区统一规定，可头天住的峨眉山大酒店就没有收停车费。对于入住酒店的客人的停车要收费持保留意见。希望在酒店介绍里明确说明，尽管这样的话有可能会有一半的客人因此不选择入住。。。', '短评打分': 5}
{'短评内容': '酒店的大堂可以算5星了，外围环境也是一流的，位置很好，旁边就是车站，很方便。我们订的是特价房，设施差不多3星。房间很干净，大小也合适，窗外是自然风景。不满意的是床太差了，手轻轻放上去就可以摸到突出的弹簧，很不舒服。320元的房价对3星来说也不算特别便宜，为啥要睡这种搓板床呢？还有就是惊奇地发现卫生间里用的还是现在我在其他酒店已经看不到的那种木棍式的电吹风，这种电吹风是根本吹不干女性的长头发的。因为', '短评打分': 5}
{'短评内容': '位置离集散中心和报国寺都很近，非常方便，早餐丰富，安静，温泉不错，卫生间地板不太干净，前台的哥哥说话好温柔哦，性价比一般。', '短评打分': 5}
{'短评内容': '这家酒店还是很不错的，尤其是在旅游景区，有这样的环境很不错了，设施什么的都很好，尤其是毛巾很新，感觉不错。而且结账的时候超级快，都不用查房的。就是叫温泉酒店，住宿不包温泉票，有点不好。', '短评打分': 5}
{'短评内容': '温泉票还需另购，性价比一般', '短评打分': 5}
{'短评内容': '经常住这家，挺不错的，就是价格有点贵', '短评打分': 3}
{'短评内容': '酒店房间很干净, 服务也很好. 下次来还会选这家', '短评打分': 3}
{'短评内容': '只知道一句常事‘景区酒店的星星一般比市区的酒店低一级‘！景区4星的酒店最多也就是一般的3星而已，该酒店算是比较好的了。不过，温泉不在酒店里、温泉单独收费、峨眉山酒店就在同一楼的这个饭店，为何要加上’温泉‘二字，实在有忽悠之嫌。所以，该酒店国庆生意也就这样，再来的人都知道住在旁边一样舒适的、更便宜的酒店（如青年旅舍、雄秀），再单独泡温泉就完全可以了，省下的MN比打折泡温泉好多了。注意，不满5岁不足1', '短评打分': 1}
{'短评内容': '很不错的酒店, 下次再来的话还会选这家.', '短评打分': 5}
{'短评内容': '酒店就是价格有些偏高,其它方面感觉都还可以,环境挺好的,比较舒适!', '短评打分': 3}
{'短评内容': '卫生挺干净的,服务也很周到,设施还是比较好的,位置也不错,挺满意的.', '短评打分': 3}
{'短评内容': '酒店的环境还是不错的,房间住着很舒适,就是客房服务这一块可能在一些小细节方面做得不是很完善,不过有些人员的服务还是比较让人感动的,还就是酒店的停车场要收费,这点挺不可理解的,但整体的性价比还是不错的.', '短评打分': 5}
{'短评内容': '房间挺干净的，位置也不错，不过设施，服务比较一般，价格还可以', '短评打分': 5}
{'短评内容': '主要是觉得酒店的服务和卫生不达标,餐饮方面的味道和质量也不成.', '短评打分': 1}
{'短评内容': '服务还是不错的哈,就是卫生间有点灰,不过不影响住宿.', '短评打分': 3}
{'短评内容': '酒店的服务卫生方面还是不错的,整体感觉性价比还是蛮不错的,值得推荐.', '短评打分': 5}
{'短评内容': '服务一般,价格较高,关键是开车还要另收停车费20.', '短评打分': 1}
