{'短评内容': '价格实惠，服务还行，就是早餐差了点。', '短评打分': 4}
{'短评内容': '太坑爹了，就是标准间旁边加张小床就当作家庭房来卖。。。', '短评打分': 1}
{'短评内容': '酒店很干净，暖气很给力。就是毛巾没了，要自己买，不适应。', '短评打分': 3}
{'短评内容': '环境不错。推荐。。。', '短评打分': 3}
{'短评内容': '温馨的感觉    就是被子不是很喜欢  不是喜欢的类型    价位还行吧', '短评打分': 5}
{'短评内容': '房间非常好', '短评打分': 3}
{'短评内容': '房间偏小，小床太软。电视太老土。', '短评打分': 3}
{'短评内容': '什么都没有，一次性梳子等都需要购买，且购买的机器是坏的。郁闷。房间连吹风机都没有，床单等看起来很肮脏，空调不给力，冻死我了', '短评打分': 1}
{'短评内容': '酒店很不错！比上次在仁和路订的7天快捷酒店好太多了，价格便宜环境又好，推荐！', '短评打分': 3}
{'短评内容': '酒店真的很不错，无论气氛还是设施~  以后还是回去的~ ', '短评打分': 5}
{'短评内容': '在下沙算是比较好的酒店了，只是价格贵了点，性价比不高', '短评打分': 1}
{'短评内容': '挺温馨，卫浴不错。', '短评打分': 3}
{'短评内容': '很不错的说，房间很不错很不错的说，房间很不错\n\n', '短评打分': 5}
{'短评内容': '打車不好打，價格不算特別平。\n淋浴去水不好，修完都一樣。\n其他還好。\n\n\n\n', '短评打分': 1}
{'短评内容': '房间还不错，就是没毛巾', '短评打分': 3}
{'短评内容': '酒店装修不错，电梯也很高端。就是比较偏，其他都不错，推荐', '短评打分': 3}
{'短评内容': '房间比较干净，很安全的，没有房卡的人连楼都上不了的哦！呵呵，就是被子和枕头不够好，其它的都可以的', '短评打分': 5}
{'短评内容': '还不错~今天又续了一晚上。。挺干净的。。也离物美很近。。', '短评打分': 5}
{'短评内容': '总体感觉服务质量缺乏，浴室里面没有浴帽，没有吹风机，洗手间没有梳子，感觉很不方便，如果下次再去住的话什么都要自己带齐。床很硬，被子很薄不是冻天用的，那里唯一的好处就是离公交车站近，但是住起来的感觉一点也不好。', '短评打分': 1}
{'短评内容': '服务员态度很好，但酒店位置与自己的想象差距较大', '短评打分': 1}
{'短评内容': '这是本人所住酒店中最差的。236元标间，床只有90CM，那是成人睡的？不提供毛巾，梳子也没有，隔音差。貌似是快捷酒店的定位，三星级酒店的价格，小旅馆的硬件设施。\n这种酒店若下次再去，除非是傻子。', '短评打分': 1}
{'短评内容': '很失望，399元的家庭套房，面积相当狭小。住宿提供的只有一次性的纸杯子。家庭套房在茶具，刷具方面提供的都是两人的份。另外，可能是平常人住的少得缘故，一开门，就开到了天花板上停的两只蚊子还是苍蝇。住了一晚，几个人的普遍反映就是被子床单，枕套不够干净。晚上大家都在不断的挠露出来的皮肤。这个酒店，不会在住第二次了。性价比超低。', '短评打分': 1}
{'短评内容': '酒店还不错,比较干净,设施齐全,服务态度还可以,性价比很高, 值得推荐.', '短评打分': 5}
{'短评内容': '性价比不错，还可以，蛮幽静 的~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '在下沙算是比较方便的酒店。离物美超市很近。唯一的问题是打到的士很难，但去城里坐brt还是很方便，站就在附近。', '短评打分': 5}
{'短评内容': '从黄龙公交总站坐B1区间1到六号路五号路口站下，前方十字路口斜对角就是，房间布置是简约风格，周围打的比较难打要看运气，24小时用餐是没有的。', '短评打分': 5}
{'短评内容': '还不错的，很干净，很简单，就是地址偏僻了点，晚上看起来有点吓人，不过房间里也不允许吸烟，这个真不错啊！', '短评打分': 5}
{'短评内容': '装修不错，挺温馨的，但是卫生在一些细节处欠佳。', '短评打分': 5}
{'短评内容': '酒店环境不错。没有梳子。请自备', '短评打分': 3}
{'短评内容': '大床房不错。。家庭房就是大床房里加了张床。。各种失望', '短评打分': 5}
{'短评内容': '订的家庭房。太小。。整体环境倒是还可以，停车方便。。卫生间没梳子吹风机。', '短评打分': 1}
{'短评内容': '感觉基本还可以吧，就是通风差点，总体来说还可以吧', '短评打分': 5}
{'短评内容': '年年来，月月来，这里挺好的。房间宽敞，要是有无限网络就更好了！', '短评打分': 5}
{'短评内容': '不错哦！挺舒适的哦！推荐哦！性价比也挺高的！', '短评打分': 5}
{'短评内容': '酒店挺干净，不错。隔音效果一般，我是考试去的，复习时，不是很安静。早餐不能打包，这点相当郁闷！！', '短评打分': 5}
{'短评内容': '一直入住的，比较干净整洁，价钱也比较合适，就是前台办理入住比较慢', '短评打分': 5}
{'短评内容': '不错＇房间很简单＇但很舒服＇24小时简餐＇早餐8小时很给力', '短评打分': 3}
{'短评内容': '不错\n...............................................', '短评打分': 5}
{'短评内容': '装修简洁比较人性话，缺点隔音有点差浴室门关闭时隔壁都有声音影响休息。', '短评打分': 5}
{'短评内容': '环境整洁干净，服务态度良好。但是，空调不好，价格偏高。性价比不好。', '短评打分': 1}
{'短评内容': '酒店环境不错 房间也比较大 离考试地点较近地理位置便利', '短评打分': 5}
{'短评内容': '还不错，就是毛巾欠齐全', '短评打分': 3}
{'短评内容': '酒店是法国连锁，貌似是不错的。但实际住了很一般。早餐更气人，服务很差', '短评打分': 3}
{'短评内容': '整体感觉不错，适合自驾游居住，距离高沙商业街及大型超市比较近，房间也还可以，就是不提供毛巾和梳子不习惯。下次到下沙去，仍旧选择\n', '短评打分': 5}
{'短评内容': '酒店位置方便，各种设施完善，干净卫生，我们都很喜欢，整体很满意，下次出差还会再光临的。', '短评打分': 5}
{'短评内容': '感觉总体还不错，比较舒适，就是价格偏贵。', '短评打分': 5}
{'短评内容': '很干净，第二次入住\n服务态度很很好  很清爽\n酒店很注重环保，可以选择不换洗床单、毛巾。\n不过周边要走一段距离才有商店', '短评打分': 5}
{'短评内容': '宾馆挺干净，蛮好的', '短评打分': 3}
{'短评内容': '该酒店位置相对还不错，客服也还行，各应效果一般般吧~其他也还好，就是没毛巾，只有浴巾；没梳子；自助餐的种类有点少~', '短评打分': 5}
{'短评内容': '这家酒店很干净的，设施都挺好的，服务也很周到 对得起这价格了  在下沙这个价格还能接受 条件比其他的好 挺静的 值得推荐', '短评打分': 5}
{'短评内容': '价格适中，早餐不是很丰富。\n服务态度很好，床单、毛巾等用品可以选择洗或者不洗，环保理念很好。\n杭州天气很潮湿，北方人住起来很不舒服。\n这酒店在下沙算是好的。', '短评打分': 5}
{'短评内容': '还算是不错的酒店，就是房间有点小。卫生很干净，大堂有电脑可以随时上网，房间网速也很不快。服务很好。停车很方便。交通也可以。', '短评打分': 5}
{'短评内容': '酒店可用信用卡结账，卫生非常好，房间家具用品等仍给人崭新的感觉。房间有免费矿泉水两瓶。房间没有单独的空调，只有中央空调，但美中不足的是中央空调调节旋钮有的已经丢失，晚间空调有点不给力。', '短评打分': 5}
{'短评内容': '还是很不错的啊，性价比还是不错，特别是下了BRT就到了。离6号大街也不远，还算方便吧。洗澡时谁容易出来，是设计有缺陷吧', '短评打分': 5}
{'短评内容': '一般般，还能住！', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '很好，老住客了，干净，性价比高，还会入住，如果有下次，唯一缺点是晚餐不太好，点了一份咖喱鸡肉，没鸡肉都是土豆。', '短评打分': 5}
{'短评内容': '去下沙常住这家酒店，酒店没变，价格变了，越来越贵啊，133,169,199,239,269，天哪，可以给个理由吗，起码你给个早餐券也可以啊', '短评打分': 5}
{'短评内容': '环境整洁，卫生，管理规范，服务态度佳，不错，不错，还好，还好', '短评打分': 5}
{'短评内容': '酒店干净，舒适，但附近打车困难，其他都还好。', '短评打分': 5}
{'短评内容': '老客户了，每次都入住，很舒服，缺的就是小毛巾没有。', '短评打分': 5}
{'短评内容': '酒店内部设施环境不错、、服务态度挺好！！！', '短评打分': 5}
{'短评内容': '如果门前能有多一点的士打就更好了，电源出门后还开着，不够环保', '短评打分': 5}
{'短评内容': '一如既往的好。但洗澡水容易流到外边，窗外在施工，有点影响，早餐每天都一样', '短评打分': 5}
{'短评内容': '房间设施简单实用，床挺大挺舒服的。空间清洁明亮。酒店不提供晚餐是缺点。', '短评打分': 5}
{'短评内容': '自己旅游喜欢住IBITS, 这家是住过的里面最差的,服务员的服务很是不人性化,不考虑顾客的方便,靠窗的床上有很多小虫子.', '短评打分': 1}
{'短评内容': '还不错，房间设计还算有点心思，服务什么的也还好，总体很不错，就是贵了点', '短评打分': 5}
{'短评内容': '位于开发区的酒店，地点不错，从这里去江东非常近！服务也不错！', '短评打分': 5}
{'短评内容': '位置好，在下沙的最好的位置啊，酒店比其他的好多了，', '短评打分': 5}
{'短评内容': '貌似是国际连锁酒店，很有特色，酒店位置也不错，独立一幢，四周没其他建筑，感觉很好，性价比很高', '短评打分': 5}
{'短评内容': '酒店很舒适。别致。尤其是浴室。很可爱。房間里有数码电视。除了不好打车以外。别的都很不错', '短评打分': 3}
{'短评内容': '有点小贵，但是环境好，要提早预订才有房间。', '短评打分': 5}
{'短评内容': '第一次住宜必思，比想象中的好，看来多尝试还是有收获的，有要把它换作我出行的首选旅店之一的想法了', '短评打分': 3}
{'短评内容': '房间看上去挺干净的   但是睡到到半夜   脚很痒   起身一看   脚上起了好多红红的点  被手挠过的  都起了包  被子不赶紧   房间挺小   不过还能接受   ', '短评打分': 5}
{'短评内容': '去在下沙工业区的公司方便，价格也不贵,和其它连锁酒店差不多。', '短评打分': 5}
{'短评内容': '很差劲的酒店,去下沙考试订房完了早不到地方,实在没办法才来的这里.\n房间偏小,被子都是洗涤液的化学药剂味道,很难闻,酒店居然没有毛巾,只有脏兮兮的旧浴巾,还不提供梳子,漱口杯和茶杯也都是一次性纸杯,怕不干净没敢用.很反感某些酒店拿"低碳","环保"做噱头,明显是偷减成本.谁出门会带毛巾梳子茶杯,又不是做难民.要利润就直接提房价,在下沙地区来说这酒店已经算贵了,不在乎多个十块八块.\n总之很不建议入住', '短评打分': 1}
{'短评内容': '不错  很好很有前途  很喜欢 不错不错不错', '短评打分': 5}
{'短评内容': '只能说还好，厕所小', '短评打分': 3}
{'短评内容': '不错啊。。。。。就是毛巾太少了点，不够用', '短评打分': 5}
{'短评内容': '舒适，干净，很不错，也挺干净的，客户推荐入住，不错。', '短评打分': 5}
{'短评内容': '不错~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~就是远了点', '短评打分': 1}
{'短评内容': '还是蛮干净的。。\n\n特别是电梯的设置，给了我一点启示。。', '短评打分': 5}
{'短评内容': '房间可以，不过价格有些偏高，而且一些东西得自己购买', '短评打分': 5}
{'短评内容': '感觉很温馨，房间很舒服，下次还来。', '短评打分': 3}
{'短评内容': '国际化的快捷酒店，干净，安静，安全一向符合住宿标准，下次还是会住', '短评打分': 5}
{'短评内容': '国际化的快捷酒店，干净，安静，安全一向符合住宿标准', '短评打分': 5}
{'短评内容': '洗手间特别有味道，像机舱洗手间。\n整体很干净，停车也方便。推荐。', '短评打分': 5}
{'短评内容': '挺不错 已经多次入住了', '短评打分': 3}
{'短评内容': '感觉非常好，服务很周到，房间干净整洁，简餐就比较差了', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '推荐!房间整洁,很时尚,很温馨,服务员的态度也很配合,满意!隔音效果不错.毛巾自备,牙刷有的.虽然距市区远了点儿,完全不影响推荐.', '短评打分': 3}
{'短评内容': '房间不错的，貌似生意也非常不错，每次都要排队登记。洗衣服务不是很好，要隔天10点以后才能送到', '短评打分': 5}
{'短评内容': '在下沙，这家应该算是最好的吧，个人推荐，蛮喜欢里面的!', '短评打分': 5}
{'短评内容': '蛮好的', '短评打分': 3}
{'短评内容': '朋友的房间还是不错的，我和老公住的，电视机遥控器不太好，另外空调开关坏了，其他总的来说，还是不错的，是值得推荐的', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '很不错，房间很干净，走进去有种家的温馨感。大堂服务人员态度很好', '短评打分': 5}
{'短评内容': '太偏了，吃饭出行都不方便，下次不会住了，不过总体服务还可以', '短评打分': 1}
{'短评内容': '环境还可以  就是价格有点儿贵  啤酒要22一瓶 果断不实惠了 ', '短评打分': 5}
{'短评内容': '很一般,而且早餐是我吃过的酒店最烂的一个,22元一份,完全不值得', '短评打分': 1}
{'短评内容': '单人床海还可以，双人的床太小', '短评打分': 3}
{'短评内容': '除了开始有点小失误（我预订的两天被弄成一天，当时吓了一跳），后面的服务都还不错。。。希望下次入住的时候，酒店能做的更好。', '短评打分': 5}
{'短评内容': '很不错，里面的环境很好。因为在大街边，如果把窗户打开就有点吵。', '短评打分': 5}
{'短评内容': '我觉得环境不错，房间也够大。价格比较合适。', '短评打分': 5}
{'短评内容': '喜欢大床房！厕所很亮很干净~', '短评打分': 3}
{'短评内容': '房间是还可以啦，但是那个早餐是在是太差劲了，真的对不住22元的价格，即使提前买享受18元的优惠价，那也太差了', '短评打分': 5}
{'短评内容': '床很小，设施简单。隔音效果还行。没有洗脸毛巾和梳子，入住需要自备。感觉稍微对不起价钱。', '短评打分': 1}
{'短评内容': '基本条件都不错，满足一般旅行要求。\n\n细节上还要学习学习中国连锁店的一些好的做法。', '短评打分': 5}
{'短评内容': '在下沙，酒店在这个价位上算很不错的，大堂就让人感觉很舒服，比下沙的其他经济酒店好很多，房间也比较干净，算比较安静的，比如家好很多。周边也忙方便，车位足够，高速下来路也比较好走。', '短评打分': 5}
{'短评内容': '好！浙江酒店真的不错 厕所我喜欢！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '很好！ 环境很设施都不错！ 我有空还会去的！！！！！！！！', '短评打分': 5}
{'短评内容': '感觉很温馨，很不错，里面的卫生间很有感觉。商务气息和家的感觉得结合··', '短评打分': 5}
{'短评内容': '还好', '短评打分': 3}
{'短评内容': '位置理想，服务优良，环境很好。。性价比高', '短评打分': 5}
{'短评内容': '不错的酒店，管理与环境都好的，就是背面是工地。', '短评打分': 5}
{'短评内容': '不错哈，环境不错，就是难打车哈，不过特别喜欢他家的厕所', '短评打分': 5}
{'短评内容': '就住了一晚，宾馆本身很好，房间里免费宽带网速不错。不过是在下沙，如果你是想去西湖附近旅游的话，还是别住这么远的地方了……我从杭州市区到下沙花了将近3小时（坐的快速公交）。打车10分钟之内起步价6块就能到下沙的那些大学。\n另外住宿的押金是一晚的房费多一些，比如一晚239，那押金就要300。', '短评打分': 5}
{'短评内容': '价格有点高了，要199了，早餐也贵，要22，开发区内品牌经济酒店太少了，其他酒店经常爆满，只得选这了', '短评打分': 5}
{'短评内容': '宜必思不错，布置贴心温馨。要住得提早订！', '短评打分': 5}
{'短评内容': '干净，舒服！但就是价格有点贵！还有就是交通比较方便，出来就有公交站台！', '短评打分': 5}
{'短评内容': '很好很强大 顶一顶 推荐一下 哈哈 呵呵', '短评打分': 5}
{'短评内容': '比较干净，就是床小了点~总体还是不错的，但是空调的设计很奇怪，夏天怎么办？有机会去看看', '短评打分': 5}
{'短评内容': '还不错的。网速也算很快了。就是卫生间有点小。', '短评打分': 5}
{'短评内容': '在下沙这个地方还算不错了。就是房间小了点，浴室也小了点。', '短评打分': 5}
{'短评内容': '房间不是很大，但是环境还可以。卫生间有点小，借不到吹风机，网线也上不去。用的杯子也是一次性的杯子。', '短评打分': 5}
{'短评内容': ' 酒店内空调设施不够人性。夏天太热。服务员解释为环保设计。这样没道理的', '短评打分': 1}
{'短评内容': '酒店还干净，就是电梯不太好用，还有房间里之有浴巾没有洗脸毛巾。', '短评打分': 5}
{'短评内容': '入住家庭房有点小但很温', '短评打分': 3}
{'短评内容': '新酒店，干净、舒适，下次有需要一定再光顾哦！提个小小的建议：早餐自助餐可以再丰盛些', '短评打分': 5}
{'短评内容': '还行吧~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '这个价格一般来说还可以吧，随便住住。。。', '短评打分': 5}
{'短评内容': '觉得这个价格就这样呗，一般般，还可以吧~', '短评打分': 5}
{'短评内容': '一般住住的话还行吧，那么个价格也不嫩要求太高了。', '短评打分': 5}
{'短评内容': '价廉物美~虽然差点和前台小姐吵起来。。。\n', '短评打分': 5}
{'短评内容': '设计合理，人性化，室内方便舒适。家庭房空间不宽裕，睡觉还好，活动局促。', '短评打分': 5}
{'短评内容': '服务态度超级差，入住时用信用卡支付定金时，明明是自己业务不熟居然讲\n我的信用卡不可使用。最终还是主管亲自操作后才解决。\n', '短评打分': 1}
{'短评内容': '每次来下沙基本都是哪里 很不错的酒店，就是没有毛巾跟浴帽 ，不是很方便', '短评打分': 5}
{'短评内容': '第二次入住 习惯了,包括一尘不变的早晚餐!交通还算比较方便，房间比较舒适!', '短评打分': 5}
{'短评内容': ' 环境还是不错的，附近配套有点不方便', '短评打分': 3}
{'短评内容': '环境不错 服务态度一般', '短评打分': 3}
{'短评内容': '环境不错~~起码有车位~~还有24小时的厨房服务~~20元一位的自助早餐~~', '短评打分': 5}
{'短评内容': '房间设置合理，收拾的较为干净，\n交通也很方便，离商业区不远，吃饭也方便！', '短评打分': 5}
{'短评内容': '＋不错，干净。', '短评打分': 3}
{'短评内容': '卫生不错。标房空间太局促，床很小很窄。煮水器太脏，烧的开水都不敢喝ORZ', '短评打分': 1}
{'短评内容': '位置离热闹街区打车5分钟，打车也还算方便!酒店服务人员也不错，早餐20元每位，种类也比较丰富 但没什么变化!', '短评打分': 5}
{'短评内容': '出差需要 就近选择了宜必思!位置离热闹街区打车5分钟，打车也还算方便!酒店服务人员也不错，早餐20元每位，种类也比较丰富 但是一周也没什么变化这点有点不人性化！房间没什么特别 只是卫生间做的比较节约空间整体模块化型!赞一个！电梯需要刷房卡，虽然不方便了点但出于安全考虑 理解！再赞一个！', '短评打分': 5}
{'短评内容': '房间还挺温馨的，就是有点小，另外附近在修路', '短评打分': 5}
{'短评内容': '性价比不错，卫生间很日式，房间整体干净，跟锦江之星的房间风格差不多，但是卫生间风格为其增添不少特色！', '短评打分': 5}
{'短评内容': '床太小，早餐贵床太小，早餐贵床太小，早餐贵床太小，早餐贵床太小，早餐贵床太小，早餐贵床太小，早餐贵床太小，早餐贵', '短评打分': 1}
{'短评内容': '床太小，早餐贵床太小，早餐贵床太小，早餐贵床太小，早餐贵床太小，早餐贵床太小，早餐贵床太小，早餐贵', '短评打分': 1}
{'短评内容': '啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊床太小，地理位置太偏，酒店服务很一般', '短评打分': 1}
{'短评内容': '节日时住了一晚，入住时等了好久，人太多了，13点多还在退房，208块没有优势感觉。', '短评打分': 5}
{'短评内容': '酒店整体环境不错！卫生间比较特别！下次还来住。', '短评打分': 5}
{'短评内容': '早餐20比较贵，还不及锦江15块的丰富，房间挺大', '短评打分': 5}
{'短评内容': '房间宽敞，灯光也很舒服。就是房间没毛巾，梳子浴帽…这个比较不方便嗯。', '短评打分': 3}
{'短评内容': '房间满舒服的', '短评打分': 3}
{'短评内容': '还不错，就是太偏了点，不过在下沙也没有什么好酒店了，总体是不错的', '短评打分': 5}
{'短评内容': '下次来一定还住这家酒店。电视频道很多。很温馨。很舒适！性价比很高，希望继续保持哦！', '短评打分': 5}
{'短评内容': '价格便宜，位置还好，早餐忒简单……前台速度慢……', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '非常不错的酒店 很简洁但是很温馨 前台服务也很不错', '短评打分': 5}
{'短评内容': '酒店配备的物品比较单一,例如缺少梳子，毛巾等小物品,让顾客感觉到不方便.\n', '短评打分': 5}
{'短评内容': '房间干净，整齐。喜欢！', '短评打分': 3}
{'短评内容': '总体来说还是不错的，卫生间很特殊，但是床太小了，我住的标间，两个床合在一起才有平常的一个床大。', '短评打分': 5}
{'短评内容': '反复评价很多次了，下沙比较有价值的饭店应该是这里，就是运通卡不能用比较成问题', '短评打分': 5}
{'短评内容': '附近在修路，交通有影响；房间舒适，酒店装修风格不错', '短评打分': 3}
{'短评内容': '下沙地区比较干净的酒店也就这里了，不过前台的服务速度比较慢。另外运通信用卡不能用。', '短评打分': 5}
{'短评内容': '环境还可以，就是早上有点吵，服务速度比较快', '短评打分': 5}
{'短评内容': '饭店前台的人跟没脑子一样，办个入住手续要近45分钟。而且并不是大量排队，仅一对一的情况。实在是没办法说', '短评打分': 1}
{'短评内容': '环境，设施什么的都很不错。就是地理位置稍微有点偏。', '短评打分': 3}
{'短评内容': '性价比不高', '短评打分': 5}
{'短评内容': '真不错，设计很时尚，有特色', '短评打分': 5}
{'短评内容': '作为下沙区域内唯一一家国外资本的经济型连锁酒店，应该说环境不错。唯一的不方便也许就是有时候可能打不到车。', '短评打分': 5}
{'短评内容': '环境不错，很温馨，有家的感觉。', '短评打分': 5}
{'短评内容': '不错 值得的 比较舒适安静 大家可以试试', '短评打分': 5}
{'短评内容': '比当初入住之前想向的要好,值得推荐给朋友', '短评打分': 5}
{'短评内容': '还不错 挺超值的  就是距离市区远了点 挺耽误时间的', '短评打分': 3}
{'短评内容': '真的真的很一般，么有毛巾，空间又小，位置偏那是没办法的。。。诶 只能说很一般、、、、', '短评打分': 1}
{'短评内容': '环境不错的 性价比很高哦', '短评打分': 5}
{'短评内容': '酒店配备的物品比较单一,例如缺少梳子等小物品,让客人感觉到不方便.', '短评打分': 5}
{'短评内容': '宜必思不错哦。这家店很安静,下次还会来的。', '短评打分': 5}
{'短评内容': '卫生不错   早餐性价比一般 打车还不是非常方便', '短评打分': 5}
{'短评内容': '门卡不好使，弄半天才能打开门；\r\n睡觉时，中央空调的噪音较大。\r\n其他方面倒没什么了，前台服务态度挺好的。\r\n', '短评打分': 5}
{'短评内容': '房间布置很喜欢，价格也实惠，就是位置偏僻了点  ', '短评打分': 5}
{'短评内容': '设施不错，性价比较高，推荐\n房间颜色很明快，感觉很温馨', '短评打分': 5}
{'短评内容': '卫生间的设计比较有特色的，房间紧凑，但是比较舒适！', '短评打分': 3}
{'短评内容': '卫生间的设计比较有特色的，房间紧凑，但是比较舒适！', '短评打分': 3}
{'短评内容': '比较好，比锦江之心要好！！！！！！！！！1', '短评打分': 5}
{'短评内容': '总体来说还可以，好像不提供早餐的吧，这个稍微应该可以改善下，另外，所在的地方有点偏，相对的价格有点点贵', '短评打分': 5}
{'短评内容': '外面看起来很好，走进去设施就是一般的快捷经济型酒店。房间走进去特别小，洗手间特别像火车上的洗手间。', '短评打分': 1}
{'短评内容': '不错，下次再去', '短评打分': 5}
{'短评内容': '各项都还行,服务态度不错,就是比较难找,周遍配套不多', '短评打分': 5}
{'短评内容': '同行挑剔的眼光来看依然觉得是非常不错的一家酒店！', '短评打分': 5}
{'短评内容': '酒店一般，价格不低。并且大床房就一个被子，加被子要收20元清洗费；我说我住3天的，你送一床就当明天要洗的，然后明天我不要求洗不就好了。前台同意了，可是到后来送来一个脏的没有套子的床褥，说没有被子了，只有褥子，谁信啊！还国际连锁呢，呸！！！还有，酒店不提供洗脸毛巾，也不提前说一下的。', '短评打分': 1}
{'短评内容': '毛巾啊什么的好像换新的了，不过价格升了唉~~', '短评打分': 5}
{'短评内容': '这家酒店真的不错 很舒适 电视有好多台  还可以点播巨爽  房间很有ABC的感觉  很干净 网速也很快  就是有点小   没有电吹风  电吹风借的还有交200元押金 ！', '短评打分': 5}
{'短评内容': '性价比真的很高。。可能是在下沙的原因吧。环境好~不过说有双早的，怎么又没了呢?～～', '短评打分': 5}
{'短评内容': '房间内没有洗脸的毛巾,喝的水供应太少,不含早餐(住宿)', '短评打分': 1}
{'短评内容': '酒店房间还可以，经济型酒店设备的确不是很好的。价格比较便宜。卫生条件差，被子有潮气，也枕头套不一样白，感觉不干净，卫生间洗脸台漏水。服务也还好。', '短评打分': 5}
